isoform,n,median,mean,std,active_frac
JNK1,1576,6.46,6.479841342069657,1.0581855170788623,0.4936548223350254
JNK2,803,6.5,6.473532339575187,1.019333482799516,0.5056039850560399
JNK3,1492,6.415,6.340855775777693,1.2543401210650682,0.4718498659517426
