pair,metric,pre_fix,ci_lo,ci_hi,note,git_commit
EGFR/HER2,AUROC_D_vs_A_pocketB,0.6663533834586466,0.5237584218584672,0.793095238095238,n_pos=28 n_neg=38,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,AUROC_D_vs_B_pocketA,0.4296875,0.2817924317062248,0.579011972770499,historical ~0.430; n_pos=28 n_neg=32,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,summary_min,0.4296875,0.2817924317062248,0.5775046404364821,min of two directional arms,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,fixed_score_delta_pocketA,0.3783482142857143,0.20161830357142851,0.5524553571428571,historical Δ=0.378; D-vs-N minus D-vs-B using S_A,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,AUROC_mean_D_vs_neither,0.7559523809523809,0.5625,0.9197,two-pocket mean; n_neither=12,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,delta_summary_min_matched_minus_mismatched,0.16964285714285715,0.059145422149122794,0.2877330714894653,CI excludes 0,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,Top10_D_A_B_N,1/5/5/0,,,k=11 of n=110,c213c485fcf56ee024a96698cb657853fccb8369
EGFR/HER2,EF_dual_10,0.3571428571428572,,,1 dual / 11 top vs 28/110,c213c485fcf56ee024a96698cb657853fccb8369
