ligand,class,targets,status,reason,action
EH120_109,neither,"3POZ,3RCD",FAIL rc=1,GNINA parse error: AutoDock type CG0 (Meeko macrocycle dummy G0/CG0 in EH120_109.pdbqt),drop_not_impute; same ligand failed pre-fix independent GNINA; complete-case n=109
