pair,target,ligand,seed,status,n_modes,mode1_energy,score_S,reason,seconds
F2/F10,2JKH,F2F10_026,20260814,success,9,-8.897,8.897,,123.6
F2/F10,2JKH,F2F10_027,20260814,success,9,-7.976,7.976,,260.4
F2/F10,2JKH,F2F10_028,20260814,success,9,-8.244,8.244,,36.7
F2/F10,2JKH,F2F10_029,20260814,success,9,-9.271,9.271,,42.0
F2/F10,2JKH,F2F10_030,20260814,success,9,-8.977,8.977,,41.6
F2/F10,2JKH,F2F10_031,20260814,success,9,-8.559,8.559,,23.6
F2/F10,2JKH,F2F10_032,20260814,success,9,-10.259,10.259,,43.4
F2/F10,2JKH,F2F10_033,20260814,success,9,-7.789,7.789,,162.7
F2/F10,2JKH,F2F10_034,20260814,success,9,-9.743,9.743,,52.8
F2/F10,2JKH,F2F10_035,20260814,success,9,-8.555,8.555,,133.5
F2/F10,2JKH,F2F10_036,20260814,success,9,-9.346,9.346,,61.9
F2/F10,2JKH,F2F10_037,20260814,success,9,-9.119,9.119,,219.8
F2/F10,2JKH,F2F10_038,20260814,success,9,-9.492,9.492,,55.8
F2/F10,2JKH,F2F10_039,20260814,success,9,-9.17,9.17,,116.0
F2/F10,2JKH,F2F10_040,20260814,success,9,-8.49,8.49,,114.4
F2/F10,2JKH,F2F10_041,20260814,success,9,-10.515,10.515,,302.6
F2/F10,2JKH,F2F10_042,20260814,success,9,-10.057,10.057,,31.7
F2/F10,2JKH,F2F10_043,20260814,success,9,-10.097,10.097,,106.8
F2/F10,2JKH,F2F10_044,20260814,success,9,-9.58,9.58,,112.4
F2/F10,2JKH,F2F10_045,20260814,success,9,-8.678,8.678,,135.1
F2/F10,2JKH,F2F10_046,20260814,success,9,-9.835,9.835,,118.1
F2/F10,2JKH,F2F10_047,20260814,success,9,-9.752,9.752,,58.8
F2/F10,2JKH,F2F10_048,20260814,success,9,-8.999,8.999,,51.8
F2/F10,2JKH,F2F10_049,20260814,success,9,-9.131,9.131,,97.7
F2/F10,2JKH,F2F10_050,20260814,success,9,-9.009,9.009,,112.7
F2/F10,2JKH,F2F10_051,20260814,success,9,-8.811,8.811,,289.6
F2/F10,2JKH,F2F10_052,20260814,success,9,-9.368,9.368,,75.3
F2/F10,2JKH,F2F10_053,20260814,success,9,-10.281,10.281,,73.7
F2/F10,2JKH,F2F10_054,20260814,success,9,-10.412,10.412,,119.4
F2/F10,2JKH,F2F10_055,20260814,success,9,-10.555,10.555,,45.6
F2/F10,2JKH,F2F10_056,20260814,success,9,-8.478,8.478,,66.8
F2/F10,2JKH,F2F10_057,20260814,success,9,-9.983,9.983,,145.2
F2/F10,2JKH,F2F10_058,20260814,success,9,-10.47,10.47,,111.6
F2/F10,2JKH,F2F10_059,20260814,success,9,-8.577,8.577,,73.4
F2/F10,2JKH,F2F10_060,20260814,success,9,-9.312,9.312,,444.3
F2/F10,2JKH,F2F10_061,20260814,success,9,-11.301,11.301,,68.5
F2/F10,2JKH,F2F10_062,20260814,success,9,-10.003,10.003,,74.4
F2/F10,2JKH,F2F10_063,20260814,success,9,-9.878,9.878,,68.7
F2/F10,2JKH,F2F10_064,20260814,success,9,-8.932,8.932,,86.1
F2/F10,2JKH,F2F10_065,20260814,success,9,-7.457,7.457,,478.1
F2/F10,2JKH,F2F10_066,20260814,success,9,-7.369,7.369,,319.1
F2/F10,2JKH,F2F10_067,20260814,success,9,-9.76,9.76,,61.3
F2/F10,2JKH,F2F10_068,20260814,success,9,-10.402,10.402,,74.4
F2/F10,2JKH,F2F10_069,20260814,success,9,-9.271,9.271,,89.4
F2/F10,2JKH,F2F10_070,20260814,success,9,-10.054,10.054,,92.8
F2/F10,2JKH,F2F10_071,20260814,success,9,-8.652,8.652,,90.6
F2/F10,2JKH,F2F10_072,20260814,success,9,-9.358,9.358,,66.1
F2/F10,2JKH,F2F10_073,20260814,success,9,-8.113,8.113,,153.2
F2/F10,2JKH,F2F10_074,20260814,success,9,-8.162,8.162,,18.0
F2/F10,2JKH,F2F10_075,20260814,success,9,-9.319,9.319,,143.4
F2/F10,2JKH,F2F10_076,20260814,success,9,-9.912,9.912,,58.2
F2/F10,2JKH,F2F10_077,20260814,success,9,-6.532,6.532,,205.1
F2/F10,2JKH,F2F10_078,20260814,success,9,-5.757,5.757,,116.4
F2/F10,2JKH,F2F10_079,20260814,success,9,-9.205,9.205,,56.6
F2/F10,2JKH,F2F10_080,20260814,success,9,-8.453,8.453,,592.6
F2/F10,2JKH,F2F10_081,20260814,success,9,-10.655,10.655,,105.1
F2/F10,2JKH,F2F10_082,20260814,success,9,-10.365,10.365,,73.4
F2/F10,2JKH,F2F10_083,20260814,success,9,-9.26,9.26,,99.7
F2/F10,2JKH,F2F10_084,20260814,success,9,-7.346,7.346,,111.9
F2/F10,2JKH,F2F10_085,20260814,success,9,-10.497,10.497,,63.3
F2/F10,2JKH,F2F10_086,20260814,success,9,-10.539,10.539,,84.6
F2/F10,2JKH,F2F10_087,20260814,success,9,-8.527,8.527,,149.6
F2/F10,2JKH,F2F10_088,20260814,success,9,-8.382,8.382,,120.9
F2/F10,2JKH,F2F10_089,20260814,success,9,-7.91,7.91,,166.7
F2/F10,2JKH,F2F10_090,20260814,success,9,-7.839,7.839,,221.6
F2/F10,2JKH,F2F10_091,20260814,success,9,-8.53,8.53,,210.8
F2/F10,2JKH,F2F10_092,20260814,success,9,-8.277,8.277,,152.8
F2/F10,2JKH,F2F10_093,20260814,success,9,-8.764,8.764,,27.3
F2/F10,2JKH,F2F10_094,20260814,success,9,-10.027,10.027,,101.0
F2/F10,2JKH,F2F10_095,20260814,success,9,-9.297,9.297,,65.8
F2/F10,2JKH,F2F10_096,20260814,success,2,-10.713,10.713,,25.3
F2/F10,2JKH,F2F10_097,20260814,success,9,-10.063,10.063,,148.4
F2/F10,2JKH,F2F10_098,20260814,success,9,-8.968,8.968,,350.1
F2/F10,2JKH,F2F10_099,20260814,success,9,-9.833,9.833,,84.2
F2/F10,2JKH,F2F10_100,20260814,success,9,-10.019,10.019,,101.6
F2/F10,2JKH,F2F10_101,20260814,success,9,-7.776,7.776,,20.1
F2/F10,2JKH,F2F10_102,20260814,success,9,-8.705,8.705,,44.2
F2/F10,2JKH,F2F10_103,20260814,success,9,-8.399,8.399,,30.1
F2/F10,2JKH,F2F10_104,20260814,success,9,-8.088,8.088,,13.9
F2/F10,2JKH,F2F10_105,20260814,success,9,-9.075,9.075,,434.0
F2/F10,2JKH,F2F10_106,20260814,success,9,-8.959,8.959,,537.6
F2/F10,2JKH,F2F10_107,20260814,success,9,-9.315,9.315,,153.0
F2/F10,2JKH,F2F10_108,20260814,success,9,-8.614,8.614,,29.7
F2/F10,2JKH,F2F10_109,20260814,success,9,-8.066,8.066,,25.6
F2/F10,2JKH,F2F10_110,20260814,success,9,-9.5,9.5,,20.6
F2/F10,4UDW,F2F10_001,20260814,success,9,-9.141,9.141,,94.2
F2/F10,4UDW,F2F10_002,20260814,success,9,-8.756,8.756,,114.6
F2/F10,4UDW,F2F10_003,20260814,success,9,-8.797,8.797,,73.2
F2/F10,4UDW,F2F10_004,20260814,success,9,-9.897,9.897,,116.8
F2/F10,4UDW,F2F10_005,20260814,success,9,-9.861,9.861,,134.9
F2/F10,4UDW,F2F10_006,20260814,success,9,-9.707,9.707,,130.4
F2/F10,4UDW,F2F10_007,20260814,success,9,-9.8,9.8,,125.9
F2/F10,4UDW,F2F10_008,20260814,success,9,-8.308,8.308,,133.4
F2/F10,4UDW,F2F10_009,20260814,success,9,-10.241,10.241,,118.3
F2/F10,4UDW,F2F10_010,20260814,success,9,-10.088,10.088,,236.1
F2/F10,4UDW,F2F10_011,20260814,success,9,-8.454,8.454,,199.9
F2/F10,4UDW,F2F10_012,20260814,success,9,-9.927,9.927,,121.0
F2/F10,4UDW,F2F10_013,20260814,success,9,-8.475,8.475,,40.3
F2/F10,4UDW,F2F10_014,20260814,success,9,-8.573,8.573,,40.2
F2/F10,4UDW,F2F10_015,20260814,success,9,-8.992,8.992,,103.2
F2/F10,4UDW,F2F10_016,20260814,success,9,-9.978,9.978,,43.5
F2/F10,4UDW,F2F10_017,20260814,success,9,-7.94,7.94,,42.8
F2/F10,4UDW,F2F10_018,20260814,success,9,-8.773,8.773,,239.6
F2/F10,4UDW,F2F10_019,20260814,success,9,-8.202,8.202,,312.3
F2/F10,4UDW,F2F10_020,20260814,success,9,-8.709,8.709,,245.7
F2/F10,4UDW,F2F10_021,20260814,success,9,-10.118,10.118,,76.2
F2/F10,4UDW,F2F10_022,20260814,success,9,-10.448,10.448,,51.4
F2/F10,4UDW,F2F10_023,20260814,success,9,-9.119,9.119,,103.5
F2/F10,4UDW,F2F10_024,20260814,success,9,-9.106,9.106,,180.5
F2/F10,4UDW,F2F10_025,20260814,success,9,-9.191,9.191,,102.5
F2/F10,4UDW,F2F10_026,20260814,success,9,-9.712,9.712,,135.9
F2/F10,4UDW,F2F10_027,20260814,success,9,-8.098,8.098,,273.7
F2/F10,4UDW,F2F10_028,20260814,success,9,-8.96,8.96,,35.5
F2/F10,4UDW,F2F10_029,20260814,success,9,-8.968,8.968,,43.3
F2/F10,4UDW,F2F10_030,20260814,success,9,-9.282,9.282,,40.6
F2/F10,4UDW,F2F10_031,20260814,success,9,-8.181,8.181,,20.6
F2/F10,4UDW,F2F10_032,20260814,success,9,-9.223,9.223,,41.0
F2/F10,4UDW,F2F10_033,20260814,success,9,-8.102,8.102,,160.4
F2/F10,4UDW,F2F10_034,20260814,success,9,-9.936,9.936,,49.1
F2/F10,4UDW,F2F10_035,20260814,success,9,-9.782,9.782,,137.0
F2/F10,4UDW,F2F10_036,20260814,success,9,-9.729,9.729,,60.8
F2/F10,4UDW,F2F10_037,20260814,success,9,-8.917,8.917,,243.6
F2/F10,4UDW,F2F10_038,20260814,success,9,-9.796,9.796,,53.9
F2/F10,4UDW,F2F10_039,20260814,success,9,-8.932,8.932,,113.4
F2/F10,4UDW,F2F10_040,20260814,success,9,-9.177,9.177,,132.3
F2/F10,4UDW,F2F10_041,20260814,success,9,-9.686,9.686,,348.7
F2/F10,4UDW,F2F10_042,20260814,success,9,-9.831,9.831,,31.4
F2/F10,4UDW,F2F10_043,20260814,success,9,-10.257,10.257,,104.7
F2/F10,4UDW,F2F10_044,20260814,success,9,-9.264,9.264,,111.9
F2/F10,4UDW,F2F10_045,20260814,success,9,-9.17,9.17,,132.3
F2/F10,4UDW,F2F10_046,20260814,success,6,-11.132,11.132,,123.6
F2/F10,4UDW,F2F10_047,20260814,success,9,-9.549,9.549,,56.6
F2/F10,4UDW,F2F10_048,20260814,success,9,-9.504,9.504,,53.5
F2/F10,4UDW,F2F10_049,20260814,success,9,-9.654,9.654,,99.7
F2/F10,4UDW,F2F10_050,20260814,success,9,-8.671,8.671,,118.8
F2/F10,4UDW,F2F10_051,20260814,success,9,-8.5,8.5,,289.6
F2/F10,4UDW,F2F10_052,20260814,success,9,-8.545,8.545,,73.2
F2/F10,4UDW,F2F10_053,20260814,success,9,-10.562,10.562,,73.9
F2/F10,4UDW,F2F10_054,20260814,success,9,-10.248,10.248,,106.0
F2/F10,4UDW,F2F10_055,20260814,success,9,-9.964,9.964,,43.6
F2/F10,4UDW,F2F10_056,20260814,success,9,-8.213,8.213,,64.6
F2/F10,4UDW,F2F10_057,20260814,success,9,-9.404,9.404,,150.9
F2/F10,4UDW,F2F10_058,20260814,success,9,-10.759,10.759,,116.0
F2/F10,4UDW,F2F10_059,20260814,success,9,-8.571,8.571,,71.7
F2/F10,4UDW,F2F10_060,20260814,success,9,-9.062,9.062,,615.2
F2/F10,4UDW,F2F10_061,20260814,success,9,-11.075,11.075,,68.1
F2/F10,4UDW,F2F10_062,20260814,success,9,-9.382,9.382,,76.0
F2/F10,4UDW,F2F10_063,20260814,success,9,-9.441,9.441,,70.2
F2/F10,4UDW,F2F10_064,20260814,success,9,-8.015,8.015,,94.4
F2/F10,4UDW,F2F10_065,20260814,success,9,-6.956,6.956,,481.3
F2/F10,4UDW,F2F10_066,20260814,success,9,-6.762,6.762,,330.5
F2/F10,4UDW,F2F10_067,20260814,success,9,-9.417,9.417,,64.4
F2/F10,4UDW,F2F10_068,20260814,success,9,-10.428,10.428,,78.2
F2/F10,4UDW,F2F10_069,20260814,success,9,-9.193,9.193,,98.2
F2/F10,4UDW,F2F10_070,20260814,success,9,-10.254,10.254,,94.8
F2/F10,4UDW,F2F10_071,20260814,success,9,-8.321,8.321,,87.9
F2/F10,4UDW,F2F10_072,20260814,success,9,-9.362,9.362,,68.0
F2/F10,4UDW,F2F10_073,20260814,success,9,-9.411,9.411,,181.7
F2/F10,4UDW,F2F10_074,20260814,success,9,-8.753,8.753,,17.3
F2/F10,4UDW,F2F10_075,20260814,success,9,-9.269,9.269,,151.9
F2/F10,4UDW,F2F10_076,20260814,success,9,-10.487,10.487,,54.6
F2/F10,4UDW,F2F10_077,20260814,success,9,-6.293,6.293,,213.0
F2/F10,4UDW,F2F10_078,20260814,success,9,-7.384,7.384,,116.3
F2/F10,4UDW,F2F10_079,20260814,success,9,-8.96,8.96,,53.4
F2/F10,4UDW,F2F10_080,20260814,skip,0,,,timeout_600s_torsdof=8,600.0
F2/F10,4UDW,F2F10_081,20260814,success,9,-10.076,10.076,,101.3
F2/F10,4UDW,F2F10_082,20260814,success,9,-9.351,9.351,,74.6
F2/F10,4UDW,F2F10_083,20260814,success,9,-9.121,9.121,,112.1
F2/F10,4UDW,F2F10_084,20260814,success,9,-7.69,7.69,,113.0
F2/F10,4UDW,F2F10_085,20260814,success,9,-9.514,9.514,,58.0
F2/F10,4UDW,F2F10_086,20260814,success,9,-10.706,10.706,,92.5
F2/F10,4UDW,F2F10_087,20260814,success,9,-8.3,8.3,,161.5
F2/F10,4UDW,F2F10_088,20260814,success,9,-8.996,8.996,,137.0
F2/F10,4UDW,F2F10_089,20260814,success,9,-9.042,9.042,,207.0
F2/F10,4UDW,F2F10_090,20260814,success,9,-8.512,8.512,,253.1
F2/F10,4UDW,F2F10_091,20260814,success,9,-8.931,8.931,,261.0
F2/F10,4UDW,F2F10_092,20260814,success,9,-8.774,8.774,,176.8
F2/F10,4UDW,F2F10_093,20260814,success,9,-8.83,8.83,,26.4
F2/F10,4UDW,F2F10_094,20260814,success,9,-9.209,9.209,,101.2
F2/F10,4UDW,F2F10_095,20260814,success,9,-9.049,9.049,,70.4
F2/F10,4UDW,F2F10_096,20260814,success,5,-10.872,10.872,,24.1
F2/F10,4UDW,F2F10_097,20260814,success,9,-8.71,8.71,,173.8
F2/F10,4UDW,F2F10_098,20260814,success,9,-9.19,9.19,,479.7
F2/F10,4UDW,F2F10_099,20260814,success,9,-9.465,9.465,,84.3
F2/F10,4UDW,F2F10_100,20260814,success,9,-9.723,9.723,,106.2
F2/F10,4UDW,F2F10_101,20260814,success,9,-8.221,8.221,,19.6
F2/F10,4UDW,F2F10_102,20260814,success,9,-9.184,9.184,,42.4
F2/F10,4UDW,F2F10_103,20260814,success,9,-8.715,8.715,,26.7
F2/F10,4UDW,F2F10_104,20260814,success,9,-8.798,8.798,,12.3
F2/F10,4UDW,F2F10_105,20260814,success,9,-7.398,7.398,,481.2
F2/F10,4UDW,F2F10_106,20260814,success,9,-7.592,7.592,,623.1
F2/F10,4UDW,F2F10_107,20260814,success,9,-9.467,9.467,,218.5
F2/F10,4UDW,F2F10_108,20260814,success,9,-8.33,8.33,,27.1
F2/F10,4UDW,F2F10_109,20260814,success,9,-8.204,8.204,,23.3
F2/F10,4UDW,F2F10_110,20260814,success,9,-9.486,9.486,,19.3
JAK1/JAK2,6N7A,J1J2_001,20260814,success,9,-8.853,8.853,,32.1
JAK1/JAK2,6N7A,J1J2_002,20260814,success,9,-8.958,8.958,,58.2
JAK1/JAK2,6N7A,J1J2_003,20260814,success,9,-8.603,8.603,,43.3
JAK1/JAK2,6N7A,J1J2_004,20260814,success,9,-7.678,7.678,,21.5
JAK1/JAK2,6N7A,J1J2_005,20260814,success,9,-7.599,7.599,,24.3
JAK1/JAK2,6N7A,J1J2_006,20260814,success,9,-7.377,7.377,,13.5
JAK1/JAK2,6N7A,J1J2_007,20260814,success,9,-8.318,8.318,,31.6
JAK1/JAK2,6N7A,J1J2_008,20260814,success,9,-7.087,7.087,,26.8
JAK1/JAK2,6N7A,J1J2_009,20260814,success,9,-8.986,8.986,,30.2
JAK1/JAK2,6N7A,J1J2_010,20260814,success,9,-8.851,8.851,,40.8
JAK1/JAK2,6N7A,J1J2_011,20260814,success,9,-8.858,8.858,,30.0
JAK1/JAK2,6N7A,J1J2_012,20260814,success,9,-9.228,9.228,,39.5
JAK1/JAK2,6N7A,J1J2_013,20260814,success,9,-11.111,11.111,,128.7
JAK1/JAK2,6N7A,J1J2_014,20260814,success,9,-9.412,9.412,,168.8
JAK1/JAK2,6N7A,J1J2_015,20260814,success,9,-9.568,9.568,,41.9
JAK1/JAK2,6N7A,J1J2_016,20260814,success,9,-9.604,9.604,,107.9
JAK1/JAK2,6N7A,J1J2_017,20260814,success,9,-9.684,9.684,,92.7
JAK1/JAK2,6N7A,J1J2_018,20260814,success,9,-10.2,10.2,,31.9
JAK1/JAK2,6N7A,J1J2_019,20260814,success,9,-8.921,8.921,,241.1
JAK1/JAK2,6N7A,J1J2_020,20260814,success,9,-9.671,9.671,,118.0
JAK1/JAK2,6N7A,J1J2_021,20260814,success,9,-10.841,10.841,,183.3
JAK1/JAK2,6N7A,J1J2_022,20260814,success,9,-7.697,7.697,,48.7
JAK1/JAK2,6N7A,J1J2_023,20260814,success,9,-9.241,9.241,,125.2
JAK1/JAK2,6N7A,J1J2_024,20260814,success,9,-9.582,9.582,,123.4
JAK1/JAK2,6N7A,J1J2_025,20260814,success,9,-10.505,10.505,,37.1
JAK1/JAK2,6N7A,J1J2_026,20260814,success,9,-10.598,10.598,,152.9
JAK1/JAK2,6N7A,J1J2_027,20260814,success,9,-11.287,11.287,,140.5
JAK1/JAK2,6N7A,J1J2_028,20260814,success,8,-10.415,10.415,,201.3
JAK1/JAK2,6N7A,J1J2_029,20260814,success,9,-11.179,11.179,,133.6
JAK1/JAK2,6N7A,J1J2_030,20260814,success,9,-8.53,8.53,,28.4
JAK1/JAK2,6N7A,J1J2_031,20260814,success,9,-11.302,11.302,,133.7
JAK1/JAK2,6N7A,J1J2_032,20260814,success,9,-8.126,8.126,,296.0
JAK1/JAK2,6N7A,J1J2_033,20260814,success,9,-7.968,7.968,,56.2
JAK1/JAK2,6N7A,J1J2_034,20260814,success,9,-7.047,7.047,,59.5
JAK1/JAK2,6N7A,J1J2_035,20260814,success,9,-7.154,7.154,,68.8
JAK1/JAK2,6N7A,J1J2_036,20260814,success,9,-7.696,7.696,,112.4
JAK1/JAK2,6N7A,J1J2_037,20260814,success,9,-6.986,6.986,,159.4
JAK1/JAK2,6N7A,J1J2_038,20260814,success,9,-6.89,6.89,,186.6
JAK1/JAK2,6N7A,J1J2_039,20260814,success,9,-8.419,8.419,,29.8
JAK1/JAK2,6N7A,J1J2_040,20260814,success,9,-8.453,8.453,,32.0
JAK1/JAK2,6N7A,J1J2_041,20260814,success,9,-7.123,7.123,,161.5
JAK1/JAK2,6N7A,J1J2_042,20260814,success,9,-8.873,8.873,,69.0
JAK1/JAK2,6N7A,J1J2_043,20260814,success,9,-10.922,10.922,,64.0
JAK1/JAK2,6N7A,J1J2_044,20260814,success,9,-8.042,8.042,,62.7
JAK1/JAK2,6N7A,J1J2_045,20260814,success,9,-8.899,8.899,,32.9
JAK1/JAK2,6N7A,J1J2_046,20260814,success,9,-9.147,9.147,,36.3
JAK1/JAK2,6N7A,J1J2_047,20260814,success,9,-9.396,9.396,,36.1
JAK1/JAK2,6N7A,J1J2_048,20260814,success,9,-9.189,9.189,,87.2
JAK1/JAK2,6N7A,J1J2_049,20260814,success,9,-8.74,8.74,,36.4
JAK1/JAK2,6N7A,J1J2_050,20260814,success,9,-8.549,8.549,,68.4
JAK1/JAK2,6N7A,J1J2_051,20260814,success,9,-8.646,8.646,,61.9
JAK1/JAK2,6N7A,J1J2_052,20260814,success,8,-9.97,9.97,,38.7
JAK1/JAK2,6N7A,J1J2_053,20260814,success,9,-9.355,9.355,,99.7
JAK1/JAK2,6N7A,J1J2_054,20260814,success,9,-8.985,8.985,,63.5
JAK1/JAK2,6N7A,J1J2_055,20260814,success,9,-8.941,8.941,,31.9
JAK1/JAK2,6N7A,J1J2_056,20260814,success,9,-9.555,9.555,,53.3
JAK1/JAK2,6N7A,J1J2_057,20260814,success,9,-9.094,9.094,,54.9
JAK1/JAK2,6N7A,J1J2_058,20260814,success,9,-8.955,8.955,,36.0
JAK1/JAK2,6N7A,J1J2_059,20260814,success,9,-9.492,9.492,,60.5
JAK1/JAK2,6N7A,J1J2_060,20260814,success,9,-10.996,10.996,,61.6
JAK1/JAK2,6N7A,J1J2_061,20260814,success,9,-8.496,8.496,,70.0
JAK1/JAK2,6N7A,J1J2_062,20260814,success,9,-8.769,8.769,,98.4
JAK1/JAK2,6N7A,J1J2_063,20260814,success,9,-8.392,8.392,,74.9
JAK1/JAK2,6N7A,J1J2_064,20260814,success,9,-10.391,10.391,,28.6
JAK1/JAK2,6N7A,J1J2_065,20260814,success,9,-8.822,8.822,,30.1
JAK1/JAK2,6N7A,J1J2_066,20260814,success,9,-9.003,9.003,,62.0
JAK1/JAK2,6N7A,J1J2_067,20260814,success,9,-8.617,8.617,,53.5
JAK1/JAK2,6N7A,J1J2_068,20260814,success,9,-8.795,8.795,,48.2
JAK1/JAK2,6N7A,J1J2_069,20260814,success,9,-9.157,9.157,,32.0
JAK1/JAK2,6N7A,J1J2_070,20260814,success,9,-9.589,9.589,,88.2
JAK1/JAK2,6N7A,J1J2_071,20260814,success,9,-8.939,8.939,,28.3
JAK1/JAK2,6N7A,J1J2_072,20260814,success,8,-11.235,11.235,,90.2
JAK1/JAK2,6N7A,J1J2_073,20260814,success,9,-10.131,10.131,,307.7
JAK1/JAK2,6N7A,J1J2_074,20260814,success,8,-11.902,11.902,,99.4
JAK1/JAK2,6N7A,J1J2_075,20260814,success,9,-11.34,11.34,,81.5
JAK1/JAK2,6N7A,J1J2_076,20260814,success,9,-9.465,9.465,,35.9
JAK1/JAK2,6N7A,J1J2_077,20260814,success,9,-9.134,9.134,,191.9
JAK1/JAK2,6N7A,J1J2_078,20260814,success,9,-9.478,9.478,,41.9
JAK1/JAK2,6N7A,J1J2_079,20260814,success,9,-10.698,10.698,,123.9
JAK1/JAK2,6N7A,J1J2_080,20260814,success,9,-9.203,9.203,,45.6
JAK1/JAK2,6N7A,J1J2_081,20260814,success,9,-11.321,11.321,,82.7
JAK1/JAK2,6N7A,J1J2_082,20260814,success,9,-8.479,8.479,,31.4
JAK1/JAK2,6N7A,J1J2_083,20260814,success,9,-8.761,8.761,,69.1
JAK1/JAK2,6N7A,J1J2_084,20260814,success,9,-9.782,9.782,,129.6
JAK1/JAK2,6N7A,J1J2_085,20260814,success,9,-10.177,10.177,,316.1
JAK1/JAK2,6N7A,J1J2_086,20260814,success,9,-9.201,9.201,,27.0
JAK1/JAK2,6N7A,J1J2_087,20260814,success,9,-10.941,10.941,,185.0
JAK1/JAK2,6N7A,J1J2_088,20260814,success,9,-11.194,11.194,,163.6
JAK1/JAK2,6N7A,J1J2_089,20260814,success,9,-9.347,9.347,,34.3
JAK1/JAK2,6N7A,J1J2_090,20260814,success,9,-8.291,8.291,,29.9
JAK1/JAK2,6N7A,J1J2_091,20260814,success,9,-9.133,9.133,,35.7
JAK1/JAK2,6N7A,J1J2_092,20260814,success,9,-7.959,7.959,,25.3
JAK1/JAK2,6N7A,J1J2_093,20260814,success,9,-10.041,10.041,,60.8
JAK1/JAK2,6N7A,J1J2_094,20260814,success,9,-10.85,10.85,,182.4
JAK1/JAK2,6N7A,J1J2_095,20260814,success,9,-10.243,10.243,,156.2
JAK1/JAK2,6N7A,J1J2_096,20260814,success,9,-11.589,11.589,,226.7
JAK1/JAK2,6N7A,J1J2_097,20260814,success,9,-8.58,8.58,,163.1
JAK1/JAK2,6N7A,J1J2_098,20260814,success,9,-9.063,9.063,,18.1
JAK1/JAK2,6N7A,J1J2_099,20260814,success,9,-8.805,8.805,,27.2
JAK1/JAK2,6N7A,J1J2_100,20260814,success,9,-7.586,7.586,,24.2
JAK1/JAK2,6N7A,J1J2_101,20260814,success,9,-8.005,8.005,,34.3
JAK1/JAK2,6N7A,J1J2_102,20260814,success,9,-8.798,8.798,,19.9
JAK1/JAK2,6N7A,J1J2_103,20260814,success,9,-7.867,7.867,,20.8
JAK1/JAK2,6N7A,J1J2_104,20260814,success,9,-10.232,10.232,,33.2
JAK1/JAK2,6N7A,J1J2_105,20260814,success,9,-9.847,9.847,,77.8
JAK1/JAK2,6N7A,J1J2_106,20260814,success,9,-9.102,9.102,,22.9
JAK1/JAK2,6N7A,J1J2_107,20260814,success,9,-8.271,8.271,,135.4
JAK1/JAK2,6N7A,J1J2_108,20260814,success,9,-7.961,7.961,,201.4
JAK1/JAK2,6N7A,J1J2_109,20260814,success,9,-8.094,8.094,,149.2
JAK1/JAK2,6N7A,J1J2_110,20260814,success,9,-10.449,10.449,,58.8
JAK1/JAK2,8BXH,J1J2_001,20260814,success,9,-8.666,8.666,,29.4
JAK1/JAK2,8BXH,J1J2_002,20260814,success,9,-9.939,9.939,,50.6
JAK1/JAK2,8BXH,J1J2_003,20260814,success,9,-8.425,8.425,,41.0
JAK1/JAK2,8BXH,J1J2_004,20260814,success,9,-7.599,7.599,,21.1
JAK1/JAK2,8BXH,J1J2_005,20260814,success,9,-7.676,7.676,,24.4
JAK1/JAK2,8BXH,J1J2_006,20260814,success,9,-7.137,7.137,,12.9
