pair,target,ligand,seed,status,n_modes,mode1_energy,score_S,reason,seconds
F2/F10,2JKH,F2F10_033,20260812,success,9,-8.164,8.164,,156.5
F2/F10,2JKH,F2F10_034,20260812,success,9,-9.702,9.702,,48.8
F2/F10,2JKH,F2F10_035,20260812,success,9,-8.54,8.54,,132.2
F2/F10,2JKH,F2F10_036,20260812,success,9,-9.025,9.025,,58.5
F2/F10,2JKH,F2F10_037,20260812,success,9,-9.126,9.126,,205.4
F2/F10,2JKH,F2F10_038,20260812,success,9,-9.509,9.509,,51.4
F2/F10,2JKH,F2F10_039,20260812,success,9,-9.207,9.207,,101.1
F2/F10,2JKH,F2F10_040,20260812,success,9,-8.393,8.393,,114.9
F2/F10,2JKH,F2F10_041,20260812,success,9,-9.238,9.238,,254.9
F2/F10,2JKH,F2F10_042,20260812,success,9,-10.063,10.063,,28.3
F2/F10,2JKH,F2F10_043,20260812,success,9,-9.921,9.921,,89.5
F2/F10,2JKH,F2F10_044,20260812,success,9,-9.568,9.568,,110.6
F2/F10,2JKH,F2F10_045,20260812,success,9,-8.687,8.687,,132.6
F2/F10,2JKH,F2F10_046,20260812,success,9,-9.854,9.854,,92.3
F2/F10,2JKH,F2F10_047,20260812,success,9,-9.758,9.758,,54.8
F2/F10,2JKH,F2F10_048,20260812,success,9,-8.964,8.964,,47.5
F2/F10,2JKH,F2F10_049,20260812,success,9,-9.168,9.168,,99.3
F2/F10,2JKH,F2F10_050,20260812,success,9,-8.782,8.782,,91.2
F2/F10,2JKH,F2F10_051,20260812,success,9,-8.675,8.675,,222.5
F2/F10,2JKH,F2F10_052,20260812,success,9,-9.278,9.278,,74.2
F2/F10,2JKH,F2F10_053,20260812,success,9,-9.084,9.084,,73.2
F2/F10,2JKH,F2F10_054,20260812,success,9,-10.4,10.4,,109.8
F2/F10,2JKH,F2F10_055,20260812,success,9,-10.599,10.599,,41.1
F2/F10,2JKH,F2F10_056,20260812,success,9,-8.434,8.434,,68.6
F2/F10,2JKH,F2F10_057,20260812,success,9,-9.92,9.92,,134.9
F2/F10,2JKH,F2F10_058,20260812,success,9,-10.477,10.477,,96.9
F2/F10,2JKH,F2F10_059,20260812,success,9,-8.612,8.612,,71.6
F2/F10,2JKH,F2F10_060,20260812,success,9,-9.624,9.624,,364.4
F2/F10,2JKH,F2F10_061,20260812,success,9,-11.186,11.186,,61.1
F2/F10,2JKH,F2F10_062,20260812,success,9,-10.057,10.057,,74.4
F2/F10,2JKH,F2F10_063,20260812,success,9,-9.884,9.884,,65.9
F2/F10,2JKH,F2F10_064,20260812,success,9,-8.991,8.991,,85.7
F2/F10,2JKH,F2F10_065,20260812,success,9,-7.137,7.137,,408.8
F2/F10,2JKH,F2F10_066,20260812,success,9,-7.555,7.555,,279.9
F2/F10,2JKH,F2F10_067,20260812,success,9,-9.764,9.764,,57.4
F2/F10,2JKH,F2F10_068,20260812,success,9,-10.427,10.427,,71.3
F2/F10,2JKH,F2F10_069,20260812,success,9,-9.235,9.235,,87.9
F2/F10,2JKH,F2F10_070,20260812,success,9,-10.247,10.247,,92.8
F2/F10,2JKH,F2F10_071,20260812,success,9,-8.798,8.798,,82.1
F2/F10,2JKH,F2F10_072,20260812,success,9,-9.489,9.489,,66.2
F2/F10,2JKH,F2F10_073,20260812,success,9,-8.036,8.036,,134.1
F2/F10,2JKH,F2F10_074,20260812,success,9,-8.181,8.181,,17.3
F2/F10,2JKH,F2F10_075,20260812,success,9,-9.602,9.602,,140.5
F2/F10,2JKH,F2F10_076,20260812,success,9,-10.046,10.046,,58.8
F2/F10,2JKH,F2F10_077,20260812,success,9,-6.887,6.887,,207.0
F2/F10,2JKH,F2F10_078,20260812,success,9,-5.764,5.764,,116.7
F2/F10,2JKH,F2F10_079,20260812,success,9,-9.212,9.212,,56.4
F2/F10,2JKH,F2F10_080,20260812,success,9,-8.676,8.676,,581.7
F2/F10,2JKH,F2F10_081,20260812,success,9,-10.576,10.576,,99.1
F2/F10,2JKH,F2F10_082,20260812,success,8,-10.358,10.358,,68.9
F2/F10,2JKH,F2F10_083,20260812,success,9,-9.217,9.217,,95.3
F2/F10,2JKH,F2F10_084,20260812,success,9,-6.818,6.818,,111.6
F2/F10,2JKH,F2F10_085,20260812,success,9,-10.379,10.379,,60.7
F2/F10,2JKH,F2F10_086,20260812,success,9,-10.544,10.544,,81.5
F2/F10,2JKH,F2F10_087,20260812,success,9,-8.511,8.511,,141.4
F2/F10,2JKH,F2F10_088,20260812,success,9,-8.29,8.29,,111.9
F2/F10,2JKH,F2F10_089,20260812,success,9,-7.933,7.933,,139.1
F2/F10,2JKH,F2F10_090,20260812,success,9,-7.896,7.896,,187.3
F2/F10,2JKH,F2F10_091,20260812,success,9,-8.777,8.777,,193.0
F2/F10,2JKH,F2F10_092,20260812,success,9,-8.136,8.136,,135.5
F2/F10,2JKH,F2F10_093,20260812,success,9,-8.753,8.753,,24.9
F2/F10,2JKH,F2F10_094,20260812,success,9,-10.133,10.133,,88.8
F2/F10,2JKH,F2F10_095,20260812,success,9,-9.172,9.172,,62.0
F2/F10,2JKH,F2F10_096,20260812,success,3,-10.725,10.725,,27.0
F2/F10,2JKH,F2F10_097,20260812,success,9,-9.985,9.985,,133.1
F2/F10,2JKH,F2F10_098,20260812,success,9,-8.979,8.979,,296.2
F2/F10,2JKH,F2F10_099,20260812,success,9,-9.906,9.906,,85.5
F2/F10,2JKH,F2F10_100,20260812,success,9,-10.02,10.02,,101.2
F2/F10,2JKH,F2F10_101,20260812,success,9,-7.887,7.887,,20.2
F2/F10,2JKH,F2F10_102,20260812,success,9,-8.69,8.69,,39.3
F2/F10,2JKH,F2F10_103,20260812,success,9,-8.389,8.389,,27.1
F2/F10,2JKH,F2F10_104,20260812,success,9,-8.049,8.049,,12.1
F2/F10,2JKH,F2F10_105,20260812,success,9,-8.956,8.956,,427.0
F2/F10,2JKH,F2F10_106,20260812,success,9,-9.418,9.418,,464.8
F2/F10,2JKH,F2F10_107,20260812,success,9,-9.339,9.339,,140.7
F2/F10,2JKH,F2F10_108,20260812,success,9,-8.53,8.53,,27.2
F2/F10,2JKH,F2F10_109,20260812,success,9,-8.114,8.114,,24.8
F2/F10,2JKH,F2F10_110,20260812,success,9,-9.537,9.537,,20.2
F2/F10,4UDW,F2F10_001,20260812,success,9,-9.157,9.157,,88.9
F2/F10,4UDW,F2F10_002,20260812,success,9,-8.778,8.778,,111.6
F2/F10,4UDW,F2F10_003,20260812,success,9,-8.824,8.824,,70.6
F2/F10,4UDW,F2F10_004,20260812,success,9,-9.971,9.971,,111.0
F2/F10,4UDW,F2F10_005,20260812,success,9,-9.799,9.799,,128.2
F2/F10,4UDW,F2F10_006,20260812,success,9,-9.591,9.591,,122.6
F2/F10,4UDW,F2F10_007,20260812,success,9,-9.507,9.507,,128.4
F2/F10,4UDW,F2F10_008,20260812,success,9,-7.799,7.799,,125.8
F2/F10,4UDW,F2F10_009,20260812,success,9,-10.61,10.61,,102.3
F2/F10,4UDW,F2F10_010,20260812,success,9,-9.997,9.997,,223.0
F2/F10,4UDW,F2F10_011,20260812,success,9,-8.423,8.423,,177.0
F2/F10,4UDW,F2F10_012,20260812,success,9,-9.977,9.977,,120.0
F2/F10,4UDW,F2F10_013,20260812,success,9,-8.444,8.444,,40.7
F2/F10,4UDW,F2F10_014,20260812,success,9,-8.634,8.634,,40.9
F2/F10,4UDW,F2F10_015,20260812,success,9,-8.988,8.988,,89.0
F2/F10,4UDW,F2F10_016,20260812,success,9,-9.717,9.717,,41.0
F2/F10,4UDW,F2F10_017,20260812,success,9,-7.959,7.959,,42.3
F2/F10,4UDW,F2F10_018,20260812,success,9,-8.328,8.328,,233.3
F2/F10,4UDW,F2F10_019,20260812,success,9,-8.294,8.294,,281.6
F2/F10,4UDW,F2F10_020,20260812,success,9,-8.852,8.852,,243.3
F2/F10,4UDW,F2F10_021,20260812,success,9,-10.134,10.134,,74.1
F2/F10,4UDW,F2F10_022,20260812,success,9,-10.445,10.445,,49.7
F2/F10,4UDW,F2F10_023,20260812,success,9,-9.094,9.094,,90.3
F2/F10,4UDW,F2F10_024,20260812,success,9,-8.683,8.683,,173.5
F2/F10,4UDW,F2F10_025,20260812,success,9,-9.48,9.48,,95.9
F2/F10,4UDW,F2F10_026,20260812,success,9,-8.603,8.603,,129.9
F2/F10,4UDW,F2F10_027,20260812,success,9,-9.032,9.032,,243.9
F2/F10,4UDW,F2F10_028,20260812,success,9,-8.935,8.935,,35.0
F2/F10,4UDW,F2F10_029,20260812,success,9,-9.227,9.227,,44.3
F2/F10,4UDW,F2F10_030,20260812,success,9,-9.27,9.27,,39.3
F2/F10,4UDW,F2F10_031,20260812,success,9,-8.127,8.127,,20.4
F2/F10,4UDW,F2F10_032,20260812,success,9,-9.214,9.214,,37.1
F2/F10,4UDW,F2F10_033,20260812,success,9,-8.077,8.077,,153.9
F2/F10,4UDW,F2F10_034,20260812,success,9,-9.942,9.942,,46.0
F2/F10,4UDW,F2F10_035,20260812,success,9,-9.605,9.605,,144.8
F2/F10,4UDW,F2F10_036,20260812,success,9,-9.735,9.735,,56.0
F2/F10,4UDW,F2F10_037,20260812,success,9,-8.877,8.877,,227.7
F2/F10,4UDW,F2F10_038,20260812,success,9,-9.789,9.789,,51.4
F2/F10,4UDW,F2F10_039,20260812,success,9,-9.04,9.04,,98.3
F2/F10,4UDW,F2F10_040,20260812,success,9,-9.075,9.075,,129.7
F2/F10,4UDW,F2F10_041,20260812,success,9,-10.103,10.103,,308.1
F2/F10,4UDW,F2F10_042,20260812,success,9,-9.791,9.791,,27.7
F2/F10,4UDW,F2F10_043,20260812,success,9,-10.25,10.25,,89.2
F2/F10,4UDW,F2F10_044,20260812,success,9,-9.422,9.422,,114.8
F2/F10,4UDW,F2F10_045,20260812,success,9,-9.109,9.109,,119.5
F2/F10,4UDW,F2F10_046,20260812,success,9,-11.142,11.142,,100.3
F2/F10,4UDW,F2F10_047,20260812,success,9,-9.535,9.535,,53.3
F2/F10,4UDW,F2F10_048,20260812,success,9,-9.506,9.506,,50.1
F2/F10,4UDW,F2F10_049,20260812,success,9,-9.654,9.654,,96.1
F2/F10,4UDW,F2F10_050,20260812,success,9,-8.677,8.677,,94.7
F2/F10,4UDW,F2F10_051,20260812,success,9,-8.738,8.738,,220.2
F2/F10,4UDW,F2F10_052,20260812,success,9,-8.784,8.784,,73.8
F2/F10,4UDW,F2F10_053,20260812,success,9,-10.488,10.488,,73.9
F2/F10,4UDW,F2F10_054,20260812,success,9,-10.26,10.26,,99.7
F2/F10,4UDW,F2F10_055,20260812,success,9,-9.993,9.993,,38.8
F2/F10,4UDW,F2F10_056,20260812,success,9,-8.259,8.259,,61.0
F2/F10,4UDW,F2F10_057,20260812,success,9,-9.483,9.483,,154.4
F2/F10,4UDW,F2F10_058,20260812,success,7,-10.749,10.749,,94.3
F2/F10,4UDW,F2F10_059,20260812,success,9,-7.97,7.97,,70.0
F2/F10,4UDW,F2F10_060,20260812,success,9,-9.032,9.032,,491.7
F2/F10,4UDW,F2F10_061,20260812,success,9,-11.171,11.171,,61.4
F2/F10,4UDW,F2F10_062,20260812,success,9,-9.452,9.452,,76.9
F2/F10,4UDW,F2F10_063,20260812,success,9,-9.503,9.503,,68.5
F2/F10,4UDW,F2F10_064,20260812,success,9,-8.092,8.092,,92.9
F2/F10,4UDW,F2F10_065,20260812,success,9,-7.264,7.264,,409.6
F2/F10,4UDW,F2F10_066,20260812,success,9,-6.705,6.705,,287.9
F2/F10,4UDW,F2F10_067,20260812,success,9,-9.125,9.125,,58.0
F2/F10,4UDW,F2F10_068,20260812,success,9,-10.552,10.552,,73.3
F2/F10,4UDW,F2F10_069,20260812,success,9,-9.077,9.077,,98.4
F2/F10,4UDW,F2F10_070,20260812,success,9,-10.139,10.139,,89.6
F2/F10,4UDW,F2F10_071,20260812,success,9,-8.328,8.328,,79.4
F2/F10,4UDW,F2F10_072,20260812,success,9,-9.378,9.378,,68.2
F2/F10,4UDW,F2F10_073,20260812,success,9,-9.45,9.45,,161.8
F2/F10,4UDW,F2F10_074,20260812,success,9,-8.707,8.707,,16.7
F2/F10,4UDW,F2F10_075,20260812,success,9,-9.335,9.335,,146.4
F2/F10,4UDW,F2F10_076,20260812,success,9,-10.454,10.454,,54.9
F2/F10,4UDW,F2F10_077,20260812,success,9,-6.324,6.324,,219.6
F2/F10,4UDW,F2F10_078,20260812,success,9,-6.082,6.082,,114.6
F2/F10,4UDW,F2F10_079,20260812,success,8,-8.786,8.786,,55.6
F2/F10,4UDW,F2F10_080,20260812,skip,0,,,timeout_600s_torsdof=8,600.0
F2/F10,4UDW,F2F10_081,20260812,success,9,-10.064,10.064,,94.6
F2/F10,4UDW,F2F10_082,20260812,success,9,-9.732,9.732,,73.0
F2/F10,4UDW,F2F10_083,20260812,success,9,-9.096,9.096,,112.9
F2/F10,4UDW,F2F10_084,20260812,success,9,-7.627,7.627,,112.7
F2/F10,4UDW,F2F10_085,20260812,success,9,-9.485,9.485,,55.8
F2/F10,4UDW,F2F10_086,20260812,success,9,-10.694,10.694,,87.3
F2/F10,4UDW,F2F10_087,20260812,success,9,-8.281,8.281,,142.2
F2/F10,4UDW,F2F10_088,20260812,success,9,-8.979,8.979,,118.9
F2/F10,4UDW,F2F10_089,20260812,success,9,-8.551,8.551,,177.3
F2/F10,4UDW,F2F10_090,20260812,success,9,-8.603,8.603,,215.7
F2/F10,4UDW,F2F10_091,20260812,success,9,-9.087,9.087,,232.2
F2/F10,4UDW,F2F10_092,20260812,success,9,-8.718,8.718,,162.9
F2/F10,4UDW,F2F10_093,20260812,success,9,-10.13,10.13,,24.1
F2/F10,4UDW,F2F10_094,20260812,success,9,-8.371,8.371,,92.3
F2/F10,4UDW,F2F10_095,20260812,success,9,-9.141,9.141,,67.9
F2/F10,4UDW,F2F10_096,20260812,success,6,-10.872,10.872,,25.3
F2/F10,4UDW,F2F10_097,20260812,success,9,-8.729,8.729,,161.3
F2/F10,4UDW,F2F10_098,20260812,success,9,-9.224,9.224,,440.3
F2/F10,4UDW,F2F10_099,20260812,success,9,-9.43,9.43,,81.1
F2/F10,4UDW,F2F10_100,20260812,success,9,-9.754,9.754,,108.8
F2/F10,4UDW,F2F10_101,20260812,success,9,-8.215,8.215,,19.2
F2/F10,4UDW,F2F10_102,20260812,success,9,-9.15,9.15,,38.7
F2/F10,4UDW,F2F10_103,20260812,success,9,-8.721,8.721,,24.2
F2/F10,4UDW,F2F10_104,20260812,success,9,-8.889,8.889,,11.3
F2/F10,4UDW,F2F10_105,20260812,success,9,-6.764,6.764,,460.9
F2/F10,4UDW,F2F10_106,20260812,success,9,-8.722,8.722,,560.1
F2/F10,4UDW,F2F10_107,20260812,success,9,-9.383,9.383,,182.7
F2/F10,4UDW,F2F10_108,20260812,success,9,-8.344,8.344,,24.8
F2/F10,4UDW,F2F10_109,20260812,success,9,-8.184,8.184,,22.7
F2/F10,4UDW,F2F10_110,20260812,success,9,-9.52,9.52,,19.4
JAK1/JAK2,6N7A,J1J2_001,20260812,success,9,-8.841,8.841,,30.4
JAK1/JAK2,6N7A,J1J2_002,20260812,success,9,-8.947,8.947,,58.0
JAK1/JAK2,6N7A,J1J2_003,20260812,success,9,-8.611,8.611,,40.9
JAK1/JAK2,6N7A,J1J2_004,20260812,success,9,-7.687,7.687,,19.8
JAK1/JAK2,6N7A,J1J2_005,20260812,success,9,-7.587,7.587,,20.3
JAK1/JAK2,6N7A,J1J2_006,20260812,success,9,-7.396,7.396,,12.9
JAK1/JAK2,6N7A,J1J2_007,20260812,success,9,-8.346,8.346,,24.4
JAK1/JAK2,6N7A,J1J2_008,20260812,success,9,-7.024,7.024,,27.7
JAK1/JAK2,6N7A,J1J2_009,20260812,success,9,-8.961,8.961,,24.2
JAK1/JAK2,6N7A,J1J2_010,20260812,success,9,-8.843,8.843,,31.8
JAK1/JAK2,6N7A,J1J2_011,20260812,success,9,-8.87,8.87,,23.7
JAK1/JAK2,6N7A,J1J2_012,20260812,success,9,-9.293,9.293,,34.7
JAK1/JAK2,6N7A,J1J2_013,20260812,success,9,-11.039,11.039,,129.0
JAK1/JAK2,6N7A,J1J2_014,20260812,success,9,-9.901,9.901,,163.1
JAK1/JAK2,6N7A,J1J2_015,20260812,success,9,-9.436,9.436,,41.2
JAK1/JAK2,6N7A,J1J2_016,20260812,success,9,-9.656,9.656,,111.8
JAK1/JAK2,6N7A,J1J2_017,20260812,success,9,-9.868,9.868,,88.3
JAK1/JAK2,6N7A,J1J2_018,20260812,success,9,-10.218,10.218,,25.6
JAK1/JAK2,6N7A,J1J2_019,20260812,success,9,-9.036,9.036,,226.7
JAK1/JAK2,6N7A,J1J2_020,20260812,success,9,-9.361,9.361,,121.9
JAK1/JAK2,6N7A,J1J2_021,20260812,success,9,-10.057,10.057,,181.0
JAK1/JAK2,6N7A,J1J2_022,20260812,success,9,-7.87,7.87,,49.7
JAK1/JAK2,6N7A,J1J2_023,20260812,success,9,-9.003,9.003,,125.6
JAK1/JAK2,6N7A,J1J2_024,20260812,success,9,-9.584,9.584,,126.4
JAK1/JAK2,6N7A,J1J2_025,20260812,success,9,-10.524,10.524,,31.5
JAK1/JAK2,6N7A,J1J2_026,20260812,success,9,-11.402,11.402,,143.0
JAK1/JAK2,6N7A,J1J2_027,20260812,success,9,-11.434,11.434,,133.3
JAK1/JAK2,6N7A,J1J2_028,20260812,success,9,-10.838,10.838,,186.8
JAK1/JAK2,6N7A,J1J2_029,20260812,success,9,-10.575,10.575,,139.6
JAK1/JAK2,6N7A,J1J2_030,20260812,success,9,-8.568,8.568,,27.1
JAK1/JAK2,6N7A,J1J2_031,20260812,success,9,-11.127,11.127,,138.1
JAK1/JAK2,6N7A,J1J2_032,20260812,success,9,-7.736,7.736,,274.6
JAK1/JAK2,6N7A,J1J2_033,20260812,success,9,-7.974,7.974,,52.6
JAK1/JAK2,6N7A,J1J2_034,20260812,success,9,-6.837,6.837,,57.9
JAK1/JAK2,6N7A,J1J2_035,20260812,success,9,-7.154,7.154,,69.7
JAK1/JAK2,6N7A,J1J2_036,20260812,success,9,-7.685,7.685,,112.2
JAK1/JAK2,6N7A,J1J2_037,20260812,success,9,-7.185,7.185,,148.1
JAK1/JAK2,6N7A,J1J2_038,20260812,success,9,-6.788,6.788,,185.9
JAK1/JAK2,6N7A,J1J2_039,20260812,success,9,-8.452,8.452,,26.4
JAK1/JAK2,6N7A,J1J2_040,20260812,success,9,-8.479,8.479,,27.5
JAK1/JAK2,6N7A,J1J2_041,20260812,success,9,-6.901,6.901,,139.2
JAK1/JAK2,6N7A,J1J2_042,20260812,success,9,-8.935,8.935,,67.5
JAK1/JAK2,6N7A,J1J2_043,20260812,success,9,-10.974,10.974,,56.9
JAK1/JAK2,6N7A,J1J2_044,20260812,success,9,-7.998,7.998,,55.1
JAK1/JAK2,6N7A,J1J2_045,20260812,success,9,-9.134,9.134,,31.9
JAK1/JAK2,6N7A,J1J2_046,20260812,success,9,-9.248,9.248,,34.4
JAK1/JAK2,6N7A,J1J2_047,20260812,success,9,-9.38,9.38,,28.4
JAK1/JAK2,6N7A,J1J2_048,20260812,success,9,-9.157,9.157,,84.5
JAK1/JAK2,6N7A,J1J2_049,20260812,success,9,-8.748,8.748,,38.4
JAK1/JAK2,6N7A,J1J2_050,20260812,success,9,-8.517,8.517,,59.5
JAK1/JAK2,6N7A,J1J2_051,20260812,success,9,-8.54,8.54,,59.2
JAK1/JAK2,6N7A,J1J2_052,20260812,success,9,-9.962,9.962,,35.6
JAK1/JAK2,6N7A,J1J2_053,20260812,success,9,-9.387,9.387,,84.4
JAK1/JAK2,6N7A,J1J2_054,20260812,success,9,-9.018,9.018,,64.7
JAK1/JAK2,6N7A,J1J2_055,20260812,success,9,-8.938,8.938,,33.4
JAK1/JAK2,6N7A,J1J2_056,20260812,success,9,-9.575,9.575,,44.6
JAK1/JAK2,6N7A,J1J2_057,20260812,success,9,-9.12,9.12,,49.7
JAK1/JAK2,6N7A,J1J2_058,20260812,success,9,-9.071,9.071,,35.5
JAK1/JAK2,6N7A,J1J2_059,20260812,success,9,-9.478,9.478,,53.9
JAK1/JAK2,6N7A,J1J2_060,20260812,success,9,-10.91,10.91,,62.1
JAK1/JAK2,6N7A,J1J2_061,20260812,success,9,-8.481,8.481,,64.9
JAK1/JAK2,6N7A,J1J2_062,20260812,success,9,-8.818,8.818,,92.3
JAK1/JAK2,6N7A,J1J2_063,20260812,success,9,-8.406,8.406,,65.8
JAK1/JAK2,6N7A,J1J2_064,20260812,success,9,-10.397,10.397,,26.9
JAK1/JAK2,6N7A,J1J2_065,20260812,success,9,-8.806,8.806,,31.5
JAK1/JAK2,6N7A,J1J2_066,20260812,success,9,-9.004,9.004,,61.1
JAK1/JAK2,6N7A,J1J2_067,20260812,success,9,-8.707,8.707,,50.3
JAK1/JAK2,6N7A,J1J2_068,20260812,success,9,-8.811,8.811,,46.2
JAK1/JAK2,6N7A,J1J2_069,20260812,success,9,-9.102,9.102,,29.0
JAK1/JAK2,6N7A,J1J2_070,20260812,success,9,-9.345,9.345,,73.2
JAK1/JAK2,6N7A,J1J2_071,20260812,success,9,-8.975,8.975,,24.1
JAK1/JAK2,6N7A,J1J2_072,20260812,success,9,-11.103,11.103,,91.8
JAK1/JAK2,6N7A,J1J2_073,20260812,success,9,-10.054,10.054,,240.1
JAK1/JAK2,6N7A,J1J2_074,20260812,success,8,-11.71,11.71,,99.2
JAK1/JAK2,6N7A,J1J2_075,20260812,success,9,-11.325,11.325,,77.2
JAK1/JAK2,6N7A,J1J2_076,20260812,success,9,-9.478,9.478,,37.2
JAK1/JAK2,6N7A,J1J2_077,20260812,success,9,-9.155,9.155,,134.2
JAK1/JAK2,6N7A,J1J2_078,20260812,success,9,-9.475,9.475,,41.6
JAK1/JAK2,6N7A,J1J2_079,20260812,success,9,-10.602,10.602,,113.7
JAK1/JAK2,6N7A,J1J2_080,20260812,success,9,-9.167,9.167,,44.1
JAK1/JAK2,6N7A,J1J2_081,20260812,success,9,-11.265,11.265,,82.5
JAK1/JAK2,6N7A,J1J2_082,20260812,success,9,-8.605,8.605,,31.5
JAK1/JAK2,6N7A,J1J2_083,20260812,success,9,-8.586,8.586,,66.8
JAK1/JAK2,6N7A,J1J2_084,20260812,success,9,-9.677,9.677,,117.4
JAK1/JAK2,6N7A,J1J2_085,20260812,success,9,-10.168,10.168,,244.2
JAK1/JAK2,6N7A,J1J2_086,20260812,success,9,-9.194,9.194,,27.0
JAK1/JAK2,6N7A,J1J2_087,20260812,success,9,-10.837,10.837,,178.6
JAK1/JAK2,6N7A,J1J2_088,20260812,success,9,-11.202,11.202,,154.1
JAK1/JAK2,6N7A,J1J2_089,20260812,success,9,-9.385,9.385,,32.2
JAK1/JAK2,6N7A,J1J2_090,20260812,success,9,-8.431,8.431,,28.9
JAK1/JAK2,6N7A,J1J2_091,20260812,success,9,-9.101,9.101,,36.7
JAK1/JAK2,6N7A,J1J2_092,20260812,success,9,-7.931,7.931,,25.6
JAK1/JAK2,6N7A,J1J2_093,20260812,success,9,-10.018,10.018,,59.0
JAK1/JAK2,6N7A,J1J2_094,20260812,success,9,-10.882,10.882,,171.9
JAK1/JAK2,6N7A,J1J2_095,20260812,success,9,-10.261,10.261,,135.8
JAK1/JAK2,6N7A,J1J2_096,20260812,success,9,-11.474,11.474,,221.7
JAK1/JAK2,6N7A,J1J2_097,20260812,success,9,-8.637,8.637,,160.7
JAK1/JAK2,6N7A,J1J2_098,20260812,success,9,-9.0,9.0,,18.3
JAK1/JAK2,6N7A,J1J2_099,20260812,success,9,-8.733,8.733,,25.0
JAK1/JAK2,6N7A,J1J2_100,20260812,success,9,-7.612,7.612,,21.5
JAK1/JAK2,6N7A,J1J2_101,20260812,success,9,-8.078,8.078,,32.4
JAK1/JAK2,6N7A,J1J2_102,20260812,success,9,-9.039,9.039,,19.0
JAK1/JAK2,6N7A,J1J2_103,20260812,success,9,-7.844,7.844,,18.6
JAK1/JAK2,6N7A,J1J2_104,20260812,success,9,-10.269,10.269,,31.9
JAK1/JAK2,6N7A,J1J2_105,20260812,success,8,-9.742,9.742,,80.0
JAK1/JAK2,6N7A,J1J2_106,20260812,success,9,-9.038,9.038,,22.3
JAK1/JAK2,6N7A,J1J2_107,20260812,success,9,-8.482,8.482,,120.5
JAK1/JAK2,6N7A,J1J2_108,20260812,success,9,-7.979,7.979,,202.9
JAK1/JAK2,6N7A,J1J2_109,20260812,success,9,-7.681,7.681,,154.0
JAK1/JAK2,6N7A,J1J2_110,20260812,success,9,-10.439,10.439,,52.5
JAK1/JAK2,8BXH,J1J2_001,20260812,success,9,-8.656,8.656,,28.4
JAK1/JAK2,8BXH,J1J2_002,20260812,success,9,-9.891,9.891,,51.5
JAK1/JAK2,8BXH,J1J2_003,20260812,success,9,-8.417,8.417,,38.6
JAK1/JAK2,8BXH,J1J2_004,20260812,success,9,-7.601,7.601,,18.8
JAK1/JAK2,8BXH,J1J2_005,20260812,success,9,-7.713,7.713,,18.6
JAK1/JAK2,8BXH,J1J2_006,20260812,success,9,-7.128,7.128,,13.0
