pair,target,ligand,seed,mode1_energy,score_S,status
F2/F10,2JKH,F2F10_042,20260812,-10.063,10.063,success
F2/F10,2JKH,F2F10_043,20260812,-9.921,9.921,success
F2/F10,2JKH,F2F10_044,20260812,-9.568,9.568,success
F2/F10,2JKH,F2F10_045,20260812,-8.687,8.687,success
F2/F10,2JKH,F2F10_046,20260812,-9.854,9.854,success
F2/F10,2JKH,F2F10_047,20260812,-9.758,9.758,success
F2/F10,2JKH,F2F10_048,20260812,-8.964,8.964,success
F2/F10,2JKH,F2F10_049,20260812,-9.168,9.168,success
F2/F10,2JKH,F2F10_050,20260812,-8.782,8.782,success
F2/F10,2JKH,F2F10_051,20260812,-8.675,8.675,success
F2/F10,2JKH,F2F10_052,20260812,-9.278,9.278,success
F2/F10,2JKH,F2F10_053,20260812,-9.084,9.084,success
F2/F10,2JKH,F2F10_054,20260812,-10.4,10.4,success
F2/F10,2JKH,F2F10_055,20260812,-10.599,10.599,success
F2/F10,2JKH,F2F10_056,20260812,-8.434,8.434,success
F2/F10,2JKH,F2F10_057,20260812,-9.92,9.92,success
F2/F10,2JKH,F2F10_058,20260812,-10.477,10.477,success
F2/F10,2JKH,F2F10_059,20260812,-8.612,8.612,success
F2/F10,2JKH,F2F10_060,20260812,-9.624,9.624,success
F2/F10,2JKH,F2F10_061,20260812,-11.186,11.186,success
F2/F10,2JKH,F2F10_062,20260812,-10.057,10.057,success
F2/F10,2JKH,F2F10_063,20260812,-9.884,9.884,success
F2/F10,2JKH,F2F10_064,20260812,-8.991,8.991,success
F2/F10,2JKH,F2F10_065,20260812,-7.137,7.137,success
F2/F10,2JKH,F2F10_066,20260812,-7.555,7.555,success
F2/F10,2JKH,F2F10_067,20260812,-9.764,9.764,success
F2/F10,2JKH,F2F10_068,20260812,-10.427,10.427,success
F2/F10,2JKH,F2F10_069,20260812,-9.235,9.235,success
F2/F10,2JKH,F2F10_070,20260812,-10.247,10.247,success
F2/F10,2JKH,F2F10_071,20260812,-8.798,8.798,success
F2/F10,2JKH,F2F10_072,20260812,-9.489,9.489,success
F2/F10,2JKH,F2F10_073,20260812,-8.036,8.036,success
F2/F10,2JKH,F2F10_074,20260812,-8.181,8.181,success
F2/F10,2JKH,F2F10_075,20260812,-9.602,9.602,success
F2/F10,2JKH,F2F10_076,20260812,-10.046,10.046,success
F2/F10,2JKH,F2F10_077,20260812,-6.887,6.887,success
F2/F10,2JKH,F2F10_078,20260812,-5.764,5.764,success
F2/F10,2JKH,F2F10_079,20260812,-9.212,9.212,success
F2/F10,2JKH,F2F10_080,20260812,-8.676,8.676,success
F2/F10,2JKH,F2F10_081,20260812,-10.576,10.576,success
F2/F10,2JKH,F2F10_082,20260812,-10.358,10.358,success
F2/F10,2JKH,F2F10_083,20260812,-9.217,9.217,success
F2/F10,2JKH,F2F10_084,20260812,-6.818,6.818,success
F2/F10,2JKH,F2F10_085,20260812,-10.379,10.379,success
F2/F10,2JKH,F2F10_086,20260812,-10.544,10.544,success
F2/F10,2JKH,F2F10_087,20260812,-8.511,8.511,success
F2/F10,2JKH,F2F10_088,20260812,-8.29,8.29,success
F2/F10,2JKH,F2F10_089,20260812,-7.933,7.933,success
F2/F10,2JKH,F2F10_090,20260812,-7.896,7.896,success
F2/F10,2JKH,F2F10_091,20260812,-8.777,8.777,success
F2/F10,2JKH,F2F10_092,20260812,-8.136,8.136,success
F2/F10,2JKH,F2F10_093,20260812,-8.753,8.753,success
F2/F10,2JKH,F2F10_094,20260812,-10.133,10.133,success
F2/F10,2JKH,F2F10_095,20260812,-9.172,9.172,success
F2/F10,2JKH,F2F10_096,20260812,-10.725,10.725,success
F2/F10,2JKH,F2F10_097,20260812,-9.985,9.985,success
F2/F10,2JKH,F2F10_098,20260812,-8.979,8.979,success
F2/F10,2JKH,F2F10_099,20260812,-9.906,9.906,success
F2/F10,2JKH,F2F10_100,20260812,-10.02,10.02,success
F2/F10,2JKH,F2F10_101,20260812,-7.887,7.887,success
F2/F10,2JKH,F2F10_102,20260812,-8.69,8.69,success
F2/F10,2JKH,F2F10_103,20260812,-8.389,8.389,success
F2/F10,2JKH,F2F10_104,20260812,-8.049,8.049,success
F2/F10,2JKH,F2F10_105,20260812,-8.956,8.956,success
F2/F10,2JKH,F2F10_106,20260812,-9.418,9.418,success
F2/F10,2JKH,F2F10_107,20260812,-9.339,9.339,success
F2/F10,2JKH,F2F10_108,20260812,-8.53,8.53,success
F2/F10,2JKH,F2F10_109,20260812,-8.114,8.114,success
F2/F10,2JKH,F2F10_110,20260812,-9.537,9.537,success
F2/F10,4UDW,F2F10_001,20260812,-9.157,9.157,success
F2/F10,4UDW,F2F10_002,20260812,-8.778,8.778,success
F2/F10,4UDW,F2F10_003,20260812,-8.824,8.824,success
F2/F10,4UDW,F2F10_004,20260812,-9.971,9.971,success
F2/F10,4UDW,F2F10_005,20260812,-9.799,9.799,success
F2/F10,4UDW,F2F10_006,20260812,-9.591,9.591,success
F2/F10,4UDW,F2F10_007,20260812,-9.507,9.507,success
F2/F10,4UDW,F2F10_008,20260812,-7.799,7.799,success
F2/F10,4UDW,F2F10_009,20260812,-10.61,10.61,success
F2/F10,4UDW,F2F10_010,20260812,-9.997,9.997,success
F2/F10,4UDW,F2F10_011,20260812,-8.423,8.423,success
F2/F10,4UDW,F2F10_012,20260812,-9.977,9.977,success
F2/F10,4UDW,F2F10_013,20260812,-8.444,8.444,success
F2/F10,4UDW,F2F10_014,20260812,-8.634,8.634,success
F2/F10,4UDW,F2F10_015,20260812,-8.988,8.988,success
F2/F10,4UDW,F2F10_016,20260812,-9.717,9.717,success
F2/F10,4UDW,F2F10_017,20260812,-7.959,7.959,success
F2/F10,4UDW,F2F10_018,20260812,-8.328,8.328,success
F2/F10,4UDW,F2F10_019,20260812,-8.294,8.294,success
F2/F10,4UDW,F2F10_020,20260812,-8.852,8.852,success
F2/F10,4UDW,F2F10_021,20260812,-10.134,10.134,success
F2/F10,4UDW,F2F10_022,20260812,-10.445,10.445,success
F2/F10,4UDW,F2F10_023,20260812,-9.094,9.094,success
F2/F10,4UDW,F2F10_024,20260812,-8.683,8.683,success
F2/F10,4UDW,F2F10_025,20260812,-9.48,9.48,success
F2/F10,4UDW,F2F10_026,20260812,-8.603,8.603,success
F2/F10,4UDW,F2F10_027,20260812,-9.032,9.032,success
F2/F10,4UDW,F2F10_028,20260812,-8.935,8.935,success
F2/F10,4UDW,F2F10_029,20260812,-9.227,9.227,success
F2/F10,4UDW,F2F10_030,20260812,-9.27,9.27,success
F2/F10,4UDW,F2F10_031,20260812,-8.127,8.127,success
F2/F10,4UDW,F2F10_032,20260812,-9.214,9.214,success
F2/F10,4UDW,F2F10_033,20260812,-8.077,8.077,success
F2/F10,4UDW,F2F10_034,20260812,-9.942,9.942,success
F2/F10,4UDW,F2F10_035,20260812,-9.605,9.605,success
F2/F10,4UDW,F2F10_036,20260812,-9.735,9.735,success
F2/F10,4UDW,F2F10_037,20260812,-8.877,8.877,success
F2/F10,4UDW,F2F10_038,20260812,-9.789,9.789,success
F2/F10,4UDW,F2F10_039,20260812,-9.04,9.04,success
F2/F10,4UDW,F2F10_040,20260812,-9.075,9.075,success
F2/F10,4UDW,F2F10_041,20260812,-10.103,10.103,success
F2/F10,4UDW,F2F10_042,20260812,-9.791,9.791,success
F2/F10,4UDW,F2F10_043,20260812,-10.25,10.25,success
F2/F10,4UDW,F2F10_044,20260812,-9.422,9.422,success
F2/F10,4UDW,F2F10_045,20260812,-9.109,9.109,success
F2/F10,4UDW,F2F10_046,20260812,-11.142,11.142,success
F2/F10,4UDW,F2F10_047,20260812,-9.535,9.535,success
F2/F10,4UDW,F2F10_048,20260812,-9.506,9.506,success
F2/F10,4UDW,F2F10_049,20260812,-9.654,9.654,success
F2/F10,4UDW,F2F10_050,20260812,-8.677,8.677,success
F2/F10,4UDW,F2F10_051,20260812,-8.738,8.738,success
F2/F10,4UDW,F2F10_052,20260812,-8.784,8.784,success
F2/F10,4UDW,F2F10_053,20260812,-10.488,10.488,success
F2/F10,4UDW,F2F10_054,20260812,-10.26,10.26,success
F2/F10,4UDW,F2F10_055,20260812,-9.993,9.993,success
F2/F10,4UDW,F2F10_056,20260812,-8.259,8.259,success
F2/F10,4UDW,F2F10_057,20260812,-9.483,9.483,success
F2/F10,4UDW,F2F10_058,20260812,-10.749,10.749,success
F2/F10,4UDW,F2F10_059,20260812,-7.97,7.97,success
F2/F10,4UDW,F2F10_060,20260812,-9.032,9.032,success
F2/F10,4UDW,F2F10_061,20260812,-11.171,11.171,success
F2/F10,4UDW,F2F10_062,20260812,-9.452,9.452,success
F2/F10,4UDW,F2F10_063,20260812,-9.503,9.503,success
F2/F10,4UDW,F2F10_064,20260812,-8.092,8.092,success
F2/F10,4UDW,F2F10_065,20260812,-7.264,7.264,success
F2/F10,4UDW,F2F10_066,20260812,-6.705,6.705,success
F2/F10,4UDW,F2F10_067,20260812,-9.125,9.125,success
F2/F10,4UDW,F2F10_068,20260812,-10.552,10.552,success
F2/F10,4UDW,F2F10_069,20260812,-9.077,9.077,success
F2/F10,4UDW,F2F10_070,20260812,-10.139,10.139,success
F2/F10,4UDW,F2F10_071,20260812,-8.328,8.328,success
F2/F10,4UDW,F2F10_072,20260812,-9.378,9.378,success
F2/F10,4UDW,F2F10_073,20260812,-9.45,9.45,success
F2/F10,4UDW,F2F10_074,20260812,-8.707,8.707,success
F2/F10,4UDW,F2F10_075,20260812,-9.335,9.335,success
F2/F10,4UDW,F2F10_076,20260812,-10.454,10.454,success
F2/F10,4UDW,F2F10_077,20260812,-6.324,6.324,success
F2/F10,4UDW,F2F10_078,20260812,-6.082,6.082,success
F2/F10,4UDW,F2F10_079,20260812,-8.786,8.786,success
F2/F10,4UDW,F2F10_081,20260812,-10.064,10.064,success
F2/F10,4UDW,F2F10_082,20260812,-9.732,9.732,success
F2/F10,4UDW,F2F10_083,20260812,-9.096,9.096,success
F2/F10,4UDW,F2F10_084,20260812,-7.627,7.627,success
F2/F10,4UDW,F2F10_085,20260812,-9.485,9.485,success
F2/F10,4UDW,F2F10_086,20260812,-10.694,10.694,success
F2/F10,4UDW,F2F10_087,20260812,-8.281,8.281,success
F2/F10,4UDW,F2F10_088,20260812,-8.979,8.979,success
F2/F10,4UDW,F2F10_089,20260812,-8.551,8.551,success
F2/F10,4UDW,F2F10_090,20260812,-8.603,8.603,success
F2/F10,4UDW,F2F10_091,20260812,-9.087,9.087,success
F2/F10,4UDW,F2F10_092,20260812,-8.718,8.718,success
F2/F10,4UDW,F2F10_093,20260812,-10.13,10.13,success
F2/F10,4UDW,F2F10_094,20260812,-8.371,8.371,success
F2/F10,4UDW,F2F10_095,20260812,-9.141,9.141,success
F2/F10,4UDW,F2F10_096,20260812,-10.872,10.872,success
F2/F10,4UDW,F2F10_097,20260812,-8.729,8.729,success
F2/F10,4UDW,F2F10_098,20260812,-9.224,9.224,success
F2/F10,4UDW,F2F10_099,20260812,-9.43,9.43,success
F2/F10,4UDW,F2F10_100,20260812,-9.754,9.754,success
F2/F10,4UDW,F2F10_101,20260812,-8.215,8.215,success
F2/F10,4UDW,F2F10_102,20260812,-9.15,9.15,success
F2/F10,4UDW,F2F10_103,20260812,-8.721,8.721,success
F2/F10,4UDW,F2F10_104,20260812,-8.889,8.889,success
F2/F10,4UDW,F2F10_105,20260812,-6.764,6.764,success
F2/F10,4UDW,F2F10_106,20260812,-8.722,8.722,success
F2/F10,4UDW,F2F10_107,20260812,-9.383,9.383,success
F2/F10,4UDW,F2F10_108,20260812,-8.344,8.344,success
F2/F10,4UDW,F2F10_109,20260812,-8.184,8.184,success
F2/F10,4UDW,F2F10_110,20260812,-9.52,9.52,success
JAK1/JAK2,6N7A,J1J2_001,20260812,-8.841,8.841,success
JAK1/JAK2,6N7A,J1J2_002,20260812,-8.947,8.947,success
JAK1/JAK2,6N7A,J1J2_003,20260812,-8.611,8.611,success
JAK1/JAK2,6N7A,J1J2_004,20260812,-7.687,7.687,success
JAK1/JAK2,6N7A,J1J2_005,20260812,-7.587,7.587,success
JAK1/JAK2,6N7A,J1J2_006,20260812,-7.396,7.396,success
JAK1/JAK2,6N7A,J1J2_007,20260812,-8.346,8.346,success
JAK1/JAK2,6N7A,J1J2_008,20260812,-7.024,7.024,success
JAK1/JAK2,6N7A,J1J2_009,20260812,-8.961,8.961,success
JAK1/JAK2,6N7A,J1J2_010,20260812,-8.843,8.843,success
JAK1/JAK2,6N7A,J1J2_011,20260812,-8.87,8.87,success
JAK1/JAK2,6N7A,J1J2_012,20260812,-9.293,9.293,success
JAK1/JAK2,6N7A,J1J2_013,20260812,-11.039,11.039,success
JAK1/JAK2,6N7A,J1J2_014,20260812,-9.901,9.901,success
JAK1/JAK2,6N7A,J1J2_015,20260812,-9.436,9.436,success
JAK1/JAK2,6N7A,J1J2_016,20260812,-9.656,9.656,success
JAK1/JAK2,6N7A,J1J2_017,20260812,-9.868,9.868,success
JAK1/JAK2,6N7A,J1J2_018,20260812,-10.218,10.218,success
JAK1/JAK2,6N7A,J1J2_019,20260812,-9.036,9.036,success
JAK1/JAK2,6N7A,J1J2_020,20260812,-9.361,9.361,success
JAK1/JAK2,6N7A,J1J2_021,20260812,-10.057,10.057,success
JAK1/JAK2,6N7A,J1J2_022,20260812,-7.87,7.87,success
JAK1/JAK2,6N7A,J1J2_023,20260812,-9.003,9.003,success
JAK1/JAK2,6N7A,J1J2_024,20260812,-9.584,9.584,success
JAK1/JAK2,6N7A,J1J2_025,20260812,-10.524,10.524,success
JAK1/JAK2,6N7A,J1J2_026,20260812,-11.402,11.402,success
JAK1/JAK2,6N7A,J1J2_027,20260812,-11.434,11.434,success
JAK1/JAK2,6N7A,J1J2_028,20260812,-10.838,10.838,success
JAK1/JAK2,6N7A,J1J2_029,20260812,-10.575,10.575,success
JAK1/JAK2,6N7A,J1J2_030,20260812,-8.568,8.568,success
JAK1/JAK2,6N7A,J1J2_031,20260812,-11.127,11.127,success
JAK1/JAK2,6N7A,J1J2_032,20260812,-7.736,7.736,success
JAK1/JAK2,6N7A,J1J2_033,20260812,-7.974,7.974,success
JAK1/JAK2,6N7A,J1J2_034,20260812,-6.837,6.837,success
JAK1/JAK2,6N7A,J1J2_035,20260812,-7.154,7.154,success
JAK1/JAK2,6N7A,J1J2_036,20260812,-7.685,7.685,success
JAK1/JAK2,6N7A,J1J2_037,20260812,-7.185,7.185,success
JAK1/JAK2,6N7A,J1J2_038,20260812,-6.788,6.788,success
JAK1/JAK2,6N7A,J1J2_039,20260812,-8.452,8.452,success
JAK1/JAK2,6N7A,J1J2_040,20260812,-8.479,8.479,success
JAK1/JAK2,6N7A,J1J2_041,20260812,-6.901,6.901,success
JAK1/JAK2,6N7A,J1J2_042,20260812,-8.935,8.935,success
JAK1/JAK2,6N7A,J1J2_043,20260812,-10.974,10.974,success
JAK1/JAK2,6N7A,J1J2_044,20260812,-7.998,7.998,success
JAK1/JAK2,6N7A,J1J2_045,20260812,-9.134,9.134,success
JAK1/JAK2,6N7A,J1J2_046,20260812,-9.248,9.248,success
JAK1/JAK2,6N7A,J1J2_047,20260812,-9.38,9.38,success
JAK1/JAK2,6N7A,J1J2_048,20260812,-9.157,9.157,success
JAK1/JAK2,6N7A,J1J2_049,20260812,-8.748,8.748,success
JAK1/JAK2,6N7A,J1J2_050,20260812,-8.517,8.517,success
JAK1/JAK2,6N7A,J1J2_051,20260812,-8.54,8.54,success
JAK1/JAK2,6N7A,J1J2_052,20260812,-9.962,9.962,success
JAK1/JAK2,6N7A,J1J2_053,20260812,-9.387,9.387,success
JAK1/JAK2,6N7A,J1J2_054,20260812,-9.018,9.018,success
JAK1/JAK2,6N7A,J1J2_055,20260812,-8.938,8.938,success
JAK1/JAK2,6N7A,J1J2_056,20260812,-9.575,9.575,success
JAK1/JAK2,6N7A,J1J2_057,20260812,-9.12,9.12,success
JAK1/JAK2,6N7A,J1J2_058,20260812,-9.071,9.071,success
JAK1/JAK2,6N7A,J1J2_059,20260812,-9.478,9.478,success
JAK1/JAK2,6N7A,J1J2_060,20260812,-10.91,10.91,success
JAK1/JAK2,6N7A,J1J2_061,20260812,-8.481,8.481,success
JAK1/JAK2,6N7A,J1J2_062,20260812,-8.818,8.818,success
JAK1/JAK2,6N7A,J1J2_063,20260812,-8.406,8.406,success
JAK1/JAK2,6N7A,J1J2_064,20260812,-10.397,10.397,success
JAK1/JAK2,6N7A,J1J2_065,20260812,-8.806,8.806,success
JAK1/JAK2,6N7A,J1J2_066,20260812,-9.004,9.004,success
JAK1/JAK2,6N7A,J1J2_067,20260812,-8.707,8.707,success
JAK1/JAK2,6N7A,J1J2_068,20260812,-8.811,8.811,success
JAK1/JAK2,6N7A,J1J2_069,20260812,-9.102,9.102,success
JAK1/JAK2,6N7A,J1J2_070,20260812,-9.345,9.345,success
JAK1/JAK2,6N7A,J1J2_071,20260812,-8.975,8.975,success
JAK1/JAK2,6N7A,J1J2_072,20260812,-11.103,11.103,success
JAK1/JAK2,6N7A,J1J2_073,20260812,-10.054,10.054,success
JAK1/JAK2,6N7A,J1J2_074,20260812,-11.71,11.71,success
JAK1/JAK2,6N7A,J1J2_075,20260812,-11.325,11.325,success
JAK1/JAK2,6N7A,J1J2_076,20260812,-9.478,9.478,success
JAK1/JAK2,6N7A,J1J2_077,20260812,-9.155,9.155,success
JAK1/JAK2,6N7A,J1J2_078,20260812,-9.475,9.475,success
JAK1/JAK2,6N7A,J1J2_079,20260812,-10.602,10.602,success
JAK1/JAK2,6N7A,J1J2_080,20260812,-9.167,9.167,success
JAK1/JAK2,6N7A,J1J2_081,20260812,-11.265,11.265,success
JAK1/JAK2,6N7A,J1J2_082,20260812,-8.605,8.605,success
JAK1/JAK2,6N7A,J1J2_083,20260812,-8.586,8.586,success
JAK1/JAK2,6N7A,J1J2_084,20260812,-9.677,9.677,success
JAK1/JAK2,6N7A,J1J2_085,20260812,-10.168,10.168,success
JAK1/JAK2,6N7A,J1J2_086,20260812,-9.194,9.194,success
JAK1/JAK2,6N7A,J1J2_087,20260812,-10.837,10.837,success
JAK1/JAK2,6N7A,J1J2_088,20260812,-11.202,11.202,success
JAK1/JAK2,6N7A,J1J2_089,20260812,-9.385,9.385,success
JAK1/JAK2,6N7A,J1J2_090,20260812,-8.431,8.431,success
JAK1/JAK2,6N7A,J1J2_091,20260812,-9.101,9.101,success
JAK1/JAK2,6N7A,J1J2_092,20260812,-7.931,7.931,success
JAK1/JAK2,6N7A,J1J2_093,20260812,-10.018,10.018,success
JAK1/JAK2,6N7A,J1J2_094,20260812,-10.882,10.882,success
JAK1/JAK2,6N7A,J1J2_095,20260812,-10.261,10.261,success
JAK1/JAK2,6N7A,J1J2_096,20260812,-11.474,11.474,success
JAK1/JAK2,6N7A,J1J2_097,20260812,-8.637,8.637,success
JAK1/JAK2,6N7A,J1J2_098,20260812,-9.0,9.0,success
JAK1/JAK2,6N7A,J1J2_099,20260812,-8.733,8.733,success
JAK1/JAK2,6N7A,J1J2_100,20260812,-7.612,7.612,success
JAK1/JAK2,6N7A,J1J2_101,20260812,-8.078,8.078,success
JAK1/JAK2,6N7A,J1J2_102,20260812,-9.039,9.039,success
JAK1/JAK2,6N7A,J1J2_103,20260812,-7.844,7.844,success
JAK1/JAK2,6N7A,J1J2_104,20260812,-10.269,10.269,success
JAK1/JAK2,6N7A,J1J2_105,20260812,-9.742,9.742,success
JAK1/JAK2,6N7A,J1J2_106,20260812,-9.038,9.038,success
JAK1/JAK2,6N7A,J1J2_107,20260812,-8.482,8.482,success
JAK1/JAK2,6N7A,J1J2_108,20260812,-7.979,7.979,success
JAK1/JAK2,6N7A,J1J2_109,20260812,-7.681,7.681,success
JAK1/JAK2,6N7A,J1J2_110,20260812,-10.439,10.439,success
JAK1/JAK2,8BXH,J1J2_001,20260812,-8.656,8.656,success
JAK1/JAK2,8BXH,J1J2_002,20260812,-9.891,9.891,success
JAK1/JAK2,8BXH,J1J2_003,20260812,-8.417,8.417,success
JAK1/JAK2,8BXH,J1J2_004,20260812,-7.601,7.601,success
JAK1/JAK2,8BXH,J1J2_005,20260812,-7.713,7.713,success
JAK1/JAK2,8BXH,J1J2_006,20260812,-7.128,7.128,success
JAK1/JAK2,8BXH,J1J2_007,20260812,-7.988,7.988,success
JAK1/JAK2,8BXH,J1J2_008,20260812,-7.469,7.469,success
JAK1/JAK2,8BXH,J1J2_009,20260812,-8.742,8.742,success
JAK1/JAK2,8BXH,J1J2_010,20260812,-9.764,9.764,success
JAK1/JAK2,8BXH,J1J2_011,20260812,-8.558,8.558,success
JAK1/JAK2,8BXH,J1J2_012,20260812,-9.717,9.717,success
JAK1/JAK2,8BXH,J1J2_013,20260812,-10.67,10.67,success
JAK1/JAK2,8BXH,J1J2_014,20260812,-9.558,9.558,success
JAK1/JAK2,8BXH,J1J2_015,20260812,-8.957,8.957,success
JAK1/JAK2,8BXH,J1J2_016,20260812,-10.213,10.213,success
JAK1/JAK2,8BXH,J1J2_017,20260812,-9.419,9.419,success
JAK1/JAK2,8BXH,J1J2_018,20260812,-9.702,9.702,success
JAK1/JAK2,8BXH,J1J2_019,20260812,-8.792,8.792,success
JAK1/JAK2,8BXH,J1J2_020,20260812,-8.819,8.819,success
JAK1/JAK2,8BXH,J1J2_021,20260812,-10.359,10.359,success
JAK1/JAK2,8BXH,J1J2_022,20260812,-7.846,7.846,success
JAK1/JAK2,8BXH,J1J2_023,20260812,-9.275,9.275,success
JAK1/JAK2,8BXH,J1J2_024,20260812,-9.01,9.01,success
JAK1/JAK2,8BXH,J1J2_025,20260812,-9.769,9.769,success
JAK1/JAK2,8BXH,J1J2_026,20260812,-11.296,11.296,success
JAK1/JAK2,8BXH,J1J2_027,20260812,-10.347,10.347,success
JAK1/JAK2,8BXH,J1J2_028,20260812,-10.726,10.726,success
JAK1/JAK2,8BXH,J1J2_029,20260812,-11.659,11.659,success
JAK1/JAK2,8BXH,J1J2_030,20260812,-8.148,8.148,success
JAK1/JAK2,8BXH,J1J2_031,20260812,-10.718,10.718,success
JAK1/JAK2,8BXH,J1J2_032,20260812,-8.794,8.794,success
JAK1/JAK2,8BXH,J1J2_033,20260812,-7.483,7.483,success
JAK1/JAK2,8BXH,J1J2_034,20260812,-6.612,6.612,success
JAK1/JAK2,8BXH,J1J2_035,20260812,-7.183,7.183,success
JAK1/JAK2,8BXH,J1J2_036,20260812,-7.612,7.612,success
JAK1/JAK2,8BXH,J1J2_037,20260812,-7.095,7.095,success
JAK1/JAK2,8BXH,J1J2_038,20260812,-6.981,6.981,success
JAK1/JAK2,8BXH,J1J2_039,20260812,-8.833,8.833,success
JAK1/JAK2,8BXH,J1J2_040,20260812,-8.515,8.515,success
JAK1/JAK2,8BXH,J1J2_041,20260812,-7.292,7.292,success
JAK1/JAK2,8BXH,J1J2_042,20260812,-9.09,9.09,success
JAK1/JAK2,8BXH,J1J2_043,20260812,-10.343,10.343,success
JAK1/JAK2,8BXH,J1J2_044,20260812,-8.572,8.572,success
JAK1/JAK2,8BXH,J1J2_045,20260812,-9.311,9.311,success
JAK1/JAK2,8BXH,J1J2_046,20260812,-9.358,9.358,success
JAK1/JAK2,8BXH,J1J2_047,20260812,-9.623,9.623,success
JAK1/JAK2,8BXH,J1J2_048,20260812,-9.416,9.416,success
JAK1/JAK2,8BXH,J1J2_049,20260812,-8.844,8.844,success
JAK1/JAK2,8BXH,J1J2_050,20260812,-8.7,8.7,success
JAK1/JAK2,8BXH,J1J2_051,20260812,-8.462,8.462,success
JAK1/JAK2,8BXH,J1J2_052,20260812,-9.694,9.694,success
JAK1/JAK2,8BXH,J1J2_053,20260812,-9.077,9.077,success
JAK1/JAK2,8BXH,J1J2_054,20260812,-8.554,8.554,success
JAK1/JAK2,8BXH,J1J2_055,20260812,-9.415,9.415,success
JAK1/JAK2,8BXH,J1J2_056,20260812,-9.092,9.092,success
JAK1/JAK2,8BXH,J1J2_057,20260812,-8.688,8.688,success
JAK1/JAK2,8BXH,J1J2_058,20260812,-8.945,8.945,success
JAK1/JAK2,8BXH,J1J2_059,20260812,-9.328,9.328,success
JAK1/JAK2,8BXH,J1J2_060,20260812,-9.701,9.701,success
JAK1/JAK2,8BXH,J1J2_061,20260812,-8.363,8.363,success
JAK1/JAK2,8BXH,J1J2_062,20260812,-8.911,8.911,success
JAK1/JAK2,8BXH,J1J2_063,20260812,-8.167,8.167,success
JAK1/JAK2,8BXH,J1J2_064,20260812,-10.225,10.225,success
JAK1/JAK2,8BXH,J1J2_065,20260812,-9.134,9.134,success
JAK1/JAK2,8BXH,J1J2_066,20260812,-9.135,9.135,success
JAK1/JAK2,8BXH,J1J2_067,20260812,-8.585,8.585,success
JAK1/JAK2,8BXH,J1J2_068,20260812,-9.189,9.189,success
JAK1/JAK2,8BXH,J1J2_069,20260812,-9.221,9.221,success
JAK1/JAK2,8BXH,J1J2_070,20260812,-9.304,9.304,success
JAK1/JAK2,8BXH,J1J2_071,20260812,-9.166,9.166,success
