pair,target,ligand,seed,status,n_modes,mode1_energy,score_S,reason,seconds
F2/F10,2JKH,F2F10_051,20260811,success,9,-8.556,8.556,,217.9
F2/F10,2JKH,F2F10_052,20260811,success,9,-8.885,8.885,,93.2
F2/F10,2JKH,F2F10_053,20260811,success,9,-9.041,9.041,,74.3
F2/F10,2JKH,F2F10_054,20260811,success,9,-10.4,10.4,,128.5
F2/F10,2JKH,F2F10_055,20260811,success,9,-10.648,10.648,,65.2
F2/F10,2JKH,F2F10_056,20260811,success,9,-8.474,8.474,,76.8
F2/F10,2JKH,F2F10_057,20260811,success,9,-9.978,9.978,,133.6
F2/F10,2JKH,F2F10_058,20260811,success,9,-10.487,10.487,,96.5
F2/F10,2JKH,F2F10_059,20260811,success,9,-8.637,8.637,,69.8
F2/F10,2JKH,F2F10_060,20260811,success,9,-9.803,9.803,,358.8
F2/F10,2JKH,F2F10_061,20260811,success,9,-11.283,11.283,,97.2
F2/F10,2JKH,F2F10_062,20260811,success,9,-10.042,10.042,,93.6
F2/F10,2JKH,F2F10_063,20260811,success,9,-9.872,9.872,,76.9
F2/F10,2JKH,F2F10_064,20260811,success,9,-8.713,8.713,,87.1
F2/F10,2JKH,F2F10_065,20260811,success,9,-7.221,7.221,,394.2
F2/F10,2JKH,F2F10_066,20260811,success,9,-6.852,6.852,,281.0
F2/F10,2JKH,F2F10_067,20260811,success,9,-9.638,9.638,,65.9
F2/F10,2JKH,F2F10_068,20260811,success,9,-10.347,10.347,,82.1
F2/F10,2JKH,F2F10_069,20260811,success,9,-9.391,9.391,,86.4
F2/F10,2JKH,F2F10_070,20260811,success,9,-10.186,10.186,,106.6
F2/F10,2JKH,F2F10_071,20260811,success,9,-8.638,8.638,,79.9
F2/F10,2JKH,F2F10_072,20260811,success,9,-9.049,9.049,,67.8
F2/F10,2JKH,F2F10_073,20260811,success,9,-7.92,7.92,,137.1
F2/F10,2JKH,F2F10_074,20260811,success,9,-8.155,8.155,,22.2
F2/F10,2JKH,F2F10_075,20260811,success,9,-9.42,9.42,,160.7
F2/F10,2JKH,F2F10_076,20260811,success,9,-9.698,9.698,,71.7
F2/F10,2JKH,F2F10_077,20260811,success,9,-6.99,6.99,,208.0
F2/F10,2JKH,F2F10_078,20260811,success,9,-8.095,8.095,,145.0
F2/F10,2JKH,F2F10_079,20260811,success,9,-9.186,9.186,,68.2
F2/F10,2JKH,F2F10_080,20260811,skip,0,,,timeout_600s_torsdof=8,600.0
F2/F10,2JKH,F2F10_081,20260811,success,9,-10.656,10.656,,97.3
F2/F10,2JKH,F2F10_082,20260811,success,9,-10.36,10.36,,82.8
F2/F10,2JKH,F2F10_083,20260811,success,9,-9.225,9.225,,92.6
F2/F10,2JKH,F2F10_084,20260811,success,9,-6.929,6.929,,140.1
F2/F10,2JKH,F2F10_085,20260811,success,9,-10.187,10.187,,75.6
F2/F10,2JKH,F2F10_086,20260811,success,9,-10.544,10.544,,119.6
F2/F10,2JKH,F2F10_087,20260811,success,9,-8.812,8.812,,136.9
F2/F10,2JKH,F2F10_088,20260811,success,9,-8.345,8.345,,107.5
F2/F10,2JKH,F2F10_089,20260811,success,9,-8.327,8.327,,142.3
F2/F10,2JKH,F2F10_090,20260811,success,9,-7.51,7.51,,184.2
F2/F10,2JKH,F2F10_091,20260811,success,9,-8.723,8.723,,186.6
F2/F10,2JKH,F2F10_092,20260811,success,9,-8.074,8.074,,135.7
F2/F10,2JKH,F2F10_093,20260811,success,9,-8.761,8.761,,39.4
F2/F10,2JKH,F2F10_094,20260811,success,9,-10.022,10.022,,89.9
F2/F10,2JKH,F2F10_095,20260811,success,9,-9.228,9.228,,74.1
F2/F10,2JKH,F2F10_096,20260811,success,1,-10.737,10.737,,34.6
F2/F10,2JKH,F2F10_097,20260811,success,9,-10.038,10.038,,134.3
F2/F10,2JKH,F2F10_098,20260811,success,9,-8.84,8.84,,299.5
F2/F10,2JKH,F2F10_099,20260811,success,9,-9.69,9.69,,86.6
F2/F10,2JKH,F2F10_100,20260811,success,9,-10.003,10.003,,101.4
F2/F10,2JKH,F2F10_101,20260811,success,9,-7.953,7.953,,25.5
F2/F10,2JKH,F2F10_102,20260811,success,9,-8.691,8.691,,40.4
F2/F10,2JKH,F2F10_103,20260811,success,9,-8.503,8.503,,42.5
F2/F10,2JKH,F2F10_104,20260811,success,9,-8.054,8.054,,15.8
F2/F10,2JKH,F2F10_105,20260811,success,9,-8.587,8.587,,505.9
F2/F10,2JKH,F2F10_106,20260811,success,9,-9.065,9.065,,453.4
F2/F10,2JKH,F2F10_107,20260811,success,9,-9.319,9.319,,145.4
F2/F10,2JKH,F2F10_108,20260811,success,9,-8.611,8.611,,39.7
F2/F10,2JKH,F2F10_109,20260811,success,9,-8.079,8.079,,32.0
F2/F10,2JKH,F2F10_110,20260811,success,9,-9.506,9.506,,25.4
F2/F10,4UDW,F2F10_001,20260811,success,9,-9.263,9.263,,90.7
F2/F10,4UDW,F2F10_002,20260811,success,9,-8.76,8.76,,113.2
F2/F10,4UDW,F2F10_003,20260811,success,9,-8.763,8.763,,76.4
F2/F10,4UDW,F2F10_004,20260811,success,8,-10.028,10.028,,129.7
F2/F10,4UDW,F2F10_005,20260811,success,9,-9.68,9.68,,120.0
F2/F10,4UDW,F2F10_006,20260811,success,9,-9.616,9.616,,143.5
F2/F10,4UDW,F2F10_007,20260811,success,9,-9.695,9.695,,154.1
F2/F10,4UDW,F2F10_008,20260811,success,9,-7.744,7.744,,123.0
F2/F10,4UDW,F2F10_009,20260811,success,9,-10.115,10.115,,109.8
F2/F10,4UDW,F2F10_010,20260811,success,9,-10.149,10.149,,220.6
F2/F10,4UDW,F2F10_011,20260811,success,9,-8.447,8.447,,178.6
F2/F10,4UDW,F2F10_012,20260811,success,9,-9.961,9.961,,139.2
F2/F10,4UDW,F2F10_013,20260811,success,9,-8.504,8.504,,43.5
F2/F10,4UDW,F2F10_014,20260811,success,9,-8.546,8.546,,48.0
F2/F10,4UDW,F2F10_015,20260811,success,9,-8.443,8.443,,90.3
F2/F10,4UDW,F2F10_016,20260811,success,9,-9.842,9.842,,47.8
F2/F10,4UDW,F2F10_017,20260811,success,9,-7.116,7.116,,43.9
F2/F10,4UDW,F2F10_018,20260811,success,9,-8.736,8.736,,236.9
F2/F10,4UDW,F2F10_019,20260811,success,9,-8.292,8.292,,288.0
F2/F10,4UDW,F2F10_020,20260811,success,9,-8.55,8.55,,240.2
F2/F10,4UDW,F2F10_021,20260811,success,9,-10.116,10.116,,96.1
F2/F10,4UDW,F2F10_022,20260811,success,9,-10.431,10.431,,62.1
F2/F10,4UDW,F2F10_023,20260811,success,9,-9.093,9.093,,91.3
F2/F10,4UDW,F2F10_024,20260811,success,9,-9.265,9.265,,207.7
F2/F10,4UDW,F2F10_025,20260811,success,9,-9.322,9.322,,117.9
F2/F10,4UDW,F2F10_026,20260811,success,9,-9.802,9.802,,159.1
F2/F10,4UDW,F2F10_027,20260811,success,9,-9.112,9.112,,241.2
F2/F10,4UDW,F2F10_028,20260811,success,9,-8.864,8.864,,49.8
F2/F10,4UDW,F2F10_029,20260811,success,9,-8.952,8.952,,57.5
F2/F10,4UDW,F2F10_030,20260811,success,9,-9.237,9.237,,42.1
F2/F10,4UDW,F2F10_031,20260811,success,9,-8.196,8.196,,25.1
F2/F10,4UDW,F2F10_032,20260811,success,9,-9.215,9.215,,42.3
F2/F10,4UDW,F2F10_033,20260811,success,9,-7.441,7.441,,180.9
F2/F10,4UDW,F2F10_034,20260811,success,9,-9.942,9.942,,52.7
F2/F10,4UDW,F2F10_035,20260811,success,9,-9.583,9.583,,145.9
F2/F10,4UDW,F2F10_036,20260811,success,9,-9.74,9.74,,65.0
F2/F10,4UDW,F2F10_037,20260811,success,9,-9.05,9.05,,219.7
F2/F10,4UDW,F2F10_038,20260811,success,9,-9.777,9.777,,60.6
F2/F10,4UDW,F2F10_039,20260811,success,9,-9.014,9.014,,98.5
F2/F10,4UDW,F2F10_040,20260811,success,9,-9.076,9.076,,123.7
F2/F10,4UDW,F2F10_041,20260811,success,9,-10.182,10.182,,312.4
F2/F10,4UDW,F2F10_042,20260811,success,9,-9.71,9.71,,37.3
F2/F10,4UDW,F2F10_043,20260811,success,8,-10.394,10.394,,93.2
F2/F10,4UDW,F2F10_044,20260811,success,9,-8.874,8.874,,116.1
F2/F10,4UDW,F2F10_045,20260811,success,9,-8.929,8.929,,161.3
F2/F10,4UDW,F2F10_046,20260811,success,9,-11.146,11.146,,101.3
F2/F10,4UDW,F2F10_047,20260811,success,9,-9.497,9.497,,60.4
F2/F10,4UDW,F2F10_048,20260811,success,9,-8.476,8.476,,64.5
F2/F10,4UDW,F2F10_049,20260811,success,9,-9.327,9.327,,100.8
F2/F10,4UDW,F2F10_050,20260811,success,9,-8.832,8.832,,95.9
F2/F10,4UDW,F2F10_051,20260811,success,9,-8.754,8.754,,223.1
F2/F10,4UDW,F2F10_052,20260811,success,9,-8.423,8.423,,91.7
F2/F10,4UDW,F2F10_053,20260811,success,9,-10.506,10.506,,73.4
F2/F10,4UDW,F2F10_054,20260811,success,9,-10.249,10.249,,113.1
F2/F10,4UDW,F2F10_055,20260811,success,9,-9.966,9.966,,61.8
F2/F10,4UDW,F2F10_056,20260811,success,9,-8.168,8.168,,80.1
F2/F10,4UDW,F2F10_057,20260811,success,9,-9.411,9.411,,149.9
F2/F10,4UDW,F2F10_058,20260811,success,9,-10.751,10.751,,98.1
F2/F10,4UDW,F2F10_059,20260811,success,9,-8.78,8.78,,68.0
F2/F10,4UDW,F2F10_060,20260811,success,9,-8.995,8.995,,473.3
F2/F10,4UDW,F2F10_061,20260811,success,9,-11.134,11.134,,95.0
F2/F10,4UDW,F2F10_062,20260811,success,9,-9.34,9.34,,95.1
F2/F10,4UDW,F2F10_063,20260811,success,9,-9.453,9.453,,78.6
F2/F10,4UDW,F2F10_064,20260811,success,9,-7.952,7.952,,88.3
F2/F10,4UDW,F2F10_065,20260811,success,9,-6.94,6.94,,407.1
F2/F10,4UDW,F2F10_066,20260811,success,9,-6.709,6.709,,288.7
F2/F10,4UDW,F2F10_067,20260811,success,9,-9.175,9.175,,69.2
F2/F10,4UDW,F2F10_068,20260811,success,9,-10.652,10.652,,84.7
F2/F10,4UDW,F2F10_069,20260811,success,9,-9.085,9.085,,96.4
F2/F10,4UDW,F2F10_070,20260811,success,9,-10.225,10.225,,108.3
F2/F10,4UDW,F2F10_071,20260811,success,9,-8.249,8.249,,79.2
F2/F10,4UDW,F2F10_072,20260811,success,9,-9.39,9.39,,70.5
F2/F10,4UDW,F2F10_073,20260811,success,9,-9.663,9.663,,162.8
F2/F10,4UDW,F2F10_074,20260811,success,9,-8.749,8.749,,21.1
F2/F10,4UDW,F2F10_075,20260811,success,9,-9.321,9.321,,171.4
F2/F10,4UDW,F2F10_076,20260811,success,9,-10.497,10.497,,67.0
F2/F10,4UDW,F2F10_077,20260811,success,9,-6.63,6.63,,216.1
F2/F10,4UDW,F2F10_078,20260811,success,9,-7.556,7.556,,143.5
F2/F10,4UDW,F2F10_079,20260811,success,9,-8.947,8.947,,67.1
F2/F10,4UDW,F2F10_080,20260811,skip,0,,,timeout_600s_torsdof=8,600.1
F2/F10,4UDW,F2F10_081,20260811,success,9,-10.128,10.128,,96.4
F2/F10,4UDW,F2F10_082,20260811,success,9,-9.345,9.345,,90.7
F2/F10,4UDW,F2F10_083,20260811,success,9,-9.167,9.167,,102.5
F2/F10,4UDW,F2F10_084,20260811,success,9,-7.808,7.808,,143.0
F2/F10,4UDW,F2F10_085,20260811,success,9,-9.696,9.696,,67.5
F2/F10,4UDW,F2F10_086,20260811,success,9,-10.736,10.736,,126.9
F2/F10,4UDW,F2F10_087,20260811,success,9,-8.907,8.907,,148.4
F2/F10,4UDW,F2F10_088,20260811,success,9,-9.216,9.216,,121.8
F2/F10,4UDW,F2F10_089,20260811,success,9,-8.804,8.804,,172.3
F2/F10,4UDW,F2F10_090,20260811,success,9,-8.291,8.291,,210.7
F2/F10,4UDW,F2F10_091,20260811,success,9,-8.731,8.731,,231.1
F2/F10,4UDW,F2F10_092,20260811,success,9,-8.691,8.691,,160.9
F2/F10,4UDW,F2F10_093,20260811,success,9,-8.653,8.653,,37.4
F2/F10,4UDW,F2F10_094,20260811,success,9,-8.577,8.577,,97.0
F2/F10,4UDW,F2F10_095,20260811,success,9,-9.131,9.131,,81.8
F2/F10,4UDW,F2F10_096,20260811,success,4,-10.867,10.867,,31.8
F2/F10,4UDW,F2F10_097,20260811,success,9,-8.755,8.755,,155.6
F2/F10,4UDW,F2F10_098,20260811,success,9,-9.146,9.146,,433.6
F2/F10,4UDW,F2F10_099,20260811,success,9,-9.385,9.385,,84.8
F2/F10,4UDW,F2F10_100,20260811,success,9,-9.727,9.727,,103.9
F2/F10,4UDW,F2F10_101,20260811,success,9,-8.21,8.21,,25.2
F2/F10,4UDW,F2F10_102,20260811,success,9,-9.432,9.432,,39.6
F2/F10,4UDW,F2F10_103,20260811,success,9,-8.721,8.721,,37.7
F2/F10,4UDW,F2F10_104,20260811,success,9,-8.818,8.818,,14.8
F2/F10,4UDW,F2F10_105,20260811,success,9,-6.694,6.694,,546.0
F2/F10,4UDW,F2F10_106,20260811,success,9,-8.902,8.902,,549.3
F2/F10,4UDW,F2F10_107,20260811,success,9,-9.506,9.506,,186.5
F2/F10,4UDW,F2F10_108,20260811,success,9,-8.372,8.372,,35.9
F2/F10,4UDW,F2F10_109,20260811,success,9,-8.214,8.214,,29.5
F2/F10,4UDW,F2F10_110,20260811,success,9,-9.501,9.501,,24.7
JAK1/JAK2,6N7A,J1J2_001,20260811,success,9,-8.836,8.836,,34.1
JAK1/JAK2,6N7A,J1J2_002,20260811,success,9,-8.972,8.972,,66.6
JAK1/JAK2,6N7A,J1J2_003,20260811,success,9,-8.589,8.589,,48.5
JAK1/JAK2,6N7A,J1J2_004,20260811,success,9,-7.719,7.719,,23.8
JAK1/JAK2,6N7A,J1J2_005,20260811,success,9,-7.554,7.554,,27.7
JAK1/JAK2,6N7A,J1J2_006,20260811,success,9,-7.344,7.344,,17.1
JAK1/JAK2,6N7A,J1J2_007,20260811,success,9,-8.324,8.324,,39.1
JAK1/JAK2,6N7A,J1J2_008,20260811,success,9,-6.997,6.997,,31.1
JAK1/JAK2,6N7A,J1J2_009,20260811,success,9,-8.999,8.999,,40.6
JAK1/JAK2,6N7A,J1J2_010,20260811,success,9,-8.872,8.872,,52.7
JAK1/JAK2,6N7A,J1J2_011,20260811,success,9,-8.892,8.892,,40.4
JAK1/JAK2,6N7A,J1J2_012,20260811,success,9,-9.285,9.285,,39.3
JAK1/JAK2,6N7A,J1J2_013,20260811,success,9,-11.208,11.208,,148.6
JAK1/JAK2,6N7A,J1J2_014,20260811,success,9,-10.634,10.634,,174.1
JAK1/JAK2,6N7A,J1J2_015,20260811,success,9,-9.566,9.566,,48.0
JAK1/JAK2,6N7A,J1J2_016,20260811,success,9,-9.671,9.671,,114.6
JAK1/JAK2,6N7A,J1J2_017,20260811,success,9,-9.753,9.753,,105.8
JAK1/JAK2,6N7A,J1J2_018,20260811,success,9,-10.212,10.212,,42.9
JAK1/JAK2,6N7A,J1J2_019,20260811,success,9,-8.997,8.997,,252.8
JAK1/JAK2,6N7A,J1J2_020,20260811,success,9,-9.369,9.369,,122.6
JAK1/JAK2,6N7A,J1J2_021,20260811,success,9,-10.878,10.878,,172.2
JAK1/JAK2,6N7A,J1J2_022,20260811,success,9,-7.771,7.771,,47.7
JAK1/JAK2,6N7A,J1J2_023,20260811,success,9,-9.451,9.451,,124.0
JAK1/JAK2,6N7A,J1J2_024,20260811,success,9,-9.546,9.546,,122.5
JAK1/JAK2,6N7A,J1J2_025,20260811,success,9,-10.51,10.51,,49.9
JAK1/JAK2,6N7A,J1J2_026,20260811,success,9,-10.636,10.636,,158.9
JAK1/JAK2,6N7A,J1J2_027,20260811,success,9,-11.149,11.149,,148.9
JAK1/JAK2,6N7A,J1J2_028,20260811,success,9,-10.058,10.058,,177.7
JAK1/JAK2,6N7A,J1J2_029,20260811,success,9,-11.038,11.038,,139.5
JAK1/JAK2,6N7A,J1J2_030,20260811,success,9,-8.463,8.463,,31.5
JAK1/JAK2,6N7A,J1J2_031,20260811,success,9,-11.43,11.43,,131.7
JAK1/JAK2,6N7A,J1J2_032,20260811,success,9,-8.253,8.253,,272.9
JAK1/JAK2,6N7A,J1J2_033,20260811,success,9,-7.705,7.705,,77.7
JAK1/JAK2,6N7A,J1J2_034,20260811,success,9,-6.586,6.586,,81.8
JAK1/JAK2,6N7A,J1J2_035,20260811,success,9,-7.21,7.21,,86.7
JAK1/JAK2,6N7A,J1J2_036,20260811,success,9,-7.764,7.764,,138.8
JAK1/JAK2,6N7A,J1J2_037,20260811,success,9,-6.96,6.96,,230.5
JAK1/JAK2,6N7A,J1J2_038,20260811,success,9,-6.776,6.776,,218.4
JAK1/JAK2,6N7A,J1J2_039,20260811,success,9,-8.424,8.424,,29.9
JAK1/JAK2,6N7A,J1J2_040,20260811,success,9,-8.49,8.49,,32.5
JAK1/JAK2,6N7A,J1J2_041,20260811,success,9,-7.012,7.012,,233.8
JAK1/JAK2,6N7A,J1J2_042,20260811,success,9,-8.899,8.899,,71.4
JAK1/JAK2,6N7A,J1J2_043,20260811,success,9,-10.728,10.728,,67.3
JAK1/JAK2,6N7A,J1J2_044,20260811,success,9,-8.087,8.087,,57.6
JAK1/JAK2,6N7A,J1J2_045,20260811,success,9,-8.86,8.86,,34.3
JAK1/JAK2,6N7A,J1J2_046,20260811,success,9,-9.032,9.032,,35.8
JAK1/JAK2,6N7A,J1J2_047,20260811,success,9,-9.369,9.369,,49.6
JAK1/JAK2,6N7A,J1J2_048,20260811,success,9,-9.068,9.068,,83.3
JAK1/JAK2,6N7A,J1J2_049,20260811,success,9,-9.036,9.036,,36.9
JAK1/JAK2,6N7A,J1J2_050,20260811,success,9,-8.491,8.491,,62.8
JAK1/JAK2,6N7A,J1J2_051,20260811,success,9,-8.558,8.558,,63.7
JAK1/JAK2,6N7A,J1J2_052,20260811,success,9,-9.942,9.942,,43.5
JAK1/JAK2,6N7A,J1J2_053,20260811,success,9,-9.517,9.517,,83.6
JAK1/JAK2,6N7A,J1J2_054,20260811,success,9,-9.039,9.039,,67.6
JAK1/JAK2,6N7A,J1J2_055,20260811,success,9,-9.15,9.15,,32.4
JAK1/JAK2,6N7A,J1J2_056,20260811,success,9,-9.568,9.568,,57.3
JAK1/JAK2,6N7A,J1J2_057,20260811,success,9,-9.121,9.121,,53.3
JAK1/JAK2,6N7A,J1J2_058,20260811,success,9,-9.023,9.023,,33.9
JAK1/JAK2,6N7A,J1J2_059,20260811,success,9,-8.907,8.907,,56.4
JAK1/JAK2,6N7A,J1J2_060,20260811,success,9,-10.955,10.955,,71.7
JAK1/JAK2,6N7A,J1J2_061,20260811,success,9,-8.47,8.47,,63.0
JAK1/JAK2,6N7A,J1J2_062,20260811,success,9,-8.82,8.82,,120.8
JAK1/JAK2,6N7A,J1J2_063,20260811,success,9,-8.39,8.39,,65.2
JAK1/JAK2,6N7A,J1J2_064,20260811,success,9,-10.378,10.378,,45.2
JAK1/JAK2,6N7A,J1J2_065,20260811,success,9,-8.846,8.846,,31.6
JAK1/JAK2,6N7A,J1J2_066,20260811,success,9,-8.91,8.91,,63.5
JAK1/JAK2,6N7A,J1J2_067,20260811,success,9,-8.632,8.632,,52.7
JAK1/JAK2,6N7A,J1J2_068,20260811,success,9,-8.811,8.811,,52.6
JAK1/JAK2,6N7A,J1J2_069,20260811,success,9,-8.925,8.925,,45.9
JAK1/JAK2,6N7A,J1J2_070,20260811,success,9,-9.384,9.384,,74.2
JAK1/JAK2,6N7A,J1J2_071,20260811,success,9,-8.969,8.969,,30.3
JAK1/JAK2,6N7A,J1J2_072,20260811,success,9,-11.25,11.25,,105.7
JAK1/JAK2,6N7A,J1J2_073,20260811,success,9,-10.057,10.057,,265.1
JAK1/JAK2,6N7A,J1J2_074,20260811,success,9,-11.906,11.906,,119.4
JAK1/JAK2,6N7A,J1J2_075,20260811,success,9,-11.336,11.336,,92.8
JAK1/JAK2,6N7A,J1J2_076,20260811,success,9,-9.51,9.51,,41.3
JAK1/JAK2,6N7A,J1J2_077,20260811,success,9,-9.162,9.162,,131.3
JAK1/JAK2,6N7A,J1J2_078,20260811,success,9,-9.496,9.496,,47.6
JAK1/JAK2,6N7A,J1J2_079,20260811,success,9,-10.573,10.573,,115.1
JAK1/JAK2,6N7A,J1J2_080,20260811,success,9,-9.196,9.196,,53.5
JAK1/JAK2,6N7A,J1J2_081,20260811,success,9,-11.299,11.299,,92.6
JAK1/JAK2,6N7A,J1J2_082,20260811,success,9,-8.567,8.567,,39.5
JAK1/JAK2,6N7A,J1J2_083,20260811,success,9,-8.698,8.698,,84.2
JAK1/JAK2,6N7A,J1J2_084,20260811,success,9,-9.781,9.781,,116.9
JAK1/JAK2,6N7A,J1J2_085,20260811,success,9,-10.154,10.154,,240.5
JAK1/JAK2,6N7A,J1J2_086,20260811,success,9,-9.213,9.213,,32.5
JAK1/JAK2,6N7A,J1J2_087,20260811,success,8,-10.893,10.893,,192.9
JAK1/JAK2,6N7A,J1J2_088,20260811,success,9,-11.183,11.183,,161.9
JAK1/JAK2,6N7A,J1J2_089,20260811,success,9,-9.298,9.298,,41.5
JAK1/JAK2,6N7A,J1J2_090,20260811,success,9,-8.383,8.383,,31.8
JAK1/JAK2,6N7A,J1J2_091,20260811,success,9,-9.096,9.096,,42.4
JAK1/JAK2,6N7A,J1J2_092,20260811,success,9,-8.029,8.029,,30.9
JAK1/JAK2,6N7A,J1J2_093,20260811,success,9,-10.06,10.06,,70.8
JAK1/JAK2,6N7A,J1J2_094,20260811,success,9,-10.616,10.616,,179.9
JAK1/JAK2,6N7A,J1J2_095,20260811,success,9,-10.235,10.235,,137.2
JAK1/JAK2,6N7A,J1J2_096,20260811,success,9,-11.602,11.602,,222.2
JAK1/JAK2,6N7A,J1J2_097,20260811,success,8,-9.271,9.271,,205.1
JAK1/JAK2,6N7A,J1J2_098,20260811,success,9,-9.026,9.026,,22.8
JAK1/JAK2,6N7A,J1J2_099,20260811,success,9,-8.811,8.811,,27.4
JAK1/JAK2,6N7A,J1J2_100,20260811,success,9,-7.6,7.6,,23.8
JAK1/JAK2,6N7A,J1J2_101,20260811,success,9,-8.007,8.007,,31.8
JAK1/JAK2,6N7A,J1J2_102,20260811,success,9,-9.066,9.066,,23.6
JAK1/JAK2,6N7A,J1J2_103,20260811,success,9,-8.211,8.211,,21.2
JAK1/JAK2,6N7A,J1J2_104,20260811,success,9,-10.253,10.253,,39.3
JAK1/JAK2,6N7A,J1J2_105,20260811,success,9,-9.714,9.714,,97.6
JAK1/JAK2,6N7A,J1J2_106,20260811,success,9,-9.08,9.08,,25.2
JAK1/JAK2,6N7A,J1J2_107,20260811,success,9,-7.887,7.887,,175.1
JAK1/JAK2,6N7A,J1J2_108,20260811,success,9,-8.084,8.084,,202.1
JAK1/JAK2,6N7A,J1J2_109,20260811,success,9,-7.954,7.954,,196.3
JAK1/JAK2,6N7A,J1J2_110,20260811,success,9,-10.458,10.458,,67.7
JAK1/JAK2,8BXH,J1J2_001,20260811,success,9,-8.635,8.635,,32.6
JAK1/JAK2,8BXH,J1J2_002,20260811,success,9,-9.922,9.922,,60.5
JAK1/JAK2,8BXH,J1J2_003,20260811,success,9,-8.5,8.5,,46.4
JAK1/JAK2,8BXH,J1J2_004,20260811,success,9,-7.59,7.59,,21.8
JAK1/JAK2,8BXH,J1J2_005,20260811,success,9,-7.709,7.709,,31.4
JAK1/JAK2,8BXH,J1J2_006,20260811,success,9,-7.133,7.133,,16.5
