pair,theta,map_paired,map_dual,map_A_only,map_B_only,map_neither,panel_dual,panel_A_only,panel_B_only,panel_neither,b_only_exhaustive,docked,pose_gold_gate,domain_role
MCL1/Bcl-xL,6.0,305,82,77,24,122,24,24,24,24,1,1,formal_demotion_option_B;hungarian_preliminary_only;topology_GetBestRMS_not_computable,exploratory_archive_only; homologous BCL-2 fold; NOT fifth main pair
