target,pdb,role,cognate,chain,status,rmsd_top1,rmsd_best_top3,rmsd_best9,n_modes_scored,gate_best_top3_lt_2A,matching,topology_aware,note,utc
MCL1,6UDV,alternate,Q51,A,ok,nan,nan,nan,0,0,element_hungarian_legacy_diagnostic,0,preselected resolution/holo WT; cognate compound 3,2026-08-27T08:40:17Z
BCL2L1,3SP7,alternate,03B,A,ok,nan,nan,nan,0,0,element_hungarian_legacy_diagnostic,0,preselected resolution/holo WT; cognate BM903,2026-08-27T08:42:36Z
