pair,aggregation,n_common_chembl,n_labeled_3class,n_dual,n_A_only,n_B_only,note
EGFR/HER2,max_per_target,1751,997,951,39,7,ChEMBL supply-level label counts only; no docking scores in mols_*.json
EGFR/HER2,min_of_two_max,1751,951,951,0,0,ChEMBL supply-level label counts only; no docking scores in mols_*.json
AChE/BChE,max_per_target,2537,954,687,189,78,ChEMBL supply-level label counts only; no docking scores in mols_*.json
AChE/BChE,min_of_two_max,2537,687,687,0,0,ChEMBL supply-level label counts only; no docking scores in mols_*.json
PIK3CA/PIK3CB,max_per_target,1990,725,602,56,67,ChEMBL supply-level label counts only; no docking scores in mols_*.json
PIK3CA/PIK3CB,min_of_two_max,1990,602,602,0,0,ChEMBL supply-level label counts only; no docking scores in mols_*.json
PIK3CA/mTOR,max_per_target,2713,1713,1552,80,81,ChEMBL supply-level label counts only; no docking scores in mols_*.json
PIK3CA/mTOR,min_of_two_max,2713,1552,1552,0,0,ChEMBL supply-level label counts only; no docking scores in mols_*.json
