ligand,target,vina_mode,rtmscore
PM48_26,4L23,3,92.972944499855
PM48_20,4L23,1,88.23594908440661
PM48_26,4L23,1,86.7455814970024
PM48_29,4L23,2,83.94493205643363
PM48_26,4L23,2,83.6961540105812
PM48_20,4L23,2,82.83214548625158
PM48_45,4L23,2,78.90981480007521
PM48_21,4L23,1,78.3738400854604
PM48_26,4L23,6,78.32981098235219
PM48_15,4L23,1,77.22173832855667
PM48_01,4L23,2,75.87898599726819
PM48_28,4L23,1,75.72995349518713
PM48_28,4L23,2,75.69781430835901
PM48_05,4L23,2,75.58751607240039
PM48_11,4L23,8,74.72425984053592
PM48_23,4L23,2,74.18261103252664
PM48_05,4L23,8,74.08120167828415
PM48_28,4L23,3,72.78608220101283
PM48_05,4L23,9,72.51307407557405
PM48_09,4L23,2,72.38871061773801
PM48_23,4L23,1,71.77007613033443
PM48_18,4L23,1,71.45501370085354
PM48_23,4L23,3,71.30609742698518
PM48_48,4L23,4,70.75812956324583
PM48_09,4L23,1,70.2570364180781
PM48_18,4L23,2,69.98360616874632
PM48_19,4L23,6,69.2081446482666
PM48_06,4L23,2,67.92274024961732
PM48_35,4L23,1,67.72220573502216
PM48_06,4L23,5,66.9968868774054
PM48_16,4L23,1,66.77915339735104
PM48_28,4L23,7,66.23582518338857
PM48_12,4L23,2,65.48971873640382
PM48_48,4L23,3,63.12185524015096
PM48_12,4L23,1,62.10248796990516
PM48_14,4L23,1,61.951444875999606
PM48_46,4L23,5,58.86611977551196
PM48_40,4L23,5,58.635993262206
PM48_23,4L23,4,57.11405369222132
PM48_29,4L23,6,57.05802943892243
PM48_11,4L23,7,55.77969223272445
PM48_14,4L23,2,54.6039313797963
PM48_01,4L23,1,53.73926691257519
PM48_11,4L23,1,52.924983233420924
PM48_42,4L23,3,52.356886119107976
PM48_47,4L23,2,52.35387230379831
PM48_48,4L23,1,51.51448478090423
PM48_08,4L23,3,51.02573498284316
PM48_47,4L23,1,50.9339665825595
PM48_17,4L23,6,50.85243821436946
PM48_38,4L23,3,50.51484821015234
PM48_38,4L23,6,50.21262474472432
PM48_38,4L23,1,49.38513614571185
PM48_14,4L23,9,49.08843769197278
PM48_43,4L23,1,48.82294808344475
PM48_01,4L23,7,48.30807008879556
PM48_14,4L23,4,47.8632439463736
PM48_24,4L23,1,47.58550425347273
PM48_40,4L23,3,47.544414764414014
PM48_41,4L23,4,47.35491388393493
PM48_38,4L23,2,47.18174382193633
PM48_38,4L23,4,47.18131366168352
PM48_40,4L23,4,46.884701323932745
PM48_28,4L23,5,46.58170345290106
PM48_06,4L23,1,46.21128690025649
PM48_23,4L23,6,45.8636126024673
PM48_06,4L23,7,45.61541741513679
PM48_38,4L23,8,45.36006251834058
PM48_46,4L23,2,45.19760079328447
PM48_34,4L23,1,44.94966091309182
PM48_08,4L23,6,44.82091574781963
PM48_30,4L23,7,44.58545863155498
PM48_39,4L23,8,44.56325994506477
PM48_37,4L23,7,44.52509519925906
PM48_36,4L23,2,44.38820835975695
PM48_41,4L23,1,44.35933742976139
PM48_07,4L23,4,44.29881499884208
PM48_18,4L23,4,44.14463867144145
PM48_18,4L23,3,43.92946238950748
PM48_10,4L23,1,43.78960017662487
PM48_01,4L23,6,43.67933593212924
PM48_20,4L23,7,43.518975403121765
PM48_04,4L23,2,43.28573537063512
PM48_44,4L23,3,43.277656657159504
PM48_23,4L23,5,42.91437536723669
PM48_08,4L23,1,42.54880227436699
PM48_38,4L23,5,42.4183927618045
PM48_08,4L23,4,42.38066767857487
PM48_43,4L23,3,42.08475547915368
PM48_24,4L23,5,42.00424004377964
