target,ligand,mode,status,cnn_score,cnn_affinity,reason
4L23,PM48_01,mode_01,exists,0.4609872997,6.3656144142,
4L23,PM48_01,mode_03,success,0.1324529201,5.6186108589,
4L23,PM48_01,mode_07,success,0.9548874497,7.5217704773,
4L23,PM48_01,mode_02,success,0.9775785208,7.5648856163,
4L23,PM48_01,mode_08,success,0.3340639174,6.2103228569,
4L23,PM48_01,mode_05,success,0.4283703566,6.4625458717,
4L23,PM48_01,mode_04,success,0.5150569081,6.4865746498,
4L23,PM48_02,mode_01,exists,0.7216556072,7.8208642006,
4L23,PM48_01,mode_06,success,0.6076603532,6.680896759,
4L23,PM48_02,mode_05,success,0.2836601436,6.9855766296,
4L23,PM48_01,mode_09,success,0.5550220609,6.7569441795,
4L23,PM48_02,mode_07,success,0.4337922335,7.4059810638,
4L23,PM48_02,mode_02,success,0.059073586,5.6080360413,
4L23,PM48_02,mode_04,success,0.0983593464,6.4521522522,
4L23,PM48_02,mode_03,success,0.4920865297,7.5763173103,
4L23,PM48_03,mode_01,exists,0.2204590887,6.77435112,
4L23,PM48_02,mode_06,success,0.4389804602,7.3917655945,
4L23,PM48_03,mode_02,success,0.0571862869,5.2325706482,
4L23,PM48_03,mode_04,success,0.0247858167,5.0085434914,
4L23,PM48_03,mode_06,success,0.0693703294,5.2599434853,
4L23,PM48_02,mode_08,success,0.0751497149,6.1076431274,
4L23,PM48_02,mode_09,success,0.0967768952,6.5334763527,
4L23,PM48_03,mode_03,success,0.0598467663,5.3220434189,
4L23,PM48_03,mode_05,success,0.0674732327,4.9856796265,
4L23,PM48_04,mode_01,exists,0.1106758788,7.0624022484,
4L23,PM48_03,mode_09,success,0.0894114524,4.779074192,
4L23,PM48_04,mode_05,success,0.107654877,6.6580543518,
4L23,PM48_04,mode_04,success,0.6167758703,7.8202576637,
4L23,PM48_03,mode_08,success,0.061772231,5.4147834778,
4L23,PM48_04,mode_02,success,0.1066781357,5.3541469574,
4L23,PM48_03,mode_07,success,0.0297885947,4.7986264229,
4L23,PM48_05,mode_01,exists,0.8846612573,7.7500610352,
4L23,PM48_04,mode_03,success,0.1178888381,6.8721241951,
4L23,PM48_04,mode_06,success,0.303961575,7.4494957924,
4L23,PM48_04,mode_09,success,0.0703297928,5.7733626366,
4L23,PM48_04,mode_08,success,0.0664007291,5.2919139862,
4L23,PM48_04,mode_07,success,0.0830898657,6.345243454,
4L23,PM48_05,mode_02,success,0.7937229872,8.0244550705,
4L23,PM48_05,mode_04,success,0.8343464732,7.8763337135,
4L23,PM48_05,mode_03,success,0.7332864404,7.806989193,
4L23,PM48_06,mode_01,exists,0.4377960861,7.0325465202,
4L23,PM48_05,mode_05,success,0.4110074043,7.1222567558,
4L23,PM48_05,mode_06,success,0.2469543964,6.7272553444,
4L23,PM48_06,mode_02,success,0.9399926662,8.3175401688,
4L23,PM48_05,mode_09,success,0.8926404119,7.9518127441,
4L23,PM48_05,mode_07,success,0.6692153215,7.7053599358,
4L23,PM48_05,mode_08,success,0.8011283278,8.1579303741,
4L23,PM48_06,mode_03,success,0.0837146044,5.3376898766,
4L23,PM48_07,mode_01,exists,0.6419526339,7.4842209816,
4L23,PM48_06,mode_07,success,0.1782376021,6.1045761108,
4L23,PM48_07,mode_02,success,0.5993777514,7.3945097923,
4L23,PM48_06,mode_06,success,0.0551535599,5.4276709557,
4L23,PM48_06,mode_09,success,0.0183267202,4.393930912,
4L23,PM48_06,mode_04,success,0.5232909918,7.2021164894,
4L23,PM48_06,mode_08,success,0.0233514886,4.8297276497,
4L23,PM48_06,mode_05,success,0.9496158361,8.1812973022,
4L23,PM48_07,mode_04,success,0.8508214355,8.0332841873,
4L23,PM48_07,mode_06,success,0.0710921064,5.8488659859,
4L23,PM48_08,mode_01,exists,0.8688684702,7.763812542,
4L23,PM48_07,mode_03,success,0.0929096267,5.2189340591,
4L23,PM48_07,mode_05,success,0.1036864892,5.0892753601,
4L23,PM48_07,mode_08,success,0.0603620335,4.9892635345,
4L23,PM48_07,mode_07,success,0.0661093295,4.4134964943,
4L23,PM48_07,mode_09,success,0.0588184297,4.0415968895,
4L23,PM48_08,mode_03,success,0.8910248876,7.7866415977,
4L23,PM48_08,mode_04,success,0.2095918953,6.1684360504,
4L23,PM48_09,mode_01,exists,0.9790191054,7.6694831848,
4L23,PM48_08,mode_02,success,0.9547696114,7.8546237946,
4L23,PM48_08,mode_05,success,0.1137817875,6.3270659447,
4L23,PM48_08,mode_06,success,0.1314202547,5.8318157196,
4L23,PM48_08,mode_07,success,0.1305692345,6.3279995918,
4L23,PM48_08,mode_08,success,0.537994504,6.7520155907,
4L23,PM48_09,mode_02,success,0.978213191,7.6711373329,
4L23,PM48_09,mode_04,success,0.7168429494,6.7024230957,
4L23,PM48_09,mode_03,success,0.7972824574,6.8485951424,
4L23,PM48_10,mode_01,exists,0.2280624211,7.440267086,
4L23,PM48_08,mode_09,success,0.0275846738,4.3843464851,
4L23,PM48_09,mode_05,success,0.4137616456,6.2944178581,
4L23,PM48_09,mode_06,success,0.7139887214,6.953851223,
4L23,PM48_09,mode_07,success,0.1557806581,5.8340396881,
4L23,PM48_09,mode_08,success,0.7093588114,6.8842692375,
4L23,PM48_10,mode_02,success,0.0562951751,5.8459396362,
4L23,PM48_10,mode_04,success,0.0284555368,5.3608074188,
4L23,PM48_10,mode_03,success,0.0284017604,5.4261307716,
4L23,PM48_11,mode_01,exists,0.8197205067,7.0151124001,
4L23,PM48_09,mode_09,success,0.378721863,6.1463494301,
4L23,PM48_10,mode_05,success,0.037178047,5.8910851479,
4L23,PM48_10,mode_06,success,0.015658414,5.6280503273,
4L23,PM48_10,mode_07,success,0.0326020382,5.6002082825,
4L23,PM48_10,mode_08,success,0.021087205,4.5074782372,
4L23,PM48_11,mode_03,success,0.7212548256,6.9665341377,
4L23,PM48_10,mode_09,success,0.0428757519,4.7223038673,
4L23,PM48_11,mode_02,success,0.9827796221,7.3988966942,
4L23,PM48_12,mode_01,exists,0.9883172512,7.8721966743,
4L23,PM48_11,mode_04,success,0.4249132276,6.341776371,
4L23,PM48_11,mode_05,success,0.2003648579,5.7523255348,
4L23,PM48_11,mode_06,success,0.1875218451,5.6576180458,
4L23,PM48_11,mode_09,success,0.3155208826,6.2410664558,
4L23,PM48_11,mode_07,success,0.9712277055,7.5905394554,
4L23,PM48_11,mode_08,success,0.8632563949,7.1142029762,
4L23,PM48_12,mode_03,success,0.4488266408,6.4409461021,
4L23,PM48_12,mode_02,success,0.9786916375,7.7103691101,
4L23,PM48_13,mode_01,exists,0.090602912,5.7182412148,
4L23,PM48_12,mode_04,success,0.3690732718,5.991476059,
4L23,PM48_12,mode_05,success,0.4079144001,6.2302880287,
4L23,PM48_12,mode_06,success,0.1060311571,5.6113362312,
4L23,PM48_12,mode_09,success,0.1138772219,5.7242207527,
4L23,PM48_12,mode_08,success,0.6110338569,6.5452828407,
4L23,PM48_13,mode_03,success,0.091012232,5.1681804657,
4L23,PM48_12,mode_07,success,0.3561817706,6.298078537,
4L23,PM48_13,mode_02,success,0.0447804332,4.6079564095,
4L23,PM48_14,mode_01,exists,0.9685269594,7.4935231209,
4L23,PM48_13,mode_04,success,0.0551438406,4.7195525169,
4L23,PM48_13,mode_05,success,0.0333060324,4.9612374306,
4L23,PM48_13,mode_09,success,0.0257388409,5.121992588,
4L23,PM48_13,mode_07,success,0.0158301387,4.4379639626,
4L23,PM48_13,mode_08,success,0.0415520184,5.4542355537,
4L23,PM48_13,mode_06,success,0.0576643795,6.0067105293,
4L23,PM48_14,mode_02,success,0.9530977011,7.199432373,
4L23,PM48_14,mode_03,success,0.2034398466,5.6980929375,
4L23,PM48_15,mode_01,exists,0.9825943708,7.6773262024,
4L23,PM48_14,mode_04,success,0.7538537979,7.013217926,
4L23,PM48_14,mode_07,success,0.1818861961,5.707862854,
4L23,PM48_14,mode_05,success,0.2828732133,5.8591704369,
4L23,PM48_14,mode_06,success,0.03914937,4.3037848473,
4L23,PM48_14,mode_08,success,0.1636722833,5.9517388344,
4L23,PM48_14,mode_09,success,0.8899746537,7.0957565308,
4L23,PM48_15,mode_02,success,0.7555122375,6.8945527077,
4L23,PM48_15,mode_03,success,0.1270834506,5.5468063354,
4L23,PM48_16,mode_01,exists,0.9920781255,7.3439517021,
4L23,PM48_15,mode_05,success,0.403768152,6.4039082527,
4L23,PM48_15,mode_04,success,0.3320285082,6.0028781891,
4L23,PM48_15,mode_06,success,0.7196398973,6.5024857521,
4L23,PM48_15,mode_08,success,0.0375617035,3.6898460388,
4L23,PM48_15,mode_07,success,0.0708919764,4.7624239922,
4L23,PM48_15,mode_09,success,0.029009603,3.9751098156,
4L23,PM48_16,mode_02,success,0.3491943777,5.6171574593,
4L23,PM48_16,mode_03,success,0.2695965469,5.0258440971,
4L23,PM48_17,mode_01,exists,0.225269869,6.1642889977,
4L23,PM48_16,mode_05,success,0.3665794432,6.0904297829,
4L23,PM48_16,mode_04,success,0.3994373381,6.1023821831,
4L23,PM48_16,mode_06,success,0.1626346111,4.1549081802,
4L23,PM48_16,mode_07,success,0.8374582529,6.5633735657,
4L23,PM48_16,mode_09,success,0.4533185363,6.2009429932,
4L23,PM48_16,mode_08,success,0.281460911,5.8523235321,
4L23,PM48_17,mode_02,success,0.2534020543,6.3634934425,
4L23,PM48_17,mode_03,success,0.1434684247,5.4706668854,
4L23,PM48_17,mode_04,success,0.5547014475,7.155796051,
4L23,PM48_18,mode_01,exists,0.9715912938,7.5576815605,
4L23,PM48_17,mode_05,success,0.1814727783,6.4898285866,
4L23,PM48_17,mode_06,success,0.9124653339,8.0969266891,
4L23,PM48_17,mode_08,success,0.100107111,5.3910841942,
4L23,PM48_17,mode_07,success,0.4005656838,6.7470784187,
4L23,PM48_17,mode_09,success,0.2612498403,6.7600769997,
4L23,PM48_18,mode_02,success,0.9756109118,7.5820508003,
4L23,PM48_18,mode_04,success,0.7969300747,6.7502059937,
4L23,PM48_19,mode_01,exists,0.0590108633,4.8836288452,
4L23,PM48_18,mode_03,success,0.796421349,6.7436375618,
4L23,PM48_18,mode_05,success,0.3792243004,6.3449268341,
4L23,PM48_18,mode_06,success,0.3775985241,6.3460173607,
4L23,PM48_18,mode_07,success,0.3983098865,5.9688267708,
