metric,direction,auc,cohens_d,mannwhitney_p,active_mean,decoy_mean,decoy_median,youden_threshold,youden_sensitivity,youden_specificity
protein_ligand_pae_min,lower,1.0,5.293442683175486,0.000672439686610974,0.88,2.1528671328671325,2.23,0.92,1.0,1.0
ptm,higher,0.986013986013986,1.8583410300117984,0.0009089966129827113,0.825,0.7674125874125874,0.77,0.82,1.0,0.958041958041958
iptm,higher,0.9825174825174825,2.422483600231278,0.0010234234995495748,0.9299999999999999,0.6918181818181819,0.65,0.88,1.0,0.9370629370629371
best_sample_ranking_score,higher,0.9825174825174825,2.4248255976546527,1.0068584196393091e-05,0.9852716822751573,0.7826270849891535,0.7455832775835766,0.9439639020707156,1.0,0.9370629370629371
ranking_score,higher,0.9816433566433567,2.4241393307271317,0.0010322560747940688,0.985,0.7824475524475524,0.75,0.94,1.0,0.9370629370629371
