idx,year,journal,title,doi,url,pmid,has_synthesis_and_activity,synthesis,activity,design_type,design_confidence,targets_guess,synth_snippet,activity_snippet,abstract,design_bucket
69,2024,J Med Chem,"Copper-Based Complexes with Adamantane Ring-Conjugated bis(3,5-Dimethyl-pyrazol-1-yl)acetate Ligand as Promising Agents for the Treatment of Glioblastoma.",10.1021/acs.jmedchem.4c00821,https://doi.org/10.1021/acs.jmedchem.4c00821,38831692,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,,"cell viability with IC50 values significantly lower than cisplatin, affecting cell growth, proliferation, and deat","The new ligand L2Ad, obtained by conjugating the bifunctional species bis(3,5-dimethylpyrazol-1-yl)-acetate and the drug amantadine, was used as a chelator for the synthesis of new Cu complexes 1-5. Their structures were investigated by synchrotron radiation-induced X-ray photoelectron spectroscopy (SR-XPS), near-edge X-ray absorption fine structure (NEXAFS) spectroscopy, and by combining X-ray absorption fine structure (XAFS) spectroscopy techniques and DFT modeling. The structure of complex 3 was determined by single-crystal X-ray diffraction analysis. Tested on U87, T98, and U251 glioma cells, Cu(II) complex 3 and Cu(I) complex 5 decreased cell viability with IC50 values significantly lower than cisplatin, affecting cell growth, proliferation, and death. Their effects were prevented by treatment with the Cu chelator tetrathiomolybdate, suggesting the involvement of copper in their cytotoxic activity. Both complexes were able to increase ROS production, leading to DNA damage and death. Interestingly, nontoxic doses of 3 or 5 enhanced the chemosensitivity to Temozolomide.",C. 连接型/杂合型（linked/hybrid）
70,2024,J Med Chem,"Combinatorial Ubiquitination REal-time PROteolysis (CURE-PROs): A Modular Platform for Generating Reversible, Self-Assembling Bifunctional Targeted Degraders.",10.1021/acs.jmedchem.3c02097,https://doi.org/10.1021/acs.jmedchem.3c02097,38554135,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,PROTAC/降解剂(连接型双功能),摘要明示,见题目/摘要,,"radation. Although numerous PROTACs have entered clinical trials, their development remains challenging, and the","Proteolysis-Targeting Chimeras (PROTACs) are bifunctional molecules that bring a target protein and an E3 ubiquitin ligase into proximity to append ubiquitin, thus directing target degradation. Although numerous PROTACs have entered clinical trials, their development remains challenging, and their large size can produce poor drug-like properties. To overcome these limitations, we have modified our Coferon platform to generate Combinatorial Ubiquitination REal-time PROteolysis (CURE-PROs). CURE-PROs are small molecule degraders designed to self-assemble through reversible bio-orthogonal linkers to form covalent heterodimers. By modifying known ligands for Cereblon, MDM2, VHL, and BRD with complementary phenylboronic acid and diol/catechol linkers, we have successfully created CURE-PROs that direct degradation of BRD4 both in vitro and in vivo. The combinatorial nature of our platform significantly reduces synthesis time and effort to identify the optimal linker length and E3 ligase partner to each target and is readily amenable to screening for new targets.",D. PROTAC/降解剂（连接型双功能）
71,2025,J Med Chem,Hyperagonism of a Vitamin D Receptor Agonist/Histone Deacetylase Inhibitor Hybrid Molecule.,10.1021/acs.jmedchem.5c01932,https://doi.org/10.1021/acs.jmedchem.5c01932,40968099,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,"xyvitamin D (1,25D) analogs engage the vitamin D receptor (VDR) and can exert anticancer and immunomodulatory effects","effects. Although tumors often resist 1,25D monotherapy, combining VDR agonism with histone deacetylase inhibit","1,25-Dihydroxyvitamin D (1,25D) analogs engage the vitamin D receptor (VDR) and can exert anticancer and immunomodulatory effects. Although tumors often resist 1,25D monotherapy, combining VDR agonism with histone deacetylase inhibitors (HDACi) restores anticancer efficacy. Here, we present AC-340, a novel bifunctional molecule that incorporates HDACi into a VDR agonist backbone. Besides its robust bifunctionality in vitro in multiple melanoma models, RNaseq analysis of B16-F10 mouse melanoma cells revealed that AC-340 superinduces the expression of a broad array of VDR target genes. Comparative structural studies and ChIP-qPCR revealed that AC-340 forms more interactions than 1,25D with residues in the VDR coactivator binding domain, leading to more efficacious recruitment of coactivator CBP. This, likely coupled with AC-340 HDACi activity, leads to elevated H3K27 acetylation of VDR target genes, a mark of active transcription. Thus, AC-340 functions as a VDR hyperagonist and should be efficacious in mono- or combination therapies against multiple cancer models.",C. 连接型/杂合型（linked/hybrid）
72,2025,J Med Chem,Design and Optimization of LOXL2 and sGC Dual-Target Regulators Targeting Extracellular Matrix Dysregulation and Vasodilation for the Treatment of Pulmonary Arterial Hypertension.,10.1021/acs.jmedchem.5c03039,https://doi.org/10.1021/acs.jmedchem.5c03039,41389019,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,LOXL2/sGC,"on, we designed and synthesized a series of 4-(aminomethyl)-6-(trifluoromethyl)-2-(phenoxy)pyridine derivatives as dual L",,"Current vasodilator therapies for pulmonary arterial hypertension (PAH) improve outcomes but remain limited in halting disease progression. Emerging evidence suggests that dual-acting agents targeting both vasodilation and vascular remodeling demonstrate superior efficacy. Leveraging the distinct roles of LOXL2 in vascular remodeling and sGC in vasodilation, we designed and synthesized a series of 4-(aminomethyl)-6-(trifluoromethyl)-2-(phenoxy)pyridine derivatives as dual LOXL2/sGC modulators via fragment fusion strategy. In vitro, compound 11k emerged as the most potent candidate, significantly suppressing pathological collagen cross-linking and malignant phenotypes while promoting vasodilation. In a hypoxia-induced PAH rat model, its esterified derivative 9k markedly alleviated vascular remodeling and reduced pulmonary artery pressure, showing efficacy comparable to the combination of riociguat and PAT-1251. Consequently, this study proposes a novel strategy for the development of bifunctional PAH drugs, with a focus on extracellular matrix dysfunction and vasoconstriction, and has identified a promising lead compound.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
73,2025,J Med Chem,Structure-Based Discovery of Hsp90/HDAC6 Dual Inhibitors Targeting Aggressive Prostate Cancer.,10.1021/acs.jmedchem.5c00717,https://doi.org/10.1021/acs.jmedchem.5c00717,40699153,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,Hsp90/HDAC6; HDAC6/Hsp90,"he study led to the discovery of compound 17, a potent, nearly balanced, and selective dual inhibitor of HDAC6 and Hsp90 e","make their combined inhibition a promising strategy for treating aggressive prostate cancer (PC). Herein, we present the","HDAC6 and Heat Shock Protein 90 (Hsp90) are key regulators within the androgen response pathway, exhibiting a close interplay and mutual interaction patterns that make their combined inhibition a promising strategy for treating aggressive prostate cancer (PC). Herein, we present the structure-based design of dual inhibitors of Hsp90 and HDAC6 that leveraged the crystal structure requirements of HDAC6 and two distinct Hsp90 binding pockets. The study led to the discovery of compound 17, a potent, nearly balanced, and selective dual inhibitor of HDAC6 and Hsp90 endowed with favorable drug-like properties. The compound demonstrated excellent antiproliferative activity across PC cell lines. In 3D tumor spheroid models, it demonstrated marked anticancer activity and ability to target both established tumor masses and tumor-initiating cell populations. Furthermore, combination studies showed marked synergistic effects that outperformed the coadministration of single-target inhibitors. Overall, compound 17 stands as a promising candidate for further preclinical evaluation against aggressive forms of PC.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
74,2025,J Med Chem,Structure-Based Design of New LSD1/EGFRL858R/T790M Dual Inhibitors for Treating EGFR Mutant NSCLC Cancers.,10.1021/acs.jmedchem.5c00267,https://doi.org/10.1021/acs.jmedchem.5c00267,40015914,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,inhibitor/warrants; EGFRL858R/T790M,,"compound with high potency, selectivity, and unique dual modes of action (namely irreversibly binding to EGFR but re","Epigenetic changes, such as LSD1 dysregulation, contribute to acquired resistance in EGFR mutant NSCLCs and reduce the effectiveness of current therapeutics. To address the challenges, we herein reported the structure-based design of new LSD1/EGFR dual inhibitors, of which ZJY-54 represents the shortlisted lead compound with high potency, selectivity, and unique dual modes of action (namely irreversibly binding to EGFR but reversibly binding to LSD1). ZJY-54 effectively inhibited growth in both parent- and TKI-resistant NSCLC cells. In H1975 cells, ZJY-54 induced accumulation of H3K4me2 and H3K9me2, as well as inhibited phosphorylation of EGFR signaling. ZJY-54 showed favorable PK profiles and effectively inhibited tumor growth in the H1975 xenograft model. ZJY-54 represents the best-in-class LSD1/EGFR dual inhibitor and warrants further preclinical development for treating NSCLCs. These findings highlight the therapeutic potential of LSD1/EGFR dual inhibitors in drug-resistant cancers where EGFR and LSD1 were dysregulated.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
75,2025,J Med Chem,"Design, Synthesis, and Biological Evaluation of Novel Orally Available Covalent CDK12/13 Dual Inhibitors for the Treatment of Tumors.",10.1021/acs.jmedchem.4c01616,https://doi.org/10.1021/acs.jmedchem.4c01616,39948720,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,"Here, we report the discovery of compound 12b as a novel, potent, orally available covalent CDK12/13 dual inhibitor with a","ontributes to both tumorigenesis and the development of resistance to antitumor therapies. Thus, the functional","Cyclin-dependent kinases 12 and 13 (CDK12/13) safeguard genomic integrity by preferentially regulating gene expression in the DNA damage response (DDR). The CDK12/13-mediated upregulation of DDR genes and pathways significantly contributes to both tumorigenesis and the development of resistance to antitumor therapies. Thus, the functional inhibition of CDK12/13 offers an attractive strategy to combat carcinogenesis, particularly for refractory and treatment-resistant cancers. Here, we report the discovery of compound 12b as a novel, potent, orally available covalent CDK12/13 dual inhibitor with a promising safety profile and robust in vivo antitumor properties.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
76,2025,J Med Chem,"Design, Synthesis, and Activity Evaluation of Novel Bifenamide Dual-Target Antibacterial Inhibitors and Carrier Based on Infectious Microenvironment.",10.1021/acs.jmedchem.4c02913,https://doi.org/10.1021/acs.jmedchem.4c02913,39935372,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"cal structures were synthesized, characterized, and evaluated for antibacterial activity. Among them, the compound 12b, w","the external environment worsens and immune function declines, Gram-negative bacterial infections are causing m","As the external environment worsens and immune function declines, Gram-negative bacterial infections are causing more and more serious pathological damage. In the study, three series of novel bifenamide dual-target (PD-L1/LpxC) compounds were designed using the skeleton growth method. Their chemical structures were synthesized, characterized, and evaluated for antibacterial activity. Among them, the compound 12b, which exhibited excellent dual-target (PD-L1/LpxC) inhibition ability, could efficiently block the biosynthesis of bacterial lipopolysaccharide (LPS), leading to pathogenic cell lysis and death. Moreover, the nanocomposite (NC-12b) was also prepared based on the infection microenvironment to improve the bioavailability and targeting of compound 12b. In vivo evaluation confirmed the dual functions of these components, including bacterial inhibition and immune activation, thereby synergistically accelerating the body's recovery process.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
77,2023,J Med Chem,Pharmacological and Physicochemical Properties Optimization for Dual-Target Dopamine D3 (D3R) and &#x3bc;-Opioid (MOR) Receptor Ligands as Potentially Safer Analgesics.,10.1021/acs.jmedchem.3c00417,https://doi.org/10.1021/acs.jmedchem.3c00417,37467430,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,"es was designed and synthesized. Combining in vitro cell-based on-target/off-target affinity screening, in silico compute",,"A new generation of dual-target &#x3bc; opioid receptor (MOR) agonist/dopamine D3 receptor (D3R) antagonist/partial agonists with optimized physicochemical properties was designed and synthesized. Combining in vitro cell-based on-target/off-target affinity screening, in silico computer-aided drug design, and BRET functional assays, we identified new structural scaffolds that achieved high affinity and agonist/antagonist potencies for MOR and D3R, respectively, improving the dopamine receptor subtype selectivity (e.g., D3R over D2R) and significantly enhancing central nervous system multiparameter optimization scores for predicted blood-brain barrier permeability. We identified the substituted trans-(2S,4R)-pyrrolidine and trans-phenylcyclopropyl amine as key dopaminergic moieties and tethered these to different opioid scaffolds, derived from the MOR agonists TRV130 (3) or loperamide (6). The lead compounds 46, 84, 114, and 121 have the potential of producing analgesic effects through MOR partial agonism with reduced opioid-misuse liability via D3R antagonism. Moreover, the peripherally limited derivatives could have therapeutic indications for inflammation and neuropathic pain.",C. 连接型/杂合型（linked/hybrid）
78,2025,J Med Chem,CD160-Derived Peptide as a Bidirectional Inhibitor Toward Immune Checkpoints BTLA/HVEM and HVEM/LIGHT.,10.1021/acs.jmedchem.5c02037,https://doi.org/10.1021/acs.jmedchem.5c02037,41319234,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"veral peptides were synthesized and assessed for HVEM binding using SpS analysis, and their inhibitory activity was evalu","analysis, and their inhibitory activity was evaluated in ELISA and cell-based assays. One peptide, namely A5, demonstrat","BTLA and HVEM are key immune checkpoint proteins involved in regulating immune responses. Since HVEM also binds to CD160 at a site that overlaps with the BTLA binding site, CD160-derived fragments were used to design peptide inhibitors targeting this interface. Several peptides were synthesized and assessed for HVEM binding using SpS analysis, and their inhibitory activity was evaluated in ELISA and cell-based assays. One peptide, namely A5, demonstrated strong HVEM binding and effectively blocked the BTLA/HVEM interaction. Molecular docking results revealed that peptide A5 binds to HVEM not only at the BTLA interaction site but also at the region involved in LIGHT binding. Consistent with these findings, ELISA and cell-based assays confirmed that A5 effectively disrupts both BTLA/HVEM and HVEM/LIGHT complex formation. These results suggest that A5 acts as a dual inhibitor of HVEM interactions, with potential therapeutic implications for immune-related disorders.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
79,2025,J Med Chem,"Design, Structure Optimization, and Preclinical Evaluation of 188Re-Labeled FAPI for Targeted Radionuclide Therapy.",10.1021/acs.jmedchem.5c00837,https://doi.org/10.1021/acs.jmedchem.5c00837,40524336,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"study, we designed, synthesized, and systematically evaluated four triamidomonothiol (N3S) tetradentate donor type relate","Rhenium-188 (188Re) is a promising theranostic radionuclide due to its cost-effectiveness, therap","Rhenium-188 (188Re) is a promising theranostic radionuclide due to its cost-effectiveness, therapeutic &#x3b2;- emissions, and SPECT-compatible &#x3b3; rays. However, Re's complex coordination chemistry challenges stable bifunctional chelator development. Despite sharing Group 7 traits with technetium, substituting 99mTc with 188Re is hindered by ReO4-'s lower reducibility. In this study, we designed, synthesized, and systematically evaluated four triamidomonothiol (N3S) tetradentate donor type related radiotracers: 188Re-labeled MAS3-FAPI, MAS3-DOTA-FAPI, MAE3-FAPI, and MAE3-DOTA-FAPI. All the radiotracers exhibited efficient radiolabeling with yields exceeding 80%. MAE3-based chelators demonstrated good stability (RCP &gt;90% at 6 h). In vitro studies also confirmed the FAP-specific binding. In vivo performance through SPECT/CT imaging and biodistribution studies in HT1080-FAP xenografts revealed distinct pharmacokinetic profiles: DOTA-modified tracers (MAS3-DOTA-FAPI and MAE3-DOTA-FAPI) showed enhanced tumor uptake and prolonged retention with significantly reduced hepatic/intestinal accumulation. Notably, [188Re]Re-MAE3-DOTA-FAPI achieved high tumor specificity, sustained intra",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
80,2025,J Med Chem,Bifunctional Inhibition of Botulinum Neurotoxin A Protease: Unexpected Active Site Inhibition Enhances Covalent Targeting of an Allosteric Site.,10.1021/acs.jmedchem.5c00417,https://doi.org/10.1021/acs.jmedchem.5c00417,40223217,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,ting scaffolds were prepared and examined. The structure-activity relationship and kinetic analyses of these inhibitor,Botulinum neurotoxin (BoNT) is the most toxic protein known to man and a Tier 1 bioterrorism agent.,"Botulinum neurotoxin (BoNT) is the most toxic protein known to man and a Tier 1 bioterrorism agent. Among its serotypes, BoNT/A possesses the greatest potency and persistence, as such strategies to counteract it are highly coveted. Bifunctional molecules incorporating both metal chelation and a covalent warhead have shown great potential for blunting BoNT/A LC's toxicity/longevity. To further explore this idea, new warheads as well as zinc metal-chelating scaffolds were prepared and examined. The structure-activity relationship and kinetic analyses of these inhibitors challenged the standard protease assay leading to a new screening platform implemented and validated. Reconnaissance studies from this new screening platform delineated an unprecedented structural flexibility associated with BoNT/A's enzyme pocket, which can be induced by a small molecule for enhanced allosteric target inhibition of the protease. The culmination of these findings offers previously unrealized opportunities for neutralizing the BoNT/A protease and thus future in vivo applications.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
81,2023,J Med Chem,Rearmed Bifunctional Chelating Ligand for 225Ac/155Tb Precision-Guided Theranostic Radiopharmaceuticals&#x2500;H4noneunpaX.,10.1021/acs.jmedchem.3c01151,https://doi.org/10.1021/acs.jmedchem.3c01151,37738446,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,,ing neuroendocrine tumors. Single photon emission computed tomography/CT and biodistribution studies of 155Tb-ra,"Superior bifunctional chelating ligands, which can sequester both &#x3b1;-emitting radionuclides (225Ac, 213Bi) and their diagnostic companions (155Tb, 111In), remain a formidable challenge to translating targeted alpha therapy, with complementary diagnostic imaging, to the clinic. H4noneupaX, a chelating ligand with an unusual diametrically opposed arrangement of pendant donor groups, has been developed to this end. H4noneunpaX preferentially complexes Ln3+ and An3+ ions, forming thermodynamically stable (pLa = 17.8, pLu = 21.3) and kinetically inert complexes&#x2500;single isomeric species by nuclear magnetic resonance and density functional theory. Metal binding versatility demonstrated in radiolabeling [111In]In3+, [155Tb]Tb3+, [177Lu]Lu3+, and [225Ac]Ac3+ achieved high molar activities under mild conditions. Efficient, scalable synthesis enabled in vivo evaluation of bifunctional H4noneunpaX conjugated to two octreotate peptides targeting neuroendocrine tumors. Single photon emission computed tomography/CT and biodistribution studies of 155Tb-radiotracers in AR42J tumor-bearing mice showed excellent image contrast, good tumor uptake, and high in vivo stability. H4noneunpaX sho",C. 连接型/杂合型（linked/hybrid）
82,2023,J Med Chem,Targeted Degradation of Alpha-Synuclein by Autophagosome-Anchoring Chimera Peptides.,10.1021/acs.jmedchem.3c01303,https://doi.org/10.1021/acs.jmedchem.3c01303,37652467,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,PROTAC/降解剂(连接型双功能),摘要明示,见题目/摘要,s were designed and synthesized. Biological evaluations demonstrated that these compounds could degrade &#x3b1;Syn specif,,"Targeted protein degradation (TPD) confers knockdown of ""undruggable"" targets such as alpha-synuclein (&#x3b1;Syn), a pathogenic protein in multiple neurodegenerative diseases. Though many of these proteins were mainly degraded through the autophagy-lysosome pathway (ALP), few TPD tools harnessing the ALP were reported. Herein, we developed a strategy termed autophagosome-anchoring chimera (ATACC), in which the protein of interest (POI) can be anchored to microtubule-associated protein-1 light chain-3B (LC3B) on the autophagosome with the assistance of an LC3-interacting region (LIR)-containing bifunctional peptide, and the selective autophagy of the POI is thus facilitated. A series of &#x3b1;Syn-targeting ATACC peptides were designed and synthesized. Biological evaluations demonstrated that these compounds could degrade &#x3b1;Syn specifically and effectively through a ""chemical-induced cargo recognition-ALP degradation"" mechanism. The neuroprotective effects of ATACC peptide P1 were further validated in vitro and in vivo. Collectively, our results provided a new TPD tool and revealed a potential therapeutic strategy against synucleinopathies.",D. PROTAC/降解剂（连接型双功能）
83,2023,J Med Chem,Cyclic Diguanylate G-Quadruplex Inducer-Nitric Oxide Donor Conjugate as a Bifunctional Antibiofilm Agent and Antibacterial Synergist against Pseudomonas aeruginosa with a Hyperbiofilm Phenotype.,10.1021/acs.jmedchem.3c00516,https://doi.org/10.1021/acs.jmedchem.3c00516,37606617,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,"rs, we designed and synthesized a c-di-GMP G-quadruplex inducer-NO donor conjugate (A11@NO) as a bifunctional antibiofilm","owed better biofilm inhibition efficiency than A11, and it can also eradicate mature biofilm. Additionally, it exhibited","Antibiotic resistance caused by biofilm formation is a clinical challenge. Nitric oxide (NO) can effectively disperse a mature biofilm and can also synergistically influence the level of cyclic diguanylate (c-di-GMP), a universal secondary messenger that plays an important role in biofilm formation in bacteria. Based on our previous finding that c-di-GMP G-quadruplex inducers are effective biofilm formation inhibitors, we designed and synthesized a c-di-GMP G-quadruplex inducer-NO donor conjugate (A11@NO) as a bifunctional antibiofilm agent after obtaining the c-di-GMP G-quadruplex inducer (A11), which has an amino group capable of binding to a nitroso group (NO donor). The conjugate A11@NO showed better biofilm inhibition efficiency than A11, and it can also eradicate mature biofilm. Additionally, it exhibited good antimicrobial synergism against Pseudomonas aeruginosa and helped elevate the bactericidal efficiency of tobramycin against biofilm-formed bacteria. In combination with tobramycin, A11@NO also improved the survival rate of Caenorhabditis elegans in a hyperbiofilm environment.",C. 连接型/杂合型（linked/hybrid）
84,2023,J Med Chem,"Discovery of a Novel Bifunctional Steroid Analog, YXG-158, as an Androgen Receptor Degrader and CYP17A1 Inhibitor for the Treatment of Enzalutamide-Resistant Prostate Cancer.",10.1021/acs.jmedchem.3c00880,https://doi.org/10.1021/acs.jmedchem.3c00880,37458396,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,PROTAC/降解剂(连接型双功能),摘要明示,见题目/摘要,"a series of steroid analogs were designed, synthesized, and identified as selective AR degraders, among which YXG-158","he most potent antitumor compound with dual functions of AR degradation and CYP17A1 inhibition. In addition, 23-","The androgen/androgen receptor (AR) signaling pathway plays an important role in castration-resistant prostate cancer (CRPC). Bifunctional agents that simultaneously degrade AR and inhibit androgen synthesis are expected to block the androgen/AR signaling pathway more thoroughly, demonstrating the promising therapeutic potential for CRPC, even enzalutamide-resistant CRPC. Herein, a series of steroid analogs were designed, synthesized, and identified as selective AR degraders, among which YXG-158 (23-h) was the most potent antitumor compound with dual functions of AR degradation and CYP17A1 inhibition. In addition, 23-h abrogated the hERG inhibition and exhibited excellent PK profiles. In vivo, 23-h effectively inhibited the growth of hormone-sensitive organs in the Hershberger assay and exhibited robust antitumor efficacy both in enzalutamide-sensitive (LNCaP/AR) and enzalutamide-resistant (C4-2b-ENZ) xenograft models. Thus, 23-h was chosen as a preclinical candidate for the treatment of enzalutamide-resistant prostate cancer.",D. PROTAC/降解剂（连接型双功能）
85,2023,J Med Chem,Novel H2S-Releasing Bifunctional Antihistamine Molecules with Improved Antipruritic and Reduced Sedative Actions.,10.1021/acs.jmedchem.3c00321,https://doi.org/10.1021/acs.jmedchem.3c00321,37409873,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,pharmacophores were synthesized and tested in vitro and in vivo. H2S release from the hybrid molecules was evaluated with,e factor expression inhibition. All new compounds released H2S in a dose-dependent manner and retained histamine blockin,"Hydrogen sulfide (H2S) is an endogenous gasotransmitter with anti-inflammatory actions that also reduces itching. To test whether a combination of an antihistamine with a H2S donor has improved antipruritic efficacy, bifunctional molecules with antihistamine and H2S-releasing pharmacophores were synthesized and tested in vitro and in vivo. H2S release from the hybrid molecules was evaluated with the methylene blue and lead acetate methods, and H1-blocking activity was assessed by determining tissue factor expression inhibition. All new compounds released H2S in a dose-dependent manner and retained histamine blocking activity. Two compounds with the highest potency were evaluated in vivo for their antipruritic as well as sedative action; they proved to possess higher efficacy in inhibiting histamine-induced pruritus and decreased sedative effects compared to the parent compounds (hydroxyzine and cetirizine), suggesting that they exhibit superior antipruritic action and limited side effects that likely arise from the H2S-releasing moiety.",C. 连接型/杂合型（linked/hybrid）
86,2026,J Med Chem,"Discovery of 1,2,3,4-Tetrahydrochromeno[3,4-c]pyridin-5-one Derivatives as Novel MTHFD Inhibitors for the Treatment of Acute Myeloid Leukemia.",10.1021/acs.jmedchem.6c00023,https://doi.org/10.1021/acs.jmedchem.6c00023,41859783,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,,"and induced marked tumor regression in MOLM-13 xenograft models with minimal toxicity, outperforming the referen","One-carbon metabolism is essential for nucleotide biosynthesis and redox homeostasis, and its key enzymes, MTHFD2 and MTHFD1, are aberrantly activated in diverse cancers, particularly acute myeloid leukemia (AML). Herein, we solved the X-ray crystallography of the reported MTHFD inhibitor DS18561882 bound to MTHFD2 and performed systematic structure-activity optimization, leading to the identification of a highly selective MTHFD2 inhibitor (compound 31) and a dual MTHFD1/2 inhibitor (compound 34). Cocrystal structural analysis revealed that subtle modifications of the aminosulfonamide motif dictate isoform selectivity by reshaping hydrogen bond and hydrophobic networks within the MTHFDs active site. Notably, the dual inhibitor 34 exhibited superior antiproliferative activities across AML cell lines and induced marked tumor regression in MOLM-13 xenograft models with minimal toxicity, outperforming the reference compound DS18561882. Our findings establish rational design principles for isoform-selective and dual MTHFD1/2 inhibitors and highlight a combined MTHFD1/2 blockade as a promising therapeutic strategy for AML.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
87,2024,J Med Chem,Discovery of the First-in-Class Dual-Target ROCK/HDAC Inhibitor with Potent Antitumor Efficacy in Vivo That Trigger Antitumor Immunity.,10.1021/acs.jmedchem.4c02183,https://doi.org/10.1021/acs.jmedchem.4c02183,39523548,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个紧凑分子(双同工酶/双激酶；通常非长链linker),摘要推断,ROCK/HDAC-targeting,,"icantly suppressed tumor growth without apparent toxicity. Importantly, 10h induced immunogenic cell death (ICD)","Triple-negative breast cancer (TNBC) represents a highly aggressive and heterogeneous malignancy. Currently, multitarget drug approaches present a promising therapeutic approach for TNBC. Utilizing a combinatorial chemistry strategy to construct a virtual screening database, dual ROCK/HDAC-targeting benzothiophene compounds were identified. Notably, compound 10h effectively inhibits ROCK1/2 and HDAC1/2/3/6/8 while demonstrating potent antiproliferative activity against breast cancer cells. In an orthotopic mouse model of breast cancer, 10h significantly suppressed tumor growth without apparent toxicity. Importantly, 10h induced immunogenic cell death (ICD), promoted dendritic cells (DCs) maturation, and activated T cells, thereby initiating antitumor immunity. In conclusion, compound 10h is a novel dual-target ROCK/HDAC inhibitor that represents a promising treatment strategy for TNBC.",A. 单个紧凑分子（双同工酶/双激酶，通常非长linker）
