repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type,p_active_nlrp3,nlrp3_percentile,nlrp3_pred_active,max_tanimoto_nlrp3_train,scaffold,rank_nlrp3,dock_score,glide_score_xp,docking_status,pdb_id,nlrp3_dock_score,nlrp3_glide_score_xp,nlrp3_docking_status,nlrp3_pdb_id,s_u_percentile,s_n_ml_percentile,s_n_dock_percentile,s_n_percentile,pareto_front
REP_07969,CHEMBL4297542,GSK-2018682,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,NFIGDBFIDKDNIG-UHFFFAOYSA-N,440.89,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1cncc(-c2nc(-c3cccc4[nH]ccc34)no2)c1,369,-7.391,-7.391,docked,9DKB,-6.848,-6.848,docked,7ALV,52.436708860759495,75.31645569620254,69.24050632911393,75.31645569620254,False
REP_00721,CHEMBL2177390,IPATASERTIB,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,GRZXWCHAXNAUHY-NSISKUIASA-N,458.01,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(Cc1ccccc1)N1CCN(c2ncnc3c2CCC3)CC1,414,-7.389,-7.389,docked,9DKB,-6.226,-6.226,docked,7ALV,52.34177215189874,75.31645569620254,31.803797468354432,75.31645569620254,False
REP_00959,CHEMBL4285417,CERALASERTIB,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,OHUHVTCQTUDPIJ-JYCIKRDWSA-N,412.52,3.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1cc2c(-c3nc(C4CC4)cc(N4CCOCC4)n3)cc[nH]c-2n1,120,-7.388,-7.388,docked,9DKB,-6.044,-6.044,docked,7ALV,52.24683544303797,91.36075949367088,24.018987341772146,91.36075949367088,False
REP_01151,CHEMBL5095035,CAMLIPIXANT,CNC(=O)c1cc(F)c(-c2nc3cc(C)ccn3c2C[C@H]2CN(C(=O)OC)CCO2)c(F)c1,SEHLMRJSQFAPCJ-HNNXBMFYSA-N,458.47,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(-c2nc3ccccn3c2CC2CNCCO2)cc1,1322,-7.388,-7.388,docked,9DKB,-6.973,-6.973,docked,7ALV,52.24683544303797,23.734177215189874,76.4873417721519,76.4873417721519,False
REP_03940,CHEMBL2106296,ICOMETASONE ENBUTATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,OVTRPNSKIPQZEC-NJLPOHDGSA-N,521.05,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,881,-7.387,-7.387,docked,9DKB,-6.227,-6.227,docked,7ALV,52.120253164556964,49.68354430379747,31.930379746835445,49.68354430379747,False
REP_07507,CHEMBL89326,MOXILUBANT,COc1cc(C(=O)N(C(C)C)C(C)C)ccc1OCCCCCOc1ccc(C(=N)N)cc1,VAYJLOGCWOXMAS-UHFFFAOYSA-N,455.6,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(OCCCCCOc2ccccc2)cc1,1115,-7.387,-7.387,docked,9DKB,-6.199,-6.199,docked,7ALV,52.120253164556964,23.734177215189874,30.474683544303794,30.474683544303794,False
REP_05088,CHEMBL2349310,AZD-8797,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,ZMQSLMZOWVGBSM-GXTWGEPZSA-N,403.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(CSc2ncc3scnc3n2)cc1,101,-7.385,-7.385,docked,9DKB,-6.6,-6.6,docked,7ALV,51.962025316455694,91.36075949367088,53.32278481012658,91.36075949367088,False
REP_07732,CHEMBL256563,MONEPANTEL,C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,WTERNLDOAPYGJD-SFHVURJKSA-N,473.4,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.84744334,83.62783988460151,True,,O=C(NCCOc1ccccc1)c1ccccc1,1363,-7.385,-7.385,docked,9DKB,-6.933,-6.933,docked,7ALV,51.962025316455694,14.303797468354432,75.0632911392405,75.0632911392405,False
REP_07877,CHEMBL398338,ABT-102,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,TYOYXJNGINZFET-GOSISDBHSA-N,348.45,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1cccc2[nH]ncc12)NC1CCc2ccccc21,780,-7.385,-7.385,docked,9DKB,-6.673,-6.673,docked,7ALV,51.962025316455694,49.68354430379747,57.65822784810126,57.65822784810126,False
REP_05166,CHEMBL258940,FALNIDAMOL,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,FTFRZXFNZVCRSK-UHFFFAOYSA-N,387.85,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc(Nc2ncnc3cnc(NC4CCNCC4)nc23)cc1,359,-7.382,-7.382,docked,9DKB,-6.231,-6.231,docked,7ALV,51.835443037974684,75.31645569620254,32.120253164556964,75.31645569620254,False
REP_07983,CHEMBL4303449,ARQ-621,C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,UPJSUQWHUVLLNW-XMMPIXPASA-N,552.44,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCc1nc2ccccc2c(=O)n1Nc1ccccc1)c1ccccc1,952,-7.381,-7.381,docked,9DKB,-7.274,-7.274,docked,7ALV,51.74050632911392,49.68354430379747,90.25316455696203,90.25316455696203,False
REP_08219,CHEMBL5426285,"5-(6-BENZOTHIAZOLYLMETHYLENE)-3,5-DIHYDRO-2-(((1S)-1-(METHOXYMETHYL)-3-METHYLBUTYL)AMINO)-4H-IMIDAZOL-4-ONE, (5Z)-",COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,CHQYAWLKOUOTQO-QVYJARAXSA-N,358.47,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C1NC=NC1=Cc1ccc2ncsc2c1,1301,-7.381,-7.381,docked,9DKB,-5.233,-5.233,docked,7ALV,51.74050632911392,23.734177215189874,4.746835443037978,23.734177215189874,False
REP_00720,CHEMBL217092,SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,542.04,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1cc(Nc2ncnc3cc(OCCN4CCNCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2,1132,-7.38,-7.38,docked,9DKB,-6.791,-6.791,docked,7ALV,51.64556962025316,23.734177215189874,65.56962025316454,65.56962025316454,False
REP_07121,CHEMBL5314923,MIZAGLIFLOZIN,Cc1cc(OCCCNCC(C)(C)C(N)=O)ccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C,LREHMKLEOJAVMQ-TXKDOCKMSA-N,564.68,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Cc2c[nH]nc2OC2CCCCO2)cc1,632,-7.378,-7.378,docked,9DKB,-6.781,-6.781,docked,7ALV,51.55063291139241,49.68354430379747,65.03164556962025,65.03164556962025,False
REP_05976,CHEMBL3989448,TOLAFENTRINE,COc1cc2c(cc1OC)[C@H]1CN(C)CC[C@H]1N=C2c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,FVZJIAUYFDQQKJ-JWQCQUIFSA-N,505.64,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.8460493,83.61581920903954,True,,O=S(=O)(Nc1ccc(C2=NC3CCNCC3c3ccccc32)cc1)c1ccccc1,1364,-7.378,-7.378,docked,9DKB,-6.547,-6.547,docked,7ALV,51.55063291139241,14.240506329113925,50.4746835443038,50.4746835443038,False
REP_07807,CHEMBL3545076,LY-2584702,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,FYXRSVDHGLUMHB-UHFFFAOYSA-N,445.42,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(-c2c[nH]c(C3CCN(c4ncnc5[nH]ncc45)CC3)n2)cc1,1276,-7.377,-7.377,docked,9DKB,-6.888,-6.888,docked,7ALV,51.4240506329114,23.734177215189874,71.77215189873418,71.77215189873418,False
REP_01150,CHEMBL5095034,SOVLEPLENIB,CS(=O)(=O)N1CCC(c2ccc(-c3ncc4nccnc4c3NC[C@@H]3CNCCO3)cc2)CC1,BRCHZKBUGSKTND-FQEVSTJZSA-N,482.61,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1cnc2c(NCC3CNCCO3)c(-c3ccc(C4CCNCC4)cc3)ncc2n1,1321,-7.377,-7.377,docked,9DKB,-5.873,-5.873,docked,7ALV,51.4240506329114,23.734177215189874,16.835443037974684,23.734177215189874,False
REP_01052,CHEMBL4475463,AMCENESTRANT,O=C(O)c1ccc2c(c1)CCCC(c1ccc(Cl)cc1Cl)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,KISZAGQTIXIVAR-VWLOTQADSA-N,554.49,3.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(C2=C(c3ccc(OC4CCNC4)cc3)c3ccccc3CCC2)cc1,59,-7.374,-7.374,docked,9DKB,-5.781,-5.781,docked,7ALV,51.297468354430386,91.36075949367088,14.335443037974683,91.36075949367088,False
REP_00197,CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,PBAPPPCECJKMCM-IBGZPJMESA-N,396.52,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,993,-7.374,-7.374,docked,9DKB,-5.981,-5.981,docked,7ALV,51.297468354430386,49.68354430379747,21.4873417721519,49.68354430379747,False
REP_01013,CHEMBL4297608,ELDECALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O,FZEXGDDBXLBRTD-AYIMTCTASA-N,490.73,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.5661083,81.48815963457146,True,,C=C1CCCCC1=CC=C1CCCC2CCCC12,1541,-7.37,-7.37,docked,9DKB,-7.012,-7.012,docked,7ALV,51.20253164556963,3.0379746835443036,78.95569620253164,78.95569620253164,False
REP_01510,CHEMBL121810,GANSTIGMINE,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,ZOBDWFRKFSPCRB-UNMCSNQZSA-N,381.48,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCNOC1N2,565,-7.368,-7.368,docked,9DKB,-6.912,-6.912,docked,7ALV,51.139240506329116,49.68354430379747,73.41772151898735,73.41772151898735,False
REP_05024,CHEMBL2218915,BERVASTATIN,CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,ZADJRRFMOOACHL-BUHFOSPRSA-N,466.55,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,C1=C(c2ccccc2)c2ccccc2OC12CCCC2,48,-7.366,-7.366,docked,9DKB,-6.209,-6.209,docked,7ALV,51.07594936708861,91.36075949367088,30.886075949367086,91.36075949367088,False
REP_06367,CHEMBL4297453,PM-00104,COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3Cc4c(OC(C)=O)c(C)c5c(c4[C@H](CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)N3[C@@H](O)[C@H](C2)N1C)OCO5,VPAHZSUNBOYNQY-DLVGLDQCSA-N,709.72,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(C=Cc1ccccc1)NCC1c2c(ccc3c2OCO3)CC2C3NC(Cc4ccccc43)CN12,863,-7.364,-7.364,docked,9DKB,-7.333,-7.333,docked,7ALV,51.01265822784811,49.68354430379747,91.83544303797468,91.83544303797468,False
REP_02443,CHEMBL200102,PU-H71,CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21,SUPVGFZUWFMATN-UHFFFAOYSA-N,512.38,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ncc2nc(Sc3ccc4c(c3)OCO4)[nH]c2n1,1083,-7.363,-7.363,docked,9DKB,-4.62,-4.62,docked,7ALV,50.9493670886076,49.68354430379747,0.6962025316455733,49.68354430379747,False
REP_07008,CHEMBL5314429,TAMNORZATINIB,COc1cc2nccc(Oc3ccc(NC(=O)c4cc5c(n(-c6ccccc6)c4=O)CCCC5=O)nc3)c2cc1OC,WHMMKPWGWNYYFE-UHFFFAOYSA-N,562.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C1CCCc2c1cc(C(=O)Nc1ccc(Oc3ccnc4ccccc34)cn1)c(=O)n2-c1ccccc1,333,-7.358,-7.358,docked,9DKB,-6.933,-6.933,docked,7ALV,50.8860759493671,75.31645569620254,75.0632911392405,75.31645569620254,False
REP_00568,CHEMBL188185,BUNAZOSIN,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,RHLJLALHBZGAFM-UHFFFAOYSA-N,373.46,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc2nc(N3CCCNCC3)ncc2c1,617,-7.357,-7.357,docked,9DKB,-5.333,-5.333,docked,7ALV,50.822784810126585,49.68354430379747,6.0126582278481,49.68354430379747,False
REP_07637,CHEMBL186113,GW-328267,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,FLBKPDIBGNWXMT-NIQZGXKPSA-N,482.51,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc(CCNc2ncc3ncn(C4CCC(c5nn[nH]n5)O4)c3n2)cc1,454,-7.355,-7.355,docked,9DKB,-6.283,-6.283,docked,7ALV,50.75949367088608,75.31645569620254,34.5253164556962,75.31645569620254,False
REP_06643,CHEMBL4650322,RUNCACIGUAT,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,NCRMKIWHFXSBGZ-CNBXIYLPSA-N,488.33,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cc1ccccc1)Nc1cccc(CC2CC2)c1,541,-7.354,-7.354,docked,9DKB,-7.015,-7.015,docked,7ALV,50.63291139240506,49.68354430379747,79.0506329113924,79.0506329113924,False
REP_07156,CHEMBL54440,MEVASTATIN,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,AJLFOPYRIVGYMJ-INTXDZFKSA-N,390.52,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,1235,-7.354,-7.354,docked,9DKB,-6.194,-6.194,docked,7ALV,50.63291139240506,23.734177215189874,30.15822784810127,30.15822784810127,False
REP_00291,CHEMBL416146,ETORICOXIB,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,MNJVRJDLRVPLFE-UHFFFAOYSA-N,358.85,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL,0.588873,81.71655247024883,True,,c1ccc(-c2cccnc2-c2cccnc2)cc1,1522,-7.354,-7.354,docked,9DKB,-6.114,-6.114,docked,7ALV,50.63291139240506,4.240506329113924,26.930379746835442,26.930379746835442,False
REP_05889,CHEMBL3822773,PX-102,O=C(O)c1ccc([C@H]2C[C@@H]2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1,XBUXXJUEBFDQHD-NHCUHLMSSA-N,554.86,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,596,-7.352,-7.352,docked,9DKB,-6.788,-6.788,docked,7ALV,50.50632911392405,49.68354430379747,65.31645569620252,65.31645569620252,False
REP_00747,CHEMBL2387080,TASELISIB,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,BEUQXVWXFDOSAQ-UHFFFAOYSA-N,460.54,3.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1n[nH]c(-c2cn3c(n2)-c2ccc(-c4cn[nH]c4)cc2OCC3)n1,137,-7.351,-7.351,docked,9DKB,-6.772,-6.772,docked,7ALV,50.37974683544304,91.36075949367088,64.55696202531645,91.36075949367088,False
REP_07300,CHEMBL6068031,RISELCAFTOR,COc1ccc(C)cc1[C@@]1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)C[C@H](c2ccccc2)CO1,ILQPLXMPYBURHT-PZGXJGMVSA-N,516.62,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NS(=O)(=O)c1cccc2ncccc12)C1(c2ccccc2)CC(c2ccccc2)CO1,1078,-7.351,-7.351,docked,9DKB,-6.693,-6.693,docked,7ALV,50.37974683544304,49.68354430379747,59.367088607594944,59.367088607594944,False
REP_05378,CHEMBL296373,EDATREXATE,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,FSIRXIHZBIXHKT-MHTVFEQDSA-N,467.49,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(CCc2cnc3ncncc3n2)cc1,782,-7.351,-7.351,docked,9DKB,-6.316,-6.316,docked,7ALV,50.37974683544304,49.68354430379747,35.949367088607595,49.68354430379747,False
REP_01169,CHEMBL5095404,BEMNIFOSBUVIR,CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F,OISLSHLAXHALQZ-HEOQURLSSA-N,581.54,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)Oc1ccccc1,548,-7.346,-7.346,docked,9DKB,-4.881,-4.881,docked,7ALV,50.25316455696203,49.68354430379747,1.5822784810126556,49.68354430379747,False
REP_06711,CHEMBL475786,EMBECONAZOLE,C[C@@H](S[C@H]1CO[C@H](/C=C/C=C/c2ccc(C#N)cc2F)OC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,XSRKBFUVSRRJDX-GGZJQHSXSA-N,542.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C(C=CC1OCC(SCC(Cn2cncn2)c2ccccc2)CO1)=Cc1ccccc1,1054,-7.345,-7.345,docked,9DKB,-6.706,-6.706,docked,7ALV,50.18987341772152,49.68354430379747,60.25316455696203,60.25316455696203,False
REP_00288,CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP-UHFFFAOYSA-N,441.55,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1NC(=O)C(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1,939,-7.342,-7.342,docked,9DKB,-6.026,-6.026,docked,7ALV,50.12658227848101,49.68354430379747,23.417721518987346,49.68354430379747,False
REP_06939,CHEMBL513909,BI-2536,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,XQVVPGYIWAGRNI-JOCHJYFZSA-N,521.67,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCNCC4)cc3)ncc2N1,830,-7.341,-7.341,docked,9DKB,-6.487,-6.487,docked,7ALV,50.063291139240505,49.68354430379747,45.75949367088607,49.68354430379747,False
REP_00937,CHEMBL4072833,EVOBRUTINIB,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,QUIWHXQETADMGN-UHFFFAOYSA-N,429.52,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Oc2ccc(-c3cncnc3NCC3CCNCC3)cc2)cc1,886,-7.34,-7.34,docked,9DKB,-5.923,-5.923,docked,7ALV,50.0,49.68354430379747,18.481012658227847,49.68354430379747,False
REP_07914,CHEMBL4297217,MOLIBRESIB BESYLATE,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21.O=S(=O)(O)c1ccccc1,UQGMFOYDYUZADE-FERBBOLQSA-N,582.08,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1.c1ccccc1,919,-7.339,-7.339,docked,9DKB,-6.805,-6.805,docked,7ALV,49.90506329113924,49.68354430379747,66.67721518987342,66.67721518987342,False
REP_07084,CHEMBL5314529,MONLUNABANT,CC(=O)NC(=N)/N=C(\NS(=O)(=O)c1ccc(C(F)(F)F)cc1)N1N=C(c2ccc(Cl)cc2)C[C@H]1c1ccccc1,BWTOCEGDOPMUFY-QHCPKHFHSA-N,591.02,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,N=C(NS(=O)(=O)c1ccccc1)N1N=C(c2ccccc2)CC1c1ccccc1,620,-7.339,-7.339,docked,9DKB,-6.524,-6.524,docked,7ALV,49.90506329113924,49.68354430379747,48.70253164556962,49.68354430379747,False
REP_08213,CHEMBL5409389,NT-0796,CC(C)OC(=O)[C@@H](Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,UMUQEMHROZVOTF-LJQANCHMSA-N,409.49,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1c2c(cc3c1CCC3)CCC2)OCCc1ncccn1,5,-7.338,-7.338,docked,9DKB,-6.001,-6.001,docked,7ALV,49.778481012658226,91.36075949367088,22.31012658227848,91.36075949367088,False
REP_07248,CHEMBL5940975,RG6341,Cc1nc2ncn(C)c2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,FIBJEOLUMVIRIT-DZGCQCFKSA-N,426.86,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,613,-7.338,-7.338,docked,9DKB,-6.251,-6.251,docked,7ALV,49.778481012658226,49.68354430379747,33.10126582278481,49.68354430379747,False
REP_02242,CHEMBL182066,RADIPRODIL,O=C(Nc1ccc2nc(O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,GKGRZLGAQZPEHO-UHFFFAOYSA-N,397.41,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1ccc2ncoc2c1)C(=O)N1CCC(Cc2ccccc2)CC1,148,-7.337,-7.337,docked,9DKB,-5.309,-5.309,docked,7ALV,49.68354430379747,91.36075949367088,5.506329113924046,91.36075949367088,False
REP_06013,CHEMBL3989547,ABAFUNGIN,Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,TYBHXIFFPVFXQW-UHFFFAOYSA-N,378.5,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)cc1,417,-7.335,-7.335,docked,9DKB,-6.683,-6.683,docked,7ALV,49.588607594936704,75.31645569620254,58.322784810126585,75.31645569620254,False
REP_00940,CHEMBL4091374,LANIFIBRANOR,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,OQDQIFQRNZIEEJ-UHFFFAOYSA-N,434.93,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=S(=O)(c1ccc2ncsc2c1)n1ccc2ccccc21,1154,-7.335,-7.335,docked,9DKB,-6.437,-6.437,docked,7ALV,49.588607594936704,23.734177215189874,42.120253164556964,42.120253164556964,False
REP_06881,CHEMBL5095165,SELONABANT,CC(C)(C)NC(=O)N1CC(O[C@H](c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)C1,BNLYOVHLLDBOFZ-LJQANCHMSA-N,440.89,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.8934403,83.84421204471691,True,,c1ccc(C(OC2CNC2)c2ccccc2)cc1,1345,-7.334,-7.334,docked,9DKB,-6.019,-6.019,docked,7ALV,49.49367088607595,15.443037974683543,23.227848101265824,23.227848101265824,False
REP_01295,CHEMBL103667,DORAMAPIMOD,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,527.67,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1,1269,-7.333,-7.333,docked,9DKB,-6.49,-6.49,docked,7ALV,49.43037974683544,23.734177215189874,45.98101265822785,45.98101265822785,False
REP_07117,CHEMBL5314629,EMZADIRIB,CC(C)OC(=O)Nc1ccc(-c2cnc([C@H]3CC[C@H](NC(=O)OC(C)C)CC3)s2)c(S(=O)(=O)NC(C)(C)C)c1,OVXFEICGTUUFPE-WGSAOQKQSA-N,580.77,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(-c2cnc(C3CCCCC3)s2)cc1,104,-7.331,-7.331,docked,9DKB,-7.175,-7.175,docked,7ALV,49.36708860759494,91.36075949367088,86.86708860759494,91.36075949367088,False
