repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type,p_active_nlrp3,nlrp3_percentile,nlrp3_pred_active,max_tanimoto_nlrp3_train,scaffold,rank_nlrp3,dock_score,glide_score_xp,docking_status,pdb_id,nlrp3_dock_score,nlrp3_glide_score_xp,nlrp3_docking_status,nlrp3_pdb_id,s_u_percentile,s_n_ml_percentile,s_n_dock_percentile,s_n_percentile,pareto_front
REP_06458,CHEMBL4303729,PLIXORAFENIB,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,YYACLQUDUDXAPA-MRXNPFEDSA-N,542.54,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(c1cccc(NS(=O)(=O)N2CCCC2)c1)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,966,-7.762,-7.762,docked,9DKB,-7.231,-7.231,docked,7ALV,75.25316455696202,49.68354430379747,88.79746835443038,88.79746835443038,False
REP_05816,CHEMBL3673096,JTT-251,CC(C)(O)CCOc1cc(-c2cnn(C(C)(C)C(N)=O)c2)c2c(c1)[C@@](O)(C(F)(F)F)c1ccccc1-2,KNPYQCPWTWANOG-RUZDIDTESA-N,503.52,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc2c(c1)Cc1cccc(-c3cn[nH]c3)c1-2,445,-7.761,-7.761,docked,9DKB,-6.937,-6.937,docked,7ALV,75.15822784810126,75.31645569620254,75.34810126582279,75.34810126582279,False
REP_07065,CHEMBL5314505,BEMFIVASTATIN,CC(C)c1c(C(=O)Nc2ccc(CO)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,PMFRPLBQEYHUMG-VSGBNLITSA-N,588.68,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,723,-7.761,-7.761,docked,9DKB,-6.788,-6.788,docked,7ALV,75.15822784810126,49.68354430379747,65.31645569620252,65.31645569620252,False
REP_07249,CHEMBL5944803,FRESPACIGUAT,C[C@@]1(c2ccc(CCC(=O)O)cc2)C(=O)Nc2nc(-c3nn(CCC(F)(F)C(F)(F)F)c4cc(Cl)ccc34)nc(N)c21,BAFUFNSAYGCZIC-VWLOTQADSA-N,608.95,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.5274919,81.09147734102656,True,,O=C1Nc2nc(-c3n[nH]c4ccccc34)ncc2C1c1ccccc1,1574,-7.76,-7.76,docked,9DKB,-7.77,-7.77,docked,7ALV,75.03164556962025,0.949367088607595,97.9746835443038,97.9746835443038,False
REP_08032,CHEMBL4594431,MTI-31,CNC(=O)c1cccc(-c2ccc3c(N4C5CCC4COC5)nc(N4CCOC[C@@H]4C)nc3n2)c1,LVPBYQVQBZLDAU-DZIBYMRMSA-N,474.57,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2ccc3c(N4C5CCC4COC5)nc(N4CCOCC4)nc3n2)cc1,994,-7.76,-7.76,docked,9DKB,-6.801,-6.801,docked,7ALV,75.03164556962025,49.68354430379747,66.51898734177215,66.51898734177215,False
REP_00871,CHEMBL3622820,ITACITINIB,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,KTBSXLIQKWEBRB-UHFFFAOYSA-N,553.52,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(c1ccncc1)N1CCC(N2CC(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,793,-7.757,-7.757,docked,9DKB,-7.068,-7.068,docked,7ALV,74.87341772151899,49.68354430379747,82.21518987341771,82.21518987341771,False
REP_05278,CHEMBL280164,APAFANT,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,JGPJQFOROWSRRS-UHFFFAOYSA-N,455.97,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(CCc1cc2c(s1)-n1cnnc1CN=C2c1ccccc1)N1CCOCC1,361,-7.757,-7.757,docked,9DKB,-6.048,-6.048,docked,7ALV,74.87341772151899,75.31645569620254,24.24050632911392,75.31645569620254,False
REP_07309,CHEMBL6068044,BOSMOLISIB,C[C@H](Nc1ncnc2[nH]ccc(=O)c12)c1c(Cl)c2cccc(Cl)c2c(=O)n1-c1ccccc1,HIXUFHUKIOTXLJ-ZDUSSCGKSA-N,478.34,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=c1cc[nH]c2ncnc(NCc3cc4ccccc4c(=O)n3-c3ccccc3)c12,602,-7.757,-7.757,docked,9DKB,-6.271,-6.271,docked,7ALV,74.87341772151899,49.68354430379747,34.082278481012665,49.68354430379747,False
REP_01632,CHEMBL1287935,VERUCERFONT,CC[C@H](Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1,VKHVAUKFLBBZFJ-SFHVURJKSA-N,406.49,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(-c2cnn3c(NCc4ncno4)ccnc23)cc1,111,-7.755,-7.755,docked,9DKB,-7.245,-7.245,docked,7ALV,74.74683544303798,91.36075949367088,89.30379746835443,91.36075949367088,False
REP_00168,CHEMBL1714574,TERCONAZOLE,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,BLSQLHNBWJLIBQ-UHFFFAOYSA-N,532.47,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(C2(Cn3cncn3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,1294,-7.754,-7.754,docked,9DKB,-6.383,-6.383,docked,7ALV,74.68354430379746,23.734177215189874,38.63924050632911,38.63924050632911,False
REP_05762,CHEMBL3581647,BIRABRESIB,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,GNMUEVRJHCWKTO-FQEVSTJZSA-N,492.0,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(CC1N=C(c2ccccc2)c2ccsc2-n2cnnc21)Nc1ccccc1,66,-7.753,-7.753,docked,9DKB,-6.263,-6.263,docked,7ALV,74.5886075949367,91.36075949367088,33.607594936708864,91.36075949367088,False
REP_00941,CHEMBL409153,ISAVUCONAZOLE,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,DDFOUSQFMYRUQK-RCDICMHDSA-N,437.48,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.89867914,83.89830508474576,True,,c1ccc(-c2csc(CC(Cn3cncn3)c3ccccc3)n2)cc1,1340,-7.753,-7.753,docked,9DKB,-6.602,-6.602,docked,7ALV,74.5886075949367,15.727848101265824,53.60759493670886,53.60759493670886,False
REP_04688,CHEMBL2110624,TELUDIPINE,CCOC(=O)C1=C(C)NC(CN(C)C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,DKLVJXTUCNPMDC-FOCLMDBBSA-N,498.62,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.6373103,82.08919341266979,True,,C1=CC(c2ccccc2)C=CN1,1491,-7.752,-7.752,docked,9DKB,-5.323,-5.323,docked,7ALV,74.49367088607595,6.20253164556962,5.854430379746834,6.20253164556962,False
REP_08210,CHEMBL5316169,CR-3465 FREE ACID,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)O)c1ccc2ccccc2n1,XBKBJNOSNDZQGN-MHZLTWQESA-N,495.51,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCCc1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc2ccccc2n1,507,-7.75,-7.75,docked,9DKB,-7.147,-7.147,docked,7ALV,74.33544303797468,49.68354430379747,85.75949367088607,85.75949367088607,False
REP_00877,CHEMBL3663929,NAQUOTINIB,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,QKDCLUARMDUUKN-XMMPIXPASA-N,562.72,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1cncc(OC2CCNC2)n1,842,-7.75,-7.75,docked,9DKB,-7.136,-7.136,docked,7ALV,74.33544303797468,49.68354430379747,85.37974683544304,85.37974683544304,False
REP_00965,CHEMBL4297183,BALOVAPTAN,CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,GMPZPHGHNDMRKL-RZDIXWSQSA-N,409.92,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(OC2CCC(c3nnc4n3-c3ccccc3CNC4)CC2)nc1,1328,-7.75,-7.75,docked,9DKB,-6.643,-6.643,docked,7ALV,74.33544303797468,23.734177215189874,56.0126582278481,56.0126582278481,False
REP_04261,CHEMBL2106961,PREDNISOLAMATE,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ILZSJEITWDWIRX-FOMYWIRZSA-N,473.61,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.6500663,82.22142084385142,True,,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,1480,-7.75,-7.75,docked,9DKB,-6.61,-6.61,docked,7ALV,74.33544303797468,6.89873417721519,54.208860759493675,54.208860759493675,False
REP_06256,CHEMBL4277900,CROZBACICLIB,CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,AEFFENQISAXIKE-UHFFFAOYSA-N,488.59,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,C1=Nc2ccc(-c3ccnc(Nc4ccc(C5CCNCC5)cn4)n3)cc2C12CCCC2,320,-7.748,-7.748,docked,9DKB,-6.806,-6.806,docked,7ALV,74.14556962025316,75.31645569620254,66.80379746835443,75.31645569620254,False
REP_06865,CHEMBL5095087,AMELENODOR,Cc1cccc(Oc2cc(Oc3cccc(C)n3)cc(Oc3cccc(C)n3)c2)n1,OPUQKVNCXCWRLR-UHFFFAOYSA-N,399.45,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Oc2cc(Oc3ccccn3)cc(Oc3ccccn3)c2)nc1,963,-7.748,-7.748,docked,9DKB,-6.511,-6.511,docked,7ALV,74.14556962025316,49.68354430379747,47.848101265822784,49.68354430379747,False
REP_07551,CHEMBL96172,EPOTHILONE D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,XOZIUKBZLSUILX-GIQCAXHBSA-N,491.69,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C1CCCCCCC=CCC(C=Cc2cscn2)OC(=O)CCC1,68,-7.747,-7.747,docked,9DKB,-6.87,-6.87,docked,7ALV,73.95569620253164,91.36075949367088,70.79113924050633,91.36075949367088,False
REP_02047,CHEMBL1688852,VALNEMULIN,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,LLYYNOVSVPBRGV-MVNKZKPCSA-N,564.83,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C1CCC23CCCCCC(CCC2)C13,1245,-7.747,-7.747,docked,9DKB,-7.133,-7.133,docked,7ALV,73.95569620253164,23.734177215189874,85.25316455696202,85.25316455696202,False
REP_00655,CHEMBL2105665,ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,FLFGNMFWNBOBGE-FNNZEKJRSA-N,507.67,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=c1ncccn1C1CCCO1,572,-7.747,-7.747,docked,9DKB,-6.649,-6.649,docked,7ALV,73.95569620253164,49.68354430379747,56.360759493670884,56.360759493670884,False
REP_05147,CHEMBL252164,LUMINESPIB,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,NDAZATDQFDPQBD-UHFFFAOYSA-N,465.55,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2oncc2-c2ccc(CN3CCOCC3)cc2)cc1,989,-7.747,-7.747,docked,9DKB,-6.096,-6.096,docked,7ALV,73.95569620253164,49.68354430379747,26.012658227848107,49.68354430379747,False
REP_07063,CHEMBL5314503,AVENCIGUAT,CCOc1c(C(=O)O)cnn1-c1cccc(-c2cccc(C)c2OCc2ccc3c(c2C)CCN(C2CCOCC2)C3)n1,KWNFFNFBUMFTHK-UHFFFAOYSA-N,582.7,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1cc(-c2ccccc2OCc2ccc3c(c2)CCN(C2CCOCC2)C3)nc(-n2cccn2)c1,167,-7.745,-7.745,docked,9DKB,-6.501,-6.501,docked,7ALV,73.79746835443038,91.36075949367088,46.930379746835435,91.36075949367088,False
REP_03254,CHEMBL2105012,IOPRONIC ACID,CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)O,YMFIJXDFAPHJIN-UHFFFAOYSA-N,673.02,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccccc1,746,-7.744,-7.744,docked,9DKB,-6.243,-6.243,docked,7ALV,73.73417721518987,49.68354430379747,32.81645569620253,49.68354430379747,False
REP_03718,CHEMBL2105791,TRIAMCINOLONE FURETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,OSWKQSQWSQSPQH-GNFRAIDCSA-N,578.63,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12C(=O)COC(=O)c1cc2ccccc2o1,470,-7.742,-7.742,docked,9DKB,-6.948,-6.948,docked,7ALV,73.67088607594935,75.31645569620254,75.69620253164557,75.69620253164557,False
REP_03867,CHEMBL2106169,BRINDOXIME,CC(O/N=C1\c2ncncc2-c2cc(Br)cc(Br)c21)C(=O)NCCN(C)C,KIGNRDGJGXIHCH-ULJHMMPZSA-N,497.19,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,N=C1c2ccccc2-c2cncnc21,1205,-7.741,-7.741,docked,9DKB,-6.64,-6.64,docked,7ALV,73.60759493670885,23.734177215189874,55.75949367088607,55.75949367088607,False
REP_01165,CHEMBL5095241,TUNLAMETINIB,O=C(NOCCO)c1cc2scnc2c(F)c1Nc1ccc(I)cc1F,UFZJUVFSSINETF-UHFFFAOYSA-N,491.26,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Nc2ccc3scnc3c2)cc1,1010,-7.736,-7.736,docked,9DKB,-6.891,-6.891,docked,7ALV,73.51265822784809,49.68354430379747,72.12025316455697,72.12025316455697,False
REP_03063,CHEMBL2104694,ACEFLURANOL,CCC(c1cc(F)c(OC(C)=O)c(OC(C)=O)c1)C(C)c1cc(F)c(OC(C)=O)c(OC(C)=O)c1,WSTGQGOLZDAWND-UHFFFAOYSA-N,492.47,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(CCc2ccccc2)cc1,604,-7.736,-7.736,docked,9DKB,-6.743,-6.743,docked,7ALV,73.51265822784809,49.68354430379747,62.75316455696203,62.75316455696203,False
REP_04581,CHEMBL2107636,CEFAZEDONE,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,VTLCNEGVSVJLDN-MLGOLLRUSA-N,548.46,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cn1ccc(=O)cc1)NC1C(=O)N2C=C(CSc3nncs3)CSC12,915,-7.735,-7.735,docked,9DKB,-6.213,-6.213,docked,7ALV,73.41772151898735,49.68354430379747,31.170886075949365,49.68354430379747,False
REP_04638,CHEMBL2107746,ELOMOTECAN,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(Cl)c(C)cc1c2CN1CCC(C)CC1,KAQREZSTQZWNAG-GDLZYMKVSA-N,522.05,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1CCc2cc3n(c(=O)c2CO1)Cc1c-3nc2ccccc2c1CN1CCCCC1,925,-7.734,-7.734,docked,9DKB,-6.826,-6.826,docked,7ALV,73.35443037974684,49.68354430379747,67.9746835443038,67.9746835443038,False
REP_07133,CHEMBL5314955,FIRUGLIPEL,CC[C@@H](Oc1ccc(C(=O)C2CC2)cc1)c1nc(-c2ccc(C(=O)N[C@H](C)CO)c(F)c2)no1,LRXRIKVDAVVQCP-SPLOXXLWSA-N,467.5,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(c1ccc(OCc2nc(-c3ccccc3)no2)cc1)C1CC1,80,-7.733,-7.733,docked,9DKB,-6.138,-6.138,docked,7ALV,73.25949367088607,91.36075949367088,27.784810126582283,91.36075949367088,False
REP_08019,CHEMBL4594384,UMIFOXOLANER,O=C(CNC(=O)c1ccc(C2=NO[C@@](c3cc(Cl)c(F)c(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,TVYPNAKLSTUPJB-QHCPKHFHSA-N,643.87,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(C2CC(c3cccc4ccccc34)=NO2)cc1,97,-7.733,-7.733,docked,9DKB,-7.215,-7.215,docked,7ALV,73.25949367088607,91.36075949367088,88.16455696202532,91.36075949367088,False
REP_05773,CHEMBL3597634,GEMILUKAST,Cc1c(F)cccc1CCCCOc1ccc(C#Cc2ccc(F)c3c(CCCC(=O)O)c(C)n(CCCC(=O)O)c23)cc1,SILHYVDKGHXGBL-UHFFFAOYSA-N,601.69,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.68088704,82.46183435509076,True,,C(#Cc1cccc2cc[nH]c12)c1ccc(OCCCCc2ccccc2)cc1,1460,-7.731,-7.731,docked,9DKB,-7.525,-7.525,docked,7ALV,73.16455696202532,8.164556962025317,95.82278481012658,95.82278481012658,False
REP_02046,CHEMBL1688243,INCB-9471,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,ZMCJFJZOSKEMOM-DNKZPPIMSA-N,559.68,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.8092966,83.44752975117201,True,,O=C(c1cncnc1)N1CCC(N2CCN(C3CCc4ccccc43)CC2)CC1,1378,-7.725,-7.725,docked,9DKB,-6.259,-6.259,docked,7ALV,73.10126582278481,13.354430379746834,33.41772151898734,33.41772151898734,False
REP_03174,CHEMBL2104881,OLRADIPINE,CCOC(=O)C1=C(COCCOCCN)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,VLTBMBOHGZAWIT-UHFFFAOYSA-N,487.38,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C1=CC(c2ccccc2)C=CN1,575,-7.721,-7.721,docked,9DKB,-5.107,-5.107,docked,7ALV,73.0379746835443,49.68354430379747,3.417721518987338,49.68354430379747,False
REP_03999,CHEMBL2106432,LOCICORTOLONE DICIBATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]2(C)[C@H]1C(=O)COC(=O)OC(C1CCCCC1)C1CCCCC1,YHKWQBFYBUXNDL-MCCAODLFSA-N,633.7,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.73960483,82.89457867532155,True,,O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)COC(=O)OC(C3CCCCC3)C3CCCCC3)CCC21,1424,-7.717,-7.717,docked,9DKB,-7.283,-7.283,docked,7ALV,72.9746835443038,10.443037974683545,90.44303797468355,90.44303797468355,False
REP_03582,CHEMBL2105460,SEDECAMYCIN,CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O,LSNBAGMWJRMBEO-VGBMZARNSA-N,501.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C1CC2CCC=CC=CCCC=CC=CCC1C(=O)O2,1261,-7.714,-7.714,docked,9DKB,-7.081,-7.081,docked,7ALV,72.87974683544304,23.734177215189874,83.10126582278481,83.10126582278481,False
REP_02158,CHEMBL1742420,AMELUBANT,CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,SBVYURPQULDJTI-UHFFFAOYSA-N,538.64,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(Cc2ccc(OCc3cccc(COc4ccccc4)c3)cc2)cc1,1200,-7.714,-7.714,docked,9DKB,-6.896,-6.896,docked,7ALV,72.87974683544304,23.734177215189874,72.27848101265823,72.27848101265823,False
REP_07765,CHEMBL3122113,DNL-201,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,ZPPUMAMZIMPJGP-UHFFFAOYSA-N,339.32,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1cnc(Nc2cn[nH]c2)nc1,760,-7.712,-7.712,docked,9DKB,-6.527,-6.527,docked,7ALV,72.78481012658227,49.68354430379747,48.95569620253165,49.68354430379747,False
REP_00858,CHEMBL3545235,SIMOTINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,OXWUWXCJDBRCCG-UHFFFAOYSA-N,500.96,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Nc2ncnc3ccc(OCCN4CC5(CC5)C5(C4)OCCO5)cc23)cc1,874,-7.711,-7.711,docked,9DKB,-6.127,-6.127,docked,7ALV,72.72151898734177,49.68354430379747,27.341772151898734,49.68354430379747,False
REP_05730,CHEMBL3545307,MERESTINIB,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,QHADVLVFMKEIIP-UHFFFAOYSA-N,552.54,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccc(Oc2cc3cn[nH]c3cc2-c2cn[nH]c2)cc1)c1cccn(-c2ccccc2)c1=O,660,-7.71,-7.71,docked,9DKB,-7.223,-7.223,docked,7ALV,72.5632911392405,49.68354430379747,88.5126582278481,88.5126582278481,False
REP_04834,CHEMBL2110939,GLICETANILE,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,LXOXCADHKCVBOZ-UHFFFAOYSA-N,489.0,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Cc1ccc(S(=O)(=O)Nc2ncccn2)cc1)Nc1ccccc1,1101,-7.71,-7.71,docked,9DKB,-6.639,-6.639,docked,7ALV,72.5632911392405,23.734177215189874,55.696202531645575,55.696202531645575,False
REP_07767,CHEMBL3128043,PF-03758309,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,AYCPARAPKDAOEN-LJQANCHMSA-N,490.64,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCc1ccccc1)N1Cc2[nH]nc(Nc3ncnc4ccsc34)c2C1,769,-7.71,-7.71,docked,9DKB,-6.304,-6.304,docked,7ALV,72.5632911392405,49.68354430379747,35.28481012658228,49.68354430379747,False
REP_07354,CHEMBL6068560,SC-0191,CN1CCN(c2ccc(Nc3ncc4c(=O)n5n(c4n3)-c3cccc(n3)[C@](C)(O)CC/C=C\C5)cc2)CC1,KSZKLDQYICQTLL-WHQCRVIKSA-N,512.62,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.7228926,82.78639259526386,True,,O=c1c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n2n1CC=CCCCc1cccc-2n1,1433,-7.71,-7.71,docked,9DKB,-5.932,-5.932,docked,7ALV,72.5632911392405,9.873417721518987,19.08227848101266,19.08227848101266,False
REP_06357,CHEMBL4297427,SCH-486757,O[C@]1(c2ncccn2)C[C@H]2CC[C@@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl,MQWMHMZNBGQNMT-XHNJZIHCSA-N,440.37,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(C(c2ccccc2)N2C3CCC2CC(c2ncccn2)C3)cc1,1258,-7.709,-7.709,docked,9DKB,-6.19,-6.19,docked,7ALV,72.40506329113924,23.734177215189874,29.905063291139243,29.905063291139243,False
REP_05539,CHEMBL3221237,MK-0773,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6cccnc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,GBEUKTWTUSPHEE-JWJWXJQQSA-N,479.6,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1C=CC2C(CCC3C2CCC2C(C(=O)NCc4nc5cccnc5[nH]4)CCC23)N1,715,-7.702,-7.702,docked,9DKB,-7.19,-7.19,docked,7ALV,72.31012658227849,49.68354430379747,87.65822784810126,87.65822784810126,False
REP_07325,CHEMBL6068069,RANOSIDENIB,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(C2=C(F)[C@H](O)C(F)(F)CC2)n1)C(F)(F)F,CECMHVJGNAFHKN-KCRUCZTKSA-N,453.31,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C1=C(c2ncncn2)CCCC1,587,-7.702,-7.702,docked,9DKB,-6.897,-6.897,docked,7ALV,72.31012658227849,49.68354430379747,72.37341772151899,72.37341772151899,False
