ligand_id,seed,target,sdf,n_poses,C1_P2star,C1_VS,C1_P2max,C1_P0,selected_mode_cnnscore,rmsd_cnnscore_selected,rmsd_top1_by_order,rmsd_best_of_n,acid_arg477_min_A,acid_arg477_best_of_n_A,pass_rmsd,pass_acid_arg477,pass,protocol
lesinurad,42,urat1_9dkb,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/02_selfdock/constrained_arg477/local_only/seed42/lesinurad_out.sdf,1,6.44735575,2.946009933729893,6.44735575,0.456933051,1,0.7467373199459085,0.7467373199459085,0.7467373199459085,7.395626680680952,7.395626680680952,True,False,False,local_only_crystal_carboxylate
lesinurad,42,urat1_9dkb,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/02_selfdock/constrained_arg477/tight_box8/seed42/lesinurad_out.sdf,9,7.24292612,6.46422380680713,7.24292612,0.892487884,1,4.138687171072488,4.138687171072488,4.138687171072488,13.67532208030216,2.90112047319652,False,False,False,tight_box_8A_crystal_com
lesinurad,43,urat1_9dkb,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/02_selfdock/constrained_arg477/local_only/seed43/lesinurad_out.sdf,1,6.44735575,2.946009933729893,6.44735575,0.456933051,1,0.7467373199459085,0.7467373199459085,0.7467373199459085,7.395626680680952,7.395626680680952,True,False,False,local_only_crystal_carboxylate
lesinurad,43,urat1_9dkb,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/02_selfdock/constrained_arg477/tight_box8/seed43/lesinurad_out.sdf,9,7.22862005,6.589595775512642,7.22862005,0.911598027,1,4.842730432479869,4.842730432479869,3.827225033667779,13.734237401472278,2.8364114652144568,False,False,False,tight_box_8A_crystal_com
lesinurad,44,urat1_9dkb,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/02_selfdock/constrained_arg477/local_only/seed44/lesinurad_out.sdf,1,6.44735575,2.946009933729893,6.44735575,0.456933051,1,0.7467373199459085,0.7467373199459085,0.7467373199459085,7.395626680680952,7.395626680680952,True,False,False,local_only_crystal_carboxylate
lesinurad,44,urat1_9dkb,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/02_selfdock/constrained_arg477/tight_box8/seed44/lesinurad_out.sdf,9,6.95923233,5.8609396523647055,7.00593042,0.842181921,1,4.747657650533225,4.747657650533225,3.958169936978452,13.240683441575058,2.909492223739393,False,False,False,tight_box_8A_crystal_com
