molecule_chembl_id,molecule_name,canonical_smiles,pActivity,n_measurements,scaffold,source_target,source_chembl_id
CHEMBL1730,CEFOTAXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,5.5,1,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,OAT1,CHEMBL1641347
CHEMBL161,CEFTRIAXONE,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,6.64,1,N=C(C(=O)NC1C(=O)N2C=C(CSc3nc(=O)cn[nH]3)CSC12)c1cscn1,OAT1,CHEMBL1641347
CHEMBL4525573,,COC(C)c1cc(O)cc2c1-c1ccc(O)c(C)c1CC2,4.37,1,c1ccc2c(c1)CCc1ccccc1-2,OAT1,CHEMBL1641347
CHEMBL6143249,,COc1c(F)c(F)cc(-c2c(C(=O)O)sc3cc(F)ccc23)c1F,5.48,1,c1ccc(-c2csc3ccccc23)cc1,OAT1,CHEMBL1641347
CHEMBL5190525,,COc1cc(C(=O)[O-])ccc1CSc1ccncc1N(C)c1ccc(C#N)c2ccccc12.[Na+],4.59,1,c1ccc(CSc2ccncc2Nc2cccc3ccccc23)cc1,OAT1,CHEMBL1641347
CHEMBL4527448,,COc1cc(C(=O)c2ccc(O)c(OC)c2)ccc1O,5.46,1,O=C(c1ccccc1)c1ccccc1,OAT1,CHEMBL1641347
CHEMBL67,COMBRETASTATIN A4,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,4.38,1,C(=Cc1ccccc1)c1ccccc1,OAT1,CHEMBL1641347
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.52,1,O=C(c1ccccc1)n1ccc2ccccc21,OAT1,CHEMBL1641347
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,5.24,1,c1ccc2ccccc2c1,OAT1,CHEMBL1641347
CHEMBL4112930,PAMIPARIB,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,4.32,1,O=C1NN=C2CN3CCCC3c3[nH]c4cccc1c4c32,OAT1,CHEMBL1641347
CHEMBL1435,CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,6.75,1,O=C(Cn1cnnn1)NC1C(=O)N2C=C(CSc3nncs3)CSC12,OAT1,CHEMBL1641347
CHEMBL1146,CEFAMANDOLE,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,7.52,1,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,OAT1,CHEMBL1641347
CHEMBL3688197,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1,4.84,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1,OAT1,CHEMBL1641347
CHEMBL5202967,,N#Cc1ccc(Nc2cnccc2SCc2ccccc2C(=O)[O-])c2ccccc12.[Na+],4.49,1,c1ccc(CSc2ccncc2Nc2cccc3ccccc23)cc1,OAT1,CHEMBL1641347
CHEMBL3683287,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,4.85,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1,OAT1,CHEMBL1641347
CHEMBL5178161,,N#Cc1ccc(Oc2cnccc2SCCCC(=O)[O-])c2ccccc12.[Na+],4.38,1,c1cncc(Oc2cccc3ccccc23)c1,OAT1,CHEMBL1641347
CHEMBL2074983,,N[C@@H](CSc1nc2ccccc2s1)C(=O)O,5.0,1,c1ccc2scnc2c1,OAT1,CHEMBL1641347
CHEMBL2074987,BENZOTHIAZOLYLCYSTEINE,N[C@H](CSc1nc2ccccc2s1)C(=O)O,5.0,1,c1ccc2scnc2c1,OAT1,CHEMBL1641347
CHEMBL463,AMINOHIPPURIC ACID,Nc1ccc(C(=O)NCC(=O)O)cc1,5.22,3,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL5314375,CIDOFOVIR,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O,4.22,1,O=c1nccc[nH]1,OAT1,CHEMBL1641347
CHEMBL484,ADEFOVIR,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,4.55,1,c1ncc2nc[nH]c2n1,OAT1,CHEMBL1641347
CHEMBL316157,CEPHALORIDINE,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,6.13,1,O=C(Cc1cccs1)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12,OAT1,CHEMBL1641347
CHEMBL556937,,O=C(O)CC(O)CC(=O)O,4.01,1,,OAT1,CHEMBL1641347
CHEMBL1162495,GLUTARATE,O=C(O)CCCC(=O)O,5.31,1,,OAT1,CHEMBL1641347
CHEMBL1231530,BETAMIPRON,O=C(O)CCNC(=O)c1ccccc1,4.63,4,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL500596,,O=C(O)CNC(=O)c1ccc(O)cc1,4.6,1,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL461,HIPPURIC ACID,O=C(O)CNC(=O)c1ccccc1,4.4399999999999995,2,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL586,SALICYLURIC ACID,O=C(O)CNC(=O)c1ccccc1O,4.57,1,c1ccccc1,OAT1,CHEMBL1641347
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,5.4,1,c1ccc(Nc2ccccc2)cc1,OAT1,CHEMBL1641347
CHEMBL119625,ZONAMPANEL,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,5.52,1,O=c1[nH]c2ccc(-n3ccnc3)cc2[nH]c1=O,OAT1,CHEMBL1641347
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,6.07,1,c1ccc(-c2ccccc2)cc1,OAT1,CHEMBL1641347
CHEMBL4640580,EPAMINURAD,O=C(c1cc(Br)c(O)c(Br)c1)N1CCOc2ccncc21,5.14,1,O=C(c1ccccc1)N1CCOc2ccncc21,OAT1,CHEMBL1641347
CHEMBL5439993,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2cccnc21,4.99,1,O=C(c1ccccc1)n1ccc2cccnc21,OAT1,CHEMBL1641347
CHEMBL5542977,,O=C(c1ccnc2ccc(Br)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,5.21,1,O=C(c1ccnc2ccccc12)N1CCCC1,OAT1,CHEMBL1641347
CHEMBL5568246,,O=C(c1ccnc2ccc(C3CC3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,5.04,1,O=C(c1ccnc2ccc(C3CC3)cc12)N1CCCC1,OAT1,CHEMBL1641347
CHEMBL3924161,,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,4.91,1,O=S(=O)(Nc1cccnc1)c1ccccc1,OAT1,CHEMBL1641347
CHEMBL3929544,,O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,5.03,1,O=S(=O)(Nc1cccnc1)c1ccccc1,OAT1,CHEMBL1641347
CHEMBL1624767,"2,3-DIMERCAPTO-1-PROPANESULFONIC ACID",O=S(=O)(O)CC(S)CS,4.65,1,,OAT1,CHEMBL1641347
CHEMBL2074703,OXIDIZED DMPS,O=S(=O)(O)CC(S)CSSCC(S)S(=O)(=O)O,4.18,1,,OAT1,CHEMBL1641347
CHEMBL1233636,INDOXYL SULFATE,O=S(=O)(O)Oc1c[nH]c2ccccc12,4.64,3,c1ccc2[nH]ccc2c1,OAT1,CHEMBL1641347
CHEMBL6246,ELLAGIC ACID,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,6.57,1,O=c1oc2cccc3c(=O)oc4cccc1c4c23,OAT1,CHEMBL1641347
