id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason
CHEMBL306862_ACR0,CHEMBL306862,chembl,C=CC(=O)NCc1nc2cc(NC(=O)c3ccccc3OCc3ccccc3)ccc2[nH]1,OEBNDYGQZQEELZ-UHFFFAOYSA-N,NCc1nc2cc(NC(=O)c3ccccc3OCc3ccccc3)ccc2[nH]1,426.48,4.20,8,2.240,ok,0,1,0.2473,0.2159,56d,JNK-IN-8,0.8845,56d,O=C(Nc1ccc2[nH]cnc2c1)c1ccccc1OCc1ccccc1,,1,0.1610,0.1373,0.6878,0.1624,0.1400,0.6878,0.2019,0.2159,0.7442,0.2473,0.2045,0.8845,novel,novel,
CHEMBL3671237_ACR0,CHEMBL3671237,chembl,C=CC(=O)NCC(=O)Nc1ccc(N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,OUPMIMITFNXSHZ-UHFFFAOYSA-N,NCC(=O)Nc1ccc(N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,462.92,2.40,8,2.955,ok,0,1,0.1939,0.1489,56d,56d,0.8788,56d,O=C(NCC1CN(c2ccccc2)C(=O)O1)c1cccs1,,0,0.1500,0.1238,0.7316,0.1513,0.1262,0.7316,0.1351,0.1474,0.8030,0.1939,0.1489,0.8788,novel,novel,
CHEMBL3410050_ACR0,CHEMBL3410050,chembl,C=CC(=O)NCCN(C(=O)Nc1ccc(-c2ncnc3[nH]cc(C)c23)cc1)c1ccc(Cl)cc1,JPNFRPCSSHSYNP-UHFFFAOYSA-N,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)N(CCN)c4ccc(Cl)cc4)cc3)c12,474.95,4.93,7,2.757,ok,0,1,0.1864,0.1828,YL2056,JNK-IN-8,0.8774,56d,O=C(Nc1ccccc1)Nc1ccc(-c2ncnc3[nH]ccc23)cc1,,0,0.1750,0.1333,0.6742,0.1864,0.1250,0.6742,0.1835,0.1828,0.8130,0.1538,0.1122,0.8774,novel,novel,
CHEMBL385215_ACR0,CHEMBL385215,chembl,C=CC(=O)NCCNC(=O)c1ccc(Oc2ccc(C)c(C)c2)c(NC(=O)CCc2ccccc2)c1,WGQXVMHFDUNJTB-UHFFFAOYSA-N,Cc1ccc(Oc2ccc(C(=O)NCCN)cc2NC(=O)CCc2ccccc2)cc1C,485.58,4.70,11,2.257,ok,0,1,0.2188,0.1935,56d,JNK-IN-8,0.8721,56d,O=C(CCc1ccccc1)Nc1ccccc1Oc1ccccc1,,0,0.1405,0.1321,0.6848,0.1417,0.1238,0.6848,0.1887,0.1935,0.7585,0.2188,0.1702,0.8721,novel,novel,
CHEMBL404224_ACR0,CHEMBL404224,chembl,C=CC(=O)NC[C@@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,NQMWBJODTBCKDC-CYBMUJFWSA-N,NC[C@@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,395.44,1.76,5,3.416,ok,0,1,0.2371,0.1935,56d,56d,0.8711,56d,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CCNC3=O,,0,0.1849,0.1863,0.7270,0.1864,0.1900,0.7270,0.1835,0.1915,0.7715,0.2371,0.1935,0.8711,novel,novel,
CHEMBL257888_ACR0,CHEMBL257888,chembl,C=CC(=O)NC[C@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,NQMWBJODTBCKDC-ZDUSSCGKSA-N,NC[C@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,395.44,1.76,5,3.416,ok,0,1,0.2371,0.1935,56d,56d,0.8711,56d,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CCNC3=O,,0,0.1849,0.1863,0.7270,0.1864,0.1900,0.7270,0.1835,0.1915,0.7715,0.2371,0.1935,0.8711,novel,novel,
CHEMBL255873_ACR1,CHEMBL255873,chembl,C=CC(=O)N1CCC(Nc2cccc(-c3cnc4ccc(C#N)cn34)n2)CC1,PLNVRHQDEYODCI-UHFFFAOYSA-N,N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,372.43,2.86,4,2.848,ok,0,1,0.2054,0.1562,YL2056,YL2056,0.8706,YL5084,c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1,,1,0.1624,0.1300,0.8706,0.2054,0.1562,0.8706,0.1481,0.1183,0.7187,0.1856,0.1196,0.5727,novel,novel,
CHEMBL403210_ACR1,CHEMBL403210,chembl,C=CC(=O)N1CCC[C@@H](Nc2cccc(-c3cnc4ccc(C#N)cn34)n2)C1,CVCXHQVQQWZATN-MRXNPFEDSA-N,N#Cc1ccc2ncc(-c3cccc(N[C@@H]4CCCNC4)n3)n2c1,372.43,2.86,4,3.314,ok,0,1,0.2087,0.1500,YL2056,YL2056,0.8706,YL5084,c1cc(N[C@@H]2CCCNC2)nc(-c2cnc3ccccn23)c1,,1,0.1570,0.1250,0.8706,0.2087,0.1500,0.8706,0.1327,0.1134,0.7187,0.1782,0.1146,0.5727,novel,novel,
CHEMBL2324343_ACR0,CHEMBL2324343,chembl,C=CC(=O)NC[C@@H](C)n1ccc2c(NC(=O)Cc3ccc(C(F)(F)F)c(F)c3)c(C)ccc2c1=O,QVJPBFVUTCDGQE-OAHLLOKOSA-N,Cc1ccc2c(=O)n([C@H](C)CN)ccc2c1NC(=O)Cc1ccc(C(F)(F)F)c(F)c1,489.47,4.51,7,3.270,ok,0,1,0.1604,0.1287,56d,JNK-IN-8,0.8699,56d,O=C(Cc1ccccc1)Nc1cccc2c(=O)[nH]ccc12,,1,0.1077,0.0982,0.6888,0.1085,0.0901,0.6888,0.1282,0.1287,0.7526,0.1604,0.1188,0.8699,novel,novel,
CHEMBL3094458_ACR0,CHEMBL3094458,chembl,C=CC(=O)NCCCNC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,BPYKRELYJCXMOK-UHFFFAOYSA-N,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCCCN)ccc3Cl)c(=O)[nH]c2n1,484.90,1.65,9,2.696,ok,0,1,0.2323,0.2083,56d,JNK-IN-8,0.8678,JNK-IN-8,O=C(Nc1ccccc1)c1cc2cncnc2[nH]c1=O,,1,0.1440,0.1261,0.7243,0.1452,0.1182,0.7243,0.2018,0.2083,0.8678,0.2323,0.1856,0.8106,novel,novel,
CHEMBL429922_ACR0,CHEMBL429922,chembl,C=CC(=O)NCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,FZNQVAOLJUCPIO-UHFFFAOYSA-N,NCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,409.47,2.01,5,3.384,ok,0,1,0.2474,0.2174,56d,56d,0.8664,56d,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CCCNC3=O,,0,0.1833,0.1845,0.7289,0.1849,0.1881,0.7289,0.1818,0.1895,0.7821,0.2474,0.2174,0.8664,novel,novel,
CHEMBL582788_ACR0,CHEMBL582788,chembl,C=CC(=O)N[C@@H](C)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NC1CCCc2ccccc21,HYHKNWGILJLTEI-MNNVXMFVSA-N,C[C@H](N)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NC1CCCc2ccccc21,466.61,3.78,6,3.612,ok,0,1,0.1827,0.1524,56d,YL2056,0.8642,56d,O=C(NC1CCCc2ccccc21)C1CCCCc2scnc21,,0,0.1429,0.1495,0.6568,0.1532,0.1524,0.6568,0.1186,0.1287,0.7354,0.1827,0.1414,0.8642,novel,novel,
CHEMBL565611_ACR0,CHEMBL565611,chembl,C=CC(=O)N[C@@H](C)C(=O)Nc1nc2c(s1)CCC2C(=O)NC1CCCc2ccccc21,UTVHMBCSFJTSHA-IGEOTXOUSA-N,C[C@H](N)C(=O)Nc1nc2c(s1)CCC2C(=O)NC1CCCc2ccccc21,438.55,3.00,6,3.614,ok,0,1,0.1863,0.1553,56d,YL2056,0.8642,56d,O=C(NC1CCCc2ccccc21)C1CCc2scnc21,,0,0.1452,0.1524,0.6568,0.1557,0.1553,0.6568,0.1207,0.1313,0.7354,0.1863,0.1443,0.8642,novel,novel,
CHEMBL3139624_ACR0,CHEMBL3139624,chembl,C=CC(=O)NCCCOc1cccc(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,GZIBXUIVXLXJLD-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cccc(OCCCN)c2)sc2c1CCCC2,409.51,3.82,8,2.421,ok,0,1,0.2421,0.2111,56d,JNK-IN-8,0.8626,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1210,0.1132,0.7023,0.1220,0.1154,0.7023,0.1981,0.2111,0.7408,0.2421,0.2000,0.8626,novel,novel,
CHEMBL3112630_ACR0,CHEMBL3112630,chembl,C=CC(=O)NCCCOc1ccc(Cl)c(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,WIUUZVVPFJUEFV-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cc(OCCCN)ccc2Cl)sc2c1CCCC2,443.96,4.48,8,2.504,ok,0,1,0.1635,0.1313,56d,JNK-IN-8,0.8626,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1008,0.0901,0.7023,0.1016,0.0917,0.7023,0.1304,0.1313,0.7408,0.1635,0.1212,0.8626,novel,novel,
CHEMBL2362106_ACR0,CHEMBL2362106,chembl,C=CC(=O)NC(CO)c1csc(Nc2ccc(C(=O)c3ccccc3)cc2)n1,OICCADCICRPTPC-UHFFFAOYSA-N,NC(CO)c1csc(Nc2ccc(C(=O)c3ccccc3)cc2)n1,393.47,3.45,8,2.872,ok,0,1,0.2326,0.1951,56d,JNK-IN-8,0.8620,JNK-IN-8,O=C(c1ccccc1)c1ccc(Nc2nccs2)cc1,,0,0.1759,0.1630,0.7609,0.1776,0.1667,0.7609,0.1856,0.1951,0.8620,0.2326,0.1829,0.8042,novel,novel,
CHEMBL565402_ACR0,CHEMBL565402,chembl,C=CC(=O)N[C@@H](C)C(=O)Nc1nc2c(s1)CCC2C(=O)NCc1ccccc1,LYUUKFXTSCRKMV-NBFOIZRFSA-N,C[C@H](N)C(=O)Nc1nc2c(s1)CCC2C(=O)NCc1ccccc1,398.49,2.12,7,3.187,ok,0,1,0.2083,0.1648,56d,56d,0.8617,56d,O=C(NCc1ccccc1)C1CCc2scnc21,,0,0.1610,0.1600,0.6413,0.1724,0.1633,0.6413,0.1364,0.1383,0.7296,0.2083,0.1648,0.8617,novel,novel,
CHEMBL567523_ACR0,CHEMBL567523,chembl,C=CC(=O)N[C@@H](C)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NCc1ccccc1,MTVWMHXZUFZMRP-LBAUFKAWSA-N,C[C@H](N)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NCc1ccccc1,426.54,2.90,7,3.187,ok,0,1,0.2020,0.1596,56d,56d,0.8617,56d,O=C(NCc1ccccc1)C1CCCCc2scnc21,,0,0.1570,0.1553,0.6413,0.1681,0.1584,0.6413,0.1327,0.1340,0.7296,0.2020,0.1596,0.8617,novel,novel,
CHEMBL3410049_ACR0,CHEMBL3410049,chembl,C=CC(=O)NCCN(C(=O)Nc1ccc(-c2ncnc3[nH]cc(C)c23)cc1)c1ccc(OC)cc1,BWHGDIMPPLVWBU-UHFFFAOYSA-N,COc1ccc(N(CCN)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)cc1,470.53,4.28,8,2.747,ok,0,1,0.1833,0.1789,YL2056,JNK-IN-8,0.8612,56d,O=C(Nc1ccccc1)Nc1ccc(-c2ncnc3[nH]ccc23)cc1,,0,0.1721,0.1308,0.7113,0.1833,0.1226,0.7113,0.1802,0.1789,0.8308,0.1509,0.1100,0.8612,novel,novel,
CHEMBL1449308_ACR0,CHEMBL1449308,chembl,C=CC(=O)NCCNC(=O)c1c(NC(=O)c2ccccc2)sc2c1CCCC2,MJWCJMLGSUGXTN-UHFFFAOYSA-N,NCCNC(=O)c1c(NC(=O)c2ccccc2)sc2c1CCCC2,397.50,2.91,7,2.272,ok,0,1,0.2326,0.1786,56d,56d,0.8598,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1545,0.1474,0.5958,0.1560,0.1505,0.5958,0.1735,0.1765,0.7134,0.2326,0.1786,0.8598,novel,novel,
CHEMBL3092618_ACR0,CHEMBL3092618,chembl,C=CC(=O)N1CCc2c(cccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)C1,OHRPQGFRWUUELN-UHFFFAOYSA-N,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1cccnc1Oc1cccc2c1CCNC2,498.46,5.49,6,2.677,ok,0,1,0.2400,0.1875,56d,56d,0.8595,56d,O=C(Nc1ccccc1)Nc1cccnc1Oc1cccc2c1CCNC2,,1,0.1694,0.1171,0.7547,0.1803,0.1091,0.7547,0.1770,0.1856,0.7951,0.2400,0.1875,0.8595,novel,novel,
CHEMBL30271_ACR0,CHEMBL30271,chembl,C=CC(=O)NCCCNc1nc(-c2ccc(OC)cc2)cc2nc(O)ccc12,WAIXZNBEQZHBNW-UHFFFAOYSA-N,COc1ccc(-c2cc3nc(O)ccc3c(NCCCN)n2)cc1,378.43,3.12,8,2.523,ok,0,1,0.1915,0.1333,56d,JNK-IN-8,0.8594,JNK-IN-8,c1ccc(-c2cc3ncccc3cn2)cc1,,1,0.1271,0.1100,0.7768,0.1282,0.1010,0.7768,0.1524,0.1333,0.8594,0.1915,0.1222,0.7513,novel,novel,
CHEMBL62370_ACR0,CHEMBL62370,chembl,C=CC(=O)NC(=N)c1ccc2[nH]c(-c3cccc(Oc4ccccc4)c3O)nc2c1,PAKKQRGXHXPTNE-UHFFFAOYSA-N,N=C(N)c1ccc2[nH]c(-c3cccc(Oc4ccccc4)c3O)nc2c1,398.42,4.36,5,2.826,ok,0,1,0.2234,0.1461,56d,56d,0.8584,56d,c1ccc(Oc2cccc(-c3nc4ccccc4[nH]3)c2)cc1,,1,0.1333,0.1200,0.6894,0.1345,0.1224,0.6894,0.1376,0.1196,0.7497,0.2234,0.1461,0.8584,novel,novel,
CHEMBL1770174_ACR0,CHEMBL1770174,chembl,C=CC(=O)NC(Cc1cc2n(n1)-c1ccc(O)cc1CC2)C(=O)Nc1ccccc1C(=O)O,SEAKTIYCGGJDSD-UHFFFAOYSA-N,NC(Cc1cc2n(n1)-c1ccc(O)cc1CC2)C(=O)Nc1ccccc1C(=O)O,446.46,2.23,7,3.215,ok,0,1,0.2245,0.1848,56d,56d,0.8580,56d,O=C(CCc1cc2n(n1)-c1ccccc1CC2)Nc1ccccc1,,0,0.1653,0.1553,0.7081,0.1667,0.1584,0.7081,0.1416,0.1340,0.7730,0.2245,0.1848,0.8580,novel,novel,
CHEMBL3974194_ACR0,CHEMBL3974194,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,KEIMPFDUROIOOM-DEOSSOPVSA-N,N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,482.54,3.40,7,2.792,ok,0,1,0.2472,0.2024,56d,56d,0.8575,56d,O=C(CCc1ccccc1)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,,0,0.2110,0.1684,0.6678,0.2130,0.1720,0.6678,0.1765,0.1724,0.7294,0.2472,0.2024,0.8575,novel,novel,
CHEMBL3939777_ACR0,CHEMBL3939777,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,IMNSSTQVCWOLHE-DEOSSOPVSA-N,N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,500.53,3.54,7,2.888,ok,0,1,0.2396,0.1978,56d,56d,0.8575,56d,O=C(CCc1ccccc1)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,,0,0.1966,0.1553,0.6678,0.1983,0.1584,0.6678,0.1743,0.1702,0.7294,0.2396,0.1978,0.8575,novel,novel,
CHEMBL3983165_ACR0,CHEMBL3983165,chembl,C=CC(=O)N[C@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,IMNSSTQVCWOLHE-XMMPIXPASA-N,N[C@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,500.53,3.54,7,2.888,ok,0,1,0.2396,0.1978,56d,56d,0.8575,56d,O=C(CCc1ccccc1)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,,0,0.1966,0.1553,0.6678,0.1983,0.1584,0.6678,0.1743,0.1702,0.7294,0.2396,0.1978,0.8575,novel,novel,
CHEMBL482522_ACR1,CHEMBL482522,chembl,C=CC(=O)N1CCC(Nc2cccc(-c3cncc4ccccc34)n2)CC1,ARWOAYCFSMGUJS-UHFFFAOYSA-N,c1cc(NC2CCNCC2)nc(-c2cncc3ccccc23)c1,358.45,3.89,4,2.497,ok,0,1,0.2414,0.1707,56d,56d,0.8574,YL5084,c1cc(NC2CCNCC2)nc(-c2cncc3ccccc23)c1,,1,0.1727,0.1277,0.8574,0.2190,0.1556,0.8574,0.1584,0.1412,0.7011,0.2414,0.1707,0.5733,novel,novel,
CHEMBL3139622_ACR0,CHEMBL3139622,chembl,C=CC(=O)NCCOc1cccc(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,RQPIZSJPNCPRFT-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cccc(OCCN)c2)sc2c1CCCC2,395.48,3.43,7,2.415,ok,0,1,0.2316,0.2135,56d,JNK-IN-8,0.8574,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1220,0.1143,0.6921,0.1230,0.1165,0.6921,0.2000,0.2135,0.7158,0.2316,0.1889,0.8574,novel,novel,
CHEMBL3139566_ACR0,CHEMBL3139566,chembl,C=CC(=O)NCCOc1ccc(Cl)c(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,YXPWGHKLXMHPPU-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cc(OCCN)ccc2Cl)sc2c1CCCC2,429.93,4.09,7,2.499,ok,0,1,0.1538,0.1327,56d,JNK-IN-8,0.8574,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1016,0.0909,0.6921,0.1024,0.0926,0.6921,0.1316,0.1327,0.7158,0.1538,0.1111,0.8574,novel,novel,
CHEMBL205243_ACR0,CHEMBL205243,chembl,C=CC(=O)NC(=N)c1ccc2[nH]c(-c3cccc(-c4cc(F)ccc4O)c3O)nc2c1,TVPCBSPQZINSOS-UHFFFAOYSA-N,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(F)ccc4O)c3O)nc2c1,416.41,4.07,4,2.994,ok,0,1,0.2105,0.1333,56d,56d,0.8562,56d,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,,1,0.1148,0.0980,0.6548,0.1157,0.1000,0.6548,0.1376,0.1196,0.7621,0.2105,0.1333,0.8562,novel,novel,
CHEMBL204833_ACR0,CHEMBL204833,chembl,C=CCO/N=C(/NC(=O)C=C)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,IMJFDIGAXSABAY-UHFFFAOYSA-N,C=CCO/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,453.50,5.08,7,3.136,ok,0,1,0.2083,0.1263,56d,56d,0.8557,56d,c1ccc(-c2cccc(-c3cc4ccccc4[nH]3)c2)cc1,,1,0.1230,0.0935,0.6974,0.1240,0.0952,0.6974,0.1364,0.1020,0.7989,0.2083,0.1263,0.8557,novel,novel,
CHEMBL569226_ACR0,CHEMBL569226,chembl,C=CC(=O)N[C@@H](C)C(=O)Nc1nc2c(s1)CCC2C(=O)NC(c1ccccc1)c1ccccc1,AEEPLZNYAKFLGG-UCFFOFKASA-N,C[C@H](N)C(=O)Nc1nc2c(s1)CCC2C(=O)NC(c1ccccc1)c1ccccc1,474.59,3.71,8,3.291,ok,0,1,0.2000,0.1649,56d,YL2056,0.8540,56d,O=C(NC(c1ccccc1)c1ccccc1)C1CCc2scnc21,,0,0.1538,0.1616,0.6341,0.1652,0.1649,0.6341,0.1284,0.1398,0.7010,0.2000,0.1538,0.8540,novel,novel,
CHEMBL566251_ACR0,CHEMBL566251,chembl,C=CC(=O)N[C@@H](C)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NC(c1ccccc1)c1ccccc1,BZGCIPGKJUWTPS-YMXDCFFPSA-N,C[C@H](N)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NC(c1ccccc1)c1ccccc1,502.64,4.49,8,3.310,ok,0,1,0.1939,0.1600,56d,YL2056,0.8540,56d,O=C(NC(c1ccccc1)c1ccccc1)C1CCCCc2scnc21,,0,0.1500,0.1569,0.6341,0.1610,0.1600,0.6341,0.1250,0.1354,0.7010,0.1939,0.1489,0.8540,novel,novel,
CHEMBL1864438_ACR0,CHEMBL1864438,chembl,C=CC(=O)Nn1c(SCC(=O)Nc2ccc3[nH]c(O)nc3c2)nnc1-c1ccccc1OC,ASXQCLNNUFXBLD-UHFFFAOYSA-N,COc1ccccc1-c1nnc(SCC(=O)Nc2ccc3[nH]c(O)nc3c2)n1N,465.50,2.52,8,2.896,ok,0,1,0.2233,0.1939,56d,JNK-IN-8,0.8534,JNK-IN-8,O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccc2[nH]cnc2c1,,1,0.1575,0.1351,0.7623,0.1680,0.1273,0.7623,0.1739,0.1939,0.8534,0.2233,0.1837,0.8180,novel,novel,
CHEMBL470398_ACR0,CHEMBL470398,chembl,C=CC(=O)N(C(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1)N(C)C,IRRJDUZEDJRCLQ-UHFFFAOYSA-N,CN(C)NC(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,490.95,4.06,7,2.717,ok,0,1,0.2391,0.2093,56d,56d,0.8530,JNK-IN-8,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,,1,0.1538,0.1400,0.6890,0.1552,0.1313,0.6890,0.1942,0.1932,0.8530,0.2391,0.2093,0.7785,novel,novel,
CHEMBL39490_ACR0,CHEMBL39490,chembl,C=CC(=O)NC(=N)c1ccc2nc(-c3ccc(Oc4ccccc4)cc3)[nH]c2c1,MLNVGZMTAZDPNP-UHFFFAOYSA-N,N=C(N)c1ccc2nc(-c3ccc(Oc4ccccc4)cc3)[nH]c2c1,382.42,4.65,5,2.550,ok,0,1,0.2247,0.1429,56d,YL2056,0.8528,56d,c1ccc(Oc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,,1,0.1607,0.1398,0.6937,0.1622,0.1429,0.6937,0.1569,0.1279,0.7488,0.2247,0.1429,0.8528,novel,novel,
CHEMBL395961_ACR0,CHEMBL395961,chembl,C=CC(=O)N1N=C(Cc2ccc(NC(C)=O)cc2)CC1(C)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,MPODBHBMHOHEGR-UHFFFAOYSA-N,CC(=O)Nc1ccc(CC2=NNC(C)(C(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)C2)cc1,497.48,4.25,6,3.517,ok,0,1,0.1619,0.1531,56d,JNK-IN-8,0.8523,56d,O=C(Nc1ccccc1)C1CC(Cc2ccccc2)=NN1,,0,0.1349,0.0893,0.7423,0.1360,0.0811,0.7423,0.1491,0.1531,0.7982,0.1619,0.1200,0.8523,novel,novel,
CHEMBL512480_ACR0,CHEMBL512480,chembl,C=CC(=O)NCC(C(=O)Nc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,RFPCKQLTWIPTIZ-UHFFFAOYSA-N,NCC(C(=O)Nc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,416.51,4.32,7,3.238,ok,0,1,0.1959,0.1630,56d,JNK-IN-8,0.8505,56d,O=C(Cc1ccccc1)Nc1ccc(-c2ccnc3[nH]ccc23)s1,,1,0.1513,0.1485,0.6358,0.1525,0.1515,0.6358,0.1574,0.1630,0.7268,0.1959,0.1522,0.8505,novel,novel,
CHEMBL472291_ACR0,CHEMBL472291,chembl,C=CC(=O)NCC(C(=O)Nc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,ANRCGZLQKFWLEG-UHFFFAOYSA-N,NCC(C(=O)Nc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,495.40,5.08,7,3.424,ok,0,1,0.2000,0.1684,56d,JNK-IN-8,0.8505,56d,O=C(Cc1ccccc1)Nc1ccc(-c2ccnc3[nH]ccc23)s1,,1,0.1463,0.1429,0.6358,0.1475,0.1456,0.6358,0.1622,0.1684,0.7268,0.2000,0.1579,0.8505,novel,novel,
CHEMBL402629_ACR1,CHEMBL402629,chembl,C=CC(=O)N1CCC(Nc2cccc(-c3cnc4ccc(OC)cn34)n2)CC1,MNVMNZXDFZRZCU-UHFFFAOYSA-N,COc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,377.45,2.99,5,2.733,ok,0,1,0.2162,0.1546,YL2056,YL2056,0.8504,YL5084,c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1,,1,0.1724,0.1400,0.8504,0.2162,0.1546,0.8504,0.1589,0.1290,0.7090,0.1856,0.1183,0.5419,novel,novel,
CHEMBL396160_ACR0,CHEMBL396160,chembl,C=CC(=O)NCCNC(=O)c1csc(NC(=O)c2ccc3[nH]c4c(c3c2)C(C)CNC4=O)n1,XIQCIOPKVUNWAQ-UHFFFAOYSA-N,CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCN)cs4)cc3c21,466.52,1.76,7,3.337,ok,1,1,0.2255,0.1800,56d,56d,0.8504,56d,O=C(Nc1nccs1)c1ccc2[nH]c3c(c2c1)CCNC3=O,,1,0.1587,0.1532,0.6362,0.1508,0.1351,0.6362,0.1754,0.1782,0.7760,0.2255,0.1800,0.8504,novel,novel,
CHEMBL327715_ACR0,CHEMBL327715,chembl,C=CC(=O)NC(=N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1,YPLITKLMGIOVGT-UHFFFAOYSA-N,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1,382.42,4.23,4,2.768,ok,0,1,0.2360,0.1667,56d,YL2056,0.8501,56d,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,,1,0.1696,0.1630,0.6404,0.1712,0.1667,0.6404,0.1667,0.1529,0.7221,0.2360,0.1548,0.8501,novel,novel,
