id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason
CHEMBL91230_ACR0,CHEMBL91230,chembl,C=CC(=O)N(c1cccc(C(=O)OCC)c1)c1nccc(-c2cccnc2)n1,REEPCRBLGAAHFE-UHFFFAOYSA-N,CCOC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,374.40,3.57,6,2.574,watch,0,1,0.3708,0.5294,JNK-IN-8,JNK-IN-8,0.6845,YL5084,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.1964,0.2418,0.6845,0.1875,0.2333,0.6845,0.3708,0.5294,0.6208,0.1895,0.1977,0.5344,pan,pan_jnkin8,
CHEMBL55742_ACR0,CHEMBL55742,chembl,C=CC(=O)N(c1cccc(NC(=O)c2ccccc2C(=O)O)c1)c1nccc(-c2cccnc2)n1,FPWREIVQBAGQMR-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,465.47,4.34,7,2.630,watch,0,1,0.3889,0.5294,JNK-IN-8,JNK-IN-8,0.8231,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,,1,0.2124,0.2418,0.7232,0.2035,0.2472,0.7232,0.3889,0.5294,0.8231,0.2609,0.2410,0.7122,pan,pan_jnkin8,
CHEMBL59099_ACR0,CHEMBL59099,chembl,C=CC(=O)NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,UMTLJIZLNXMOBO-UHFFFAOYSA-N,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,402.46,2.70,9,2.347,ok,0,1,0.5062,0.5286,JNK-IN-8,JNK-IN-8,0.9334,JNK-IN-8,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2294,0.2340,0.7730,0.2315,0.2391,0.7730,0.5062,0.5286,0.9334,0.3140,0.2471,0.7298,pan,pan_jnkin8,
CHEMBL59099_ACR1,CHEMBL59099,chembl,C=CC(=O)N(c1cccc(C(=O)NCCCN)c1)c1nccc(-c2cccnc2)n1,NTNCEIVEHKQFKQ-UHFFFAOYSA-N,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,402.46,2.47,8,2.664,watch,0,1,0.3696,0.5286,JNK-IN-8,JNK-IN-8,0.7896,JNK-IN-8,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.1897,0.2340,0.7498,0.1810,0.2391,0.7498,0.3696,0.5286,0.7896,0.2316,0.2471,0.6472,pan,pan_jnkin8,
CHEMBL56359_ACR0,CHEMBL56359,chembl,C=CC(=O)N(c1cccc(NC(=O)c2cccs2)c1)c1nccc(-c2cccnc2)n1,HWZWHENGNVHVGD-UHFFFAOYSA-N,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,427.49,4.70,6,2.667,watch,0,1,0.3846,0.5217,JNK-IN-8,JNK-IN-8,0.7837,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,,1,0.1897,0.2128,0.6960,0.1810,0.2174,0.6960,0.3846,0.5217,0.7837,0.2447,0.2235,0.6412,pan,pan_jnkin8,
CHEMBL299707_ACR0,CHEMBL299707,chembl,C=CC(=O)N(c1cccc(NC(=O)c2ccccc2OC)c1)c1nccc(-c2cccnc2)n1,BUEWHEIFDFKVQZ-UHFFFAOYSA-N,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,451.49,4.65,7,2.566,watch,0,1,0.3871,0.5211,JNK-IN-8,JNK-IN-8,0.7918,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,,1,0.2051,0.2316,0.7314,0.1966,0.2234,0.7314,0.3871,0.5211,0.7918,0.2500,0.2299,0.6491,pan,pan_jnkin8,
CHEMBL185691_ACR0,CHEMBL185691,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)N(C)CCCO)ccc1C,DBRYLSUKXAGLNB-UHFFFAOYSA-N,Cc1ccc(NC(=O)N(C)CCCO)cc1Nc1nccc(-c2cccnc2)n1,446.51,3.54,8,2.883,watch,0,1,0.3936,0.5200,JNK-IN-8,JNK-IN-8,0.7729,JNK-IN-8,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2222,0.2178,0.7102,0.2137,0.2100,0.7102,0.3936,0.5200,0.7729,0.1961,0.1771,0.6215,pan,pan_jnkin8,
CHEMBL2376497_ACR0,CHEMBL2376497,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)NCc2cccc(Cl)c2)ccc1C,UHSFMIJGJRBBBY-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,498.97,5.67,7,2.727,watch,0,1,0.3776,0.5195,JNK-IN-8,JNK-IN-8,0.7453,JNK-IN-8,O=C(NCc1ccccc1)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,,1,0.2049,0.2115,0.7023,0.1967,0.2039,0.7023,0.3776,0.5195,0.7453,0.2353,0.2211,0.6805,pan,pan_jnkin8,
CHEMBL187964_ACR0,CHEMBL187964,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)Nc2cccc3[nH]ncc23)ccc1C,RZONBDIJJQUUDI-UHFFFAOYSA-N,Cc1ccc(NC(=O)Nc2cccc3[nH]ncc23)cc1Nc1nccc(-c2cccnc2)n1,490.53,5.22,6,2.917,watch,0,1,0.3737,0.5195,JNK-IN-8,JNK-IN-8,0.7855,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)Nc1cccc2[nH]ncc12,,1,0.1935,0.2115,0.7080,0.1855,0.2039,0.7080,0.3737,0.5195,0.7855,0.2828,0.2609,0.7286,pan,pan_jnkin8,
CHEMBL21079_ACR0,CHEMBL21079,chembl,C=CC(=O)N(c1nccc(-c2ccc[n+]([O-])c2)n1)c1cc(NC(=O)c2ccccc2)ccc1C,PGOWHJGOCRVRPC-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccc[n+]([O-])c2)n1,451.49,4.19,6,2.861,watch,0,1,0.3542,0.5135,JNK-IN-8,JNK-IN-8,0.8129,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3ccc[nH+]c3)n2)c1)c1ccccc1,,1,0.2348,0.2604,0.7113,0.2261,0.2526,0.7113,0.3542,0.5135,0.8129,0.2474,0.2333,0.6119,pan,pan_jnkin8,
CHEMBL186902_ACR0,CHEMBL186902,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)NCCCN(C)C)ccc1C,SBPGBXAJUYWPRH-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCCCN(C)C)cc1Nc1nccc(-c2cccnc2)n1,459.55,3.77,9,2.809,watch,0,1,0.4043,0.5132,JNK-IN-8,JNK-IN-8,0.7894,JNK-IN-8,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2414,0.2277,0.7238,0.2328,0.2323,0.7238,0.4043,0.5132,0.7894,0.2178,0.2000,0.6677,pan,pan_jnkin8,
CHEMBL313636_ACR0,CHEMBL313636,chembl,C=CC(=O)N(c1ccc(C(=O)OCC)cc1)c1nccc(-c2cccnc2)n1,CXTNNCPPYQLZCD-UHFFFAOYSA-N,CCOC(=O)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,374.40,3.57,6,2.524,watch,0,1,0.3371,0.5075,JNK-IN-8,JNK-IN-8,0.6845,YL5084,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2130,0.2644,0.6845,0.2037,0.2558,0.6845,0.3371,0.5075,0.6208,0.1579,0.1494,0.5344,pan,pan_jnkin8,
CHEMBL2207767_ACR0,CHEMBL2207767,chembl,C=CC(=O)N(c1cccc(NC(=O)c2ccccc2)c1)c1nccc(-c2ccc(NC(C)=O)cc2)n1,AFRRGALOSBVPGG-UHFFFAOYSA-N,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2)cc1,477.52,5.21,7,2.477,watch,0,1,0.3626,0.5072,JNK-IN-8,JNK-IN-8,0.7926,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3ccccc3)n2)c1)c1ccccc1,,0,0.2477,0.2556,0.6983,0.2385,0.2472,0.6983,0.3626,0.5072,0.7926,0.2921,0.2716,0.6995,pan,pan_jnkin8,
CHEMBL363926_ACR0,CHEMBL363926,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)NCCN2CCCC2)ccc1C,WLGGFPSBFWIRJV-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCCN2CCCC2)cc1Nc1nccc(-c2cccnc2)n1,471.57,3.92,8,2.788,watch,0,1,0.3636,0.5000,JNK-IN-8,JNK-IN-8,0.7599,JNK-IN-8,O=C(NCCN1CCCC1)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,,1,0.2250,0.2353,0.7381,0.2269,0.2400,0.7381,0.3636,0.5000,0.7599,0.2115,0.1959,0.6566,pan,pan_jnkin8,
CHEMBL2375901_ACR0,CHEMBL2375901,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(C(=O)Nc2nccs2)ccc1OC,VWJOEAUGROFILS-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2nccs2)cc1Nc1nccc(-c2cccnc2)n1,458.50,4.11,7,2.794,watch,0,1,0.3469,0.5000,JNK-IN-8,JNK-IN-8,0.7615,JNK-IN-8,O=C(Nc1nccs1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,,1,0.2000,0.2300,0.7419,0.1917,0.2222,0.7419,0.3469,0.5000,0.7615,0.2059,0.1895,0.6557,pan,pan_jnkin8,
CHEMBL473322_ACR0,CHEMBL473322,chembl,C=CC(=O)N(c1nc(-c2cccnc2)c[nH]1)c1cc(NC(=O)c2cccc(C)c2)ccc1C,WCWCOYUXSQLQSE-UHFFFAOYSA-N,Cc1cccc(C(=O)Nc2ccc(C)c(Nc3nc(-c4cccnc4)c[nH]3)c2)c1,437.50,5.19,6,2.854,watch,0,1,0.4130,0.5000,JNK-IN-8,JNK-IN-8,0.7992,JNK-IN-8,O=C(Nc1cccc(Nc2nc(-c3cccnc3)c[nH]2)c1)c1ccccc1,,1,0.1736,0.1650,0.6695,0.1750,0.1569,0.6695,0.4130,0.5000,0.7992,0.2737,0.2644,0.7732,pan,pan_jnkin8,
CHEMBL2375899_ACR0,CHEMBL2375899,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(C(=O)Nc2ccc(Cl)cn2)ccc1OC,PIZPQFIHVJGFHN-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1Nc1nccc(-c2cccnc2)n1,486.92,4.70,7,2.769,watch,0,1,0.3434,0.4935,JNK-IN-8,JNK-IN-8,0.7615,JNK-IN-8,O=C(Nc1ccccn1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,,1,0.1983,0.2277,0.7419,0.1901,0.2200,0.7419,0.3434,0.4935,0.7615,0.2039,0.1875,0.6557,pan,pan_jnkin8,
CHEMBL56669_ACR0,CHEMBL56669,chembl,C=CC(=O)N(c1cccc(NC(=O)CCCCC)c1)c1nccc(-c2cccnc2)n1,WKUAXTOJADCYHG-UHFFFAOYSA-N,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,415.50,4.91,9,2.599,watch,0,1,0.3804,0.4930,JNK-IN-8,JNK-IN-8,0.7455,JNK-IN-8,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2087,0.2234,0.6981,0.2000,0.2151,0.6981,0.3804,0.4930,0.7455,0.2292,0.2069,0.5937,pan,pan_jnkin8,
CHEMBL186137_ACR0,CHEMBL186137,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)NCCCn2ccnc2)ccc1C,UFAOWIFIGHYFQD-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCCCn2ccnc2)cc1Nc1nccc(-c2cccnc2)n1,482.55,4.11,9,2.926,watch,0,1,0.3564,0.4875,JNK-IN-8,JNK-IN-8,0.7974,JNK-IN-8,O=C(NCCCn1ccnc1)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,,1,0.2213,0.2308,0.7226,0.2131,0.2233,0.7226,0.3564,0.4875,0.7974,0.2190,0.2041,0.6979,pan,pan_jnkin8,
CHEMBL2376633_ACR0,CHEMBL2376633,chembl,C=CC(=O)N(c1cccc(NC(=O)CCCCCC)c1)c1nccc(-c2cccnc2)n1,XESVAFIGFYNWHB-UHFFFAOYSA-N,CCCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,429.52,5.30,10,2.613,watch,0,1,0.3763,0.4861,JNK-IN-8,JNK-IN-8,0.7455,JNK-IN-8,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2069,0.2211,0.6981,0.1983,0.2128,0.6981,0.3763,0.4861,0.7455,0.2268,0.2045,0.5937,pan,pan_jnkin8,
CHEMBL21078_ACR0,CHEMBL21078,chembl,C=CC(=O)N(c1nccc(-c2cccs2)n1)c1cc(NC(=O)c2ccccc2)ccc1C,LKUPDBYXARVEJP-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1,440.53,5.62,6,2.584,watch,0,1,0.3263,0.4795,JNK-IN-8,JNK-IN-8,0.7559,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3cccs3)n2)c1)c1ccccc1,,0,0.2212,0.2447,0.6545,0.2124,0.2366,0.6545,0.3263,0.4795,0.7559,0.2581,0.2442,0.6177,pan,pan_jnkin8,
CHEMBL462626_ACR0,CHEMBL462626,chembl,C=CC(=O)N(c1nc(-c2cccnc2)c[nH]1)c1cc(NC(=O)c2ccccc2)ccc1C,SKEZTSDZLJGATE-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nc(-c2cccnc2)c[nH]1,423.48,4.88,6,2.784,watch,0,1,0.3956,0.4795,JNK-IN-8,JNK-IN-8,0.7992,JNK-IN-8,O=C(Nc1cccc(Nc2nc(-c3cccnc3)c[nH]2)c1)c1ccccc1,,1,0.1983,0.1939,0.6695,0.2000,0.1856,0.6695,0.3956,0.4795,0.7992,0.2688,0.2588,0.7732,pan,pan_jnkin8,
CHEMBL58142_ACR0,CHEMBL58142,chembl,C=CC(=O)N(c1cccc(NC(=O)C2CCCCC2)c1)c1nccc(-c2cccnc2)n1,UPSJOAONGRTOKW-UHFFFAOYSA-N,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,427.51,4.91,6,2.632,watch,0,1,0.3548,0.4789,JNK-IN-8,JNK-IN-8,0.7040,JNK-IN-8,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,,1,0.2105,0.2391,0.6999,0.2124,0.2584,0.6999,0.3548,0.4789,0.7040,0.2188,0.1954,0.5607,pan,pan_jnkin8,
CHEMBL20426_ACR0,CHEMBL20426,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc([N+](=O)[O-])ccc1C,QYBGOUBYIROHNQ-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,361.36,3.61,5,2.728,watch,0,1,0.3297,0.4783,JNK-IN-8,JNK-IN-8,0.7117,YL5084,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.1770,0.2198,0.7117,0.1681,0.2111,0.7117,0.3297,0.4783,0.6513,0.1546,0.1222,0.5086,pan,pan_jnkin8,
CHEMBL328952_ACR0,CHEMBL328952,chembl,C=CC(=O)N(c1ccc(N(C)C(C)=O)cc1)c1nccc(-c2cccnc2)n1,OYRAJZGUPHCQQT-UHFFFAOYSA-N,CC(=O)N(C)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,373.42,3.37,5,2.720,watch,0,1,0.3256,0.4776,JNK-IN-8,JNK-IN-8,0.6444,YL5084,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.2000,0.2414,0.6444,0.1905,0.2326,0.6444,0.3256,0.4776,0.6185,0.1667,0.1529,0.4922,pan,pan_jnkin8,
CHEMBL519601_ACR0,CHEMBL519601,chembl,C=CC(=O)N(Cc1ccc(C(=O)Nc2ccccc2)cc1)c1nccc(-c2cccnc2)n1,ARVJRPKBPNXGKC-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,435.49,4.51,7,2.417,watch,0,1,0.3908,0.4714,JNK-IN-8,JNK-IN-8,0.6735,JNK-IN-8,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,,1,0.2667,0.2727,0.6716,0.2571,0.2791,0.6716,0.3908,0.4714,0.6735,0.2727,0.2289,0.5888,pan,pan_jnkin8,
CHEMBL3763891_ACR0,CHEMBL3763891,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(-c2nnc(-c3cccnc3)o2)ccc1C,XCLLXSMVLZZRJD-UHFFFAOYSA-N,Cc1ccc(-c2nnc(-c3cccnc3)o2)cc1Nc1nccc(-c2cccnc2)n1,461.49,4.81,6,2.897,watch,0,1,0.3261,0.4714,JNK-IN-8,JNK-IN-8,0.7161,YL5084,c1cncc(-c2ccnc(Nc3cccc(-c4nnc(-c5cccnc5)o4)c3)n2)c1,,1,0.1754,0.2174,0.7161,0.1667,0.2088,0.7161,0.3261,0.4714,0.6389,0.1531,0.1209,0.5859,pan,pan_jnkin8,
CHEMBL184907_ACR0,CHEMBL184907,chembl,C=CC(=O)N(c1nccc(-c2cccnc2)n1)c1cc(NC(=O)NCCCN2CCOCC2)ccc1C,VGEQKIMJVYVLFT-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCCCN2CCOCC2)cc1Nc1nccc(-c2cccnc2)n1,501.59,3.54,9,2.854,watch,0,1,0.3462,0.4699,JNK-IN-8,JNK-IN-8,0.7661,JNK-IN-8,O=C(NCCCN1CCOCC1)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,,1,0.2160,0.2243,0.7014,0.2177,0.2286,0.7014,0.3462,0.4699,0.7661,0.2130,0.1980,0.6104,pan,pan_jnkin8,
CHEMBL328926_ACR0,CHEMBL328926,chembl,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)c1nccc(-c2cccnc2)n1,UZZQSFLYODJBOM-UHFFFAOYSA-N,CC(C)(C)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,358.45,4.69,4,2.599,watch,0,1,0.3103,0.4688,JNK-IN-8,JNK-IN-8,0.6167,YL5084,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,,1,0.1887,0.2262,0.6167,0.1792,0.2169,0.6167,0.3103,0.4688,0.5461,0.1538,0.1205,0.4389,pan,pan_jnkin8,
CHEMBL472921_ACR0,CHEMBL472921,chembl,C=CC(=O)N(c1cccc(NC(=O)c2cccc(C)c2)c1)c1nc(-c2cccnc2)c[nH]1,SWPBUGNMWYIZCF-UHFFFAOYSA-N,Cc1cccc(C(=O)Nc2cccc(Nc3nc(-c4cccnc4)c[nH]3)c2)c1,423.48,4.88,6,2.788,watch,0,1,0.4066,0.4658,JNK-IN-8,JNK-IN-8,0.7992,JNK-IN-8,O=C(Nc1cccc(Nc2nc(-c3cccnc3)c[nH]2)c1)c1ccccc1,,1,0.1667,0.1600,0.6695,0.1681,0.1515,0.6695,0.4066,0.4658,0.7992,0.2935,0.2771,0.7732,pan,pan_jnkin8,
