repurposing_id,canonical_smiles,status,pdbqt,n_microspecies,selected_smiles,formal_charge,has_carboxylate,all_microspecies,mw
TD-3,O=C(O)C(C)(C)Sc1nc2ncccc2n1Cc1ccc(Br)c2ccccc21,prepared,data/campaigns/c5/01_ligand_prep/w1_refs/pdbqt/TD-3.pdbqt,1,CC(C)(Sc1nc2ncccc2n1Cc1ccc(Br)c2ccccc12)C(=O)[O-],-1,True,CC(C)(Sc1nc2ncccc2n1Cc1ccc(Br)c2ccccc12)C(=O)[O-],455.35700000000014
