file,created_by_script,input_files,git_commit,hash,used_in_manuscript,status
data/jcim_novelty_v0/tables/review_scored_membership_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,8f78c06dcde74be6e9a0610f20bd9e15166108ed2d67b33e3ae9df0e829396eb,0,supporting
data/jcim_novelty_v0/tables/primary_directional_intervals_review_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,c39c05068d9f47467f101060f88c9b5cba880a4adb1c250af5773953ae41f910,1,canonical_for_manuscript
data/jcim_novelty_v0/tables/eight_pair_ranking_operating_point_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,a2e9994f6a712eb7883966ba74e6f9654ed963dda1fcd39584ffeb7db009084b,1,supporting
data/jcim_novelty_v0/tables/formulation_equal_score_negative_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,1d5aa2016d4e7e38cb66210338a882b750412152ab107dfac8ba27bdf1288143,1,supporting
data/jcim_chembl_universe_v0/local_track_b_v0/tables/scores_vina_mode1_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,1b2ab9a8722e53d5261bba0ba174da6022581d8d9ac7c1f2db89c2796a7bbf3a,0,supporting
docs/MANUSCRIPT_JCIM_EN.md,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,b2a266acd6ad682329d629d72a2e17bd878800edaf67e3dc00462ae95fee8639,1,canonical_for_manuscript
figures/jcim_article/plotted_values.json,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,ddb5985497a0121f2d30e7c9900921a90444bc29e25253ae5aaedb3ad89c0fd0,1,canonical_for_manuscript
data/jcim_structure_robust_v0/tables/receptor_realization_two_pair_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,2b354b54645194e8f9593878acb6aa138dc693eeb2e01cbf5c1d5aab9aa7472e,1,supporting
data/jcim_independent_dock_v0/tables/independent_dock_formulation_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,37d0e1db02121c33c24924b3afdd861523e2a8ca3173034685cc840097811f89,1,supporting
data/jcim_novelty_v0/tables/all14_cognate_rmsd_calcrrms_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,c3971292441e30acbcbc07b6c225a572f4da5b0a03508f383cd7b59333985bec,0,supporting
data/jcim_chembl_universe_v0/tables/universe_census_summary_v1.csv,see repository scripts next to tables; this audit did not overwrite,production,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,11e18268e8e4ef5e4e7a85cd929d1fe26154b6a55ffb507e7471bcbfe28f5ceb,1,supporting
audit_outputs/canonical_ligand_table.csv,see repository scripts next to tables; this audit did not overwrite,ligand-level panels + mode-1 Vina,6f5bea67a7aca5ffc5c9abdbf6f2226790615431,f0f2eaca35b2e249be682e1d94b56dd69e79bafa3225b8ac2729397c7c5453e8,0,supporting
