pair,contrast,fold,n_train,n_test,train_scaffolds,test_scaffolds,overlap_count,overlap_scaffolds
EGFR/HER2,D_vs_A,0,52,14,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1;O=C(C=CCN1CCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCNCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21;O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=Cc1ccccc1)NCc1ccccc1;O=C(C=Cc1ccccc1)Nc1ccccc1;O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2;O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1;O=C(NCc1ccccc1)c1ccc2c(c1)NC(=O)c1ccc(-c3ccccc3)cc1N2;O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3s2)cc1)NC1CC1;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2;O=C1CSC(NN=Cc2ccccc2)=N1;O=C1Nc2ncnc(Nc3ccccc3)c2C1=Cc1ccc[nH]1;S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1;c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1;c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1;c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1;c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1;c1ccc(CNc2ncnn3cccc23)cc1;c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1;c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1;c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1;c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1;c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1;c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3ccccc23)cc1;c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1;c1ccc(Nc2ncnc3cc(OCc4csc5ccccc45)ccc23)cc1;c1ccc(Nc2ncnc3cnccc23)cc1;c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1;c1ccc(Nc2ncnn3cccc23)cc1;c1ccc(OCCNc2ncnc3ccccc23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCCC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1;c1cncc(CNc2ccc(Nc3ccnc4ccccc34)cc2)c1;c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC1CCOC1;O=C(NCCCN1CCNCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1;O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1;O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12;c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1;c1ccc(N=c2nc[nH]c3cc(OCC4CCNCC4)ccc23)cc1;c1ccc(Nc2ncnc3ccccc23)cc1,0,
EGFR/HER2,D_vs_A,1,53,13,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1;O=C(C=CCN1CCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC1CCOC1;O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=Cc1ccccc1)NCc1ccccc1;O=C(C=Cc1ccccc1)Nc1ccccc1;O=C(NCCCN1CCNCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1;O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1;O=C(NCc1ccccc1)c1ccc2c(c1)NC(=O)c1ccc(-c3ccccc3)cc1N2;O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3s2)cc1)NC1CC1;O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2;O=C1CSC(NN=Cc2ccccc2)=N1;O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12;S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1;c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1;c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1;c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1;c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1;c1ccc(CNc2ncnn3cccc23)cc1;c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1;c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1;c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1;c1ccc(N=c2nc[nH]c3cc(OCC4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3ccccc23)cc1;c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1;c1ccc(Nc2ncnc3cc(OCc4csc5ccccc45)ccc23)cc1;c1ccc(Nc2ncnc3ccccc23)cc1;c1ccc(Nc2ncnn3cccc23)cc1;c1ccc(OCCNc2ncnc3ccccc23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCCC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1;c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,O=C(C=CCN1CCNCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21;O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1;O=C1Nc2ncnc(Nc3ccccc3)c2C1=Cc1ccc[nH]1;c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1;c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1;c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1;c1ccc(Nc2ncnc3cnccc23)cc1;c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1;c1cncc(CNc2ccc(Nc3ccnc4ccccc34)cc2)c1,0,
EGFR/HER2,D_vs_A,2,53,13,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1;O=C(C=CCN1CCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCNCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21;O=C(C=CCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC1CCOC1;O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2;O=C(NCCCN1CCNCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1;O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1;O=C(NCc1ccccc1)c1ccc2c(c1)NC(=O)c1ccc(-c3ccccc3)cc1N2;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1;O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2;O=C1Nc2ncnc(Nc3ccccc3)c2C1=Cc1ccc[nH]1;O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12;S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1;c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1;c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1;c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1;c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1;c1ccc(CNc2ncnn3cccc23)cc1;c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1;c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1;c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1;c1ccc(N=c2nc[nH]c3cc(OCC4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3ccccc23)cc1;c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1;c1ccc(Nc2ncnc3ccccc23)cc1;c1ccc(Nc2ncnc3cnccc23)cc1;c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1;c1ccc(Nc2ncnn3cccc23)cc1;c1ccc(OCCNc2ncnc3ccccc23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1;c1cncc(CNc2ccc(Nc3ccnc4ccccc34)cc2)c1;c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=Cc1ccccc1)NCc1ccccc1;O=C(C=Cc1ccccc1)Nc1ccccc1;O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3s2)cc1)NC1CC1;O=C1CSC(NN=Cc2ccccc2)=N1;c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1;c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1;c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1;c1ccc(Nc2ncnc3cc(OCc4csc5ccccc45)ccc23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCCC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1,0,
EGFR/HER2,D_vs_A,3,53,13,O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1;O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCNCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21;O=C(C=CCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC1CCOC1;O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(C=Cc1ccccc1)NCc1ccccc1;O=C(C=Cc1ccccc1)Nc1ccccc1;O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2;O=C(NCCCN1CCNCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1;O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1;O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3s2)cc1)NC1CC1;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1;O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2;O=C1CSC(NN=Cc2ccccc2)=N1;O=C1Nc2ncnc(Nc3ccccc3)c2C1=Cc1ccc[nH]1;O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12;S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1;c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1;c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1;c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1;c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1;c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1;c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1;c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1;c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1;c1ccc(N=c2nc[nH]c3cc(OCC4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1;c1ccc(Nc2ncnc3cc(OCc4csc5ccccc45)ccc23)cc1;c1ccc(Nc2ncnc3ccccc23)cc1;c1ccc(Nc2ncnc3cnccc23)cc1;c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1;c1ccc(Nc2ncnn3cccc23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCCC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1;c1cncc(CNc2ccc(Nc3ccnc4ccccc34)cc2)c1;c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CCN1CCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(NCc1ccccc1)c1ccc2c(c1)NC(=O)c1ccc(-c3ccccc3)cc1N2;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2;c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1;c1ccc(CNc2ncnn3cccc23)cc1;c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1;c1ccc(Nc2ccnc3ccccc23)cc1;c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1;c1ccc(OCCNc2ncnc3ccccc23)cc1,0,
EGFR/HER2,D_vs_A,4,53,13,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CCN1CCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCNCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21;O=C(C=CCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC1CCOC1;O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=Cc1ccccc1)NCc1ccccc1;O=C(C=Cc1ccccc1)Nc1ccccc1;O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2;O=C(NCCCN1CCNCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1;O=C(NCc1ccccc1)c1ccc2c(c1)NC(=O)c1ccc(-c3ccccc3)cc1N2;O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3s2)cc1)NC1CC1;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1;O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2;O=C1CSC(NN=Cc2ccccc2)=N1;O=C1Nc2ncnc(Nc3ccccc3)c2C1=Cc1ccc[nH]1;O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12;c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1;c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1;c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1;c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1;c1ccc(CNc2ncnn3cccc23)cc1;c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1;c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1;c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1;c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1;c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1;c1ccc(N=c2nc[nH]c3cc(OCC4CCNCC4)ccc23)cc1;c1ccc(Nc2ccnc3ccccc23)cc1;c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1;c1ccc(Nc2ncnc3cc(OCc4csc5ccccc45)ccc23)cc1;c1ccc(Nc2ncnc3ccccc23)cc1;c1ccc(Nc2ncnc3cnccc23)cc1;c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1;c1ccc(OCCNc2ncnc3ccccc23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCCC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1;c1cncc(CNc2ccc(Nc3ccnc4ccccc34)cc2)c1,O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1;O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2;S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1;c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1;c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1;c1ccc(Nc2ncnn3cccc23)cc1;c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1;c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,0,
EGFR/HER2,D_vs_B,0,48,12,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1;O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1;O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1;O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1;O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4ccccc4)cc3)c2[nH]1;O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1;O=C(NCCN1CCOCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1;O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1;O=C(OC1CNC(C#Cc2cc3ncnc(Nc4ccc(OCc5ccccc5)nc4)c3s2)C1)N1CCOCC1;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2;O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2;O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12;c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4cc5ncnn5cn4)cc3)ncnc2c1;c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccc5ccnn5c4)cc3)ncnc2c1;c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ccnc5c4)cc3)ncnc2c1;c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1;c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1;c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCOCC5)c34)cc2)nc1;c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1;c1ccc(COc2ccc(Nc3nncc4[nH]ccc34)cc2)cc1;c1ccc(COc2ccc(Nc3nncc4c[nH]cc34)cc2)cc1;c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1;c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1;c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1;c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1;c1ccc(Nc2ncnc3cnccc23)cc1;c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1;c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1;c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1;c1ccc2oc(Nc3ccc(-c4nn(C5CCC(N6CCNCC6)CC5)c5ncncc45)cc3)nc2c1;c1cncc(Cn2ncc3cc(Nc4ncnn5cccc45)ccc32)c1;c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1;c1nc(Nc2ccc(Oc3ccn4ncnc4c3)cc2)c2nc(N3CCNCC3)ncc2n1;c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C34CNC(C3)C4)c2n1;c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CC4CCC(C3)N4)c2n1;c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CC4CNC3C4)c2n1;c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CCNC3)c2n1;c1ncc2c(-c3ccc(Oc4ccn5ncnc5c4)cc3)nn(C3CCCNC3)c2n1,O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1;O=C1Cc2ccc(Oc3ccc(Nc4ncnc5cc[nH]c45)cc3)cc2N1;c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ncnc5c4)cc3)ncnc2c1;c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1;c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1;c1ccc(CSc2nc3ccccc3s2)cc1;c1ccc(Nc2ncnc3ccccc23)cc1;c1cncc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCCCC5)c34)cc2)c1,0,
