canonical_smiles,name,chembl_id,in_production_1588,q_ge_0.5_top1,q_ge_0.5_top3,q_ge_0.5_top5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,ROCILETINIB,CHEMBL3545308,True,True,True,True
CC(C)(CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1)C(=O)O,LY2624803,CHEMBL5314393,True,True,True,True
Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,ACUMAPIMOD,CHEMBL5314397,True,True,True,True
CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,BI 653048,CHEMBL3358954,True,True,True,True
Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,PF-03758309,CHEMBL3128043,True,True,True,True
Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,VS-5584,CHEMBL3393066,True,True,True,True
CS(=O)(=O)CC(=O)N1CC2(C1)OCc1cc(C3=NO[C@@](c4cc(Cl)c(F)c(Cl)c4)(C(F)(F)F)C3)ccc12,SAROLANER,CHEMBL3137302,True,True,True,True
Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,DAGROCORAT,CHEMBL3137304,True,True,True,True
CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,GSK-1292263,CHEMBL3187503,True,True,True,True
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCCCC(=O)O,CANLITINIB,CHEMBL5314510,True,True,True,True
Cn1nc(-c2ccc(C(=O)NCC(F)F)cc2)nc1Nc1ccc2[nH]ncc2c1C1CC1,ZELASUDIL,CHEMBL5314495,True,True,True,True
Cc1nc(N2CC([C@H]3CCCN([C@H]4C[C@](C)(C(=O)O)C4)C3)C2)nc(N[C@H](C)c2ccc(Cl)cc2Cl)c1Cl,ZELNECIRNON,CHEMBL5314496,True,True,True,True
CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2/C1=C\c1ccncc1,CP-461 FREE BASE,CHEMBL4068108,True,True,True,True
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,TOMIVOSERTIB,CHEMBL4073443,True,True,True,True
O[C@@H]1[C@H](O)[C@@H](CSc2ccccc2F)O[C@H]1n1cnc2c(N[C@@H]3CCC[C@H]3O)ncnc21,GS-9667,CHEMBL3545011,True,True,True,True
CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,ABT-102,CHEMBL398338,True,True,True,True
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,PIROXICAM,CHEMBL527,True,True,True,True
CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,EDATREXATE,CHEMBL296373,True,True,True,True
O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,RAFOXANIDE,CHEMBL287542,True,True,True,True
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C,ALEMCINAL,CHEMBL300049,True,True,True,True
COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,NAFOXIDINE,CHEMBL28211,True,True,True,True
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,PLECONARIL,CHEMBL29609,True,True,True,True
C/C=C/C1O[C@]2(C(=O)COC(=O)c3cccnc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,NICOCORTONIDE,CHEMBL2106447,True,True,True,True
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)(O)O,FOSTRIECIN,CHEMBL17377,True,True,True,True
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,REBASTINIB,CHEMBL1738757,True,True,True,True
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,ZIRITAXESTAT,CHEMBL3828074,True,True,True,True
COCc1cc(C(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)n(C)n1,TEGTOCICLIB,CHEMBL5201870,True,True,True,True
Cc1cc(Oc2ncccc2C(F)(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,TAVAPADON,CHEMBL3697617,True,True,True,True
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,ITACITINIB,CHEMBL3622820,True,True,True,True
COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,PLX-5622,CHEMBL3639728,True,True,True,True
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,POSELTINIB,CHEMBL4163691,True,True,True,True
CN/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,IBIPINABANT,CHEMBL412262,True,True,True,True
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)C3=CC[C@@H]4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,DELOXOLONE,CHEMBL2106405,True,True,True,True
Cc1nc2ccccc2n1CC1CCN(C(=O)/C=C(/c2ccccc2)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)CC1,DERSALAZINE,CHEMBL2106406,True,True,True,True
CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)O[C@H]1C,MEPROSCILLARIN,CHEMBL2106427,True,True,True,True
CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C(=O)[O-])c1I,DIPROTRIZOATE SODIUM,CHEMBL2106377,True,True,True,True
CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1,HEPRONICATE,CHEMBL2106360,True,True,True,True
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,ABITESARTAN,CHEMBL1742401,True,True,True,True
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,RG-7603,CHEMBL2331680,True,True,True,True
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1,ZOLASARTAN,CHEMBL304639,True,True,True,True
COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)O)C3)c2CC[C@@H]1C,POCENBRODIB,CHEMBL5314476,True,True,True,True
CC(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)c(N)n2)C1,PUMECITINIB,CHEMBL5314478,True,True,True,True
CC(C)(O)c1ccc(Nc2ncnc3c2CCN(c2ccc(C#N)c(Cl)c2)C3)nc1,GUMELUTAMIDE,CHEMBL5314466,True,True,True,True
CCn1nc(C)c2c(OCCC(C)C)c(C(=O)NCCc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)cnc21,GLICARAMIDE,CHEMBL2106430,True,True,True,True
CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12,SUDEXANOX,CHEMBL1178103,True,True,True,True
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,REGRELOR,CHEMBL1162175,True,True,True,True
C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,ASP-4058,CHEMBL4297350,True,True,True,True
COc1c(C)cnc(Cn2cc(C#CCCOP(=O)(O)O)c3c(Cl)nc(N)nc32)c1C,BIIB-028,CHEMBL4297359,True,True,True,True
CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,AZD-8835,CHEMBL3894518,True,True,True,True
Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,BMS-963272,CHEMBL3912712,True,True,True,True
O=C(NCc1ccc(OC(F)(F)F)c(F)c1)[C@H]1CN(c2nc3nc(C4CC4)ncc3s2)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,JTK-853,CHEMBL4297295,True,True,True,True
Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12,PF-05241328,CHEMBL4279521,True,True,True,True
CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)[C@@H](OC(C)=O)C[C@]43O)C2)O[C@@H](C)[C@@H]1O,OLEANDRIN,CHEMBL4285883,True,True,True,True
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,FEZOLINETANT,CHEMBL3608680,True,True,True,True
CCC(CC)c1cc(C)nc2c(-c3nc(N4CCOCC4)sc3Cl)c(C)nn12,TILDACERFONT,CHEMBL5095198,True,True,True,True
CC(=O)Nc1nc(F)c(CN2CC[C@H](OCc3noc(C)n3)C[C@@H]2C)s1,CEPEROGNASTAT,CHEMBL5095251,True,True,True,True
COCCN(CCCCC1=CC=C2CCCN=C2N1)CC[C@H](Nc1ncnc2ccccc12)C(=O)O,BEXOTEGRAST,CHEMBL5095257,True,True,True,True
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,ALOGABAT,CHEMBL5095259,True,True,True,True
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,SULFASALAZINE,CHEMBL421,True,True,True,True
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,CEP-37440,CHEMBL3951811,True,True,True,True
CCc1nc(C(F)(F)F)cnc1N[C@H]1CCC[C@@H]1NC(=O)c1ncccc1-n1nccn1,CVN-766,CHEMBL3958101,True,True,True,True
C=CC(=O)Nc1cc(N2CCN(CC)CC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,H3B-6527,CHEMBL3939295,True,True,True,True
O=C(Nc1cccc2cnccc12)N[C@@H]1CC2(CCC2)Oc2ccc(F)cc21,GRC-6211,CHEMBL5314398,True,True,True,True
Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(CO)nc1Sc1ccnc(N)c1Cl,VOCIPROTAFIB,CHEMBL5314427,True,True,True,True
CCCCCCCCCCCCCCCCCC(=O)OCCCO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O,TEPROSULVOSE,CHEMBL5095995,True,True,True,True
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,BI-2536,CHEMBL513909,True,True,True,True
CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,FUCOXANTHIN,CHEMBL1773903,True,True,True,True
CNc1ccc(/C=C/C=C/c2nc3ccc(OCC(O)CF)cc3s2)cn1,FLORZOLOTAU,CHEMBL5095503,True,True,True,True
Cc1cc(-c2ncnn2C)c2cccc(OCc3c(Cl)cc(F)cc3[C@H](C)NC(=O)COC(F)F)c2n1,CRICTIBANT,CHEMBL5095506,True,True,True,True
Cc1cccc(C)c1CNc1cc(C(=O)NCCOC(=O)CCCC(=O)O)cn2c(C)c(C)nc12,LINAPRAZAN GLURATE,CHEMBL5095187,True,True,True,True
CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,RADALBUVIR,CHEMBL3121539,True,True,True,True
CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1ccccc1,SULPROSTONE,CHEMBL1472830,True,True,True,True
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,PEROSPIRONE,CHEMBL1472975,True,True,True,True
C#CC[C@@H](C(=O)N[C@H](/C=C/C(=O)OCC)C[C@@H]1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O,IMOCITRELVIR,CHEMBL141157,True,True,True,True
Cc1ccc2c(-c3nc(Nc4cc(CN5C[C@@H](C)N[C@@H](C)C5)cc(C5CC5)c4)ncc3Cl)c[nH]c2c1,TUSPETINIB,CHEMBL5314420,True,True,True,True
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BERBERINE URSODEOXYCHOLATE,CHEMBL5314422,True,True,True,True
O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5C[C@H](CO)OC5=O)cc4F)CC3)c(F)cc2c1=O,CADAZOLID,CHEMBL3707376,True,True,True,True
C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,NAQUOTINIB,CHEMBL3663929,True,True,True,True
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,LINAGLIPTIN,CHEMBL237500,True,True,True,True
CCC(=O)[N-]S(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,ELSULFAVIRINE SODIUM,CHEMBL4297377,True,True,True,True
Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13,AZD-5991,CHEMBL4297482,True,True,True,True
COc1ccc(-c2ccc(OCc3cc(C(=O)NS(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,BGC-20-1531 FREE BASE,CHEMBL1628698,True,True,True,True
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,ASCORBYL GAMOLENATE,CHEMBL2107622,True,True,True,True
COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1,BENAFENTRINE,CHEMBL2107625,True,True,True,True
NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl,SULICRINAT,CHEMBL2107610,True,True,True,True
CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ETIPREDNOL DICLOACETATE,CHEMBL2107614,True,True,True,True
CNC1CN(c2nc3ncc(Br)cc3n3cnnc23)C1,IZUFORANT,CHEMBL5095103,True,True,True,True
CC(C)c1c2cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)ccc2nn1C,CULMERCICLIB,CHEMBL5095094,True,True,True,True
C[C@H](C#N)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,EDECESERTIB,CHEMBL5095097,True,True,True,True
O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc3cc(F)ccc3n2)nc1,NANATINOSTAT,CHEMBL1801250,True,True,True,True
Cc1cc(N2CCCCC2)nn2cnnc12,ZINDOTRINE,CHEMBL2105494,True,True,True,True
COc1cc(C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)ccc1OC(C)=O,BROVANEXINE,CHEMBL2105477,True,True,True,True
CN(C)CC/C=C1\c2ccccc2CNc2cc(Cl)ccc21,ELANZEPINE,CHEMBL2105588,True,True,True,True
CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC,UREDOFOS,CHEMBL2105590,True,True,True,True
Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12,E-7820,CHEMBL4297376,True,True,True,True
N#Cc1cc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F,PRX-08066,CHEMBL4297322,True,True,True,True
C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1cn2c(C3CCOCC3)ncc2c(=O)[nH]1,TOVINONTRINE,CHEMBL4297290,True,True,True,True
CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,TALNETANT,CHEMBL10188,True,True,True,True
COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3Cc4c(OC(C)=O)c(C)c5c(c4[C@H](CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)N3[C@@H](O)[C@H](C2)N1C)OCO5,PM-00104,CHEMBL4297453,True,True,True,True
CC[C@H](C)[C@H]1CN2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,DESOCRIPTINE,CHEMBL4297090,True,True,True,True
CNC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,BALCINRENONE,CHEMBL3916929,True,True,True,True
CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,INIXACICLIB,CHEMBL5095102,True,True,True,True
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,TERODILINE,CHEMBL363295,True,True,True,True
CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,AZD-8165,CHEMBL3786896,True,True,True,True
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,XL-019,CHEMBL3545328,True,True,True,True
COc1ccc(C2=C(Cc3ccc(OCCN4CCCCC4)cc3)c3ccc(O)cc3OC2)cc1,CHF4227,CHEMBL3545355,True,True,True,True
Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(N3CCC(F)(F)C3)n2)cc1OC(F)F,GDC-0134,CHEMBL3732012,True,True,True,True
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(-c3ccccc3)nn2)n(C)c1=O,ETC-159,CHEMBL3633802,True,True,True,True
Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,FONADELPAR,CHEMBL3545186,True,True,True,True
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,SIMOTINIB,CHEMBL3545235,True,True,True,True
Cc1cc(C)c(-c2ccc(NC(=O)[C@H](Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1,LGD-6972,CHEMBL4297469,True,True,True,True
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1nnc2ccccn12,VAMOTINIB,CHEMBL4297478,True,True,True,True
O=C(Nc1ccc(F)cc1)c1cnc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,SX-682,CHEMBL4297480,True,True,True,True
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,FARGLITAZAR,CHEMBL107367,True,True,True,True
CC1(C)[C@@H](OC(=O)[C@H]2CCCC[C@H]2C(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CICLOXOLONE,CHEMBL2106051,True,True,True,True
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2COC3(CCN(c4ccc(Cl)cc4)CC3)O2)[C@H]1c1cccc([N+](=O)[O-])c1,CRONIDIPINE,CHEMBL2106056,True,True,True,True
CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,ICOMETASONE ENBUTATE,CHEMBL2106296,True,True,True,True
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,ETHYL BISCOUMACETATE,CHEMBL2106261,True,True,True,True
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ALVOCIDIB,CHEMBL428690,True,True,True,True
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,TAUROLITHOCHOLIC ACID,CHEMBL408701,True,True,True,True
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,PEFCALCITOL,CHEMBL3989862,True,True,True,True
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,EVOBRUTINIB,CHEMBL4072833,True,True,True,True
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccc(I)cc4)ncnc32)[C@H](O)[C@@H]1O,PICLIDENOSON,CHEMBL3989873,True,True,True,True
COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,SITRAVATINIB,CHEMBL3989926,True,True,True,True
C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(CCO)CC5)c(F)c4F)nc23)c1,RX-518,CHEMBL4297486,True,True,True,True
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,DAPIVIRINE,CHEMBL70663,True,True,True,True
O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccc4ccccc34)C(=O)O)CCCC2)CCc2ccccc21,SLV-334,CHEMBL4297432,True,True,True,True
CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC,CLOXACEPRIDE,CHEMBL10445,True,True,True,True
O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1,IOWH-032,CHEMBL4297392,True,True,True,True
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,AVAGACESTAT,CHEMBL1090771,True,True,True,True
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,BARDOXOLONE,CHEMBL1093059,True,True,True,True
CC[C@H](Nc1ncnc2[nH]cnc12)c1oc2ccccc2c(=O)c1-c1cccc(F)c1,TENALISIB,CHEMBL4297584,True,True,True,True
NC(=O)[C@](O)(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)C(F)(F)F,OLINCIGUAT,CHEMBL4297616,True,True,True,True
COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,SITOKIREN,CHEMBL4110551,True,True,True,True
O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,SAMIXOGREL,CHEMBL277689,True,True,True,True
CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F,LECIMIBIDE,CHEMBL274185,True,True,True,True
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,PHORBOL MYRISTATE ACETATE,CHEMBL279115,True,True,True,True
C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,RAFABEGRON,CHEMBL279260,True,True,True,True
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1,FRESELESTAT,CHEMBL25892,True,True,True,True
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,REGRELOR DISODIUM,CHEMBL261244,True,True,True,True
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,OSI-632,CHEMBL253969,True,True,True,True
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,RIFAMYCIN,CHEMBL437765,True,True,True,True
Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,APTO-253,CHEMBL4297261,True,True,True,True
CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,SELADELPAR,CHEMBL230158,True,True,True,True
N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1,SRA-737,CHEMBL4169078,True,True,True,True
O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,MK-0752,CHEMBL4205422,True,True,True,True
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,PF-03814735,CHEMBL4289017,True,True,True,True
O=C(NC[C@H]1CN(c2ccc(N3CCNC=N3)cc2)C(=O)O1)c1ccc(Cl)s1,GCC-4401C,CHEMBL4297465,True,True,True,True
