canonical_smiles,name,chembl_id,in_production_1588,q_ge_0.5_top1,q_ge_0.5_top3,q_ge_0.5_top5
COc1ccc(-c2cc(=O)c3c(OC)cc(OCC(=O)O)cc3o2)cc1OC,RECOFLAVONE,CHEMBL4297606,False,False,False,False
O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1,ROLUPERIDONE,CHEMBL4297605,False,False,False,False
CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21,VERDIPERSTAT,CHEMBL4297594,False,False,False,False
Nc1c(-c2cc(Cc3ccc(COc4ccccn4)cc3)no2)ccc[n+]1COP(=O)([O-])O,FOSMANOGEPIX,CHEMBL4297591,False,False,False,False
CCOc1nc2cccc(C(=O)OCc3ccc(OC(=O)C(C)(C)C)c(OC)c3)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,AZILSARTAN MOPIVABIL,CHEMBL5095054,False,False,False,False
O=C(O)c1nc2ccccc2n([C@@H]2C[C@H]3CCC[C@@H](C2)N3C2C[C@H]3CCC[C@@H](C2)C3)c1=O,SUNOBINOP,CHEMBL5095040,False,False,False,False
CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,OMS405,CHEMBL5095027,False,False,False,False
CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,RACTOPAMINE,CHEMBL509336,False,False,False,False
COCCOCCOCCOCCOCCOCCO[C@H]1CCC2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,OXYCODEGOL,CHEMBL4297632,False,False,False,False
N#Cc1ccc(N2CCC[C@@H]2[C@@H](O)C(F)(F)F)cc1C(F)(F)F,VK5211,CHEMBL5170587,False,False,False,False
CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)C[C@H]1CC,OBICETRAPIB,CHEMBL3785197,False,False,False,False
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,BRIVANIB,CHEMBL377300,False,False,False,False
O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCC1,SHR-4640,CHEMBL3746329,False,False,False,False
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,PERIFOSINE,CHEMBL372764,False,False,False,False
C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl,MARIZOMIB,CHEMBL371405,False,False,False,False
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PICTILISIB,CHEMBL521851,False,False,False,False
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHLORPROETHAZINE,CHEMBL52125,False,False,False,False
CC(O)(CC(=O)O)C1CCCCC1,CYCLOBUTOIC ACID,CHEMBL52091,False,False,False,False
CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,BAMIPINE,CHEMBL520400,False,False,False,False
C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C(CCCCC)=C(NCc2ccccc2)C1=O,ETRINABDIONE,CHEMBL5095098,False,False,False,False
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,ISTISOCICLIB,CHEMBL5199065,False,False,False,False
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,DIMEFLINE,CHEMBL519364,False,False,False,False
Nc1c2c(nc3ccccc13)CCCC2O,VELNACRINE,CHEMBL51934,False,False,False,False
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,COLFORSIN,CHEMBL52606,False,False,False,False
Cc1ccc(CN2CCC(C3(c4ccccc4)CCC(=O)NC3=O)CC2)cc1,MELETIMIDE,CHEMBL523900,False,False,False,False
COc1cc(C(C#N)(CCCN(C)CCc2ccccc2)C(C)C)cc(OC)c1OC,METHOXYVERAPAMIL,CHEMBL523367,False,False,False,False
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,NORDAZEPAM,CHEMBL523,False,False,False,False
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,HEPZIDINE,CHEMBL522580,False,False,False,False
CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,TALSUPRAM,CHEMBL52247,False,False,False,False
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,VOFOPITANT,CHEMBL522302,False,False,False,False
Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,AMINDOCATE,CHEMBL522173,False,False,False,False
COC(=O)NC[C@H]1CN(c2ccc(N3CC4(COC4)C3)c(F)c2)C(=O)O1,TBI-223,CHEMBL5201490,False,False,False,False
Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,SELTOREXANT,CHEMBL3597971,False,False,False,False
COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,LOBEGLITAZONE,CHEMBL3585580,False,False,False,False
N/N=c1\[nH][nH]/c(=N\N)c2ccccc12,DIHYDRALAZINE,CHEMBL35505,False,False,False,False
Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,AV-101,CHEMBL3545351,False,False,False,False
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@]12C,OLESOXIME,CHEMBL3545254,False,False,False,False
CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1,DALCETRAPIB,CHEMBL313006,False,False,False,False
O=C1NS(=O)(=O)c2ccccc21,SACCHARIN,CHEMBL310671,False,False,False,False
CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,SAREDUTANT,CHEMBL308148,False,False,False,False
COc1ccc(C2CCC(CN(C(=O)C3CCC(O)CC3)c3cccc(-c4cnn(C5CC5)c4)c3)CC2)cc1C,OMESDAFEXOR,CHEMBL5314434,False,False,False,False
COc1cc2ncc3c(c2cc1-c1cn(C)nc1C)n(-c1c(F)cncc1OC)c(=O)n3C,LARTESERTIB,CHEMBL5314413,False,False,False,False
Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,GEVOTROLINE,CHEMBL51910,False,False,False,False
CNC1CN(c2cc(N)nc(CC(C)C)n2)C1,UR-63325,CHEMBL5314396,False,False,False,False
COc1cc2c(cc1S(=O)(=O)c1ccc(OCc3ccc(Cl)cc3)cc1)CCN(C)CC2,SB-773812,CHEMBL5314394,False,False,False,False
COCC1(CO)C(=O)C2CCN1CC2,EPRENETAPOPT,CHEMBL3186011,False,False,False,False
OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,SUCRALOSE,CHEMBL3185084,False,False,False,False
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1,SIVELESTAT SODIUM,CHEMBL3182314,False,False,False,False
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,PYRIDOXAL PHOSPHATE,CHEMBL3181870,False,False,False,False
COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,ZUCAPSAICIN,CHEMBL313971,False,False,False,False
CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-],TRANSCROCETINATE SODIUM,CHEMBL3137335,False,False,False,False
Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1C(F)(F)F,FEVIPIPRANT,CHEMBL3137332,False,False,False,False
CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,ESUBERAPROST,CHEMBL3137314,False,False,False,False
CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,MOTRETINIDE,CHEMBL519260,False,False,False,False
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(F)cc(F)c1,TC-6987,CHEMBL5314402,False,False,False,False
CC(C)n1cc(C#N)c2cc(-n3cc(C(=O)O)cn3)ccc21,TIGULIXOSTAT,CHEMBL3652780,False,False,False,False
CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,GW-406381,CHEMBL364804,False,False,False,False
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,NADIFLOXACIN,CHEMBL363449,False,False,False,False
Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,TUCIDINOSTAT,CHEMBL3621988,False,False,False,False
Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,NIFEKALANT,CHEMBL360861,False,False,False,False
O=C1NCC(=O)N2CCC[C@@H]12,CYCLO(PROLYLGLYCYL),CHEMBL360216,False,False,False,False
COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,EZLOPITANT,CHEMBL515966,False,False,False,False
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,OPIPRAMOL,CHEMBL370753,False,False,False,False
CCCCc1oc2ccc(C(=O)OC(C)C)cc2c1C(=O)c1ccc(CCCN(CCCC)CCCC)cc1,CELIVARONE,CHEMBL3707403,False,False,False,False
C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,ALANYL GLUTAMINE,CHEMBL3707366,False,False,False,False
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,OXITRIPTAN,CHEMBL350221,False,False,False,False
CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,FABOMOTIZOLE,CHEMBL3707307,False,False,False,False
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,RUSERONTINIB,CHEMBL3678958,False,False,False,False
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,DOCONEXENT,CHEMBL367149,False,False,False,False
O=c1c(-c2ccccc2)coc2ccccc12,ISOFLAVONE,CHEMBL366460,False,False,False,False
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,FALLYPRIDE,CHEMBL392158,False,False,False,False
CC[C@@H](C(N)=O)N1C[C@H](C=C(F)F)CC1=O,SELETRACETAM,CHEMBL3918017,False,False,False,False
Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,BRENSOCATIB,CHEMBL3900409,False,False,False,False
NCCc1c[nH]c2ccc(O)cc12,SEROTONIN,CHEMBL39,False,False,False,False
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,FASUDIL,CHEMBL38380,False,False,False,False
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Zn+2],ZINC GLUCONATE,CHEMBL3833377,False,False,False,False
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)NCc4ccc(S(N)(=O)=O)cc4)C3)[C@H](C)[C@H]12,BENAPENEM,CHEMBL5095168,False,False,False,False
COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,ETRIPAMIL,CHEMBL3707312,False,False,False,False
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,RIPASUDIL,CHEMBL3426621,False,False,False,False
O=C(O)CCCCC1CCSS1,"LIPOIC ACID, ALPHA",CHEMBL33864,False,False,False,False
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,URIDINE TRIPHOSPHATE,CHEMBL336296,False,False,False,False
O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12,RANIRESTAT,CHEMBL334830,False,False,False,False
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21,DEXANABINOL,CHEMBL334533,False,False,False,False
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,MAXACALCITOL,CHEMBL333950,False,False,False,False
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,DOXRIBTIMINE,CHEMBL52609,False,False,False,False
CCCOC(C(=O)OC1CCNCC1)(c1ccccc1)c1ccccc1,PARENT OF TAS-303,CHEMBL5095507,False,False,False,False
CC1(C)SC(Nc2ccccc2O)=N[C@@H]1C(=O)O,EBARESDAX,CHEMBL5095417,False,False,False,False
N[C@@H](C(=O)N1CCCC1)[C@@H](O)c1ccncc1,"2-AMINO-3-HYDROXY-3-(PYRIDIN-4-YL)-1-(PYRROLIDIN-1-YL)PROPAN-1-ONE, (2R,3S)-",CHEMBL5095258,False,False,False,False
N#Cc1cc(Cl)cc(Oc2c(C(F)(F)F)ncn(Cc3cc(C(F)(F)F)c(=O)[nH]n3)c2=O)c1,ULONIVIRINE,CHEMBL5095253,False,False,False,False
NC(=O)CN1CC(O)CC1=O,OXIRACETAM,CHEMBL36633,False,False,False,False
COc1ccc(CN2CCN(CCOC(=O)c3cccnc3)CC2)c(OC)c1OC,NINERAFAXSTAT,CHEMBL5095242,False,False,False,False
Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1,DDP-225,CHEMBL5095232,False,False,False,False
NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F,ATUZAGINSTAT,CHEMBL5095230,False,False,False,False
Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1,R-112,CHEMBL515271,False,False,False,False
CSCC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1,NIFURATEL,CHEMBL514315,False,False,False,False
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,EMAPUNIL,CHEMBL513922,False,False,False,False
CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,OXENDOLONE,CHEMBL513856,False,False,False,False
Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,ZENIDOLOL,CHEMBL513389,False,False,False,False
CCN(CC)C(=O)Cc1c(-c2ccc(OCCF)cc2)nn2c(C)cc(C)nc12,DPA-714,CHEMBL512306,False,False,False,False
COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,GALLOPAMIL,CHEMBL51149,False,False,False,False
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,DIFLUCORTOLONE,CHEMBL509924,False,False,False,False
O=C(NO)c1ccc(CN(c2cnccn2)c2cnccn2)cc1,KA-2507,CHEMBL5095246,False,False,False,False
CC12CCC(CC1=O)C2(C)C,CAMPHOR,CHEMBL15768,False,False,False,False
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,ESTRAMUSTINE,CHEMBL1575,False,False,False,False
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,SPIRAMIDE,CHEMBL79834,False,False,False,False
C[n+]1ccc(C(=O)NCc2ccccc2)cc1,ENISAMIUM IODIDE,CHEMBL1716983,False,False,False,False
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,ASPARTAME,CHEMBL171679,False,False,False,False
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NORETHANDROLONE,CHEMBL1697845,False,False,False,False
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,REBAMIPIDE,CHEMBL1697771,False,False,False,False
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,PERAZINE,CHEMBL1697766,False,False,False,False
CC(=O)Oc1ccccc1C(=O)O.NCCCCC(N)C(=O)O,ASPIRIN DL-LYSINE,CHEMBL1697753,False,False,False,False
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,ACETYLCARNITINE,CHEMBL1697733,False,False,False,False
CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F,TECARFARIN,CHEMBL2105664,False,False,False,False
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12,RITIPENEM,CHEMBL70088,False,False,False,False
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,CIGLITAZONE,CHEMBL7002,False,False,False,False
CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1,FIROCOXIB,CHEMBL69998,False,False,False,False
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,ETOFYLLINE,CHEMBL699,False,False,False,False
NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,SONEPIPRAZOLE,CHEMBL69759,False,False,False,False
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,ZATEBRADINE,CHEMBL69679,False,False,False,False
CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21,NAXAGOLIDE,CHEMBL69271,False,False,False,False
Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)cn1,LUPITIDINE,CHEMBL69178,False,False,False,False
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,DALTROBAN,CHEMBL71685,False,False,False,False
Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,AZALANSTAT,CHEMBL70611,False,False,False,False
Cc1ccc(Cc2c[nH]c(NCCCCc3ncc(Br)cc3C)nc2=O)cn1,TEMELASTINE,CHEMBL70598,False,False,False,False
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,LAROMUSTINE,CHEMBL167691,False,False,False,False
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,TRACAZOLATE,CHEMBL84567,False,False,False,False
NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,FIDARESTAT,CHEMBL84446,False,False,False,False
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,INDISULAM,CHEMBL77517,False,False,False,False
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,CARBAZERAN,CHEMBL77131,False,False,False,False
CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,OLVANIL,CHEMBL76903,False,False,False,False
N=C(N)NCC1COc2ccccc2O1,GUANOXAN,CHEMBL76725,False,False,False,False
CCCCCCCCCCCCN1CCCCCC1=O,LAUROCAPRAM,CHEMBL76591,False,False,False,False
C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1,XEMILOFIBAN,CHEMBL76098,False,False,False,False
COc1ccc(CC/N=C2/CCCN2C)cc1OC,MIXIDINE,CHEMBL75797,False,False,False,False
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,XAMOTEROL,CHEMBL75753,False,False,False,False
CCOCCP(CCOCC)CCP(CCOCC)CCOCC,TETROFOSMIN,CHEMBL1615784,False,False,False,False
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cc(Cl)cc3c2OCCO3)CC1,DU 125530,CHEMBL79261,False,False,False,False
Oc1nc(O)c2nc(O)[nH]c2n1,URIC ACID,CHEMBL792,False,False,False,False
COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],L-NAME,CHEMBL7890,False,False,False,False
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,RATHYRONINE,CHEMBL789,False,False,False,False
CCOC(=O)CN1CCN(C[C@@H]2CN(c3ccc(C(=N)NC(=O)OC)cc3)C(=O)O2)CC1,GANTOFIBAN,CHEMBL78871,False,False,False,False
CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,INDACRINONE,CHEMBL7797,False,False,False,False
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,DOPEXAMINE,CHEMBL77622,False,False,False,False
CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,POLMACOXIB,CHEMBL166863,False,False,False,False
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,RESVERATROL,CHEMBL165,False,False,False,False
CCN(CC)CCc1nc(-c2ccccc2)no1,OXOLAMINE,CHEMBL1620875,False,False,False,False
C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O,CANRENOATE,CHEMBL1616951,False,False,False,False
COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,BATABULIN,CHEMBL79280,False,False,False,False
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,ROLIPRAM,CHEMBL63,False,False,False,False
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,ALTANSERIN,CHEMBL62919,False,False,False,False
CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,FASIPLON,CHEMBL62735,False,False,False,False
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,FLEROXACIN,CHEMBL6273,False,False,False,False
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,DIFLOXACIN,CHEMBL6259,False,False,False,False
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,DOXEFAZEPAM,CHEMBL64677,False,False,False,False
CN(C)CCOC(=O)COc1ccc(Cl)cc1,MECLOFENOXATE,CHEMBL64545,False,False,False,False
Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)N=C(N)N,ENIPORIDE,CHEMBL64360,False,False,False,False
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,CLOROTEPINE,CHEMBL64249,False,False,False,False
O=C(CCCl)NCc1ccccc1,BECLAMIDE,CHEMBL64195,False,False,False,False
CN1CC[C@]2(C)C[C@@H](Cc3ccc(O)cc32)C1,EPTAZOCINE,CHEMBL70566,False,False,False,False
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,FLUPERLAPINE,CHEMBL63756,False,False,False,False
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,BENZOTRIPT,CHEMBL63544,False,False,False,False
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,DOXECITINE,CHEMBL66115,False,False,False,False
COc1cc(CC(C)N)c(OC)cc1Br,BROLAMFETAMINE,CHEMBL6607,False,False,False,False
N=C(N)c1cccc2c1CC/C2=N\N=C(N)N,SARDOMOZIDE,CHEMBL65789,False,False,False,False
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,MEPINDOLOL,CHEMBL65717,False,False,False,False
CN(C)CCc1c[nH]c2cccc(O)c12,PSILOCIN,CHEMBL65547,False,False,False,False
O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1,DOFEQUIDAR,CHEMBL65067,False,False,False,False
O=C(O)CC/C=C\CC[C@@H]1[C@@H](N2CCCCC2)[C@@H](O)C[C@@H]1OCc1ccc(-c2ccccc2)cc1,VAPIPROST,CHEMBL65030,False,False,False,False
CCOC(=O)CCNC(=O)N[C@H]1CCN(c2ccc(C(=N)N)cc2)C1=O,ORBOFIBAN,CHEMBL64706,False,False,False,False
CN(C(=O)CCCOc1ccc2c(c1)CN1CC(=O)NC1=N2)C1CCCCC1,LIXAZINONE,CHEMBL69139,False,False,False,False
CC1c2ccccc2CN1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,ZIDAPAMIDE,CHEMBL6378,False,False,False,False
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,BENACTYZINE,CHEMBL70352,False,False,False,False
Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1,ZALTIDINE,CHEMBL70209,False,False,False,False
O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,CARMOXIROLE,CHEMBL70159,False,False,False,False
CCNC1C2CCC(C2)C1c1ccccc1,FENCAMFAMIN,CHEMBL7010,False,False,False,False
O=C1NCCN1CCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccccc32)CC1,IRINDALONE,CHEMBL73461,False,False,False,False
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,MEQUITAZINE,CHEMBL73451,False,False,False,False
CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,SARIPIDEM,CHEMBL73416,False,False,False,False
O=c1[nH]c(-c2ccc(F)cc2)c(CCN2CCN(c3cc(Cl)cc(Cl)c3)CC2)o1,LODIPERONE,CHEMBL73383,False,False,False,False
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,TERGURIDE,CHEMBL73151,False,False,False,False
COc1ccc2[nH]cc(CCN(C)C)c2c1,MEBUFOTENIN,CHEMBL7257,False,False,False,False
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,ALRESTATIN,CHEMBL63055,False,False,False,False
O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,SUPIDIMIDE,CHEMBL72115,False,False,False,False
CCCN1CCC[C@@H](c2cccc(O)c2)C1,PRECLAMOL,CHEMBL7549,False,False,False,False
CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1,TIFURAC,CHEMBL75153,False,False,False,False
CC(/C=C/[C@@H]1C[C@]1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C\C(=O)O,IRX-4204,CHEMBL75133,False,False,False,False
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,ZANAPEZIL,CHEMBL75013,False,False,False,False
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,PIRITREXIM,CHEMBL7492,False,False,False,False
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CYCLOGUANIL,CHEMBL747,False,False,False,False
CC(C)(CNC(N)=O)NCC(O)COC(=O)c1ccccc1F,FLESTOLOL,CHEMBL7467,False,False,False,False
CC1(C)S[C@@H]2[C@H](Br)C(=O)N2[C@H]1C(=O)O,BROBACTAM,CHEMBL73622,False,False,False,False
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,NIFLUMIC ACID,CHEMBL63323,False,False,False,False
