n,n_dual,auroc_vina_mean,auroc_rtm_min_z,delta_auroc,delta_auroc_ci_lo,delta_auroc_ci_hi,significant_excl0,n_boot
110,28,0.5513937282229965,0.5121951219512195,-0.03919860627177696,-0.16627046379964303,0.08493883869486525,False,2000
