target,ligand,mode,status,cnn_score,cnn_affinity,reason
3POZ,EH120_045,mode_01,success,0.6766639352,7.2432670593,
3POZ,EH120_042,mode_01,success,0.3010781109,6.2318110466,
3POZ,EH120_046,mode_01,success,0.2293334454,6.5861525536,
3POZ,EH120_044,mode_01,success,0.2259627134,6.2659974098,
3POZ,EH120_043,mode_01,success,0.3481786549,6.4130969048,
3POZ,EH120_041,mode_01,success,0.1913578957,6.7471733093,
3POZ,EH120_052,mode_01,success,0.1997342706,6.0700511932,
3POZ,EH120_050,mode_01,success,0.079626441,6.4284386635,
3POZ,EH120_049,mode_01,success,0.0573451519,5.5086326599,
3POZ,EH120_051,mode_01,success,0.262429148,5.9557318687,
3POZ,EH120_047,mode_01,success,0.3233411312,7.3284573555,
3POZ,EH120_048,mode_01,success,0.2549934387,5.9628777504,
3POZ,EH120_056,mode_01,success,0.2363049984,6.6184210777,
3POZ,EH120_055,mode_01,success,0.0999023616,5.3234620094,
3POZ,EH120_054,mode_01,success,0.3099226952,5.7285766602,
3POZ,EH120_058,mode_01,success,0.2259344459,6.70206213,
3POZ,EH120_053,mode_01,success,0.3813890517,7.0283856392,
3POZ,EH120_057,mode_01,success,0.2147942632,4.8636069298,
3POZ,EH120_062,mode_01,success,0.8746845126,8.5215787888,
3POZ,EH120_063,mode_01,success,0.7089871168,7.4863600731,
3POZ,EH120_064,mode_01,success,0.462815702,6.1233634949,
3POZ,EH120_061,mode_01,success,0.8230549097,8.226978302,
3POZ,EH120_059,mode_01,success,0.0740587339,5.1655936241,
3POZ,EH120_060,mode_01,success,0.1144215465,5.9027900696,
3POZ,EH120_069,mode_01,success,0.2270092517,6.3951206207,
3POZ,EH120_068,mode_01,success,0.479894489,7.6759643555,
3POZ,EH120_065,mode_01,success,0.1116432324,5.1827464104,
3POZ,EH120_067,mode_01,success,0.5350089073,5.8120207787,
3POZ,EH120_066,mode_01,success,0.0617896542,6.0740947723,
3POZ,EH120_070,mode_01,success,0.4701609313,5.8620529175,
3POZ,EH120_073,mode_01,success,0.093466863,6.2708039284,
3POZ,EH120_075,mode_01,success,0.2938361466,5.7090129852,
3POZ,EH120_074,mode_01,success,0.2278258651,4.9246087074,
3POZ,EH120_076,mode_01,success,0.4716416597,5.3624310493,
3POZ,EH120_072,mode_01,success,0.9226807952,8.1041488647,
3POZ,EH120_071,mode_01,success,0.0851972848,5.8478865623,
3POZ,EH120_080,mode_01,success,0.0675732493,6.1444506645,
3POZ,EH120_078,mode_01,success,0.0687797889,6.4497070312,
3POZ,EH120_081,mode_01,success,0.9138985872,8.3006734848,
3POZ,EH120_079,mode_01,success,0.163490653,5.3270087242,
3POZ,EH120_082,mode_01,success,0.2694380283,6.9815125465,
3POZ,EH120_077,mode_01,success,0.0900872946,6.0284209251,
3POZ,EH120_087,mode_01,success,0.9319669008,8.6159563065,
3POZ,EH120_083,mode_01,success,0.7852312922,8.1993551254,
3POZ,EH120_088,mode_01,success,0.8911052346,8.4051866531,
3POZ,EH120_084,mode_01,success,0.9233541489,8.1320734024,
3POZ,EH120_086,mode_01,success,0.4438580871,7.6638069153,
3POZ,EH120_085,mode_01,success,0.8457440734,8.4422369003,
3POZ,EH120_089,mode_01,success,0.1202241853,5.6108193398,
3POZ,EH120_093,mode_01,success,0.6582612395,8.1715040207,
3POZ,EH120_091,mode_01,success,0.1875737011,6.3648934364,
3POZ,EH120_094,mode_01,success,0.8907157779,7.126844883,
3POZ,EH120_092,mode_01,success,0.8698918819,8.5263729095,
3POZ,EH120_090,mode_01,success,0.3732002676,7.0499243736,
3POZ,EH120_100,mode_01,success,0.9458272457,8.3425340652,
3POZ,EH120_095,mode_01,success,0.2743884325,6.859767437,
3POZ,EH120_096,mode_01,success,0.9216230512,8.4836788177,
3POZ,EH120_098,mode_01,success,0.8975047469,8.2703962326,
3POZ,EH120_099,mode_01,success,0.1515661031,6.5499520302,
3POZ,EH120_097,mode_01,success,0.3726523817,6.789457798,
3POZ,EH120_101,mode_01,success,0.8755021095,8.251748085,
3POZ,EH120_105,mode_01,success,0.1514668316,5.770072937,
3POZ,EH120_104,mode_01,success,0.2035960704,6.2737650871,
3POZ,EH120_102,mode_01,success,0.1564479768,5.116994381,
3POZ,EH120_103,mode_01,success,0.419916451,5.5715327263,
3POZ,EH120_106,mode_01,success,0.2224147916,5.7913098335,
3POZ,EH120_107,mode_01,success,0.0800567493,4.9688196182,
3POZ,EH120_109,mode_01,success,0.8339758515,4.6453232765,
3POZ,EH40_02,mode_01,success,0.7038944364,7.8263411522,
3POZ,EH120_110,mode_01,success,0.3175040483,5.3324465752,
3POZ,EH40_01,mode_01,success,0.1327618212,6.1755867004,
3POZ,EH120_108,mode_01,success,0.4084221721,5.8975329399,
3POZ,EH40_03,mode_01,success,0.3229377866,6.9188294411,
3POZ,EH40_05,mode_01,success,0.2568681836,6.3172211647,
3POZ,EH40_07,mode_01,success,0.2034539431,6.2920417786,
3POZ,EH40_08,mode_01,success,0.2107915729,7.457464695,
3POZ,EH40_06,mode_01,success,0.0550996065,6.5297775269,
3POZ,EH40_04,mode_01,success,0.1273794323,6.6692137718,
3POZ,EH40_09,mode_01,success,0.2998540998,7.3311524391,
3POZ,EH40_11,mode_01,success,0.4323726296,6.986641407,
3POZ,EH40_13,mode_01,success,0.4303296804,6.998313427,
3POZ,EH40_12,mode_01,success,0.9035314322,8.0571298599,
3POZ,EH40_10,mode_01,success,0.1458131373,6.0555033684,
3POZ,EH40_14,mode_01,success,0.5501207113,6.445628643,
3POZ,EH40_17,mode_01,success,0.1910826564,6.3872299194,
3POZ,EH40_19,mode_01,success,0.2546689808,6.1452689171,
3POZ,EH40_15,mode_01,success,0.0797948316,4.7227253914,
3POZ,EH40_20,mode_01,success,0.1435985714,6.7050132751,
3POZ,EH40_16,mode_01,success,0.3996699154,6.7242941856,
3POZ,EH40_18,mode_01,success,0.6061468124,7.2440438271,
3POZ,EH40_22,mode_01,success,0.0765448883,5.9119334221,
3POZ,EH40_21,mode_01,success,0.1290981472,6.0325164795,
3POZ,EH40_25,mode_01,success,0.2731503546,4.6484675407,
3POZ,EH40_26,mode_01,success,0.1359486282,4.6322588921,
3POZ,EH40_23,mode_01,success,0.2068231255,6.3155760765,
3POZ,EH40_24,mode_01,success,0.274058044,4.3454532623,
3POZ,EH40_27,mode_01,success,0.1429942399,5.1147098541,
3POZ,EH40_29,mode_01,success,0.3554085493,6.1716551781,
3POZ,EH40_30,mode_01,success,0.0889552087,5.2463259697,
3POZ,EH40_32,mode_01,success,0.1501805037,5.9579834938,
3POZ,EH40_28,mode_01,success,0.9582284093,8.5485239029,
3POZ,EH40_31,mode_01,success,0.0322324783,4.9721312523,
3POZ,EH40_34,mode_01,success,0.3247387707,6.5853514671,
3POZ,EH40_33,mode_01,success,0.3252042532,6.7627978325,
3POZ,EH40_36,mode_01,success,0.0700019225,5.9463844299,
3POZ,EH40_37,mode_01,success,0.8288607597,8.3540687561,
3POZ,EH40_35,mode_01,success,0.0778261125,6.2156691551,
3POZ,EH40_38,mode_01,success,0.2443638444,5.9761366844,
3POZ,EH40_40,mode_01,success,0.2801468968,6.2878837585,
3RCD,EH120_041,mode_01,success,0.1491088569,6.0364031792,
3RCD,EH120_042,mode_01,success,0.4546297193,7.1358132362,
3POZ,EH40_39,mode_01,success,0.5630021691,6.8181624413,
3RCD,EH120_044,mode_01,success,0.2041749656,7.0548529625,
3RCD,EH120_043,mode_01,success,0.0803335607,5.7205939293,
3RCD,EH120_047,mode_01,success,0.0791117698,7.2718186378,
3RCD,EH120_045,mode_01,success,0.9722064137,8.2048721313,
3RCD,EH120_046,mode_01,success,0.22914505,7.3702998161,
3RCD,EH120_048,mode_01,success,0.4706526399,6.6744828224,
3RCD,EH120_049,mode_01,success,0.2198264301,7.1173629761,
3RCD,EH120_050,mode_01,success,0.125370875,7.101085186,
3RCD,EH120_051,mode_01,success,0.075138092,5.6341605186,
3RCD,EH120_052,mode_01,success,0.3006749153,7.1111488342,
3RCD,EH120_054,mode_01,success,0.1834327132,5.8082466125,
3RCD,EH120_053,mode_01,success,0.0943190306,5.8620200157,
3RCD,EH120_055,mode_01,success,0.6303189397,6.666665554,
3RCD,EH120_056,mode_01,success,0.0547974147,5.3444366455,
3RCD,EH120_057,mode_01,success,0.163311258,5.5351257324,
3RCD,EH120_059,mode_01,success,0.0808179826,5.8783965111,
3RCD,EH120_058,mode_01,success,0.0518747158,5.5152282715,
3RCD,EH120_060,mode_01,success,0.167577967,6.7949328423,
3RCD,EH120_061,mode_01,success,0.8800686598,8.4826002121,
3RCD,EH120_062,mode_01,success,0.796094358,8.4470453262,
3RCD,EH120_064,mode_01,success,0.1475974619,5.5547070503,
3RCD,EH120_063,mode_01,success,0.2430639267,7.1258645058,
3RCD,EH120_066,mode_01,success,0.0542883091,6.4790587425,
3RCD,EH120_065,mode_01,success,0.5488799214,6.4274115562,
3RCD,EH120_067,mode_01,success,0.2102493644,5.5302081108,
3RCD,EH120_068,mode_01,success,0.7120578289,8.3825292587,
3RCD,EH120_070,mode_01,success,0.2065150142,5.6738028526,
3RCD,EH120_071,mode_01,success,0.8776521087,8.0367689133,
3RCD,EH120_073,mode_01,success,0.7483292222,7.9839539528,
3RCD,EH120_072,mode_01,success,0.8584518433,8.3621683121,
3RCD,EH120_069,mode_01,success,0.1242464036,6.2105383873,
3RCD,EH120_074,mode_01,success,0.8245245218,6.9594306946,
3RCD,EH120_077,mode_01,success,0.2236208916,6.8278708458,
3RCD,EH120_076,mode_01,success,0.2533412874,5.5298233032,
3RCD,EH120_075,mode_01,success,0.8981323242,7.1787447929,
3RCD,EH120_078,mode_01,success,0.0334165618,6.828950882,
3RCD,EH120_079,mode_01,success,0.4375922382,6.3909420967,
3RCD,EH120_080,mode_01,success,0.8077691793,8.3226289749,
3RCD,EH120_081,mode_01,success,0.9023982882,8.6358718872,
3RCD,EH120_085,mode_01,success,0.9207874537,8.5770349503,
3RCD,EH120_083,mode_01,success,0.7666980624,8.2626676559,
3RCD,EH120_084,mode_01,success,0.7442518473,7.9893836975,
3RCD,EH120_082,mode_01,success,0.730517447,8.1093025208,
3RCD,EH120_086,mode_01,success,0.3154217005,7.9752840996,
3RCD,EH120_088,mode_01,success,0.9099014401,8.6517267227,
3RCD,EH120_087,mode_01,success,0.7500246167,8.4516296387,
3RCD,EH120_090,mode_01,success,0.9597120881,8.6635332108,
3RCD,EH120_091,mode_01,success,0.935392499,8.1781225204,
3RCD,EH120_089,mode_01,success,0.8489938974,8.496090889,
3RCD,EH120_092,mode_01,success,0.8419608474,8.8891677856,
3RCD,EH120_093,mode_01,success,0.4141173065,8.1793584824,
3RCD,EH120_094,mode_01,success,0.2858110666,6.2921242714,
3RCD,EH120_095,mode_01,success,0.9236642122,8.3508443832,
3RCD,EH120_096,mode_01,success,0.9114072323,8.6975698471,
3RCD,EH120_097,mode_01,success,0.9557675123,8.2635202408,
3RCD,EH120_098,mode_01,success,0.9450237751,8.7873296738,
3RCD,EH120_101,mode_01,success,0.2194239795,7.7701582909,
3RCD,EH120_099,mode_01,success,0.856760025,8.1376113892,
3RCD,EH120_100,mode_01,success,0.9403778315,8.3499555588,
3RCD,EH120_103,mode_01,success,0.3205364645,5.4704375267,
3RCD,EH120_102,mode_01,success,0.1528326273,6.2277655602,
3RCD,EH120_106,mode_01,success,0.2217948735,5.5156669617,
3RCD,EH120_105,mode_01,success,0.2495893687,6.413942337,
3RCD,EH120_104,mode_01,success,0.2214023173,6.214407444,
3RCD,EH120_107,mode_01,success,0.1287598908,6.0365080833,
3RCD,EH120_109,mode_01,success,0.5695940256,4.5998325348,
3RCD,EH120_108,mode_01,success,0.067036435,5.5652832985,
3RCD,EH40_01,mode_01,success,0.7316694856,8.1117334366,
3RCD,EH40_05,mode_01,success,0.772803843,7.8803906441,
3RCD,EH40_02,mode_01,success,0.8697142601,8.5330839157,
3RCD,EH120_110,mode_01,success,0.1485329419,4.7975225449,
3RCD,EH40_03,mode_01,success,0.0439803153,5.3877105713,
3RCD,EH40_04,mode_01,success,0.2035463154,7.8626251221,
3RCD,EH40_06,mode_01,success,0.9532748461,9.2417526245,
3RCD,EH40_10,mode_01,success,0.8553891778,7.9080352783,
3RCD,EH40_07,mode_01,success,0.1521191299,6.1653647423,
3RCD,EH40_09,mode_01,success,0.0565288849,7.0985445976,
3RCD,EH40_11,mode_01,success,0.4509849548,7.4414558411,
3RCD,EH40_08,mode_01,success,0.5702927113,7.9693961143,
3RCD,EH40_13,mode_01,success,0.09741918,4.6730804443,
3RCD,EH40_12,mode_01,success,0.4998507798,7.7311463356,
3RCD,EH40_14,mode_01,success,0.5663816333,6.9061141014,
3RCD,EH40_15,mode_01,success,0.8935677409,7.3736858368,
3RCD,EH40_17,mode_01,success,0.1827307642,6.6398978233,
3RCD,EH40_16,mode_01,success,0.115249075,5.8528161049,
3RCD,EH40_18,mode_01,success,0.3953896165,7.4391169548,
3RCD,EH40_19,mode_01,success,0.2485249788,6.2417564392,
3RCD,EH40_21,mode_01,success,0.1362098902,6.2268815041,
3RCD,EH40_22,mode_01,success,0.7678081989,8.4115400314,
3RCD,EH40_20,mode_01,success,0.177113995,6.8134055138,
3RCD,EH40_23,mode_01,success,0.7162888646,7.9366188049,
3RCD,EH40_24,mode_01,success,0.8063154221,5.193669796,
3RCD,EH40_25,mode_01,success,0.1897766888,4.9722995758,
3RCD,EH40_27,mode_01,success,0.4016810656,5.9358267784,
3RCD,EH40_28,mode_01,success,0.8894422054,8.6857862473,
3RCD,EH40_26,mode_01,success,0.9466865659,7.1313681602,
3RCD,EH40_29,mode_01,success,0.29515481,7.1653199196,
3RCD,EH40_30,mode_01,success,0.2303743511,6.3000717163,
3RCD,EH40_31,mode_01,success,0.8314228058,8.0839738846,
3RCD,EH40_35,mode_01,success,0.6458436847,8.1185379028,
3RCD,EH40_34,mode_01,success,0.7955318093,7.6963210106,
3RCD,EH40_32,mode_01,success,0.663790524,7.2824401855,
3RCD,EH40_33,mode_01,success,0.4829194546,7.850092411,
3RCD,EH40_36,mode_01,success,0.5818846226,8.0956258774,
3RCD,EH40_39,mode_01,success,0.2047766894,6.0516943932,
3RCD,EH40_37,mode_01,success,0.8447694182,8.8301382065,
3RCD,EH40_38,mode_01,success,0.1091482788,6.3165421486,
3RCD,EH40_40,mode_01,success,0.4511547983,6.5783233643,
