ligand,class,pref_name,molecule_chembl_id,from_panel40,3POZ_affinity,3RCD_affinity,rtm_3POZ,rtm_mode_3POZ,rtm_3RCD,rtm_mode_3RCD,vina_3POZ_hb,vina_3RCD_hb,vina_mean,vina_min,rtm_mean,rtm_min,rtm_3POZ_z,rtm_3RCD_z,rtm_min_z
EH40_01,dual,TAK-285,CHEMBL1614725,yes,-10.605,-9.745,98.96569128453538,2,114.0350825083402,3,10.605,9.745,10.175,9.745,106.50038689643779,98.96569128453538,3.1293207645553904,2.454107450250742,2.454107450250742
EH40_02,dual,LAPATINIB,CHEMBL554,yes,-10.799,-10.571,80.18303753269697,5,111.0680380629325,1,10.799,10.571,10.684999999999999,10.571,95.62553779781473,80.18303753269697,2.023260164569677,2.324873696238579,2.023260164569677
EH40_03,dual,,CHEMBL5977738,yes,-10.133,-10.215,37.60284670712245,6,30.20380346607584,1,10.133,10.215,10.174,10.133,33.903325086599146,30.20380346607584,-0.48417419663880895,-1.197280688218596,-1.197280688218596
EH40_04,dual,,CHEMBL2006715,yes,-11.968,-11.632,48.39333952615426,4,52.882618971059706,1,11.968,11.632,11.8,11.632,50.63797924860698,48.39333952615426,0.15124927010063832,-0.20947328654834885,-0.20947328654834885
EH40_05,dual,CP-724714,CHEMBL483321,yes,-10.098,-9.98,59.30073645019885,6,84.5164657961141,2,10.098,9.98,10.039000000000001,9.98,71.90860112315647,59.30073645019885,0.793556909132224,1.1683829789265625,0.793556909132224
EH40_06,dual,,CHEMBL3911796,yes,-9.773,-10.024,78.03996691732848,6,86.27678212704363,1,9.773,10.024,9.898499999999999,9.773,82.15837452218605,78.03996691732848,1.8970604271968785,1.2450560088998903,1.2450560088998903
EH40_07,dual,,CHEMBL257816,yes,-9.372,-9.65,43.2356138620701,8,66.7547403122953,3,9.372,9.65,9.511,9.372,54.9951770871827,43.2356138620701,-0.15247549733379626,0.3947462827994843,-0.15247549733379626
EH40_08,dual,,CHEMBL193681,yes,-9.882,-9.707,40.5145120304991,5,59.29611829881623,1,9.882,9.707,9.7945,9.707,49.905315164657665,40.5145120304991,-0.3127139580015315,0.06987561089176716,-0.3127139580015315
EH40_09,dual,,CHEMBL175556,yes,-11.011,-9.963,46.76103994824709,5,47.85476269359207,4,11.011,9.963,10.486999999999998,9.963,47.307901320919584,46.76103994824709,0.05512748271371391,-0.4284685706858869,-0.4284685706858869
EH40_10,dual,,CHEMBL604094,yes,-8.753,-8.321,37.24562056261127,8,74.07164214808073,1,8.753,8.321,8.536999999999999,8.321,55.658631355346,37.24562056261127,-0.5052102956346682,0.7134441349467943,-0.5052102956346682
EH40_11,dual,,CHEMBL3977326,yes,-10.434,-10.275,50.79628017693776,7,67.6118656115756,1,10.434,10.275,10.3545,10.275,59.20407289425668,50.79628017693776,0.2927520637447753,0.4320795692139287,0.2927520637447753
EH40_12,dual,,CHEMBL402011,yes,-9.692,-10.467,65.0967946161479,2,58.92318310559581,1,9.692,10.467,10.0795,9.692,62.00998886087186,58.92318310559581,1.1348713824373728,0.05363189903981885,0.05363189903981885
EH40_13,dual,,CHEMBL3680374,yes,-10.219,-9.203,40.94567321304039,7,45.96176683356803,8,10.219,9.203,9.710999999999999,9.203,43.453720023304214,40.94567321304039,-0.2873240209589292,-0.5109206423759607,-0.5109206423759607
EH40_14,dual,,CHEMBL5204650,yes,-7.128,-7.55,31.92035055547109,1,32.88815810725417,4,7.128,7.55,7.339,7.128,32.40425433136263,31.92035055547109,-0.8188013044987318,-1.080359882426022,-1.080359882426022
EH40_15,dual,,CHEMBL1645469,yes,-8.26,-8.259,50.55868051137614,9,63.53350848862702,6,8.26,8.259,8.2595,8.259,57.04609450000158,50.55868051137614,0.2787604504126191,0.25444104343563795,0.25444104343563795
EH40_16,A_only,,CHEMBL2325101,yes,-10.466,-10.072,44.40988935106538,4,37.489631733571656,4,10.466,10.072,10.268999999999998,10.072,40.949760542318515,37.489631733571656,-0.08332553220815431,-0.8799362886246631,-0.8799362886246631
EH40_17,A_only,,CHEMBL91925,yes,-9.126,-8.576,35.03081744189238,6,43.246742050601526,1,9.126,8.576,8.850999999999999,8.576,39.13877974624695,35.03081744189238,-0.6356341697537763,-0.6291773289186547,-0.6356341697537763
EH40_18,A_only,,CHEMBL2000832,yes,-11.17,-12.292,41.77583429146643,1,46.31521006750866,1,11.17,12.292,11.731,11.17,44.04552217948755,41.77583429146643,-0.23843803963699714,-0.49552592996339667,-0.49552592996339667
EH40_19,A_only,,CHEMBL589560,yes,-8.396,-8.225,35.80520057336964,7,32.40408833485009,1,8.396,8.225,8.310500000000001,8.225,34.10464445410986,32.40408833485009,-0.5900328036030151,-1.1014442156885111,-1.1014442156885111
EH40_20,A_only,,CHEMBL3357639,yes,-10.245,-9.624,40.09888188380287,4,47.38378665113735,5,10.245,9.624,9.9345,9.624,43.74133426747011,40.09888188380287,-0.3371893135876391,-0.44898258830042664,-0.44898258830042664
EH40_21,A_only,,CHEMBL2112370,yes,-9.684,-9.132,26.56163148820009,7,53.03011942242215,5,9.684,9.132,9.408,9.132,39.79587545531112,26.56163148820009,-1.1343620396861391,-0.20304869891618135,-1.1343620396861391
EH40_22,A_only,,CHEMBL1081849,yes,-10.012,-10.127,44.99208098291926,4,46.446744329867705,1,10.012,10.127,10.069500000000001,10.012,45.71941265639349,44.99208098291926,-0.049041813083963035,-0.4897967719347091,-0.4897967719347091
EH40_23,A_only,,CHEMBL3633938,yes,-11.292,-10.764,82.35854349800609,6,110.07054170594876,2,11.292,10.764,11.027999999999999,10.764,96.21454260197743,82.35854349800609,2.1513699335647414,2.2814263528642695,2.1513699335647414
EH40_24,A_only,,CHEMBL602328,yes,-7.097,-6.886,23.16813865702481,4,27.859641949801155,5,7.097,6.886,6.9915,6.886,25.513890303412982,23.16813865702481,-1.33419582071027,-1.2993839085555583,-1.33419582071027
EH40_25,A_only,,CHEMBL289959,yes,-7.956,-8.044,20.11019932308799,6,68.95868938010331,3,7.956,8.044,8.0,7.956,44.53444435159565,20.11019932308799,-1.5142697473822677,0.490742354622837,-1.5142697473822677
EH40_26,A_only,,CHEMBL371863,yes,-7.394,-7.472,37.107440254191374,8,54.869685837467465,1,7.394,7.472,7.433,7.394,45.98856304582942,37.107440254191374,-0.5133473670440883,-0.12292382113116525,-0.5133473670440883
EH40_27,A_only,ALVOCIDIB,CHEMBL428690,yes,-8.84,-9.216,36.50197654166752,2,43.87973911799656,1,8.84,9.216,9.027999999999999,8.84,40.19085782983204,36.50197654166752,-0.5490015171972938,-0.6016062598621177,-0.6016062598621177
EH40_28,B_only,,CHEMBL6017443,yes,-11.075,-11.53,67.41039970063224,1,90.34379194742112,2,11.075,11.53,11.302499999999998,11.075,78.87709582402668,67.41039970063224,1.2711134418228458,1.4222002871075243,1.2711134418228458
EH40_29,B_only,,CHEMBL1080990,yes,-9.298,-9.331,45.44810248000185,7,45.75656641035413,1,9.298,9.331,9.314499999999999,9.298,45.60233444517799,45.44810248000185,-0.022187918137399256,-0.5198584326601141,-0.5198584326601141
EH40_30,B_only,SOTRASTAURIN,CHEMBL565612,yes,-9.399,-9.628,31.78142231349872,3,33.80610210320214,4,9.399,9.628,9.5135,9.399,32.79376220835043,31.78142231349872,-0.8269824197288349,-1.0403775529557326,-1.0403775529557326
EH40_31,B_only,,CHEMBL257873,yes,-10.12,-9.812,48.80640684616608,7,54.99252866989251,1,10.12,9.812,9.966,9.812,51.89946775802929,48.80640684616608,0.1755737076291769,-0.11757323044070662,-0.11757323044070662
EH40_32,B_only,,CHEMBL394463,yes,-9.136,-9.76,41.07795817266784,8,57.69628806835225,2,9.136,9.76,9.448,9.136,49.38712312051005,41.07795817266784,-0.27953411098413133,0.00019277658673716262,-0.27953411098413133
EH40_33,B_only,,CHEMBL3814021,yes,-10.698,-10.591,44.194194462844806,3,102.41821967516064,1,10.698,10.591,10.6445,10.591,73.30620706900272,44.194194462844806,-0.09602723137330821,1.9481188068720356,-0.09602723137330821
EH40_34,B_only,,CHEMBL2048792,yes,-9.615,-9.184,57.53323953790782,6,53.36655916347368,3,9.615,9.184,9.3995,9.184,55.44989935069075,53.36655916347368,0.6894737097552369,-0.18839459732283814,-0.18839459732283814
EH40_35,B_only,,CHEMBL449949,yes,-10.142,-10.562,31.280293863150813,8,76.0252299316338,1,10.142,10.562,10.352,10.142,53.65276189739231,31.280293863150813,-0.8564925433665803,0.7985353722727567,-0.8564925433665803
EH40_36,B_only,,CHEMBL5901840,yes,-9.955,-10.678,45.53059867118508,9,44.66863650466588,1,9.955,10.678,10.316500000000001,9.955,45.09961758792548,44.66863650466588,-0.017329936516579006,-0.5672447352252149,-0.5672447352252149
EH40_37,B_only,,CHEMBL5542514,yes,-10.59,-10.758,49.29231171229335,1,75.81864762501719,1,10.59,10.758,10.674,10.59,62.555479668655266,49.29231171229335,0.2041873548201178,0.7895373921319881,0.2041873548201178
EH40_38,neither,,CHEMBL2005631,yes,-9.905,-9.687,34.82689925210737,5,29.9522076584144,8,9.905,9.687,9.796,9.687,32.38955345526088,29.9522076584144,-0.6476423704224139,-1.208239294102689,-1.208239294102689
EH40_39,neither,,CHEMBL1683950,yes,-10.373,-10.12,44.2202662468225,7,51.04605860750196,3,10.373,10.12,10.2465,10.12,47.63316242716223,44.2202662468225,-0.09449193325143121,-0.2894672315732934,-0.2894672315732934
EH40_40,neither,,CHEMBL141175,yes,-8.367,-8.612,48.183188761122906,4,37.47506587281941,5,8.367,8.612,8.4895,8.367,42.82912731697115,37.47506587281941,0.13887404962705208,-0.88057072498046,-0.88057072498046
EH120_041,dual,IMATINIB,CHEMBL941,no,-10.482,-10.975,29.960845442032905,4,30.366289798121663,1,10.482,10.975,10.7285,10.482,30.163567620077284,29.960845442032905,-0.9341913569417938,-1.1902033696774297,-1.1902033696774297
EH120_042,dual,,CHEMBL5221067,no,-9.356,-9.29,29.202609000936192,6,44.40401708787852,2,9.356,9.29,9.323,9.29,36.80331304440736,29.202609000936192,-0.978841887375406,-0.5787706025471118,-0.978841887375406
