ligand,class,pref_name,molecule_chembl_id,from_panel40,3POZ_affinity,3RCD_affinity,rtm_3POZ,rtm_mode_3POZ,rtm_3RCD,rtm_mode_3RCD,vina_3POZ_hb,vina_3RCD_hb,vina_mean,vina_min,rtm_mean,rtm_min,rtm_3POZ_z,rtm_3RCD_z,rtm_min_z
EH120_043,dual,,CHEMBL5881155,no,-8.541,-8.746,23.465586818508925,3,31.54358887219162,1,8.541,8.746,8.6435,8.541,27.504587845350272,23.465586818508925,-1.316679888387684,-1.1389244684892144,-1.316679888387684
EH120_044,dual,,CHEMBL203599,no,-10.762,-9.618,28.86190094199506,2,48.10219754249116,2,10.762,9.618,10.190000000000001,9.618,38.48204924224311,28.86190094199506,-0.9989052801776884,-0.4176912011570432,-0.9989052801776884
EH120_045,dual,IBRUTINIB,CHEMBL1873475,no,-10.619,-9.661,70.5471104256364,8,92.4214477514194,1,10.619,9.661,10.14,9.661,81.4842790885279,70.5471104256364,1.4558260065284667,1.5126954798948913,1.4558260065284667
EH120_046,dual,,CHEMBL5282641,no,-10.106,-9.712,39.13662295505046,4,36.09995875251678,8,10.106,9.712,9.908999999999999,9.712,37.61829085378362,36.09995875251678,-0.3938541865145183,-0.9404654311755825,-0.9404654311755825
EH120_047,dual,NERATINIB,CHEMBL180022,no,-10.162,-9.106,45.81003443338333,7,38.42975135618386,2,10.162,9.106,9.634,9.106,42.11989289478359,38.42975135618386,-0.0008747065539755158,-0.8389880688436216,-0.8389880688436216
EH120_048,dual,,CHEMBL203644,no,-9.452,-8.336,32.24347004565485,6,44.01337575904649,1,9.452,8.336,8.894,8.336,38.12842290235067,32.24347004565485,-0.7997736558021384,-0.5957855298008646,-0.7997736558021384
EH120_049,dual,,CHEMBL437890,no,-9.998,-9.551,33.07683291859263,3,47.94074201703589,1,9.998,9.551,9.7745,9.551,40.50878746781426,33.07683291859263,-0.7506991293041373,-0.42472362148121007,-0.7506991293041373
EH120_050,dual,,CHEMBL5176920,no,-10.63,-9.956,45.5403459478986,7,47.14963120967628,3,10.63,9.956,10.293,9.956,46.34498857878744,45.5403459478986,-0.01675594527591494,-0.45918155473964734,-0.45918155473964734
EH120_051,dual,,CHEMBL54091,no,-8.966,-8.286,29.560624689887465,3,68.05875024981648,5,8.966,8.286,8.626,8.286,48.80968746985197,29.560624689887465,-0.9577592942041943,0.45154425215780075,-0.9577592942041943
EH120_052,dual,,CHEMBL203661,no,-10.226,-9.923,33.11624267195141,8,49.850560453145576,1,10.226,9.923,10.0745,9.923,41.483401562548494,33.11624267195141,-0.7483783935858931,-0.34153881905531336,-0.7483783935858931
EH120_053,dual,,CHEMBL4075917,no,-10.136,-10.645,56.574925149330205,7,43.11217579370263,6,10.136,10.645,10.3905,10.136,49.84355047151642,43.11217579370263,0.6330411203240789,-0.6350385496931954,-0.6350385496931954
EH120_054,A_only,,CHEMBL29197,no,-8.192,-7.685,28.611573116765054,9,48.82700775168284,5,8.192,7.685,7.9384999999999994,7.685,38.71929043422395,28.611573116765054,-1.013646421031649,-0.3861210828107671,-1.013646421031649
EH120_055,A_only,,CHEMBL93464,no,-9.101,-8.25,33.08641933559403,9,73.17419523920282,3,9.101,8.25,8.6755,8.25,53.13030728739842,33.08641933559403,-0.7501346106647386,0.6743545846569713,-0.7501346106647386
EH120_056,A_only,,CHEMBL4078431,no,-7.795,-7.962,67.01967219669464,9,78.85670325766637,7,7.795,7.962,7.8785,7.795,72.9381877271805,67.01967219669464,1.2481045367370114,0.9218641373254195,0.9218641373254195
EH120_057,A_only,,CHEMBL53753,no,-8.062,-7.557,39.89707178920726,8,65.55403531751762,4,8.062,7.557,7.8095,7.557,52.72555355336244,39.89707178920726,-0.3490733741288575,0.34244790412961157,-0.3490733741288575
EH120_058,A_only,,CHEMBL3357643,no,-10.178,-9.275,41.969817208189966,9,39.951085959547946,9,10.178,9.275,9.726500000000001,9.275,40.96045158386896,39.951085959547946,-0.22701490081470954,-0.7727242209239688,-0.7727242209239688
EH120_059,A_only,,CHEMBL305194,no,-9.575,-8.645,30.194438733067845,1,23.154232264384184,6,9.575,8.645,9.11,8.645,26.674335498726016,23.154232264384184,-0.9204356683661338,-1.5043345821974117,-1.5043345821974117
EH120_060,A_only,VANDETANIB,CHEMBL24828,no,-9.015,-9.173,20.53332877928516,5,36.30163486212111,5,9.015,9.173,9.094000000000001,9.015,28.417481820703138,20.53332877928516,-1.4893527773749138,-0.9316811472801805,-1.4893527773749138
EH120_061,A_only,,CHEMBL4280835,no,-10.876,-10.937,88.28872172371186,1,96.75431140894143,1,10.876,10.937,10.9065,10.876,92.52151656632665,88.28872172371186,2.5005823810179852,1.7014193923226684,1.7014193923226684
EH120_062,A_only,,CHEMBL4286733,no,-11.415,-11.098,64.84547318357795,6,99.72250282035986,1,11.415,11.098,11.256499999999999,11.098,82.28398800196891,64.84547318357795,1.1200717306857997,1.8307031040371913,1.1200717306857997
EH120_063,A_only,,CHEMBL3929002,no,-9.575,-9.815,47.628818895984274,6,34.57311242978854,8,9.575,9.815,9.695,9.575,41.10096566288641,34.57311242978854,0.1062286804608756,-1.0069693497101508,-1.0069693497101508
EH120_064,A_only,,CHEMBL5270270,no,-7.819,-8.147,43.492432295087006,7,56.70466400275309,3,7.819,8.147,7.9830000000000005,7.819,50.098548148920045,43.492432295087006,-0.137352141823808,-0.04299879095601804,-0.137352141823808
EH120_065,A_only,,CHEMBL281300,no,-8.773,-8.591,23.13006072894036,7,50.49818926154818,1,8.773,8.591,8.681999999999999,8.591,36.81412499524427,23.13006072894036,-1.3364381287749212,-0.31333044413668565,-1.3364381287749212
EH120_066,A_only,BOSUTINIB,CHEMBL288441,no,-8.648,-8.522,24.887849144328424,8,25.907467871825418,9,8.648,8.522,8.585,8.522,25.397658508076923,24.887849144328424,-1.2329266369985388,-1.3844135699657605,-1.3844135699657605
EH120_067,A_only,,CHEMBL56543,no,-8.423,-8.877,39.254216180351726,3,31.491971613771565,2,8.423,8.877,8.65,8.423,35.37309389706164,31.491971613771565,-0.3869294337586283,-1.1411727300842722,-1.1411727300842722
EH120_068,A_only,,CHEMBL4061382,no,-9.352,-8.977,77.73176210127663,3,108.58955141378084,8,9.352,8.977,9.1645,8.977,93.16065675752873,77.73176210127663,1.8789110640523101,2.2169197576197446,1.8789110640523101
EH120_069,A_only,,CHEMBL30973,no,-9.013,-8.872,34.12995943128004,4,51.34778695788022,2,9.013,8.872,8.942499999999999,8.872,42.73887319458013,34.12995943128004,-0.6886833056684654,-0.27632503295485605,-0.6886833056684654
EH120_070,A_only,,CHEMBL55979,no,-8.852,-9.136,39.685340078346,6,33.60390255413852,2,8.852,9.136,8.994,8.852,36.644621316242265,33.60390255413852,-0.3615416923039867,-1.0491846359859527,-1.0491846359859527
EH120_071,A_only,,CHEMBL3647967,no,-9.8,-10.075,72.8386941893104,3,91.5643936232794,3,9.8,10.075,9.9375,9.8,82.2015439062949,72.8386941893104,1.5907712888115253,1.4753652934386066,1.4753652934386066
EH120_072,A_only,,CHEMBL4278886,no,-11.068,-10.933,86.01770183781822,1,100.8248809372957,1,11.068,10.933,11.000499999999999,10.933,93.42129138755696,86.01770183781822,2.3668480508877106,1.8787187185700236,1.8787187185700236
EH120_073,A_only,,CHEMBL3114689,no,-9.858,-9.943,63.91321144117465,6,82.97027582606864,1,9.858,9.943,9.900500000000001,9.858,73.44174363362166,63.91321144117465,1.0651733124021003,1.101036520886743,1.0651733124021003
EH120_074,A_only,,CHEMBL205652,no,-8.486,-8.505,28.936912950661945,8,61.270103569319446,1,8.486,8.505,8.4955,8.486,45.1035082599907,28.936912950661945,-0.9944880221901632,0.15585528917622643,-0.9944880221901632
EH120_075,A_only,,CHEMBL372112,no,-8.702,-8.296,36.452729650024295,7,49.4208575064088,1,8.702,8.296,8.498999999999999,8.296,42.93679357821655,36.452729650024295,-0.5519015358654761,-0.3602551294910512,-0.5519015358654761
EH120_076,A_only,,CHEMBL56731,no,-8.786,-8.776,29.02426445129916,6,34.46261368897298,6,8.786,8.776,8.780999999999999,8.776,31.74343907013607,29.02426445129916,-0.989344124289421,-1.0117822762948248,-1.0117822762948248
EH120_077,A_only,SB-203580,CHEMBL10,no,-8.672,-9.532,35.08091781455726,3,48.80566693276659,9,8.672,9.532,9.102,8.672,41.943292373661926,35.08091781455726,-0.632683891854744,-0.38705061190714096,-0.632683891854744
EH120_078,A_only,,CHEMBL179633,no,-10.03,-9.471,38.89981288744618,9,38.614182064202296,3,10.03,9.471,9.750499999999999,9.471,38.756997475824235,38.614182064202296,-0.40779930251983315,-0.8309549324377162,-0.8309549324377162
EH120_079,A_only,,CHEMBL370934,no,-7.872,-7.811,31.642063405962027,3,52.336999049178246,2,7.872,7.811,7.8415,7.811,41.98953122757014,31.642063405962027,-0.8351888957103399,-0.2332385223127478,-0.8351888957103399
EH120_080,B_only,,CHEMBL1080506,no,-9.988,-10.185,40.67330858881382,8,55.37509005365231,2,9.988,10.185,10.086500000000001,9.988,48.02419932123306,40.67330858881382,-0.30336285038458716,-0.10091023645020937,-0.30336285038458716
EH120_081,B_only,,CHEMBL6150652,no,-10.624,-10.857,68.17100268437936,1,99.32753438699542,1,10.624,10.857,10.7405,10.624,83.74926853568739,68.17100268437936,1.315903331668519,1.8134997037177276,1.315903331668519
EH120_082,B_only,,CHEMBL257478,no,-9.68,-9.54,76.04426108941891,3,88.70775822666103,2,9.68,9.54,9.61,9.54,82.37600965803998,76.04426108941891,1.7795386108136853,1.3509405593499708,1.3509405593499708
EH120_083,B_only,,CHEMBL6006814,no,-10.534,-10.925,43.75412929212799,1,65.58248329825558,1,10.534,10.925,10.729500000000002,10.534,54.66830629519178,43.75412929212799,-0.12194150063401975,0.343686995559645,-0.12194150063401975
EH120_084,B_only,,CHEMBL6133515,no,-10.632,-10.589,51.41629731515837,1,60.22740606420481,2,10.632,10.589,10.6105,10.589,55.82185168968159,51.41629731515837,0.32926322648899525,0.11043914682836031,0.11043914682836031
EH120_085,B_only,,CHEMBL1257998,no,-10.883,-11.507,45.701292017801215,1,60.23351579493232,1,10.883,11.507,11.195,10.883,52.96740390636677,45.701292017801215,-0.007278258629830419,0.11070526466125712,-0.007278258629830419
EH120_086,B_only,,CHEMBL5890920,no,-10.441,-10.535,46.898018567791375,1,48.43553471949396,2,10.441,10.535,10.488,10.441,47.66677664364266,46.898018567791375,0.06319378985647002,-0.4031722360628183,-0.4031722360628183
EH120_087,B_only,,CHEMBL5797736,no,-10.823,-10.917,61.40469109003148,1,81.21767057121397,4,10.823,10.917,10.870000000000001,10.823,71.31118083062273,61.40469109003148,0.9174532105826104,1.0246993575736432,0.9174532105826104
EH120_088,B_only,,CHEMBL1256432,no,-10.927,-12.208,56.28858463880643,1,77.74293204376919,5,10.927,12.208,11.567499999999999,10.927,67.0157583412878,56.28858463880643,0.6161792880689245,0.8733522805834696,0.6161792880689245
EH120_089,B_only,,CHEMBL1087368,no,-9.003,-9.349,36.34370626820977,5,55.34464680526681,1,9.003,9.349,9.176,9.003,45.84417653673829,36.34370626820977,-0.55832163329662,-0.10223623454210573,-0.55832163329662
EH120_090,B_only,,CHEMBL403785,no,-9.271,-9.72,77.5765680603464,4,90.05773308655364,1,9.271,9.72,9.4955,9.271,83.81715057345002,77.5765680603464,1.8697720991172466,1.4097405949328532,1.4097405949328532
EH120_091,B_only,,CHEMBL193578,no,-10.058,-10.33,83.30313878655159,2,100.57762485468726,1,10.058,10.33,10.193999999999999,10.058,91.94038182061942,83.30313878655159,2.206994641627629,1.8679491354559965,1.8679491354559965
EH120_092,B_only,,CHEMBL5555280,no,-10.576,-10.96,54.74201526475715,1,66.41806540224303,1,10.576,10.96,10.768,10.576,60.580040333500094,54.74201526475715,0.5251059247209449,0.3800819380927157,0.3800819380927157
EH120_093,B_only,,CHEMBL5977568,no,-10.409,-10.482,43.22584673100636,1,39.42835761462532,2,10.409,10.482,10.4455,10.409,41.32710217281584,39.42835761462532,-0.15305065774441975,-0.7954923821651911,-0.7954923821651911
EH120_094,B_only,,CHEMBL118109,no,-8.631,-8.571,46.953716134335096,1,42.72609774227592,2,8.631,8.571,8.600999999999999,8.571,44.839906938305504,42.72609774227592,0.06647367163904624,-0.6518547170427611,-0.6518547170427611
EH120_095,B_only,,CHEMBL256362,no,-10.316,-10.471,73.30517502075584,3,87.28772969787701,2,10.316,10.471,10.3935,10.316,80.29645235931642,73.30517502075584,1.6182411061827726,1.2890892386314128,1.2890892386314128
EH120_096,B_only,,CHEMBL5561933,no,-10.579,-10.736,52.24219739775884,1,71.96701102695893,1,10.579,10.736,10.6575,10.579,62.10460421235888,52.24219739775884,0.37789828908231565,0.6217739946445906,0.37789828908231565
EH120_097,B_only,,CHEMBL194337,no,-10.095,-10.427,62.54765171202352,3,93.79317082748098,1,10.095,10.427,10.261,10.095,78.17041126975225,62.54765171202352,0.9847591263506009,1.5724427893290078,0.9847591263506009
EH120_098,B_only,,CHEMBL5557178,no,-10.411,-10.601,54.46212344902186,1,61.641596911509765,1,10.411,10.601,10.506,10.411,58.05186018026581,54.46212344902186,0.5086238389766466,0.17203619919801183,0.17203619919801183
EH120_099,B_only,,CHEMBL1080272,no,-10.246,-9.896,35.70422784802791,6,64.9686195495331,1,10.246,9.896,10.071000000000002,9.896,50.33642369878051,35.70422784802791,-0.5959788192539043,0.3169493048512456,-0.5959788192539043
EH120_100,B_only,,CHEMBL5561503,no,-10.09,-10.414,61.670906653323975,1,70.13288996920006,1,10.09,10.414,10.251999999999999,10.09,65.90189831126202,61.670906653323975,0.9331299381393868,0.5418862969817511,0.5418862969817511
EH120_101,B_only,,CHEMBL5558817,no,-10.597,-10.64,44.72858905151793,1,68.04060239586056,2,10.597,10.64,10.618500000000001,10.597,56.384595723689245,44.72858905151793,-0.06455815319158108,0.45075379709818125,-0.06455815319158108
EH120_102,neither,CLOTRIMAZOLE,CHEMBL104,no,-6.785,-6.806,24.85403702361635,4,23.40867284968871,2,6.785,6.806,6.7955000000000005,6.785,24.131354936652528,23.40867284968871,-1.2349177429953646,-1.4932520680602033,-1.4932520680602033
EH120_103,neither,,CHEMBL4087921,no,-8.747,-9.24,37.95524518679738,5,36.97624948235823,1,8.747,9.24,8.993500000000001,8.747,37.4657473345778,36.97624948235823,-0.4634223860047472,-0.9022973677349595,-0.9022973677349595
EH120_104,neither,,CHEMBL4102214,no,-10.219,-11.276,41.64514055145892,1,34.693999202528936,1,10.219,11.276,10.747499999999999,10.219,38.16956987699393,34.693999202528936,-0.24613424691404034,-1.0017039579241136,-1.0017039579241136
EH120_105,neither,,CHEMBL4102942,no,-9.216,-9.25,51.23179932981999,7,50.8664853056565,2,9.216,9.25,9.233,9.216,51.049142317738244,50.8664853056565,0.31839863008767233,-0.29728879688680526,-0.29728879688680526
EH120_106,neither,,CHEMBL4074782,no,-9.051,-9.584,39.53385254366517,2,35.732868967965764,3,9.051,9.584,9.317499999999999,9.051,37.63336075581547,35.732868967965764,-0.37046239092906985,-0.9564545381100843,-0.9564545381100843
EH120_107,neither,TAUROACIDIN A,CHEMBL1095259,no,-7.758,-8.162,25.3175379644628,8,27.342022853223284,1,7.758,8.162,7.960000000000001,7.758,26.329780408843042,25.3175379644628,-1.2076234034680553,-1.3219295293677706,-1.3219295293677706
EH120_108,neither,,CHEMBL4575427,no,-7.763,-7.881,28.28897068304262,2,35.85626445542015,9,7.763,7.881,7.822,7.763,32.07261756923138,28.28897068304262,-1.0326436216463364,-0.9510798757599556,-1.0326436216463364
EH120_109,neither,,CHEMBL589165,no,-4.636,-5.037,18.69739167385891,5,25.01508916570697,9,4.636,5.037,4.8365,4.636,21.856240419782942,18.69739167385891,-1.5974662379749653,-1.4232823676242188,-1.5974662379749653
EH120_110,neither,,CHEMBL589503,no,-6.797,-7.056,24.699778542068383,4,29.005240139308107,6,6.797,7.056,6.9265,6.797,26.852509340688243,24.699778542068383,-1.2440016153228906,-1.2494857835548803,-1.2494857835548803
