ligand,target,vina_mode,vina_score
EH40_05,3RCD,7,-8.794
EH40_05,3RCD,8,-8.497
EH40_05,3RCD,9,-8.383
EH40_06,3POZ,1,-9.773
EH40_06,3POZ,2,-9.618
EH40_06,3POZ,3,-9.504
EH40_06,3POZ,4,-9.473
EH40_06,3POZ,5,-9.252
EH40_06,3POZ,6,-9.172
EH40_06,3POZ,7,-9.066
EH40_06,3POZ,8,-9.006
EH40_06,3POZ,9,-8.939
EH40_06,3RCD,1,-10.024
EH40_06,3RCD,2,-9.993
EH40_06,3RCD,3,-9.775
EH40_06,3RCD,4,-9.759
EH40_06,3RCD,5,-9.588
EH40_06,3RCD,6,-9.475
EH40_06,3RCD,7,-9.465
EH40_06,3RCD,8,-9.409
EH40_06,3RCD,9,-9.245
EH40_07,3POZ,1,-9.372
EH40_07,3POZ,2,-9.124
EH40_07,3POZ,3,-9.099
EH40_07,3POZ,4,-8.85
EH40_07,3POZ,5,-8.805
EH40_07,3POZ,6,-8.798
EH40_07,3POZ,7,-8.787
EH40_07,3POZ,8,-8.627
EH40_07,3POZ,9,-8.595
EH40_07,3RCD,1,-9.65
EH40_07,3RCD,2,-9.461
EH40_07,3RCD,3,-9.264
EH40_07,3RCD,4,-9.123
EH40_07,3RCD,5,-9.122
EH40_07,3RCD,6,-8.868
EH40_07,3RCD,7,-8.846
EH40_07,3RCD,8,-8.696
EH40_07,3RCD,9,-8.514
EH40_08,3POZ,1,-9.882
EH40_08,3POZ,2,-9.531
EH40_08,3POZ,3,-9.487
EH40_08,3POZ,4,-9.426
EH40_08,3POZ,5,-9.359
EH40_08,3POZ,6,-9.312
EH40_08,3POZ,7,-9.219
EH40_08,3POZ,8,-9.114
EH40_08,3POZ,9,-9.109
EH40_08,3RCD,1,-9.707
EH40_08,3RCD,2,-9.702
EH40_08,3RCD,3,-9.7
EH40_08,3RCD,4,-9.677
EH40_08,3RCD,5,-9.21
EH40_08,3RCD,6,-9.094
EH40_08,3RCD,7,-9.047
EH40_08,3RCD,8,-8.876
EH40_08,3RCD,9,-8.721
EH40_09,3POZ,1,-11.011
EH40_09,3POZ,2,-10.972
EH40_09,3POZ,3,-10.956
EH40_09,3POZ,4,-10.491
EH40_09,3POZ,5,-10.355
EH40_09,3POZ,6,-10.291
EH40_09,3POZ,7,-10.219
EH40_09,3POZ,8,-10.189
EH40_09,3POZ,9,-10.112
EH40_09,3RCD,1,-9.963
EH40_09,3RCD,2,-9.686
EH40_09,3RCD,3,-9.579
EH40_09,3RCD,4,-9.493
EH40_09,3RCD,5,-9.405
EH40_09,3RCD,6,-9.284
EH40_09,3RCD,7,-9.012
EH40_09,3RCD,8,-8.678
EH40_09,3RCD,9,-8.676
EH40_10,3POZ,1,-8.753
EH40_10,3POZ,2,-8.424
EH40_10,3POZ,3,-8.203
EH40_10,3POZ,4,-8.079
EH40_10,3POZ,5,-7.952
EH40_10,3POZ,6,-7.945
EH40_10,3POZ,7,-7.937
EH40_10,3POZ,8,-7.917
EH40_10,3POZ,9,-7.784
EH40_10,3RCD,1,-8.321
EH40_10,3RCD,2,-7.695
EH40_10,3RCD,3,-7.66
EH40_10,3RCD,4,-7.628
EH40_10,3RCD,5,-7.619
EH40_10,3RCD,6,-7.426
EH40_10,3RCD,7,-7.416
EH40_10,3RCD,8,-7.352
EH40_10,3RCD,9,-7.247
EH40_11,3POZ,1,-10.434
EH40_11,3POZ,2,-10.252
EH40_11,3POZ,3,-9.993
EH40_11,3POZ,4,-9.946
EH40_11,3POZ,5,-9.85
EH40_11,3POZ,6,-9.813
EH40_11,3POZ,7,-9.744
EH40_11,3POZ,8,-9.702
EH40_11,3POZ,9,-9.217
EH40_11,3RCD,1,-10.275
EH40_11,3RCD,2,-10.161
EH40_11,3RCD,3,-10.143
EH40_11,3RCD,4,-9.936
EH40_11,3RCD,5,-9.79
EH40_11,3RCD,6,-9.38
EH40_11,3RCD,7,-9.293
EH40_11,3RCD,8,-8.734
EH40_11,3RCD,9,-8.205
EH40_12,3POZ,1,-9.692
EH40_12,3POZ,2,-9.628
EH40_12,3POZ,3,-9.626
EH40_12,3POZ,4,-9.236
EH40_12,3POZ,5,-9.219
EH40_12,3POZ,6,-8.992
EH40_12,3POZ,7,-8.934
EH40_12,3POZ,8,-8.93
EH40_12,3POZ,9,-8.726
EH40_12,3RCD,1,-10.467
EH40_12,3RCD,2,-10.159
EH40_12,3RCD,3,-9.485
EH40_12,3RCD,4,-9.135
EH40_12,3RCD,5,-8.858
EH40_12,3RCD,6,-8.746
EH40_12,3RCD,7,-8.223
EH40_12,3RCD,8,-8.194
EH40_12,3RCD,9,-8.119
EH40_13,3POZ,1,-10.219
EH40_13,3POZ,2,-10.002
EH40_13,3POZ,3,-9.987
EH40_13,3POZ,4,-9.938
EH40_13,3POZ,5,-9.875
EH40_13,3POZ,6,-9.844
EH40_13,3POZ,7,-9.543
EH40_13,3POZ,8,-9.517
EH40_13,3POZ,9,-9.323
EH40_13,3RCD,1,-9.203
EH40_13,3RCD,2,-8.798
EH40_13,3RCD,3,-8.692
EH40_13,3RCD,4,-8.654
EH40_13,3RCD,5,-8.616
EH40_13,3RCD,6,-8.599
EH40_13,3RCD,7,-8.256
EH40_13,3RCD,8,-8.216
EH40_13,3RCD,9,-8.194
EH40_14,3POZ,1,-7.128
EH40_14,3POZ,2,-7.006
EH40_14,3POZ,3,-6.773
EH40_14,3POZ,4,-6.628
EH40_14,3POZ,5,-6.552
EH40_14,3POZ,6,-6.538
EH40_14,3POZ,7,-6.527
EH40_14,3POZ,8,-6.525
EH40_14,3POZ,9,-6.465
EH40_14,3RCD,1,-7.55
EH40_14,3RCD,2,-7.471
EH40_14,3RCD,3,-7.33
EH40_14,3RCD,4,-7.052
EH40_14,3RCD,5,-6.87
EH40_14,3RCD,6,-6.749
EH40_14,3RCD,7,-6.719
EH40_14,3RCD,8,-6.437
EH40_14,3RCD,9,-6.297
EH40_15,3POZ,1,-8.26
EH40_15,3POZ,2,-8.122
EH40_15,3POZ,3,-8.066
EH40_15,3POZ,4,-8.058
EH40_15,3POZ,5,-8.039
EH40_15,3POZ,6,-8.014
EH40_15,3POZ,7,-7.922
EH40_15,3POZ,8,-7.884
EH40_15,3POZ,9,-7.862
EH40_15,3RCD,1,-8.259
EH40_15,3RCD,2,-7.551
EH40_15,3RCD,3,-7.541
EH40_15,3RCD,4,-7.328
EH40_15,3RCD,5,-7.28
EH40_15,3RCD,6,-7.247
EH40_15,3RCD,7,-7.16
EH40_15,3RCD,8,-6.919
EH40_15,3RCD,9,-6.845
EH40_16,3POZ,1,-10.466
EH40_16,3POZ,2,-10.217
EH40_16,3POZ,3,-9.684
EH40_16,3POZ,4,-9.678
EH40_16,3POZ,5,-9.438
EH40_16,3POZ,6,-9.428
EH40_16,3POZ,7,-9.037
EH40_16,3POZ,8,-9.018
EH40_16,3POZ,9,-8.756
EH40_16,3RCD,1,-10.072
EH40_16,3RCD,2,-9.916
EH40_16,3RCD,3,-9.909
EH40_16,3RCD,4,-9.855
EH40_16,3RCD,5,-9.341
EH40_16,3RCD,6,-8.846
EH40_16,3RCD,7,-8.79
EH40_16,3RCD,8,-8.762
EH40_16,3RCD,9,-7.797
EH40_17,3POZ,1,-9.126
EH40_17,3POZ,2,-8.807
EH40_17,3POZ,3,-8.74
EH40_17,3POZ,4,-8.546
EH40_17,3POZ,5,-8.465
EH40_17,3POZ,6,-8.311
EH40_17,3POZ,7,-8.277
EH40_17,3POZ,8,-8.176
EH40_17,3POZ,9,-8.139
EH40_17,3RCD,1,-8.576
EH40_17,3RCD,2,-8.388
EH40_17,3RCD,3,-8.233
EH40_17,3RCD,4,-7.839
EH40_17,3RCD,5,-7.81
EH40_17,3RCD,6,-7.81
EH40_17,3RCD,7,-7.713
EH40_17,3RCD,8,-7.68
EH40_17,3RCD,9,-7.655
EH40_18,3POZ,1,-11.17
EH40_18,3POZ,2,-10.719
EH40_18,3POZ,3,-10.444
EH40_18,3POZ,4,-9.905
EH40_18,3POZ,5,-9.86
EH40_18,3POZ,6,-9.831
EH40_18,3POZ,7,-9.83
EH40_18,3POZ,8,-9.759
EH40_18,3POZ,9,-9.497
EH40_18,3RCD,1,-12.292
EH40_18,3RCD,2,-11.936
EH40_18,3RCD,3,-10.596
EH40_18,3RCD,4,-10.581
EH40_18,3RCD,5,-10.419
EH40_18,3RCD,6,-10.351
EH40_18,3RCD,7,-10.131
EH40_18,3RCD,8,-9.635
EH40_18,3RCD,9,-9.465
EH40_19,3POZ,1,-8.396
EH40_19,3POZ,2,-8.143
EH40_19,3POZ,3,-8.127
EH40_19,3POZ,4,-8.032
EH40_19,3POZ,5,-7.98
EH40_19,3POZ,6,-7.929
EH40_19,3POZ,7,-7.923
EH40_19,3POZ,8,-7.917
EH40_19,3POZ,9,-7.81
EH40_19,3RCD,1,-8.225
EH40_19,3RCD,2,-8.037
EH40_19,3RCD,3,-7.931
EH40_19,3RCD,4,-7.838
EH40_19,3RCD,5,-7.739
EH40_19,3RCD,6,-7.609
EH40_19,3RCD,7,-7.557
EH40_19,3RCD,8,-7.551
EH40_19,3RCD,9,-7.434
EH40_20,3POZ,1,-10.245
EH40_20,3POZ,2,-9.764
EH40_20,3POZ,3,-9.496
EH40_20,3POZ,4,-9.369
EH40_20,3POZ,5,-9.06
EH40_20,3POZ,6,-9.014
EH40_20,3POZ,7,-8.917
EH40_20,3POZ,8,-8.917
EH40_20,3POZ,9,-8.829
EH40_20,3RCD,1,-9.624
EH40_20,3RCD,2,-9.106
EH40_20,3RCD,3,-9.094
EH40_20,3RCD,4,-9.047
EH40_20,3RCD,5,-8.944
EH40_20,3RCD,6,-8.894
EH40_20,3RCD,7,-8.68
EH40_20,3RCD,8,-8.638
EH40_20,3RCD,9,-8.548
EH40_21,3POZ,1,-9.684
EH40_21,3POZ,2,-9.602
EH40_21,3POZ,3,-9.406
EH40_21,3POZ,4,-9.356
EH40_21,3POZ,5,-9.117
EH40_21,3POZ,6,-9.103
EH40_21,3POZ,7,-9.067
EH40_21,3POZ,8,-9.063
EH40_21,3POZ,9,-9.033
EH40_21,3RCD,1,-9.132
EH40_21,3RCD,2,-9.005
EH40_21,3RCD,3,-8.794
EH40_21,3RCD,4,-8.426
EH40_21,3RCD,5,-8.318
EH40_21,3RCD,6,-8.277
EH40_21,3RCD,7,-8.205
EH40_21,3RCD,8,-8.116
EH40_21,3RCD,9,-8.093
EH40_22,3POZ,1,-10.012
EH40_22,3POZ,2,-9.725
EH40_22,3POZ,3,-9.679
EH40_22,3POZ,4,-9.581
EH40_22,3POZ,5,-9.551
EH40_22,3POZ,6,-9.548
EH40_22,3POZ,7,-9.531
EH40_22,3POZ,8,-9.392
EH40_22,3POZ,9,-9.273
EH40_22,3RCD,1,-10.127
EH40_22,3RCD,2,-10.037
EH40_22,3RCD,3,-9.914
EH40_22,3RCD,4,-9.373
EH40_22,3RCD,5,-9.365
EH40_22,3RCD,6,-9.139
EH40_22,3RCD,7,-8.812
EH40_22,3RCD,8,-8.777
EH40_22,3RCD,9,-8.753
EH40_23,3POZ,1,-11.292
EH40_23,3POZ,2,-10.602
EH40_23,3POZ,3,-10.34
EH40_23,3POZ,4,-10.34
EH40_23,3POZ,5,-10.332
EH40_23,3POZ,6,-10.264
EH40_23,3POZ,7,-9.993
EH40_23,3POZ,8,-9.915
EH40_23,3POZ,9,-9.818
EH40_23,3RCD,1,-10.764
EH40_23,3RCD,2,-10.691
EH40_23,3RCD,3,-10.402
EH40_23,3RCD,4,-10.285
EH40_23,3RCD,5,-10.24
EH40_23,3RCD,6,-9.878
EH40_23,3RCD,7,-9.633
EH40_23,3RCD,8,-9.633
EH40_23,3RCD,9,-9.385
EH40_24,3POZ,1,-7.097
EH40_24,3POZ,2,-7.061
EH40_24,3POZ,3,-6.801
EH40_24,3POZ,4,-6.644
EH40_24,3POZ,5,-6.544
EH40_24,3POZ,6,-6.523
EH40_24,3POZ,7,-6.394
EH40_24,3POZ,8,-6.352
EH40_24,3POZ,9,-6.32
EH40_24,3RCD,1,-6.886
EH40_24,3RCD,2,-6.59
EH40_24,3RCD,3,-6.588
EH40_24,3RCD,4,-6.579
EH40_24,3RCD,5,-6.52
EH40_24,3RCD,6,-6.492
EH40_24,3RCD,7,-6.481
EH40_24,3RCD,8,-6.473
EH40_24,3RCD,9,-6.444
EH40_25,3POZ,1,-7.956
EH40_25,3POZ,2,-7.851
EH40_25,3POZ,3,-7.742
EH40_25,3POZ,4,-7.443
EH40_25,3POZ,5,-7.39
EH40_25,3POZ,6,-7.388
EH40_25,3POZ,7,-7.387
EH40_25,3POZ,8,-7.184
EH40_25,3POZ,9,-7.111
EH40_25,3RCD,1,-8.044
EH40_25,3RCD,2,-7.909
EH40_25,3RCD,3,-7.307
EH40_25,3RCD,4,-7.228
EH40_25,3RCD,5,-7.153
EH40_25,3RCD,6,-7.079
EH40_25,3RCD,7,-6.884
EH40_25,3RCD,8,-6.795
EH40_25,3RCD,9,-6.772
EH40_26,3POZ,1,-7.394
EH40_26,3POZ,2,-7.273
EH40_26,3POZ,3,-7.261
EH40_26,3POZ,4,-7.23
EH40_26,3POZ,5,-7.198
EH40_26,3POZ,6,-7.161
EH40_26,3POZ,7,-7.02
EH40_26,3POZ,8,-6.945
EH40_26,3POZ,9,-6.898
EH40_26,3RCD,1,-7.472
EH40_26,3RCD,2,-7.417
EH40_26,3RCD,3,-7.375
EH40_26,3RCD,4,-7.348
EH40_26,3RCD,5,-7.347
EH40_26,3RCD,6,-6.968
EH40_26,3RCD,7,-6.94
EH40_26,3RCD,8,-6.926
EH40_26,3RCD,9,-6.859
EH40_27,3POZ,1,-8.84
EH40_27,3POZ,2,-8.734
EH40_27,3POZ,3,-8.117
EH40_27,3POZ,4,-8.104
EH40_27,3POZ,5,-7.987
EH40_27,3POZ,6,-7.835
EH40_27,3POZ,7,-7.725
EH40_27,3POZ,8,-7.573
EH40_27,3POZ,9,-7.409
EH40_27,3RCD,1,-9.216
EH40_27,3RCD,2,-8.798
EH40_27,3RCD,3,-8.119
EH40_27,3RCD,4,-8.023
EH40_27,3RCD,5,-7.96
EH40_27,3RCD,6,-7.802
EH40_27,3RCD,7,-7.756
EH40_27,3RCD,8,-7.591
EH40_27,3RCD,9,-7.433
EH40_28,3POZ,1,-11.075
EH40_28,3POZ,2,-10.576
EH40_28,3POZ,3,-10.455
EH40_28,3POZ,4,-10.393
EH40_28,3POZ,5,-10.382
EH40_28,3POZ,6,-10.242
EH40_28,3POZ,7,-10.234
EH40_28,3POZ,8,-10.049
EH40_28,3POZ,9,-9.824
EH40_28,3RCD,1,-11.53
EH40_28,3RCD,2,-10.967
EH40_28,3RCD,3,-10.925
EH40_28,3RCD,4,-10.444
EH40_28,3RCD,5,-9.925
EH40_28,3RCD,6,-9.501
EH40_28,3RCD,7,-9.28
EH40_28,3RCD,8,-9.153
EH40_28,3RCD,9,-9.121
EH40_29,3POZ,1,-9.298
EH40_29,3POZ,2,-9.295
EH40_29,3POZ,3,-9.258
EH40_29,3POZ,4,-8.94
EH40_29,3POZ,5,-8.926
EH40_29,3POZ,6,-8.769
EH40_29,3POZ,7,-8.72
EH40_29,3POZ,8,-8.634
EH40_29,3POZ,9,-8.463
EH40_29,3RCD,1,-9.331
EH40_29,3RCD,2,-9.245
EH40_29,3RCD,3,-9.155
EH40_29,3RCD,4,-9.003
EH40_29,3RCD,5,-8.957
EH40_29,3RCD,6,-8.887
EH40_29,3RCD,7,-8.456
EH40_29,3RCD,8,-8.424
EH40_29,3RCD,9,-8.275
EH40_30,3POZ,1,-9.399
EH40_30,3POZ,2,-9.376
EH40_30,3POZ,3,-9.189
EH40_30,3POZ,4,-8.553
EH40_30,3POZ,5,-8.506
EH40_30,3POZ,6,-8.305
EH40_30,3POZ,7,-8.298
EH40_30,3POZ,8,-8.273
EH40_30,3POZ,9,-8.092
EH40_30,3RCD,1,-9.628
EH40_30,3RCD,2,-8.501
EH40_30,3RCD,3,-8.485
EH40_30,3RCD,4,-8.221
EH40_30,3RCD,5,-8.208
EH40_30,3RCD,6,-8.176
EH40_30,3RCD,7,-8.04
EH40_30,3RCD,8,-7.995
EH40_30,3RCD,9,-7.882
EH40_31,3POZ,1,-10.12
EH40_31,3POZ,2,-9.97
EH40_31,3POZ,3,-9.875
EH40_31,3POZ,4,-9.864
EH40_31,3POZ,5,-9.67
EH40_31,3POZ,6,-9.387
EH40_31,3POZ,7,-9.197
EH40_31,3POZ,8,-9.148
EH40_31,3POZ,9,-9.095
EH40_31,3RCD,1,-9.812
EH40_31,3RCD,2,-9.605
EH40_31,3RCD,3,-9.445
EH40_31,3RCD,4,-9.204
EH40_31,3RCD,5,-9.047
EH40_31,3RCD,6,-8.722
EH40_31,3RCD,7,-8.699
EH40_31,3RCD,8,-8.563
EH40_31,3RCD,9,-8.321
EH40_32,3POZ,1,-9.136
EH40_32,3POZ,2,-9.091
EH40_32,3POZ,3,-9.059
EH40_32,3POZ,4,-8.955
EH40_32,3POZ,5,-8.831
EH40_32,3POZ,6,-8.7
EH40_32,3POZ,7,-8.653
EH40_32,3POZ,8,-8.6
EH40_32,3POZ,9,-8.579
EH40_32,3RCD,1,-9.76
EH40_32,3RCD,2,-9.736
EH40_32,3RCD,3,-9.318
EH40_32,3RCD,4,-9.071
EH40_32,3RCD,5,-8.677
EH40_32,3RCD,6,-8.653
EH40_32,3RCD,7,-8.412
EH40_32,3RCD,8,-8.23
EH40_32,3RCD,9,-8.09
EH40_33,3POZ,1,-10.698
EH40_33,3POZ,2,-10.679
EH40_33,3POZ,3,-10.665
EH40_33,3POZ,4,-10.594
EH40_33,3POZ,5,-10.449
EH40_33,3POZ,6,-10.389
EH40_33,3POZ,7,-10.077
EH40_33,3POZ,8,-9.939
EH40_33,3POZ,9,-9.812
EH40_33,3RCD,1,-10.591
EH40_33,3RCD,2,-10.086
EH40_33,3RCD,3,-10.067
EH40_33,3RCD,4,-10.004
EH40_33,3RCD,5,-9.921
EH40_33,3RCD,6,-9.704
EH40_33,3RCD,7,-9.475
EH40_33,3RCD,8,-9.392
EH40_33,3RCD,9,-9.2
EH40_34,3POZ,1,-9.615
EH40_34,3POZ,2,-9.568
EH40_34,3POZ,3,-9.501
EH40_34,3POZ,4,-9.472
EH40_34,3POZ,5,-9.312
EH40_34,3POZ,6,-9.167
EH40_34,3POZ,7,-9.152
EH40_34,3POZ,8,-8.836
EH40_34,3POZ,9,-8.835
EH40_34,3RCD,1,-9.184
EH40_34,3RCD,2,-9.143
EH40_34,3RCD,3,-9.128
EH40_34,3RCD,4,-8.497
EH40_34,3RCD,5,-8.345
EH40_34,3RCD,6,-8.188
EH40_34,3RCD,7,-8.072
EH40_34,3RCD,8,-8.07
EH40_34,3RCD,9,-7.955
EH40_35,3POZ,1,-10.142
EH40_35,3POZ,2,-10.053
EH40_35,3POZ,3,-9.88
EH40_35,3POZ,4,-9.828
EH40_35,3POZ,5,-9.741
EH40_35,3POZ,6,-9.709
EH40_35,3POZ,7,-9.638
EH40_35,3POZ,8,-9.531
EH40_35,3POZ,9,-9.511
EH40_35,3RCD,1,-10.562
EH40_35,3RCD,2,-10.294
EH40_35,3RCD,3,-10.101
EH40_35,3RCD,4,-9.943
EH40_35,3RCD,5,-9.788
EH40_35,3RCD,6,-9.647
EH40_35,3RCD,7,-9.526
EH40_35,3RCD,8,-9.497
EH40_35,3RCD,9,-9.399
EH40_36,3POZ,1,-9.955
EH40_36,3POZ,2,-9.891
EH40_36,3POZ,3,-9.561
EH40_36,3POZ,4,-9.509
EH40_36,3POZ,5,-9.49
EH40_36,3POZ,6,-9.321
EH40_36,3POZ,7,-9.143
EH40_36,3POZ,8,-9.004
EH40_36,3POZ,9,-8.975
EH40_36,3RCD,1,-10.678
EH40_36,3RCD,2,-10.345
EH40_36,3RCD,3,-10.225
EH40_36,3RCD,4,-9.639
EH40_36,3RCD,5,-9.188
EH40_36,3RCD,6,-9.136
EH40_36,3RCD,7,-9.085
EH40_36,3RCD,8,-9.034
EH40_36,3RCD,9,-9.008
EH40_37,3POZ,1,-10.59
EH40_37,3POZ,2,-10.185
EH40_37,3POZ,3,-9.862
EH40_37,3POZ,4,-9.813
EH40_37,3POZ,5,-9.414
EH40_37,3POZ,6,-9.38
EH40_37,3POZ,7,-9.153
EH40_37,3POZ,8,-8.934
EH40_37,3POZ,9,-8.918
EH40_37,3RCD,1,-10.758
EH40_37,3RCD,2,-10.219
EH40_37,3RCD,3,-10.168
EH40_37,3RCD,4,-9.928
EH40_37,3RCD,5,-9.538
EH40_37,3RCD,6,-9.401
EH40_37,3RCD,7,-9.382
EH40_37,3RCD,8,-9.189
EH40_37,3RCD,9,-9.188
EH40_38,3POZ,1,-9.905
EH40_38,3POZ,2,-9.827
EH40_38,3POZ,3,-9.456
EH40_38,3POZ,4,-8.94
EH40_38,3POZ,5,-8.901
EH40_38,3POZ,6,-8.828
EH40_38,3POZ,7,-8.757
EH40_38,3POZ,8,-8.742
EH40_38,3POZ,9,-8.706
EH40_38,3RCD,1,-9.687
EH40_38,3RCD,2,-9.651
EH40_38,3RCD,3,-9.387
EH40_38,3RCD,4,-9.274
EH40_38,3RCD,5,-8.841
EH40_38,3RCD,6,-8.83
EH40_38,3RCD,7,-8.56
EH40_38,3RCD,8,-8.48
EH40_38,3RCD,9,-8.332
EH40_39,3POZ,1,-10.373
EH40_39,3POZ,2,-10.282
EH40_39,3POZ,3,-10.166
EH40_39,3POZ,4,-10.163
EH40_39,3POZ,5,-9.851
EH40_39,3POZ,6,-9.793
EH40_39,3POZ,7,-9.761
EH40_39,3POZ,8,-9.738
EH40_39,3POZ,9,-8.512
EH40_39,3RCD,1,-10.12
EH40_39,3RCD,2,-9.905
EH40_39,3RCD,3,-9.904
EH40_39,3RCD,4,-9.689
EH40_39,3RCD,5,-9.653
EH40_39,3RCD,6,-9.353
EH40_39,3RCD,7,-9.305
EH40_39,3RCD,8,-9.01
EH40_39,3RCD,9,-8.784
EH40_40,3POZ,1,-8.367
EH40_40,3POZ,2,-7.846
EH40_40,3POZ,3,-7.813
EH40_40,3POZ,4,-7.682
EH40_40,3POZ,5,-7.669
EH40_40,3POZ,6,-7.636
EH40_40,3POZ,7,-7.569
EH40_40,3POZ,8,-7.511
EH40_40,3POZ,9,-7.334
EH40_40,3RCD,1,-8.612
EH40_40,3RCD,2,-8.394
EH40_40,3RCD,3,-8.161
EH40_40,3RCD,4,-8.064
EH40_40,3RCD,5,-8.056
EH40_40,3RCD,6,-7.948
EH40_40,3RCD,7,-7.746
EH40_40,3RCD,8,-7.658
EH40_40,3RCD,9,-7.624
EH120_041,3POZ,1,-10.482
EH120_041,3POZ,2,-10.188
EH120_041,3POZ,3,-10.136
EH120_041,3POZ,4,-9.682
EH120_041,3POZ,5,-9.417
EH120_041,3POZ,6,-9.363
EH120_041,3POZ,7,-9.362
EH120_041,3POZ,8,-9.047
EH120_041,3POZ,9,-8.864
EH120_041,3RCD,1,-10.975
EH120_041,3RCD,2,-10.349
EH120_041,3RCD,3,-10.324
EH120_041,3RCD,4,-10.045
EH120_041,3RCD,5,-9.871
EH120_041,3RCD,6,-9.803
EH120_041,3RCD,7,-9.599
EH120_041,3RCD,8,-9.543
EH120_041,3RCD,9,-9.083
EH120_042,3POZ,1,-9.356
EH120_042,3POZ,2,-9.343
EH120_042,3POZ,3,-9.089
EH120_042,3POZ,4,-9.082
EH120_042,3POZ,5,-8.758
EH120_042,3POZ,6,-8.645
EH120_042,3POZ,7,-8.627
EH120_042,3POZ,8,-8.405
EH120_042,3POZ,9,-8.248
EH120_042,3RCD,1,-9.29
EH120_042,3RCD,2,-9.24
EH120_042,3RCD,3,-9.068
EH120_042,3RCD,4,-8.847
EH120_042,3RCD,5,-8.583
EH120_042,3RCD,6,-8.439
EH120_042,3RCD,7,-8.434
EH120_042,3RCD,8,-8.209
EH120_042,3RCD,9,-8.133
EH120_043,3POZ,1,-8.541
EH120_043,3POZ,2,-8.263
EH120_043,3POZ,3,-8.246
EH120_043,3POZ,4,-7.878
EH120_043,3POZ,5,-7.858
EH120_043,3POZ,6,-7.413
EH120_043,3POZ,7,-7.296
EH120_043,3POZ,8,-7.09
EH120_043,3POZ,9,-6.899
EH120_043,3RCD,1,-8.746
EH120_043,3RCD,2,-7.817
EH120_043,3RCD,3,-7.623
EH120_043,3RCD,4,-7.593
EH120_043,3RCD,5,-7.543
EH120_043,3RCD,6,-7.536
EH120_043,3RCD,7,-7.43
EH120_043,3RCD,8,-7.363
EH120_043,3RCD,9,-7.228
EH120_044,3POZ,1,-10.762
