pair,target,ligand,mode1_energy,score_S,status
PPARG/PPARA,9V8H,PGPA_085,-9.08,9.08,success
PPARG/PPARA,9V8H,PGPA_086,-9.353,9.353,success
PPARG/PPARA,9V8H,PGPA_087,-9.255,9.255,success
PPARG/PPARA,9V8H,PGPA_088,-8.888,8.888,success
PPARG/PPARA,9V8H,PGPA_089,-8.359,8.359,success
PPARG/PPARA,9V8H,PGPA_090,-9.498,9.498,success
PPARG/PPARA,9V8H,PGPA_091,-8.141,8.141,success
PPARG/PPARA,9V8H,PGPA_092,-8.953,8.953,success
PPARG/PPARA,9V8H,PGPA_093,-8.042,8.042,success
PPARG/PPARA,9V8H,PGPA_094,-8.989,8.989,success
PPARG/PPARA,9V8H,PGPA_095,-8.1,8.1,success
PPARG/PPARA,9V8H,PGPA_096,-9.229,9.229,success
PPARG/PPARA,9V8H,PGPA_097,-5.79,5.79,success
PPARG/PPARA,9V8H,PGPA_098,-6.851,6.851,success
PPARG/PPARA,9V8H,PGPA_099,-7.038,7.038,success
PPARG/PPARA,9V8H,PGPA_100,-8.452,8.452,success
PPARG/PPARA,9V8H,PGPA_101,-8.756,8.756,success
PPARG/PPARA,9V8H,PGPA_102,-10.097,10.097,success
PPARG/PPARA,9V8H,PGPA_103,-8.289,8.289,success
PPARG/PPARA,9V8H,PGPA_104,-9.273,9.273,success
PPARG/PPARA,9V8H,PGPA_105,-7.289,7.289,success
PPARG/PPARA,9V8H,PGPA_106,-8.843,8.843,success
PPARG/PPARA,9V8H,PGPA_107,-8.634,8.634,success
PPARG/PPARA,9V8H,PGPA_108,-9.172,9.172,success
PPARG/PPARA,9V8H,PGPA_109,-7.646,7.646,success
PPARG/PPARA,9V8H,PGPA_110,-7.217,7.217,success
