ligand,gnina_cnn_4UDW,gnina_aff_4UDW,gnina_cnn_2JKH,gnina_aff_2JKH,gnina_cnn_6N7A,gnina_aff_6N7A,gnina_cnn_3LXP,gnina_aff_3LXP,gnina_cnn_8BXH,gnina_aff_8BXH,gnina_cnn_9V8H,gnina_aff_9V8H,gnina_cnn_6LXA,gnina_aff_6LXA,gnina_cnn_5U3Q,gnina_aff_5U3Q
J1TYK2_062,,,,,0.8639029264,7.9134907722,0.8468641639,7.7359485626,,,,,,,,
J1TYK2_063,,,,,0.5186665654,7.5474629402,0.7633401155,7.7400398254,,,,,,,,
J1TYK2_064,,,,,0.7346493006,7.9861369133,0.4344943762,7.8296203613,,,,,,,,
J1TYK2_065,,,,,0.9434384704,8.2729387283,0.7064253092,7.8001708984,,,,,,,,
J1TYK2_066,,,,,0.9112912416,7.7322273254,0.595831573,6.7482047081,,,,,,,,
J1TYK2_067,,,,,0.9741842151,7.8625206947,0.8430142403,7.5264759064,,,,,,,,
J1TYK2_068,,,,,0.3115669489,6.9154243469,0.8433715701,7.9310936928,,,,,,,,
J1TYK2_069,,,,,0.9359310865,8.1371135712,0.8525291681,7.9336476326,,,,,,,,
J1TYK2_070,,,,,0.4323353767,6.7176132202,0.7491857409,7.315887928,,,,,,,,
J1TYK2_071,,,,,0.9716945887,7.6750693321,0.9514532089,7.7242264748,,,,,,,,
J1TYK2_072,,,,,0.9244825244,7.5559630394,0.7351443768,7.2400951385,,,,,,,,
J1TYK2_073,,,,,0.9784818888,7.4907488823,0.940215528,7.49168396,,,,,,,,
J1TYK2_074,,,,,0.1250132322,6.0987944603,0.0750933141,5.324991703,,,,,,,,
J1TYK2_075,,,,,0.9572341442,8.2257966995,0.8637139201,7.9470267296,,,,,,,,
J1TYK2_076,,,,,0.6331220865,7.3575744629,0.8140777349,8.0325193405,,,,,,,,
J1TYK2_077,,,,,0.8390128613,6.3314833641,0.4393343925,6.6679196358,,,,,,,,
J1TYK2_078,,,,,0.9579740167,7.6726021767,0.8819490075,7.7075343132,,,,,,,,
J1TYK2_079,,,,,0.5430194736,6.8761558533,0.753626287,7.6177430153,,,,,,,,
J1TYK2_080,,,,,0.6313695908,7.1662077904,0.8081700802,7.4556441307,,,,,,,,
J1TYK2_081,,,,,0.1541317105,5.8766694069,0.8682337999,8.0607538223,,,,,,,,
J1TYK2_082,,,,,0.9646193385,7.54814291,0.8730741143,7.6118254662,,,,,,,,
J1TYK2_083,,,,,0.5869645476,7.4547042847,0.8453968167,7.5474181175,,,,,,,,
J1TYK2_084,,,,,0.9354729056,8.3375558853,0.9143683314,8.6724357605,,,,,,,,
J1TYK2_085,,,,,0.9503849745,8.2182455063,0.6476410627,7.6753687859,,,,,,,,
J1TYK2_086,,,,,0.1698804796,5.4374313354,0.0826914981,6.4030451775,,,,,,,,
J1TYK2_087,,,,,0.9110152125,7.8336296082,0.6634148359,7.5121045113,,,,,,,,
J1TYK2_088,,,,,0.7569274306,8.0062074661,0.9123350978,7.9773411751,,,,,,,,
J1TYK2_089,,,,,0.7638118863,7.2992477417,0.4004467428,6.9007048607,,,,,,,,
J1TYK2_090,,,,,0.837946713,7.6969833374,0.5491620898,7.5062794685,,,,,,,,
J1TYK2_091,,,,,0.5627272725,7.637034893,0.8491801023,8.0810613632,,,,,,,,
J1TYK2_092,,,,,0.0686493963,6.713075161,,,,,,,,,,
J1TYK2_093,,,,,0.9392656684,8.4700555801,0.8284712434,8.5817708969,,,,,,,,
J1TYK2_094,,,,,0.9673553705,8.1840057373,0.8751279116,7.8711528778,,,,,,,,
J1TYK2_095,,,,,0.8871280551,7.8218436241,0.3858938515,7.4070720673,,,,,,,,
J1TYK2_096,,,,,0.9322589636,8.1358556747,0.7791129351,7.8689818382,,,,,,,,
J1TYK2_097,,,,,0.7929729223,8.0897817612,0.7758256793,8.001127243,,,,,,,,
J1TYK2_098,,,,,0.9381505251,6.4838080406,0.9072875381,6.53840065,,,,,,,,
J1TYK2_099,,,,,0.9210817814,6.8087220192,0.32150805,6.0717601776,,,,,,,,
J1TYK2_100,,,,,0.9647119641,7.1766619682,0.7682957649,6.250477314,,,,,,,,
J1TYK2_101,,,,,0.8204289079,7.020980835,0.3117310107,6.2515358925,,,,,,,,
J1TYK2_102,,,,,0.8694286346,6.8856678009,0.2186600119,6.4157123566,,,,,,,,
J1TYK2_103,,,,,0.9713124633,7.2706465721,0.8812404275,7.1541538239,,,,,,,,
J1TYK2_104,,,,,0.939455688,6.9430565834,0.9235204458,7.3056964874,,,,,,,,
J1TYK2_105,,,,,0.2946559489,6.7038497925,0.2704366744,6.6390209198,,,,,,,,
J1TYK2_106,,,,,0.9743391871,7.8080010414,0.9567888379,7.9412097931,,,,,,,,
J1TYK2_107,,,,,0.3243807852,6.1682548523,0.9582457542,7.5021224022,,,,,,,,
J1TYK2_108,,,,,0.8427527547,6.925057888,0.9407918453,7.2833456993,,,,,,,,
J1TYK2_109,,,,,0.5853624344,6.7268662453,0.9432410598,7.2368202209,,,,,,,,
J1TYK2_110,,,,,0.8934529424,7.4080481529,0.8760030866,7.1573185921,,,,,,,,
PAPD_001,,,,,,,,,,,,,0.3029582202,7.1945319176,0.5812709928,7.2661018372
PAPD_002,,,,,,,,,,,,,0.6179438829,6.4298934937,0.5603531003,6.2539153099
PAPD_003,,,,,,,,,,,,,0.862698853,7.5989441872,0.8416197896,7.2144393921
PAPD_004,,,,,,,,,,,,,0.301024586,6.9391059875,0.7434382439,7.7977542877
PAPD_005,,,,,,,,,,,,,0.3331154585,6.0613598824,0.7063964605,6.8152222633
PAPD_006,,,,,,,,,,,,,0.376063168,6.9584121704,0.528241396,7.5337309837
PAPD_007,,,,,,,,,,,,,0.5686773062,7.0977935791,0.6025408506,7.07523489
PAPD_008,,,,,,,,,,,,,0.8712423444,8.1155900955,0.6911021471,7.5033698082
PAPD_009,,,,,,,,,,,,,0.4773434401,7.385529995,0.578738153,7.5806107521
PAPD_010,,,,,,,,,,,,,0.8204840422,7.1803870201,0.7352204323,6.8943123817
PAPD_011,,,,,,,,,,,,,0.5590299964,6.6575160027,0.8560469151,6.9653296471
PAPD_012,,,,,,,,,,,,,0.3943996131,7.1240153313,0.6471805573,7.4655280113
PAPD_013,,,,,,,,,,,,,0.3814998269,6.3432331085,0.607352376,6.6026797295
PAPD_014,,,,,,,,,,,,,0.2061546147,6.1309456825,0.7752632499,7.1838812828
PAPD_015,,,,,,,,,,,,,0.2129196823,8.1725301743,0.1870894581,8.0389471054
PAPD_016,,,,,,,,,,,,,0.9047493935,8.0931749344,0.5663006902,7.4294304848
PAPD_017,,,,,,,,,,,,,0.907479763,7.982732296,0.8743724227,8.0080366135
PAPD_018,,,,,,,,,,,,,0.9098173976,7.797680378,0.8713535666,7.4182128906
PAPD_019,,,,,,,,,,,,,0.8973389864,8.0357990265,0.7995198369,7.8345246315
PAPD_020,,,,,,,,,,,,,0.1495119333,5.9841513634,0.556607008,7.4813709259
PAPD_021,,,,,,,,,,,,,0.2105392367,5.7486228943,0.7868292928,6.5259227753
PAPD_022,,,,,,,,,,,,,0.8188965917,7.6453495026,0.3507429957,7.0091147423
PAPD_023,,,,,,,,,,,,,0.7393904328,7.3841133118,0.8721110225,8.3535013199
PAPD_024,,,,,,,,,,,,,0.7377294302,7.5373706818,0.447136879,7.0444121361
PAPD_025,,,,,,,,,,,,,0.2312601358,6.231274128,0.572381258,6.8944416046
PAPD_026,,,,,,,,,,,,,0.6656782627,7.5604534149,0.4879940152,6.8813691139
PAPD_027,,,,,,,,,,,,,0.2451160997,6.191599369,0.6413565874,6.9220585823
PAPD_028,,,,,,,,,,,,,0.6516483426,7.6944289207,0.5432347655,6.8723292351
PAPD_029,,,,,,,,,,,,,0.3708121777,7.0619568825,0.5915728807,7.2190670967
PAPD_030,,,,,,,,,,,,,0.2298450768,6.2589097023,0.8894324303,7.4067435265
PAPD_031,,,,,,,,,,,,,0.5081541538,7.0537362099,0.67323488,7.3675980568
PAPD_032,,,,,,,,,,,,,0.4474813342,7.3659377098,0.3849389553,6.9446201324
PAPD_033,,,,,,,,,,,,,0.6762254834,8.2449235916,0.3818864524,8.2768793106
PAPD_034,,,,,,,,,,,,,0.4821656644,7.4772777557,0.6290291548,7.902507782
PAPD_035,,,,,,,,,,,,,0.4832392633,7.5569424629,0.6888519526,7.8734536171
PAPD_036,,,,,,,,,,,,,0.1614994854,6.473051548,0.5171979666,7.6665358543
PAPD_037,,,,,,,,,,,,,0.8694158792,8.0840234756,0.7839727998,7.8267893791
PAPD_038,,,,,,,,,,,,,0.5264132023,7.4946417809,0.6916013956,7.5615153313
PAPD_039,,,,,,,,,,,,,0.5373689532,7.6789793968,0.7724098563,7.7158370018
PAPD_040,,,,,,,,,,,,,0.4089571834,7.4411869049,0.8069320321,7.9799132347
PAPD_041,,,,,,,,,,,,,0.6843065023,7.954595089,0.6306282878,7.9042282104
PAPD_042,,,,,,,,,,,,,0.7277019024,7.2195258141,0.712375164,7.492670536
PAPD_043,,,,,,,,,,,,,0.8139423728,7.2576446533,0.8322469592,7.2386169434
PAPD_044,,,,,,,,,,,,,0.9110169411,7.6916518211,0.6543226838,7.1417808533
PAPD_045,,,,,,,,,,,,,0.8951432705,7.6221461296,0.7418469191,7.1145362854
PAPD_046,,,,,,,,,,,,,0.5720638037,6.8697295189,0.5811908245,6.9790253639
PAPD_047,,,,,,,,,,,,,0.8329343796,6.7989597321,0.6245886087,6.4366984367
PAPD_048,,,,,,,,,,,,,0.8911184669,8.2386445999,0.6493406296,7.5076727867
PAPD_049,,,,,,,,,,,,,0.8241257668,7.3663916588,0.6454018354,6.8948178291
PAPD_050,,,,,,,,,,,,,0.4361326694,7.4374656677,0.5484105945,7.5107274055
PAPD_051,,,,,,,,,,,,,0.7768942714,7.7282891273,0.709302485,7.7687859535
PAPD_052,,,,,,,,,,,,,0.797455132,7.5088372231,0.6542378664,7.7174372673
PAPD_053,,,,,,,,,,,,,0.6842261553,7.3730545044,0.4674769044,7.3106212616
PAPD_054,,,,,,,,,,,,,0.250829488,6.1466369629,0.732462585,7.0016841888
PAPD_055,,,,,,,,,,,,,0.2341664881,6.0973834991,0.7625641823,6.942155838
PAPD_056,,,,,,,,,,,,,0.2441342175,5.895345211,0.5317049026,6.8807768822
PAPD_057,,,,,,,,,,,,,0.6039546728,6.7912249565,0.5481663942,6.7261428833
PAPD_058,,,,,,,,,,,,,0.2160740197,6.2170643806,0.3074908555,6.435063839
PAPD_059,,,,,,,,,,,,,0.7032976747,6.846060276,0.7735983133,7.1499199867
PAPD_060,,,,,,,,,,,,,0.2149209529,5.2500014305,0.4427785277,6.7186164856
PAPD_061,,,,,,,,,,,,,0.8882095814,8.0463027954,0.7706894875,7.5154061317
PAPD_062,,,,,,,,,,,,,0.2410175949,5.8568272591,0.4400488734,6.661210537
PAPD_063,,,,,,,,,,,,,0.2934422493,6.6139512062,0.7569423914,7.3904685974
PAPD_064,,,,,,,,,,,,,0.4835955799,7.6976852417,0.8914750814,8.4622907639
PAPD_065,,,,,,,,,,,,,0.436018765,6.9605545998,0.8333334327,7.4398226738
PAPD_066,,,,,,,,,,,,,0.8631165028,7.800163269,0.8908795118,7.9361357689
PAPD_067,,,,,,,,,,,,,0.7688031197,7.5731906891,0.8238755465,7.7784080505
PAPD_068,,,,,,,,,,,,,0.7848913074,7.0225100517,0.5967268944,6.411945343
PAPD_069,,,,,,,,,,,,,0.7686629295,7.907845974,0.8934040666,8.3727521896
PAPD_070,,,,,,,,,,,,,0.2713455856,7.3478736877,0.9097103477,8.4104337692
PAPD_071,,,,,,,,,,,,,0.8295618296,7.3950858116,0.8241525888,7.4764618874
PAPD_072,,,,,,,,,,,,,0.7523257732,7.2269673347,0.5946712494,7.1430411339
PAPD_073,,,,,,,,,,,,,0.8337520361,8.1998996735,0.8327583671,7.8482832909
PAPD_074,,,,,,,,,,,,,0.223269552,7.3180923462,0.4448658824,7.7402234077
PAPD_075,,,,,,,,,,,,,0.8760807514,7.9346327782,0.6977834702,7.4138665199
PAPD_076,,,,,,,,,,,,,0.8671543598,7.9944710732,0.8048444986,7.7676978111
PAPD_077,,,,,,,,,,,,,0.3544852436,6.6176133156,0.617726326,6.2322955132
PAPD_078,,,,,,,,,,,,,0.3881778717,7.0703816414,0.787758708,7.9561972618
PAPD_079,,,,,,,,,,,,,0.7762553096,7.2648525238,0.7365894318,7.2384047508
PAPD_080,,,,,,,,,,,,,0.2187382281,6.2223381996,0.779135108,7.1865501404
PAPD_081,,,,,,,,,,,,,0.7867139578,8.0083961487,0.6314818859,7.8913674355
PAPD_082,,,,,,,,,,,,,0.8949647546,8.0390386581,0.7714864016,7.8139610291
PAPD_083,,,,,,,,,,,,,0.2843453884,6.6304726601,0.75871104,6.8625569344
PAPD_084,,,,,,,,,,,,,0.8379813433,7.8267960548,0.3051393032,7.0428795815
PAPD_085,,,,,,,,,,,,,0.8185765147,8.0809812546,0.8578249216,7.9189581871
PAPD_086,,,,,,,,,,,,,0.9378861785,7.9935779572,0.9000707865,7.5240454674
PAPD_087,,,,,,,,,,,,,0.5849194527,7.3467497826,0.4370359182,7.3041758537
PAPD_088,,,,,,,,,,,,,0.6918517947,7.6359696388,0.3780927062,6.9351000786
PAPD_089,,,,,,,,,,,,,0.4226666391,7.5080528259,0.3503637016,7.3313860893
PAPD_090,,,,,,,,,,,,,0.7833554745,8.1291971207,0.2667311728,7.232257843
PAPD_091,,,,,,,,,,,,,0.7824928761,7.7331566811,0.6928908229,7.6261754036
PAPD_092,,,,,,,,,,,,,0.8929312825,8.26334095,0.7934820056,8.144446373
PAPD_093,,,,,,,,,,,,,0.2142486125,6.89899683,0.9177131653,8.0630064011
PAPD_094,,,,,,,,,,,,,0.4106176198,6.6590828896,0.6263691187,6.5995774269
PAPD_095,,,,,,,,,,,,,0.6354439259,7.1325516701,0.870661974,7.6516366005
PAPD_096,,,,,,,,,,,,,0.1899914891,5.4332985878,0.7765219212,7.1674828529
PAPD_097,,,,,,,,,,,,,0.8781411052,6.9787240028,0.2735744119,6.1558508873
PAPD_098,,,,,,,,,,,,,0.717289269,7.5961956978,0.6128419638,7.6556553841
PAPD_099,,,,,,,,,,,,,0.9044438601,7.2462735176,0.631767571,6.6185774803
PAPD_100,,,,,,,,,,,,,0.8784371614,7.6803450584,0.70792979,7.2042374611
PAPD_101,,,,,,,,,,,,,0.6683008671,4.0682749748,0.6967288256,4.3439059258
PAPD_102,,,,,,,,,,,,,0.215330869,5.7375817299,0.2630396783,6.0948524475
PAPD_103,,,,,,,,,,,,,0.3244673014,7.0275840759,0.4624469876,6.5667538643
PAPD_104,,,,,,,,,,,,,0.5182330012,6.7612271309,0.4425480068,6.9383277893
PAPD_105,,,,,,,,,,,,,0.499527514,7.0792660713,0.4877064824,6.7921943665
PAPD_106,,,,,,,,,,,,,0.8964630961,7.5550951958,0.8060244322,7.3379731178
PAPD_107,,,,,,,,,,,,,0.8809086084,7.2921814919,0.6569063663,6.8643221855
PAPD_108,,,,,,,,,,,,,0.2804304361,6.8805851936,0.2392615974,6.8191361427
PAPD_109,,,,,,,,,,,,,0.7363650799,6.7417201996,0.6854090095,6.739130497
PAPD_110,,,,,,,,,,,,,0.7416303754,7.0128569603,0.7095083594,7.1707816124
PGPA_001,,,,,,,,,,,0.8781164885,8.1989002228,0.7065492272,7.6466622353,,
PGPA_002,,,,,,,,,,,0.7240639925,6.532957077,0.8382979035,7.1957812309,,
PGPA_003,,,,,,,,,,,0.515838027,5.9097595215,0.710126698,6.6771216393,,
PGPA_004,,,,,,,,,,,0.2991217673,6.0830802917,0.8638803959,7.3874840736,,
PGPA_005,,,,,,,,,,,0.7647008896,7.2790932655,0.8161990643,7.438331604,,
PGPA_006,,,,,,,,,,,0.5282633901,7.6149382591,0.1725918353,6.5278000832,,
PGPA_007,,,,,,,,,,,0.5847197771,7.316215992,0.7277019024,7.2195258141,,
PGPA_008,,,,,,,,,,,0.4580872655,6.1880760193,0.4826340377,6.7745718956,,
PGPA_009,,,,,,,,,,,0.9463855624,8.8230762482,0.8771007657,8.4124937057,,
PGPA_010,,,,,,,,,,,0.9371519089,8.0105161667,0.8668830991,7.5726799965,,
PGPA_011,,,,,,,,,,,0.8635546565,8.0174779892,0.4052030444,7.1967544556,,
PGPA_012,,,,,,,,,,,0.9262574315,7.9519095421,0.9254665971,7.994035244,,
PGPA_013,,,,,,,,,,,0.4194943607,7.4654183388,0.4910160899,7.8224658966,,
PGPA_014,,,,,,,,,,,0.8566221595,8.7265129089,0.4678427875,8.0544080734,,
PGPA_015,,,,,,,,,,,0.8868982792,8.0369825363,0.8526607156,7.8921966553,,
PGPA_016,,,,,,,,,,,0.9378355742,8.1235570908,0.8345628381,7.6384339333,,
PGPA_017,,,,,,,,,,,0.567063868,7.3975358009,0.444452703,7.260427475,,
PGPA_018,,,,,,,,,,,0.9006106853,8.7963838577,0.6246706843,7.4955620766,,
PGPA_019,,,,,,,,,,,0.6327134967,7.4537200928,0.2206644267,7.1375102997,,
PGPA_020,,,,,,,,,,,0.4005742073,7.3721327782,0.2756454051,7.4223480225,,
PGPA_021,,,,,,,,,,,0.226134032,7.0316185951,0.177766189,7.1257324219,,
PGPA_022,,,,,,,,,,,0.5010546446,8.2776575089,0.2098768651,7.2631630898,,
PGPA_023,,,,,,,,,,,0.4057221115,7.4920802116,0.2084501535,6.3396759033,,
PGPA_024,,,,,,,,,,,0.8666573763,8.3373565674,0.6529288292,7.5446944237,,
PGPA_025,,,,,,,,,,,0.8674008846,8.6354560852,0.5573755503,7.7031302452,,
PGPA_026,,,,,,,,,,,0.8965055346,7.4221329689,0.3845914304,6.2277679443,,
PGPA_027,,,,,,,,,,,0.4401769638,7.3512015343,0.6474138498,7.7273616791,,
PGPA_028,,,,,,,,,,,0.6508789659,7.7189903259,0.655957222,7.4092841148,,
PGPA_029,,,,,,,,,,,0.8305801749,6.6177163124,0.9097146392,6.7185077667,,
PGPA_030,,,,,,,,,,,,,0.1930191666,6.3421559334,,
PGPA_031,,,,,,,,,,,0.894116044,7.515604496,0.7363650799,6.7417201996,,
PGPA_032,,,,,,,,,,,0.2057624608,6.8471240997,0.3271256685,7.3595428467,,
PGPA_033,,,,,,,,,,,0.8395677209,7.9356212616,0.947011888,7.7387199402,,
PGPA_034,,,,,,,,,,,0.6508011818,7.2327837944,0.3393405676,6.6232609749,,
PGPA_035,,,,,,,,,,,0.8439368606,7.7649707794,0.2502569854,6.756831646,,
PGPA_036,,,,,,,,,,,0.8474794626,6.8420014381,0.7848913074,7.0225100517,,
PGPA_037,,,,,,,,,,,0.7771715522,7.376247406,0.4505819082,6.7313766479,,
PGPA_038,,,,,,,,,,,0.9606637955,8.2285470963,0.5235453844,6.5984406471,,
PGPA_039,,,,,,,,,,,0.7121950984,6.7403278351,0.8285332322,7.0961608887,,
PGPA_040,,,,,,,,,,,0.9002780914,8.037938118,0.8949528933,8.1063575745,,
PGPA_041,,,,,,,,,,,0.4197192192,7.1656851768,0.9641759992,8.1479101181,,
PGPA_042,,,,,,,,,,,0.9555904865,7.5071969032,0.5590299964,6.6575160027,,
PGPA_043,,,,,,,,,,,0.5659431815,7.7310500145,0.7526817322,7.9876937866,,
PGPA_044,,,,,,,,,,,0.8651471138,8.3559274673,0.7870159745,7.7521262169,,
PGPA_045,,,,,,,,,,,0.6241931319,7.7957987785,0.809868753,8.2181253433,,
PGPA_046,,,,,,,,,,,0.6794881821,6.8614997864,0.7716990709,7.0266032219,,
PGPA_047,,,,,,,,,,,0.8418299556,7.6513409615,0.5994356275,6.9898056984,,
PGPA_048,,,,,,,,,,,0.5596303344,6.9280190468,0.328175962,7.0199074745,,
PGPA_049,,,,,,,,,,,0.6904048324,7.8490433693,0.5026718378,7.2338867188,,
PGPA_050,,,,,,,,,,,0.8971552253,8.1192626953,0.7864516973,7.6121826172,,
PGPA_051,,,,,,,,,,,0.9076746702,7.7263484001,0.9223735929,7.8912558556,,
PGPA_052,,,,,,,,,,,0.7973433137,7.5804152489,0.5310612321,7.1241354942,,
PGPA_053,,,,,,,,,,,0.6247458458,6.5546336174,0.9168803096,7.8794960976,,
PGPA_054,,,,,,,,,,,0.6991420984,8.1053676605,0.7432159185,7.9069533348,,
PGPA_055,,,,,,,,,,,0.6736890078,7.667620182,0.9771234989,8.2567558289,,
PGPA_056,,,,,,,,,,,0.2540744841,6.4637680054,0.7858678699,8.1566848755,,
PGPA_057,,,,,,,,,,,0.8867716789,7.851246357,0.8188965917,7.6453495026,,
PGPA_058,,,,,,,,,,,0.7287068963,7.3453230858,0.322871387,6.6044864655,,
PGPA_059,,,,,,,,,,,0.7881879807,8.4149522781,0.8566877842,8.203962326,,
PGPA_060,,,,,,,,,,,0.74799335,7.8932318687,0.4895266593,6.9198508263,,
PGPA_061,,,,,,,,,,,0.958887279,7.8209710121,0.3814466298,6.9025874138,,
PGPA_062,,,,,,,,,,,0.9549721479,7.939687252,0.324554503,6.5275702477,,
PGPA_063,,,,,,,,,,,0.8161888123,8.2544364929,0.6652367711,7.9831795692,,
PGPA_064,,,,,,,,,,,0.9557474256,7.8801589012,0.414354533,6.9168457985,,
PGPA_065,,,,,,,,,,,0.6962553263,7.7771668434,0.7423143983,7.9879302979,,
PGPA_066,,,,,,,,,,,0.9733698368,8.3905515671,0.2494201809,6.6867346764,,
PGPA_067,,,,,,,,,,,0.4556598365,6.9345326424,0.8966798186,8.1783761978,,
PGPA_068,,,,,,,,,,,0.9272521734,8.2429971695,0.3886380196,6.7720885277,,
PGPA_069,,,,,,,,,,,0.933139205,8.3174715042,0.4222094417,7.4012145996,,
PGPA_070,,,,,,,,,,,0.7668681741,8.430308342,0.2381912172,7.3944411278,,
PGPA_071,,,,,,,,,,,0.6444045305,7.7019906044,0.811650157,7.7949509621,,
PGPA_072,,,,,,,,,,,0.488458842,6.07528162,0.6717006564,7.0375676155,,
PGPA_073,,,,,,,,,,,0.475199908,6.5415558815,0.8204840422,7.1803870201,,
PGPA_074,,,,,,,,,,,0.4279393852,7.8005204201,0.2552482784,7.120950222,,
PGPA_075,,,,,,,,,,,0.6817755699,7.8788971901,0.1877571195,6.9301757812,,
PGPA_076,,,,,,,,,,,0.2318945229,7.5859513283,0.2152054012,7.2642097473,,
PGPA_077,,,,,,,,,,,0.8553915024,8.6636343002,0.2839302719,7.0801072121,,
PGPA_078,,,,,,,,,,,0.6342776418,7.9529309273,0.9053210616,8.1061830521,,
PGPA_079,,,,,,,,,,,0.3712615371,7.8374667168,0.1756960601,5.9022197723,,
PGPA_080,,,,,,,,,,,0.4321815073,6.9854683876,0.4851609468,7.2237415314,,
PGPA_081,,,,,,,,,,,0.5309670568,7.5576262474,0.3076743782,7.2894463539,,
PGPA_082,,,,,,,,,,,0.2202612609,7.1122002602,0.4291082621,7.7943501472,,
PGPA_083,,,,,,,,,,,0.9643298388,8.6038446426,0.8112189174,7.9685692787,,
PGPA_084,,,,,,,,,,,0.7933083773,7.9875378609,0.8922899961,7.9150938988,,
PGPA_085,,,,,,,,,,,0.9142187834,8.5268907547,0.8490740061,8.1222267151,,
PGPA_086,,,,,,,,,,,0.8461650014,8.6946907043,0.7739409208,7.7202835083,,
PGPA_087,,,,,,,,,,,0.8488640189,7.3393044472,0.3994346559,6.4897637367,,
PGPA_088,,,,,,,,,,,0.8029830456,7.3308444023,0.7881199121,7.1157913208,,
PGPA_089,,,,,,,,,,,0.3894098401,7.6507439613,0.1681826711,6.9634728432,,
PGPA_090,,,,,,,,,,,0.7222611904,8.1003055573,0.7831255794,7.7433962822,,
PGPA_091,,,,,,,,,,,0.8487384319,8.1202754974,0.4390559196,7.3215904236,,
PGPA_092,,,,,,,,,,,0.8365000486,7.8109550476,0.3611066043,7.0674858093,,
PGPA_093,,,,,,,,,,,0.6442898512,7.6879506111,0.347147882,7.1313729286,,
PGPA_094,,,,,,,,,,,0.6807521582,7.871576786,0.7031250596,7.6622543335,,
PGPA_095,,,,,,,,,,,0.8863794804,7.657980442,0.2482169271,6.2932066917,,
PGPA_096,,,,,,,,,,,0.7667850852,8.2836198807,0.8514011502,8.3700094223,,
PGPA_097,,,,,,,,,,,0.7193222642,7.1789011955,0.8850160837,6.8876614571,,
PGPA_098,,,,,,,,,,,0.2722015083,6.6966576576,0.7846625447,7.8697514534,,
PGPA_099,,,,,,,,,,,0.9234673381,5.6492767334,0.6746678948,5.5705780983,,
PGPA_100,,,,,,,,,,,0.4231152833,6.6769995689,0.6312347054,7.0129189491,,
PGPA_101,,,,,,,,,,,0.9493896961,8.1940755844,0.2387362421,6.492249012,,
PGPA_102,,,,,,,,,,,0.5831065774,7.37007761,0.4361326694,7.4374656677,,
PGPA_103,,,,,,,,,,,0.9182811975,7.7133345604,0.554333806,7.0326428413,,
PGPA_104,,,,,,,,,,,0.7105784416,6.8227405548,0.2982344329,6.7063660622,,
PGPA_105,,,,,,,,,,,0.7976153493,6.5654120445,0.2259543836,5.0303115845,,
PGPA_106,,,,,,,,,,,0.2342146784,6.6106362343,0.29717502,6.9709095955,,
PGPA_107,,,,,,,,,,,0.5973337889,6.5965352058,0.2441342175,5.895345211,,
PGPA_108,,,,,,,,,,,0.6071107388,7.5941777229,0.3308270872,7.2569670677,,
PGPA_109,,,,,,,,,,,0.4288691878,6.6272559166,0.2804304361,6.8805851936,,
PGPA_110,,,,,,,,,,,0.7287576795,6.2644023895,0.6999421716,6.1395163536,,
