pair_hint,target,ligand,cnn_score,cnn_affinity
PPARA/PPARD,5U3Q,PAPD_032,0.3849389553,6.9446201324
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_032,0.4474813342,7.3659377098
PPARA/PPARD,5U3Q,PAPD_033,0.3818864524,8.2768793106
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_033,0.6762254834,8.2449235916
PPARA/PPARD,5U3Q,PAPD_034,0.6290291548,7.902507782
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_034,0.4821656644,7.4772777557
PPARA/PPARD,5U3Q,PAPD_035,0.6888519526,7.8734536171
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_035,0.4832392633,7.5569424629
PPARA/PPARD,5U3Q,PAPD_036,0.5171979666,7.6665358543
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_036,0.1614994854,6.473051548
PPARA/PPARD,5U3Q,PAPD_037,0.7839727998,7.8267893791
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_037,0.8694158792,8.0840234756
PPARA/PPARD,5U3Q,PAPD_038,0.6916013956,7.5615153313
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_038,0.5264132023,7.4946417809
PPARA/PPARD,5U3Q,PAPD_039,0.7724098563,7.7158370018
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_039,0.5373689532,7.6789793968
PPARA/PPARD,5U3Q,PAPD_040,0.8069320321,7.9799132347
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_040,0.4089571834,7.4411869049
PPARA/PPARD,5U3Q,PAPD_041,0.6306282878,7.9042282104
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_041,0.6843065023,7.954595089
PPARA/PPARD,5U3Q,PAPD_042,0.712375164,7.492670536
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_042,0.7277019024,7.2195258141
PPARA/PPARD,5U3Q,PAPD_043,0.8322469592,7.2386169434
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_043,0.8139423728,7.2576446533
PPARA/PPARD,5U3Q,PAPD_044,0.6543226838,7.1417808533
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_044,0.9110169411,7.6916518211
PPARA/PPARD,5U3Q,PAPD_045,0.7418469191,7.1145362854
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_045,0.8951432705,7.6221461296
PPARA/PPARD,5U3Q,PAPD_046,0.5811908245,6.9790253639
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_046,0.5720638037,6.8697295189
PPARA/PPARD,5U3Q,PAPD_047,0.6245886087,6.4366984367
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_047,0.8329343796,6.7989597321
PPARA/PPARD,5U3Q,PAPD_048,0.6493406296,7.5076727867
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_048,0.8911184669,8.2386445999
PPARA/PPARD,5U3Q,PAPD_049,0.6454018354,6.8948178291
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_049,0.8241257668,7.3663916588
PPARA/PPARD,5U3Q,PAPD_050,0.5484105945,7.5107274055
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_050,0.4361326694,7.4374656677
PPARA/PPARD,5U3Q,PAPD_051,0.709302485,7.7687859535
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_051,0.7768942714,7.7282891273
PPARA/PPARD,5U3Q,PAPD_052,0.6542378664,7.7174372673
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_052,0.797455132,7.5088372231
PPARA/PPARD,5U3Q,PAPD_053,0.4674769044,7.3106212616
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_053,0.6842261553,7.3730545044
PPARA/PPARD,5U3Q,PAPD_054,0.732462585,7.0016841888
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_054,0.250829488,6.1466369629
PPARA/PPARD,5U3Q,PAPD_055,0.7625641823,6.942155838
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_055,0.2341664881,6.0973834991
PPARA/PPARD,5U3Q,PAPD_056,0.5317049026,6.8807768822
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_056,0.2441342175,5.895345211
PPARA/PPARD,5U3Q,PAPD_057,0.5481663942,6.7261428833
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_057,0.6039546728,6.7912249565
PPARA/PPARD,5U3Q,PAPD_058,0.3074908555,6.435063839
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_058,0.2160740197,6.2170643806
PPARA/PPARD,5U3Q,PAPD_059,0.7735983133,7.1499199867
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_059,0.7032976747,6.846060276
PPARA/PPARD,5U3Q,PAPD_060,0.4427785277,6.7186164856
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_060,0.2149209529,5.2500014305
PPARA/PPARD,5U3Q,PAPD_061,0.7706894875,7.5154061317
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_061,0.8882095814,8.0463027954
PPARA/PPARD,5U3Q,PAPD_062,0.4400488734,6.661210537
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_062,0.2410175949,5.8568272591
PPARA/PPARD,5U3Q,PAPD_063,0.7569423914,7.3904685974
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_063,0.2934422493,6.6139512062
PPARA/PPARD,5U3Q,PAPD_064,0.8914750814,8.4622907639
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_064,0.4835955799,7.6976852417
PPARA/PPARD,5U3Q,PAPD_065,0.8333334327,7.4398226738
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_065,0.436018765,6.9605545998
PPARA/PPARD,5U3Q,PAPD_066,0.8908795118,7.9361357689
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_066,0.8631165028,7.800163269
PPARA/PPARD,5U3Q,PAPD_067,0.8238755465,7.7784080505
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_067,0.7688031197,7.5731906891
PPARA/PPARD,5U3Q,PAPD_068,0.5967268944,6.411945343
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_068,0.7848913074,7.0225100517
PPARA/PPARD,5U3Q,PAPD_069,0.8934040666,8.3727521896
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_069,0.7686629295,7.907845974
PPARA/PPARD,5U3Q,PAPD_070,0.9097103477,8.4104337692
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_070,0.2713455856,7.3478736877
PPARA/PPARD,5U3Q,PAPD_071,0.8241525888,7.4764618874
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_071,0.8295618296,7.3950858116
PPARA/PPARD,5U3Q,PAPD_072,0.5946712494,7.1430411339
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_072,0.7523257732,7.2269673347
PPARA/PPARD,5U3Q,PAPD_073,0.8327583671,7.8482832909
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_073,0.8337520361,8.1998996735
PPARA/PPARD,5U3Q,PAPD_074,0.4448658824,7.7402234077
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_074,0.223269552,7.3180923462
PPARA/PPARD,5U3Q,PAPD_075,0.6977834702,7.4138665199
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_075,0.8760807514,7.9346327782
PPARA/PPARD,5U3Q,PAPD_076,0.8048444986,7.7676978111
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_076,0.8671543598,7.9944710732
PPARA/PPARD,5U3Q,PAPD_077,0.617726326,6.2322955132
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_077,0.3544852436,6.6176133156
PPARA/PPARD,5U3Q,PAPD_078,0.787758708,7.9561972618
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_078,0.3881778717,7.0703816414
PPARA/PPARD,5U3Q,PAPD_079,0.7365894318,7.2384047508
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_079,0.7762553096,7.2648525238
PPARA/PPARD,5U3Q,PAPD_080,0.779135108,7.1865501404
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_080,0.2187382281,6.2223381996
PPARA/PPARD,5U3Q,PAPD_081,0.6314818859,7.8913674355
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_081,0.7867139578,8.0083961487
PPARA/PPARD,5U3Q,PAPD_082,0.7714864016,7.8139610291
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_082,0.8949647546,8.0390386581
PPARA/PPARD,5U3Q,PAPD_083,0.75871104,6.8625569344
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_083,0.2843453884,6.6304726601
PPARA/PPARD,5U3Q,PAPD_084,0.3051393032,7.0428795815
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_084,0.8379813433,7.8267960548
PPARA/PPARD,5U3Q,PAPD_085,0.8578249216,7.9189581871
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_085,0.8185765147,8.0809812546
PPARA/PPARD,5U3Q,PAPD_086,0.9000707865,7.5240454674
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_086,0.9378861785,7.9935779572
PPARA/PPARD,5U3Q,PAPD_087,0.4370359182,7.3041758537
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_087,0.5849194527,7.3467497826
PPARA/PPARD,5U3Q,PAPD_088,0.3780927062,6.9351000786
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_088,0.6918517947,7.6359696388
PPARA/PPARD,5U3Q,PAPD_089,0.3503637016,7.3313860893
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_089,0.4226666391,7.5080528259
PPARA/PPARD,5U3Q,PAPD_090,0.2667311728,7.232257843
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_090,0.7833554745,8.1291971207
PPARA/PPARD,5U3Q,PAPD_091,0.6928908229,7.6261754036
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_091,0.7824928761,7.7331566811
PPARA/PPARD,5U3Q,PAPD_092,0.7934820056,8.144446373
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_092,0.8929312825,8.26334095
PPARA/PPARD,5U3Q,PAPD_093,0.9177131653,8.0630064011
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_093,0.2142486125,6.89899683
PPARA/PPARD,5U3Q,PAPD_094,0.6263691187,6.5995774269
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_094,0.4106176198,6.6590828896
PPARA/PPARD,5U3Q,PAPD_095,0.870661974,7.6516366005
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_095,0.6354439259,7.1325516701
PPARA/PPARD,5U3Q,PAPD_096,0.7765219212,7.1674828529
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_096,0.1899914891,5.4332985878
PPARA/PPARD,5U3Q,PAPD_097,0.2735744119,6.1558508873
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_097,0.8781411052,6.9787240028
PPARA/PPARD,5U3Q,PAPD_098,0.6128419638,7.6556553841
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_098,0.717289269,7.5961956978
PPARA/PPARD,5U3Q,PAPD_099,0.631767571,6.6185774803
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_099,0.9044438601,7.2462735176
PPARA/PPARD,5U3Q,PAPD_100,0.70792979,7.2042374611
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_100,0.8784371614,7.6803450584
PPARA/PPARD,5U3Q,PAPD_101,0.6967288256,4.3439059258
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_101,0.6683008671,4.0682749748
PPARA/PPARD,5U3Q,PAPD_102,0.2630396783,6.0948524475
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_102,0.215330869,5.7375817299
PPARA/PPARD,5U3Q,PAPD_103,0.4624469876,6.5667538643
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_103,0.3244673014,7.0275840759
PPARA/PPARD,5U3Q,PAPD_104,0.4425480068,6.9383277893
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_104,0.5182330012,6.7612271309
PPARA/PPARD,5U3Q,PAPD_105,0.4877064824,6.7921943665
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_105,0.499527514,7.0792660713
PPARA/PPARD,5U3Q,PAPD_106,0.8060244322,7.3379731178
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_106,0.8964630961,7.5550951958
PPARA/PPARD,5U3Q,PAPD_107,0.6569063663,6.8643221855
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_107,0.8809086084,7.2921814919
PPARA/PPARD,5U3Q,PAPD_108,0.2392615974,6.8191361427
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_108,0.2804304361,6.8805851936
PPARA/PPARD,5U3Q,PAPD_109,0.6854090095,6.739130497
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_109,0.7363650799,6.7417201996
PPARA/PPARD,5U3Q,PAPD_110,0.7095083594,7.1707816124
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_110,0.7416303754,7.0128569603
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_001,0.7065492272,7.6466622353
PPARG/PPARA,9V8H,PGPA_001,0.8781164885,8.1989002228
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_002,0.8382979035,7.1957812309
PPARG/PPARA,9V8H,PGPA_002,0.7240639925,6.532957077
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_003,0.710126698,6.6771216393
PPARG/PPARA,9V8H,PGPA_003,0.515838027,5.9097595215
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_004,0.8638803959,7.3874840736
PPARG/PPARA,9V8H,PGPA_004,0.2991217673,6.0830802917
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_005,0.8161990643,7.438331604
PPARG/PPARA,9V8H,PGPA_005,0.7647008896,7.2790932655
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_006,0.1725918353,6.5278000832
PPARG/PPARA,9V8H,PGPA_006,0.5282633901,7.6149382591
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_007,0.7277019024,7.2195258141
PPARG/PPARA,9V8H,PGPA_007,0.5847197771,7.316215992
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_008,0.4826340377,6.7745718956
PPARG/PPARA,9V8H,PGPA_008,0.4580872655,6.1880760193
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_009,0.8771007657,8.4124937057
PPARG/PPARA,9V8H,PGPA_009,0.9463855624,8.8230762482
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_010,0.8668830991,7.5726799965
PPARG/PPARA,9V8H,PGPA_010,0.9371519089,8.0105161667
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_011,0.4052030444,7.1967544556
PPARG/PPARA,9V8H,PGPA_011,0.8635546565,8.0174779892
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_012,0.9254665971,7.994035244
PPARG/PPARA,9V8H,PGPA_012,0.9262574315,7.9519095421
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_013,0.4910160899,7.8224658966
PPARG/PPARA,9V8H,PGPA_013,0.4194943607,7.4654183388
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_014,0.4678427875,8.0544080734
PPARG/PPARA,9V8H,PGPA_014,0.8566221595,8.7265129089
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_015,0.8526607156,7.8921966553
PPARG/PPARA,9V8H,PGPA_015,0.8868982792,8.0369825363
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_016,0.8345628381,7.6384339333
PPARG/PPARA,9V8H,PGPA_016,0.9378355742,8.1235570908
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_017,0.444452703,7.260427475
PPARG/PPARA,9V8H,PGPA_017,0.567063868,7.3975358009
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_018,0.6246706843,7.4955620766
PPARG/PPARA,9V8H,PGPA_018,0.9006106853,8.7963838577
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_019,0.2206644267,7.1375102997
PPARG/PPARA,9V8H,PGPA_019,0.6327134967,7.4537200928
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_020,0.2756454051,7.4223480225
PPARG/PPARA,9V8H,PGPA_020,0.4005742073,7.3721327782
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_021,0.177766189,7.1257324219
PPARG/PPARA,9V8H,PGPA_021,0.226134032,7.0316185951
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_022,0.2098768651,7.2631630898
PPARG/PPARA,9V8H,PGPA_022,0.5010546446,8.2776575089
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_023,0.2084501535,6.3396759033
PPARG/PPARA,9V8H,PGPA_023,0.4057221115,7.4920802116
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_024,0.6529288292,7.5446944237
PPARG/PPARA,9V8H,PGPA_024,0.8666573763,8.3373565674
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_025,0.5573755503,7.7031302452
PPARG/PPARA,9V8H,PGPA_025,0.8674008846,8.6354560852
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_026,0.3845914304,6.2277679443
PPARG/PPARA,9V8H,PGPA_026,0.8965055346,7.4221329689
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_027,0.6474138498,7.7273616791
PPARG/PPARA,9V8H,PGPA_027,0.4401769638,7.3512015343
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_028,0.655957222,7.4092841148
PPARG/PPARA,9V8H,PGPA_028,0.6508789659,7.7189903259
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_029,0.9097146392,6.7185077667
PPARG/PPARA,9V8H,PGPA_029,0.8305801749,6.6177163124
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_030,0.1930191666,6.3421559334
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_031,0.7363650799,6.7417201996
PPARG/PPARA,9V8H,PGPA_031,0.894116044,7.515604496
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_032,0.3271256685,7.3595428467
PPARG/PPARA,9V8H,PGPA_032,0.2057624608,6.8471240997
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_033,0.947011888,7.7387199402
PPARG/PPARA,9V8H,PGPA_033,0.8395677209,7.9356212616
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_034,0.3393405676,6.6232609749
PPARG/PPARA,9V8H,PGPA_034,0.6508011818,7.2327837944
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_035,0.2502569854,6.756831646
PPARG/PPARA,9V8H,PGPA_035,0.8439368606,7.7649707794
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_036,0.7848913074,7.0225100517
PPARG/PPARA,9V8H,PGPA_036,0.8474794626,6.8420014381
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_037,0.4505819082,6.7313766479
PPARG/PPARA,9V8H,PGPA_037,0.7771715522,7.376247406
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_038,0.5235453844,6.5984406471
PPARG/PPARA,9V8H,PGPA_038,0.9606637955,8.2285470963
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_039,0.8285332322,7.0961608887
PPARG/PPARA,9V8H,PGPA_039,0.7121950984,6.7403278351
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_040,0.8949528933,8.1063575745
PPARG/PPARA,9V8H,PGPA_040,0.9002780914,8.037938118
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_041,0.9641759992,8.1479101181
PPARG/PPARA,9V8H,PGPA_041,0.4197192192,7.1656851768
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_042,0.5590299964,6.6575160027
PPARG/PPARA,9V8H,PGPA_042,0.9555904865,7.5071969032
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_043,0.7526817322,7.9876937866
PPARG/PPARA,9V8H,PGPA_043,0.5659431815,7.7310500145
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_044,0.7870159745,7.7521262169
PPARG/PPARA,9V8H,PGPA_044,0.8651471138,8.3559274673
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_045,0.809868753,8.2181253433
PPARG/PPARA,9V8H,PGPA_045,0.6241931319,7.7957987785
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_046,0.7716990709,7.0266032219
PPARG/PPARA,9V8H,PGPA_046,0.6794881821,6.8614997864
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_047,0.5994356275,6.9898056984
PPARG/PPARA,9V8H,PGPA_047,0.8418299556,7.6513409615
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_048,0.328175962,7.0199074745
PPARG/PPARA,9V8H,PGPA_048,0.5596303344,6.9280190468
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_049,0.5026718378,7.2338867188
PPARG/PPARA,9V8H,PGPA_049,0.6904048324,7.8490433693
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_050,0.7864516973,7.6121826172
PPARG/PPARA,9V8H,PGPA_050,0.8971552253,8.1192626953
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_051,0.9223735929,7.8912558556
PPARG/PPARA,9V8H,PGPA_051,0.9076746702,7.7263484001
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_052,0.5310612321,7.1241354942
PPARG/PPARA,9V8H,PGPA_052,0.7973433137,7.5804152489
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_053,0.9168803096,7.8794960976
PPARG/PPARA,9V8H,PGPA_053,0.6247458458,6.5546336174
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_054,0.7432159185,7.9069533348
PPARG/PPARA,9V8H,PGPA_054,0.6991420984,8.1053676605
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_055,0.9771234989,8.2567558289
PPARG/PPARA,9V8H,PGPA_055,0.6736890078,7.667620182
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_056,0.7858678699,8.1566848755
PPARG/PPARA,9V8H,PGPA_056,0.2540744841,6.4637680054
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_057,0.8188965917,7.6453495026
PPARG/PPARA,9V8H,PGPA_057,0.8867716789,7.851246357
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_058,0.322871387,6.6044864655
PPARG/PPARA,9V8H,PGPA_058,0.7287068963,7.3453230858
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_059,0.8566877842,8.203962326
PPARG/PPARA,9V8H,PGPA_059,0.7881879807,8.4149522781
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_060,0.4895266593,6.9198508263
PPARG/PPARA,9V8H,PGPA_060,0.74799335,7.8932318687
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_061,0.3814466298,6.9025874138
PPARG/PPARA,9V8H,PGPA_061,0.958887279,7.8209710121
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_062,0.324554503,6.5275702477
PPARG/PPARA,9V8H,PGPA_062,0.9549721479,7.939687252
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_063,0.6652367711,7.9831795692
PPARG/PPARA,9V8H,PGPA_063,0.8161888123,8.2544364929
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_064,0.414354533,6.9168457985
PPARG/PPARA,9V8H,PGPA_064,0.9557474256,7.8801589012
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_065,0.7423143983,7.9879302979
PPARG/PPARA,9V8H,PGPA_065,0.6962553263,7.7771668434
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_066,0.2494201809,6.6867346764
PPARG/PPARA,9V8H,PGPA_066,0.9733698368,8.3905515671
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_067,0.8966798186,8.1783761978
PPARG/PPARA,9V8H,PGPA_067,0.4556598365,6.9345326424
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_068,0.3886380196,6.7720885277
PPARG/PPARA,9V8H,PGPA_068,0.9272521734,8.2429971695
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_069,0.4222094417,7.4012145996
PPARG/PPARA,9V8H,PGPA_069,0.933139205,8.3174715042
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_070,0.2381912172,7.3944411278
PPARG/PPARA,9V8H,PGPA_070,0.7668681741,8.430308342
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_071,0.811650157,7.7949509621
PPARG/PPARA,9V8H,PGPA_071,0.6444045305,7.7019906044
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_072,0.6717006564,7.0375676155
PPARG/PPARA,9V8H,PGPA_072,0.488458842,6.07528162
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_073,0.8204840422,7.1803870201
PPARG/PPARA,9V8H,PGPA_073,0.475199908,6.5415558815
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_074,0.2552482784,7.120950222
PPARG/PPARA,9V8H,PGPA_074,0.4279393852,7.8005204201
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_075,0.1877571195,6.9301757812
PPARG/PPARA,9V8H,PGPA_075,0.6817755699,7.8788971901
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_076,0.2152054012,7.2642097473
PPARG/PPARA,9V8H,PGPA_076,0.2318945229,7.5859513283
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_077,0.2839302719,7.0801072121
PPARG/PPARA,9V8H,PGPA_077,0.8553915024,8.6636343002
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_078,0.9053210616,8.1061830521
PPARG/PPARA,9V8H,PGPA_078,0.6342776418,7.9529309273
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_079,0.1756960601,5.9022197723
PPARG/PPARA,9V8H,PGPA_079,0.3712615371,7.8374667168
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_080,0.4851609468,7.2237415314
PPARG/PPARA,9V8H,PGPA_080,0.4321815073,6.9854683876
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_081,0.3076743782,7.2894463539
PPARG/PPARA,9V8H,PGPA_081,0.5309670568,7.5576262474
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_082,0.4291082621,7.7943501472
PPARG/PPARA,9V8H,PGPA_082,0.2202612609,7.1122002602
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_083,0.8112189174,7.9685692787
PPARG/PPARA,9V8H,PGPA_083,0.9643298388,8.6038446426
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_084,0.8922899961,7.9150938988
PPARG/PPARA,9V8H,PGPA_084,0.7933083773,7.9875378609
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_085,0.8490740061,8.1222267151
PPARG/PPARA,9V8H,PGPA_085,0.9142187834,8.5268907547
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_086,0.7739409208,7.7202835083
PPARG/PPARA,9V8H,PGPA_086,0.8461650014,8.6946907043
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_087,0.3994346559,6.4897637367
PPARG/PPARA,9V8H,PGPA_087,0.8488640189,7.3393044472
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_088,0.7881199121,7.1157913208
PPARG/PPARA,9V8H,PGPA_088,0.8029830456,7.3308444023
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_089,0.1681826711,6.9634728432
PPARG/PPARA,9V8H,PGPA_089,0.3894098401,7.6507439613
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_090,0.7831255794,7.7433962822
PPARG/PPARA,9V8H,PGPA_090,0.7222611904,8.1003055573
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_091,0.4390559196,7.3215904236
PPARG/PPARA,9V8H,PGPA_091,0.8487384319,8.1202754974
PPARG/PPARA+PPARA/PPARD,6LXA,PGPA_092,0.3611066043,7.0674858093
