pair_hint,target,ligand,cnn_score,cnn_affinity
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_086,0.8770886064,7.4553260803
JAK1/JAK2,8BXH,J1J2_086,0.8312363029,7.6276626587
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_087,0.9427028894,8.79047966
JAK1/JAK2,8BXH,J1J2_087,0.4591210186,8.1644277573
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_088,0.8632327318,8.6644430161
JAK1/JAK2,8BXH,J1J2_088,0.7316169739,8.4904193878
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_089,0.9640979767,7.6168913841
JAK1/JAK2,8BXH,J1J2_089,0.9284071922,7.8864588737
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_090,0.8574569225,7.1189613342
JAK1/JAK2,8BXH,J1J2_090,0.9118772745,7.5636234283
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_091,0.8754684329,7.5996384621
JAK1/JAK2,8BXH,J1J2_091,0.7043167353,7.37261343
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_092,0.7701529264,7.3861794472
JAK1/JAK2,8BXH,J1J2_092,0.745344162,7.4322323799
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_093,0.9538726211,8.296084404
JAK1/JAK2,8BXH,J1J2_093,0.8525716662,8.0730619431
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_094,0.9587409496,8.6833267212
JAK1/JAK2,8BXH,J1J2_094,0.8219720721,8.8025169373
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_095,0.8988115788,8.7213773727
JAK1/JAK2,8BXH,J1J2_095,0.7582637668,8.7181749344
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_096,0.82468611,8.7791099548
JAK1/JAK2,8BXH,J1J2_096,0.1524457633,7.7823281288
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_097,0.6783705354,7.9171638489
JAK1/JAK2,8BXH,J1J2_097,0.154510662,6.1566281319
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_098,0.8999252915,7.5209670067
JAK1/JAK2,8BXH,J1J2_098,0.4126818776,6.7638802528
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_099,0.9508548379,7.271296978
JAK1/JAK2,8BXH,J1J2_099,0.925314784,7.3678393364
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_100,0.8427527547,6.925057888
JAK1/JAK2,8BXH,J1J2_100,0.5359250307,6.5559411049
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_101,0.7916169167,7.0104217529
JAK1/JAK2,8BXH,J1J2_101,0.8524765372,7.23828125
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_102,0.7879235148,7.5977039337
JAK1/JAK2,8BXH,J1J2_102,0.6966705918,7.3613739014
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_103,0.5853624344,6.7268662453
JAK1/JAK2,8BXH,J1J2_103,0.5368019938,6.8381428719
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_104,0.7425659299,7.8342666626
JAK1/JAK2,8BXH,J1J2_104,0.8199746609,7.7497258186
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_105,0.3432018757,7.5389885902
JAK1/JAK2,8BXH,J1J2_105,0.8589111567,8.4018793106
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_106,0.9551155567,7.6192307472
JAK1/JAK2,8BXH,J1J2_106,0.2015878856,6.1821684837
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_107,0.9525800347,8.3825788498
JAK1/JAK2,8BXH,J1J2_107,0.8947853446,8.4263744354
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_108,0.9355136156,7.7765789032
JAK1/JAK2,8BXH,J1J2_108,0.9044584036,8.2195205688
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_109,0.9709795713,8.321398735
JAK1/JAK2,8BXH,J1J2_109,0.887495935,8.2176551819
JAK1/TYK2+JAK1/JAK2,6N7A,J1J2_110,0.7327932119,8.1448822021
JAK1/JAK2,8BXH,J1J2_110,0.4337407649,7.800429821
JAK1/TYK2,3LXP,J1TYK2_001,0.0776291862,4.8052783012
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_001,0.119086206,4.9284434319
JAK1/TYK2,3LXP,J1TYK2_002,0.3185323775,6.8419647217
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_002,0.9377624393,7.6682715416
JAK1/TYK2,3LXP,J1TYK2_003,0.4310510755,6.4218726158
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_003,0.8652794957,7.3606948853
JAK1/TYK2,3LXP,J1TYK2_004,0.7458209991,6.7170066833
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_004,0.9076737165,6.7223014832
JAK1/TYK2,3LXP,J1TYK2_005,0.9485475421,7.9592890739
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_005,0.9652048945,8.006152153
JAK1/TYK2,3LXP,J1TYK2_006,0.3292015195,7.8287320137
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_006,0.3739418089,7.5458426476
JAK1/TYK2,3LXP,J1TYK2_007,0.917149663,7.3455486298
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_007,0.8818941712,6.8372397423
JAK1/TYK2,3LXP,J1TYK2_008,0.9604138136,7.4381732941
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_008,0.9658499956,7.3695487976
JAK1/TYK2,3LXP,J1TYK2_009,0.4073706865,7.0064053535
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_009,0.8604027629,7.6217494011
JAK1/TYK2,3LXP,J1TYK2_010,0.6400789022,7.3904643059
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_010,0.6030042171,7.6173591614
JAK1/TYK2,3LXP,J1TYK2_011,0.1550633013,6.0110416412
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_011,0.4523603022,7.0169558525
JAK1/TYK2,3LXP,J1TYK2_012,0.4058074057,7.0730743408
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_012,0.220643729,6.1405129433
JAK1/TYK2,3LXP,J1TYK2_013,0.3836010993,6.4099164009
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_013,0.8710052967,7.3505539894
JAK1/TYK2,3LXP,J1TYK2_014,0.4705416858,7.2139186859
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_014,0.349529475,6.7501854897
JAK1/TYK2,3LXP,J1TYK2_015,0.1857765764,7.328608036
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_015,0.0435854122,5.6272530556
JAK1/TYK2,3LXP,J1TYK2_016,0.5339384079,6.7810196877
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_016,0.9260869026,7.3283762932
JAK1/TYK2,3LXP,J1TYK2_017,0.2026171982,6.4554653168
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_017,0.8574807048,7.6076264381
JAK1/TYK2,3LXP,J1TYK2_018,0.5780957937,7.1765975952
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_018,0.3948667943,6.7044157982
JAK1/TYK2,3LXP,J1TYK2_019,0.8174846172,6.9839081764
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_019,0.841596365,7.2084541321
JAK1/TYK2,3LXP,J1TYK2_020,0.6196517944,6.5442638397
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_020,0.8203423023,7.0715851784
JAK1/TYK2,3LXP,J1TYK2_021,0.5244694948,6.6906852722
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_021,0.8260042667,7.1666526794
JAK1/TYK2,3LXP,J1TYK2_022,0.759990871,7.2882332802
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_022,0.7940297723,7.2971301079
JAK1/TYK2,3LXP,J1TYK2_023,0.7589669824,7.7316951752
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_023,0.7820935249,7.7488093376
JAK1/TYK2,3LXP,J1TYK2_024,0.1073231995,7.0225086212
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_024,0.1279337108,7.0677304268
JAK1/TYK2,3LXP,J1TYK2_025,0.7538389564,7.2015037537
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_025,0.7270982265,7.2463011742
JAK1/TYK2,3LXP,J1TYK2_026,0.7326434255,7.6379847527
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_026,0.9269084334,7.5505480766
JAK1/TYK2,3LXP,J1TYK2_027,0.5608879924,6.9851288795
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_027,0.9398599863,7.5482888222
JAK1/TYK2,3LXP,J1TYK2_028,0.1701241732,6.9488720894
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_028,0.2563588619,6.7235093117
JAK1/TYK2,3LXP,J1TYK2_029,0.7810052633,6.9885296822
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_029,0.8404026031,7.37622118
JAK1/TYK2,3LXP,J1TYK2_030,0.271441102,7.2302761078
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_030,0.2097397,5.8642230034
JAK1/TYK2,3LXP,J1TYK2_031,0.6261592507,6.8231101036
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_031,0.7453595996,7.0985469818
JAK1/TYK2,3LXP,J1TYK2_032,0.5496139526,8.0667829514
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_032,0.6719242334,8.2315301895
JAK1/TYK2,3LXP,J1TYK2_033,0.9402245283,7.4817314148
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_033,0.2597781122,5.8415126801
JAK1/TYK2,3LXP,J1TYK2_034,0.828946352,7.8845095634
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_034,0.9459059834,7.8497104645
JAK1/TYK2,3LXP,J1TYK2_035,0.9331201911,7.6953163147
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_035,0.3057659864,6.8318686485
JAK1/TYK2,3LXP,J1TYK2_036,0.7705097198,7.400352478
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_036,0.8898730874,7.5471787453
JAK1/TYK2,3LXP,J1TYK2_037,0.8577052951,7.3358654976
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_037,0.9402256608,7.3501820564
JAK1/TYK2,3LXP,J1TYK2_038,0.7908619642,7.3258471489
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_038,0.9165050387,7.4894347191
JAK1/TYK2,3LXP,J1TYK2_039,0.9483661652,8.0123796463
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_039,0.1923678666,6.1613249779
JAK1/TYK2,3LXP,J1TYK2_040,0.355042249,6.4471516609
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_040,0.5353119373,7.4559288025
JAK1/TYK2,3LXP,J1TYK2_041,0.7821292877,7.7233815193
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_041,0.843888402,7.9754009247
JAK1/TYK2,3LXP,J1TYK2_042,0.481107235,7.654607296
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_042,0.5765489936,7.984172821
JAK1/TYK2,3LXP,J1TYK2_043,0.830414772,7.4251284599
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_043,0.3963539004,7.0514569283
JAK1/TYK2,3LXP,J1TYK2_044,0.8059852719,7.6625247002
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_044,0.8221815825,7.8762993813
JAK1/TYK2,3LXP,J1TYK2_045,0.7110692859,7.7631850243
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_045,0.7447490096,7.8696694374
JAK1/TYK2,3LXP,J1TYK2_046,0.7775531411,8.1265325546
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_046,0.4263623357,7.4997611046
JAK1/TYK2,3LXP,J1TYK2_047,0.6268880367,7.6134486198
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_047,0.9179054499,8.267531395
JAK1/TYK2,3LXP,J1TYK2_048,0.7059069872,7.3922672272
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_048,0.6526473761,7.4537901878
JAK1/TYK2,3LXP,J1TYK2_049,0.8995295167,7.6543765068
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_049,0.7637553215,7.6503424644
JAK1/TYK2,3LXP,J1TYK2_050,0.9354304671,8.2217540741
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_050,0.9119793177,8.1294565201
JAK1/TYK2,3LXP,J1TYK2_051,0.8505049348,7.8253517151
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_051,0.5187031627,7.7168197632
JAK1/TYK2,3LXP,J1TYK2_052,0.8033342361,7.9367976189
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_052,0.7593020201,7.8079299927
JAK1/TYK2,3LXP,J1TYK2_053,0.8474395275,7.7911834717
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_053,0.2716864049,7.0556735992
JAK1/TYK2,3LXP,J1TYK2_054,0.8900233507,7.7721123695
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_054,0.808070302,7.6709961891
JAK1/TYK2,3LXP,J1TYK2_055,0.8763230443,7.6288399696
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_055,0.4499850571,7.2886357307
JAK1/TYK2,3LXP,J1TYK2_056,0.5457123518,7.8082261086
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_056,0.4863958657,7.5942802429
JAK1/TYK2,3LXP,J1TYK2_057,0.4259071648,7.1255588531
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_057,0.9629482627,8.0915765762
JAK1/TYK2,3LXP,J1TYK2_058,0.182158038,6.4205012321
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_058,0.7329831123,7.8431968689
JAK1/TYK2,3LXP,J1TYK2_059,0.577406466,7.496925354
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_059,0.8028251529,7.754181385
JAK1/TYK2,3LXP,J1TYK2_060,0.6511148214,7.9081988335
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_060,0.587851584,7.7437286377
JAK1/TYK2,3LXP,J1TYK2_061,0.6033599377,8.0690040588
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_061,0.4426783323,7.9515566826
JAK1/TYK2,3LXP,J1TYK2_062,0.8468641639,7.7359485626
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_062,0.8639029264,7.9134907722
JAK1/TYK2,3LXP,J1TYK2_063,0.7633401155,7.7400398254
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_063,0.5186665654,7.5474629402
JAK1/TYK2,3LXP,J1TYK2_064,0.4344943762,7.8296203613
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_064,0.7346493006,7.9861369133
JAK1/TYK2,3LXP,J1TYK2_065,0.7064253092,7.8001708984
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_065,0.9434384704,8.2729387283
JAK1/TYK2,3LXP,J1TYK2_066,0.595831573,6.7482047081
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_066,0.9112912416,7.7322273254
JAK1/TYK2,3LXP,J1TYK2_067,0.8430142403,7.5264759064
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_067,0.9741842151,7.8625206947
JAK1/TYK2,3LXP,J1TYK2_068,0.8433715701,7.9310936928
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_068,0.3115669489,6.9154243469
JAK1/TYK2,3LXP,J1TYK2_069,0.8525291681,7.9336476326
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_069,0.9359310865,8.1371135712
JAK1/TYK2,3LXP,J1TYK2_070,0.7491857409,7.315887928
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_070,0.4323353767,6.7176132202
JAK1/TYK2,3LXP,J1TYK2_071,0.9514532089,7.7242264748
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_071,0.9716945887,7.6750693321
JAK1/TYK2,3LXP,J1TYK2_072,0.7351443768,7.2400951385
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_072,0.9244825244,7.5559630394
JAK1/TYK2,3LXP,J1TYK2_073,0.940215528,7.49168396
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_073,0.9784818888,7.4907488823
JAK1/TYK2,3LXP,J1TYK2_074,0.0750933141,5.324991703
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_074,0.1250132322,6.0987944603
JAK1/TYK2,3LXP,J1TYK2_075,0.8637139201,7.9470267296
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_075,0.9572341442,8.2257966995
JAK1/TYK2,3LXP,J1TYK2_076,0.8140777349,8.0325193405
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_076,0.6331220865,7.3575744629
JAK1/TYK2,3LXP,J1TYK2_077,0.4393343925,6.6679196358
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_077,0.8390128613,6.3314833641
JAK1/TYK2,3LXP,J1TYK2_078,0.8819490075,7.7075343132
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_078,0.9579740167,7.6726021767
JAK1/TYK2,3LXP,J1TYK2_079,0.753626287,7.6177430153
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_079,0.5430194736,6.8761558533
JAK1/TYK2,3LXP,J1TYK2_080,0.8081700802,7.4556441307
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_080,0.6313695908,7.1662077904
JAK1/TYK2,3LXP,J1TYK2_081,0.8682337999,8.0607538223
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_081,0.1541317105,5.8766694069
JAK1/TYK2,3LXP,J1TYK2_082,0.8730741143,7.6118254662
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_082,0.9646193385,7.54814291
JAK1/TYK2,3LXP,J1TYK2_083,0.8453968167,7.5474181175
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_083,0.5869645476,7.4547042847
JAK1/TYK2,3LXP,J1TYK2_084,0.9143683314,8.6724357605
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_084,0.9354729056,8.3375558853
JAK1/TYK2,3LXP,J1TYK2_085,0.6476410627,7.6753687859
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_085,0.9503849745,8.2182455063
JAK1/TYK2,3LXP,J1TYK2_086,0.0826914981,6.4030451775
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_086,0.1698804796,5.4374313354
JAK1/TYK2,3LXP,J1TYK2_087,0.6634148359,7.5121045113
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_087,0.9110152125,7.8336296082
JAK1/TYK2,3LXP,J1TYK2_088,0.9123350978,7.9773411751
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_088,0.7569274306,8.0062074661
JAK1/TYK2,3LXP,J1TYK2_089,0.4004467428,6.9007048607
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_089,0.7638118863,7.2992477417
JAK1/TYK2,3LXP,J1TYK2_090,0.5491620898,7.5062794685
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_090,0.837946713,7.6969833374
JAK1/TYK2,3LXP,J1TYK2_091,0.8491801023,8.0810613632
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_091,0.5627272725,7.637034893
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_092,0.0686493963,6.713075161
JAK1/TYK2,3LXP,J1TYK2_093,0.8284712434,8.5817708969
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_093,0.9392656684,8.4700555801
JAK1/TYK2,3LXP,J1TYK2_094,0.8751279116,7.8711528778
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_094,0.9673553705,8.1840057373
JAK1/TYK2,3LXP,J1TYK2_095,0.3858938515,7.4070720673
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_095,0.8871280551,7.8218436241
JAK1/TYK2,3LXP,J1TYK2_096,0.7791129351,7.8689818382
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_096,0.9322589636,8.1358556747
JAK1/TYK2,3LXP,J1TYK2_097,0.7758256793,8.001127243
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_097,0.7929729223,8.0897817612
JAK1/TYK2,3LXP,J1TYK2_098,0.9072875381,6.53840065
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_098,0.9381505251,6.4838080406
JAK1/TYK2,3LXP,J1TYK2_099,0.32150805,6.0717601776
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_099,0.9210817814,6.8087220192
JAK1/TYK2,3LXP,J1TYK2_100,0.7682957649,6.250477314
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_100,0.9647119641,7.1766619682
JAK1/TYK2,3LXP,J1TYK2_101,0.3117310107,6.2515358925
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_101,0.8204289079,7.020980835
JAK1/TYK2,3LXP,J1TYK2_102,0.2186600119,6.4157123566
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_102,0.8694286346,6.8856678009
JAK1/TYK2,3LXP,J1TYK2_103,0.8812404275,7.1541538239
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_103,0.9713124633,7.2706465721
JAK1/TYK2,3LXP,J1TYK2_104,0.9235204458,7.3056964874
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_104,0.939455688,6.9430565834
JAK1/TYK2,3LXP,J1TYK2_105,0.2704366744,6.6390209198
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_105,0.2946559489,6.7038497925
JAK1/TYK2,3LXP,J1TYK2_106,0.9567888379,7.9412097931
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_106,0.9743391871,7.8080010414
JAK1/TYK2,3LXP,J1TYK2_107,0.9582457542,7.5021224022
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_107,0.3243807852,6.1682548523
JAK1/TYK2,3LXP,J1TYK2_108,0.9407918453,7.2833456993
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_108,0.8427527547,6.925057888
JAK1/TYK2,3LXP,J1TYK2_109,0.9432410598,7.2368202209
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_109,0.5853624344,6.7268662453
JAK1/TYK2,3LXP,J1TYK2_110,0.8760030866,7.1573185921
JAK1/TYK2+JAK1/JAK2,6N7A,J1TYK2_110,0.8934529424,7.4080481529
PPARA/PPARD,5U3Q,PAPD_001,0.5812709928,7.2661018372
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_001,0.3029582202,7.1945319176
PPARA/PPARD,5U3Q,PAPD_002,0.5603531003,6.2539153099
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_002,0.6179438829,6.4298934937
PPARA/PPARD,5U3Q,PAPD_003,0.8416197896,7.2144393921
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_003,0.862698853,7.5989441872
PPARA/PPARD,5U3Q,PAPD_004,0.7434382439,7.7977542877
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_004,0.301024586,6.9391059875
PPARA/PPARD,5U3Q,PAPD_005,0.7063964605,6.8152222633
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_005,0.3331154585,6.0613598824
PPARA/PPARD,5U3Q,PAPD_006,0.528241396,7.5337309837
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_006,0.376063168,6.9584121704
PPARA/PPARD,5U3Q,PAPD_007,0.6025408506,7.07523489
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_007,0.5686773062,7.0977935791
PPARA/PPARD,5U3Q,PAPD_008,0.6911021471,7.5033698082
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_008,0.8712423444,8.1155900955
PPARA/PPARD,5U3Q,PAPD_009,0.578738153,7.5806107521
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_009,0.4773434401,7.385529995
PPARA/PPARD,5U3Q,PAPD_010,0.7352204323,6.8943123817
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_010,0.8204840422,7.1803870201
PPARA/PPARD,5U3Q,PAPD_011,0.8560469151,6.9653296471
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_011,0.5590299964,6.6575160027
PPARA/PPARD,5U3Q,PAPD_012,0.6471805573,7.4655280113
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_012,0.3943996131,7.1240153313
PPARA/PPARD,5U3Q,PAPD_013,0.607352376,6.6026797295
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_013,0.3814998269,6.3432331085
PPARA/PPARD,5U3Q,PAPD_014,0.7752632499,7.1838812828
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_014,0.2061546147,6.1309456825
PPARA/PPARD,5U3Q,PAPD_015,0.1870894581,8.0389471054
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_015,0.2129196823,8.1725301743
PPARA/PPARD,5U3Q,PAPD_016,0.5663006902,7.4294304848
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_016,0.9047493935,8.0931749344
PPARA/PPARD,5U3Q,PAPD_017,0.8743724227,8.0080366135
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_017,0.907479763,7.982732296
PPARA/PPARD,5U3Q,PAPD_018,0.8713535666,7.4182128906
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_018,0.9098173976,7.797680378
PPARA/PPARD,5U3Q,PAPD_019,0.7995198369,7.8345246315
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_019,0.8973389864,8.0357990265
PPARA/PPARD,5U3Q,PAPD_020,0.556607008,7.4813709259
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_020,0.1495119333,5.9841513634
PPARA/PPARD,5U3Q,PAPD_021,0.7868292928,6.5259227753
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_021,0.2105392367,5.7486228943
PPARA/PPARD,5U3Q,PAPD_022,0.3507429957,7.0091147423
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_022,0.8188965917,7.6453495026
PPARA/PPARD,5U3Q,PAPD_023,0.8721110225,8.3535013199
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_023,0.7393904328,7.3841133118
PPARA/PPARD,5U3Q,PAPD_024,0.447136879,7.0444121361
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_024,0.7377294302,7.5373706818
PPARA/PPARD,5U3Q,PAPD_025,0.572381258,6.8944416046
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_025,0.2312601358,6.231274128
PPARA/PPARD,5U3Q,PAPD_026,0.4879940152,6.8813691139
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_026,0.6656782627,7.5604534149
PPARA/PPARD,5U3Q,PAPD_027,0.6413565874,6.9220585823
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_027,0.2451160997,6.191599369
PPARA/PPARD,5U3Q,PAPD_028,0.5432347655,6.8723292351
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_028,0.6516483426,7.6944289207
PPARA/PPARD,5U3Q,PAPD_029,0.5915728807,7.2190670967
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_029,0.3708121777,7.0619568825
PPARA/PPARD,5U3Q,PAPD_030,0.8894324303,7.4067435265
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_030,0.2298450768,6.2589097023
PPARA/PPARD,5U3Q,PAPD_031,0.67323488,7.3675980568
PPARG/PPARA+PPARA/PPARD,6LXA,PAPD_031,0.5081541538,7.0537362099
