pair,target,ligand,status,n_modes,mode1_energy,score_S,reason,seconds
PPARA/PPARD,5U3Q,PAPD_110,success,9,-10.196,10.196,,69.8
PPARA/PPARD,6LXA,PAPD_001,success,9,-9.366,9.366,,124.4
PPARA/PPARD,6LXA,PAPD_002,success,9,-8.344,8.344,,43.1
PPARA/PPARD,6LXA,PAPD_003,success,9,-9.217,9.217,,91.4
PPARA/PPARD,6LXA,PAPD_004,success,9,-9.913,9.913,,141.6
PPARA/PPARD,6LXA,PAPD_005,success,8,-8.173,8.173,,69.8
PPARA/PPARD,6LXA,PAPD_006,success,9,-8.784,8.784,,91.3
PPARA/PPARD,6LXA,PAPD_007,success,9,-8.757,8.757,,70.8
PPARA/PPARD,6LXA,PAPD_008,success,8,-9.009,9.009,,104.6
PPARA/PPARD,6LXA,PAPD_009,success,9,-7.303,7.303,,110.2
PPARA/PPARD,6LXA,PAPD_010,success,9,-8.885,8.885,,64.8
PPARA/PPARD,6LXA,PAPD_011,success,9,-7.951,7.951,,59.1
PPARA/PPARD,6LXA,PAPD_012,success,9,-9.811,9.811,,156.9
PPARA/PPARD,6LXA,PAPD_013,success,9,-8.392,8.392,,108.9
PPARA/PPARD,6LXA,PAPD_014,success,9,-8.75,8.75,,80.8
PPARA/PPARD,6LXA,PAPD_015,success,9,-8.403,8.403,,320.4
PPARA/PPARD,6LXA,PAPD_016,success,9,-9.893,9.893,,114.8
PPARA/PPARD,6LXA,PAPD_017,success,9,-10.052,10.052,,115.7
PPARA/PPARD,6LXA,PAPD_018,success,9,-10.094,10.094,,89.2
PPARA/PPARD,6LXA,PAPD_019,success,8,-8.558,8.558,,111.8
PPARA/PPARD,6LXA,PAPD_020,success,9,-8.565,8.565,,119.8
PPARA/PPARD,6LXA,PAPD_021,success,9,-8.099,8.099,,82.9
PPARA/PPARD,6LXA,PAPD_022,success,9,-8.972,8.972,,90.9
PPARA/PPARD,6LXA,PAPD_023,success,9,-8.747,8.747,,213.3
PPARA/PPARD,6LXA,PAPD_024,success,9,-8.229,8.229,,78.9
PPARA/PPARD,6LXA,PAPD_025,success,9,-9.233,9.233,,114.2
PPARA/PPARD,6LXA,PAPD_026,success,9,-9.295,9.295,,113.8
PPARA/PPARD,6LXA,PAPD_027,success,9,-9.178,9.178,,95.6
PPARA/PPARD,6LXA,PAPD_028,success,9,-9.278,9.278,,120.9
PPARA/PPARD,6LXA,PAPD_029,success,9,-9.176,9.176,,102.2
PPARA/PPARD,6LXA,PAPD_030,success,9,-8.891,8.891,,96.1
PPARA/PPARD,6LXA,PAPD_031,success,9,-8.8,8.8,,120.0
PPARA/PPARD,6LXA,PAPD_032,success,9,-9.597,9.597,,138.2
PPARA/PPARD,6LXA,PAPD_033,success,6,-10.138,10.138,,217.5
PPARA/PPARD,6LXA,PAPD_034,success,9,-8.026,8.026,,129.6
PPARA/PPARD,6LXA,PAPD_035,success,9,-5.718,5.718,,171.5
PPARA/PPARD,6LXA,PAPD_036,success,8,-7.331,7.331,,170.8
PPARA/PPARD,6LXA,PAPD_037,success,9,-6.382,6.382,,137.7
PPARA/PPARD,6LXA,PAPD_038,success,9,-7.998,7.998,,152.7
PPARA/PPARD,6LXA,PAPD_039,success,9,-6.45,6.45,,151.0
PPARA/PPARD,6LXA,PAPD_040,success,8,-6.36,6.36,,147.7
PPARA/PPARD,6LXA,PAPD_041,success,9,-9.682,9.682,,120.3
PPARA/PPARD,6LXA,PAPD_042,success,9,-9.472,9.472,,143.7
PPARA/PPARD,6LXA,PAPD_043,success,9,-9.224,9.224,,84.6
PPARA/PPARD,6LXA,PAPD_044,success,9,-9.512,9.512,,104.2
PPARA/PPARD,6LXA,PAPD_045,success,9,-9.642,9.642,,98.2
PPARA/PPARD,6LXA,PAPD_046,success,8,-8.931,8.931,,90.2
PPARA/PPARD,6LXA,PAPD_047,success,9,-9.246,9.246,,55.5
PPARA/PPARD,6LXA,PAPD_048,success,9,-8.705,8.705,,102.0
PPARA/PPARD,6LXA,PAPD_049,success,9,-8.502,8.502,,53.0
PPARA/PPARD,6LXA,PAPD_050,success,9,-9.522,9.522,,119.7
PPARA/PPARD,6LXA,PAPD_051,success,9,-9.382,9.382,,113.5
PPARA/PPARD,6LXA,PAPD_052,success,9,-9.017,9.017,,92.1
PPARA/PPARD,6LXA,PAPD_053,success,9,-8.896,8.896,,152.6
PPARA/PPARD,6LXA,PAPD_054,success,9,-9.677,9.677,,98.8
PPARA/PPARD,6LXA,PAPD_055,success,9,-9.429,9.429,,90.1
PPARA/PPARD,6LXA,PAPD_056,success,9,-9.373,9.373,,110.0
PPARA/PPARD,6LXA,PAPD_057,success,9,-8.653,8.653,,79.8
PPARA/PPARD,6LXA,PAPD_058,success,8,-8.586,8.586,,108.3
PPARA/PPARD,6LXA,PAPD_059,success,8,-9.249,9.249,,81.3
PPARA/PPARD,6LXA,PAPD_060,success,9,-8.742,8.742,,128.1
PPARA/PPARD,6LXA,PAPD_061,success,9,-8.641,8.641,,93.3
PPARA/PPARD,6LXA,PAPD_062,success,9,-9.531,9.531,,105.9
PPARA/PPARD,6LXA,PAPD_063,success,9,-8.754,8.754,,93.5
PPARA/PPARD,6LXA,PAPD_064,success,7,-9.534,9.534,,169.6
PPARA/PPARD,6LXA,PAPD_065,success,9,-9.269,9.269,,81.1
PPARA/PPARD,6LXA,PAPD_066,success,9,-9.422,9.422,,141.9
PPARA/PPARD,6LXA,PAPD_067,success,9,-9.202,9.202,,137.2
PPARA/PPARD,6LXA,PAPD_068,success,9,-8.305,8.305,,83.4
PPARA/PPARD,6LXA,PAPD_069,success,9,-7.297,7.297,,105.5
PPARA/PPARD,6LXA,PAPD_070,success,9,-9.992,9.992,,159.7
PPARA/PPARD,6LXA,PAPD_071,success,9,-8.986,8.986,,102.6
PPARA/PPARD,6LXA,PAPD_072,success,7,-9.503,9.503,,91.1
PPARA/PPARD,6LXA,PAPD_073,success,9,-8.677,8.677,,154.3
PPARA/PPARD,6LXA,PAPD_074,success,9,-8.752,8.752,,203.3
PPARA/PPARD,6LXA,PAPD_075,success,9,-10.335,10.335,,111.8
PPARA/PPARD,6LXA,PAPD_076,success,8,-10.098,10.098,,124.0
PPARA/PPARD,6LXA,PAPD_077,success,9,-8.791,8.791,,60.5
PPARA/PPARD,6LXA,PAPD_078,success,9,-8.952,8.952,,127.5
PPARA/PPARD,6LXA,PAPD_079,success,9,-8.245,8.245,,115.7
PPARA/PPARD,6LXA,PAPD_080,success,9,-6.301,6.301,,59.6
PPARA/PPARD,6LXA,PAPD_081,success,9,-9.376,9.376,,134.0
PPARA/PPARD,6LXA,PAPD_082,success,9,-10.643,10.643,,117.3
PPARA/PPARD,6LXA,PAPD_083,success,9,-8.918,8.918,,83.6
PPARA/PPARD,6LXA,PAPD_084,success,9,-8.159,8.159,,127.0
PPARA/PPARD,6LXA,PAPD_085,success,9,-10.192,10.192,,135.4
PPARA/PPARD,6LXA,PAPD_086,success,9,-9.987,9.987,,96.8
PPARA/PPARD,6LXA,PAPD_087,success,9,-8.331,8.331,,104.8
PPARA/PPARD,6LXA,PAPD_088,success,9,-8.406,8.406,,122.5
PPARA/PPARD,6LXA,PAPD_089,success,9,-8.239,8.239,,151.9
PPARA/PPARD,6LXA,PAPD_090,success,9,-8.353,8.353,,145.0
PPARA/PPARD,6LXA,PAPD_091,success,7,-6.406,6.406,,79.9
PPARA/PPARD,6LXA,PAPD_092,success,7,-8.613,8.613,,103.3
PPARA/PPARD,6LXA,PAPD_093,success,9,-6.274,6.274,,73.6
PPARA/PPARD,6LXA,PAPD_094,success,9,-6.711,6.711,,61.9
PPARA/PPARD,6LXA,PAPD_095,success,9,-7.231,7.231,,82.2
PPARA/PPARD,6LXA,PAPD_096,success,9,-7.169,7.169,,70.9
PPARA/PPARD,6LXA,PAPD_097,success,9,-6.567,6.567,,103.2
PPARA/PPARD,6LXA,PAPD_098,success,9,-9.669,9.669,,90.0
PPARA/PPARD,6LXA,PAPD_099,success,9,-10.019,10.019,,67.3
PPARA/PPARD,6LXA,PAPD_100,success,9,-9.453,9.453,,84.0
PPARA/PPARD,6LXA,PAPD_101,success,9,-6.316,6.316,,11.1
PPARA/PPARD,6LXA,PAPD_102,success,9,-8.38,8.38,,432.7
PPARA/PPARD,6LXA,PAPD_103,success,9,-8.205,8.205,,101.5
PPARA/PPARD,6LXA,PAPD_104,success,9,-10.065,10.065,,73.0
PPARA/PPARD,6LXA,PAPD_105,success,9,-9.298,9.298,,60.2
PPARA/PPARD,6LXA,PAPD_106,success,8,-8.832,8.832,,111.3
PPARA/PPARD,6LXA,PAPD_107,success,9,-9.347,9.347,,108.8
PPARA/PPARD,6LXA,PAPD_108,success,5,-8.195,8.195,,81.1
PPARA/PPARD,6LXA,PAPD_109,success,9,-8.7,8.7,,48.0
PPARA/PPARD,6LXA,PAPD_110,success,8,-8.274,8.274,,53.2
PPARG/PPARA,6LXA,PGPA_001,success,9,-9.737,9.737,,124.2
PPARG/PPARA,6LXA,PGPA_002,success,9,-8.816,8.816,,48.9
PPARG/PPARA,6LXA,PGPA_003,success,9,-8.194,8.194,,44.9
PPARG/PPARA,6LXA,PGPA_004,success,9,-8.981,8.981,,62.9
PPARG/PPARA,6LXA,PGPA_005,success,8,-7.485,7.485,,75.9
PPARG/PPARA,6LXA,PGPA_006,success,9,-7.277,7.277,,112.7
PPARG/PPARA,6LXA,PGPA_007,success,9,-9.472,9.472,,143.0
PPARG/PPARA,6LXA,PGPA_008,success,9,-10.293,10.293,,98.0
PPARG/PPARA,6LXA,PGPA_009,success,9,-9.903,9.903,,157.5
PPARG/PPARA,6LXA,PGPA_010,success,9,-9.32,9.32,,71.5
PPARG/PPARA,6LXA,PGPA_011,success,9,-10.153,10.153,,108.4
PPARG/PPARA,6LXA,PGPA_012,success,9,-9.024,9.024,,72.4
PPARG/PPARA,6LXA,PGPA_013,success,9,-9.443,9.443,,315.1
PPARG/PPARA,6LXA,PGPA_014,success,7,-7.617,7.617,,188.8
PPARG/PPARA,6LXA,PGPA_015,success,9,-9.469,9.469,,109.8
PPARG/PPARA,6LXA,PGPA_016,success,9,-8.894,8.894,,90.6
PPARG/PPARA,6LXA,PGPA_017,success,9,-9.618,9.618,,78.5
PPARG/PPARA,6LXA,PGPA_018,success,9,-9.005,9.005,,199.5
PPARG/PPARA,6LXA,PGPA_019,success,9,-9.426,9.426,,154.4
PPARG/PPARA,6LXA,PGPA_020,success,9,-8.093,8.093,,322.6
PPARG/PPARA,6LXA,PGPA_021,success,9,-7.084,7.084,,376.9
PPARG/PPARA,6LXA,PGPA_022,success,9,-8.52,8.52,,469.1
PPARG/PPARA,6LXA,PGPA_023,success,9,-9.961,9.961,,239.3
PPARG/PPARA,6LXA,PGPA_024,success,9,-9.157,9.157,,121.5
PPARG/PPARA,6LXA,PGPA_025,success,8,-7.633,7.633,,319.5
PPARG/PPARA,6LXA,PGPA_026,success,9,-8.452,8.452,,57.2
PPARG/PPARA,6LXA,PGPA_027,success,9,-7.571,7.571,,152.7
PPARG/PPARA,6LXA,PGPA_028,success,9,-8.014,8.014,,139.7
PPARG/PPARA,6LXA,PGPA_029,success,9,-6.639,6.639,,72.8
PPARG/PPARA,6LXA,PGPA_030,success,8,-10.078,10.078,,579.7
PPARG/PPARA,6LXA,PGPA_031,success,9,-8.7,8.7,,44.4
PPARG/PPARA,6LXA,PGPA_032,success,9,-8.349,8.349,,105.2
PPARG/PPARA,6LXA,PGPA_033,success,9,-9.586,9.586,,147.3
PPARG/PPARA,6LXA,PGPA_034,success,9,-9.202,9.202,,122.3
PPARG/PPARA,6LXA,PGPA_035,success,9,-9.102,9.102,,81.9
PPARG/PPARA,6LXA,PGPA_036,success,9,-8.305,8.305,,85.4
PPARG/PPARA,6LXA,PGPA_037,success,9,-9.52,9.52,,97.7
PPARG/PPARA,6LXA,PGPA_038,success,9,-8.919,8.919,,96.3
PPARG/PPARA,6LXA,PGPA_039,success,9,-9.314,9.314,,73.2
PPARG/PPARA,6LXA,PGPA_040,success,9,-9.439,9.439,,103.6
PPARG/PPARA,6LXA,PGPA_041,success,9,-9.437,9.437,,127.0
PPARG/PPARA,6LXA,PGPA_042,success,9,-7.951,7.951,,60.9
PPARG/PPARA,6LXA,PGPA_043,success,7,-8.448,8.448,,158.6
PPARG/PPARA,6LXA,PGPA_044,success,9,-9.162,9.162,,221.5
PPARG/PPARA,6LXA,PGPA_045,success,9,-9.305,9.305,,233.5
PPARG/PPARA,6LXA,PGPA_046,success,9,-9.525,9.525,,54.4
PPARG/PPARA,6LXA,PGPA_047,success,9,-8.888,8.888,,90.9
PPARG/PPARA,6LXA,PGPA_048,success,9,-8.431,8.431,,61.8
PPARG/PPARA,6LXA,PGPA_049,success,9,-9.655,9.655,,139.3
PPARG/PPARA,6LXA,PGPA_050,success,9,-8.603,8.603,,143.6
PPARG/PPARA,6LXA,PGPA_051,success,9,-9.763,9.763,,98.7
PPARG/PPARA,6LXA,PGPA_052,success,9,-8.657,8.657,,94.7
PPARG/PPARA,6LXA,PGPA_053,success,9,-8.848,8.848,,124.1
PPARG/PPARA,6LXA,PGPA_054,success,9,-8.427,8.427,,182.4
PPARG/PPARA,6LXA,PGPA_055,success,9,-9.818,9.818,,116.5
PPARG/PPARA,6LXA,PGPA_056,success,9,-9.031,9.031,,254.5
PPARG/PPARA,6LXA,PGPA_057,success,9,-8.972,8.972,,91.7
PPARG/PPARA,6LXA,PGPA_058,success,9,-8.7,8.7,,60.2
PPARG/PPARA,6LXA,PGPA_059,success,8,-8.837,8.837,,211.4
PPARG/PPARA,6LXA,PGPA_060,success,9,-7.12,7.12,,94.6
PPARG/PPARA,6LXA,PGPA_061,success,9,-8.412,8.412,,90.5
PPARG/PPARA,6LXA,PGPA_062,success,9,-9.104,9.104,,107.5
PPARG/PPARA,6LXA,PGPA_063,success,9,-9.549,9.549,,124.9
PPARG/PPARA,6LXA,PGPA_064,success,9,-8.448,8.448,,108.3
PPARG/PPARA,6LXA,PGPA_065,success,9,-9.044,9.044,,205.7
PPARG/PPARA,6LXA,PGPA_066,success,9,-8.694,8.694,,145.6
PPARG/PPARA,6LXA,PGPA_067,success,9,-10.137,10.137,,98.5
PPARG/PPARA,6LXA,PGPA_068,success,9,-9.836,9.836,,75.5
PPARG/PPARA,6LXA,PGPA_069,success,9,-10.313,10.313,,115.3
PPARG/PPARA,6LXA,PGPA_070,success,9,-8.274,8.274,,227.8
PPARG/PPARA,6LXA,PGPA_071,success,9,-9.153,9.153,,140.4
PPARG/PPARA,6LXA,PGPA_072,success,9,-7.719,7.719,,90.5
PPARG/PPARA,6LXA,PGPA_073,success,9,-8.885,8.885,,64.6
PPARG/PPARA,6LXA,PGPA_074,success,9,-10.384,10.384,,217.8
PPARG/PPARA,6LXA,PGPA_075,success,9,-9.183,9.183,,222.1
PPARG/PPARA,6LXA,PGPA_076,success,8,-9.168,9.168,,189.1
PPARG/PPARA,6LXA,PGPA_077,success,9,-8.118,8.118,,108.0
PPARG/PPARA,6LXA,PGPA_078,success,9,-9.14,9.14,,131.7
PPARG/PPARA,6LXA,PGPA_079,success,9,-9.269,9.269,,231.6
PPARG/PPARA,6LXA,PGPA_080,success,9,-7.796,7.796,,83.4
PPARG/PPARA,6LXA,PGPA_081,success,9,-9.56,9.56,,276.7
PPARG/PPARA,6LXA,PGPA_082,success,9,-9.223,9.223,,176.7
PPARG/PPARA,6LXA,PGPA_083,success,9,-9.437,9.437,,160.5
PPARG/PPARA,6LXA,PGPA_084,success,9,-9.31,9.31,,145.4
PPARG/PPARA,6LXA,PGPA_085,success,9,-9.665,9.665,,174.3
PPARG/PPARA,6LXA,PGPA_086,success,9,-8.256,8.256,,98.7
PPARG/PPARA,6LXA,PGPA_087,success,9,-9.998,9.998,,71.7
PPARG/PPARA,6LXA,PGPA_088,success,9,-9.998,9.998,,100.7
PPARG/PPARA,6LXA,PGPA_089,success,2,-9.589,9.589,,128.4
PPARG/PPARA,6LXA,PGPA_090,success,8,-8.878,8.878,,103.4
PPARG/PPARA,6LXA,PGPA_091,success,9,-8.448,8.448,,148.1
PPARG/PPARA,6LXA,PGPA_092,success,9,-8.916,8.916,,93.6
PPARG/PPARA,6LXA,PGPA_093,success,9,-9.495,9.495,,154.6
PPARG/PPARA,6LXA,PGPA_094,success,9,-9.559,9.559,,106.9
PPARG/PPARA,6LXA,PGPA_095,success,9,-9.318,9.318,,83.0
PPARG/PPARA,6LXA,PGPA_096,success,9,-10.18,10.18,,159.7
PPARG/PPARA,6LXA,PGPA_097,success,9,-6.679,6.679,,113.7
PPARG/PPARA,6LXA,PGPA_098,success,8,-6.199,6.199,,173.5
PPARG/PPARA,6LXA,PGPA_099,success,9,-6.428,6.428,,20.9
PPARG/PPARA,6LXA,PGPA_100,success,9,-9.871,9.871,,104.3
PPARG/PPARA,6LXA,PGPA_101,success,9,-8.813,8.813,,191.8
PPARG/PPARA,6LXA,PGPA_102,success,9,-9.522,9.522,,118.5
PPARG/PPARA,6LXA,PGPA_103,success,9,-9.233,9.233,,100.6
PPARG/PPARA,6LXA,PGPA_104,success,9,-9.377,9.377,,50.5
PPARG/PPARA,6LXA,PGPA_105,success,9,-7.512,7.512,,37.3
PPARG/PPARA,6LXA,PGPA_106,success,9,-9.589,9.589,,188.5
PPARG/PPARA,6LXA,PGPA_107,success,9,-9.373,9.373,,101.9
PPARG/PPARA,6LXA,PGPA_108,success,9,-9.686,9.686,,83.2
PPARG/PPARA,6LXA,PGPA_109,success,5,-8.195,8.195,,78.8
PPARG/PPARA,6LXA,PGPA_110,success,9,-7.286,7.286,,28.2
PPARG/PPARA,9V8H,PGPA_001,success,9,-9.742,9.742,,172.4
PPARG/PPARA,9V8H,PGPA_002,success,8,-7.901,7.901,,57.2
PPARG/PPARA,9V8H,PGPA_003,success,9,-7.933,7.933,,60.4
PPARG/PPARA,9V8H,PGPA_004,success,9,-9.088,9.088,,83.7
PPARG/PPARA,9V8H,PGPA_005,success,9,-8.33,8.33,,113.1
PPARG/PPARA,9V8H,PGPA_006,success,9,-8.02,8.02,,166.0
PPARG/PPARA,9V8H,PGPA_007,success,9,-9.005,9.005,,169.9
PPARG/PPARA,9V8H,PGPA_008,success,9,-8.621,8.621,,111.1
PPARG/PPARA,9V8H,PGPA_009,success,9,-9.357,9.357,,210.8
PPARG/PPARA,9V8H,PGPA_010,success,9,-8.961,8.961,,88.3
PPARG/PPARA,9V8H,PGPA_011,success,9,-9.214,9.214,,113.2
PPARG/PPARA,9V8H,PGPA_012,success,9,-8.539,8.539,,87.9
PPARG/PPARA,9V8H,PGPA_013,success,9,-8.766,8.766,,362.1
PPARG/PPARA,9V8H,PGPA_014,success,9,-8.429,8.429,,205.7
PPARG/PPARA,9V8H,PGPA_015,success,9,-8.385,8.385,,118.6
PPARG/PPARA,9V8H,PGPA_016,success,9,-8.454,8.454,,100.8
PPARG/PPARA,9V8H,PGPA_017,success,9,-8.304,8.304,,91.8
PPARG/PPARA,9V8H,PGPA_018,success,9,-8.962,8.962,,265.7
PPARG/PPARA,9V8H,PGPA_019,success,8,-9.138,9.138,,180.2
PPARG/PPARA,9V8H,PGPA_020,success,9,-7.686,7.686,,393.9
PPARG/PPARA,9V8H,PGPA_021,success,9,-7.039,7.039,,422.2
PPARG/PPARA,9V8H,PGPA_022,success,9,-8.016,8.016,,521.1
PPARG/PPARA,9V8H,PGPA_023,success,9,-8.348,8.348,,348.9
PPARG/PPARA,9V8H,PGPA_024,success,9,-9.843,9.843,,143.9
PPARG/PPARA,9V8H,PGPA_025,success,9,-9.91,9.91,,327.7
PPARG/PPARA,9V8H,PGPA_026,success,9,-8.429,8.429,,70.6
PPARG/PPARA,9V8H,PGPA_027,success,9,-8.73,8.73,,176.2
PPARG/PPARA,9V8H,PGPA_028,success,9,-8.996,8.996,,151.5
PPARG/PPARA,9V8H,PGPA_029,success,9,-6.489,6.489,,92.6
PPARG/PPARA,9V8H,PGPA_030,skip,0,,,timeout_600s_torsdof=15,600.1
PPARG/PPARA,9V8H,PGPA_031,success,9,-8.521,8.521,,59.5
PPARG/PPARA,9V8H,PGPA_032,success,9,-9.091,9.091,,149.1
PPARG/PPARA,9V8H,PGPA_033,success,9,-8.444,8.444,,154.4
PPARG/PPARA,9V8H,PGPA_034,success,9,-8.499,8.499,,141.3
PPARG/PPARA,9V8H,PGPA_035,success,9,-8.814,8.814,,94.1
PPARG/PPARA,9V8H,PGPA_036,success,9,-8.298,8.298,,92.8
PPARG/PPARA,9V8H,PGPA_037,success,9,-9.099,9.099,,122.4
PPARG/PPARA,9V8H,PGPA_038,success,9,-8.876,8.876,,99.7
PPARG/PPARA,9V8H,PGPA_039,success,9,-8.393,8.393,,86.8
PPARG/PPARA,9V8H,PGPA_040,success,9,-9.152,9.152,,123.3
PPARG/PPARA,9V8H,PGPA_041,success,9,-8.539,8.539,,149.1
PPARG/PPARA,9V8H,PGPA_042,success,9,-8.3,8.3,,74.1
PPARG/PPARA,9V8H,PGPA_043,success,5,-8.049,8.049,,165.0
PPARG/PPARA,9V8H,PGPA_044,success,9,-9.047,9.047,,248.3
PPARG/PPARA,9V8H,PGPA_045,success,9,-9.321,9.321,,271.1
PPARG/PPARA,9V8H,PGPA_046,success,9,-8.241,8.241,,80.0
PPARG/PPARA,9V8H,PGPA_047,success,9,-7.931,7.931,,102.8
PPARG/PPARA,9V8H,PGPA_048,success,9,-8.645,8.645,,92.6
PPARG/PPARA,9V8H,PGPA_049,success,9,-9.259,9.259,,191.6
PPARG/PPARA,9V8H,PGPA_050,success,9,-8.504,8.504,,180.9
PPARG/PPARA,9V8H,PGPA_051,success,9,-8.768,8.768,,114.8
PPARG/PPARA,9V8H,PGPA_052,success,9,-7.79,7.79,,157.2
PPARG/PPARA,9V8H,PGPA_053,success,9,-7.719,7.719,,141.3
PPARG/PPARA,9V8H,PGPA_054,success,9,-9.476,9.476,,212.7
PPARG/PPARA,9V8H,PGPA_055,success,9,-8.87,8.87,,127.5
PPARG/PPARA,9V8H,PGPA_056,success,9,-7.053,7.053,,361.4
PPARG/PPARA,9V8H,PGPA_057,success,9,-8.731,8.731,,108.7
PPARG/PPARA,9V8H,PGPA_058,success,9,-8.402,8.402,,76.1
PPARG/PPARA,9V8H,PGPA_059,success,9,-9.36,9.36,,256.8
PPARG/PPARA,9V8H,PGPA_060,success,9,-7.139,7.139,,92.2
PPARG/PPARA,9V8H,PGPA_061,success,9,-8.23,8.23,,130.1
PPARG/PPARA,9V8H,PGPA_062,success,9,-8.591,8.591,,142.4
PPARG/PPARA,9V8H,PGPA_063,success,9,-9.278,9.278,,148.5
PPARG/PPARA,9V8H,PGPA_064,success,9,-8.047,8.047,,125.4
PPARG/PPARA,9V8H,PGPA_065,success,9,-8.614,8.614,,240.9
PPARG/PPARA,9V8H,PGPA_066,success,9,-9.43,9.43,,165.0
PPARG/PPARA,9V8H,PGPA_067,success,9,-9.032,9.032,,100.4
PPARG/PPARA,9V8H,PGPA_068,success,9,-9.507,9.507,,89.3
PPARG/PPARA,9V8H,PGPA_069,success,9,-9.363,9.363,,120.1
PPARG/PPARA,9V8H,PGPA_070,success,9,-9.352,9.352,,195.2
PPARG/PPARA,9V8H,PGPA_071,success,9,-8.77,8.77,,171.6
PPARG/PPARA,9V8H,PGPA_072,success,9,-7.843,7.843,,99.9
PPARG/PPARA,9V8H,PGPA_073,success,9,-8.892,8.892,,84.8
PPARG/PPARA,9V8H,PGPA_074,success,9,-9.535,9.535,,251.2
PPARG/PPARA,9V8H,PGPA_075,success,9,-9.413,9.413,,240.8
PPARG/PPARA,9V8H,PGPA_076,success,9,-8.846,8.846,,266.0
PPARG/PPARA,9V8H,PGPA_077,success,9,-9.21,9.21,,132.2
PPARG/PPARA,9V8H,PGPA_078,success,9,-8.301,8.301,,175.9
PPARG/PPARA,9V8H,PGPA_079,success,9,-8.933,8.933,,243.8
PPARG/PPARA,9V8H,PGPA_080,success,9,-7.911,7.911,,106.5
PPARG/PPARA,9V8H,PGPA_081,success,9,-9.441,9.441,,330.3
PPARG/PPARA,9V8H,PGPA_082,success,9,-9.311,9.311,,255.5
PPARG/PPARA,9V8H,PGPA_083,success,9,-9.651,9.651,,234.1
PPARG/PPARA,9V8H,PGPA_084,success,9,-8.844,8.844,,193.5
PPARG/PPARA,9V8H,PGPA_085,success,9,-9.08,9.08,,197.0
PPARG/PPARA,9V8H,PGPA_086,success,9,-9.353,9.353,,115.3
PPARG/PPARA,9V8H,PGPA_087,success,9,-9.255,9.255,,74.8
PPARG/PPARA,9V8H,PGPA_088,success,9,-8.888,8.888,,112.2
PPARG/PPARA,9V8H,PGPA_089,success,9,-8.359,8.359,,126.2
PPARG/PPARA,9V8H,PGPA_090,success,9,-9.498,9.498,,103.3
PPARG/PPARA,9V8H,PGPA_091,success,9,-8.141,8.141,,157.2
PPARG/PPARA,9V8H,PGPA_092,success,9,-8.953,8.953,,121.0
PPARG/PPARA,9V8H,PGPA_093,success,9,-8.042,8.042,,176.1
PPARG/PPARA,9V8H,PGPA_094,success,9,-8.989,8.989,,97.4
PPARG/PPARA,9V8H,PGPA_095,success,9,-8.1,8.1,,87.7
PPARG/PPARA,9V8H,PGPA_096,success,9,-9.229,9.229,,196.2
PPARG/PPARA,9V8H,PGPA_097,success,9,-5.79,5.79,,144.6
PPARG/PPARA,9V8H,PGPA_098,success,9,-6.851,6.851,,164.6
PPARG/PPARA,9V8H,PGPA_099,success,9,-7.038,7.038,,21.8
PPARG/PPARA,9V8H,PGPA_100,success,9,-8.452,8.452,,101.5
PPARG/PPARA,9V8H,PGPA_101,success,9,-8.756,8.756,,213.3
PPARG/PPARA,9V8H,PGPA_102,success,9,-10.097,10.097,,164.5
PPARG/PPARA,9V8H,PGPA_103,success,9,-8.289,8.289,,110.8
PPARG/PPARA,9V8H,PGPA_104,success,9,-9.273,9.273,,70.5
PPARG/PPARA,9V8H,PGPA_105,success,9,-7.289,7.289,,37.3
PPARG/PPARA,9V8H,PGPA_106,success,9,-8.843,8.843,,257.3
PPARG/PPARA,9V8H,PGPA_107,success,9,-8.634,8.634,,118.7
PPARG/PPARA,9V8H,PGPA_108,success,9,-9.172,9.172,,101.3
PPARG/PPARA,9V8H,PGPA_109,success,8,-7.646,7.646,,110.8
PPARG/PPARA,9V8H,PGPA_110,success,9,-7.217,7.217,,33.5
