repurposing_id,canonical_smiles,status,pdbqt,n_microspecies,selected_smiles,formal_charge,has_carboxylate,all_microspecies,mw
REP_08132,Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_08132.pdbqt,2,Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)[O-])ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,-1,True,Cc1c(C=Cc2cc(C[NH2+]C(C)(CO)C(=O)[O-])ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2|Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)[O-])ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,526.5310000000002
REP_00697,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00697.pdbqt,2,Cc1ccc2c(c1CCC(=O)[O-])CC[C@@H]([N-]S(=O)(=O)c1ccc(Cl)cc1)C2,-2,True,Cc1ccc2c(c1CCC(=O)[O-])CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2|Cc1ccc2c(c1CCC(=O)[O-])CC[C@@H]([N-]S(=O)(=O)c1ccc(Cl)cc1)C2,405.90300000000013
REP_00015,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00015.pdbqt,1,CC(C)c1ccc2oc3nc(N)c(C(=O)[O-])cc3c(=O)c2c1,-1,True,CC(C)c1ccc2oc3nc(N)c(C(=O)[O-])cc3c(=O)c2c1,297.29
REP_08266,O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_08266.pdbqt,1,O=C(NC[C@H]1CC[C@H](C(=O)[O-])CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,-1,True,O=C(NC[C@H]1CC[C@H](C(=O)[O-])CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,508.52000000000015
REP_08222,Cc1ccc([C@@H]2C[C@H](CN[C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_08222.pdbqt,2,Cc1ccc([C@@H]2C[C@H](CN[C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)[O-],-1,True,Cc1ccc([C@@H]2C[C@H](C[NH2+][C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)[O-]|Cc1ccc([C@@H]2C[C@H](CN[C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)[O-],450.5580000000002
REP_08210,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)O)c1ccc2ccccc2n1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_08210.pdbqt,1,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)[O-])c1ccc2ccccc2n1,-1,True,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)[O-])c1ccc2ccccc2n1,494.50200000000024
REP_04687,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_04687.pdbqt,2,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,-1,True,Cn1nnnc1SCC1=C(C(=O)[O-])[NH+]2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1|Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,469.4720000000001
REP_04681,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_04681.pdbqt,1,CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,-1,True,CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,516.4730000000002
REP_08137,C[C@H](CCC(=O)N([11CH3])CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_08137.pdbqt,2,C[C@H](CCC(=O)[NH+]([11CH3])CC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0,True,C[C@H](CCC(=O)N([11CH3])CC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C|C[C@H](CCC(=O)[NH+]([11CH3])CC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,478.6584336000003
REP_00153,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00153.pdbqt,1,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc([S+](C)O)cc1,0,True,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc([S+](C)O)cc1,356.41800000000006
REP_01147,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)O)C3)c(C)n2)nnn1C,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01147.pdbqt,2,CCC[NH+](C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)[O-])C3)c(C)n2)nnn1C,0,True,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)[O-])C3)c(C)n2)nnn1C|CCC[NH+](C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)[O-])C3)c(C)n2)nnn1C,445.52000000000027
REP_06643,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_06643.pdbqt,1,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)[O-])C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,-1,True,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)[O-])C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,487.32500000000005
REP_05846,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05846.pdbqt,1,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)[O-],-1,True,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)[O-],347.4190000000001
REP_05864,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05864.pdbqt,1,Cn1cc(C(=O)[O-])c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,-1,True,Cn1cc(C(=O)[O-])c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,539.4390000000002
REP_07166,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07166.pdbqt,1,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)[O-],-1,True,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)[O-],500.5010000000002
REP_05813,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05813.pdbqt,1,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)[O-])cc1,-1,True,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)[O-])cc1,482.38500000000016
REP_05763,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05763.pdbqt,2,CC/C(=C(/c1ccc(/C=C/C(=O)[O-])cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,-1,True,CC/C(=C(/c1ccc(/C=C/C(=O)[O-])cc1)c1ccc2[n-]ncc2c1)c1ccc(F)cc1Cl|CC/C(=C(/c1ccc(/C=C/C(=O)[O-])cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,445.90100000000007
REP_05729,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05729.pdbqt,4,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O,0,False,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O|CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1[O-]|CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[n-]3)c2)c1O|CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[n-]3)c2)c1[O-],466.5050000000001
REP_07702,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07702.pdbqt,2,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)[O-])ccc1OC)C(=O)NCc1ccccc1,-1,True,CC[NH+](Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)[O-])ccc1OC)C(=O)NCc1ccccc1|CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)[O-])ccc1OC)C(=O)NCc1ccccc1,499.50900000000024
REP_07704,O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07704.pdbqt,2,O=C([O-])c1c([O-])c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,-2,True,O=C([O-])c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3|O=C([O-])c1c([O-])c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,365.81600000000026
REP_00729,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00729.pdbqt,2,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],-1,True,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)[NH+]2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]|Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],452.8710000000002
REP_07645,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07645.pdbqt,1,O=C([O-])Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,-1,True,O=C([O-])Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,466.2470000000001
REP_07056,CC(C)c1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)O)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07056.pdbqt,1,CC(C)c1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)[O-])cc1,-1,True,CC(C)c1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)[O-])cc1,430.52800000000013
REP_01458,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01458.pdbqt,4,O=C(Nc1ccc(-c2nnn[n-]2)cc1)c1ccc(-c2nnn[nH]2)cc1,-1,False,O=C(Nc1ccc(-c2nnn[n-]2)cc1)c1ccc(-c2nnn[nH]2)cc1|O=C(Nc1ccc(-c2nnn[n-]2)cc1)c1ccc(-c2nnn[n-]2)cc1|O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1|O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[n-]2)cc1,332.307
REP_01474,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01474.pdbqt,1,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,-1,True,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,435.58100000000024
REP_03306,CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNC(=O)N(C)c3ccccn3)cc2)CC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_03306.pdbqt,4,CC1CCC([NH2+]C(=O)[N-]S(=O)(=O)c2ccc(CCNC(=O)[NH+](C)c3ccccn3)cc2)CC1,1,False,CC1CCC([NH2+]C(=O)[N-]S(=O)(=O)c2ccc(CCNC(=O)[NH+](C)c3ccccn3)cc2)CC1|CC1CCC([NH2+]C(=O)[N-]S(=O)(=O)c2ccc(CCNC(=O)N(C)c3ccccn3)cc2)CC1|CC1CCC(NC(=O)[N-]S(=O)(=O)c2ccc(CCNC(=O)[NH+](C)c3ccccn3)cc2)CC1|CC1CCC(NC(=O)[N-]S(=O)(=O)c2ccc(CCNC(=O)N(C)c3ccccn3)cc2)CC1,474.6070000000002
REP_07754,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07754.pdbqt,2,Cc1ccc(C#Cc2ccc(S(=O)(=O)[N-][C@H](Cc3c[nH]c4ccccc34)C(=O)[O-])s2)cc1,-2,True,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)[O-])s2)cc1|Cc1ccc(C#Cc2ccc(S(=O)(=O)[N-][C@H](Cc3c[nH]c4ccccc34)C(=O)[O-])s2)cc1,462.55200000000013
REP_06990,CC(C)(CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1)C(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_06990.pdbqt,2,CC(C)(CN1CCN(C2=[NH+]c3ccccc3Oc3ccccc32)CC1)C(=O)[O-],0,True,CC(C)(C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccccc32)CC1)C(=O)[O-]|CC(C)(CN1CCN(C2=[NH+]c3ccccc3Oc3ccccc32)CC1)C(=O)[O-],379.4600000000002
REP_02143,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_02143.pdbqt,4,CCCCC(=O)[NH+](Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)[O-])CCCC1,0,True,CCCCC(=O)[NH+](Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)CC1(C(=O)[O-])CCCC1|CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)CC1(C(=O)[O-])CCCC1|CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)[O-])CCCC1|CCCCC(=O)[NH+](Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)[O-])CCCC1,461.5660000000003
REP_07040,COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)O)C3)c2CC[C@@H]1C,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07040.pdbqt,2,COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)[O-])C3)c2CC[C@@H]1C,-1,True,COC(=O)[NH+]1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)[O-])C3)c2CC[C@@H]1C|COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)[O-])C3)c2CC[C@@H]1C,524.5690000000004
REP_01404,CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01404.pdbqt,1,CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)[O-])ccc3oc12,-1,True,CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)[O-])ccc3oc12,400.47600000000017
REP_07859,Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07859.pdbqt,2,Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,0,False,Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1|Cc1ccc(C2=C(c3nnn[n-]3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,525.4530000000003
REP_07910,Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07910.pdbqt,1,Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)[N-]S(C)(=O)=O)cc12,-1,False,Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)[N-]S(C)(=O)=O)cc12,435.9130000000002
REP_05470,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05470.pdbqt,2,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)[O-])[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,-1,True,CC1=CC[C@H](C(=O)[NH+](c2cc(C#CC(C)(C)C)sc2C(=O)[O-])[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1|CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)[O-])[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,542.7180000000003
REP_02001,COc1ccc(-c2ccc(OCc3cc(C(=O)NS(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_02001.pdbqt,1,COc1ccc(-c2ccc(OCc3cc(C(=O)[N-]S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,-1,False,COc1ccc(-c2ccc(OCc3cc(C(=O)[N-]S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,491.5450000000002
REP_04566,NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_04566.pdbqt,2,[NH-]S(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)[O-])c(Cl)c2Cl)ccc1Cl,-2,True,NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)[O-])c(Cl)c2Cl)ccc1Cl|[NH-]S(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)[O-])c(Cl)c2Cl)ccc1Cl,436.65600000000006
REP_03680,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_03680.pdbqt,1,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)[N-]S(=O)(=O)c1ccc(C)cc1)OCC,-1,False,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)[N-]S(=O)(=O)c1ccc(C)cc1)OCC,499.5310000000003
REP_00857,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00857.pdbqt,1,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)[O-],-1,True,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)[O-],503.5220000000003
REP_01346,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01346.pdbqt,1,CC1(C)CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,-1,True,CC1(C)CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,490.6640000000004
REP_05267,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05267.pdbqt,2,C[C@H](Cc1c[nH]c2c(OCC(=O)[O-])cccc12)NC[C@H](O)c1cccc(Cl)c1,-1,True,C[C@H](Cc1c[nH]c2c(OCC(=O)[O-])cccc12)[NH2+]C[C@H](O)c1cccc(Cl)c1|C[C@H](Cc1c[nH]c2c(OCC(=O)[O-])cccc12)NC[C@H](O)c1cccc(Cl)c1,401.8700000000001
REP_07899,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07899.pdbqt,1,O=C([O-])CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,-1,True,O=C([O-])CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,441.90300000000013
REP_00950,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00950.pdbqt,2,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)[O-])(CC3)CC4)nc2n(CCC)c1=O,-1,True,CCCn1c(=O)c2[n-]c(C34CCC(CCC(=O)[O-])(CC3)CC4)nc2n(CCC)c1=O|CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)[O-])(CC3)CC4)nc2n(CCC)c1=O,415.51400000000024
REP_04581,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_04581.pdbqt,2,Cc1nnc(SCC2=C(C(=O)[O-])[NH+]3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,0,True,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1|Cc1nnc(SCC2=C(C(=O)[O-])[NH+]3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,548.4550000000002
