canonical_smiles,scaffold,max_tc_active
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1,0.35365853658536583
O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c(O)[nH]c(=S)[nH]c1=O,O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c[nH]c(=S)[nH]c1=O,0.6730769230769231
O=C(O)C(Sc1nc2ccccc2n1-c1ccc(C2CC2)c2ccccc12)c1ccc(Cl)cc1,c1ccc(CSc2nc3ccccc3n2-c2ccc(C3CC3)c3ccccc23)cc1,0.37333333333333335
O=C(O)CCCSc1ccncc1C(=O)N1CCc2ccccc2C1,O=C(c1cccnc1)N1CCc2ccccc2C1,0.373134328358209
O=C(O)CCSc1ccncc1C(=O)N1CCOc2ccccc21,O=C(c1cccnc1)N1CCOc2ccccc21,0.4090909090909091
O=C(O)CCSc1ccncc1C(=O)N1CCc2ccccc2C1,O=C(c1cccnc1)N1CCc2ccccc2C1,0.42857142857142855
O=C(O)CSc1ccncc1C(=O)N1CCOc2ccccc21,O=C(c1cccnc1)N1CCOc2ccccc21,0.3
O=C(O)CSc1ccncc1C(=O)N1CCc2ccccc2C1,O=C(c1cccnc1)N1CCc2ccccc2C1,0.31343283582089554
O=C(O)c1ccc(-c2cncc(Nc3ccc(Cl)c(Cl)c3)c2)cc1O,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,0.328125
O=C(O)c1ccc(-c2cncc(Nc3ccc(Cl)cc3)c2)cc1O,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,0.3387096774193548
O=C(O)c1ccc(-c2cncc(Nc3ccc(F)c(Cl)c3)c2)cc1O,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,0.31343283582089554
O=C(O)c1ccc(-c2cncc(Nc3ccc(F)cc3)c2)cc1O,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,0.3387096774193548
O=C(O)c1ccc(-c2cncc(Nc3cccc(Cl)c3)c2)cc1O,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,0.3230769230769231
O=C(O)c1ccc(-c2cncc(Nc3ccccc3)c2)cc1O,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,0.38181818181818183
O=C(O)c1ccc(-c2cncc(Oc3ccc(Cl)cc3)c2)cc1O,c1ccc(Oc2cncc(-c3ccccc3)c2)cc1,0.3387096774193548
O=C(O)c1ccc(-c2cncc(Oc3cccc(Cl)c3)c2)cc1O,c1ccc(Oc2cncc(-c3ccccc3)c2)cc1,0.3230769230769231
O=C(O)c1ccc(-c2cncc(Oc3ccccc3)c2)cc1O,c1ccc(Oc2cncc(-c3ccccc3)c2)cc1,0.38181818181818183
O=C(c1cc(F)c(O)c(Cl)c1)N1CS(=O)(=O)c2ccccc21,O=C(c1ccccc1)N1CS(=O)(=O)c2ccccc21,0.31666666666666665
O=C(c1cnccc1SC1(C(=O)O)CCC1)N1CCOc2ccccc21,O=C(c1cnccc1SC1CCC1)N1CCOc2ccccc21,0.4246575342465753
O=C(c1cnccc1SC1(C(=O)O)CCC1)N1CCc2ccccc2C1,O=C(c1cnccc1SC1CCC1)N1CCc2ccccc2C1,0.4406779661016949
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[SH+]c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.15517241379310345
O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(C(F)(F)F)nc1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1,0.7121212121212122
O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccccc1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1ccccc1,0.8214285714285714
O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cnccc1I,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1,0.734375
O=S(=O)([O-])CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12.[Na+],c1ccc2c(Cn3cnnc3)cccc2c1,0.6923076923076923
