canonical_smiles,scaffold,max_tc_active
CC(C)(C)c1ccc(C(=O)Oc2cccc(/C=C3/N=C(c4cccc(F)c4)OC3=O)c2)cc1,O=C1OC(c2ccccc2)=NC1=Cc1cccc(OC(=O)c2ccccc2)c1,0.21348314606741572
Cc1csc2c(C3CCN(C(=O)c4cc(C5CC5)on4)C3)nc(C)n12,O=C(c1cc(C2CC2)on1)N1CCC(c2ncn3ccsc23)C1,0.18604651162790697
CC1(C)COC(c2sccc2C(=O)N(C(=O)NC2CCCCC2)C2CCCCC2)=N1,O=C(NC1CCCCC1)N(C(=O)c1ccsc1C1=NCCO1)C1CCCCC1,0.16666666666666666
Cc1cc(NC2CN(c3ccncn3)C2)nc(C2CCC2)n1,c1cc(N2CC(Nc3ccnc(C4CCC4)n3)C2)ncn1,0.17045454545454544
CCn1cc(C(=O)N2CC(S(=O)(=O)c3ccc(OC)cc3)C2)c(=O)c2ccc(C)nc21,O=C(c1c[nH]c2ncccc2c1=O)N1CC(S(=O)(=O)c2ccccc2)C1,0.23
CC1=Nc2ccccc2N=C(NC(=O)C(C)N2C(=O)c3ccccc3C2=O)C1c1ccccc1,O=C(CN1C(=O)c2ccccc2C1=O)NC1=Nc2ccccc2N=CC1c1ccccc1,0.21333333333333335
Cc1n[nH]c(C2CN(Cc3nnc(C4CCC4)o3)CCO2)n1,c1n[nH]c(C2CN(Cc3nnc(C4CCC4)o3)CCO2)n1,0.15217391304347827
Cc1ccc(-c2nc(NC(=O)c3ccc4[nH]c(=O)c(=O)[nH]c4c3)sc2C)s1,O=C(Nc1nc(-c2cccs2)cs1)c1ccc2[nH]c(=O)c(=O)[nH]c2c1,0.2054794520547945
O=C1C[C@H]2N(S(=O)(=O)c3cccc4cccc(Cl)c34)CC[C@]23OCCN13,O=C1CC2N(S(=O)(=O)c3cccc4ccccc34)CCC23OCCN13,0.2
O=C1CSC2(C(=O)N(CN3CCN(c4ccc(C(F)(F)F)cc4[N+](=O)[O-])CC3)c3ccccc32)N1c1ccccc1,O=C1CSC2(C(=O)N(CN3CCN(c4ccccc4)CC3)c3ccccc32)N1c1ccccc1,0.18681318681318682
O=C(c1cccnc1)C1CCCN(Cc2c(C(=O)N3CCCC3)nc3sccn23)C1,O=C(c1cccnc1)C1CCCN(Cc2c(C(=O)N3CCCC3)nc3sccn23)C1,0.1956521739130435
COc1c2c(c(CSc3nc4ccccc4[nH]c3=O)c(OC)c1OC)C(=O)OC2,O=C1OCc2cccc(CSc3nc4ccccc4[nH]c3=O)c21,0.16326530612244897
N#Cc1c(NC(=O)Cn2cnc3ccccc3c2=O)sc2c1CCC2,O=C(Cn1cnc2ccccc2c1=O)Nc1cc2c(s1)CCC2,0.24096385542168675
CC(C)CC(C(=O)[O-])N1C(=O)C2C3CC(C2C1=O)C1C(c2cccnc2)c2sc(=O)[nH]c2SC31,O=C1NC(=O)C2C3CC(C4Sc5[nH]c(=O)sc5C(c5cccnc5)C34)C12,0.20618556701030927
