receptor,pocket,n,n_dual,n_A_only,n_B_only,summary_min,auroc_D_vs_B,summary_min_dup,summary_min_ci_lo,summary_min_ci_hi,primary_summary_min,note
4JSX,B,48,18,14,12,0.6389,0.6921,0.6389,0.4352,0.7825,0.6921,pocket B replaced by alt receptor; other pocket from current score master; scheme B
