pair,auroc_D_vs_A,auroc_D_vs_B,summary_min,summary_mean,summary_geometric,summary_harmonic,dual_vs_neither_vina_mean,note
F2/F10,0.4133,0.3448,0.3448,0.379,0.3775,0.376,0.5188,primary remains summary_min; other aggregates are sensitivity only
JAK1/TYK2,0.5751,0.3649,0.3649,0.47,0.4581,0.4465,0.7696,primary remains summary_min; other aggregates are sensitivity only
JAK1/JAK2,0.5884,0.7275,0.5884,0.658,0.6543,0.6506,0.7299,primary remains summary_min; other aggregates are sensitivity only
PPARG/PPARA,0.6492,0.7061,0.6492,0.6776,0.6771,0.6765,0.6853,primary remains summary_min; other aggregates are sensitivity only
PPARA/PPARD,0.6465,0.4463,0.4463,0.5464,0.5372,0.5281,0.5647,primary remains summary_min; other aggregates are sensitivity only
