pair,dropped_group,n_dropped,status,n_dual,n_A_only,n_B_only,n_neither,auroc_D_vs_A,auroc_D_vs_B,delta_neither_minus_B,delta_change,note
EGFR/HER2,G001,43,ok,16,25,14,10,0.6325,0.4196,0.2929,-0.1528,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G002,2,ok,26,37,31,12,0.6674,0.3573,0.4408,-0.0049,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G003,1,ok,27,37,31,12,0.6607,0.3441,0.4430,-0.0027,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G004,4,ok,27,34,31,12,0.6351,0.3393,0.4416,-0.0041,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G005,1,ok,27,37,31,12,0.6557,0.3381,0.4397,-0.0060,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G006,1,ok,27,37,31,12,0.6557,0.3381,0.4397,-0.0060,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G007,1,ok,27,37,31,12,0.6617,0.3357,0.4421,-0.0036,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G008,1,ok,27,37,31,12,0.6877,0.3465,0.4529,0.0072,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G009,1,ok,27,37,31,12,0.6657,0.3465,0.4436,-0.0020,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G010,1,ok,28,36,31,12,0.6756,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G011,3,ok,28,34,31,12,0.6481,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G012,1,ok,28,36,31,12,0.6548,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G013,2,ok,28,35,31,12,0.6694,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G014,5,ok,28,36,27,12,0.6756,0.3029,0.4769,0.0312,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G015,2,ok,28,36,31,11,0.6548,0.3341,0.4256,-0.0200,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G017,1,ok,28,37,30,12,0.6631,0.3214,0.4583,0.0127,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G018,1,ok,28,37,30,12,0.6631,0.3369,0.4429,-0.0028,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G019,1,ok,28,37,30,12,0.6631,0.3238,0.4560,0.0103,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G020,1,ok,28,37,30,12,0.6631,0.3298,0.4500,0.0043,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G021,2,ok,28,36,31,11,0.6577,0.3341,0.4938,0.0482,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G022,5,ok,28,34,30,11,0.6492,0.3167,0.4463,0.0007,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G023,4,ok,24,37,31,12,0.6757,0.3132,0.4472,0.0016,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G024,1,ok,27,37,31,12,0.6607,0.3381,0.4397,-0.0060,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G025,1,ok,27,37,31,12,0.6787,0.3441,0.4430,-0.0027,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G026,1,ok,27,37,31,12,0.6557,0.3333,0.4444,-0.0012,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G027,2,ok,28,35,31,12,0.6510,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G028,1,ok,28,36,31,12,0.6548,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G030,3,ok,28,34,31,12,0.7164,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G031,1,ok,28,36,31,12,0.6706,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G032,1,ok,28,36,31,12,0.6548,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G033,1,ok,28,36,31,12,0.6657,0.3341,0.4457,0.0000,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G034,2,ok,28,37,29,12,0.6631,0.3177,0.4620,0.0164,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G035,1,ok,28,37,30,12,0.6631,0.3214,0.4583,0.0127,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G036,2,ok,28,37,29,12,0.6631,0.3374,0.4423,-0.0033,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G037,4,ok,28,37,31,8,0.6631,0.3341,0.5096,0.0640,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G038,2,ok,28,37,31,10,0.6631,0.3341,0.4088,-0.0369,leave-one-document-group on current eligible scores; missing class not filled as 0
EGFR/HER2,G039,1,ok,28,37,31,11,0.6631,0.3341,0.4256,-0.0200,leave-one-document-group on current eligible scores; missing class not filled as 0
JAK1/TYK2,,0,unresolved_mapping_unavailable,31,32,32,14,0.5751,0.3649,0.4438,,no deposited ligand-document map; ChEMBL sqlite not used
