target_A_chembl,target_B_chembl,uniprot_A,uniprot_B,gene_A,gene_B,pref_A,pref_B,class_A,class_B,n_A,n_B,n_both_measured,theta_dual,theta_A_only,theta_B_only,theta_neither,strict_dual,strict_A_only,strict_B_only,strict_neither,strict_gray,min_strict_hardneg,directional_n10,formulation_n10,supports_strict_panel,supports_thin_panel,metal_either,metal_both,same_class
CHEMBL3142,CHEMBL3130,P78527,O00329,PRKDC,PIK3CD,DNA-dependent protein kinase catalytic subunit,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Atypical protein kinase PIKK family,Transferase,1390,7186,266,143,42,28,53,78,8,9,25,146,8,1,1,0,0,0,0,0
CHEMBL267,CHEMBL5251,P12931,Q06187,SRC,BTK,Proto-oncogene tyrosine-protein kinase Src,Tyrosine-protein kinase BTK,Tyrosine protein kinase Src family,Tyrosine protein kinase Tec family,4027,9798,234,144,37,30,23,83,8,11,5,127,8,1,1,0,0,0,0,0
CHEMBL279,CHEMBL4179,P35968,P45984,KDR,MAPK9,Vascular endothelial growth factor receptor 2,Mitogen-activated protein kinase 9,Tyrosine protein kinase VEGFR family,CMGC protein kinase JNK subfamily,10627,1162,234,87,77,21,49,41,18,8,21,146,8,1,1,0,0,0,0,0
CHEMBL2973,CHEMBL5330,O75116,Q12851,ROCK2,MAP4K2,Rho-associated protein kinase 2,Mitogen-activated protein kinase kinase kinase kinase 2,AGC protein kinase ROCK subfamily,STE protein kinase KHS subfamily,5407,609,234,117,53,37,27,65,14,8,9,138,8,1,1,0,0,0,0,0
CHEMBL4101,CHEMBL2345,P17612,P51812,PRKACA,RPS6KA3,cAMP-dependent protein kinase catalytic subunit alpha,Ribosomal protein S6 kinase alpha-3,AGC protein kinase PKA family,AGC protein kinase RSK subfamily,563,868,229,93,53,26,57,38,18,8,29,136,8,1,1,0,0,0,0,0
CHEMBL262,CHEMBL5518,P49841,Q8N4C8,GSK3B,MINK1,Glycogen synthase kinase-3 beta,Misshapen-like kinase 1,CMGC protein kinase GSK family,STE protein kinase MSN subfamily,5464,418,225,80,47,34,64,43,15,8,16,143,8,1,1,0,0,0,0,0
CHEMBL279,CHEMBL2973,P35968,O75116,KDR,ROCK2,Vascular endothelial growth factor receptor 2,Rho-associated protein kinase 2,Tyrosine protein kinase VEGFR family,AGC protein kinase ROCK subfamily,10627,5407,225,123,40,46,16,74,8,22,2,119,8,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL2595,Q13188,O94806,STK3,PRKD3,Serine/threonine-protein kinase 3,Serine/threonine-protein kinase D3,STE protein kinase MST subfamily,CAMK protein kinase PKD family,525,516,223,79,60,40,44,45,11,8,19,140,8,1,1,0,0,0,0,0
CHEMBL258,CHEMBL3231,P06239,Q13464,LCK,ROCK1,Tyrosine-protein kinase Lck,Rho-associated protein kinase 1,Tyrosine protein kinase Src family,AGC protein kinase ROCK subfamily,2380,2776,220,109,46,35,30,47,10,8,10,145,8,1,1,0,0,0,0,0
CHEMBL1741186,CHEMBL3091268,P51449,Q92753,RORC,RORB,Nuclear receptor ROR-gamma,Nuclear receptor ROR-beta,Nuclear hormone receptor subfamily 1 group F member 3,Nuclear hormone receptor subfamily 1 group F,10762,245,214,48,134,10,22,24,86,8,19,77,8,1,1,0,0,0,0,0
CHEMBL1868,CHEMBL4203,P17948,Q9HAZ1,FLT1,CLK4,Vascular endothelial growth factor receptor 1,Dual specificity protein kinase CLK4,Tyrosine protein kinase VEGFR family,CMGC protein kinase CLK family,1483,1972,211,112,44,37,18,65,25,8,8,105,8,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL2292,Q13188,Q13627,STK3,DYRK1A,Serine/threonine-protein kinase 3,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,STE protein kinase MST subfamily,CMGC protein kinase Dyrk1 subfamily,525,4088,208,86,31,56,35,47,8,20,12,121,8,1,1,0,0,0,0,0
CHEMBL2828,CHEMBL2595,P48730,O94806,CSNK1D,PRKD3,Casein kinase I isoform delta,Serine/threonine-protein kinase D3,CK1 protein kinase CK1 family,CAMK protein kinase PKD family,1468,516,205,67,40,44,54,33,14,8,16,134,8,1,1,0,0,0,0,0
CHEMBL4101,CHEMBL2996,P17612,Q05655,PRKACA,PRKCD,cAMP-dependent protein kinase catalytic subunit alpha,Protein kinase C delta type,AGC protein kinase PKA family,AGC protein kinase PKC delta subfamily,563,976,205,103,37,31,34,64,8,8,16,109,8,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL2147,Q13188,P11309,STK3,PIM1,Serine/threonine-protein kinase 3,Serine/threonine-protein kinase pim-1,STE protein kinase MST subfamily,CAMK protein kinase PIM family,525,4999,204,72,42,38,52,29,12,8,18,137,8,1,1,0,0,0,0,0
CHEMBL262,CHEMBL4525,P49841,Q9UEE5,GSK3B,STK17A,Glycogen synthase kinase-3 beta,Serine/threonine-protein kinase 17A,CMGC protein kinase GSK family,CAMK protein kinase DAPK family,5464,425,198,108,29,40,21,56,8,12,2,120,8,1,1,0,0,0,0,0
CHEMBL1937,CHEMBL4145,Q92769,Q9UKV0,HDAC2,HDAC9,Histone deacetylase 2,Histone deacetylase 9,HDAC class I,HDAC class IIa,2866,390,198,79,43,18,58,57,28,8,32,73,8,1,1,0,0,1,1,0
CHEMBL301,CHEMBL2345,P24941,P51812,CDK2,RPS6KA3,Cyclin-dependent kinase 2,Ribosomal protein S6 kinase alpha-3,CMGC protein kinase CDC2 subfamily,AGC protein kinase RSK subfamily,2646,868,198,71,47,29,51,35,8,8,24,123,8,1,1,0,0,0,0,0
CHEMBL1913,CHEMBL267,P09619,P12931,PDGFRB,SRC,Platelet-derived growth factor receptor beta,Proto-oncogene tyrosine-protein kinase Src,Tyrosine protein kinase PDGFR family,Tyrosine protein kinase Src family,1995,4027,197,108,32,29,28,82,8,17,9,81,8,1,1,0,0,0,0,0
CHEMBL2185,CHEMBL3032,Q96GD4,Q16513,AURKB,PKN2,Aurora kinase B,Serine/threonine-protein kinase N2,Other protein kinase AUR family,AGC protein kinase PKN family,2665,375,197,82,56,32,27,30,17,8,8,134,8,1,1,0,0,0,0,0
CHEMBL2850,CHEMBL2973,P49840,O75116,GSK3A,ROCK2,Glycogen synthase kinase-3 alpha,Rho-associated protein kinase 2,CMGC protein kinase GSK family,AGC protein kinase ROCK subfamily,1617,5407,197,93,31,55,18,51,8,23,7,108,8,1,1,0,0,0,0,0
CHEMBL3231,CHEMBL308,Q13464,P06493,ROCK1,CDK1,Rho-associated protein kinase 1,Cyclin-dependent kinase 1,AGC protein kinase ROCK subfamily,CMGC protein kinase CDC2 subfamily,2776,1500,192,80,47,33,32,37,20,8,11,116,8,1,1,0,0,0,0,0
CHEMBL3032,CHEMBL4852,Q16513,Q9Y4K4,PKN2,MAP4K5,Serine/threonine-protein kinase N2,Mitogen-activated protein kinase kinase kinase kinase 5,AGC protein kinase PKN family,STE protein kinase KHS subfamily,375,467,192,90,29,50,23,49,8,14,2,119,8,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL4036,Q13188,Q00535,STK3,CDK5,Serine/threonine-protein kinase 3,Cyclin-dependent kinase 5,STE protein kinase MST subfamily,CMGC protein kinase CDK5 subfamily,525,720,191,85,31,35,40,51,10,8,16,106,8,1,1,0,0,0,0,0
CHEMBL4005,CHEMBL4282,P42336,P31749,PIK3CA,AKT1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",RAC-alpha serine/threonine-protein kinase,Transferase,AGC protein kinase AKT family,7732,3699,190,81,60,22,27,41,22,8,8,111,8,1,1,0,0,0,0,0
CHEMBL2345,CHEMBL3831,P51812,Q7KZI7,RPS6KA3,MARK2,Ribosomal protein S6 kinase alpha-3,Serine/threonine-protein kinase MARK2,AGC protein kinase RSK subfamily,CAMK protein kinase MARK subfamily,868,341,190,60,45,27,58,27,10,8,16,129,8,1,1,0,0,0,0,0
CHEMBL2973,CHEMBL4202,O75116,Q9H2G2,ROCK2,SLK,Rho-associated protein kinase 2,STE20-like serine/threonine-protein kinase,AGC protein kinase ROCK subfamily,STE protein kinase SLK subfamily,5407,468,189,88,46,37,18,50,21,8,4,106,8,1,1,0,0,0,0,0
CHEMBL3032,CHEMBL4036,Q16513,Q00535,PKN2,CDK5,Serine/threonine-protein kinase N2,Cyclin-dependent kinase 5,AGC protein kinase PKN family,CMGC protein kinase CDK5 subfamily,375,720,188,84,46,28,30,50,13,8,12,105,8,1,1,0,0,0,0,0
CHEMBL2292,CHEMBL3788,Q13627,O00444,DYRK1A,PLK4,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Serine/threonine-protein kinase PLK4,CMGC protein kinase Dyrk1 subfamily,Other protein kinase PLK family,4088,770,188,83,39,46,20,40,8,12,4,124,8,1,1,0,0,0,0,0
CHEMBL262,CHEMBL4040,P49841,P28482,GSK3B,MAPK1,Glycogen synthase kinase-3 beta,Mitogen-activated protein kinase 1,CMGC protein kinase GSK family,CMGC protein kinase ERK subfamily,5464,18719,185,73,58,14,40,38,27,8,16,96,8,1,1,0,0,0,0,0
CHEMBL2815,CHEMBL4203,P04629,Q9HAZ1,NTRK1,CLK4,High affinity nerve growth factor receptor,Dual specificity protein kinase CLK4,Tyrosine protein kinase Trk family,CMGC protein kinase CLK family,4940,1972,184,88,24,39,33,39,9,8,12,116,8,1,1,0,0,0,0,0
CHEMBL1955,CHEMBL2345,P35916,P51812,FLT4,RPS6KA3,Vascular endothelial growth factor receptor 3,Ribosomal protein S6 kinase alpha-3,Tyrosine protein kinase VEGFR family,AGC protein kinase RSK subfamily,813,868,182,73,52,27,30,37,18,8,6,113,8,1,1,0,0,0,0,0
CHEMBL2185,CHEMBL2543,Q96GD4,P78368,AURKB,CSNK1G2,Aurora kinase B,Casein kinase I isoform gamma-2,Other protein kinase AUR family,CK1 protein kinase CK1 family,2665,281,180,54,79,23,24,18,32,8,4,118,8,1,1,0,0,0,0,0
CHEMBL2185,CHEMBL2996,Q96GD4,Q05655,AURKB,PRKCD,Aurora kinase B,Protein kinase C delta type,Other protein kinase AUR family,AGC protein kinase PKC delta subfamily,2665,976,180,52,60,26,42,23,28,8,16,105,8,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL1955,O94806,P35916,PRKD3,FLT4,Serine/threonine-protein kinase D3,Vascular endothelial growth factor receptor 3,CAMK protein kinase PKD family,Tyrosine protein kinase VEGFR family,516,813,178,52,25,61,40,23,8,24,14,109,8,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL262,P68400,P49841,CSNK2A1,GSK3B,Casein kinase II subunit alpha,Glycogen synthase kinase-3 beta,Other protein kinase CK2 family,CMGC protein kinase GSK family,952,5464,176,60,26,52,38,31,8,20,12,105,8,1,1,0,0,0,0,0
CHEMBL233,CHEMBL234,P35372,P35462,OPRM1,DRD3,Mu-type opioid receptor,D(3) dopamine receptor,Opioid receptor,Dopamine receptor,7422,6219,171,71,32,46,22,27,8,10,9,117,8,1,1,0,0,0,0,0
CHEMBL262,CHEMBL4282,P49841,P31749,GSK3B,AKT1,Glycogen synthase kinase-3 beta,RAC-alpha serine/threonine-protein kinase,CMGC protein kinase GSK family,AGC protein kinase AKT family,5464,3699,171,66,54,21,30,35,25,8,12,91,8,1,1,0,0,0,0,0
CHEMBL4630,CHEMBL4722,O14757,O14965,CHEK1,AURKA,Serine/threonine-protein kinase Chk1,Aurora kinase A,CAMK protein kinase CHK1 subfamily,Other protein kinase AUR family,2819,3462,169,67,18,40,44,32,8,15,25,89,8,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL4101,P11362,P17612,FGFR1,PRKACA,Fibroblast growth factor receptor 1,cAMP-dependent protein kinase catalytic subunit alpha,Tyrosine protein kinase FGFR family,AGC protein kinase PKA family,4163,563,164,60,25,33,46,22,8,15,29,90,8,1,1,0,0,0,0,0
CHEMBL2527,CHEMBL3231,O96017,Q13464,CHEK2,ROCK1,Serine/threonine-protein kinase Chk2,Rho-associated protein kinase 1,CAMK protein kinase RAD53 family,AGC protein kinase ROCK subfamily,805,2776,164,85,32,33,14,32,8,8,5,111,8,1,1,0,0,0,0,0
CHEMBL1951,CHEMBL220,P21397,P22303,MAOA,ACHE,Amine oxidase [flavin-containing] A,Acetylcholinesterase,Oxidoreductase,Hydrolase,3193,6197,162,20,18,39,85,7,8,14,54,79,8,1,1,0,0,0,0,0
CHEMBL301,CHEMBL4202,P24941,Q9H2G2,CDK2,SLK,Cyclin-dependent kinase 2,STE20-like serine/threonine-protein kinase,CMGC protein kinase CDC2 subfamily,STE protein kinase SLK subfamily,2646,468,159,62,38,27,32,34,13,8,9,95,8,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL4204,P11362,Q9HBH9,FGFR1,MKNK2,Fibroblast growth factor receptor 1,MAP kinase-interacting serine/threonine-protein kinase 2,Tyrosine protein kinase FGFR family,CAMK protein kinase MNK subfamily,4163,1711,158,62,38,29,29,26,9,8,9,106,8,1,1,0,0,0,0,0
CHEMBL308,CHEMBL4202,P06493,Q9H2G2,CDK1,SLK,Cyclin-dependent kinase 1,STE20-like serine/threonine-protein kinase,CMGC protein kinase CDC2 subfamily,STE protein kinase SLK subfamily,1500,468,158,60,34,33,31,28,10,8,13,99,8,1,1,0,0,0,0,0
CHEMBL4501,CHEMBL4036,P23443,Q00535,RPS6KB1,CDK5,Ribosomal protein S6 kinase beta-1,Cyclin-dependent kinase 5,AGC protein kinase p70 subfamily,CMGC protein kinase CDK5 subfamily,1918,720,155,54,42,25,34,23,12,8,13,99,8,1,1,0,0,0,0,0
CHEMBL2996,CHEMBL4036,Q05655,Q00535,PRKCD,CDK5,Protein kinase C delta type,Cyclin-dependent kinase 5,AGC protein kinase PKC delta subfamily,CMGC protein kinase CDK5 subfamily,976,720,154,47,38,31,38,20,9,8,18,99,8,1,1,0,0,0,0,0
CHEMBL2850,CHEMBL5518,P49840,Q8N4C8,GSK3A,MINK1,Glycogen synthase kinase-3 alpha,Misshapen-like kinase 1,CMGC protein kinase GSK family,STE protein kinase MSN subfamily,1617,418,152,57,37,25,33,26,9,8,12,97,8,1,1,0,0,0,0,0
CHEMBL3231,CHEMBL3553,Q13464,P29597,ROCK1,TYK2,Rho-associated protein kinase 1,Non-receptor tyrosine-protein kinase TYK2,AGC protein kinase ROCK subfamily,Tyrosine protein kinase JakA family,2776,6175,151,99,17,26,9,58,8,12,2,71,8,1,0,0,0,0,0,0
CHEMBL2185,CHEMBL5407,Q96GD4,Q86V86,AURKB,PIM3,Aurora kinase B,Serine/threonine-protein kinase pim-3,Other protein kinase AUR family,CAMK protein kinase PIM family,2665,1671,149,34,55,22,38,11,20,8,18,92,8,1,1,0,0,0,0,0
CHEMBL2147,CHEMBL3831,P11309,Q7KZI7,PIM1,MARK2,Serine/threonine-protein kinase pim-1,Serine/threonine-protein kinase MARK2,CAMK protein kinase PIM family,CAMK protein kinase MARK subfamily,4999,341,147,29,34,36,48,16,8,9,20,94,8,1,1,0,0,0,0,0
CHEMBL2527,CHEMBL1955,O96017,P35916,CHEK2,FLT4,Serine/threonine-protein kinase Chk2,Vascular endothelial growth factor receptor 3,CAMK protein kinase RAD53 family,Tyrosine protein kinase VEGFR family,805,813,144,76,31,22,15,36,8,8,1,91,8,1,1,0,0,0,0,0
CHEMBL2996,CHEMBL3831,Q05655,Q7KZI7,PRKCD,MARK2,Protein kinase C delta type,Serine/threonine-protein kinase MARK2,AGC protein kinase PKC delta subfamily,CAMK protein kinase MARK subfamily,976,341,144,35,27,37,45,20,8,13,15,88,8,1,1,0,0,0,0,0
CHEMBL4575,CHEMBL5518,O43781,Q8N4C8,DYRK3,MINK1,Dual specificity tyrosine-phosphorylation-regulated kinase 3,Misshapen-like kinase 1,CMGC protein kinase Dyrk2 subfamily,STE protein kinase MSN subfamily,571,418,140,44,35,24,37,21,9,8,13,89,8,1,1,0,0,0,0,0
CHEMBL3055,CHEMBL4630,P50613,O14757,CDK7,CHEK1,Cyclin-dependent kinase 7,Serine/threonine-protein kinase Chk1,CMGC protein kinase CDK7 subfamily,CAMK protein kinase CHK1 subfamily,630,2819,139,64,23,22,30,32,8,9,19,71,8,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL308,P68400,P06493,CSNK2A1,CDK1,Casein kinase II subunit alpha,Cyclin-dependent kinase 1,Other protein kinase CK2 family,CMGC protein kinase CDC2 subfamily,952,1500,136,52,18,40,26,20,8,11,10,87,8,1,1,0,0,0,0,0
CHEMBL2147,CHEMBL4516,P11309,Q5VT25,PIM1,CDC42BPA,Serine/threonine-protein kinase pim-1,Serine/threonine-protein kinase MRCK alpha,CAMK protein kinase PIM family,AGC protein kinase GEK subfamily,4999,341,136,34,30,21,51,16,8,10,23,79,8,1,1,0,0,0,0,0
CHEMBL2850,CHEMBL1075167,P49840,Q8NE63,GSK3A,HIPK4,Glycogen synthase kinase-3 alpha,Homeodomain-interacting protein kinase 4,CMGC protein kinase GSK family,CMGC protein kinase HIPK subfamily,1617,338,136,48,46,17,25,13,8,8,5,102,8,1,1,0,0,0,0,0
CHEMBL3032,CHEMBL1955,Q16513,P35916,PKN2,FLT4,Serine/threonine-protein kinase N2,Vascular endothelial growth factor receptor 3,AGC protein kinase PKN family,Tyrosine protein kinase VEGFR family,375,813,131,46,32,31,22,21,8,10,8,84,8,1,1,0,0,0,0,0
CHEMBL4040,CHEMBL4501,P28482,P23443,MAPK1,RPS6KB1,Mitogen-activated protein kinase 1,Ribosomal protein S6 kinase beta-1,CMGC protein kinase ERK subfamily,AGC protein kinase p70 subfamily,18719,1918,129,53,17,31,28,24,8,9,11,77,8,1,1,0,0,0,0,0
CHEMBL301,CHEMBL4630,P24941,O14757,CDK2,CHEK1,Cyclin-dependent kinase 2,Serine/threonine-protein kinase Chk1,CMGC protein kinase CDC2 subfamily,CAMK protein kinase CHK1 subfamily,2646,2819,126,41,44,20,21,15,23,8,11,69,8,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL4501,P68400,P23443,CSNK2A1,RPS6KB1,Casein kinase II subunit alpha,Ribosomal protein S6 kinase beta-1,Other protein kinase CK2 family,AGC protein kinase p70 subfamily,952,1918,125,42,27,27,29,17,8,11,8,81,8,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL3357,P11362,P51617,FGFR1,IRAK1,Fibroblast growth factor receptor 1,Interleukin-1 receptor-associated kinase 1,Tyrosine protein kinase FGFR family,TKL protein kinase IRAK family,4163,682,124,43,30,22,29,22,15,8,8,71,8,1,1,0,0,0,0,0
CHEMBL4630,CHEMBL5261,O14757,Q7L7X3,CHEK1,TAOK1,Serine/threonine-protein kinase Chk1,Serine/threonine-protein kinase TAO1,CAMK protein kinase CHK1 subfamily,STE protein kinase TAO subfamily,2819,481,124,31,35,19,39,14,12,8,11,79,8,1,1,0,0,0,0,0
CHEMBL4179,CHEMBL4204,P45984,Q9HBH9,MAPK9,MKNK2,Mitogen-activated protein kinase 9,MAP kinase-interacting serine/threonine-protein kinase 2,CMGC protein kinase JNK subfamily,CAMK protein kinase MNK subfamily,1162,1711,121,42,20,34,25,16,8,9,2,86,8,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL3231,P68400,Q13464,CSNK2A1,ROCK1,Casein kinase II subunit alpha,Rho-associated protein kinase 1,Other protein kinase CK2 family,AGC protein kinase ROCK subfamily,952,2776,120,40,23,34,23,16,10,8,11,75,8,1,1,0,0,0,0,0
CHEMBL2208,CHEMBL301,P49137,P24941,MAPKAPK2,CDK2,MAP kinase-activated protein kinase 2,Cyclin-dependent kinase 2,CAMK protein kinase MAPKAPK subfamily,CMGC protein kinase CDC2 subfamily,1084,2646,120,21,18,46,35,8,8,16,19,69,8,1,1,0,0,0,0,0
CHEMBL301,CHEMBL5407,P24941,Q86V86,CDK2,PIM3,Cyclin-dependent kinase 2,Serine/threonine-protein kinase pim-3,CMGC protein kinase CDC2 subfamily,CAMK protein kinase PIM family,2646,1671,120,36,38,16,30,20,16,8,11,65,8,1,1,0,0,0,0,0
CHEMBL2850,CHEMBL5407,P49840,Q86V86,GSK3A,PIM3,Glycogen synthase kinase-3 alpha,Serine/threonine-protein kinase pim-3,CMGC protein kinase GSK family,CAMK protein kinase PIM family,1617,1671,117,29,37,27,24,15,17,8,9,68,8,1,1,0,0,0,0,0
CHEMBL2345,CHEMBL4575,P51812,O43781,RPS6KA3,DYRK3,Ribosomal protein S6 kinase alpha-3,Dual specificity tyrosine-phosphorylation-regulated kinase 3,AGC protein kinase RSK subfamily,CMGC protein kinase Dyrk2 subfamily,868,571,114,35,19,32,28,15,8,8,10,73,8,1,1,0,0,0,0,0
CHEMBL4101,CHEMBL1075167,P17612,Q8NE63,PRKACA,HIPK4,cAMP-dependent protein kinase catalytic subunit alpha,Homeodomain-interacting protein kinase 4,AGC protein kinase PKA family,CMGC protein kinase HIPK subfamily,563,338,112,43,31,21,17,9,9,8,4,82,8,1,1,0,0,0,0,0
CHEMBL2208,CHEMBL308,P49137,P06493,MAPKAPK2,CDK1,MAP kinase-activated protein kinase 2,Cyclin-dependent kinase 1,CAMK protein kinase MAPKAPK subfamily,CMGC protein kinase CDC2 subfamily,1084,1500,106,36,16,37,17,25,8,13,10,50,8,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL2996,P11362,Q05655,FGFR1,PRKCD,Fibroblast growth factor receptor 1,Protein kinase C delta type,Tyrosine protein kinase FGFR family,AGC protein kinase PKC delta subfamily,4163,976,103,24,36,18,25,13,19,8,13,50,8,1,1,0,0,0,0,0
CHEMBL4040,CHEMBL4282,P28482,P31749,MAPK1,AKT1,Mitogen-activated protein kinase 1,RAC-alpha serine/threonine-protein kinase,CMGC protein kinase ERK subfamily,AGC protein kinase AKT family,18719,3699,103,21,29,20,33,10,10,8,18,57,8,1,1,0,0,0,0,0
CHEMBL4101,CHEMBL4202,P17612,Q9H2G2,PRKACA,SLK,cAMP-dependent protein kinase catalytic subunit alpha,STE20-like serine/threonine-protein kinase,AGC protein kinase PKA family,STE protein kinase SLK subfamily,563,468,102,33,25,25,19,19,9,8,7,59,8,1,1,0,0,0,0,0
CHEMBL219,CHEMBL233,P21917,P35372,DRD4,OPRM1,D(4) dopamine receptor,Mu-type opioid receptor,Dopamine receptor,Opioid receptor,3016,7422,101,34,22,29,16,14,8,14,10,55,8,1,1,0,0,0,0,0
CHEMBL279,CHEMBL4516,P35968,Q5VT25,KDR,CDC42BPA,Vascular endothelial growth factor receptor 2,Serine/threonine-protein kinase MRCK alpha,Tyrosine protein kinase VEGFR family,AGC protein kinase GEK subfamily,10627,341,100,20,37,16,27,8,23,8,10,51,8,1,1,0,0,0,0,0
CHEMBL3905,CHEMBL2996,P07948,Q05655,LYN,PRKCD,Tyrosine-protein kinase Lyn,Protein kinase C delta type,Tyrosine protein kinase Src family,AGC protein kinase PKC delta subfamily,670,976,98,29,47,16,6,17,25,8,1,47,8,1,0,0,0,0,0,0
CHEMBL4040,CHEMBL4630,P28482,O14757,MAPK1,CHEK1,Mitogen-activated protein kinase 1,Serine/threonine-protein kinase Chk1,CMGC protein kinase ERK subfamily,CAMK protein kinase CHK1 subfamily,18719,2819,96,25,22,17,32,10,8,8,19,51,8,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL4897,O94806,Q9H4B4,PRKD3,PLK3,Serine/threonine-protein kinase D3,Serine/threonine-protein kinase PLK3,CAMK protein kinase PKD family,Other protein kinase PLK family,516,417,95,20,18,30,27,10,8,8,9,60,8,1,1,0,0,0,0,0
CHEMBL308,CHEMBL4282,P06493,P31749,CDK1,AKT1,Cyclin-dependent kinase 1,RAC-alpha serine/threonine-protein kinase,CMGC protein kinase CDC2 subfamily,AGC protein kinase AKT family,1500,3699,94,21,37,13,23,11,15,8,12,48,8,1,1,0,0,0,0,0
CHEMBL1955,CHEMBL5407,P35916,Q86V86,FLT4,PIM3,Vascular endothelial growth factor receptor 3,Serine/threonine-protein kinase pim-3,Tyrosine protein kinase VEGFR family,CAMK protein kinase PIM family,813,1671,90,17,33,15,25,7,9,8,5,61,8,1,1,0,0,0,0,0
CHEMBL204,CHEMBL2821,P00734,P00748,F2,F12,Prothrombin,Coagulation factor XII,Serine protease S1A subfamily,Serine protease S1A subfamily,5583,678,87,22,10,43,12,9,8,33,7,30,8,1,1,0,0,0,0,1
CHEMBL2000,CHEMBL3286,P03952,P00749,KLKB1,PLAU,Plasma kallikrein,Urokinase-type plasminogen activator,Serine protease S1A subfamily,Serine protease S1A subfamily,3757,1086,86,21,21,21,23,12,13,8,14,39,8,1,1,0,0,0,0,1
CHEMBL4179,CHEMBL2996,P45984,Q05655,MAPK9,PRKCD,Mitogen-activated protein kinase 9,Protein kinase C delta type,CMGC protein kinase JNK subfamily,AGC protein kinase PKC delta subfamily,1162,976,84,23,20,18,23,10,8,8,6,52,8,1,1,0,0,0,0,0
CHEMBL4282,CHEMBL4630,P31749,O14757,AKT1,CHEK1,RAC-alpha serine/threonine-protein kinase,Serine/threonine-protein kinase Chk1,AGC protein kinase AKT family,CAMK protein kinase CHK1 subfamily,3699,2819,78,15,15,23,25,3,8,13,16,38,8,1,1,0,0,0,0,0
CHEMBL1293235,CHEMBL1293299,P02545,Q03164,LMNA,KMT2A,Prelamin-A/C,Histone-lysine N-methyltransferase 2A,Structural protein,Protein methyltransferase,36154,17209,2035,13,268,36,1718,4,174,7,1541,309,7,1,1,0,0,0,0,0
CHEMBL203,CHEMBL1824,P00533,P04626,EGFR,ERBB2,Epidermal growth factor receptor,Receptor tyrosine-protein kinase erbB-2,Tyrosine protein kinase EGFR family,Tyrosine protein kinase EGFR family,11198,2619,1751,1182,207,46,316,951,39,7,207,547,7,1,1,0,0,0,0,1
CHEMBL1868,CHEMBL279,P17948,P35968,FLT1,KDR,Vascular endothelial growth factor receptor 1,Vascular endothelial growth factor receptor 2,Tyrosine protein kinase VEGFR family,Tyrosine protein kinase VEGFR family,1483,10627,1268,990,39,119,120,714,7,18,64,465,7,1,1,0,0,0,0,1
CHEMBL210,CHEMBL213,P07550,P08588,ADRB2,ADRB1,Beta-2 adrenergic receptor,Beta-1 adrenergic receptor,Adrenergic receptor,Adrenergic receptor,2151,1546,1131,711,140,50,230,541,29,7,119,435,7,1,1,0,0,0,0,1
CHEMBL3242,CHEMBL3729,O43570,P22748,CA12,CA4,Carbonic anhydrase 12,Carbonic anhydrase 4,Lyase,Lyase,4966,1640,803,502,200,13,88,359,110,7,77,250,7,1,1,0,0,1,1,1
CHEMBL214,CHEMBL228,P08908,P31645,HTR1A,SLC6A4,5-hydroxytryptamine receptor 1A,Sodium-dependent serotonin transporter,Serotonin receptor,SLC06 neurotransmitter transporter family,5848,5410,624,536,48,25,15,451,7,7,4,155,7,1,1,0,0,0,0,0
CHEMBL225,CHEMBL228,P28335,P31645,HTR2C,SLC6A4,5-hydroxytryptamine receptor 2C,Sodium-dependent serotonin transporter,Serotonin receptor,SLC06 neurotransmitter transporter family,4034,5410,561,422,51,64,24,298,7,13,3,240,7,1,1,0,0,0,0,0
CHEMBL222,CHEMBL289,P23975,P10635,SLC6A2,CYP2D6,Sodium-dependent noradrenaline transporter,Cytochrome P450 2D6,SLC06 neurotransmitter transporter family,Cytochrome P450 2D6,3740,6368,498,209,221,30,38,99,126,7,13,253,7,1,1,0,0,0,0,0
CHEMBL279,CHEMBL1844,P35968,P07333,KDR,CSF1R,Vascular endothelial growth factor receptor 2,Macrophage colony-stimulating factor 1 receptor,Tyrosine protein kinase VEGFR family,Tyrosine protein kinase PDGFR family,10627,2639,437,297,36,51,53,212,8,7,27,183,7,1,1,0,0,0,0,0
