target_A_chembl,target_B_chembl,uniprot_A,uniprot_B,gene_A,gene_B,pref_A,pref_B,class_A,class_B,n_A,n_B,n_both_measured,theta_dual,theta_A_only,theta_B_only,theta_neither,strict_dual,strict_A_only,strict_B_only,strict_neither,strict_gray,min_strict_hardneg,directional_n10,formulation_n10,supports_strict_panel,supports_thin_panel,metal_either,metal_both,same_class
CHEMBL1913,CHEMBL5319,P09619,Q08345,PDGFRB,DDR1,Platelet-derived growth factor receptor beta,Epithelial discoidin domain-containing receptor 1,Tyrosine protein kinase PDGFR family,Tyrosine protein kinase DDR family,1995,1646,85,57,13,10,5,44,3,3,2,33,3,1,0,0,0,0,0,0
CHEMBL2426,CHEMBL5407,Q9HCP0,Q86V86,CSNK1G1,PIM3,Casein kinase I isoform gamma-1,Serine/threonine-protein kinase pim-3,CK1 protein kinase CK1 family,CAMK protein kinase PIM family,223,1671,85,23,22,14,26,11,6,3,5,60,3,1,1,0,0,0,0,0
CHEMBL2527,CHEMBL4897,O96017,Q9H4B4,CHEK2,PLK3,Serine/threonine-protein kinase Chk2,Serine/threonine-protein kinase PLK3,CAMK protein kinase RAD53 family,Other protein kinase PLK family,805,417,85,32,31,10,12,9,13,3,4,56,3,1,1,0,0,0,0,0
CHEMBL2148,CHEMBL5719,P52333,P49336,JAK3,CDK8,Tyrosine-protein kinase JAK3,Cyclin-dependent kinase 8,Tyrosine protein kinase JakA family,CMGC protein kinase CDK8 subfamily,7463,678,85,37,10,19,19,15,3,5,8,54,3,1,1,0,0,0,0,0
CHEMBL4630,CHEMBL5719,O14757,P49336,CHEK1,CDK8,Serine/threonine-protein kinase Chk1,Cyclin-dependent kinase 8,CAMK protein kinase CHK1 subfamily,CMGC protein kinase CDK8 subfamily,2819,678,85,27,17,11,30,5,3,7,16,54,3,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL5819,P68400,P51957,CSNK2A1,NEK4,Casein kinase II subunit alpha,Serine/threonine-protein kinase Nek4,Other protein kinase CK2 family,Other protein kinase NEK family,952,191,84,31,16,16,21,16,4,3,4,57,3,1,1,0,0,0,0,0
CHEMBL2426,CHEMBL4897,Q9HCP0,Q9H4B4,CSNK1G1,PLK3,Casein kinase I isoform gamma-1,Serine/threonine-protein kinase PLK3,CK1 protein kinase CK1 family,Other protein kinase PLK family,223,417,84,19,14,25,26,4,3,6,4,67,3,1,1,0,0,0,0,0
CHEMBL4816,CHEMBL4040,Q9Y243,P28482,AKT3,MAPK1,RAC-gamma serine/threonine-protein kinase,Mitogen-activated protein kinase 1,AGC protein kinase AKT family,CMGC protein kinase ERK subfamily,472,18719,84,25,15,24,20,14,3,7,10,50,3,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL2939,O94806,O15264,PRKD3,MAPK13,Serine/threonine-protein kinase D3,Mitogen-activated protein kinase 13,CAMK protein kinase PKD family,CMGC protein kinase p38 subfamily,516,212,84,28,19,12,25,9,7,3,7,58,3,1,1,0,0,0,0,0
CHEMBL3905,CHEMBL2007,P07948,P16234,LYN,PDGFRA,Tyrosine-protein kinase Lyn,Platelet-derived growth factor receptor alpha,Tyrosine protein kinase Src family,Tyrosine protein kinase PDGFR family,670,938,84,51,14,15,4,38,3,6,2,35,3,1,0,0,0,0,0,0
CHEMBL3108639,CHEMBL3108640,Q9BXF3,Q9H8M2,CECR2,BRD9,Chromatin remodeling regulator CECR2,Bromodomain-containing protein 9,Bromodomain,Bromodomain,173,353,84,23,32,14,15,9,13,3,6,53,3,1,1,0,0,0,0,1
CHEMBL2147,CHEMBL2939,P11309,O15264,PIM1,MAPK13,Serine/threonine-protein kinase pim-1,Mitogen-activated protein kinase 13,CAMK protein kinase PIM family,CMGC protein kinase p38 subfamily,4999,212,83,19,23,13,28,4,12,3,9,55,3,1,1,0,0,0,0,0
CHEMBL2599,CHEMBL3835,P43405,P51955,SYK,NEK2,Tyrosine-protein kinase SYK,Serine/threonine-protein kinase Nek2,Tyrosine protein kinase Syk family,Other protein kinase NEK family,5292,438,83,37,27,11,8,10,11,3,2,57,3,1,0,0,0,0,0,0
CHEMBL2208,CHEMBL4179,P49137,P45984,MAPKAPK2,MAPK9,MAP kinase-activated protein kinase 2,Mitogen-activated protein kinase 9,CAMK protein kinase MAPKAPK subfamily,CMGC protein kinase JNK subfamily,1084,1162,83,35,15,17,16,19,3,7,4,50,3,1,1,0,0,0,0,0
CHEMBL4040,CHEMBL3831,P28482,Q7KZI7,MAPK1,MARK2,Mitogen-activated protein kinase 1,Serine/threonine-protein kinase MARK2,CMGC protein kinase ERK subfamily,CAMK protein kinase MARK subfamily,18719,341,83,33,16,13,21,20,3,5,11,44,3,1,1,0,0,0,0,0
CHEMBL3905,CHEMBL5568,P07948,P08922,LYN,ROS1,Tyrosine-protein kinase Lyn,Proto-oncogene tyrosine-protein kinase ROS,Tyrosine protein kinase Src family,Tyrosine protein kinase Sev family,670,383,83,56,14,11,2,32,4,3,1,43,3,1,0,0,0,0,0,0
CHEMBL3920,CHEMBL5261,Q04759,Q7L7X3,PRKCQ,TAOK1,Protein kinase C theta type,Serine/threonine-protein kinase TAO1,AGC protein kinase PKC delta subfamily,STE protein kinase TAO subfamily,1061,481,83,28,24,14,17,11,4,3,8,57,3,1,1,0,0,0,0,0
CHEMBL3553,CHEMBL5518,P29597,Q8N4C8,TYK2,MINK1,Non-receptor tyrosine-protein kinase TYK2,Misshapen-like kinase 1,Tyrosine protein kinase JakA family,STE protein kinase MSN subfamily,6175,418,83,43,20,12,8,25,5,3,2,48,3,1,0,0,0,0,0,0
CHEMBL3836,CHEMBL4575,P53667,O43781,LIMK1,DYRK3,LIM domain kinase 1,Dual specificity tyrosine-phosphorylation-regulated kinase 3,TKL protein kinase LIMK subfamily,CMGC protein kinase Dyrk2 subfamily,723,571,83,12,12,26,33,2,3,7,10,61,3,1,1,0,0,0,0,0
CHEMBL1981,CHEMBL2801,P06213,Q13557,INSR,CAMK2D,Insulin receptor,Calcium/calmodulin-dependent protein kinase type II subunit delta,Tyrosine protein kinase InsR family,CAMK protein kinase CAMK2 family,948,426,82,23,26,16,17,13,7,3,6,53,3,1,1,0,0,0,0,0
CHEMBL1913,CHEMBL2292,P09619,Q13627,PDGFRB,DYRK1A,Platelet-derived growth factor receptor beta,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Tyrosine protein kinase PDGFR family,CMGC protein kinase Dyrk1 subfamily,1995,4088,82,37,10,11,24,19,4,3,15,41,3,1,1,0,0,0,0,0
CHEMBL1942,CHEMBL289,P18089,P10635,ADRA2B,CYP2D6,Alpha-2B adrenergic receptor,Cytochrome P450 2D6,Adrenergic receptor,Cytochrome P450 2D6,662,6368,82,28,29,10,15,12,15,3,5,47,3,1,1,0,0,0,0,0
CHEMBL1936,CHEMBL260,P10721,Q16539,KIT,MAPK14,Mast/stem cell growth factor receptor Kit,Mitogen-activated protein kinase 14,Tyrosine protein kinase PDGFR family,CMGC protein kinase p38 subfamily,3186,5096,82,51,13,13,5,27,4,3,3,45,3,1,0,0,0,0,0,0
CHEMBL3142,CHEMBL3797,P78527,Q13315,PRKDC,ATM,DNA-dependent protein kinase catalytic subunit,Serine-protein kinase ATM,Atypical protein kinase PIKK family,Atypical protein kinase PIKK family,1390,3759,82,35,19,15,13,23,10,3,4,42,3,1,1,0,0,0,0,1
CHEMBL2426,CHEMBL4040,Q9HCP0,P28482,CSNK1G1,MAPK1,Casein kinase I isoform gamma-1,Mitogen-activated protein kinase 1,CK1 protein kinase CK1 family,CMGC protein kinase ERK subfamily,223,18719,82,29,17,13,23,12,6,3,6,55,3,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL4816,Q13188,Q9Y243,STK3,AKT3,Serine/threonine-protein kinase 3,RAC-gamma serine/threonine-protein kinase,STE protein kinase MST subfamily,AGC protein kinase AKT family,525,472,82,28,15,11,28,11,7,3,12,49,3,1,1,0,0,0,0,0
CHEMBL267,CHEMBL4599,P12931,Q07912,SRC,TNK2,Proto-oncogene tyrosine-protein kinase Src,Activated CDC42 kinase 1,Tyrosine protein kinase Src family,Tyrosine protein kinase Ack family,4027,799,82,54,10,11,7,34,3,3,1,41,3,1,0,0,0,0,0,0
CHEMBL3920,CHEMBL4630,Q04759,O14757,PRKCQ,CHEK1,Protein kinase C theta type,Serine/threonine-protein kinase Chk1,AGC protein kinase PKC delta subfamily,CAMK protein kinase CHK1 subfamily,1061,2819,82,29,13,18,22,14,3,6,12,47,3,1,1,0,0,0,0,0
CHEMBL260,CHEMBL2007,Q16539,P16234,MAPK14,PDGFRA,Mitogen-activated protein kinase 14,Platelet-derived growth factor receptor alpha,CMGC protein kinase p38 subfamily,Tyrosine protein kinase PDGFR family,5096,938,81,38,11,16,16,19,3,5,10,44,3,1,1,0,0,0,0,0
CHEMBL2431,CHEMBL5600,P31751,P27448,AKT2,MARK3,RAC-beta serine/threonine-protein kinase,MAP/microtubule affinity-regulating kinase 3,AGC protein kinase AKT family,CAMK protein kinase MARK subfamily,1142,443,81,21,10,33,17,8,3,10,5,55,3,1,1,0,0,0,0,0
CHEMBL2208,CHEMBL4630,P49137,O14757,MAPKAPK2,CHEK1,MAP kinase-activated protein kinase 2,Serine/threonine-protein kinase Chk1,CAMK protein kinase MAPKAPK subfamily,CAMK protein kinase CHK1 subfamily,1084,2819,81,18,10,20,33,5,3,8,19,46,3,1,1,0,0,0,0,0
CHEMBL308,CHEMBL4897,P06493,Q9H4B4,CDK1,PLK3,Cyclin-dependent kinase 1,Serine/threonine-protein kinase PLK3,CMGC protein kinase CDC2 subfamily,Other protein kinase PLK family,1500,417,81,24,25,10,22,8,5,3,7,58,3,1,1,0,0,0,0,0
CHEMBL5084,CHEMBL5650,Q9Y6M4,Q8TDC3,CSNK1G3,BRSK1,Casein kinase I isoform gamma-3,Serine/threonine-protein kinase BRSK1,CK1 protein kinase CK1-g,CAMK protein kinase BRSK subfamily,187,236,81,14,24,11,32,1,9,3,11,57,3,1,1,0,0,0,0,0
CHEMBL1944,CHEMBL4791,P08473,P42892,MME,ECE1,Neprilysin,Endothelin-converting enzyme 1,Metallo protease M13 family,Metallo protease M13 family,744,353,80,29,10,30,11,21,3,23,6,27,3,1,1,0,0,0,0,1
CHEMBL3650,CHEMBL5469,P11362,Q14289,FGFR1,PTK2B,Fibroblast growth factor receptor 1,Protein-tyrosine kinase 2-beta,Tyrosine protein kinase FGFR family,Tyrosine protein kinase Fak family,4163,381,80,45,13,21,1,27,3,5,0,45,3,1,0,0,0,0,0,0
CHEMBL267,CHEMBL2147,P12931,P11309,SRC,PIM1,Proto-oncogene tyrosine-protein kinase Src,Serine/threonine-protein kinase pim-1,Tyrosine protein kinase Src family,CAMK protein kinase PIM family,4027,4999,80,19,34,14,13,8,12,3,2,55,3,1,1,0,0,0,0,0
CHEMBL2276,CHEMBL3357,P45983,P51617,MAPK8,IRAK1,Mitogen-activated protein kinase 8,Interleukin-1 receptor-associated kinase 1,CMGC protein kinase JNK subfamily,TKL protein kinase IRAK family,1917,682,80,38,11,18,13,22,3,6,2,47,3,1,1,0,0,0,0,0
CHEMBL4630,CHEMBL3357,O14757,P51617,CHEK1,IRAK1,Serine/threonine-protein kinase Chk1,Interleukin-1 receptor-associated kinase 1,CAMK protein kinase CHK1 subfamily,TKL protein kinase IRAK family,2819,682,80,29,11,24,16,14,3,10,7,46,3,1,1,0,0,0,0,0
CHEMBL258,CHEMBL5014,P06239,O43353,LCK,RIPK2,Tyrosine-protein kinase Lck,Receptor-interacting serine/threonine-protein kinase 2,Tyrosine protein kinase Src family,TKL protein kinase RIPK family,2380,712,79,44,12,15,8,23,3,8,1,44,3,1,0,0,0,0,0,0
CHEMBL2828,CHEMBL4282,P48730,P31749,CSNK1D,AKT1,Casein kinase I isoform delta,RAC-alpha serine/threonine-protein kinase,CK1 protein kinase CK1 family,AGC protein kinase AKT family,1468,3699,79,14,23,14,28,7,8,3,13,48,3,1,1,0,0,0,0,0
CHEMBL3717,CHEMBL3778,P08581,Q9NWZ3,MET,IRAK4,Hepatocyte growth factor receptor,Interleukin-1 receptor-associated kinase 4,Tyrosine protein kinase Met family,TKL protein kinase IRAK family,4658,7494,79,34,18,15,12,13,7,3,0,56,3,1,1,0,0,0,0,0
CHEMBL4101,CHEMBL5903,P17612,Q04771,PRKACA,ACVR1,cAMP-dependent protein kinase catalytic subunit alpha,Activin receptor type-1,AGC protein kinase PKA family,TKL protein kinase STKR1,563,1120,79,32,14,10,23,11,3,3,19,43,3,1,1,0,0,0,0,0
CHEMBL2276,CHEMBL4204,P45983,Q9HBH9,MAPK8,MKNK2,Mitogen-activated protein kinase 8,MAP kinase-interacting serine/threonine-protein kinase 2,CMGC protein kinase JNK subfamily,CAMK protein kinase MNK subfamily,1917,1711,79,36,16,16,11,19,4,3,0,53,3,1,1,0,0,0,0,0
CHEMBL4036,CHEMBL4375,Q00535,Q96SB4,CDK5,SRPK1,Cyclin-dependent kinase 5,SRSF protein kinase 1,CMGC protein kinase CDK5 subfamily,CMGC protein kinase SRPK family,720,376,79,19,29,10,21,4,12,3,8,52,3,1,1,0,0,0,0,0
CHEMBL2431,CHEMBL5794,P31751,Q9HBY8,AKT2,SGK2,RAC-beta serine/threonine-protein kinase,Serine/threonine-protein kinase Sgk2,AGC protein kinase AKT family,AGC protein kinase SGK family,1142,265,78,19,12,27,20,10,3,8,8,49,3,1,1,0,0,0,0,0
CHEMBL4040,CHEMBL4852,P28482,Q9Y4K4,MAPK1,MAP4K5,Mitogen-activated protein kinase 1,Mitogen-activated protein kinase kinase kinase kinase 5,CMGC protein kinase ERK subfamily,STE protein kinase KHS subfamily,18719,467,78,35,15,18,10,15,7,3,5,48,3,1,1,0,0,0,0,0
CHEMBL4852,CHEMBL5469,Q9Y4K4,Q14289,MAP4K5,PTK2B,Mitogen-activated protein kinase kinase kinase kinase 5,Protein-tyrosine kinase 2-beta,STE protein kinase KHS subfamily,Tyrosine protein kinase Fak family,467,381,78,55,10,10,3,24,3,5,1,45,3,1,0,0,0,0,0,0
CHEMBL204,CHEMBL4444,P00734,P04070,F2,PROC,Prothrombin,Vitamin K-dependent protein C,Serine protease S1A subfamily,Serine protease S1A subfamily,5583,155,77,12,12,20,33,5,3,5,16,48,3,1,1,0,0,0,0,1
CHEMBL1981,CHEMBL3032,P06213,Q16513,INSR,PKN2,Insulin receptor,Serine/threonine-protein kinase N2,Tyrosine protein kinase InsR family,AGC protein kinase PKN family,948,375,77,28,22,16,11,11,3,5,4,54,3,1,1,0,0,0,0,0
CHEMBL1867,CHEMBL1293235,P08913,P02545,ADRA2A,LMNA,Alpha-2A adrenergic receptor,Prelamin-A/C,Adrenergic receptor,Structural protein,1078,36154,77,22,25,13,17,13,15,3,2,44,3,1,1,0,0,0,0,0
CHEMBL3155,CHEMBL4105907,P34969,Q5BJF2,HTR7,TMEM97,5-hydroxytryptamine receptor 7,Sigma intracellular receptor 2,Serotonin receptor,Membrane receptor,3189,846,77,47,11,13,6,23,3,4,0,47,3,1,0,0,0,0,0,0
CHEMBL2595,CHEMBL4147,O94806,Q9UQM7,PRKD3,CAMK2A,Serine/threonine-protein kinase D3,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CAMK protein kinase PKD family,CAMK protein kinase CAMK2 family,516,147,77,21,17,10,29,9,4,3,22,39,3,1,1,0,0,0,0,0
CHEMBL2996,CHEMBL4674,Q05655,P53778,PRKCD,MAPK12,Protein kinase C delta type,Mitogen-activated protein kinase 12,AGC protein kinase PKC delta subfamily,CMGC protein kinase p38 subfamily,976,252,77,20,29,11,17,6,11,3,5,52,3,1,1,0,0,0,0,0
CHEMBL3553,CHEMBL4852,P29597,Q9Y4K4,TYK2,MAP4K5,Non-receptor tyrosine-protein kinase TYK2,Mitogen-activated protein kinase kinase kinase kinase 5,Tyrosine protein kinase JakA family,STE protein kinase KHS subfamily,6175,467,77,50,10,11,6,24,3,3,1,46,3,1,0,0,0,0,0,0
CHEMBL5469,CHEMBL6166,Q14289,O95819,PTK2B,MAP4K4,Protein-tyrosine kinase 2-beta,Mitogen-activated protein kinase kinase kinase kinase 4,Tyrosine protein kinase Fak family,STE protein kinase MSN subfamily,381,1278,77,52,10,11,4,24,3,3,0,47,3,1,0,0,0,0,0,0
CHEMBL1995,CHEMBL4427,P43119,Q13258,PTGIR,PTGDR,Prostacyclin receptor,Prostaglandin D2 receptor,Prostanoid receptor,Prostanoid receptor,391,588,76,37,11,14,14,26,3,8,6,33,3,1,1,0,0,0,0,1
CHEMBL262,CHEMBL331,P49841,P11802,GSK3B,CDK4,Glycogen synthase kinase-3 beta,Cyclin-dependent kinase 4,CMGC protein kinase GSK family,CMGC protein kinase group,5464,1427,76,42,16,12,6,29,4,3,1,39,3,1,0,0,0,0,0,0
CHEMBL2959,CHEMBL3009,Q08881,Q15303,ITK,ERBB4,Tyrosine-protein kinase ITK/TSK,Receptor tyrosine-protein kinase erbB-4,Tyrosine protein kinase Tec family,Tyrosine protein kinase EGFR family,1431,329,76,43,18,11,4,25,3,3,1,44,3,1,0,0,0,0,0,0
CHEMBL2793,CHEMBL3886,P48729,Q9NYL2,CSNK1A1,MAP3K20,Casein kinase I isoform alpha,Mitogen-activated protein kinase kinase kinase 20,CK1 protein kinase CK1 family,TKL protein kinase MLK subfamily,450,310,76,14,18,15,29,5,6,3,9,53,3,1,1,0,0,0,0,0
CHEMBL2996,CHEMBL4482,Q05655,O96013,PRKCD,PAK4,Protein kinase C delta type,Serine/threonine-protein kinase PAK 4,AGC protein kinase PKC delta subfamily,STE protein kinase PAKB subfamily,976,616,76,31,16,12,17,17,3,3,8,45,3,1,1,0,0,0,0,0
CHEMBL258,CHEMBL5818,P06239,P51817,LCK,PRKX,Tyrosine-protein kinase Lck,cAMP-dependent protein kinase catalytic subunit PRKX,Tyrosine protein kinase Src family,AGC protein kinase PKA family,2380,285,75,30,14,16,15,9,3,3,7,53,3,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL2939,P11362,O15264,FGFR1,MAPK13,Fibroblast growth factor receptor 1,Mitogen-activated protein kinase 13,Tyrosine protein kinase FGFR family,CMGC protein kinase p38 subfamily,4163,212,75,24,24,10,17,8,14,3,7,43,3,1,1,0,0,0,0,0
CHEMBL4179,CHEMBL5818,P45984,P51817,MAPK9,PRKX,Mitogen-activated protein kinase 9,cAMP-dependent protein kinase catalytic subunit PRKX,CMGC protein kinase JNK subfamily,AGC protein kinase PKA family,1162,285,75,28,11,22,14,9,3,6,7,50,3,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL2793,P68400,P48729,CSNK2A1,CSNK1A1,Casein kinase II subunit alpha,Casein kinase I isoform alpha,Other protein kinase CK2 family,CK1 protein kinase CK1 family,952,450,74,24,17,11,22,6,8,3,6,51,3,1,1,0,0,0,0,0
CHEMBL3629,CHEMBL4516,P68400,Q5VT25,CSNK2A1,CDC42BPA,Casein kinase II subunit alpha,Serine/threonine-protein kinase MRCK alpha,Other protein kinase CK2 family,AGC protein kinase GEK subfamily,952,341,74,22,20,10,22,8,9,3,6,48,3,1,1,0,0,0,0,0
CHEMBL267,CHEMBL3587,P12931,Q02750,SRC,MAP2K1,Proto-oncogene tyrosine-protein kinase Src,Dual specificity mitogen-activated protein kinase kinase 1,Tyrosine protein kinase Src family,STE protein kinase STE7 family,4027,1100,74,41,12,12,9,23,3,3,2,43,3,1,0,0,0,0,0,0
CHEMBL4516,CHEMBL5084,Q5VT25,Q9Y6M4,CDC42BPA,CSNK1G3,Serine/threonine-protein kinase MRCK alpha,Casein kinase I isoform gamma-3,AGC protein kinase GEK subfamily,CK1 protein kinase CK1-g,341,187,74,24,12,15,23,10,3,6,10,45,3,1,1,0,0,0,0,0
CHEMBL2599,CHEMBL2695,P43405,Q05397,SYK,PTK2,Tyrosine-protein kinase SYK,Focal adhesion kinase 1,Tyrosine protein kinase Syk family,Tyrosine protein kinase Fak family,5292,2216,73,39,11,15,8,23,6,3,3,38,3,1,0,0,0,0,0,0
CHEMBL301,CHEMBL5469,P24941,Q14289,CDK2,PTK2B,Cyclin-dependent kinase 2,Protein-tyrosine kinase 2-beta,CMGC protein kinase CDC2 subfamily,Tyrosine protein kinase Fak family,2646,381,73,34,25,11,3,16,9,3,2,43,3,1,0,0,0,0,0,0
CHEMBL308,CHEMBL3835,P06493,P51955,CDK1,NEK2,Cyclin-dependent kinase 1,Serine/threonine-protein kinase Nek2,CMGC protein kinase CDC2 subfamily,Other protein kinase NEK family,1500,438,73,22,21,12,18,3,5,3,10,52,3,1,1,0,0,0,0,0
CHEMBL1981,CHEMBL308,P06213,P06493,INSR,CDK1,Insulin receptor,Cyclin-dependent kinase 1,Tyrosine protein kinase InsR family,CMGC protein kinase CDC2 subfamily,948,1500,72,32,13,19,8,10,3,6,3,50,3,1,0,0,0,0,0,0
CHEMBL2431,CHEMBL4204,P31751,Q9HBH9,AKT2,MKNK2,RAC-beta serine/threonine-protein kinase,MAP kinase-interacting serine/threonine-protein kinase 2,AGC protein kinase AKT family,CAMK protein kinase MNK subfamily,1142,1711,72,13,10,29,20,4,3,12,7,46,3,1,1,0,0,0,0,0
CHEMBL4816,CHEMBL3829,Q9Y243,Q13555,AKT3,CAMK2G,RAC-gamma serine/threonine-protein kinase,Calcium/calmodulin-dependent protein kinase type II subunit gamma,AGC protein kinase AKT family,CAMK protein kinase CAMK2 family,472,257,72,22,10,11,29,12,4,3,9,44,3,1,1,0,0,0,0,0
CHEMBL3819,CHEMBL3724,Q92633,Q9HBW0,LPAR1,LPAR2,Lysophosphatidic acid receptor 1,Lysophosphatidic acid receptor 2,EDG receptor,EDG receptor,524,168,72,22,10,10,30,19,3,7,23,20,3,1,1,0,0,0,0,1
CHEMBL4040,CHEMBL3836,P28482,P53667,MAPK1,LIMK1,Mitogen-activated protein kinase 1,LIM domain kinase 1,CMGC protein kinase ERK subfamily,TKL protein kinase LIMK subfamily,18719,723,72,21,14,16,21,7,4,3,9,49,3,1,1,0,0,0,0,0
CHEMBL2008,CHEMBL2061,P10826,P19793,RARB,RXRA,Retinoic acid receptor beta,Retinoic acid receptor RXR-alpha,Nuclear hormone receptor subfamily 1 group B member 2,Nuclear hormone receptor subfamily 2 group B member 1,316,1390,70,32,13,19,6,22,3,9,1,35,3,1,0,0,0,0,0,0
CHEMBL2431,CHEMBL4202,P31751,Q9H2G2,AKT2,SLK,RAC-beta serine/threonine-protein kinase,STE20-like serine/threonine-protein kinase,AGC protein kinase AKT family,STE protein kinase SLK subfamily,1142,468,70,11,12,25,22,3,3,11,13,40,3,1,1,0,0,0,0,0
CHEMBL2276,CHEMBL3829,P45983,Q13555,MAPK8,CAMK2G,Mitogen-activated protein kinase 8,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CMGC protein kinase JNK subfamily,CAMK protein kinase CAMK2 family,1917,257,70,32,14,11,13,14,4,3,0,49,3,1,1,0,0,0,0,0
CHEMBL4036,CHEMBL5469,Q00535,Q14289,CDK5,PTK2B,Cyclin-dependent kinase 5,Protein-tyrosine kinase 2-beta,CMGC protein kinase CDK5 subfamily,Tyrosine protein kinase Fak family,720,381,70,28,26,14,2,9,5,3,2,51,3,1,0,0,0,0,0,0
CHEMBL1867,CHEMBL233,P08913,P35372,ADRA2A,OPRM1,Alpha-2A adrenergic receptor,Mu-type opioid receptor,Adrenergic receptor,Opioid receptor,1078,7422,69,21,16,10,22,8,3,3,8,47,3,1,1,0,0,0,0,0
CHEMBL1824,CHEMBL1955,P04626,P35916,ERBB2,FLT4,Receptor tyrosine-protein kinase erbB-2,Vascular endothelial growth factor receptor 3,Tyrosine protein kinase EGFR family,Tyrosine protein kinase VEGFR family,2619,813,69,33,10,11,15,19,3,3,4,40,3,1,1,0,0,0,0,0
CHEMBL4040,CHEMBL3829,P28482,Q13555,MAPK1,CAMK2G,Mitogen-activated protein kinase 1,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CMGC protein kinase ERK subfamily,CAMK protein kinase CAMK2 family,18719,257,69,26,15,11,17,15,7,3,8,36,3,1,1,0,0,0,0,0
CHEMBL301,CHEMBL4898,P24941,Q16620,CDK2,NTRK2,Cyclin-dependent kinase 2,BDNF/NT-3 growth factors receptor,CMGC protein kinase CDC2 subfamily,Tyrosine protein kinase Trk family,2646,821,69,26,15,22,6,15,3,8,0,43,3,1,0,0,0,0,0,0
CHEMBL2996,CHEMBL5084,Q05655,Q9Y6M4,PRKCD,CSNK1G3,Protein kinase C delta type,Casein kinase I isoform gamma-3,AGC protein kinase PKC delta subfamily,CK1 protein kinase CK1-g,976,187,69,22,16,11,20,5,5,3,7,49,3,1,1,0,0,0,0,0
CHEMBL5275,CHEMBL5310,P36894,P36896,BMPR1A,ACVR1B,Bone morphogenetic protein receptor type-1A,Activin receptor type-1B,TKL protein kinase STKR Type 1 subfamily,TKL protein kinase STKR Type 1 subfamily,277,171,69,22,22,10,15,15,11,3,6,34,3,1,1,0,0,0,0,1
CHEMBL203,CHEMBL5608,P00533,Q16288,EGFR,NTRK3,Epidermal growth factor receptor,NT-3 growth factor receptor,Tyrosine protein kinase EGFR family,Tyrosine protein kinase Trk family,11198,648,68,46,10,11,1,19,3,4,0,42,3,1,0,0,0,0,0,0
CHEMBL3650,CHEMBL4601,P11362,Q13882,FGFR1,PTK6,Fibroblast growth factor receptor 1,Protein-tyrosine kinase 6,Tyrosine protein kinase FGFR family,Tyrosine protein kinase Src family,4163,307,68,39,10,12,7,20,3,3,2,40,3,1,0,0,0,0,0,0
CHEMBL2595,CHEMBL3009,O94806,Q15303,PRKD3,ERBB4,Serine/threonine-protein kinase D3,Receptor tyrosine-protein kinase erbB-4,CAMK protein kinase PKD family,Tyrosine protein kinase EGFR family,516,329,68,22,17,16,13,11,3,3,0,51,3,1,1,0,0,0,0,0
CHEMBL2959,CHEMBL301,Q08881,P24941,ITK,CDK2,Tyrosine-protein kinase ITK/TSK,Cyclin-dependent kinase 2,Tyrosine protein kinase Tec family,CMGC protein kinase CDC2 subfamily,1431,2646,68,34,15,12,7,21,7,3,5,32,3,1,0,0,0,0,0,0
CHEMBL4040,CHEMBL5084,P28482,Q9Y6M4,MAPK1,CSNK1G3,Mitogen-activated protein kinase 1,Casein kinase I isoform gamma-3,CMGC protein kinase ERK subfamily,CK1 protein kinase CK1-g,18719,187,68,25,12,16,15,9,4,3,6,46,3,1,1,0,0,0,0,0
CHEMBL3553,CHEMBL4576,P29597,Q9H2X6,TYK2,HIPK2,Non-receptor tyrosine-protein kinase TYK2,Homeodomain-interacting protein kinase 2,Tyrosine protein kinase JakA family,CMGC protein kinase HIPK subfamily,6175,373,68,43,11,12,2,19,3,3,0,43,3,1,0,0,0,0,0,0
CHEMBL4482,CHEMBL1075167,O96013,Q8NE63,PAK4,HIPK4,Serine/threonine-protein kinase PAK 4,Homeodomain-interacting protein kinase 4,STE protein kinase PAKB subfamily,CMGC protein kinase HIPK subfamily,616,338,68,25,14,22,7,4,3,7,1,53,3,1,0,0,0,0,0,0
CHEMBL4816,CHEMBL3778,Q9Y243,Q9NWZ3,AKT3,IRAK4,RAC-gamma serine/threonine-protein kinase,Interleukin-1 receptor-associated kinase 4,AGC protein kinase AKT family,TKL protein kinase IRAK family,472,7494,67,24,14,11,18,7,5,3,8,44,3,1,1,0,0,0,0,0
CHEMBL4897,CHEMBL4575,Q9H4B4,O43781,PLK3,DYRK3,Serine/threonine-protein kinase PLK3,Dual specificity tyrosine-phosphorylation-regulated kinase 3,Other protein kinase PLK family,CMGC protein kinase Dyrk2 subfamily,417,571,67,17,16,16,18,7,3,5,5,47,3,1,1,0,0,0,0,0
