target_A_chembl,target_B_chembl,uniprot_A,uniprot_B,gene_A,gene_B,pref_A,pref_B,class_A,class_B,n_A,n_B,n_both_measured,theta_dual,theta_A_only,theta_B_only,theta_neither,strict_dual,strict_A_only,strict_B_only,strict_neither,strict_gray,min_strict_hardneg,directional_n10,formulation_n10,supports_strict_panel,supports_thin_panel,metal_either,metal_both,same_class
CHEMBL5896,CHEMBL1938211,O75164,O15054,KDM4A,KDM6B,Lysine-specific demethylase 4A,Lysine-specific demethylase 6B,Jumonji domain-containing,Jumonji domain-containing,288,221,46,3,15,2,26,1,10,2,21,12,2,0,0,0,0,0,0,1
CHEMBL1075189,CHEMBL1741176,P14618,P17861,PKM,XBP1,Pyruvate kinase PKM,X-box-binding protein 1,Enzyme,Transcription factor,6856,584,46,0,4,7,35,0,2,4,22,18,2,0,0,0,0,0,0,0
CHEMBL1981,CHEMBL6003,P06213,Q9BXA7,INSR,TSSK1B,Insulin receptor,Testis-specific serine/threonine-protein kinase 1,Tyrosine protein kinase InsR family,CAMK protein kinase TSSK family,948,91,45,21,10,11,3,10,2,2,0,31,2,1,0,0,0,0,0,0
CHEMBL1850,CHEMBL1833,P21918,P41595,DRD5,HTR2B,D(1B) dopamine receptor,5-hydroxytryptamine receptor 2B,Dopamine receptor,Serotonin receptor,401,2163,45,30,5,10,0,10,2,5,0,28,2,0,0,0,0,0,0,0
CHEMBL260,CHEMBL4128,Q16539,Q02763,MAPK14,TEK,Mitogen-activated protein kinase 14,Angiopoietin-1 receptor,CMGC protein kinase p38 subfamily,Tyrosine protein kinase Tie family,5096,966,45,27,6,8,4,17,4,2,2,20,2,0,0,0,0,0,0,0
CHEMBL4948,CHEMBL3788,Q13163,O00444,MAP2K5,PLK4,Dual specificity mitogen-activated protein kinase kinase 5,Serine/threonine-protein kinase PLK4,STE protein kinase STE7 family,Other protein kinase PLK family,114,770,45,23,7,13,2,16,2,2,0,25,2,0,0,0,0,0,0,0
CHEMBL4816,CHEMBL2793,Q9Y243,P48729,AKT3,CSNK1A1,RAC-gamma serine/threonine-protein kinase,Casein kinase I isoform alpha,AGC protein kinase AKT family,CK1 protein kinase CK1 family,472,450,45,14,10,7,14,5,3,2,6,29,2,0,0,0,0,0,0,0
CHEMBL1868,CHEMBL4454,P17948,P09769,FLT1,FGR,Vascular endothelial growth factor receptor 1,Tyrosine-protein kinase Fgr,Tyrosine protein kinase VEGFR family,Tyrosine protein kinase Src family,1483,129,45,24,9,6,6,14,3,2,2,24,2,0,0,0,0,0,0,0
CHEMBL2939,CHEMBL3553,O15264,P29597,MAPK13,TYK2,Mitogen-activated protein kinase 13,Non-receptor tyrosine-protein kinase TYK2,CMGC protein kinase p38 subfamily,Tyrosine protein kinase JakA family,212,6175,45,19,4,17,5,5,2,8,1,29,2,0,0,0,0,0,0,0
CHEMBL2973,CHEMBL2007,O75116,P16234,ROCK2,PDGFRA,Rho-associated protein kinase 2,Platelet-derived growth factor receptor alpha,AGC protein kinase ROCK subfamily,Tyrosine protein kinase PDGFR family,5407,938,45,27,6,6,6,16,2,2,1,24,2,0,0,0,0,0,0,0
CHEMBL4014,CHEMBL3717,P42684,P08581,ABL2,MET,Tyrosine-protein kinase ABL2,Hepatocyte growth factor receptor,Tyrosine protein kinase Abl family,Tyrosine protein kinase Met family,150,4658,45,27,7,7,4,10,2,3,0,30,2,0,0,0,0,0,0,0
CHEMBL3116,CHEMBL3788,P50750,O00444,CDK9,PLK4,Cyclin-dependent kinase 9,Serine/threonine-protein kinase PLK4,CMGC protein kinase CDK9 subfamily,Other protein kinase PLK family,1781,770,45,25,7,9,4,11,2,4,2,26,2,0,0,0,0,0,0,0
CHEMBL3116,CHEMBL4202,P50750,Q9H2G2,CDK9,SLK,Cyclin-dependent kinase 9,STE20-like serine/threonine-protein kinase,CMGC protein kinase CDK9 subfamily,STE protein kinase SLK subfamily,1781,468,45,23,10,9,3,14,5,2,0,24,2,0,0,0,0,0,0,0
CHEMBL3105,CHEMBL2429708,P09874,Q53GL7,PARP1,PARP10,Poly [ADP-ribose] polymerase 1,Protein mono-ADP-ribosyltransferase PARP10,Transferase,Transferase,4576,167,45,3,18,4,20,1,7,2,12,23,2,0,0,0,0,0,0,1
CHEMBL3234,CHEMBL5469,P08631,Q14289,HCK,PTK2B,Tyrosine-protein kinase HCK,Protein-tyrosine kinase 2-beta,Tyrosine protein kinase Src family,Tyrosine protein kinase Fak family,536,381,45,25,5,13,2,17,2,3,1,22,2,0,0,0,0,0,0,0
CHEMBL3905,CHEMBL5749,P07948,Q92918,LYN,MAP4K1,Tyrosine-protein kinase Lyn,Mitogen-activated protein kinase kinase kinase kinase 1,Tyrosine protein kinase Src family,STE protein kinase KHS subfamily,670,3228,45,29,7,7,2,14,2,3,0,26,2,0,0,0,0,0,0,0
CHEMBL1844,CHEMBL3981,P07333,O94804,CSF1R,STK10,Macrophage colony-stimulating factor 1 receptor,Serine/threonine-protein kinase 10,Tyrosine protein kinase PDGFR family,STE protein kinase SLK subfamily,2639,179,45,26,11,7,1,16,2,3,0,24,2,0,0,0,0,0,0,0
CHEMBL2073,CHEMBL6166,P07947,O95819,YES1,MAP4K4,Tyrosine-protein kinase Yes,Mitogen-activated protein kinase kinase kinase kinase 4,Tyrosine protein kinase Src family,STE protein kinase MSN subfamily,223,1278,45,23,10,5,7,15,3,2,3,22,2,0,0,0,0,0,0,0
CHEMBL3830,CHEMBL4202,Q2M2I8,Q9H2G2,AAK1,SLK,AP2-associated protein kinase 1,STE20-like serine/threonine-protein kinase,Other protein kinase NAK family,STE protein kinase SLK subfamily,1018,468,45,26,4,9,6,14,2,2,1,26,2,0,0,0,0,0,0,0
CHEMBL4224,CHEMBL5284,P49759,Q96RR4,CLK1,CAMKK2,Dual specificity protein kinase CLK1,Calcium/calmodulin-dependent protein kinase kinase 2,CMGC protein kinase CLK family,Other protein kinase Meta subfamily,857,179,45,21,17,4,3,9,2,2,1,31,2,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL4203,Q13882,Q9HAZ1,PTK6,CLK4,Protein-tyrosine kinase 6,Dual specificity protein kinase CLK4,Tyrosine protein kinase Src family,CMGC protein kinase CLK family,307,1972,45,25,6,10,4,7,2,2,1,33,2,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL5319,Q13882,Q08345,PTK6,DDR1,Protein-tyrosine kinase 6,Epithelial discoidin domain-containing receptor 1,Tyrosine protein kinase Src family,Tyrosine protein kinase DDR family,307,1646,45,25,6,11,3,18,2,3,0,22,2,0,0,0,0,0,0,0
CHEMBL5319,CHEMBL5334,Q08345,Q13470,DDR1,TNK1,Epithelial discoidin domain-containing receptor 1,Non-receptor tyrosine-protein kinase TNK1,Tyrosine protein kinase DDR family,Tyrosine protein kinase Ack family,1646,174,45,25,10,8,2,13,2,2,1,27,2,0,0,0,0,0,0,0
CHEMBL5319,CHEMBL5699,Q08345,Q9H0K1,DDR1,SIK2,Epithelial discoidin domain-containing receptor 1,Serine/threonine-protein kinase SIK2,Tyrosine protein kinase DDR family,CAMK protein kinase QIK subfamily,1646,244,45,24,10,8,3,9,2,3,1,30,2,0,0,0,0,0,0,0
CHEMBL5334,CHEMBL5469,Q13470,Q14289,TNK1,PTK2B,Non-receptor tyrosine-protein kinase TNK1,Protein-tyrosine kinase 2-beta,Tyrosine protein kinase Ack family,Tyrosine protein kinase Fak family,174,381,45,28,7,7,3,16,3,2,0,24,2,0,0,0,0,0,0,0
CHEMBL1981,CHEMBL5407,P06213,Q86V86,INSR,PIM3,Insulin receptor,Serine/threonine-protein kinase pim-3,Tyrosine protein kinase InsR family,CAMK protein kinase PIM family,948,1671,44,13,12,9,10,3,4,2,2,33,2,0,0,0,0,0,0,0
CHEMBL1951,CHEMBL1833,P21397,P41595,MAOA,HTR2B,Amine oxidase [flavin-containing] A,5-hydroxytryptamine receptor 2B,Oxidoreductase,Serotonin receptor,3193,2163,44,9,8,16,11,1,2,2,5,34,2,0,0,0,0,0,0,0
CHEMBL1898,CHEMBL287,P28222,Q99720,HTR1B,SIGMAR1,5-hydroxytryptamine receptor 1B,Sigma non-opioid intracellular receptor 1,Serotonin receptor,Membrane receptor,1158,3202,44,15,10,12,7,4,2,2,5,31,2,1,0,0,0,0,0,0
CHEMBL258,CHEMBL3384,P06239,Q16512,LCK,PKN1,Tyrosine-protein kinase Lck,Serine/threonine-protein kinase N1,Tyrosine protein kinase Src family,AGC protein kinase PKN family,2380,123,44,21,13,5,5,8,2,2,3,29,2,0,0,0,0,0,0,0
CHEMBL260,CHEMBL5014,Q16539,O43353,MAPK14,RIPK2,Mitogen-activated protein kinase 14,Receptor-interacting serine/threonine-protein kinase 2,CMGC protein kinase p38 subfamily,TKL protein kinase RIPK family,5096,712,44,27,5,9,3,12,2,3,0,27,2,0,0,0,0,0,0,0
CHEMBL2426,CHEMBL2695,Q9HCP0,Q05397,CSNK1G1,PTK2,Casein kinase I isoform gamma-1,Focal adhesion kinase 1,CK1 protein kinase CK1 family,Tyrosine protein kinase Fak family,223,2216,44,10,3,23,8,1,2,6,1,34,2,0,0,0,0,0,0,0
CHEMBL2431,CHEMBL4179,P31751,P45984,AKT2,MAPK9,RAC-beta serine/threonine-protein kinase,Mitogen-activated protein kinase 9,AGC protein kinase AKT family,CMGC protein kinase JNK subfamily,1142,1162,44,7,7,15,15,1,2,9,6,26,2,0,0,0,0,0,0,0
CHEMBL2185,CHEMBL5432,Q96GD4,Q8IVH8,AURKB,MAP4K3,Aurora kinase B,Mitogen-activated protein kinase kinase kinase kinase 3,Other protein kinase AUR family,STE protein kinase KHS subfamily,2665,206,44,19,12,6,7,10,3,2,0,29,2,0,0,0,0,0,0,0
CHEMBL2185,CHEMBL5749,Q96GD4,Q92918,AURKB,MAP4K1,Aurora kinase B,Mitogen-activated protein kinase kinase kinase kinase 1,Other protein kinase AUR family,STE protein kinase KHS subfamily,2665,3228,44,26,6,8,4,14,2,2,1,25,2,0,0,0,0,0,0,0
CHEMBL3125,CHEMBL5330,O75676,Q12851,RPS6KA4,MAP4K2,Ribosomal protein S6 kinase alpha-4,Mitogen-activated protein kinase kinase kinase kinase 2,AGC protein kinase MSK subfamily,STE protein kinase KHS subfamily,78,609,44,18,12,10,4,10,2,3,0,29,2,1,0,0,0,0,0,0
CHEMBL2938,CHEMBL4897,P05129,Q9H4B4,PRKCG,PLK3,Protein kinase C gamma type,Serine/threonine-protein kinase PLK3,AGC protein kinase PKC alpha subfamily,Other protein kinase PLK family,366,417,44,8,11,17,8,4,2,5,3,30,2,0,0,0,0,0,0,0
CHEMBL3024,CHEMBL3836,P53350,P53667,PLK1,LIMK1,Serine/threonine-protein kinase PLK1,LIM domain kinase 1,Other protein kinase PLK family,TKL protein kinase LIMK subfamily,1550,723,44,13,9,9,13,5,2,3,6,28,2,0,0,0,0,0,0,0
CHEMBL2964,CHEMBL5699,P36507,Q9H0K1,MAP2K2,SIK2,Dual specificity mitogen-activated protein kinase kinase 2,Serine/threonine-protein kinase SIK2,STE protein kinase STE7 family,CAMK protein kinase QIK subfamily,222,244,44,19,5,13,7,7,2,2,2,31,2,0,0,0,0,0,0,0
CHEMBL4014,CHEMBL3982,P42684,P16591,ABL2,FER,Tyrosine-protein kinase ABL2,Tyrosine-protein kinase Fer,Tyrosine protein kinase Abl family,Tyrosine protein kinase Fer family,150,234,44,28,7,5,4,8,2,2,0,32,2,0,0,0,0,0,0,0
CHEMBL4005,CHEMBL4040,P42336,P28482,PIK3CA,MAPK1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Mitogen-activated protein kinase 1,Transferase,CMGC protein kinase ERK subfamily,7732,18719,44,12,8,12,12,1,4,2,2,35,2,0,0,0,0,0,0,0
CHEMBL2637,CHEMBL3717,P53779,P08581,MAPK10,MET,Mitogen-activated protein kinase 10,Hepatocyte growth factor receptor,CMGC protein kinase JNK subfamily,Tyrosine protein kinase Met family,1684,4658,44,21,4,10,9,12,2,2,3,25,2,0,0,0,0,0,0,0
CHEMBL3116,CHEMBL3357,P50750,P51617,CDK9,IRAK1,Cyclin-dependent kinase 9,Interleukin-1 receptor-associated kinase 1,CMGC protein kinase CDK9 subfamily,TKL protein kinase IRAK family,1781,682,44,28,11,2,3,16,2,2,1,23,2,0,0,0,0,0,0,0
CHEMBL3116,CHEMBL5600,P50750,P27448,CDK9,MARK3,Cyclin-dependent kinase 9,MAP/microtubule affinity-regulating kinase 3,CMGC protein kinase CDK9 subfamily,CAMK protein kinase MARK subfamily,1781,443,44,30,5,3,6,13,3,2,2,24,2,0,0,0,0,0,0,0
CHEMBL1841,CHEMBL5836,P06241,O15197,FYN,EPHB6,Tyrosine-protein kinase Fyn,Ephrin type-B receptor 6,Tyrosine protein kinase Src family,Membrane receptor,1236,73,44,25,5,10,4,13,2,2,0,27,2,0,0,0,0,0,0,0
CHEMBL2815,CHEMBL5407,P04629,Q86V86,NTRK1,PIM3,High affinity nerve growth factor receptor,Serine/threonine-protein kinase pim-3,Tyrosine protein kinase Trk family,CAMK protein kinase PIM family,4940,1671,44,13,16,5,10,4,4,2,2,32,2,0,0,0,0,0,0,0
CHEMBL4101,CHEMBL3886,P17612,Q9NYL2,PRKACA,MAP3K20,cAMP-dependent protein kinase catalytic subunit alpha,Mitogen-activated protein kinase kinase kinase 20,AGC protein kinase PKA family,TKL protein kinase MLK subfamily,563,310,44,13,13,4,14,4,5,2,4,29,2,0,0,0,0,0,0,0
CHEMBL333,CHEMBL1075138,P08253,Q9NUW8,MMP2,TDP1,72 kDa type IV collagenase,Tyrosyl-DNA phosphodiesterase 1,Metallo protease M10A subfamily,Phosphodiesterase,3916,12277,44,2,3,5,34,0,2,3,24,15,2,0,0,0,0,0,0,0
CHEMBL3886,CHEMBL5014,Q9NYL2,O43353,MAP3K20,RIPK2,Mitogen-activated protein kinase kinase kinase 20,Receptor-interacting serine/threonine-protein kinase 2,TKL protein kinase MLK subfamily,TKL protein kinase RIPK family,310,712,44,19,9,12,4,10,2,6,0,26,2,0,0,0,0,0,0,0
CHEMBL5014,CHEMBL5122,O43353,Q16832,RIPK2,DDR2,Receptor-interacting serine/threonine-protein kinase 2,Discoidin domain-containing receptor 2,TKL protein kinase RIPK family,Tyrosine protein kinase DDR family,712,350,44,24,8,7,5,15,3,2,3,21,2,0,0,0,0,0,0,0
CHEMBL3830,CHEMBL5330,Q2M2I8,Q12851,AAK1,MAP4K2,AP2-associated protein kinase 1,Mitogen-activated protein kinase kinase kinase kinase 2,Other protein kinase NAK family,STE protein kinase KHS subfamily,1018,609,44,20,11,6,7,12,2,3,1,26,2,0,0,0,0,0,0,0
CHEMBL3982,CHEMBL5903,P16591,Q04771,FER,ACVR1,Tyrosine-protein kinase Fer,Activin receptor type-1,Tyrosine protein kinase Fer family,TKL protein kinase STKR1,234,1120,44,32,5,6,1,16,2,2,0,24,2,0,0,0,0,0,0,0
CHEMBL4224,CHEMBL4202,P49759,Q9H2G2,CLK1,SLK,Dual specificity protein kinase CLK1,STE20-like serine/threonine-protein kinase,CMGC protein kinase CLK family,STE protein kinase SLK subfamily,857,468,44,28,7,8,1,13,3,2,1,25,2,0,0,0,0,0,0,0
CHEMBL4224,CHEMBL4578,P49759,Q14680,CLK1,MELK,Dual specificity protein kinase CLK1,Maternal embryonic leucine zipper kinase,CMGC protein kinase CLK family,CAMK protein kinase MELK subfamily,857,1075,44,27,8,4,5,12,2,3,0,27,2,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL4578,Q07912,Q14680,TNK2,MELK,Activated CDC42 kinase 1,Maternal embryonic leucine zipper kinase,Tyrosine protein kinase Ack family,CAMK protein kinase MELK subfamily,799,1075,44,21,7,12,4,13,2,3,1,25,2,0,0,0,0,0,0,0
CHEMBL5331,CHEMBL5608,Q12866,Q16288,MERTK,NTRK3,Tyrosine-protein kinase Mer,NT-3 growth factor receptor,Tyrosine protein kinase Axl family,Tyrosine protein kinase Trk family,2338,648,44,24,6,12,2,17,2,5,0,20,2,0,0,0,0,0,0,0
CHEMBL5543,CHEMBL1075167,Q9Y463,Q8NE63,DYRK1B,HIPK4,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Homeodomain-interacting protein kinase 4,CMGC protein kinase Dyrk1 subfamily,CMGC protein kinase HIPK subfamily,994,338,44,22,12,6,4,4,3,2,1,34,2,0,0,0,0,0,0,0
CHEMBL5749,CHEMBL6166,Q92918,O95819,MAP4K1,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 1,Mitogen-activated protein kinase kinase kinase kinase 4,STE protein kinase KHS subfamily,STE protein kinase MSN subfamily,3228,1278,44,34,5,3,2,21,2,2,1,18,2,0,0,0,0,0,0,0
CHEMBL203,CHEMBL3290,P00533,P29323,EGFR,EPHB2,Epidermal growth factor receptor,Ephrin type-B receptor 2,Tyrosine protein kinase EGFR family,Tyrosine protein kinase Eph family,11198,99,43,19,16,4,4,9,5,2,1,26,2,0,0,0,0,0,0,0
CHEMBL211,CHEMBL340,P08172,P08684,CHRM2,CYP3A4,Muscarinic acetylcholine receptor M2,Cytochrome P450 3A4,Acetylcholine receptor,Cytochrome P450 3A4,2311,12030,43,2,20,6,15,0,13,2,4,24,2,0,0,0,0,0,0,0
CHEMBL1951,CHEMBL340,P21397,P08684,MAOA,CYP3A4,Amine oxidase [flavin-containing] A,Cytochrome P450 3A4,Oxidoreductase,Cytochrome P450 3A4,3193,12030,43,2,16,4,21,0,7,2,15,19,2,0,0,0,0,0,0,0
CHEMBL1957,CHEMBL2835,P08069,P23458,IGF1R,JAK1,Insulin-like growth factor 1 receptor,Tyrosine-protein kinase JAK1,Tyrosine protein kinase InsR family,Tyrosine protein kinase JakA family,2522,10506,43,8,5,7,23,5,2,2,12,22,2,0,0,0,0,0,0,0
CHEMBL3650,CHEMBL2431,P11362,P31751,FGFR1,AKT2,Fibroblast growth factor receptor 1,RAC-beta serine/threonine-protein kinase,Tyrosine protein kinase FGFR family,AGC protein kinase AKT family,4163,1142,43,8,14,5,16,2,8,2,10,21,2,0,0,0,0,0,0,0
CHEMBL267,CHEMBL4224,P12931,P49759,SRC,CLK1,Proto-oncogene tyrosine-protein kinase Src,Dual specificity protein kinase CLK1,Tyrosine protein kinase Src family,CMGC protein kinase CLK family,4027,857,43,17,7,9,10,6,2,2,3,30,2,0,0,0,0,0,0,0
CHEMBL267,CHEMBL5776,P12931,O43318,SRC,MAP3K7,Proto-oncogene tyrosine-protein kinase Src,Mitogen-activated protein kinase kinase kinase 7,Tyrosine protein kinase Src family,TKL protein kinase TAK1 subfamily,4027,300,43,24,9,8,2,14,2,2,1,24,2,0,0,0,0,0,0,0
CHEMBL3476,CHEMBL279,O15111,P35968,CHUK,KDR,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Vascular endothelial growth factor receptor 2,Other protein kinase group,Tyrosine protein kinase VEGFR family,452,10627,43,18,6,11,8,9,2,5,3,24,2,0,0,0,0,0,0,0
CHEMBL2634,CHEMBL2041,P41240,P07949,CSK,RET,Tyrosine-protein kinase CSK,Proto-oncogene tyrosine-protein kinase receptor Ret,Tyrosine protein kinase Csk family,Tyrosine protein kinase Ret family,151,4425,43,16,3,21,3,9,2,5,1,26,2,0,0,0,0,0,0,0
CHEMBL2971,CHEMBL2637,O60674,P53779,JAK2,MAPK10,Tyrosine-protein kinase JAK2,Mitogen-activated protein kinase 10,Tyrosine protein kinase JakA family,CMGC protein kinase JNK subfamily,12711,1684,43,24,7,4,8,15,2,2,2,22,2,0,0,0,0,0,0,0
CHEMBL1868,CHEMBL5014,P17948,O43353,FLT1,RIPK2,Vascular endothelial growth factor receptor 1,Receptor-interacting serine/threonine-protein kinase 2,Tyrosine protein kinase VEGFR family,TKL protein kinase RIPK family,1483,712,43,26,10,6,1,14,6,2,1,20,2,0,0,0,0,0,0,0
CHEMBL279,CHEMBL5776,P35968,O43318,KDR,MAP3K7,Vascular endothelial growth factor receptor 2,Mitogen-activated protein kinase kinase kinase 7,Tyrosine protein kinase VEGFR family,TKL protein kinase TAK1 subfamily,10627,300,43,30,4,4,5,17,2,3,1,20,2,0,0,0,0,0,0,0
CHEMBL2637,CHEMBL4852,P53779,Q9Y4K4,MAPK10,MAP4K5,Mitogen-activated protein kinase 10,Mitogen-activated protein kinase kinase kinase kinase 5,CMGC protein kinase JNK subfamily,STE protein kinase KHS subfamily,1684,467,43,19,9,7,8,10,2,4,3,24,2,0,0,0,0,0,0,0
CHEMBL1980,CHEMBL3397,Q14524,P11712,SCN5A,CYP2C9,Sodium channel protein type 5 subunit alpha,Cytochrome P450 2C9,Voltage-gated sodium channel,Cytochrome P450 2C9,1449,5867,43,1,5,14,23,1,2,6,18,16,2,0,0,0,0,0,0,0
CHEMBL3234,CHEMBL5810,P08631,P21709,HCK,EPHA1,Tyrosine-protein kinase HCK,Ephrin type-A receptor 1,Tyrosine protein kinase Src family,Tyrosine protein kinase Eph family,536,72,43,21,8,8,6,12,2,3,3,23,2,0,0,0,0,0,0,0
CHEMBL3905,CHEMBL4598,P07948,Q13043,LYN,STK4,Tyrosine-protein kinase Lyn,Serine/threonine-protein kinase 4,Tyrosine protein kinase Src family,STE protein kinase MST subfamily,670,242,43,17,17,7,2,10,6,2,0,25,2,0,0,0,0,0,0,0
CHEMBL3905,CHEMBL6149,P07948,Q9Y2K2,LYN,SIK3,Tyrosine-protein kinase Lyn,Serine/threonine-protein kinase SIK3,Tyrosine protein kinase Src family,CAMK protein kinase QIK subfamily,670,165,43,27,9,3,4,19,4,2,1,17,2,0,0,0,0,0,0,0
CHEMBL3981,CHEMBL4599,O94804,Q07912,STK10,TNK2,Serine/threonine-protein kinase 10,Activated CDC42 kinase 1,STE protein kinase SLK subfamily,Tyrosine protein kinase Ack family,179,799,43,15,14,11,3,8,6,2,1,26,2,1,0,0,0,0,0,0
CHEMBL4527,CHEMBL5836,Q9UKE5,O15197,TNIK,EPHB6,TRAF2 and NCK-interacting protein kinase,Ephrin type-B receptor 6,STE protein kinase MSN subfamily,Membrane receptor,534,73,43,14,11,14,4,8,2,3,1,29,2,1,0,0,0,0,0,0
CHEMBL4421,CHEMBL3785,P49019,Q8TDS4,HCAR3,HCAR2,Hydroxycarboxylic acid receptor 3,Hydroxycarboxylic acid receptor 2,Hydroxycarboxylic acid receptor,Hydroxycarboxylic acid receptor,114,605,43,12,3,11,17,8,2,6,9,18,2,0,0,0,0,0,0,1
CHEMBL5319,CHEMBL5810,Q08345,P21709,DDR1,EPHA1,Epithelial discoidin domain-containing receptor 1,Ephrin type-A receptor 1,Tyrosine protein kinase DDR family,Tyrosine protein kinase Eph family,1646,72,43,25,13,3,2,14,4,2,0,23,2,0,0,0,0,0,0,0
CHEMBL5122,CHEMBL6166,Q16832,O95819,DDR2,MAP4K4,Discoidin domain-containing receptor 2,Mitogen-activated protein kinase kinase kinase kinase 4,Tyrosine protein kinase DDR family,STE protein kinase MSN subfamily,350,1278,43,15,8,12,8,13,2,4,2,22,2,0,0,0,0,0,0,0
CHEMBL6154,CHEMBL2429708,Q9H2K2,Q53GL7,TNKS2,PARP10,Poly [ADP-ribose] polymerase tankyrase-2,Protein mono-ADP-ribosyltransferase PARP10,Transferase,Transferase,887,167,43,8,15,6,14,3,8,2,6,24,2,0,0,0,0,0,0,1
CHEMBL1981,CHEMBL4601,P06213,Q13882,INSR,PTK6,Insulin receptor,Protein-tyrosine kinase 6,Tyrosine protein kinase InsR family,Tyrosine protein kinase Src family,948,307,42,24,6,7,5,13,2,3,0,24,2,0,0,0,0,0,0,0
CHEMBL213,CHEMBL225,P08588,P28335,ADRB1,HTR2C,Beta-1 adrenergic receptor,5-hydroxytryptamine receptor 2C,Adrenergic receptor,Serotonin receptor,1546,4034,42,10,8,13,11,4,2,6,5,25,2,0,0,0,0,0,0,0
CHEMBL214,CHEMBL216,P08908,P11229,HTR1A,CHRM1,5-hydroxytryptamine receptor 1A,Muscarinic acetylcholine receptor M1,Serotonin receptor,Acetylcholine receptor,5848,2765,42,23,8,4,7,13,4,2,3,20,2,0,0,0,0,0,0,0
CHEMBL1978,CHEMBL3356,P11511,P05177,CYP19A1,CYP1A2,Aromatase,Cytochrome P450 1A2,Cytochrome P450 19A1,Cytochrome P450 1A2,2991,1617,42,9,11,5,17,7,4,2,11,18,2,0,0,0,0,0,0,0
CHEMBL225,CHEMBL4040,P28335,P28482,HTR2C,MAPK1,5-hydroxytryptamine receptor 2C,Mitogen-activated protein kinase 1,Serotonin receptor,CMGC protein kinase ERK subfamily,4034,18719,42,4,22,5,11,2,18,2,2,18,2,0,0,0,0,0,0,0
CHEMBL1987,CHEMBL1881,P43088,P43116,PTGFR,PTGER2,Prostaglandin F2-alpha receptor,Prostaglandin E2 receptor EP2 subtype,Prostanoid receptor,Prostanoid receptor,513,661,42,5,12,3,22,2,3,2,14,21,2,0,0,0,0,0,0,1
CHEMBL238,CHEMBL1293224,Q01959,P10636,SLC6A3,MAPT,Sodium-dependent dopamine transporter,Microtubule-associated protein tau,SLC06 neurotransmitter transporter family,Other cytosolic protein,3459,67208,42,2,14,5,21,1,6,2,9,24,2,0,0,0,0,0,0,0
CHEMBL1824,CHEMBL2695,P04626,Q05397,ERBB2,PTK2,Receptor tyrosine-protein kinase erbB-2,Focal adhesion kinase 1,Tyrosine protein kinase EGFR family,Tyrosine protein kinase Fak family,2619,2216,42,16,6,7,13,11,2,2,5,22,2,0,0,0,0,0,0,0
CHEMBL1957,CHEMBL3357,P08069,P51617,IGF1R,IRAK1,Insulin-like growth factor 1 receptor,Interleukin-1 receptor-associated kinase 1,Tyrosine protein kinase InsR family,TKL protein kinase IRAK family,2522,682,42,21,7,10,4,12,3,2,0,25,2,0,0,0,0,0,0,0
CHEMBL2392,CHEMBL3251,P06746,P19838,POLB,NFKB1,DNA polymerase beta,Nuclear factor NF-kappa-B p105 subunit,Enzyme,Other cytosolic protein,23075,603,42,1,8,8,25,0,2,3,18,19,2,0,0,0,0,0,0,0
CHEMBL2431,CHEMBL3886,P31751,Q9NYL2,AKT2,MAP3K20,RAC-beta serine/threonine-protein kinase,Mitogen-activated protein kinase kinase kinase 20,AGC protein kinase AKT family,TKL protein kinase MLK subfamily,1142,310,42,6,8,8,20,1,4,2,8,27,2,0,0,0,0,0,0,0
CHEMBL3476,CHEMBL4501,O15111,P23443,CHUK,RPS6KB1,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Ribosomal protein S6 kinase beta-1,Other protein kinase group,AGC protein kinase p70 subfamily,452,1918,42,18,3,14,7,7,2,3,0,30,2,0,0,0,0,0,0,0
CHEMBL3125,CHEMBL4722,O75676,O14965,RPS6KA4,AURKA,Ribosomal protein S6 kinase alpha-4,Aurora kinase A,AGC protein kinase MSK subfamily,Other protein kinase AUR family,78,3462,42,24,5,10,3,16,3,2,0,21,2,0,0,0,0,0,0,0
CHEMBL3032,CHEMBL4599,Q16513,Q07912,PKN2,TNK2,Serine/threonine-protein kinase N2,Activated CDC42 kinase 1,AGC protein kinase PKN family,Tyrosine protein kinase Ack family,375,799,42,16,7,11,8,10,2,4,2,24,2,0,0,0,0,0,0,0
CHEMBL2598,CHEMBL3357,P41743,P51617,PRKCI,IRAK1,Protein kinase C iota type,Interleukin-1 receptor-associated kinase 1,AGC protein kinase PKC iota subfamily,TKL protein kinase IRAK family,621,682,42,10,9,12,11,6,2,2,4,28,2,0,0,0,0,0,0,0
CHEMBL1906,CHEMBL4040,P04049,P28482,RAF1,MAPK1,RAF proto-oncogene serine/threonine-protein kinase,Mitogen-activated protein kinase 1,TKL protein kinase RAF family,CMGC protein kinase ERK subfamily,2812,18719,42,4,6,5,27,3,2,2,20,15,2,0,0,0,0,0,0,0
