target_A_chembl,target_B_chembl,uniprot_A,uniprot_B,gene_A,gene_B,pref_A,pref_B,class_A,class_B,n_A,n_B,n_both_measured,theta_dual,theta_A_only,theta_B_only,theta_neither,strict_dual,strict_A_only,strict_B_only,strict_neither,strict_gray,min_strict_hardneg,directional_n10,formulation_n10,supports_strict_panel,supports_thin_panel,metal_either,metal_both,same_class
CHEMBL2534,CHEMBL4578,O15530,Q14680,PDPK1,MELK,3-phosphoinositide-dependent protein kinase 1,Maternal embryonic leucine zipper kinase,AGC protein kinase PDK1 subfamily,CAMK protein kinase MELK subfamily,1246,1075,90,53,7,25,5,25,0,1,0,64,0,0,0,0,0,0,0,0
CHEMBL3032,CHEMBL5608,Q16513,Q16288,PKN2,NTRK3,Serine/threonine-protein kinase N2,NT-3 growth factor receptor,AGC protein kinase PKN family,Tyrosine protein kinase Trk family,375,648,90,44,6,33,7,21,0,8,1,60,0,0,0,0,0,0,0,0
CHEMBL2148,CHEMBL5408,P52333,Q9UHD2,JAK3,TBK1,Tyrosine-protein kinase JAK3,Serine/threonine-protein kinase TBK1,Tyrosine protein kinase JakA family,Other protein kinase IKK family,7463,2315,90,55,11,6,18,27,1,0,11,51,0,0,0,0,0,0,0,0
CHEMBL2959,CHEMBL4203,Q08881,Q9HAZ1,ITK,CLK4,Tyrosine-protein kinase ITK/TSK,Dual specificity protein kinase CLK4,Tyrosine protein kinase Tec family,CMGC protein kinase CLK family,1431,1972,90,57,21,6,6,29,3,0,2,56,0,0,0,0,0,0,0,0
CHEMBL2971,CHEMBL2801,O60674,Q13557,JAK2,CAMK2D,Tyrosine-protein kinase JAK2,Calcium/calmodulin-dependent protein kinase type II subunit delta,Tyrosine protein kinase JakA family,CAMK protein kinase CAMK2 family,12711,426,90,44,38,4,4,21,10,0,1,58,0,0,0,0,0,0,0,0
CHEMBL2896,CHEMBL4273,Q13237,Q13976,PRKG2,PRKG1,cGMP-dependent protein kinase 2,cGMP-dependent protein kinase 1,AGC protein kinase PKG family,AGC protein kinase PKG family,108,234,90,77,2,8,3,43,0,0,0,47,0,0,0,0,0,0,0,1
CHEMBL2695,CHEMBL2250,Q05397,P51451,PTK2,BLK,Focal adhesion kinase 1,Tyrosine-protein kinase Blk,Tyrosine protein kinase Fak family,Tyrosine protein kinase Src family,2216,482,90,63,3,20,4,41,0,6,0,43,0,0,0,0,0,0,0,0
CHEMBL3717,CHEMBL3529,P08581,Q14164,MET,IKBKE,Hepatocyte growth factor receptor,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Tyrosine protein kinase Met family,Other protein kinase group,4658,496,90,49,10,10,21,17,0,1,17,55,0,1,1,0,0,0,0,0
CHEMBL2250,CHEMBL4897,P51451,Q9H4B4,BLK,PLK3,Tyrosine-protein kinase Blk,Serine/threonine-protein kinase PLK3,Tyrosine protein kinase Src family,Other protein kinase PLK family,482,417,90,39,47,2,2,17,18,0,0,55,0,0,0,0,0,0,0,0
CHEMBL2345,CHEMBL5073,P51812,Q8IU85,RPS6KA3,CAMK1D,Ribosomal protein S6 kinase alpha-3,Calcium/calmodulin-dependent protein kinase type 1D,AGC protein kinase RSK subfamily,CAMK protein kinase CAMK1 family,868,254,90,26,13,11,40,6,0,1,25,58,0,1,1,0,0,0,0,0
CHEMBL1844,CHEMBL5794,P07333,Q9HBY8,CSF1R,SGK2,Macrophage colony-stimulating factor 1 receptor,Serine/threonine-protein kinase Sgk2,Tyrosine protein kinase PDGFR family,AGC protein kinase SGK family,2639,265,90,31,43,2,14,9,24,0,0,57,0,0,0,0,0,0,0,0
CHEMBL3397,CHEMBL4296,P11712,Q15858,CYP2C9,SCN9A,Cytochrome P450 2C9,Sodium channel protein type 9 subunit alpha,Cytochrome P450 2C9,Voltage-gated sodium channel,5867,7802,90,40,0,47,3,19,0,26,1,44,0,0,0,0,0,0,0,0
CHEMBL4439,CHEMBL1255129,P36897,P04628,TGFBR1,WNT1,TGF-beta receptor type-1,Proto-oncogene Wnt-1,TKL protein kinase STKR Type 1 subfamily,Unclassified protein,2690,916,90,77,0,11,2,66,0,5,1,18,0,0,0,0,0,0,0,0
CHEMBL3831,CHEMBL5568,Q7KZI7,P08922,MARK2,ROS1,Serine/threonine-protein kinase MARK2,Proto-oncogene tyrosine-protein kinase ROS,CAMK protein kinase MARK subfamily,Tyrosine protein kinase Sev family,341,383,90,48,6,22,14,18,0,3,1,68,0,0,0,0,0,0,0,0
CHEMBL4578,CHEMBL5819,Q14680,P51957,MELK,NEK4,Maternal embryonic leucine zipper kinase,Serine/threonine-protein kinase Nek4,CAMK protein kinase MELK subfamily,Other protein kinase NEK family,1075,191,90,34,36,9,11,14,4,0,0,72,0,0,0,0,0,0,0,0
CHEMBL1075322,CHEMBL1293232,Q9Y2T6,Q16637,GPR55,SMN1,G-protein coupled receptor 55,Survival motor neuron protein,Lysophosphatidylinositol receptor,Tudor domain,660,33450,90,1,12,7,70,0,0,2,38,50,0,0,0,0,0,0,0,0
CHEMBL1287622,CHEMBL1741207,Q9Y468,Q96LD8,L3MBTL1,SENP8,Lethal(3)malignant brain tumor-like protein 1,Sentrin-specific protease 8,MBT domain,Cysteine protease C48 family,13896,630,90,0,1,1,88,0,0,1,83,6,0,0,0,0,0,0,0,0
CHEMBL1293232,CHEMBL1961790,Q16637,P24468,SMN1,NR2F2,Survival motor neuron protein,COUP transcription factor 2,Tudor domain,Nuclear hormone receptor subfamily 2 group F member 2,33450,218,90,2,12,0,76,0,1,0,55,34,0,0,0,0,0,0,0,0
CHEMBL1293235,CHEMBL1741221,P02545,Q9Y4P1,LMNA,ATG4B,Prelamin-A/C,Cysteine protease ATG4B,Structural protein,Enzyme,36154,423,90,1,4,1,84,1,1,0,71,17,0,0,0,0,0,0,0,0
CHEMBL2000,CHEMBL5749,P03952,Q92918,KLKB1,MAP4K1,Plasma kallikrein,Mitogen-activated protein kinase kinase kinase kinase 1,Serine protease S1A subfamily,STE protein kinase KHS subfamily,3757,3228,89,63,6,0,20,0,6,0,20,63,0,0,0,0,0,0,0,0
CHEMBL232,CHEMBL234,P35368,P35462,ADRA1B,DRD3,Alpha-1B adrenergic receptor,D(3) dopamine receptor,Adrenergic receptor,Dopamine receptor,1475,6219,89,45,6,25,13,25,0,1,6,57,0,0,0,0,0,0,0,0
CHEMBL1913,CHEMBL3836,P09619,P53667,PDGFRB,LIMK1,Platelet-derived growth factor receptor beta,LIM domain kinase 1,Tyrosine protein kinase PDGFR family,TKL protein kinase LIMK subfamily,1995,723,89,42,15,10,22,16,2,0,11,60,0,1,1,0,0,0,0,0
CHEMBL1936,CHEMBL3836,P10721,P53667,KIT,LIMK1,Mast/stem cell growth factor receptor Kit,LIM domain kinase 1,Tyrosine protein kinase PDGFR family,TKL protein kinase LIMK subfamily,3186,723,89,50,36,1,2,12,13,0,1,63,0,0,0,0,0,0,0,0
CHEMBL2468,CHEMBL2426,O43293,Q9HCP0,DAPK3,CSNK1G1,Death-associated protein kinase 3,Casein kinase I isoform gamma-1,CAMK protein kinase DAPK family,CK1 protein kinase CK1 family,411,223,89,50,31,2,6,22,8,0,0,59,0,0,0,0,0,0,0,0
CHEMBL258,CHEMBL5469,P06239,Q14289,LCK,PTK2B,Tyrosine-protein kinase Lck,Protein-tyrosine kinase 2-beta,Tyrosine protein kinase Src family,Tyrosine protein kinase Fak family,2380,381,89,64,11,11,3,35,2,0,2,50,0,1,0,0,0,0,0,0
CHEMBL258,CHEMBL5819,P06239,P51957,LCK,NEK4,Tyrosine-protein kinase Lck,Serine/threonine-protein kinase Nek4,Tyrosine protein kinase Src family,Other protein kinase NEK family,2380,191,89,31,41,8,9,13,7,0,0,69,0,0,0,0,0,0,0,0
CHEMBL262,CHEMBL3982,P49841,P16591,GSK3B,FER,Glycogen synthase kinase-3 beta,Tyrosine-protein kinase Fer,CMGC protein kinase GSK family,Tyrosine protein kinase Fer family,5464,234,89,45,8,29,7,22,0,4,1,62,0,0,0,0,0,0,0,0
CHEMBL262,CHEMBL4508,P49841,Q16769,GSK3B,QPCT,Glycogen synthase kinase-3 beta,Glutaminyl-peptide cyclotransferase,CMGC protein kinase GSK family,Aminoacyltransferase,5464,1025,89,2,70,0,17,0,40,0,14,35,0,0,0,0,0,0,0,0
CHEMBL2392,CHEMBL1741213,P06746,Q9BQF6,POLB,SENP7,DNA polymerase beta,Sentrin-specific protease 7,Enzyme,Cysteine protease C48 family,23075,814,89,0,6,0,83,0,1,0,72,16,0,0,0,0,0,0,0,0
CHEMBL2426,CHEMBL4722,Q9HCP0,O14965,CSNK1G1,AURKA,Casein kinase I isoform gamma-1,Aurora kinase A,CK1 protein kinase CK1 family,Other protein kinase AUR family,223,3462,89,28,6,53,2,9,0,19,0,61,0,0,0,0,0,0,0,0
CHEMBL3650,CHEMBL5408,P11362,Q9UHD2,FGFR1,TBK1,Fibroblast growth factor receptor 1,Serine/threonine-protein kinase TBK1,Tyrosine protein kinase FGFR family,Other protein kinase IKK family,4163,2315,89,38,13,12,26,21,0,1,16,51,0,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL3553,Q13188,P29597,STK3,TYK2,Serine/threonine-protein kinase 3,Non-receptor tyrosine-protein kinase TYK2,STE protein kinase MST subfamily,Tyrosine protein kinase JakA family,525,6175,89,55,9,17,8,24,0,6,1,58,0,0,0,0,0,0,0,0
CHEMBL2828,CHEMBL2939,P48730,O15264,CSNK1D,MAPK13,Casein kinase I isoform delta,Mitogen-activated protein kinase 13,CK1 protein kinase CK1 family,CMGC protein kinase p38 subfamily,1468,212,89,27,22,9,31,9,6,0,9,65,0,0,0,0,0,0,0,0
CHEMBL2828,CHEMBL3982,P48730,P16591,CSNK1D,FER,Casein kinase I isoform delta,Tyrosine-protein kinase Fer,CK1 protein kinase CK1 family,Tyrosine protein kinase Fer family,1468,234,89,34,7,37,11,17,0,9,0,63,0,0,0,0,0,0,0,0
CHEMBL4816,CHEMBL4203,Q9Y243,Q9HAZ1,AKT3,CLK4,RAC-gamma serine/threonine-protein kinase,Dual specificity protein kinase CLK4,AGC protein kinase AKT family,CMGC protein kinase CLK family,472,1972,89,26,1,48,14,10,0,22,4,53,0,0,0,0,0,0,0,0
CHEMBL3231,CHEMBL2896,Q13464,Q13237,ROCK1,PRKG2,Rho-associated protein kinase 1,cGMP-dependent protein kinase 2,AGC protein kinase ROCK subfamily,AGC protein kinase PKG family,2776,108,89,71,8,6,4,39,0,1,0,49,0,0,0,0,0,0,0,0
CHEMBL3231,CHEMBL5678,Q13464,P34947,ROCK1,GRK5,Rho-associated protein kinase 1,G protein-coupled receptor kinase 5,AGC protein kinase ROCK subfamily,AGC protein kinase GRK subfamily,2776,329,89,29,30,7,23,7,15,0,13,54,0,0,0,0,0,0,0,0
CHEMBL3032,CHEMBL2250,Q16513,P51451,PKN2,BLK,Serine/threonine-protein kinase N2,Tyrosine-protein kinase Blk,AGC protein kinase PKN family,Tyrosine protein kinase Src family,375,482,89,39,9,40,1,15,0,15,0,59,0,0,0,0,0,0,0,0
CHEMBL4237,CHEMBL1955,O75582,P35916,RPS6KA5,FLT4,Ribosomal protein S6 kinase alpha-5,Vascular endothelial growth factor receptor 3,AGC protein kinase MSK subfamily,Tyrosine protein kinase VEGFR family,267,813,89,51,20,11,7,26,10,0,0,53,0,1,0,0,0,0,0,0
CHEMBL2971,CHEMBL4578,O60674,Q14680,JAK2,MELK,Tyrosine-protein kinase JAK2,Maternal embryonic leucine zipper kinase,Tyrosine protein kinase JakA family,CAMK protein kinase MELK subfamily,12711,1075,89,61,15,10,3,29,2,0,2,56,0,1,0,0,0,0,0,0
CHEMBL4045,CHEMBL5407,Q13131,Q86V86,PRKAA1,PIM3,5'-AMP-activated protein kinase catalytic subunit alpha-1,Serine/threonine-protein kinase pim-3,CAMK protein kinase AMPK subfamily,CAMK protein kinase PIM family,410,1671,89,32,35,8,14,12,11,0,2,64,0,0,0,0,0,0,0,0
CHEMBL3717,CHEMBL4900,P08581,Q9BZL6,MET,PRKD2,Hepatocyte growth factor receptor,Serine/threonine-protein kinase D2,Tyrosine protein kinase Met family,CAMK protein kinase PKD family,4658,478,89,36,29,15,9,12,8,0,2,67,0,1,0,0,0,0,0,0
CHEMBL301,CHEMBL4674,P24941,P53778,CDK2,MAPK12,Cyclin-dependent kinase 2,Mitogen-activated protein kinase 12,CMGC protein kinase CDC2 subfamily,CMGC protein kinase p38 subfamily,2646,252,89,30,47,1,11,11,24,0,5,49,0,0,0,0,0,0,0,0
CHEMBL2815,CHEMBL3529,P04629,Q14164,NTRK1,IKBKE,High affinity nerve growth factor receptor,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Tyrosine protein kinase Trk family,Other protein kinase group,4940,496,89,48,16,10,15,18,1,0,11,59,0,1,1,0,0,0,0,0
CHEMBL2742,CHEMBL4225,P22607,P49760,FGFR3,CLK2,Fibroblast growth factor receptor 3,Dual specificity protein kinase CLK2,Tyrosine protein kinase FGFR family,CMGC protein kinase CLK family,2362,1660,89,50,25,11,3,18,7,0,0,64,0,1,0,0,0,0,0,0
CHEMBL4147,CHEMBL2041,Q9UQM7,P07949,CAMK2A,RET,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Proto-oncogene tyrosine-protein kinase receptor Ret,CAMK protein kinase CAMK2 family,Tyrosine protein kinase Ret family,147,4425,89,26,6,24,33,17,0,9,26,37,0,0,0,0,0,0,0,0
CHEMBL1844,CHEMBL3829,P07333,Q13555,CSF1R,CAMK2G,Macrophage colony-stimulating factor 1 receptor,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Tyrosine protein kinase PDGFR family,CAMK protein kinase CAMK2 family,2639,257,89,36,42,4,7,14,17,0,0,58,0,0,0,0,0,0,0,0
CHEMBL3797,CHEMBL1293227,Q13315,O75604,ATM,USP2,Serine-protein kinase ATM,Ubiquitin carboxyl-terminal hydrolase 2,Atypical protein kinase PIKK family,Cysteine protease C19 family,3759,7859,89,0,5,1,83,0,0,1,75,13,0,0,0,0,0,0,0,0
CHEMBL4525,CHEMBL5084,Q9UEE5,Q9Y6M4,STK17A,CSNK1G3,Serine/threonine-protein kinase 17A,Casein kinase I isoform gamma-3,CAMK protein kinase DAPK family,CK1 protein kinase CK1-g,425,187,89,37,31,6,15,15,9,0,4,61,0,0,0,0,0,0,0,0
CHEMBL4527,CHEMBL6166,Q9UKE5,O95819,TNIK,MAP4K4,TRAF2 and NCK-interacting protein kinase,Mitogen-activated protein kinase kinase kinase kinase 4,STE protein kinase MSN subfamily,STE protein kinase MSN subfamily,534,1278,89,64,4,8,13,53,0,0,5,31,0,0,0,0,0,0,0,1
CHEMBL5455,CHEMBL5330,P07332,Q12851,FES,MAP4K2,Tyrosine-protein kinase Fes/Fps,Mitogen-activated protein kinase kinase kinase kinase 2,Tyrosine protein kinase Fer family,STE protein kinase KHS subfamily,126,609,89,56,10,12,11,30,2,0,0,57,0,1,1,0,0,0,0,0
CHEMBL5443,CHEMBL4482,O00311,O96013,CDC7,PAK4,Cell division cycle 7-related protein kinase,Serine/threonine-protein kinase PAK 4,Other protein kinase CDC7 family,STE protein kinase PAKB subfamily,632,616,89,64,23,1,1,42,9,0,0,38,0,0,0,0,0,0,0,0
CHEMBL5443,CHEMBL4575,O00311,O43781,CDC7,DYRK3,Cell division cycle 7-related protein kinase,Dual specificity tyrosine-phosphorylation-regulated kinase 3,Other protein kinase CDC7 family,CMGC protein kinase Dyrk2 subfamily,632,571,89,58,27,3,1,33,6,0,0,50,0,0,0,0,0,0,0,0
CHEMBL4898,CHEMBL4375,Q16620,Q96SB4,NTRK2,SRPK1,BDNF/NT-3 growth factors receptor,SRSF protein kinase 1,Tyrosine protein kinase Trk family,CMGC protein kinase SRPK family,821,376,89,21,48,3,17,10,16,0,4,59,0,0,0,0,0,0,0,0
CHEMBL4898,CHEMBL4578,Q16620,Q14680,NTRK2,MELK,BDNF/NT-3 growth factors receptor,Maternal embryonic leucine zipper kinase,Tyrosine protein kinase Trk family,CAMK protein kinase MELK subfamily,821,1075,89,62,10,14,3,31,0,0,0,58,0,1,0,0,0,0,0,0
CHEMBL4247,CHEMBL5408,Q9UM73,Q9UHD2,ALK,TBK1,ALK tyrosine kinase receptor,Serine/threonine-protein kinase TBK1,TKL protein kinase STKR Type 1 subfamily,Other protein kinase IKK family,2512,2315,89,40,10,11,28,20,0,1,15,53,0,1,1,0,0,0,0,0
CHEMBL238,CHEMBL1916,Q01959,P18825,SLC6A3,ADRA2C,Sodium-dependent dopamine transporter,Alpha-2C adrenergic receptor,SLC06 neurotransmitter transporter family,Adrenergic receptor,3459,773,88,32,5,38,13,7,0,6,2,73,0,0,0,0,0,0,0,0
CHEMBL240,CHEMBL2971,Q12809,O60674,KCNH2,JAK2,Voltage-gated inwardly rectifying potassium channel KCNH2,Tyrosine-protein kinase JAK2,Voltage-gated potassium channel,Tyrosine protein kinase JakA family,11095,12711,88,11,3,65,9,3,0,52,3,30,0,0,0,0,0,0,0,0
CHEMBL1957,CHEMBL5608,P08069,Q16288,IGF1R,NTRK3,Insulin-like growth factor 1 receptor,NT-3 growth factor receptor,Tyrosine protein kinase InsR family,Tyrosine protein kinase Trk family,2522,648,88,42,7,23,16,16,0,4,7,61,0,0,0,0,0,0,0,0
CHEMBL1936,CHEMBL4225,P10721,P49760,KIT,CLK2,Mast/stem cell growth factor receptor Kit,Dual specificity protein kinase CLK2,Tyrosine protein kinase PDGFR family,CMGC protein kinase CLK family,3186,1660,88,43,39,4,2,14,11,0,0,63,0,0,0,0,0,0,0,0
CHEMBL2468,CHEMBL3529,O43293,Q14164,DAPK3,IKBKE,Death-associated protein kinase 3,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,CAMK protein kinase DAPK family,Other protein kinase group,411,496,88,35,10,9,34,16,0,0,20,52,0,0,0,0,0,0,0,0
CHEMBL258,CHEMBL2426,P06239,Q9HCP0,LCK,CSNK1G1,Tyrosine-protein kinase Lck,Casein kinase I isoform gamma-1,Tyrosine protein kinase Src family,CK1 protein kinase CK1 family,2380,223,88,30,43,7,8,8,10,0,1,69,0,0,0,0,0,0,0,0
CHEMBL258,CHEMBL5794,P06239,Q9HBY8,LCK,SGK2,Tyrosine-protein kinase Lck,Serine/threonine-protein kinase Sgk2,Tyrosine protein kinase Src family,AGC protein kinase SGK family,2380,265,88,23,46,10,9,6,18,0,0,64,0,1,0,0,0,0,0,0
CHEMBL2508,CHEMBL1844,Q00534,P07333,CDK6,CSF1R,Cyclin-dependent kinase 6,Macrophage colony-stimulating factor 1 receptor,CMGC protein kinase group,Tyrosine protein kinase PDGFR family,838,2639,88,75,10,3,0,62,2,0,0,24,0,0,0,0,0,0,0,0
CHEMBL2527,CHEMBL2742,O96017,P22607,CHEK2,FGFR3,Serine/threonine-protein kinase Chk2,Fibroblast growth factor receptor 3,CAMK protein kinase RAD53 family,Tyrosine protein kinase FGFR family,805,2362,88,59,8,18,3,25,0,5,1,57,0,0,0,0,0,0,0,0
CHEMBL2534,CHEMBL2815,O15530,P04629,PDPK1,NTRK1,3-phosphoinositide-dependent protein kinase 1,High affinity nerve growth factor receptor,AGC protein kinase PDK1 subfamily,Tyrosine protein kinase Trk family,1246,4940,88,53,5,25,5,17,0,3,1,67,0,0,0,0,0,0,0,0
CHEMBL2534,CHEMBL2742,O15530,P22607,PDPK1,FGFR3,3-phosphoinositide-dependent protein kinase 1,Fibroblast growth factor receptor 3,AGC protein kinase PDK1 subfamily,Tyrosine protein kinase FGFR family,1246,2362,88,50,4,25,9,16,0,1,1,70,0,0,0,0,0,0,0,0
CHEMBL2431,CHEMBL4101,P31751,P17612,AKT2,PRKACA,RAC-beta serine/threonine-protein kinase,cAMP-dependent protein kinase catalytic subunit alpha,AGC protein kinase AKT family,AGC protein kinase PKA family,1142,563,88,30,2,43,13,9,0,19,8,52,0,0,0,0,0,0,0,0
CHEMBL3230,CHEMBL1293224,O95977,P10636,S1PR4,MAPT,Sphingosine 1-phosphate receptor 4,Microtubule-associated protein tau,EDG receptor,Other cytosolic protein,579,67208,88,1,37,0,50,0,7,0,12,69,0,0,0,0,0,0,0,0
CHEMBL2147,CHEMBL2250,P11309,P51451,PIM1,BLK,Serine/threonine-protein kinase pim-1,Tyrosine-protein kinase Blk,CAMK protein kinase PIM family,Tyrosine protein kinase Src family,4999,482,88,32,4,46,6,14,0,21,0,53,0,0,0,0,0,0,0,0
CHEMBL3032,CHEMBL2896,Q16513,Q13237,PKN2,PRKG2,Serine/threonine-protein kinase N2,cGMP-dependent protein kinase 2,AGC protein kinase PKN family,AGC protein kinase PKG family,375,108,88,70,7,6,5,34,0,2,0,52,0,0,0,0,0,0,0,0
CHEMBL3032,CHEMBL1844,Q16513,P07333,PKN2,CSF1R,Serine/threonine-protein kinase N2,Macrophage colony-stimulating factor 1 receptor,AGC protein kinase PKN family,Tyrosine protein kinase PDGFR family,375,2639,88,40,5,36,7,16,0,14,0,58,0,0,0,0,0,0,0,0
CHEMBL3028,CHEMBL5705,Q96KS0,Q9H6Z9,EGLN2,EGLN3,Prolyl hydroxylase EGLN2,Prolyl hydroxylase EGLN3,Oxidoreductase,Oxidoreductase,572,137,88,86,0,0,2,83,0,0,1,4,0,0,0,0,0,0,0,1
CHEMBL3024,CHEMBL3788,P53350,O00444,PLK1,PLK4,Serine/threonine-protein kinase PLK1,Serine/threonine-protein kinase PLK4,Other protein kinase PLK family,Other protein kinase PLK family,1550,770,88,29,4,34,21,17,0,16,5,50,0,0,0,0,0,0,0,1
CHEMBL279,CHEMBL340,P35968,P08684,KDR,CYP3A4,Vascular endothelial growth factor receptor 2,Cytochrome P450 3A4,Tyrosine protein kinase VEGFR family,Cytochrome P450 3A4,10627,12030,88,16,58,1,13,6,41,0,3,38,0,0,0,0,0,0,0,0
CHEMBL4273,CHEMBL308,Q13976,P06493,PRKG1,CDK1,cGMP-dependent protein kinase 1,Cyclin-dependent kinase 1,AGC protein kinase PKG family,CMGC protein kinase CDC2 subfamily,234,1500,88,51,25,6,6,25,9,0,0,54,0,0,0,0,0,0,0,0
CHEMBL4273,CHEMBL4282,Q13976,P31749,PRKG1,AKT1,cGMP-dependent protein kinase 1,RAC-alpha serine/threonine-protein kinase,AGC protein kinase PKG family,AGC protein kinase AKT family,234,3699,88,29,53,3,3,17,20,0,0,51,0,0,0,0,0,0,0,0
CHEMBL2635,CHEMBL1293224,P51452,P10636,DUSP3,MAPT,Dual specificity protein phosphatase 3,Microtubule-associated protein tau,Serine/threonine/tyrosine protein phosphatase,Other cytosolic protein,523,67208,88,0,19,3,66,0,6,0,33,49,0,0,0,0,0,0,0,0
CHEMBL4179,CHEMBL4895,P45984,P30530,MAPK9,AXL,Mitogen-activated protein kinase 9,Tyrosine-protein kinase receptor UFO,CMGC protein kinase JNK subfamily,Tyrosine protein kinase Axl family,1162,2894,88,42,3,35,8,18,0,9,1,60,0,0,0,0,0,0,0,0
CHEMBL2793,CHEMBL5903,P48729,Q04771,CSNK1A1,ACVR1,Casein kinase I isoform alpha,Activin receptor type-1,CK1 protein kinase CK1 family,TKL protein kinase STKR1,450,1120,88,28,12,11,37,8,0,3,28,49,0,1,1,0,0,0,0,0
CHEMBL1841,CHEMBL4454,P06241,P09769,FYN,FGR,Tyrosine-protein kinase Fyn,Tyrosine-protein kinase Fgr,Tyrosine protein kinase Src family,Tyrosine protein kinase Src family,1236,129,88,57,3,11,17,31,0,1,9,47,0,0,0,0,0,0,0,1
CHEMBL1841,CHEMBL4578,P06241,Q14680,FYN,MELK,Tyrosine-protein kinase Fyn,Maternal embryonic leucine zipper kinase,Tyrosine protein kinase Src family,CAMK protein kinase MELK subfamily,1236,1075,88,60,19,5,4,21,3,0,0,64,0,0,0,0,0,0,0,0
CHEMBL2815,CHEMBL3829,P04629,Q13555,NTRK1,CAMK2G,High affinity nerve growth factor receptor,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Tyrosine protein kinase Trk family,CAMK protein kinase CAMK2 family,4940,257,88,42,25,9,12,15,8,0,1,64,0,0,0,0,0,0,0,0
CHEMBL2742,CHEMBL3835,P22607,P51955,FGFR3,NEK2,Fibroblast growth factor receptor 3,Serine/threonine-protein kinase Nek2,Tyrosine protein kinase FGFR family,Other protein kinase NEK family,2362,438,88,57,25,3,3,27,8,0,0,53,0,0,0,0,0,0,0,0
CHEMBL2345,CHEMBL5678,P51812,P34947,RPS6KA3,GRK5,Ribosomal protein S6 kinase alpha-3,G protein-coupled receptor kinase 5,AGC protein kinase RSK subfamily,AGC protein kinase GRK subfamily,868,329,88,25,13,11,39,6,3,0,28,51,0,1,1,0,0,0,0,0
CHEMBL2073,CHEMBL4454,P07947,P09769,YES1,FGR,Tyrosine-protein kinase Yes,Tyrosine-protein kinase Fgr,Tyrosine protein kinase Src family,Tyrosine protein kinase Src family,223,129,88,67,3,5,13,44,0,0,4,40,0,0,0,0,0,0,0,1
CHEMBL5281,CHEMBL4729,P05181,P20813,CYP2E1,CYP2B6,Cytochrome P450 2E1,Cytochrome P450 2B6,Cytochrome P450 2E1,Cytochrome P450 2B6,104,234,88,3,7,9,69,1,0,4,60,23,0,0,0,0,0,0,0,0
CHEMBL3829,CHEMBL5568,Q13555,P08922,CAMK2G,ROS1,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Proto-oncogene tyrosine-protein kinase ROS,CAMK protein kinase CAMK2 family,Tyrosine protein kinase Sev family,257,383,88,46,1,28,13,18,0,5,1,64,0,0,0,0,0,0,0,0
CHEMBL3982,CHEMBL5650,P16591,Q8TDC3,FER,BRSK1,Tyrosine-protein kinase Fer,Serine/threonine-protein kinase BRSK1,Tyrosine protein kinase Fer family,CAMK protein kinase BRSK subfamily,234,236,88,30,42,2,14,10,9,0,2,67,0,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL5251,Q13882,Q06187,PTK6,BTK,Protein-tyrosine kinase 6,Tyrosine-protein kinase BTK,Tyrosine protein kinase Src family,Tyrosine protein kinase Tec family,307,9798,88,68,7,7,6,42,2,0,0,44,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL5330,Q8IU85,Q12851,CAMK1D,MAP4K2,Calcium/calmodulin-dependent protein kinase type 1D,Mitogen-activated protein kinase kinase kinase kinase 2,CAMK protein kinase CAMK1 family,STE protein kinase KHS subfamily,254,609,88,27,9,18,34,7,0,3,22,56,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL5627,Q8IU85,P29376,CAMK1D,LTK,Calcium/calmodulin-dependent protein kinase type 1D,Leukocyte tyrosine kinase receptor,CAMK protein kinase CAMK1 family,Tyrosine protein kinase Alk family,254,250,88,32,7,15,34,7,0,2,21,58,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL1075104,Q8IU85,Q5S007,CAMK1D,LRRK2,Calcium/calmodulin-dependent protein kinase type 1D,Leucine-rich repeat serine/threonine-protein kinase 2,CAMK protein kinase CAMK1 family,TKL protein kinase LRRK family,254,3490,88,35,2,21,30,8,0,1,19,60,0,0,0,0,0,0,0,0
CHEMBL4361,CHEMBL5619,Q07820,P27695,MCL1,APEX1,Induced myeloid leukemia cell differentiation protein Mcl-1,DNA repair nuclease/redox regulator APEX1,Other cytosolic protein,Enzyme,3412,864,88,0,1,9,78,0,0,3,38,47,0,0,0,0,0,0,0,0
CHEMBL5750,CHEMBL3774299,Q92993,O95251,KAT5,KAT7,Histone acetyltransferase KAT5,Histone acetyltransferase KAT7,MYST family,Enzyme,198,176,88,24,0,23,41,14,0,3,37,34,0,0,0,0,0,0,0,0
