id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason,react2,react2_reason,stepA_keep
CHEMBL3671237_ACR0,CHEMBL3671237,chembl,C=CC(=O)NCC(=O)Nc1ccc(N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,OUPMIMITFNXSHZ-UHFFFAOYSA-N,NCC(=O)Nc1ccc(N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,462.92,2.4,8,2.955,ok,0,1,0.1939,0.1489,56d,56d,0.8788,56d,O=C(NCC1CN(c2ccccc2)C(=O)O1)c1cccs1,,0,0.15,0.1238,0.7316,0.1513,0.1262,0.7316,0.1351,0.1474,0.803,0.1939,0.1489,0.8788,novel,novel,,ok,,unsure
CHEMBL3410050_ACR0,CHEMBL3410050,chembl,C=CC(=O)NCCN(C(=O)Nc1ccc(-c2ncnc3[nH]cc(C)c23)cc1)c1ccc(Cl)cc1,JPNFRPCSSHSYNP-UHFFFAOYSA-N,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)N(CCN)c4ccc(Cl)cc4)cc3)c12,474.95,4.93,7,2.757,ok,0,1,0.1864,0.1828,YL2056,JNK-IN-8,0.8774,56d,O=C(Nc1ccccc1)Nc1ccc(-c2ncnc3[nH]ccc23)cc1,,0,0.175,0.1333,0.6742,0.1864,0.125,0.6742,0.1835,0.1828,0.813,0.1538,0.1122,0.8774,novel,novel,,ok,,unsure
CHEMBL385215_ACR0,CHEMBL385215,chembl,C=CC(=O)NCCNC(=O)c1ccc(Oc2ccc(C)c(C)c2)c(NC(=O)CCc2ccccc2)c1,WGQXVMHFDUNJTB-UHFFFAOYSA-N,Cc1ccc(Oc2ccc(C(=O)NCCN)cc2NC(=O)CCc2ccccc2)cc1C,485.58,4.7,11,2.257,ok,0,1,0.2188,0.1935,56d,JNK-IN-8,0.8721,56d,O=C(CCc1ccccc1)Nc1ccccc1Oc1ccccc1,,0,0.1405,0.1321,0.6848,0.1417,0.1238,0.6848,0.1887,0.1935,0.7585,0.2188,0.1702,0.8721,novel,novel,,ok,,unsure
CHEMBL3094458_ACR0,CHEMBL3094458,chembl,C=CC(=O)NCCCNC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,BPYKRELYJCXMOK-UHFFFAOYSA-N,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCCCN)ccc3Cl)c(=O)[nH]c2n1,484.9,1.65,9,2.696,ok,0,1,0.2323,0.2083,56d,JNK-IN-8,0.8678,JNK-IN-8,O=C(Nc1ccccc1)c1cc2cncnc2[nH]c1=O,,1,0.144,0.1261,0.7243,0.1452,0.1182,0.7243,0.2018,0.2083,0.8678,0.2323,0.1856,0.8106,novel,novel,,ok,,unsure
CHEMBL3139624_ACR0,CHEMBL3139624,chembl,C=CC(=O)NCCCOc1cccc(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,GZIBXUIVXLXJLD-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cccc(OCCCN)c2)sc2c1CCCC2,409.51,3.82,8,2.421,ok,0,1,0.2421,0.2111,56d,JNK-IN-8,0.8626,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.121,0.1132,0.7023,0.122,0.1154,0.7023,0.1981,0.2111,0.7408,0.2421,0.2,0.8626,novel,novel,,ok,,unsure
CHEMBL3112630_ACR0,CHEMBL3112630,chembl,C=CC(=O)NCCCOc1ccc(Cl)c(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,WIUUZVVPFJUEFV-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cc(OCCCN)ccc2Cl)sc2c1CCCC2,443.96,4.48,8,2.504,ok,0,1,0.1635,0.1313,56d,JNK-IN-8,0.8626,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1008,0.0901,0.7023,0.1016,0.0917,0.7023,0.1304,0.1313,0.7408,0.1635,0.1212,0.8626,novel,novel,,ok,,unsure
CHEMBL3410049_ACR0,CHEMBL3410049,chembl,C=CC(=O)NCCN(C(=O)Nc1ccc(-c2ncnc3[nH]cc(C)c23)cc1)c1ccc(OC)cc1,BWHGDIMPPLVWBU-UHFFFAOYSA-N,COc1ccc(N(CCN)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)cc1,470.53,4.28,8,2.747,ok,0,1,0.1833,0.1789,YL2056,JNK-IN-8,0.8612,56d,O=C(Nc1ccccc1)Nc1ccc(-c2ncnc3[nH]ccc23)cc1,,0,0.1721,0.1308,0.7113,0.1833,0.1226,0.7113,0.1802,0.1789,0.8308,0.1509,0.11,0.8612,novel,novel,,ok,,unsure
CHEMBL3974194_ACR0,CHEMBL3974194,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,KEIMPFDUROIOOM-DEOSSOPVSA-N,N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,482.54,3.4,7,2.792,ok,0,1,0.2472,0.2024,56d,56d,0.8575,56d,O=C(CCc1ccccc1)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,,0,0.211,0.1684,0.6678,0.213,0.172,0.6678,0.1765,0.1724,0.7294,0.2472,0.2024,0.8575,novel,novel,,ok,,unsure
CHEMBL3939777_ACR0,CHEMBL3939777,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,IMNSSTQVCWOLHE-DEOSSOPVSA-N,N[C@@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,500.53,3.54,7,2.888,ok,0,1,0.2396,0.1978,56d,56d,0.8575,56d,O=C(CCc1ccccc1)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,,0,0.1966,0.1553,0.6678,0.1983,0.1584,0.6678,0.1743,0.1702,0.7294,0.2396,0.1978,0.8575,novel,novel,,ok,,unsure
CHEMBL3983165_ACR0,CHEMBL3983165,chembl,C=CC(=O)N[C@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,IMNSSTQVCWOLHE-XMMPIXPASA-N,N[C@H](Cc1ccccc1)C(=O)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,500.53,3.54,7,2.888,ok,0,1,0.2396,0.1978,56d,56d,0.8575,56d,O=C(CCc1ccccc1)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,,0,0.1966,0.1553,0.6678,0.1983,0.1584,0.6678,0.1743,0.1702,0.7294,0.2396,0.1978,0.8575,novel,novel,,ok,,unsure
CHEMBL3139622_ACR0,CHEMBL3139622,chembl,C=CC(=O)NCCOc1cccc(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,RQPIZSJPNCPRFT-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cccc(OCCN)c2)sc2c1CCCC2,395.48,3.43,7,2.415,ok,0,1,0.2316,0.2135,56d,JNK-IN-8,0.8574,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.122,0.1143,0.6921,0.123,0.1165,0.6921,0.2,0.2135,0.7158,0.2316,0.1889,0.8574,novel,novel,,ok,,unsure
CHEMBL3139566_ACR0,CHEMBL3139566,chembl,C=CC(=O)NCCOc1ccc(Cl)c(C(=O)Nc2sc3c(c2C#N)CCCC3)c1,YXPWGHKLXMHPPU-UHFFFAOYSA-N,N#Cc1c(NC(=O)c2cc(OCCN)ccc2Cl)sc2c1CCCC2,429.93,4.09,7,2.499,ok,0,1,0.1538,0.1327,56d,JNK-IN-8,0.8574,56d,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,,0,0.1016,0.0909,0.6921,0.1024,0.0926,0.6921,0.1316,0.1327,0.7158,0.1538,0.1111,0.8574,novel,novel,,ok,,unsure
CHEMBL470398_ACR0,CHEMBL470398,chembl,C=CC(=O)N(C(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1)N(C)C,IRRJDUZEDJRCLQ-UHFFFAOYSA-N,CN(C)NC(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,490.95,4.06,7,2.717,ok,0,1,0.2391,0.2093,56d,56d,0.853,JNK-IN-8,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,,1,0.1538,0.14,0.689,0.1552,0.1313,0.689,0.1942,0.1932,0.853,0.2391,0.2093,0.7785,novel,novel,,ok,,unsure
CHEMBL395961_ACR0,CHEMBL395961,chembl,C=CC(=O)N1N=C(Cc2ccc(NC(C)=O)cc2)CC1(C)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,MPODBHBMHOHEGR-UHFFFAOYSA-N,CC(=O)Nc1ccc(CC2=NNC(C)(C(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)C2)cc1,497.48,4.25,6,3.517,ok,0,1,0.1619,0.1531,56d,JNK-IN-8,0.8523,56d,O=C(Nc1ccccc1)C1CC(Cc2ccccc2)=NN1,,0,0.1349,0.0893,0.7423,0.136,0.0811,0.7423,0.1491,0.1531,0.7982,0.1619,0.12,0.8523,novel,novel,,ok,,unsure
CHEMBL3961630_ACR0,CHEMBL3961630,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)N3CC=CCC3)ccc2F)C[C@@H](C(F)(F)F)O1,VGXLHTBXCZCOMA-JXFKEZNVSA-N,C[C@@]1(c2cc(NC(=O)N3CC=CCC3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,454.42,3.84,3,4.189,ok,0,1,0.1923,0.16,56d,JNK-IN-8,0.8494,56d,O=C(Nc1cccc(C2CCOC=N2)c1)N1CC=CCC1,,0,0.1417,0.1468,0.7014,0.152,0.1495,0.7014,0.1368,0.16,0.7799,0.1923,0.15,0.8494,novel,novel,,ok,,unsure
CHEMBL3656489_ACR0,CHEMBL3656489,chembl,C=CC(=O)NC1=N[C@@H](CCc2ccc(Nc3ccc(C#N)cn3)cc2)CO1,HLFFAARVHJNATO-KRWDZBQOSA-N,N#Cc1ccc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1,361.41,2.69,6,3.339,ok,0,1,0.1979,0.1444,56d,JNK-IN-8,0.8486,JNK-IN-8,C1=N[C@@H](CCc2ccc(Nc3ccccn3)cc2)CO1,,1,0.1525,0.1089,0.751,0.1538,0.1111,0.751,0.181,0.1444,0.8486,0.1979,0.1087,0.7021,novel,novel,,ok,,unsure
CHEMBL512884_ACR0,CHEMBL512884,chembl,C=CC(=O)N1CCN=C1c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,XYDZSUIXXXTANL-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)Nc1ccc(Cl)cn1)c1ccc(C2=NCCN2)cc1,473.92,4.01,6,2.561,ok,0,1,0.2447,0.2022,56d,JNK-IN-8,0.8467,JNK-IN-8,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccc(C2=NCCN2)cc1,,1,0.1597,0.16,0.7676,0.1709,0.1633,0.7676,0.1776,0.2022,0.8467,0.2447,0.191,0.7995,novel,novel,,ok,,unsure
CHEMBL471670_ACR0,CHEMBL471670,chembl,C=CC(=O)N1CCCN=C1c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,ILNGSZCBYQLTPN-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)Nc1ccc(Cl)cn1)c1ccc(C2=NCCCN2)cc1,487.95,4.4,6,2.594,ok,0,1,0.2396,0.1978,56d,JNK-IN-8,0.8467,JNK-IN-8,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccc(C2=NCCCN2)cc1,,1,0.157,0.1569,0.7676,0.1681,0.16,0.7676,0.1743,0.1978,0.8467,0.2396,0.1868,0.7995,novel,novel,,ok,,unsure
CHEMBL3422653_ACR1,CHEMBL3422653,chembl,C=CC(=O)NCC(=O)Nc1ccc(Oc2ccc3c(c2)c(C#N)c(N)n3C)cc1,YDXAGJPFCLHDMU-UHFFFAOYSA-N,Cn1c(N)c(C#N)c2cc(Oc3ccc(NC(=O)CN)cc3)ccc21,389.42,2.67,6,2.51,ok,0,1,0.2,0.1573,56d,56d,0.8442,JNK-IN-8,c1ccc(Oc2ccc3[nH]ccc3c2)cc1,,0,0.1441,0.1188,0.7756,0.1453,0.11,0.7756,0.1389,0.1556,0.8442,0.2,0.1573,0.7677,novel,novel,,ok,,unsure
CHEMBL3422652_ACR1,CHEMBL3422652,chembl,C=CC(=O)NCC(=O)Nc1ccc(Oc2ccc3c(c2)c(C#N)c(N)n3CC)cc1,DFCJKWMLGMCEFR-UHFFFAOYSA-N,CCn1c(N)c(C#N)c2cc(Oc3ccc(NC(=O)CN)cc3)ccc21,403.44,3.15,7,2.533,ok,0,1,0.1959,0.1538,56d,56d,0.8442,JNK-IN-8,c1ccc(Oc2ccc3[nH]ccc3c2)cc1,,0,0.1417,0.1165,0.7756,0.1429,0.1078,0.7756,0.1364,0.1522,0.8442,0.1959,0.1538,0.7677,novel,novel,,ok,,unsure
CHEMBL523081_ACR0,CHEMBL523081,chembl,C=CC(=O)N(C)C(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,OIVDAWRRVGXMMF-UHFFFAOYSA-N,CNC(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,461.91,4.21,6,2.536,ok,0,1,0.2444,0.2169,56d,56d,0.8418,JNK-IN-8,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,,1,0.1565,0.1443,0.6849,0.1579,0.1354,0.6849,0.198,0.2,0.8418,0.2444,0.2169,0.8017,novel,novel,,ok,,unsure
CHEMBL497916_ACR0,CHEMBL497916,chembl,C=CC(=O)N(CC)C(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,NNWODVSDHLCVPQ-UHFFFAOYSA-N,CCNC(=N)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,475.94,4.6,7,2.586,ok,0,1,0.2366,0.2093,56d,56d,0.8418,JNK-IN-8,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,,1,0.1525,0.14,0.6849,0.1538,0.1313,0.6849,0.1923,0.1932,0.8418,0.2366,0.2093,0.8017,novel,novel,,ok,,unsure
CHEMBL1203997_ACR0,CHEMBL1203997,chembl,C=CC(=O)N(CCc1ccc(NC(=O)c2ccccc2)cc1)C[C@H](O)COc1ccccc1,IQDITQDUVJRZEE-DEOSSOPVSA-N,O=C(Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1)c1ccccc1,444.53,3.94,11,2.636,ok,0,1,0.2222,0.2048,56d,JNK-IN-8,0.841,56d,O=C(Nc1ccc(CCNCCCOc2ccccc2)cc1)c1ccccc1,,0,0.1696,0.1237,0.6944,0.1818,0.1263,0.6944,0.202,0.2048,0.7215,0.2222,0.1928,0.841,novel,novel,,ok,,unsure
CHEMBL4250215_ACR0,CHEMBL4250215,chembl,C=CC(=O)N(CCc1ccc(NC(=O)c2ccccc2)cc1)C[C@H](O)COc1ccccc1CC,VJEIITXFIJTKIB-SANMLTNESA-N,CCc1ccccc1OC[C@@H](O)CNCCc1ccc(NC(=O)c2ccccc2)cc1,472.59,4.5,12,2.773,ok,0,1,0.2083,0.2045,56d,JNK-IN-8,0.841,56d,O=C(Nc1ccc(CCNCCCOc2ccccc2)cc1)c1ccccc1,,0,0.1709,0.1275,0.6944,0.1826,0.1188,0.6944,0.2019,0.2045,0.7215,0.2083,0.1798,0.841,novel,novel,,ok,,unsure
XARC000007044183_ACR0,XARC000007044183,taosu,C=CC(=O)N(NC(=S)NC(=O)c1ccccc1)C1=NN=C(c2ccc(OC)cc2)Cc2ccccc21,PHLZLEKOGXALAE-UHFFFAOYSA-N,COc1ccc(C2=NN=C(NNC(=S)NC(=O)c3ccccc3)c3ccccc3C2)cc1,497.58,3.64,4,2.986,ok,0,1,0.1667,0.1596,56d,JNK-IN-8,0.8407,56d,O=C(NC(=S)NNC1=NN=C(c2ccccc2)Cc2ccccc21)c1ccccc1,,0,0.1382,0.1569,0.7246,0.1393,0.1485,0.7246,0.1532,0.1596,0.7604,0.1667,0.1368,0.8407,novel,novel,,ok,,unsure
CHEMBL3422679_ACR0,CHEMBL3422679,chembl,C=CC(=O)NCC(=O)Nc1ccc(Oc2ccc3[nH]nc(-c4cnn(C)c4)c3c2)cc1,XVZIMYXNXTXRLS-UHFFFAOYSA-N,Cn1cc(-c2n[nH]c3ccc(Oc4ccc(NC(=O)CN)cc4)cc23)cn1,416.44,3.0,7,2.527,ok,0,1,0.2421,0.1868,56d,56d,0.8404,JNK-IN-8,c1ccc(Oc2ccc3[nH]nc(-c4cn[nH]c4)c3c2)cc1,,0,0.178,0.1456,0.8006,0.1795,0.1373,0.8006,0.1759,0.1848,0.8404,0.2421,0.1868,0.8342,novel,novel,,ok,,unsure
CHEMBL3986758_ACR0,CHEMBL3986758,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C/C(=C/CO)S1,ARGMMAMNYRVVNH-SWFNJPDPSA-N,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C/C(=C/CO)SC(N)=N1,465.51,3.23,5,3.757,ok,0,1,0.2095,0.2121,56d,JNK-IN-8,0.8395,56d,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CS1,,1,0.1298,0.1121,0.7813,0.1308,0.1043,0.7813,0.193,0.2121,0.7743,0.2095,0.1667,0.8395,novel,novel,,ok,,unsure
CHEMBL3961308_ACR0,CHEMBL3961308,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C/C(=C(\C)CO)S1,MVPATQFILYORGK-HAKLDRHFSA-N,C/C(CO)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,479.54,3.62,5,3.796,ok,0,1,0.2075,0.202,56d,JNK-IN-8,0.8395,56d,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CS1,,1,0.1288,0.113,0.7813,0.1298,0.1053,0.7813,0.181,0.202,0.7743,0.2075,0.1683,0.8395,novel,novel,,ok,,unsure
CHEMBL579413_ACR0,CHEMBL579413,chembl,C=CC(=O)NCCNS(=O)(=O)c1ccc(-c2ccnc3[nH]c(-c4ccncc4)cc23)cc1,NHSKWDZWHXMHQY-UHFFFAOYSA-N,NCCNS(=O)(=O)c1ccc(-c2ccnc3[nH]c(-c4ccncc4)cc23)cc1,447.52,2.87,8,2.616,ok,0,1,0.1731,0.1573,JNK-IN-8,JNK-IN-8,0.839,56d,c1ccc(-c2ccnc3[nH]c(-c4ccncc4)cc23)cc1,,1,0.1261,0.1089,0.7527,0.1271,0.1111,0.7527,0.1731,0.1573,0.7553,0.1649,0.0968,0.839,novel,novel,,ok,,unsure
CHEMBL520473_ACR0,CHEMBL520473,chembl,C=CC(=O)NCCS(=O)(=O)Nc1ccc(-c2ccnc3[nH]c(C)cc23)cc1,HVUWIFSZLDGIGT-UHFFFAOYSA-N,Cc1cc2c(-c3ccc(NS(=O)(=O)CCN)cc3)ccnc2[nH]1,384.46,2.58,7,2.605,ok,0,1,0.2121,0.2048,JNK-IN-8,JNK-IN-8,0.8367,56d,c1ccc(-c2ccnc3[nH]ccc23)cc1,,1,0.1579,0.1237,0.6571,0.1593,0.1146,0.6571,0.2121,0.2048,0.7602,0.1809,0.1124,0.8367,novel,novel,,ok,,unsure
CHEMBL2011841_ACR0,CHEMBL2011841,chembl,C=CC(=O)NCc1ccc(NC(=O)c2c(O)ccc[n+]2Cc2nccn2Cc2ccccc2)cc1,APOGSJFHQRKBNO-UHFFFAOYSA-O,NCc1ccc(NC(=O)c2c(O)ccc[n+]2Cc2nccn2Cc2ccccc2)cc1,468.54,3.03,9,2.829,ok,0,1,0.2396,0.1978,56d,56d,0.8363,JNK-IN-8,O=C(Nc1ccccc1)c1cccc[n+]1Cc1nccn1Cc1ccccc1,,1,0.1864,0.1553,0.7174,0.188,0.1584,0.7174,0.1743,0.1957,0.8363,0.2396,0.1978,0.7015,novel,novel,,ok,,unsure
CHEMBL1214544_ACR0,CHEMBL1214544,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccccc2F)C1=O,DVRHIVDZNURVPD-PMACEKPBSA-N,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccccc2F)C1=O,480.5,1.31,9,3.108,ok,0,1,0.2,0.1579,56d,56d,0.8356,56d,O=C(CN1C(=O)CC[C@H](NC(=O)CCc2ccccc2)C1=O)Nc1ccccc1,,0,0.1463,0.1321,0.6607,0.157,0.1456,0.6607,0.1217,0.11,0.7484,0.2,0.1579,0.8356,novel,novel,,ok,,unsure
CHEMBL1214543_ACR0,CHEMBL1214543,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,ZTZSUXUGXXABKW-PMACEKPBSA-N,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,496.95,1.83,9,3.115,ok,0,1,0.23,0.1895,56d,56d,0.8356,56d,O=C(CN1C(=O)CC[C@H](NC(=O)CCc2ccccc2)C1=O)Nc1ccccc1,,0,0.152,0.1284,0.6607,0.1626,0.1415,0.6607,0.1579,0.14,0.7484,0.23,0.1895,0.8356,novel,novel,,ok,,unsure
CHEMBL1214542_ACR0,CHEMBL1214542,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(C)cc2C)C1=O,MOEKNACSBDCVKZ-VXKWHMMOSA-N,Cc1ccc(NC(=O)CN2C(=O)CC[C@H](NC(=O)[C@@H](N)Cc3ccccc3)C2=O)c(C)c1,490.56,1.79,9,3.142,ok,0,1,0.1923,0.1735,56d,JNK-IN-8,0.8356,56d,O=C(CN1C(=O)CC[C@H](NC(=O)CCc2ccccc2)C1=O)Nc1ccccc1,,0,0.1508,0.1376,0.6607,0.1613,0.1402,0.6607,0.177,0.1735,0.7484,0.1923,0.1515,0.8356,novel,novel,,ok,,unsure
CHEMBL4207954_ACR0,CHEMBL4207954,chembl,C=CC(=O)NC(Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(C)cc2C)C1=O,MOEKNACSBDCVKZ-HMTLIYDFSA-N,Cc1ccc(NC(=O)CN2C(=O)CC[C@H](NC(=O)C(N)Cc3ccccc3)C2=O)c(C)c1,490.56,1.79,9,3.142,ok,0,1,0.1923,0.1735,56d,JNK-IN-8,0.8356,56d,O=C(CN1C(=O)CC[C@H](NC(=O)CCc2ccccc2)C1=O)Nc1ccccc1,,0,0.1508,0.1376,0.6607,0.1613,0.1402,0.6607,0.177,0.1735,0.7484,0.1923,0.1515,0.8356,novel,novel,,ok,,unsure
CHEMBL1214592_ACR0,CHEMBL1214592,chembl,C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(F)c(F)c2)C1=O,HKSUMDJHZDENPJ-PMACEKPBSA-N,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(F)c(F)c2)C1=O,498.49,1.45,9,3.181,ok,0,1,0.2059,0.1649,56d,56d,0.8356,56d,O=C(CN1C(=O)CC[C@H](NC(=O)CCc2ccccc2)C1=O)Nc1ccccc1,,0,0.1613,0.1284,0.6607,0.1721,0.1415,0.6607,0.1478,0.14,0.7484,0.2059,0.1649,0.8356,novel,novel,,ok,,unsure
CHEMBL1721144_ACR0,CHEMBL1721144,chembl,C=CC(=O)N(C)C[C@H]1Oc2ccc(NC(=O)Nc3ccccc3)cc2CC(=O)N([C@H](C)CO)C[C@H]1C,FHDXGFYGGQPEFV-KHCICDEESA-N,CNC[C@H]1Oc2ccc(NC(=O)Nc3ccccc3)cc2CC(=O)N([C@H](C)CO)C[C@H]1C,494.59,3.12,7,3.997,ok,0,1,0.2233,0.1979,56d,56d,0.8352,56d,O=C1Cc2cc(NC(=O)Nc3ccccc3)ccc2OCCCN1,,0,0.2049,0.1574,0.6136,0.187,0.1284,0.6136,0.1638,0.1373,0.7318,0.2233,0.1979,0.8352,novel,novel,,ok,,unsure
CHEMBL183211_ACR0,CHEMBL183211,chembl,C=CC(=O)N(C[C@H](O)COc1ccccc1)[C@@H](O)Cc1ccc(NC(=O)Nc2ccccc2)cc1,OVYSMXWRBSRLAN-OZXSUGGESA-N,O=C(Nc1ccccc1)Nc1ccc(C[C@H](O)NC[C@H](O)COc2ccccc2)cc1,475.55,3.65,11,3.173,ok,0,1,0.2135,0.1829,56d,56d,0.8351,56d,O=C(Nc1ccccc1)Nc1ccc(CCNCCCOc2ccccc2)cc1,,0,0.1622,0.1263,0.65,0.1636,0.117,0.65,0.1584,0.1395,0.7575,0.2135,0.1829,0.8351,novel,novel,,ok,,unsure
CHEMBL3680880_ACR0,CHEMBL3680880,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3[nH]ncc3Cl)ccc2F)[C@@H](F)CO1,PPMPGZWOSLSSHN-SCLBCKFNSA-N,C[C@]1(c2cc(NC(=O)c3[nH]ncc3Cl)ccc2F)N=C(N)OC[C@@H]1F,423.81,2.7,4,4.017,ok,0,1,0.22,0.2,56d,JNK-IN-8,0.8342,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccn[nH]1,,0,0.126,0.1182,0.6805,0.127,0.1101,0.6805,0.1696,0.2,0.7811,0.22,0.1771,0.8342,novel,novel,,ok,,unsure
CHEMBL3693236_ACR0,CHEMBL3693236,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3CO)ccc2Cl)[C@H]2C[C@H]2O1,UTZQRHWDWPPYGC-LBUQITIBSA-N,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3CO)ccc2Cl)[C@H]2C[C@H]2O1,493.32,3.37,6,4.402,ok,0,1,0.2233,0.2165,56d,JNK-IN-8,0.8333,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1395,0.1239,0.7602,0.1406,0.1261,0.7602,0.1947,0.2165,0.801,0.2233,0.1818,0.8333,novel,novel,,ok,,unsure
