id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason,react2,react2_reason,stepA_keep
CHEMBL3683819_ACR0,CHEMBL3683819,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,KFAFDOWZPJWSGB-UVQUFPMPSA-N,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,455.4,2.88,5,4.321,ok,0,1,0.2115,0.2041,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1308,0.1239,0.7772,0.1318,0.1261,0.7772,0.1739,0.2041,0.7793,0.2115,0.17,0.7899,novel,novel,,ok,,unsure
CHEMBL3261052_ACR0,CHEMBL3261052,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[C@H]2CC(F)(F)C[C@H]2O1,CZSFARYHDCQOGU-XKDCRVNJSA-N,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H]2CC(F)(F)C[C@@H]21,483.45,3.66,4,4.357,ok,0,1,0.219,0.2121,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3CCC[C@H]23)c1)c1ccccn1,,1,0.1374,0.1316,0.7772,0.1385,0.1239,0.7772,0.181,0.2121,0.7793,0.219,0.1782,0.7899,novel,novel,,ok,,unsure
CHEMBL3683797_ACR0,CHEMBL3683797,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,UVTHVMYUFQCZRK-GZOOOWMASA-N,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,455.4,2.73,5,4.401,ok,0,1,0.1981,0.19,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1298,0.1228,0.7772,0.1308,0.125,0.7772,0.1724,0.19,0.7793,0.1981,0.1569,0.7899,novel,novel,,ok,,unsure
CHEMBL3683798_ACR0,CHEMBL3683798,chembl,C=CC(=O)NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2F)[C@@H]2C[C@@H]2O1,UVTHVMYUFQCZRK-LEXZLQQCSA-N,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)nc1,455.4,2.73,5,4.401,ok,0,1,0.1981,0.19,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1298,0.1228,0.7772,0.1308,0.125,0.7772,0.1724,0.19,0.7793,0.1981,0.1569,0.7899,novel,novel,,ok,,unsure
CHEMBL3683878_ACR0,CHEMBL3683878,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2Cl)[C@H]2C[C@H]2O1,ZCWKLRHFZZFTHR-WTBBCNCBSA-N,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,488.31,3.75,5,4.41,ok,0,1,0.2095,0.2143,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1385,0.1228,0.7772,0.1395,0.125,0.7772,0.193,0.2143,0.7793,0.2095,0.1683,0.7899,novel,novel,,ok,,unsure
CHEMBL3688655_ACR0,CHEMBL3688655,chembl,C=CC(=O)NC1=N[C@@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)[C@@H]2C[C@@H]2O1,XSNZYLXUKDFRSG-UVQUFPMPSA-N,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)c(Cl)c1,471.85,3.24,5,4.41,ok,0,1,0.2037,0.2079,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1353,0.1197,0.7772,0.1364,0.1217,0.7772,0.188,0.2079,0.7793,0.2037,0.1635,0.7899,novel,novel,,ok,,unsure
CHEMBL3688656_ACR0,CHEMBL3688656,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)[C@H]2C[C@H]2O1,XSNZYLXUKDFRSG-WTBBCNCBSA-N,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,471.85,3.24,5,4.41,ok,0,1,0.2037,0.2079,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1353,0.1197,0.7772,0.1364,0.1217,0.7772,0.188,0.2079,0.7793,0.2037,0.1635,0.7899,novel,novel,,ok,,unsure
CHEMBL3688824_ACR0,CHEMBL3688824,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2Cl)[C@H]2C[C@H]2O1,KOOUVGFBOVEPDH-WTBBCNCBSA-N,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(F)c1,471.85,3.24,5,4.417,ok,0,1,0.2056,0.21,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1364,0.1207,0.7772,0.1374,0.1228,0.7772,0.1897,0.21,0.7793,0.2056,0.165,0.7899,novel,novel,,ok,,unsure
CHEMBL3683844_ACR0,CHEMBL3683844,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)cc(Cl)c2F)[C@H]2C[C@H]2O1,ZERIYUMQZGFQPN-GZOOOWMASA-N,N#Cc1ccc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,471.85,3.24,5,4.43,ok,0,1,0.1963,0.1881,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1288,0.1217,0.7772,0.1298,0.1239,0.7772,0.1709,0.1881,0.7793,0.1963,0.1553,0.7899,novel,novel,,ok,,unsure
CHEMBL3683866_ACR0,CHEMBL3683866,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2F)(C(F)F)[C@H]2C[C@H]2O1,FUUBYMMNWUIGGY-OLZZKDKNSA-N,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,473.39,3.02,5,4.434,ok,0,1,0.1981,0.1782,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1212,0.1228,0.7772,0.1221,0.125,0.7772,0.1525,0.1782,0.7793,0.1981,0.1569,0.7899,novel,novel,,ok,,unsure
CHEMBL3683863_ACR0,CHEMBL3683863,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2F)(C(F)F)[C@@H]2C[C@@H]2O1,FUUBYMMNWUIGGY-CKRFGLGXSA-N,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,473.39,3.02,5,4.434,ok,0,1,0.1981,0.1782,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1212,0.1228,0.7772,0.1221,0.125,0.7772,0.1525,0.1782,0.7793,0.1981,0.1569,0.7899,novel,novel,,ok,,unsure
CHEMBL3683887_ACR0,CHEMBL3683887,chembl,C=CC(=O)NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2Cl)[C@@H]2C[C@@H]2O1,HXHSLPQPUNXWME-LEXZLQQCSA-N,N#Cc1ccc(C(=O)Nc2cc(F)c(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)nc1,471.85,3.24,5,4.436,ok,0,1,0.1963,0.1881,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1288,0.1217,0.7772,0.1298,0.1239,0.7772,0.1709,0.1881,0.7793,0.1963,0.1553,0.7899,novel,novel,,ok,,unsure
CHEMBL3683821_ACR0,CHEMBL3683821,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,UMWZDAPIVZGHDV-DHZVRSILSA-N,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)c(Cl)c1,489.84,3.54,5,4.443,ok,0,1,0.2037,0.1961,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1269,0.1197,0.7772,0.1278,0.1217,0.7772,0.1681,0.1961,0.7793,0.2037,0.1635,0.7899,novel,novel,,ok,,unsure
CHEMBL3683823_ACR0,CHEMBL3683823,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,UMWZDAPIVZGHDV-JWCWZOIMSA-N,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,489.84,3.54,5,4.443,ok,0,1,0.2037,0.1961,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1269,0.1197,0.7772,0.1278,0.1217,0.7772,0.1681,0.1961,0.7793,0.2037,0.1635,0.7899,novel,novel,,ok,,unsure
CHEMBL3639876_ACR0,CHEMBL3639876,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,SJGUBCJBRDHYLR-JWCWZOIMSA-N,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(F)c1,473.39,3.02,5,4.451,ok,0,1,0.2095,0.202,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1298,0.1228,0.7772,0.1308,0.125,0.7772,0.1724,0.202,0.7793,0.2095,0.1683,0.7899,novel,novel,,ok,,unsure
CHEMBL3683810_ACR0,CHEMBL3683810,chembl,C=CC(=O)NC1=N[C@@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3C)cc(F)c2F)[C@@H]2C[C@@H]2O1,YQOMPRIHISDVMT-BKTORNKPSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(CF)N=C(N)O[C@H]3C[C@H]32)c1,469.42,3.03,5,4.503,ok,0,1,0.188,0.2079,JNK-IN-8,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1269,0.1197,0.7772,0.1278,0.1121,0.7772,0.188,0.2079,0.7793,0.1818,0.1415,0.7899,novel,novel,,ok,,unsure
CHEMBL3683809_ACR0,CHEMBL3683809,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3C)cc(F)c2F)[C@H]2C[C@H]2O1,YQOMPRIHISDVMT-KNUWZQJKSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,469.42,3.03,5,4.503,ok,0,1,0.188,0.2079,JNK-IN-8,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1269,0.1197,0.7772,0.1278,0.1121,0.7772,0.188,0.2079,0.7793,0.1818,0.1415,0.7899,novel,novel,,ok,,unsure
CHEMBL3683847_ACR0,CHEMBL3683847,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3C)cc(Cl)c2F)[C@H]2C[C@H]2O1,OTJQQJKFRKFXQK-KNUWZQJKSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,485.88,3.55,5,4.532,ok,0,1,0.1849,0.2039,JNK-IN-8,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.125,0.1176,0.7772,0.1259,0.1102,0.7772,0.1849,0.2039,0.7793,0.1786,0.1389,0.7899,novel,novel,,ok,,unsure
CHEMBL3688734_ACR0,CHEMBL3688734,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ncc(C#N)cc3C)cc(F)c2C)(C(F)F)[C@@H]2C[C@@H]2O1,CSMAVHXABHWBSW-YLNUKYHNSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(C)c([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1,483.45,3.5,5,4.536,ok,0,1,0.1818,0.1961,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.1185,0.1197,0.7772,0.1194,0.1121,0.7772,0.1681,0.1961,0.7793,0.1818,0.1415,0.7899,novel,novel,,ok,,unsure
CHEMBL3688733_ACR0,CHEMBL3688733,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(C#N)cc3C)cc(F)c2C)(C(F)F)[C@H]2C[C@H]2O1,CSMAVHXABHWBSW-NVTAWBTOSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(C)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,483.45,3.5,5,4.536,ok,0,1,0.1818,0.1961,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1185,0.1197,0.7772,0.1194,0.1121,0.7772,0.1681,0.1961,0.7793,0.1818,0.1415,0.7899,novel,novel,,ok,,unsure
CHEMBL3683889_ACR0,CHEMBL3683889,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3C)cc(F)c2Cl)[C@H]2C[C@H]2O1,VBUFYQCEPIZSHV-KNUWZQJKSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,485.88,3.55,5,4.538,ok,0,1,0.1849,0.2039,JNK-IN-8,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.125,0.1176,0.7772,0.1259,0.1102,0.7772,0.1849,0.2039,0.7793,0.1786,0.1389,0.7899,novel,novel,,ok,,unsure
CHEMBL3683888_ACR0,CHEMBL3683888,chembl,C=CC(=O)NC1=N[C@@](CF)(c2cc(NC(=O)c3ncc(C#N)cc3C)cc(F)c2Cl)[C@@H]2C[C@@H]2O1,VBUFYQCEPIZSHV-BKTORNKPSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(Cl)c([C@]2(CF)N=C(N)O[C@H]3C[C@H]32)c1,485.88,3.55,5,4.538,ok,0,1,0.1849,0.2039,JNK-IN-8,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.125,0.1176,0.7772,0.1259,0.1102,0.7772,0.1849,0.2039,0.7793,0.1786,0.1389,0.7899,novel,novel,,ok,,unsure
CHEMBL3683883_ACR0,CHEMBL3683883,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(C#N)cc3C)cc(C)c2F)(C(F)F)[C@H]2C[C@H]2O1,RKGKPWLRMNZHJG-ICKUNSISSA-N,Cc1cc(C#N)cnc1C(=O)Nc1cc(C)c(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,483.45,3.5,5,4.567,ok,0,1,0.1835,0.21,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1194,0.1207,0.7772,0.1203,0.113,0.7772,0.1795,0.21,0.7793,0.1835,0.1429,0.7899,novel,novel,,ok,,unsure
CHEMBL3683884_ACR0,CHEMBL3683884,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(C#N)cc3Cl)cc(C)c2F)(C(F)F)[C@H]2C[C@H]2O1,PVEYKXSEOYEDNO-LZDDTZTRSA-N,Cc1cc(NC(=O)c2ncc(C#N)cc2Cl)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,503.87,3.84,5,4.584,ok,0,1,0.1786,0.2039,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1168,0.1176,0.7772,0.1176,0.1102,0.7772,0.175,0.2039,0.7793,0.1786,0.1389,0.7899,novel,novel,,ok,,unsure
CHEMBL3688822_ACR0,CHEMBL3688822,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(C#N)cc3F)cc(C)c2F)(C(F)F)[C@H]2C[C@H]2O1,KLKSWXOPGXENOD-LZDDTZTRSA-N,Cc1cc(NC(=O)c2ncc(C#N)cc2F)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,487.41,3.33,5,4.591,ok,0,1,0.1818,0.2079,56d,JNK-IN-8,0.7899,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1185,0.1197,0.7772,0.1194,0.1121,0.7772,0.178,0.2079,0.7793,0.1818,0.1415,0.7899,novel,novel,,ok,,unsure
CHEMBL3263684_ACR0,CHEMBL3263684,chembl,C=CC(=O)NCCNC(=O)c1ccc(N2CCN(c3ccccc3C)CC2)c(NC(=O)c2ccco2)c1,MOWUEMOWNQAXFA-UHFFFAOYSA-N,Cc1ccccc1N1CCN(c2ccc(C(=O)NCCN)cc2NC(=O)c2ccco2)CC1,501.59,3.2,9,2.441,ok,0,1,0.2316,0.2065,56d,JNK-IN-8,0.7899,JNK-IN-8,O=C(Nc1ccccc1N1CCN(c2ccccc2)CC1)c1ccco1,,0,0.1597,0.1538,0.6859,0.1709,0.1569,0.6859,0.2,0.2065,0.7899,0.2316,0.1828,0.7646,novel,novel,,ok,,unsure
CHEMBL3259825_ACR0,CHEMBL3259825,chembl,C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,FZPZRURFTOGYIC-UHFFFAOYSA-N,NC1CCN(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,468.54,1.34,7,2.621,ok,0,1,0.2143,0.172,56d,56d,0.7898,JNK-IN-8,O=C(NCc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1cnc2[nH]ncc2c1,,1,0.1382,0.1442,0.6956,0.178,0.17,0.6956,0.1532,0.1579,0.7898,0.2143,0.172,0.7097,novel,novel,,ok,,unsure
CHEMBL563655_ACR0,CHEMBL563655,chembl,C=CC(=O)NCCCOc1ccccc1C(=O)Nc1nc2ccc(Oc3ccccc3)cc2s1,JMZRUKKJLCINNX-UHFFFAOYSA-N,NCCCOc1ccccc1C(=O)Nc1nc2ccc(Oc3ccccc3)cc2s1,473.55,5.41,10,2.284,ok,0,1,0.2165,0.1739,56d,56d,0.7897,56d,O=C(Nc1nc2ccc(Oc3ccccc3)cc2s1)c1ccccc1,,0,0.1488,0.1346,0.7692,0.15,0.1373,0.7692,0.1651,0.1596,0.7629,0.2165,0.1739,0.7897,novel,novel,,ok,,unsure
CHEMBL3672944_ACR0,CHEMBL3672944,chembl,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)COC(NC(=O)C=C)=N4)c2)nc1,SOBRDJSORVROLP-FGZHOGPDSA-N,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)COC(N)=N4)c2)nc1,453.41,2.65,4,4.435,ok,0,1,0.2277,0.2083,56d,JNK-IN-8,0.7896,JNK-IN-8,O=C(Nc1cccc([C@]23COCC2COC=N3)c1)c1ccccn1,,1,0.1154,0.1062,0.7452,0.1163,0.1081,0.7452,0.177,0.2083,0.7896,0.2277,0.1856,0.7126,novel,novel,,ok,,unsure
CHEMBL3355511_ACR0,CHEMBL3355511,chembl,C=CC(=O)NCCN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,APSCLAADESHFED-UHFFFAOYSA-N,NCCN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,463.56,3.43,10,2.156,ok,0,1,0.2045,0.1566,56d,56d,0.7896,56d,O=C(NCc1ccccc1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,,0,0.1545,0.1398,0.6487,0.1667,0.1556,0.6487,0.15,0.1279,0.7771,0.2045,0.1566,0.7896,novel,novel,,ok,,unsure
CHEMBL3929707_ACR0,CHEMBL3929707,chembl,C=CC(=O)NCCCCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,SIVPUVPNHSSLEO-UHFFFAOYSA-N,NCCCCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,434.54,3.83,10,2.257,ok,0,1,0.2683,0.2099,56d,56d,0.7896,56d,O=C(Nc1ccccc1)N1Cc2ccccc2C1,,0,0.2019,0.1613,0.5596,0.2039,0.1648,0.5596,0.1771,0.1786,0.6548,0.2683,0.2099,0.7896,novel,novel,,ok,,unsure
CHEMBL2381241_ACR0,CHEMBL2381241,chembl,C=CC(=O)N1CCN(c2ccccc2NC(=O)c2csc(N3Cc4cnc(C)nc4C3)n2)CC1,BCOGNQRURDHVHA-UHFFFAOYSA-N,Cc1ncc2c(n1)CN(c1nc(C(=O)Nc3ccccc3N3CCNCC3)cs1)C2,475.58,2.85,5,2.818,ok,0,1,0.21,0.1875,56d,56d,0.7896,YL5084,O=C(Nc1ccccc1N1CCNCC1)c1csc(N2Cc3cncnc3C2)n1,,0,0.1545,0.1481,0.7896,0.1653,0.1509,0.7896,0.1607,0.1856,0.6835,0.21,0.1875,0.6182,novel,novel,,ok,,unsure
CHEMBL3688648_ACR0,CHEMBL3688648,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)(F)F)[C@@H]2C[C@@H]2O1,PIQQURXHMLANAK-PSGMQZRDSA-N,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)(F)F)[C@@H]2C[C@@H]2O1,482.82,3.96,4,4.184,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.7895,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.136,0.1296,0.7362,0.1371,0.1321,0.7362,0.1818,0.2151,0.7529,0.2222,0.1789,0.7895,novel,novel,,ok,,unsure
CHEMBL3683832_ACR0,CHEMBL3683832,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,FVQYKZJTRSBMQI-CQURBHOASA-N,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,464.83,3.66,5,4.245,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.7895,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.136,0.1296,0.7362,0.1371,0.1321,0.7362,0.1818,0.2151,0.7529,0.2222,0.1789,0.7895,novel,novel,,ok,,unsure
CHEMBL3683853_ACR0,CHEMBL3683853,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@H]2C[C@H]2O1,FDPWXNZAEQIXMZ-CQURBHOASA-N,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@H]2C[C@H]2O1,481.29,4.18,5,4.245,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.7895,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.136,0.1296,0.7362,0.1371,0.1321,0.7362,0.1818,0.2151,0.7529,0.2222,0.1789,0.7895,novel,novel,,ok,,unsure
CHEMBL3683815_ACR0,CHEMBL3683815,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,FVQYKZJTRSBMQI-QTPGKHNVSA-N,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,464.83,3.66,5,4.245,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.7895,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.136,0.1296,0.7362,0.1371,0.1321,0.7362,0.1818,0.2151,0.7529,0.2222,0.1789,0.7895,novel,novel,,ok,,unsure
CHEMBL3683848_ACR0,CHEMBL3683848,chembl,C=CC(=O)NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@@H]2C[C@@H]2O1,FDPWXNZAEQIXMZ-QTPGKHNVSA-N,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@@H]2C[C@@H]2O1,481.29,4.18,5,4.245,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.7895,56d,O=C(Nc1cccc(C2N=CO[C@H]3C[C@@H]23)c1)c1ccccn1,,1,0.136,0.1296,0.7362,0.1371,0.1321,0.7362,0.1818,0.2151,0.7529,0.2222,0.1789,0.7895,novel,novel,,ok,,unsure
