repurposing_id,chembl_id,name,canonical_smiles,p_active_nlrp3,mw_pool,ok,has_carboxylate,has_tetrazole,has_acyl_sulfonamide,mw,hbd,hba,logp,rotbonds,tpsa,pass_veber,pass_ro5_hb,pass_mw_200_550,pass_chemistry_soft
REP_07885,CHEMBL4076124,LSZ-102,CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,1.0,470.47,True,True,False,False,470.4680000000002,2,4,7.414800000000006,6,66.76,True,True,True,True
REP_06119,CHEMBL3989910,CAVOSONSTAT,O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,1.0,299.71,True,True,False,False,299.71299999999997,2,3,3.9590000000000014,2,70.42,True,True,True,True
REP_04441,CHEMBL2107328,DASOLAMPANEL ETIBUTIL,CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@@H](Oc3cccc(Cl)c3-c3nnn[nH]3)CC[C@H]2CN1,1.0,461.99,True,False,True,False,461.9940000000002,2,7,4.025100000000002,8,102.02000000000001,True,True,True,True
REP_06875,CHEMBL5095100,FULIMETIBANT,O=C(O)c1cc(NC(=O)C2(c3ccc(C(F)(F)F)cc3F)CC2)ccc1-c1cnn(C2CCC2)c1,1.0,487.45,True,True,False,False,487.4530000000003,2,3,5.801500000000004,6,84.22,True,True,True,True
REP_07635,CHEMBL1835919,PF-04620110,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,1.0,396.45,True,True,False,False,396.4470000000002,2,6,2.8465000000000016,4,118.64000000000001,True,True,True,True
REP_07073,CHEMBL5314515,DAVELIZOMIB,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCN1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)O)O1,1.0,481.26,True,True,False,False,481.2610000000002,3,7,0.6347000000000014,10,134.27,True,True,True,True
REP_07074,CHEMBL5314516,EMIDURDAR,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,1.0,495.18,True,False,True,False,495.18100000000004,3,4,5.310800000000001,3,95.59,True,True,True,True
REP_00833,CHEMBL3318007,PIMODIVIR,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,1.0,399.4,True,True,False,False,399.4010000000001,3,5,3.599400000000002,4,103.78999999999999,True,True,True,True
REP_06925,CHEMBL5095262,CADISEGLIATIN,CCCO[C@H]1CC[C@H](N(C(=O)Nc2ncc(SCC(=O)O)s2)C2CCCCC2)CC1,1.0,455.65,True,True,False,False,455.6460000000004,2,6,5.224200000000005,9,91.76,True,True,True,True
REP_07000,CHEMBL5314403,ARRY-502,COc1cc(Cl)ccc1CCNC(=O)c1ccc(Oc2cc3c(cc2Cl)[C@@H](C(=O)O)CCO3)cc1,1.0,516.38,True,True,False,False,516.3770000000003,2,5,5.717500000000006,8,94.09,True,True,True,True
REP_07825,CHEMBL3600873,MK-5108,O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,1.0,461.95,True,True,False,False,461.94600000000025,2,6,5.709300000000003,7,84.34,True,True,True,True
REP_06303,CHEMBL4297270,BMS-986020,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,1.0,482.54,True,True,False,False,482.5360000000001,2,5,6.742920000000005,7,101.66000000000001,True,True,True,True
REP_00853,CHEMBL3545043,ASAPIPRANT,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)O)c3)CC2)cc1,1.0,501.56,True,True,False,False,501.56100000000026,1,8,3.1031000000000013,9,122.41000000000001,True,True,True,True
REP_07021,CHEMBL5314448,XELAGLIFAM,CC#C[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c(-c4ccc(O[C@@H]5CCOC5)nc4)ccc(F)c32)cc1,1.0,501.55,True,True,False,False,501.55400000000026,1,5,5.703300000000005,8,77.88000000000001,True,True,True,True
REP_07837,CHEMBL3685811,MK-8457,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,1.0,506.55,True,True,False,False,506.5500000000003,3,7,5.769420000000004,5,108.23,True,True,True,True
REP_07838,CHEMBL3692206,TAS-119,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,1.0,506.37,True,True,False,False,506.3650000000002,3,5,4.852320000000003,6,111.21000000000001,True,True,True,True
REP_07775,CHEMBL3259907,BI-224436,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,1.0,442.52,True,True,False,False,442.51500000000027,1,5,5.634120000000005,4,81.54,True,True,True,True
REP_07735,CHEMBL259084,MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,1.0,476.87,True,True,False,False,476.8700000000002,2,5,5.868000000000003,4,87.47,True,True,True,True
REP_00600,CHEMBL2035874,EPROTIROME,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O,1.0,487.14,True,True,False,False,487.1440000000001,3,4,5.246100000000003,6,95.86,True,True,True,True
REP_01131,CHEMBL488025,EXISULIND,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,1.0,372.42,True,True,False,False,372.4170000000001,1,3,4.031600000000003,4,71.44,True,True,True,True
REP_06524,CHEMBL44793,GAVESTINEL,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,0.91666675,375.21,True,True,False,False,375.21100000000007,3,2,4.824800000000002,4,82.19,True,True,True,True
REP_05288,CHEMBL281398,TERBOGREL,CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,0.91666675,405.5,True,True,False,False,405.5020000000001,3,4,4.405280000000003,7,110.4,True,True,True,True
REP_02721,CHEMBL2104172,CEFETRIZOLE,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@H]12,0.91666675,437.53,True,True,False,False,437.52800000000013,3,8,0.9395999999999998,7,128.28000000000003,True,True,True,True
REP_05460,CHEMBL311350,PIROMIDIC ACID,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,0.91666675,288.31,True,True,False,False,288.307,1,5,1.1098000000000001,3,88.32,True,True,True,True
REP_07012,CHEMBL5314435,PELECOPAN,NCc1nccc(-c2cc(COc3ccccc3CC(=O)O)cc3ccoc23)c1F,0.91666675,406.41,True,True,False,False,406.41300000000007,2,5,4.298700000000003,7,98.58000000000001,True,True,True,True
REP_05252,CHEMBL278255,CLINAFLOXACIN,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0.91666675,365.79,True,True,False,False,365.79200000000014,2,4,2.3644999999999996,3,88.56,True,True,True,True
REP_07977,CHEMBL429844,ORE-1001,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O,0.91666675,428.32,True,True,False,False,428.31600000000014,3,4,3.322800000000001,10,104.45,True,True,True,True
REP_07969,CHEMBL4297542,GSK-2018682,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,0.91666675,440.89,True,True,False,False,440.8870000000003,1,6,5.0587000000000035,8,103.27000000000001,True,True,True,True
REP_05102,CHEMBL2364625,PRADIGASTAT SODIUM,O=C([O-])C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,0.91666675,454.47,True,True,False,False,454.47200000000015,1,5,5.319800000000003,6,77.94,True,True,True,True
REP_04623,CHEMBL2107707,CEFOXAZOLE,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,0.91666675,491.91,True,True,False,False,491.9090000000003,2,8,2.2187200000000002,6,139.04,True,True,True,True
REP_01345,CHEMBL1092665,SP-420,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,0.91666675,355.41,True,True,False,False,355.4120000000001,2,7,1.7707000000000002,9,97.58,True,True,True,True
REP_06470,CHEMBL432481,DEFERITRIN,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,0.91666675,253.28,True,True,False,False,253.27900000000002,3,5,1.4344999999999999,2,90.12,True,True,True,True
REP_00142,CHEMBL1524273,PHTHALYLSULFATHIAZOLE,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.91666675,403.44,True,True,False,False,403.4410000000001,3,6,2.894400000000001,6,125.46,True,True,True,True
REP_01948,CHEMBL1614646,SUSALIMOD,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,0.91666675,408.44,True,True,False,False,408.4350000000001,3,5,2.9944200000000007,4,116.59000000000002,True,True,True,True
REP_08132,CHEMBL5095188,MAX-10181,Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,0.91666675,527.54,True,True,False,False,527.5390000000002,3,5,5.547620000000005,8,88.02000000000001,True,True,True,True
REP_00697,CHEMBL2107786,TERUTROBAN,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,0.91666675,407.92,True,True,False,False,407.9190000000002,2,3,3.501420000000002,6,83.47,True,True,True,True
REP_00015,CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,0.91666675,298.3,True,True,False,False,298.298,2,5,2.745,2,106.42000000000002,True,True,True,True
REP_08266,CHEMBL6068537,ASP-7657,O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,0.91666675,509.53,True,True,False,False,509.5280000000002,2,3,5.877400000000004,6,84.22000000000001,True,True,True,True
REP_08222,CHEMBL5499497,LNP-1892,Cc1ccc([C@@H]2C[C@H](CN[C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)O,0.9166667,451.57,True,True,False,False,451.5660000000002,2,3,6.480220000000006,6,58.56,True,True,True,True
REP_08210,CHEMBL5316169,CR-3465 FREE ACID,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)O)c1ccc2ccccc2n1,0.9166667,495.51,True,True,False,False,495.5100000000002,2,5,4.926800000000004,8,101.41,True,True,True,True
REP_04687,CHEMBL2110623,CEFAZAFLUR,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,0.9166667,470.48,True,True,False,False,470.4800000000001,2,9,0.29380000000000034,7,130.31,True,True,True,True
REP_04681,CHEMBL2110610,FANDOSENTAN,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,0.9166667,517.48,True,True,False,False,517.4810000000002,1,5,5.049400000000004,4,93.14000000000001,True,True,True,True
REP_08137,CHEMBL5095205,CHOLYLSARCOSINE C-11,C[C@H](CCC(=O)N([11CH3])CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.9166667,478.66,True,True,False,False,478.65843360000036,4,5,2.9071,6,118.30000000000001,True,True,True,True
REP_00153,CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,0.9166667,356.42,True,True,False,False,356.41800000000006,1,2,4.365500000000003,4,60.36,True,True,True,True
REP_01147,CHEMBL5087506,ADMILPARANT,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)O)C3)c(C)n2)nnn1C,0.9166667,445.52,True,True,False,False,445.5200000000002,1,7,3.1861200000000016,8,119.67000000000002,True,True,True,True
REP_06643,CHEMBL4650322,RUNCACIGUAT,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,0.9166667,488.33,True,True,False,False,488.33299999999997,2,2,6.882400000000004,8,66.4,True,True,True,True
REP_05846,CHEMBL3707347,VERINURAD,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,0.9166667,348.43,True,True,False,False,348.4270000000001,1,4,4.728780000000004,4,73.98,True,True,True,True
REP_05864,CHEMBL3746388,TERN-101,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,0.9166667,540.45,True,True,False,False,540.4470000000001,1,5,6.901300000000004,7,80.73,True,True,True,True
REP_07166,CHEMBL551813,BI-671800,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,0.9166667,501.51,True,True,False,False,501.5090000000002,2,6,4.097600000000003,8,98.66000000000001,True,True,True,True
REP_05813,CHEMBL3670685,PALUPIPRANT,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1,0.9166667,483.39,True,True,False,False,483.39300000000014,2,4,5.358000000000004,7,93.45,True,True,True,True
REP_05763,CHEMBL3581693,BRILANESTRANT,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,0.9166667,446.91,True,True,False,False,446.9090000000001,2,2,6.822300000000004,6,65.97999999999999,True,True,True,True
REP_05729,CHEMBL3545303,TOTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O,0.9166667,466.51,True,False,True,False,466.5050000000001,3,8,4.046740000000003,5,131.75,True,True,True,True
REP_07702,CHEMBL2181753,AM-211,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,0.9166667,500.52,True,True,False,False,500.5170000000002,2,3,5.739800000000004,9,78.87,True,True,True,True
REP_07704,CHEMBL219046,PSI-697,O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,0.9166667,367.83,True,True,False,False,367.8320000000003,2,3,4.761600000000003,3,70.42,True,True,True,True
REP_00729,CHEMBL222645,FLOXACILLIN,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.9166667,453.88,True,True,False,False,453.8790000000002,2,6,2.6878199999999994,4,112.74,True,True,True,True
REP_07645,CHEMBL1938870,MK-8245,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,0.9166667,467.26,True,True,False,False,467.25500000000017,1,8,2.3621,6,119.39999999999999,True,True,True,True
REP_07056,CHEMBL5314494,ZAVONDEMSTAT,CC(C)c1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)O)cc1,0.9166667,431.54,True,True,False,False,431.5360000000001,2,5,5.649300000000005,7,74.69,True,True,True,True
REP_01458,CHEMBL119549,ANDOLAST,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1,0.9166667,333.31,True,False,True,False,333.315,3,7,1.2990999999999997,4,138.02,True,True,True,True
REP_01474,CHEMBL1201391,TENIVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.9166667,436.59,True,True,False,False,436.5890000000002,3,5,4.105700000000003,10,104.06000000000002,True,True,True,True
REP_03306,CHEMBL2105093,GLISAMURIDE,CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNC(=O)N(C)c3ccccn3)cc2)CC1,0.9166667,473.6,True,False,False,True,473.5990000000002,3,5,3.0367000000000006,7,120.5,True,True,True,True
REP_07754,CHEMBL297792,S-3304,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,0.9166667,464.57,True,True,False,False,464.56800000000015,3,4,3.9118200000000023,6,99.26,True,True,True,True
REP_06990,CHEMBL5314393,LY2624803,CC(C)(CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1)C(=O)O,0.9166667,379.46,True,True,False,False,379.46000000000015,1,5,3.599000000000001,3,65.37,True,True,True,True
REP_02143,CHEMBL1742401,ABITESARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,0.9166667,461.57,True,True,True,False,461.5660000000003,2,5,4.697500000000003,10,112.07000000000001,True,True,True,True
REP_07040,CHEMBL5314476,POCENBRODIB,COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)O)C3)c2CC[C@@H]1C,0.9166667,525.58,True,True,False,False,525.5770000000005,2,6,4.989100000000004,5,114.11999999999999,True,True,True,True
REP_01404,CHEMBL1178103,SUDEXANOX,CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12,0.9166667,401.48,True,True,False,False,401.48400000000015,2,5,4.802670000000004,7,108.43,True,True,True,True
REP_07859,CHEMBL3912712,BMS-963272,Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,0.9166667,525.45,True,False,True,False,525.4530000000003,2,5,5.117920000000004,7,92.79,True,True,True,True
REP_07910,CHEMBL4279521,PF-05241328,Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12,0.9166667,436.92,True,False,False,True,436.92100000000016,1,6,3.1065200000000015,6,103.17999999999998,True,True,True,True
REP_05470,CHEMBL3121539,RADALBUVIR,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,0.9166667,543.73,True,True,False,False,543.7260000000002,2,6,5.402500000000005,7,96.30000000000001,True,True,True,True
REP_02001,CHEMBL1628698,BGC-20-1531 FREE BASE,COc1ccc(-c2ccc(OCc3cc(C(=O)NS(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,0.9166667,492.55,True,False,False,True,492.55300000000017,1,7,4.664740000000003,8,107.72999999999999,True,True,True,True
REP_04566,CHEMBL2107610,SULICRINAT,NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl,0.9166667,438.67,True,True,False,False,438.67200000000014,2,5,2.9886000000000017,6,123.76,True,True,True,True
REP_03680,CHEMBL2105590,UREDOFOS,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC,0.9166667,500.54,True,False,False,True,500.53900000000027,4,7,3.972920000000002,9,134.85999999999999,True,True,True,True
REP_00857,CHEMBL3545186,FONADELPAR,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,0.9166667,504.53,True,True,False,False,504.53000000000026,1,6,6.650520000000005,8,85.45,True,True,True,True
REP_01346,CHEMBL1093059,BARDOXOLONE,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.9166667,491.67,True,True,False,False,491.67200000000037,1,4,6.2905800000000065,1,95.22999999999999,True,True,True,True
REP_05267,CHEMBL279260,RAFABEGRON,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,0.9166667,402.88,True,True,False,False,402.87800000000016,4,4,3.5389000000000017,9,94.58000000000001,True,True,True,True
REP_07899,CHEMBL4205422,MK-0752,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.9166667,442.91,True,True,False,False,442.9110000000002,1,3,5.342400000000004,6,71.44,True,True,True,True
REP_00950,CHEMBL414157,TONAPOFYLLINE,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,0.9166667,416.52,True,True,False,False,416.5220000000003,2,4,3.163100000000002,8,109.97999999999999,True,True,True,True
REP_04581,CHEMBL2107636,CEFAZEDONE,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,0.9166667,548.46,True,True,False,False,548.4550000000002,2,9,1.8459199999999996,7,134.48999999999998,True,True,True,True
REP_02354,CHEMBL1908354,CEFCANEL,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,0.9166667,478.58,True,True,False,False,478.57700000000017,3,9,1.4108200000000002,7,132.71999999999997,True,True,True,True
REP_02650,CHEMBL2104072,ASERIPIDE,C[C@H](C(=O)O)c1cccc(NC(=O)NCC(=O)N2[C@@H](c3ccccc3F)SC[C@H]2C(=O)OC(C)(C)C)c1,0.9166667,531.61,True,True,False,False,531.6060000000002,3,6,4.119800000000004,7,125.04,True,True,True,True
REP_08002,CHEMBL4521078,PLX-51107,Cc1noc(C)c1-c1cnc2c(-c3ccc(C(=O)O)cc3)cn([C@@H](C)c3ccccn3)c2c1,0.9166667,438.49,True,True,False,False,438.4870000000001,1,5,5.677640000000005,5,94.04,True,True,True,True
REP_06427,CHEMBL4297649,OLACAFTOR,CC(C)COc1cc(F)cc(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)c(N3C[C@@H](C)CC3(C)C)n2)c1,0.9166667,539.67,True,False,False,True,539.6730000000002,1,6,5.666000000000006,8,88.6,True,True,True,True
REP_08064,CHEMBL4650350,INZOMELID,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,0.9166667,388.49,True,False,False,True,388.4930000000003,2,4,2.9518000000000013,4,93.09,True,True,True,True
REP_04977,CHEMBL2165620,PF-04991532,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,0.9166667,396.37,True,True,False,False,396.36899999999997,2,4,3.755200000000003,6,97.11000000000001,True,True,True,True
REP_00077,CHEMBL1206690,PARECOXIB,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,0.9166667,370.43,True,False,False,True,370.43000000000006,1,5,3.531920000000002,5,89.27,True,True,True,True
REP_01178,CHEMBL519504,ALEGLITAZAR,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,0.9166667,437.52,True,True,False,False,437.51700000000017,1,6,5.128320000000005,9,81.79,True,True,True,True
REP_06583,CHEMBL4594274,POSENACAFTOR,Cc1c(-c2cc(C(=O)O)c3c(O[C@H](C)C4CCOCC4)ccc(C)c3n2)oc2ccccc12,0.9166667,445.52,True,True,False,False,445.5150000000002,1,5,6.156940000000006,5,81.79,True,True,True,True
REP_01181,CHEMBL5219660,JT-001,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,0.9166667,402.48,True,False,False,True,402.47600000000017,2,5,2.1534000000000004,3,102.32000000000001,True,True,True,True
REP_08143,CHEMBL5095222,AZD-8075,CC1(C)CCCN1C(=O)c1ccc(-c2cc(F)ccc2OCC(=O)O)cc1Cl,0.9166667,405.85,True,True,False,False,405.8530000000002,1,3,4.624100000000004,5,66.84,True,True,True,True
REP_06722,CHEMBL478120,MARBOFLOXACIN,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,0.9166667,362.36,True,True,False,False,362.3610000000002,1,6,0.5083000000000002,2,78.25,True,True,True,True
