isoform,n,median,mean,std,active_frac
JNK1,444,6.76,6.605427927927929,1.0166296380585176,0.5653153153153153
JNK2,610,6.6,6.536344262295082,1.0192779308591366,0.5409836065573771
JNK3,1147,6.28,6.231669572798605,1.2886406408957916,0.45074106364428945
