repurposing_id,canonical_smiles,status,pdbqt
REP_01345,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,prepared,results/repurposing/ligands_p05/REP_01345.pdbqt
REP_02257,CC(C)OC(=O)CCC/C=C\CC[C@H]1[C@@H](O)CO[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,prepared,results/repurposing/ligands_p05/REP_02257.pdbqt
REP_07080,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(F)c(OC)cc(OC)c3F)nc(N3CC(C)(OC)C3)c2n1,prepared,results/repurposing/ligands_p05/REP_07080.pdbqt
REP_05989,CC(C)c1cc(NS(=O)(=O)c2cc(C3(O)CCC(=O)N3C)ccc2Cl)cc(C(C)C)c1O,prepared,results/repurposing/ligands_p05/REP_05989.pdbqt
REP_06137,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)c2sccc12,prepared,results/repurposing/ligands_p05/REP_06137.pdbqt
REP_07076,C=CC(=O)N1CCN(c2c(C#N)c(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(N)c(F)c(F)c(F)c4F)c(Cl)cc23)CC1,prepared,results/repurposing/ligands_p05/REP_07076.pdbqt
REP_00721,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,prepared,results/repurposing/ligands_p05/REP_00721.pdbqt
REP_07078,CCN(c1cc(O[C@H]2C[C@H](N3CCCCC3)C2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,prepared,results/repurposing/ligands_p05/REP_07078.pdbqt
REP_04102,CC(C)=CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](c5ccc(=O)oc5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,prepared,results/repurposing/ligands_p05/REP_04102.pdbqt
REP_06013,Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,prepared,results/repurposing/ligands_p05/REP_06013.pdbqt
REP_06071,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1,prepared,results/repurposing/ligands_p05/REP_06071.pdbqt
REP_06007,C[C@@]1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,prepared,results/repurposing/ligands_p05/REP_06007.pdbqt
REP_07092,O=C1CCC(N2Cc3cc(CNC(=O)C(=O)c4ccc(C5(C(F)(F)F)CC5)cc4)ccc3C2=O)C(=O)N1,prepared,results/repurposing/ligands_p05/REP_07092.pdbqt
REP_07118,C[C@]1(c2ccc(Cl)cn2)Oc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)c2O1,prepared,results/repurposing/ligands_p05/REP_07118.pdbqt
REP_07099,CCCS(=O)(=O)Nc1cc(F)c(F)c(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1F,prepared,results/repurposing/ligands_p05/REP_07099.pdbqt
REP_08112,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,prepared,results/repurposing/ligands_p05/REP_08112.pdbqt
REP_02569,CC(=O)Oc1ccccc1C(=O)OC(COC(=O)C(C)(C)Oc1ccc(Cl)cc1)COC(=O)C(C)(C)Oc1ccc(Cl)cc1,prepared,results/repurposing/ligands_p05/REP_02569.pdbqt
REP_02684,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,prepared,results/repurposing/ligands_p05/REP_02684.pdbqt
REP_02550,Cc1cccc([C@H](C)c2ncc[nH]2)c1C,prepared,results/repurposing/ligands_p05/REP_02550.pdbqt
REP_07993,COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F,prepared,results/repurposing/ligands_p05/REP_07993.pdbqt
REP_07974,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O.O=C(O)CCC(=O)O,prepared,results/repurposing/ligands_p05/REP_07974.pdbqt
REP_08007,c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1,prepared,results/repurposing/ligands_p05/REP_08007.pdbqt
REP_06816,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,prepared,results/repurposing/ligands_p05/REP_06816.pdbqt
REP_06426,[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2[C@@H](Nc2ncnc3cccnc23)C(F)(F)F)c1,prepared,results/repurposing/ligands_p05/REP_06426.pdbqt
REP_06457,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,prepared,results/repurposing/ligands_p05/REP_06457.pdbqt
REP_03777,CCC1(CC)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,prepared,results/repurposing/ligands_p05/REP_03777.pdbqt
REP_06470,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,prepared,results/repurposing/ligands_p05/REP_06470.pdbqt
REP_07088,[2H]c1c([2H])c([2H])c2c(C(=O)c3cc(Br)c(O)c(Br)c3)c(C(C)O)oc2c1[2H],prepared,results/repurposing/ligands_p05/REP_07088.pdbqt
REP_07137,CC(=O)Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O[C@H](C)c1c(Cl)ccc(F)c1Cl,prepared,results/repurposing/ligands_p05/REP_07137.pdbqt
REP_07104,Cc1cc(C)c2c(n1)CN(C(=O)CC1CN(c3ccnc(C(F)(F)F)c3)C1)C2,prepared,results/repurposing/ligands_p05/REP_07104.pdbqt
REP_00762,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,prepared,results/repurposing/ligands_p05/REP_00762.pdbqt
REP_05934,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1,prepared,results/repurposing/ligands_p05/REP_05934.pdbqt
REP_05962,CN1CCC[C@H]1CCNC(=O)c1cn2c3c(c(N4CCC(c5cnccn5)C4)c(F)cc3c1=O)Oc1cc3ccccc3cc1-2,prepared,results/repurposing/ligands_p05/REP_05962.pdbqt
REP_05932,Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O,prepared,results/repurposing/ligands_p05/REP_05932.pdbqt
REP_05942,COc1ccc(/C=C/C(=O)OCCCCO[N+](=O)[O-])cc1OC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,prepared,results/repurposing/ligands_p05/REP_05942.pdbqt
REP_07343,O=C(N[C@H](CN1CCCC1)[C@H](O)c1ccc(OC2CC2)c(Cl)c1)/C(=N/O)c1ccc2cc(Cl)ccc2c1,prepared,results/repurposing/ligands_p05/REP_07343.pdbqt
REP_01578,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)CO)cc3)cccc12,prepared,results/repurposing/ligands_p05/REP_01578.pdbqt
REP_05816,CC(C)(O)CCOc1cc(-c2cnn(C(C)(C)C(N)=O)c2)c2c(c1)[C@@](O)(C(F)(F)F)c1ccccc1-2,prepared,results/repurposing/ligands_p05/REP_05816.pdbqt
REP_00552,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,prepared,results/repurposing/ligands_p05/REP_00552.pdbqt
REP_05830,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)cc21,prepared,results/repurposing/ligands_p05/REP_05830.pdbqt
REP_05831,COCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,prepared,results/repurposing/ligands_p05/REP_05831.pdbqt
REP_06495,C[C@H](Nc1ncnc(N)c1C#N)c1cc2ncc(Cl)n2nc1-c1ccccc1,prepared,results/repurposing/ligands_p05/REP_06495.pdbqt
REP_01210,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,prepared,results/repurposing/ligands_p05/REP_01210.pdbqt
REP_01189,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,prepared,results/repurposing/ligands_p05/REP_01189.pdbqt
REP_01199,CCNC(=O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@H](CCc2ccccc2)OC(=O)CCCCCO[N+](=O)[O-])[C@H](O)C[C@@H]1O,prepared,results/repurposing/ligands_p05/REP_01199.pdbqt
REP_06503,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](Nc3ncnc4ccc(C(F)(F)F)cc34)C2=O)[C@H](NS(C)(=O)=O)C1,prepared,results/repurposing/ligands_p05/REP_06503.pdbqt
REP_07637,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,prepared,results/repurposing/ligands_p05/REP_07637.pdbqt
REP_06760,COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1,prepared,results/repurposing/ligands_p05/REP_06760.pdbqt
REP_01056,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,prepared,results/repurposing/ligands_p05/REP_01056.pdbqt
REP_01036,Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O,prepared,results/repurposing/ligands_p05/REP_01036.pdbqt
REP_01051,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)nc(NCC3(N)COC3)c2c1,prepared,results/repurposing/ligands_p05/REP_01051.pdbqt
REP_08100,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,prepared,results/repurposing/ligands_p05/REP_08100.pdbqt
REP_08101,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,prepared,results/repurposing/ligands_p05/REP_08101.pdbqt
REP_00142,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,prepared,results/repurposing/ligands_p05/REP_00142.pdbqt
REP_04992,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,prepared,results/repurposing/ligands_p05/REP_04992.pdbqt
REP_08094,CC(=O)N(C)C1CCN(c2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)CC1,prepared,results/repurposing/ligands_p05/REP_08094.pdbqt
REP_05046,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,prepared,results/repurposing/ligands_p05/REP_05046.pdbqt
REP_08053,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C,prepared,results/repurposing/ligands_p05/REP_08053.pdbqt
REP_05080,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,prepared,results/repurposing/ligands_p05/REP_05080.pdbqt
REP_04910,COC(=O)Nc1nc2cc(Sc3ccc(NC(=O)[C@H](C)N)cc3)ccc2[nH]1,prepared,results/repurposing/ligands_p05/REP_04910.pdbqt
REP_01948,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,prepared,results/repurposing/ligands_p05/REP_01948.pdbqt
REP_08132,Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,prepared,results/repurposing/ligands_p05/REP_08132.pdbqt
REP_03718,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,prepared,results/repurposing/ligands_p05/REP_03718.pdbqt
REP_03714,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,prepared,results/repurposing/ligands_p05/REP_03714.pdbqt
REP_03715,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,prepared,results/repurposing/ligands_p05/REP_03715.pdbqt
REP_03732,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CCOC(=O)[C@@H](N)C(C)C)Cn1cnc2c(=O)[nH]c(N)nc21,prepared,results/repurposing/ligands_p05/REP_03732.pdbqt
REP_01078,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,prepared,results/repurposing/ligands_p05/REP_01078.pdbqt
REP_06745,Cc1ccn(-c2ccc(C(=O)N3CC[C@@](C)(C(=O)N[C@@H](C)CO)Cc4ccccc43)c(C)c2)n1,prepared,results/repurposing/ligands_p05/REP_06745.pdbqt
REP_06729,CCCS(=O)(=O)Nc1c(F)ccc(C(=O)c2n[nH]c3ncc(-c4ccncc4)cc23)c1F,prepared,results/repurposing/ligands_p05/REP_06729.pdbqt
REP_01190,Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,prepared,results/repurposing/ligands_p05/REP_01190.pdbqt
REP_01231,Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1,prepared,results/repurposing/ligands_p05/REP_01231.pdbqt
REP_05791,Cc1cccc(Cn2nc(C3CC3)c3c(NC(=O)c4cnc5cc(OCCN6CCN(C)CC6)ccn45)cccc32)n1,prepared,results/repurposing/ligands_p05/REP_05791.pdbqt
REP_03084,N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Cl)cc2)CC1)Nc1ccc(Cl)cc1,prepared,results/repurposing/ligands_p05/REP_03084.pdbqt
REP_03071,CC(=O)Oc1ccc([N+](=O)[O-])c(OC(C)=O)c1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,prepared,results/repurposing/ligands_p05/REP_03071.pdbqt
REP_00697,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,prepared,results/repurposing/ligands_p05/REP_00697.pdbqt
REP_07142,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,prepared,results/repurposing/ligands_p05/REP_07142.pdbqt
REP_01535,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,prepared,results/repurposing/ligands_p05/REP_01535.pdbqt
REP_03164,CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,prepared,results/repurposing/ligands_p05/REP_03164.pdbqt
REP_03240,CCCc1c(SCCCOc2ccc(C(C)=O)c(OCCCC(=O)O)c2CCC)ccc(C(C)=O)c1O,prepared,results/repurposing/ligands_p05/REP_03240.pdbqt
REP_05832,Cc1cc(Oc2ncccc2OC(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,prepared,results/repurposing/ligands_p05/REP_05832.pdbqt
REP_01582,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,prepared,results/repurposing/ligands_p05/REP_01582.pdbqt
REP_07282,O=C1CCc2c(Oc3ccc4c(c3)C[C@@H](c3ncc(-c5ccc(F)cc5)[nH]3)CO4)ccnc2N1,prepared,results/repurposing/ligands_p05/REP_07282.pdbqt
REP_01102,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,prepared,results/repurposing/ligands_p05/REP_01102.pdbqt
REP_04981,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,prepared,results/repurposing/ligands_p05/REP_04981.pdbqt
REP_04983,C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1,prepared,results/repurposing/ligands_p05/REP_04983.pdbqt
REP_04974,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(OC(C)C)O[C@H]2[C@@]1(C)F,prepared,results/repurposing/ligands_p05/REP_04974.pdbqt
REP_06644,O=C(NCc1cnc(C(F)(F)F)s1)c1ccc2c(c1)NC(=O)c1ccccc1S2(=O)=O,prepared,results/repurposing/ligands_p05/REP_06644.pdbqt
REP_06656,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,prepared,results/repurposing/ligands_p05/REP_06656.pdbqt
REP_00015,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,prepared,results/repurposing/ligands_p05/REP_00015.pdbqt
REP_08261,Cc1cn(C)nc1[C@H](Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O)C1(C)CCCC1,prepared,results/repurposing/ligands_p05/REP_08261.pdbqt
REP_02521,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,prepared,results/repurposing/ligands_p05/REP_02521.pdbqt
REP_08266,O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,prepared,results/repurposing/ligands_p05/REP_08266.pdbqt
REP_08225,Nc1nccc(Sc2cnc(N3CCC4(CC3)Cc3ccccc3[C@H]4N)nn2)c1Cl,prepared,results/repurposing/ligands_p05/REP_08225.pdbqt
REP_08247,CCCCCCCCCCCCOS(=O)(=O)O.Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,prepared,results/repurposing/ligands_p05/REP_08247.pdbqt
REP_08251,FC(F)Oc1cc(Nc2cnc3cnn(CC4CCOCC4)c3n2)n[nH]1,prepared,results/repurposing/ligands_p05/REP_08251.pdbqt
REP_02505,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,prepared,results/repurposing/ligands_p05/REP_02505.pdbqt
REP_08212,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,prepared,results/repurposing/ligands_p05/REP_08212.pdbqt
REP_08246,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cncc(-c3oncc3C)c2)n1.O=C(O)CCC(=O)O,prepared,results/repurposing/ligands_p05/REP_08246.pdbqt
REP_08222,Cc1ccc([C@@H]2C[C@H](CN[C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)O,prepared,results/repurposing/ligands_p05/REP_08222.pdbqt
REP_08210,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)O)c1ccc2ccccc2n1,prepared,results/repurposing/ligands_p05/REP_08210.pdbqt
REP_08209,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,prepared,results/repurposing/ligands_p05/REP_08209.pdbqt
REP_00035,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,prepared,results/repurposing/ligands_p05/REP_00035.pdbqt
REP_08241,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,prepared,results/repurposing/ligands_p05/REP_08241.pdbqt
REP_08242,CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,prepared,results/repurposing/ligands_p05/REP_08242.pdbqt
REP_08260,O=C(O)CCc1ccccc1OCCC/C=C/c1cccc(NS(=O)(=O)c2ccccc2)c1,prepared,results/repurposing/ligands_p05/REP_08260.pdbqt
REP_00019,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,prepared,results/repurposing/ligands_p05/REP_00019.pdbqt
REP_04792,CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C(=O)O)c1I,prepared,results/repurposing/ligands_p05/REP_04792.pdbqt
REP_04794,CCC(=O)OC[C@]1(O)O[C@H]([C@H]2C[C@H](C)[C@H]([C@]3(C)CC[C@H]([C@]4(C)CC[C@]5(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC(=O)CC)[C@H](C)C(=O)O)O5)O4)O3)O2)[C@@H](C)C[C@H]1C,prepared,results/repurposing/ligands_p05/REP_04794.pdbqt
REP_04768,O=C(Nc1ccc(Cl)c(Cl)c1)C1=C(O)c2cc(Cl)ccc2S(=O)(=O)CC1,prepared,results/repurposing/ligands_p05/REP_04768.pdbqt
REP_04662,CCCCCCCCCCCCSCC(COP(=O)(O)OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OCCCCCCCCCC,embed_fail,
REP_04687,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,prepared,results/repurposing/ligands_p05/REP_04687.pdbqt
REP_04681,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,prepared,results/repurposing/ligands_p05/REP_04681.pdbqt
REP_08137,C[C@H](CCC(=O)N([11CH3])CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,prepared,results/repurposing/ligands_p05/REP_08137.pdbqt
REP_08125,Cc1sc(C(=O)c2cncnc2N[C@@H]2CC[C@H](COS(N)(=O)=O)[C@H]2O)cc1[C@@H]1NCCc2ccc(Cl)cc21,prepared,results/repurposing/ligands_p05/REP_08125.pdbqt
REP_08126,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1=CCN(C2CCOCC2)CC1,prepared,results/repurposing/ligands_p05/REP_08126.pdbqt
REP_08194,Cc1cc(CNc2[nH]nc(Nc3ccc(N4CCOCC4)cc3)c2C(N)=O)cc(C)c1O,prepared,results/repurposing/ligands_p05/REP_08194.pdbqt
REP_08165,Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,prepared,results/repurposing/ligands_p05/REP_08165.pdbqt
REP_08184,Cc1cc(O)c2c(=O)c3c(O)cc([O-])c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,prepared,results/repurposing/ligands_p05/REP_08184.pdbqt
REP_08187,C[C@H](c1c[nH]c(=O)c2cc(F)c(F)cc12)N(C)C(=O)Nc1ccc(F)c(C#N)c1,prepared,results/repurposing/ligands_p05/REP_08187.pdbqt
REP_08084,C/C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,prepared,results/repurposing/ligands_p05/REP_08084.pdbqt
REP_00150,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,prepared,results/repurposing/ligands_p05/REP_00150.pdbqt
REP_00153,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,prepared,results/repurposing/ligands_p05/REP_00153.pdbqt
REP_08136,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nnc(CC2CC2)o1,prepared,results/repurposing/ligands_p05/REP_08136.pdbqt
REP_08183,CCCCCCCCCCCCOS(=O)(=O)O.Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,prepared,results/repurposing/ligands_p05/REP_08183.pdbqt
REP_08131,CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,prepared,results/repurposing/ligands_p05/REP_08131.pdbqt
REP_08117,Cc1cc(NC(=O)c2ccc(NS(=O)(=O)CCO)cc2N2CCC3(CC2)CC3)nc(N2CCC(F)(F)CC2)n1,prepared,results/repurposing/ligands_p05/REP_08117.pdbqt
REP_08122,C[C@@H](NCc1nc2ccc(Oc3cc(F)c(F)c(F)c3)nc2n1C1CCC1)C(N)=O,prepared,results/repurposing/ligands_p05/REP_08122.pdbqt
REP_08175,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,prepared,results/repurposing/ligands_p05/REP_08175.pdbqt
REP_08190,Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCCC6)ccn45)ncn3)cc2)cn1,prepared,results/repurposing/ligands_p05/REP_08190.pdbqt
REP_08191,CCC(C)OC(=O)OC[N+]1(C)CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,prepared,results/repurposing/ligands_p05/REP_08191.pdbqt
REP_08193,C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1cnc(CC(C)C)cc1C,prepared,results/repurposing/ligands_p05/REP_08193.pdbqt
REP_01147,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)O)C3)c(C)n2)nnn1C,prepared,results/repurposing/ligands_p05/REP_01147.pdbqt
REP_06620,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,prepared,results/repurposing/ligands_p05/REP_06620.pdbqt
