pair,n_seeds,primary_20260727,median_of_per_seed_summary_min,min_five_seed,max_five_seed,range_of_per_seed_summary_min,per_ligand_median_summary_min,per_ligand_median_ci_lo,per_ligand_median_ci_hi,crosses_0.5,note
F2/F10,5,0.3448,0.3659,0.3448,0.3851,0.0403,0.3619,0.2211,0.4928,0,median_of_per_seed_summary_min is S54-style; per_ligand_median is a single score channel
JAK1/TYK2,5,0.3649,0.3955,0.3649,0.3994,0.0345,0.3715,0.2375,0.5121,0,median_of_per_seed_summary_min is S54-style; per_ligand_median is a single score channel
JAK1/JAK2,5,0.5884,0.5879,0.5742,0.5918,0.0176,0.5791,0.4325,0.7136,0,median_of_per_seed_summary_min is S54-style; per_ligand_median is a single score channel
PPARG/PPARA,5,0.6492,0.6514,0.6489,0.691,0.0421,0.6719,0.5202,0.7546,0,median_of_per_seed_summary_min is S54-style; per_ligand_median is a single score channel
PPARA/PPARD,5,0.4463,0.4536,0.4463,0.4688,0.0225,0.4492,0.2991,0.5867,0,median_of_per_seed_summary_min is S54-style; per_ligand_median is a single score channel
