pair,contrast,model,n,n_pos,n_neg,n_scaffolds,n_splits,cv_auroc,rank_auroc_docking,note
EGFR/HER2,D_vs_A,physchem,66,28,38,54,5,0.6983,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_A,ECFP4,66,28,38,54,5,0.7453,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_A,docking,66,28,38,54,5,0.5912,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_A,docking+physchem,66,28,38,54,5,0.6898,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_A,ECFP4+docking,66,28,38,54,5,0.7509,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_A,ECFP4+physchem,66,28,38,54,5,0.7679,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_A,ECFP4+docking+physchem,66,28,38,54,5,0.7641,0.6664,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,physchem,60,28,32,51,5,0.5033,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,ECFP4,60,28,32,51,5,0.8895,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,docking,60,28,32,51,5,0.4252,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,docking+physchem,60,28,32,51,5,0.5145,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,ECFP4+docking,60,28,32,51,5,0.8873,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,ECFP4+physchem,60,28,32,51,5,0.8248,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
EGFR/HER2,D_vs_B,ECFP4+docking+physchem,60,28,32,51,5,0.8237,0.4297,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_A,physchem,52,27,25,45,5,0.6133,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
