original_path,archive_path,original_sha256,role,original_commit,hash_policy
docs/BENCHMARK_SELECTION_CRITERIA.md,docs/archive/development/BENCHMARK_SELECTION_CRITERIA.md,42dd7e5e22888c315f8a06266000354bf9e39d5a0b8f0485c6f3cc03839ca8da,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_CRITIQUE_RESPONSE.md,docs/internal/development/C5_CRITIQUE_RESPONSE.md,6f436571f8cebcf57180a37a573e2c8b57f7963a7bd02ac13acfdb76237917bf,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_DOCKING_WORKLIST.md,docs/archive/development/C5_DOCKING_WORKLIST.md,251231590b845d069d595f41474eec923b38f391a99d2d15515129bfbd905aad,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_JOURNAL_COMPARISON_MD_AFTER.md,docs/internal/development/C5_JOURNAL_COMPARISON_MD_AFTER.md,7f68221919aedf6fcabdd85436a8c7c0ccdc0f553d7a5ac03d5b78bfb65592b2,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_PRESUBMISSION_AUDIT.md,docs/archive/development/C5_PRESUBMISSION_AUDIT.md,0c40426403777dc0ba17994d60e9ccd922e5fa713362d48cbad9c11eeda9b08f,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_RANKING_AND_NEXT_DOCKS.md,docs/archive/development/C5_RANKING_AND_NEXT_DOCKS.md,7784d1eb6759aba98d503645786bb58c90c318107dc31816fc18b57920d66b33,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_SCREENING_AUDIT_AND_MD_PICK.md,docs/archive/development/C5_SCREENING_AUDIT_AND_MD_PICK.md,319c599167595c803a89eaa88ad710b1d4f76ce15ccd4b22d91c57cef145c655,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/C5_VS_PIPELINE_ONE_PARAGRAPH.md,docs/archive/development/C5_VS_PIPELINE_ONE_PARAGRAPH.md,b166422e407d48b7c3b37d2a6393ea6c6a3177b3c9a3df448a0044b821909461,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/CONCLUSIONS_DRAFT_CN.md,docs/archive/development/CONCLUSIONS_DRAFT_CN.md,2255378e3797d3ffa448734ea957de661f15f63c11487b62d445c239a0c7a765,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/DATA_FACT_CHECK.md,docs/archive/development/DATA_FACT_CHECK.md,abe0456a3a8747702ce02e0505a4e7fde7a11643398c99cf9fdb77fed82e3bd3,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/DIFFERENTIATION_VS_PLK1_NLRP3.md,docs/internal/development/DIFFERENTIATION_VS_PLK1_NLRP3.md,483fab0b4c721b5cdf7b8931ad17967b05883befc2e19ebb82394a86e2692f64,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/DISCUSSION_DRAFT_CN.md,docs/archive/development/DISCUSSION_DRAFT_CN.md,254901a83a77c05e5ecf2209d7c4a87443c14554d775db046cc925a7edb0e2c9,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/IF_STILL_WANT_CANDIDATES.md,docs/internal/development/IF_STILL_WANT_CANDIDATES.md,fcced4690c94111b027991830e7d46feeee9dfc279aa74e09b4b16cecea6f53f,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/INTRO_DRAFT_CN.md,docs/archive/development/INTRO_DRAFT_CN.md,5f8e5805ca955f2d13bc703366bbf610916f1e290488ecc033783087e345da3f,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/LOCAL_AGENT_TASKS.md,docs/internal/development/LOCAL_AGENT_TASKS.md,9c9092e0f5fc80dc651aea4209ec18d2610a691f9bb05a3e40d03f832f059d42,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/LOCAL_C1_CANDIDATE_CAMPAIGN.md,docs/archive/development/LOCAL_C1_CANDIDATE_CAMPAIGN.md,84d1bf866383c76dea6fe137cf94cef585436a9b311ab9578133ed1f65d33d9b,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/MANUSCRIPT.md,docs/archive/development/MANUSCRIPT.md,0baa996ad3fa3684cbc1d1d754cede31cae3b9fe86ad5fd8c43f86f0c7a8772e,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/MD_RUN_PLAN.md,docs/archive/development/MD_RUN_PLAN.md,ed07921bc2bff0a623bd8c8b1104cd7b9e80585585c3b1071acd2476eaf3d565,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/METHODS_DRAFT_CN.md,docs/archive/development/METHODS_DRAFT_CN.md,1d2e35ee4b38bc5697f773667da5046b021a47ffd9ab99dcbe3d4e9819c40b04,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/MODEL_QUALITY_REPORT.md,docs/archive/development/MODEL_QUALITY_REPORT.md,5532855eafb927017fe63e52cb0138784f1cfeb805a5344c722249bc0f4c18e8,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/MOL_DIVERS_REVISION_PLAN.md,docs/internal/development/MOL_DIVERS_REVISION_PLAN.md,9d4a3a3469d0b26affc7b30a8dc3ff4e4ac450f2f31c7a78f0a9f8382a55b3d3,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/NON_DOCKING_COMPUTATION.md,docs/archive/development/NON_DOCKING_COMPUTATION.md,266e8aaadd67f8350586f8e3522708a0b36642a4dce3056bfe91310defb13726,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/OPEN_SOURCE_DOCKING.md,docs/archive/development/OPEN_SOURCE_DOCKING.md,d275da56c5111d9f8e59ce9135856f01cc6606e7b5568536af9379a713698632,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROJECT_RECONCEPTION.md,docs/archive/development/PROJECT_RECONCEPTION.md,b45587e5f25d623efa3439ad4a2fdf2aa8f4d3729568d9783c6568fdacd6fa40,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROJECT_REPLAN_MOLECULAR_DIVERSITY.md,docs/archive/development/PROJECT_REPLAN_MOLECULAR_DIVERSITY.md,bc76d894157b606ba5b1cbddfafbd252897b5f14b042eb4f622d0b6dd2f310f5,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROJECT_ROUTE_C2_TRANSPORT_CYCLE.md,docs/archive/development/PROJECT_ROUTE_C2_TRANSPORT_CYCLE.md,3532014046e379a6608d38799bb193ccd44337f81ac5d79d0c1878b6f0f68cc5,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROJECT_ROUTE_C3_CRYOEM_DUAL_NODE.md,docs/archive/development/PROJECT_ROUTE_C3_CRYOEM_DUAL_NODE.md,b4ddb0a07fc7169b8e24cd5b1659665de858832000bb25f39bcc55ed7fb36b01,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROJECT_ROUTE_C4_SELECTIVITY.md,docs/archive/development/PROJECT_ROUTE_C4_SELECTIVITY.md,9939a104db899a60805724750bf09c05bbe54d6df774f1271403fd003c134346,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROJECT_ROUTE_C5_DUAL_NODE_PUBLICATION.md,docs/archive/development/PROJECT_ROUTE_C5_DUAL_NODE_PUBLICATION.md,0188da0da4cfa65b12444b9c0453638e1ef94b77e3c303dc0ada069dc0a46101,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/PROTOCOL_SELECTION_RESULT.md,docs/archive/development/PROTOCOL_SELECTION_RESULT.md,6888dc460abb11ce7b357dde24bf53947011e03a52d4e931b6216048b7e04097,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/REDOCK_SMOKE_ANALYSIS.md,docs/archive/development/REDOCK_SMOKE_ANALYSIS.md,83e27faef01cfe566c0f48aa419b046b5114ecbb64e6cebca96615602a627772,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/REDOCK_SMOKE_TEST_SHEET.md,docs/archive/development/REDOCK_SMOKE_TEST_SHEET.md,fb032619ff7689d8492c2864466eda0b1b469ee2e941c67a10b4e780e6470e66,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/REFERENCES.md,docs/archive/development/REFERENCES.md,69b0d77add0879dffc7de84fb41a25aef663fd65d1b04affc6f9351e3a0f9787,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/REPURPOSING_DRUG_LIBRARY_GUIDE.md,docs/archive/development/REPURPOSING_DRUG_LIBRARY_GUIDE.md,a270aa138da6adfa426ec1cd239554a65fe9d457ca114adc3c400d68b18b4915,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/RESULTS_DRAFT_CN.md,docs/archive/development/RESULTS_DRAFT_CN.md,4e6bbbc8a263af637aa4551ae1446a7b60fd03b4ec8cf18f8a07f70529587827,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/SI_SUPPLEMENT_ANALYSES.md,docs/archive/development/SI_SUPPLEMENT_ANALYSES.md,0ca05b390f125337ec5236e05d3b7806a7629c64cf06ecb0ebfcd6a35544842f,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/URAT1_ML_MODEL_ASSESSMENT.md,docs/archive/development/URAT1_ML_MODEL_ASSESSMENT.md,60f666d63d9382c98fd2a898aa47e1e610da0db9fd09267d3948ee5356b11262,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/URAT1_THREE_STATE_DOCKING.md,docs/archive/development/URAT1_THREE_STATE_DOCKING.md,ddd4b9e1fd7c7e7c8cc529efcfe508884f7e49328cec39be0db3800c30d8e1d7,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/WORKFLOW.md,docs/archive/development/WORKFLOW.md,86e4eede055bc3bc01c58f2bd22d8f85f676e0cb11aebcf5f9ffbdedc07b3ae6,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/WSL_GNINA_CPU_SETUP.md,docs/archive/development/WSL_GNINA_CPU_SETUP.md,898bfb61d0e48df6cdea4631f774550fa568fd146a7711027729fe6005f862f3,archive,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/paper_spine_ars_analysis/README.md,docs/internal/development/paper_spine_ars_analysis/README.md,459f47ca739e9231ce6ad8cdad070a8f736e061042f4bd2b25cd3c5b425d6b8d,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/paper_spine_ars_analysis/confirmed_contribution.md,docs/internal/development/paper_spine_ars_analysis/confirmed_contribution.md,5b1bbaa08709646f5bca3b108ee6f94f6be78011c0ff74f012e95bfae70ffc62,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/paper_spine_ars_analysis/confirmed_motivation.md,docs/internal/development/paper_spine_ars_analysis/confirmed_motivation.md,1635938d6d0c2f7ed28c8167ab3c4ea5fb479cd2d229dc271abc7ce89e495d37,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/paper_spine_ars_analysis/reviewer_audit.md,docs/internal/development/paper_spine_ars_analysis/reviewer_audit.md,37ae739e1ea35b91cf571ec9cafff0093f6a702e7572166507d87910807c4f13,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
docs/paper_spine_ars_analysis/target_journal_research.md,docs/internal/development/paper_spine_ars_analysis/target_journal_research.md,61b7f2f698d43418838f14eb1acfdbbf0532483f62187a1756648e0069954b78,internal,cf5fd75833baac94be603ebaf6188022de4d0275,SHA256 after CRLF to LF normalization
