repurposing_id,canonical_smiles,dock_score,docking_status,pdb_id,docking_engine,pose_file,log_file
REP_07719,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,-6.306,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07719_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07719_out.log
REP_07837,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,-6.619,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07837_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07837_out.log
REP_07838,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,-7.069,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07838_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07838_out.log
REP_07775,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,-5.593,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07775_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07775_out.log
REP_06988,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,-5.705,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06988_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06988_out.log
REP_06989,C[C@H](N)C(=O)N[C@@H](C)C(=O)OCCOc1ccc(-c2c(C#N)c(SCc3csc(-c4ccc(Cl)cc4)n3)nc(N3CCCC3)c2C#N)cc1,-7.288,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06989_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06989_out.log
REP_07016,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1O[C@H]1CCOC1,-6.536,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07016_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07016_out.log
REP_07017,Cc1ccc(C(=O)Nc2nc(-c3ccco3)c(C(=O)C3CCOCC3)s2)cn1,-5.219,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07017_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07017_out.log
REP_07735,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,-5.714,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07735_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07735_out.log
REP_07738,c1ccc2c(c1)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21,-5.077,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07738_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07738_out.log
REP_05420,Cc1c(F)cccc1NC(=O)Nc1ccc(Cl)c(S(=O)(=O)[C@H]2CCCNC2)c1O,-6.574,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_05420_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_05420_out.log
REP_02364,O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,-7.271,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02364_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02364_out.log
REP_07818,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,-6.967,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07818_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07818_out.log
REP_01801,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,-7.458,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01801_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01801_out.log
REP_00359,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-6.686,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00359_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00359_out.log
REP_07821,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,-6.504,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07821_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07821_out.log
REP_07891,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)c(F)c12,-7.102,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07891_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07891_out.log
REP_07882,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,-6.797,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07882_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07882_out.log
REP_07803,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,-5.894,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07803_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07803_out.log
REP_07790,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,-6.793,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07790_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07790_out.log
REP_07791,Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,-5.913,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07791_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07791_out.log
REP_01814,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,-5.805,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01814_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01814_out.log
REP_05461,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1,-7.288,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_05461_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_05461_out.log
REP_06952,COc1nc(C(C)C)ccc1-c1cnc2sc(N3CCC(O)(CN)CC3)nn12,-6.46,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06952_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06952_out.log
REP_06954,CC(C)n1c(C(C)(C)O)nc2c(F)cc(-c3nc(N[C@@H]4CCOC[C@H]4O)ncc3Cl)cc21,-6.459,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06954_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06954_out.log
REP_00806,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,-6.446,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00806_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00806_out.log
REP_08179,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)([O-])[O-])OC4=O)cc3F)cn2)n1,-6.034,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08179_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08179_out.log
REP_02472,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,-6.276,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02472_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02472_out.log
REP_08217,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,-6.483,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08217_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08217_out.log
REP_02474,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O,-6.507,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02474_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02474_out.log
REP_07320,C=C(F)C(=O)Nc1ccc2c(-c3ccccc3CNc3nc(NC[C@H]4CCNC[C@@H]4O)nc4c(C(C)C)cnn34)nccc2c1,-6.328,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07320_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07320_out.log
REP_07311,[2H]C([2H])([2H])n1nc2c(c1C#N)-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,-6.037,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07311_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07311_out.log
REP_07313,O=C(c1csc(-c2cn[nH]c2)c1)N1[C@@H]2CC[C@H]1C[C@](O)(c1ncccn1)C2,-7.036,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07313_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07313_out.log
REP_02380,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,-7.914,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02380_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02380_out.log
REP_02494,CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,-6.735,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02494_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02494_out.log
REP_02375,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(C(=O)c3ccc(Cl)cc3Cl)oc2c1,-5.92,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02375_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02375_out.log
REP_08156,Cc1ccc([SH](=O)(O)O)cc1.Oc1ccc2c3c(cnc2c1)-c1ccc(C(F)(F)F)cc1O[C@@H]3c1ccc(OCCN2CC(CF)C2)cc1,-6.698,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08156_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08156_out.log
REP_07306,C[C@H](NC(=O)c1cnc(C#N)c(-c2cc(F)cc(F)c2)c1N1CC[C@H](N)C1)C(F)(F)F,-6.588,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07306_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07306_out.log
REP_00580,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,-6.43,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00580_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00580_out.log
REP_07293,CCn1nc(Cl)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)cc1C2,-5.918,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07293_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07293_out.log
REP_07302,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CO[C@H](c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,-7.486,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07302_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07302_out.log
REP_07304,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1(NC2CCCC2)CC1,-6.466,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07304_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07304_out.log
REP_07318,O=C(O)c1cc(C#Cc2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc2nc(C3CC3)oc12,-6.926,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07318_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07318_out.log
REP_07294,CC(C)CN1CCN(c2ccc(-c3ccc(Cl)cc3N3CCC[C@@H](n4ncc(C(=O)O)c4C(F)F)C3)cc2)CC1,-7.37,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07294_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07294_out.log
REP_07295,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1CCCC[C@H]2C1,-6.42,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07295_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07295_out.log
REP_00642,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1,-6.738,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00642_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00642_out.log
REP_07298,COc1ccc2cc([C@H](C)C(=O)O[C@@H](C)OC(=O)NC[C@H](CC(=O)O)CC(C)C)ccc2c1,-6.188,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07298_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07298_out.log
REP_00600,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O,-6.123,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00600_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00600_out.log
REP_06508,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,-7.077,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06508_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06508_out.log
REP_06552,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,-6.476,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06552_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06552_out.log
REP_01157,Oc1ccc2c3c(cnc2c1)-c1ccc(C(F)(F)F)cc1O[C@@H]3c1ccc(OCCN2CC(CF)C2)cc1,-6.234,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01157_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01157_out.log
REP_08055,Nc1nn2cc(F)cnc2c1C(=O)Nc1cncc(F)c1N1CCC(C(=O)N2CCN(C3COC3)CC2)CC1,-6.391,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08055_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08055_out.log
REP_00173,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,-7.25,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00173_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00173_out.log
REP_08049,O=C(CNC(=O)c1sc(C2=NO[C@@](c3cc(Cl)c(F)c(Cl)c3)(C(F)(F)F)C2)c2c1CCC2)NCC(F)F,-7.468,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08049_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08049_out.log
REP_06635,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,-6.771,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06635_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06635_out.log
REP_01155,CC(=O)N[C@H]1CC[C@H](NC(=O)CN2CCN(c3nncc(-c4ccc(C)cc4)n3)CC2)CC1,-6.731,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01155_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01155_out.log
REP_06534,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,-7.463,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06534_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06534_out.log
REP_01131,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,-5.794,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01131_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01131_out.log
REP_08097,CNC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,-6.729,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08097_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08097_out.log
REP_08099,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,-6.854,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08099_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08099_out.log
REP_08085,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,-6.376,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08085_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08085_out.log
REP_08189,CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCNCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,-7.429,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08189_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08189_out.log
REP_08167,C[C@@H]1CN(C(=O)CN2CC(C)(C)OC[C@H]2C(=O)Nc2cc(Cl)cc3c2[nH]c2cnccc23)C[C@H](C)O1,-7.302,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08167_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08167_out.log
REP_08170,CCN1CCC(Oc2c(C#N)ncc3[nH]c4ncccc4c23)CC1,-4.5,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08170_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08170_out.log
REP_08118,CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1,-6.735,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08118_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08118_out.log
REP_08214,Nc1ccc(-c2nc([C@H]3CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)cc(=O)n43)c(F)[nH]2)c(F)n1,-7.878,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08214_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08214_out.log
REP_01096,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,-6.816,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01096_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01096_out.log
REP_01061,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,-6.974,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01061_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01061_out.log
REP_08073,CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)cc(C)n3)nn2)nn1,-7.132,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08073_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08073_out.log
REP_08151,C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4ccc(F)c5sc(N)nc45)c(Cl)cc23)CC1,-7.578,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08151_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08151_out.log
REP_06144,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,-6.657,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06144_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06144_out.log
REP_05999,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)S[C@@H]1CCOC1=O,-6.107,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_05999_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_05999_out.log
REP_07701,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,-6.726,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07701_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07701_out.log
REP_06400,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2oc3ccncc3c12,-5.478,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06400_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06400_out.log
REP_01119,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,-7.065,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01119_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01119_out.log
REP_06691,Cc1cc(OCP2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,-6.382,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06691_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06691_out.log
REP_01145,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,-6.877,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_01145_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_01145_out.log
REP_06524,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,-5.746,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06524_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06524_out.log
REP_08177,CCC[C@H](C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1OC[C@@H](n2ccc(N)nc2=O)O1)Oc1ccc(Br)cc1,-5.707,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08177_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08177_out.log
REP_07286,C[C@H]1c2cccc(C(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)ccc2c1c(Cl)nn2C,-7.26,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07286_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07286_out.log
REP_00601,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,-5.543,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00601_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00601_out.log
REP_07452,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,-7.564,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07452_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07452_out.log
REP_07381,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,-5.676,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_07381_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_07381_out.log
REP_03145,O=C(c1ccc(Cl)cc1)c1ccc(NC(=O)c2cc(I)cc(I)c2O)cc1Cl,-6.635,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_03145_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_03145_out.log
REP_08269,O=C([C@H]1NC[C@@H]2CCC[C@@H]21)N1CCC2(CC1)CN(c1ncnnc1Oc1ccc(F)cc1-c1cncnc1C1CC1)C2,-7.451,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08269_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08269_out.log
REP_06510,CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1,-5.797,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06510_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06510_out.log
REP_06515,CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1,-7.491,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06515_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06515_out.log
REP_02450,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NC(=O)[C@@H](N)CCCCN)c(F)c3)oc2c1F,-7.056,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_02450_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_02450_out.log
REP_08200,Cc1ccc(Oc2ncc(N3C(=O)NC(C)(C)C3=O)cn2)c2c1OCC21CC1,-6.471,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_08200_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_08200_out.log
REP_06953,OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,-7.342,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_06953_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_06953_out.log
REP_00819,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,-6.628,docked,7ALV,gnina,results/repurposing/docking_p2/7alv/poses/REP_00819_out.sdf,results/repurposing/docking_p2/7alv/poses/REP_00819_out.log
