pdb,old_center_x,old_center_y,old_center_z,old_size_x,old_size_y,old_size_z,new_center_x,new_center_y,new_center_z,new_size_x,new_size_y,new_size_z,abs_diff_center_x,abs_diff_center_y,abs_diff_center_z,abs_diff_size_x,abs_diff_size_y,abs_diff_size_z,heavy_atom_count,hydrogen_count,n_ligand_atoms_all,old_n_ligand_atoms_field,max_abs_diff_any_edge_or_center,all_atom_center_x,all_atom_center_y,all_atom_center_z,all_atom_size_x,all_atom_size_y,all_atom_size_z,source_cognate,rule
3POZ,18.68,32.127,11.865,22.189,20.0,22.836,18.816,31.837,11.725,20.931,20.0,21.342,0.1355000000000004,0.28999999999999915,0.1399999999999988,1.2580000000000027,0.0,1.4939999999999998,38,25,63,63,1.4939999999999998,18.65,32.143,11.888,22.173,20.0,22.902,data/egfr_her2_panel40_v0/cognate_qc/3POZ_03P_crystal.sdf,"heavy-atom AABB + 5 Å/side, min edge 20 Å, center = heavy midpoint"
