pdb,old_center_x,old_center_y,old_center_z,old_size_x,old_size_y,old_size_z,new_center_x,new_center_y,new_center_z,new_size_x,new_size_y,new_size_z,abs_diff_center_x,abs_diff_center_y,abs_diff_center_z,abs_diff_size_x,abs_diff_size_y,abs_diff_size_z,heavy_atom_count,hydrogen_count,n_ligand_atoms_all,old_n_ligand_atoms_field,max_abs_diff_any_edge_or_center,all_atom_center_x,all_atom_center_y,all_atom_center_z,all_atom_size_x,all_atom_size_y,all_atom_size_z,source_cognate,rule
3RCD,12.463,3.371,27.619,23.222,23.155,20.0,12.552,2.982,28.152,21.385,22.378,20.0,0.08850000000000158,0.38900000000000023,0.5330000000000013,1.8370000000000033,0.777000000000001,0.0,38,25,63,63,1.8370000000000033,12.453,3.283,27.835,23.233,22.981,20.0,data/egfr_her2_panel40_v0/cognate_qc/3RCD_03P_crystal.sdf,"heavy-atom AABB + 5 Å/side, min edge 20 Å, center = heavy midpoint"
