name,canonical_smiles,max_phase,s_u_percentile,s_n_percentile,pareto_front,nn_tanimoto_urat1_active,nn_tanimoto_nlrp3_active,novel_vs_urat1_tc_lt_0.4,novel_vs_nlrp3_tc_lt_0.4
FARGLITAZAR,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,2.0,91.66092350103376,73.74224672639559,False,0.264,0.205,True,True
LESINURAD,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,4.0,91.592005513439,95.03790489317711,False,0.689,0.183,False,True
NICAFENINE,O=C(NCCOC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12)c1cccnc1,2.0,91.52308752584425,72.77739490006891,False,0.261,0.194,True,True
CAFICRESTAT,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,3.0,91.45416953824947,94.96898690558236,False,0.278,0.278,True,True
MOXILUBANT,COc1cc(C(=O)N(C(C)C)C(C)C)ccc1OCCCCCOc1ccc(C(=N)N)cc1,2.0,91.38525155065471,77.80840799448656,False,0.243,0.279,True,True
NAZARTINIB,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,2.0,91.31633356305996,50.137835975189525,False,0.226,0.214,True,True
PECAVAPTAN,C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1,2.0,91.2474155754652,88.83528600964851,False,0.244,0.238,True,True
ECRAPROST,CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)OCCCC)=C(OC(=O)CCC)C[C@H]1O,3.0,91.17849758787044,50.137835975189525,False,0.143,0.15,True,True
SERALUTINIB,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,3.0,91.10957960027568,91.38525155065471,False,0.256,0.203,True,True
DENIFANSTAT,Cc1nc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)n[nH]1,2.0,91.0406616126809,47.208821502412135,False,0.26,0.283,True,True
BAY-1217389,COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F,1.0,90.97174362508616,75.63749138525155,False,0.236,0.216,True,True
ONRADIVIR,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2n[nH]c3ncc(F)cc23)nc(C2CC2)c1F,2.0,90.9028256374914,91.38525155065471,False,0.202,0.186,True,True
LEMILDIPINE,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,2.0,90.83390764989664,24.01791867677464,False,0.212,0.265,True,True
SAPACITABINE,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,3.0,90.76498966230189,50.137835975189525,False,0.17,0.184,True,True
AWZ-1066S,C[C@H]1COCCN1c1nc(NCc2cccnc2C(F)(F)F)c2cccnc2n1,1.0,90.6960716747071,53.61819434872501,False,0.225,0.253,True,True
FOSDESDENOSINE SIPALABENAMIDE,C[C@H](NP(=O)(OC[C@@H]1C[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1)C(=O)OCc1ccccc1,2.0,90.62715368711234,98.41488628532046,False,0.202,0.188,True,True
GARSORASIB,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C4CC4)ncnc3C3CC3)c3nc(-c4c(N)cccc4F)c(F)cc23)C[C@H]1C,2.0,90.55823569951758,89.31771192281187,False,0.21,0.184,True,True
REMOGLIFLOZIN ETABONATE,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2.0,90.4893177119228,93.65954514128188,False,0.189,0.205,True,True
ABBV-744,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,1.0,90.42039972432804,29.29014472777395,False,0.24,0.232,True,True
REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,4.0,90.35148173673328,31.77119228118539,False,0.26,0.218,True,True
FULIMETIBANT,O=C(O)c1cc(NC(=O)C2(c3ccc(C(F)(F)F)cc3F)CC2)ccc1-c1cnn(C2CCC2)c1,2.0,90.28256374913852,91.38525155065471,False,0.274,0.258,True,True
TAK-243,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O,1.0,90.21364576154376,99.86216402481048,False,0.231,0.198,True,True
SUVADRONABINOL,CCCCCc1cc(OC(=O)[C@@H](NC(=O)CCC(=O)O)C(C)C)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,2.0,90.144727773949,50.137835975189525,False,0.184,0.188,True,True
PARECOXIB,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,4.0,90.07580978635424,77.11922811853894,False,0.262,0.29,True,True
LUMINESPIB,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,2.0,90.00689179875948,50.137835975189525,False,0.212,0.218,True,True
DILMAPIMOD,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,2.0,89.93797381116472,91.38525155065471,False,0.226,0.23,True,True
PF-05186462,O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F,1.0,89.86905582356995,50.137835975189525,False,0.414,0.204,False,True
BAMOCAFTOR,C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1,3.0,89.7656788421778,91.38525155065471,False,0.214,0.211,True,True
BAMOCAFTOR POTASSIUM,C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)[N-]S(=O)(=O)c2ccccc2)C(C)(C)C1,1.0,89.7656788421778,91.38525155065471,False,0.183,0.19,True,True
PF-07265807,CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc4[nH]nc(N[C@H](C)CO)c34)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,1.0,89.66230186078566,51.06822880771882,False,0.218,0.211,True,True
PREDNIMUSTINE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,2.0,89.5933838731909,75.63749138525155,False,0.15,0.171,True,True
ERBULOZOLE,CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(OC)cc3)O2)cc1,2.0,89.52446588559614,50.137835975189525,False,0.225,0.244,True,True
BEMCENTINIB,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,2.0,89.45554789800137,36.66436940041351,False,0.188,0.228,True,True
SAR-125844,O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,2.0,89.38662991040661,91.38525155065471,False,0.247,0.2,True,True
BIRABRESIB,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,2.0,89.31771192281187,91.38525155065471,False,0.236,0.216,True,True
SUDEXANOX,CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12,2.0,89.2487939352171,53.13576843556168,False,0.286,0.173,True,True
OMIPALISIB,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,2.0,89.17987594762234,36.181943487250166,False,0.318,0.208,True,True
CITARINOSTAT,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,2.0,89.11095796002758,91.38525155065471,False,0.25,0.203,True,True
TUXOBERTINIB,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1,1.0,89.0420399724328,91.38525155065471,False,0.26,0.186,True,True
NILOTINIB LAURYLSULFATE,CCCCCCCCCCCCOS(=O)(=O)O.Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1.0,88.97312198483804,75.63749138525155,False,0.217,0.254,True,True
LEXIBULIN,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,2.0,88.90420399724329,54.445210199862174,False,0.235,0.247,True,True
RO-6870810,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCN(C)CC1)c1nnc(C)n1-2,1.0,88.83528600964851,11.09579600275672,False,0.219,0.208,True,True
ESAFOXOLANER,O=C(CNC(=O)c1ccc(C2=NO[C@@](c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,2.0,88.76636802205375,91.38525155065471,False,0.213,0.212,True,True
CUDC-101,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,1.0,88.697450034459,81.66781529979325,False,0.286,0.191,True,True
WITHAFERIN A,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,1.0,88.62853204686422,33.838731909028255,False,0.147,0.153,True,True
ADOMEGLIVANT,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,2.0,88.55961405926946,82.97725706409373,False,0.235,0.209,True,True
CALCIMYCIN,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,2.0,88.4906960716747,91.38525155065471,False,0.204,0.171,True,True
TAK-715,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,2.0,88.42177808407995,91.2474155754652,False,0.317,0.232,True,True
TUSPETINIB,Cc1ccc2c(-c3nc(Nc4cc(CN5C[C@@H](C)N[C@@H](C)C5)cc(C5CC5)c4)ncc3Cl)c[nH]c2c1,2.0,88.35286009648519,50.137835975189525,False,0.214,0.19,True,True
LINPERLISIB,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C(C)(C)O)CC4)cc(F)cc23)cc1NS(C)(=O)=O,2.0,88.28394210889043,50.137835975189525,False,0.242,0.204,True,True
RODATRISTAT,Nc1nc(O[C@H](c2ccc(Cl)cc2-c2ccccc2)C(F)(F)F)cc(N2CCC3(CC2)CN[C@H](C(=O)O)C3)n1,2.0,88.21502412129566,75.63749138525155,False,0.22,0.189,True,True
BENTIAMINE,C/C(=C(/CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,2.0,88.1461061337009,75.63749138525155,False,0.184,0.213,True,True
ORISMILAST,O=C(Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2c1OC1(CCS(=O)(=O)CC1)O2,2.0,88.07718814610614,50.137835975189525,False,0.211,0.156,True,True
TRANIMILAST,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,2.0,88.00827015851137,75.63749138525155,False,0.238,0.175,True,True
VELSECORAT,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,2.0,87.9393521709166,93.52170916609236,False,0.204,0.212,True,True
MOSNODENVIR,COc1cc(N[C@H](C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1,2.0,87.87043418332185,51.343900758097874,False,0.237,0.211,True,True
REVAMILAST,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2oc3ccncc3c12,2.0,87.80151619572707,82.4948311509304,False,0.247,0.184,True,True
INGENOL DISOXATE,CCc1noc(CC)c1C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,3.0,87.73259820813233,94.6933149552033,False,0.147,0.173,True,True
ATACIGUAT,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,2.0,87.66368022053757,62.43969676085459,False,0.225,0.242,True,True
ENSITRELVIR,Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,3.0,87.5947622329428,41.90213645761544,False,0.185,0.159,True,True
PREGABALIN NAPROXENCARBIL,COc1ccc2cc([C@H](C)C(=O)O[C@@H](C)OC(=O)NC[C@H](CC(=O)O)CC(C)C)ccc2c1,2.0,87.52584424534804,91.38525155065471,False,0.25,0.184,True,True
ITRIGLUMIDE,Cc1cc(C)c(NC(=O)C[C@H](CC(=O)O)c2cccc3ccccc23)c(C(=O)N2CCC3(CCCC3)CC2)c1,2.0,87.45692625775328,21.08890420399724,False,0.253,0.224,True,True
PELECOPAN,NCc1nccc(-c2cc(COc3ccccc3CC(=O)O)cc3ccoc23)c1F,2.0,87.38800827015851,93.72846312887664,False,0.264,0.22,True,True
KETOCONAZOLE,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.0,87.31909028256375,50.137835975189525,False,0.2,0.208,True,True
AMOPYROQUINE,Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,2.0,87.25017229496899,41.69538249483114,False,0.31,0.244,True,True
XL-281,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,2.0,87.18125430737422,24.01791867677464,False,0.225,0.204,True,True
JTK-853,O=C(NCc1ccc(OC(F)(F)F)c(F)c1)[C@H]1CN(c2nc3nc(C4CC4)ncc3s2)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,1.0,87.11233631977946,50.137835975189525,False,0.258,0.216,True,True
EMRICASAN,C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,2.0,87.0434183321847,60.09648518263266,False,0.222,0.198,True,True
ABLUKAST,CCCc1c(OCCCCCOc2cc3c(cc2C(C)=O)CCC(C(=O)O)O3)ccc(C(C)=O)c1O,2.0,86.97450034458993,91.38525155065471,False,0.207,0.19,True,True
FOSTROXACITABINE BRALPAMIDE,CCC[C@H](C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1OC[C@@H](n2ccc(N)nc2=O)O1)Oc1ccc(Br)cc1,1.0,86.90558235699517,97.03652653342525,False,0.183,0.192,True,True
AMELUBANT,CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,2.0,86.83666436940041,60.30323914541695,False,0.268,0.286,True,True
ETRUMADENANT,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cccc(C(C)(C)O)n3)nn2)nc(N)n1,2.0,86.76774638180565,58.097863542384566,False,0.244,0.177,True,True
BISBENDAZOLE,CC(SC(=S)Nc1ccc(NC(=S)SC(C)c2nc3ccccc3n2C)cc1)c1nc2ccccc2n1C,2.0,86.69882839421089,59.95864920744314,False,0.271,0.244,True,True
PICLIDENOSON,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccc(I)cc4)ncnc32)[C@H](O)[C@@H]1O,3.0,86.62991040661613,91.72984148862852,False,0.192,0.189,True,True
TENIVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,2.0,86.56099241902136,50.137835975189525,False,0.165,0.132,True,True
OGLEMILAST,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,2.0,86.4920744314266,92.48793935217093,False,0.25,0.205,True,True
EZOBRESIB,Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,2.0,86.42315644383184,75.63749138525155,False,0.236,0.206,True,True
VEMIRCOPAN,CC(=O)c1nn(CC(=O)N2[C@H](C(=O)Nc3nc(Br)ccc3C)C[C@@]3(C)C[C@@H]23)c2ccc(-c3cnc(C)nc3)cc12,2.0,86.35423845623707,91.38525155065471,False,0.189,0.226,True,True
ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,3.0,86.28532046864231,50.137835975189525,False,0.165,0.172,True,True
EVOBRUTINIB,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,3.0,86.21640248104755,74.22467263955892,False,0.242,0.202,True,True
ELSULFAVIRINE,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,2.0,86.1474844934528,91.38525155065471,False,0.356,0.213,True,True
NAMODENOSON,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,3.0,86.07856650585803,98.82839421088904,False,0.206,0.188,True,True
RODATRISTAT ETHYL,CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1,2.0,86.00964851826328,32.529290144727774,False,0.216,0.22,True,True
OCEDURENONE,N#Cc1ccc(N2N=C3c4ccc(C(=O)N5CCC(O)CC5)nc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,3.0,85.9407305306685,91.38525155065471,False,0.267,0.198,True,True
IRALUKAST,CCCc1c(OCCCC/C=C\C=C\[C@H](Sc2ccc3c(=O)cc(C(=O)O)oc3c2)[C@H](O)c2cccc(C(F)(F)F)c2)ccc(C(C)=O)c1O,2.0,85.87181254307374,50.137835975189525,False,0.2,0.19,True,True
TERBOGREL,CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,2.0,85.80289455547899,83.3907649896623,False,0.264,0.25,True,True
DEPULFAVIRINE,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,2.0,85.73397656788421,91.38525155065471,False,0.349,0.226,True,True
ALISERTIB,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,3.0,85.66505858028945,91.38525155065471,False,0.287,0.225,True,True
OSUGACESTAT,CN1C(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C(c2ccccc2)c2ccccc21,2.0,85.5961405926947,24.01791867677464,False,0.215,0.214,True,True
CRENIGACESTAT,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21,2.0,85.52722260509992,67.60854583046175,False,0.215,0.227,True,True
BROVANEXINE,COc1cc(C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)ccc1OC(C)=O,2.0,85.45830461750516,50.137835975189525,False,0.232,0.235,True,True
ARQ-621,C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,1.0,85.3893866299104,74.36250861474845,False,0.237,0.193,True,True
ILANTIMOD,C[C@@H](CO)NC(=O)c1cc(-c2ccc(Cl)cc2)nn(-c2cnn(C)c2)c1=O,2.0,85.32046864231563,50.137835975189525,False,0.262,0.232,True,True
NANATINOSTAT,O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc3cc(F)ccc3n2)nc1,2.0,85.25155065472087,64.50723638869744,False,0.235,0.221,True,True
TETRONASIN 5930,CO[C@@H](C)[C@H]1C[C@H](C)[C@H]([C@@H](C)/C=C/[C@@H]2CC[C@@H](C)[C@H](/C(=C/[C@H]3CCC[C@@H](C)[C@@H]3[C@H](C)C(=O)C3=C(O)COC3=O)CO)O2)O1,2.0,85.18263266712613,50.137835975189525,False,0.12,0.133,True,True
CAPADENOSON,N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,2.0,85.11371467953136,91.38525155065471,False,0.233,0.162,True,True
GW-328267,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,1.0,85.0447966919366,84.4934527911785,False,0.165,0.156,True,True
RISELCAFTOR,COc1ccc(C)cc1[C@@]1(C(=O)NS(=O)(=O)c2cccc3nc(C)ccc23)C[C@H](c2ccccc2)CO1,2.0,84.97587870434184,50.137835975189525,False,0.258,0.216,True,True
FONADELPAR,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,3.0,84.90696071674707,86.28532046864231,False,0.236,0.248,True,True
AL-12182,CC(C)OC(=O)CCC/C=C\CC[C@H]1[C@@H](O)CO[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,2.0,84.8380427291523,86.76774638180565,False,0.23,0.198,True,True
TROPIFEXOR,O=C(O)c1cc(F)c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,2.0,84.76912474155755,30.599586492074422,False,0.231,0.193,True,True
VELIFLAPON,O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1,3.0,84.70020675396277,60.85458304617506,False,0.247,0.231,True,True
MEVASTATIN,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,2.0,84.63128876636802,53.75603032391454,False,0.17,0.169,True,True
GIVINOSTAT,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,4.0,84.56237077877327,83.59751895244659,False,0.229,0.274,True,True
C-188-9,COc1ccc(S(=O)(=O)Nc2cc(-c3c(O)ccc4ccccc34)c(O)c3ccccc23)cc1,2.0,84.4934527911785,92.76361130254996,False,0.293,0.256,True,True
MIVORILANER,O=C(CNC(=O)c1sc(C2=NO[C@@](c3cc(Cl)c(F)c(Cl)c3)(C(F)(F)F)C2)c2c1CCC2)NCC(F)F,1.0,84.42453480358374,91.38525155065471,False,0.22,0.221,True,True
DEUCRICTIBANT,[2H][C@@](C)(NC(=O)COC(F)F)c1cc(F)cc(Cl)c1COc1cccc2c(-c3ncnn3C)cc(C)nc12,2.0,84.35561681598898,50.137835975189525,False,0.222,0.211,True,True
PALUPIPRANT,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1,2.0,84.28669882839421,73.60441075120607,False,0.258,0.237,True,True
BENCIANOL,Oc1cc(O)c2c(c1)O[C@H](c1ccc3c(c1)OC(c1ccccc1)(c1ccccc1)O3)[C@@H](O)C2,2.0,84.21778084079945,28.325292901447277,False,0.203,0.176,True,True
MITOQUINOL CATION,COc1c(O)c(C)c(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(O)c1OC,2.0,84.14886285320469,14.334941419710546,False,0.197,0.154,True,True
NICOFURATE,COC(=O)c1cc([C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](COC(=O)c2cccnc2)OC(=O)c2cccnc2)oc1C,2.0,84.07994486560992,24.01791867677464,False,0.203,0.221,True,True
FLURANTEL,CC(=O)Oc1ccc([N+](=O)[O-])c(OC(C)=O)c1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.0,84.01102687801516,85.25155065472087,False,0.256,0.247,True,True
SELONABANT,CC(C)(C)NC(=O)N1CC(O[C@H](c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)C1,2.0,83.9421088904204,15.71330117160579,False,0.264,0.205,True,True
MINZASOLMIN,CCCC[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cnc(N2CCN(C)CC2)s1,2.0,83.87319090282563,8.890420399724327,False,0.204,0.217,True,True
CARBENOXOLONE,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.0,83.80427291523087,79.53135768435561,False,0.163,0.202,True,True
CRICTIBANT,Cc1cc(-c2ncnn2C)c2cccc(OCc3c(Cl)cc(F)cc3[C@H](C)NC(=O)COC(F)F)c2n1,2.0,83.73535492763611,50.137835975189525,False,0.24,0.214,True,True
ARQ-736 FREE ACID,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,1.0,83.66643694004135,99.2419021364576,False,0.25,0.25,True,True
BGC-20-1531,COc1ccc(-c2ccc(OCc3cc(C(=O)[N-]S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,2.0,83.59751895244659,91.592005513439,False,0.264,0.216,True,True
SB-649868,Cc1nc(C(=O)N2CCCC[C@H]2CNC(=O)c2cccc3occc23)c(-c2ccc(F)cc2)s1,2.0,83.52860096485183,72.84631288766367,False,0.351,0.194,True,True
TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,1.0,83.45968297725706,82.56374913852515,False,0.194,0.239,True,True
IPN-60090,CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)cc(C)n3)nn2)nn1,1.0,83.3907649896623,91.38525155065471,False,0.181,0.19,True,True
TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,4.0,83.32184700206754,50.137835975189525,False,0.176,0.186,True,True
IMIGLITAZAR,Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1,3.0,83.25292901447277,75.63749138525155,False,0.254,0.198,True,True
