set,pc1,pc2,name
urat1_active,-0.6734,-0.6725,
urat1_active,-0.4216,-0.7526,
urat1_active,-0.3353,-0.6151,
urat1_active,-0.4788,-0.5573,
urat1_active,-0.6811,-0.6963,
urat1_active,-0.27,0.6529,
urat1_active,-0.549,0.6807,
urat1_active,-0.6249,0.7617,
urat1_active,-0.6741,0.6761,
urat1_active,-0.6786,0.6714,
urat1_active,-0.6786,0.6714,
urat1_active,-0.6174,0.4516,
urat1_active,-0.6174,0.4516,
urat1_active,-0.6861,0.7387,
urat1_active,-0.6855,0.7589,
urat1_active,-0.6899,0.7621,
urat1_active,-0.5099,0.5635,
urat1_active,-0.8149,-0.7144,
urat1_active,-0.7205,-0.4309,
urat1_active,-0.5797,-0.8138,
urat1_active,-0.6725,-0.3167,
urat1_active,0.3563,-1.1091,
urat1_active,0.2647,-1.0415,
urat1_active,-0.1815,-1.0346,
urat1_active,0.6442,-0.8954,
urat1_active,0.3717,-1.1169,
urat1_active,-0.0486,-1.1049,
urat1_active,0.4876,-1.0782,
urat1_active,-0.1752,-1.1059,
urat1_active,0.0527,-1.1526,
urat1_active,-0.0338,-1.0763,
urat1_active,0.092,-1.1841,
urat1_active,0.1474,-0.7865,
urat1_active,0.0698,-1.2042,
urat1_active,1.3621,0.2525,
urat1_active,0.8971,0.3668,
urat1_active,0.9054,0.3453,
urat1_active,2.7972,0.2826,
urat1_active,0.9897,0.3033,
urat1_active,0.7769,0.3023,
urat1_active,0.9465,0.2747,
urat1_active,0.7615,0.0383,
urat1_active,1.0282,0.1941,
urat1_active,0.8551,0.2291,
urat1_active,0.8653,0.3615,
urat1_active,-0.1798,-1.1348,
urat1_active,-0.5418,0.0746,
urat1_active,-0.539,-1.0156,
urat1_active,-0.7966,-1.5276,
nlrp3_active,-0.0221,3.4185,
nlrp3_active,-0.37,3.8988,
nlrp3_active,-0.5324,-0.9277,
nlrp3_active,0.1355,-0.7966,
nlrp3_active,-0.2756,-0.9209,
nlrp3_active,-0.2585,3.5321,
nlrp3_active,-0.541,1.6987,
nlrp3_active,-0.466,3.1702,
nlrp3_active,-0.5784,2.7205,
nlrp3_active,-0.6631,1.69,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.1656,3.7696,
nlrp3_active,-0.4902,3.7927,
nlrp3_active,-0.008,2.2358,
nlrp3_active,-0.8921,2.512,
nlrp3_active,-0.3019,2.3299,
nlrp3_active,-0.901,2.5146,
nlrp3_active,-0.008,2.2358,
nlrp3_active,-0.6948,2.3477,
nlrp3_active,0.0088,3.1479,
nlrp3_active,0.3914,2.8257,
nlrp3_active,0.5794,3.0763,
nlrp3_active,-0.8884,0.115,
nlrp3_active,-1.217,-0.1003,
nlrp3_active,-0.8636,-0.021,
nlrp3_active,-0.5629,-0.1294,
nlrp3_active,-0.2657,-0.2456,
nlrp3_active,-0.5408,0.9236,
nlrp3_active,0.2287,0.7704,
nlrp3_active,-0.9634,0.07,
nlrp3_active,-0.4719,3.1189,
nlrp3_active,-0.0952,0.2365,
nlrp3_active,-0.3096,2.5249,
nlrp3_active,-0.3685,3.8263,
nlrp3_active,0.4875,-0.3192,
nlrp3_active,-0.1973,3.5658,
nlrp3_active,-1.1255,-0.4534,
nlrp3_active,-0.8722,-0.3718,
nlrp3_active,-1.0829,0.4912,
nlrp3_active,-1.4006,0.6365,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.293,2.3274,
nlrp3_active,0.8619,3.2951,
nlrp3_active,-0.5037,-0.2141,
nlrp3_active,0.2397,-1.306,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.3028,4.1333,
nlrp3_active,-0.8308,2.2343,
nlrp3_active,0.4209,-0.3065,
nlrp3_active,-1.392,0.4662,
nlrp3_active,-0.4629,1.5841,
nlrp3_active,-0.4627,3.9481,
nlrp3_active,-0.0143,3.6433,
nlrp3_active,0.0355,3.6534,
nlrp3_active,-0.2113,3.8127,
nlrp3_active,-0.3256,4.5491,
nlrp3_active,-0.2448,0.131,
nlrp3_active,-0.5502,4.7379,
nlrp3_active,-0.4513,3.9978,
nlrp3_active,-0.154,2.9026,
nlrp3_active,-0.2747,3.2758,
nlrp3_active,-0.4831,3.2856,
nlrp3_active,-0.6157,-1.2872,
nlrp3_active,-0.207,-1.0524,
nlrp3_active,-0.1679,-1.0968,
nlrp3_active,-0.4942,-0.6087,
nlrp3_active,-0.1526,-0.7649,
nlrp3_active,-0.3423,2.8078,
nlrp3_active,-0.3088,2.4468,
nlrp3_active,-0.7124,1.7045,
nlrp3_active,-0.7371,1.5944,
nlrp3_active,-0.3076,1.2475,
nlrp3_active,-0.7134,2.4466,
nlrp3_active,-0.6615,1.5065,
nlrp3_active,0.4466,2.7925,
nlrp3_active,-0.3021,4.0702,
nlrp3_active,-0.2996,-0.8808,
nlrp3_active,-0.807,2.5165,
nlrp3_active,-0.4452,1.0261,
nlrp3_active,-0.541,1.6987,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-1.0393,1.2078,
nlrp3_active,-1.2591,0.0235,
nlrp3_active,-0.1183,3.7512,
nlrp3_active,-0.1894,-1.0764,
nlrp3_active,1.0951,-1.2423,
nlrp3_active,-0.1528,-1.0711,
nlrp3_active,-0.2738,0.2825,
nlrp3_active,-0.5024,-0.8325,
nlrp3_active,-0.2181,-1.1165,
nlrp3_active,-0.6518,-0.3673,
nlrp3_active,-0.4805,1.5507,
nlrp3_active,-0.0346,0.1862,
nlrp3_active,-1.1991,-0.1184,
nlrp3_active,-1.0625,-0.3566,
nlrp3_active,-0.5333,-0.0564,
nlrp3_active,-1.1908,0.637,
nlrp3_active,0.5938,-0.4326,
nlrp3_active,0.2125,3.4299,
nlrp3_active,-0.7096,-0.4584,
nlrp3_active,0.032,-1.0215,
nlrp3_active,-0.1817,3.0915,
nlrp3_active,-1.1075,-0.3038,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.5049,4.1503,
nlrp3_active,-0.4437,3.3352,
nlrp3_active,0.2142,3.6612,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,0.8938,3.1596,
nlrp3_active,-0.2998,0.0661,
nlrp3_active,-0.7387,1.5107,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,0.6303,-1.3307,
nlrp3_active,-0.4632,-0.7776,
nlrp3_active,0.071,-1.1377,
nlrp3_active,-1.2558,0.2784,
nlrp3_active,-1.4519,0.8152,
nlrp3_active,-1.4006,0.6365,
nlrp3_active,-1.392,0.4662,
nlrp3_active,0.2169,-0.7754,
nlrp3_active,-0.1786,-0.4563,
nlrp3_active,-0.7158,2.5589,
nlrp3_active,-0.6811,0.0541,
nlrp3_active,-1.0827,-0.1413,
nlrp3_active,-0.2999,-0.9039,
nlrp3_active,-0.5136,0.4845,
nlrp3_active,-0.6596,2.3271,
nlrp3_active,-0.6948,2.3477,
nlrp3_active,-0.7037,2.3503,
nlrp3_active,-0.0169,2.2384,
nlrp3_active,-1.0825,-0.1498,
nlrp3_active,0.0252,-1.3372,
nlrp3_active,-1.1298,-0.3753,
nlrp3_active,-0.5,3.7984,
nlrp3_active,-0.4551,3.5599,
nlrp3_active,-0.0437,3.6262,
nlrp3_active,-0.9591,2.4087,
nlrp3_active,-0.1941,-0.9982,
nlrp3_active,-0.4903,2.2652,
nlrp3_active,-1.2656,0.2236,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.3365,3.5115,
nlrp3_active,-0.8838,0.2435,
nlrp3_active,-1.5384,0.1442,
nlrp3_active,-1.0584,0.6262,
nlrp3_active,-0.8834,1.7136,
nlrp3_active,-0.5097,1.7138,
nlrp3_active,-1.4519,0.8152,
nlrp3_active,-0.848,-0.0071,
nlrp3_active,-1.0829,0.4912,
nlrp3_active,-0.5097,-0.1421,
nlrp3_active,-1.1338,0.1989,
nlrp3_active,-1.0916,0.4866,
nlrp3_active,-0.46,1.4329,
nlrp3_active,-0.2998,0.0661,
nlrp3_active,-0.7134,2.4466,
nlrp3_active,-0.5828,0.7878,
nlrp3_active,-0.7881,-0.356,
nlrp3_active,-0.5624,-0.4417,
nlrp3_active,-0.474,-0.0913,
nlrp3_active,-0.5408,0.9236,
nlrp3_active,-0.6225,0.2911,
nlrp3_active,-0.901,2.5146,
nlrp3_active,-0.7134,2.4466,
nlrp3_active,-0.9452,0.3774,
nlrp3_active,-0.4048,4.0744,
nlrp3_active,-0.2114,4.1315,
nlrp3_active,-0.3109,1.1128,
nlrp3_active,-0.3778,1.3046,
nlrp3_active,-0.5163,1.075,
nlrp3_active,-0.1758,2.8432,
nlrp3_active,-0.1006,2.6181,
nlrp3_active,-0.2858,2.3217,
nlrp3_active,-0.904,0.7969,
nlrp3_active,-1.0665,0.4814,
nlrp3_active,-1.2173,0.7,
nlrp3_active,-0.7153,0.3557,
nlrp3_active,-1.2958,0.5518,
nlrp3_active,-0.4421,3.4803,
nlrp3_active,-1.0994,-0.1513,
nlrp3_active,-0.9986,-0.003,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.5781,1.5409,
nlrp3_active,0.1794,-1.0301,
nlrp3_active,-0.3156,3.8492,
nlrp3_active,-0.672,0.3307,
nlrp3_active,-0.7663,0.2993,
nlrp3_active,-0.3415,-1.0746,
nlrp3_active,-0.553,3.5838,
nlrp3_active,-1.1269,-0.0864,
nlrp3_active,-0.0137,1.113,
nlrp3_active,-0.7371,1.5944,
nlrp3_active,-0.1299,-0.9443,
nlrp3_active,-0.7392,-0.1332,
nlrp3_active,-0.2985,3.3647,
nlrp3_active,-0.59,3.3286,
nlrp3_active,-1.0943,-0.4415,
nlrp3_active,0.5968,3.3389,
nlrp3_active,-0.208,3.3694,
nlrp3_active,-0.1899,3.4158,
nlrp3_active,-0.6088,3.2119,
nlrp3_active,-0.4621,3.4745,
nlrp3_active,0.0148,-1.0031,
nlrp3_active,0.3454,-0.2897,
nlrp3_active,-0.1682,3.6488,
nlrp3_active,-1.086,-0.3135,
nlrp3_active,-0.5227,2.7829,
nlrp3_active,-0.1291,3.654,
nlrp3_active,-0.2277,-1.0822,
nlrp3_active,0.5282,-0.6856,
nlrp3_active,-0.5079,3.3091,
nlrp3_active,-0.1454,2.9769,
nlrp3_active,-0.4541,2.4073,
nlrp3_active,0.2123,4.2994,
nlrp3_active,0.225,4.2078,
nlrp3_active,-0.2032,3.984,
nlrp3_active,-0.3455,3.5695,
nlrp3_active,-0.1336,3.2247,
nlrp3_active,-0.7863,-0.1557,
nlrp3_active,-0.6592,2.3484,
nlrp3_active,0.0842,3.6702,
nlrp3_active,0.6857,2.8726,
nlrp3_active,-0.6584,-0.533,
nlrp3_active,-0.5937,-0.6498,
nlrp3_active,-1.1587,0.15,
nlrp3_active,-0.154,2.9026,
nlrp3_active,-1.1036,0.6565,
nlrp3_active,-0.2359,-0.0899,
nlrp3_active,-0.5673,-0.1104,
nlrp3_active,-0.4429,-0.8047,
nlrp3_active,-0.3401,4.6463,
nlrp3_active,-0.4918,2.301,
nlrp3_active,-0.3124,0.0008,
nlrp3_active,-0.9591,2.4087,
nlrp3_active,-0.8778,0.3495,
nlrp3_active,-0.0169,2.2384,
nlrp3_active,-0.6596,2.3271,
nlrp3_active,-0.6948,2.3477,
nlrp3_active,-0.1828,-1.1663,
nlrp3_active,-0.1929,-0.5396,
nlrp3_active,-1.2656,0.2236,
nlrp3_active,0.1217,3.5898,
nlrp3_active,-0.3764,3.7922,
nlrp3_active,0.869,-0.4781,
nlrp3_active,-0.2484,3.9032,
nlrp3_active,-0.6408,2.0796,
nlrp3_active,-0.7158,2.5589,
nlrp3_active,-0.4456,-0.8936,
nlrp3_active,-0.3392,-0.6117,
nlrp3_active,-0.0978,3.758,
nlrp3_active,-0.3711,3.9378,
nlrp3_active,0.0796,2.6503,
nlrp3_active,-0.5,3.7984,
nlrp3_active,-0.5149,3.0053,
nlrp3_active,-0.2299,2.6503,
nlrp3_active,-0.293,2.3274,
nlrp3_active,0.6605,2.9314,
nlrp3_active,-0.8921,2.512,
nlrp3_active,-0.998,0.6924,
nlrp3_active,-0.9048,0.7991,
nlrp3_active,-0.5004,4.2254,
nlrp3_active,0.0897,-0.3473,
nlrp3_active,-0.5677,0.4365,
nlrp3_active,-0.5149,3.0053,
nlrp3_active,-0.1559,3.5661,
nlrp3_active,-0.2677,3.4123,
nlrp3_active,0.0559,4.1894,
nlrp3_active,0.1834,-0.2619,
nlrp3_active,-0.9228,0.8042,
nlrp3_active,-0.2988,4.2806,
nlrp3_active,-0.1592,0.3247,
nlrp3_active,-0.4764,-0.0608,
nlrp3_active,-0.7037,2.3503,
nlrp3_active,-0.3019,2.3299,
nlrp3_active,-0.3493,-1.0966,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-1.0982,0.3183,
nlrp3_active,-1.2359,0.5658,
nlrp3_active,-1.0741,0.7305,
nlrp3_active,-0.6968,0.2912,
nlrp3_active,-0.4551,3.5599,
nlrp3_active,-0.729,0.7691,
nlrp3_active,-0.9228,0.8042,
nlrp3_active,-0.5,3.7984,
nlrp3_active,-0.8393,0.8571,
nlrp3_active,-0.8153,0.9942,
nlrp3_active,-0.2485,3.8439,
nlrp3_active,-0.998,0.6924,
nlrp3_active,-0.1559,3.5661,
nlrp3_active,-0.3071,2.4865,
nlrp3_active,0.4998,2.7607,
nlrp3_active,-0.2101,4.393,
nlrp3_active,-0.1698,3.9255,
nlrp3_active,-0.1628,3.5165,
nlrp3_active,-0.0135,2.9125,
nlrp3_active,-1.1849,0.4779,
nlrp3_active,-0.1575,3.58,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-0.8393,0.8571,
nlrp3_active,-0.729,0.7691,
nlrp3_active,-0.8008,0.7677,
nlrp3_active,-0.8579,0.774,
nlrp3_active,-1.2613,0.4687,
nlrp3_active,-0.5,3.7984,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-1.1957,0.2696,
nlrp3_active,-1.0719,0.5903,
nlrp3_active,-0.7837,0.5802,
nlrp3_active,-1.1636,0.5354,
nlrp3_active,-0.2752,2.691,
nlrp3_active,-0.0019,3.3472,
nlrp3_active,-0.1777,2.9393,
nlrp3_active,-0.2299,2.6503,
nlrp3_active,-0.1559,3.5661,
nlrp3_active,-0.1559,3.5661,
nlrp3_active,0.2172,3.205,
nlrp3_active,-0.8153,0.9942,
nlrp3_active,-1.015,0.3721,
nlrp3_active,-0.3058,4.6896,
nlrp3_active,-1.0003,1.5509,
nlrp3_active,-1.0474,1.7144,
nlrp3_active,-0.8256,0.5519,
nlrp3_active,-1.1942,0.9138,
nlrp3_active,-1.0064,0.8881,
nlrp3_active,-0.072,2.7169,
nlrp3_active,-0.1083,4.0516,
nlrp3_active,-0.1158,4.1055,
nlrp3_active,0.0901,3.4775,
nlrp3_active,-0.5535,0.8439,
nlrp3_active,-0.6053,1.2192,
nlrp3_active,-0.6629,0.5419,
nlrp3_active,-0.5803,0.6537,
nlrp3_active,-0.1575,3.58,
nlrp3_active,-0.997,1.3336,
nlrp3_active,-1.0956,0.3345,
nlrp3_active,-0.8718,0.4026,
nlrp3_active,-0.6718,3.8597,
nlrp3_active,-0.373,3.9497,
nlrp3_active,0.0796,2.6503,
nlrp3_active,-0.2677,3.4123,
nlrp3_active,0.0476,4.0366,
nlrp3_active,-0.5004,4.2254,
nlrp3_active,-0.5079,3.3091,
nlrp3_active,-0.6813,0.8229,
nlrp3_active,-0.6321,0.3179,
nlrp3_active,-0.7564,1.5005,
nlrp3_active,-0.1248,4.1715,
nlrp3_active,-0.5535,0.8439,
nlrp3_active,-0.9181,0.5769,
nlrp3_active,-1.2,0.1708,
nlrp3_active,-0.8975,0.383,
nlrp3_active,-0.6944,0.5288,
nlrp3_active,-0.3775,4.2186,
nlrp3_active,-0.1857,3.4444,
nlrp3_active,-0.8845,0.5569,
nlrp3_active,-0.1352,0.087,
nlrp3_active,-0.8153,0.9942,
nlrp3_active,-0.2491,0.4708,
nlrp3_active,-0.9048,0.7991,
nlrp3_active,-0.5677,0.4365,
dual_docked_pool,-1.578,-0.2026,
dual_docked_pool,-0.652,-0.7603,
dual_docked_pool,3.2189,0.2596,
dual_docked_pool,-0.3794,-0.5724,
dual_docked_pool,-1.3323,0.0065,
dual_docked_pool,-0.504,-0.3751,
dual_docked_pool,0.1353,-1.3731,
dual_docked_pool,-0.952,-0.9145,
dual_docked_pool,0.9165,0.5968,
dual_docked_pool,0.4065,-0.756,
dual_docked_pool,-0.4545,0.0187,
dual_docked_pool,-0.6773,0.1841,
dual_docked_pool,-0.9286,0.1661,
dual_docked_pool,-1.0851,-0.4029,
dual_docked_pool,-0.1821,0.1569,
dual_docked_pool,-0.5689,0.1989,
dual_docked_pool,-0.4321,0.0853,
dual_docked_pool,-0.4327,0.3296,
dual_docked_pool,0.1134,-0.0674,
dual_docked_pool,-0.0832,-0.4611,
dual_docked_pool,0.1151,-1.1221,
dual_docked_pool,-1.5573,-0.0778,
dual_docked_pool,0.3998,0.2885,
dual_docked_pool,-0.7385,-0.7328,
dual_docked_pool,0.0008,0.5306,
dual_docked_pool,-0.4314,0.4313,
dual_docked_pool,-0.7232,-0.2633,
dual_docked_pool,-0.4305,-0.3094,
dual_docked_pool,-0.5269,-0.1299,
dual_docked_pool,-0.5494,-0.7297,
dual_docked_pool,-0.5272,-0.1566,
dual_docked_pool,-1.0707,-0.1722,
dual_docked_pool,-0.82,-0.8003,
dual_docked_pool,-1.0308,-0.4165,
dual_docked_pool,-0.5604,-0.3608,
dual_docked_pool,-0.7807,0.2681,
dual_docked_pool,0.6727,-0.5037,
dual_docked_pool,-0.1718,0.4286,
dual_docked_pool,-0.0585,0.1539,
dual_docked_pool,0.9079,0.1286,
dual_docked_pool,-1.1579,-0.5559,
dual_docked_pool,0.2341,-0.6172,
dual_docked_pool,0.1574,0.3367,
dual_docked_pool,-0.5423,0.6147,
dual_docked_pool,0.5186,-0.786,
dual_docked_pool,0.4905,0.3514,
dual_docked_pool,-0.2851,0.0386,
dual_docked_pool,-0.308,-0.5927,
dual_docked_pool,-0.7356,0.2026,
dual_docked_pool,-0.7347,-1.2228,
dual_docked_pool,-0.5516,-0.0443,
dual_docked_pool,0.2829,-0.4766,
dual_docked_pool,-1.3724,0.2164,
dual_docked_pool,-0.4856,-0.047,
dual_docked_pool,0.5962,-0.6884,
dual_docked_pool,-1.127,-0.1804,
dual_docked_pool,-0.7786,-0.0416,
dual_docked_pool,-0.3683,0.2923,
dual_docked_pool,-0.1755,-0.4819,
dual_docked_pool,0.9821,-0.2403,
dual_docked_pool,-0.6155,0.5078,
dual_docked_pool,-0.3168,0.3677,
dual_docked_pool,-0.5181,-0.7872,
dual_docked_pool,1.6779,0.3758,
dual_docked_pool,-0.3581,0.5021,
dual_docked_pool,-0.7356,-0.3593,
dual_docked_pool,0.2496,0.3886,
dual_docked_pool,-1.0444,-0.7172,
dual_docked_pool,-0.4981,0.1234,
dual_docked_pool,-1.4572,0.253,
dual_docked_pool,-1.1039,-0.5578,
dual_docked_pool,-0.8402,-0.2356,
dual_docked_pool,-1.1209,-0.143,
dual_docked_pool,0.0208,-0.0388,
dual_docked_pool,-0.4352,-1.0203,
dual_docked_pool,-0.3055,-0.7707,
dual_docked_pool,-0.5783,-0.6876,
dual_docked_pool,-0.7247,1.2286,
dual_docked_pool,-0.2099,-0.6812,
dual_docked_pool,0.798,0.3075,
dual_docked_pool,0.0379,0.3994,
dual_docked_pool,0.0825,-0.188,
dual_docked_pool,-0.0721,-0.2644,
dual_docked_pool,0.8631,0.2791,
dual_docked_pool,-0.9957,-0.1717,
dual_docked_pool,-0.7965,-0.1401,
dual_docked_pool,-0.7603,-0.5964,
dual_docked_pool,-0.7753,-0.1991,
dual_docked_pool,-0.2771,-0.3788,
dual_docked_pool,-1.0759,-0.1762,
dual_docked_pool,-0.7706,0.244,
dual_docked_pool,-0.2393,-0.4965,
dual_docked_pool,-0.4301,-0.1541,
dual_docked_pool,0.047,-0.7989,
dual_docked_pool,-0.9402,0.3103,
dual_docked_pool,-0.4802,0.3045,
dual_docked_pool,2.2323,0.2657,
dual_docked_pool,0.9062,0.7084,
dual_docked_pool,-0.7284,0.1782,
dual_docked_pool,-0.3609,-0.7347,
dual_docked_pool,0.1324,0.4566,
dual_docked_pool,-0.718,-0.5339,
dual_docked_pool,-0.4148,0.2729,
dual_docked_pool,0.7357,-0.4455,
dual_docked_pool,-0.3039,-0.4291,
dual_docked_pool,-0.1843,-0.804,
dual_docked_pool,-1.0866,0.2779,
dual_docked_pool,-1.3798,-0.4957,
dual_docked_pool,-1.2155,-0.6608,
dual_docked_pool,-0.1789,-0.5667,
dual_docked_pool,-0.128,0.7518,
dual_docked_pool,-0.8969,-0.2671,
dual_docked_pool,-0.6388,-0.2742,
dual_docked_pool,-1.1239,0.1715,
dual_docked_pool,-0.9012,0.2288,
dual_docked_pool,-0.4269,0.3308,
dual_docked_pool,0.2565,-0.8676,
dual_docked_pool,-0.548,-0.9234,
dual_docked_pool,-0.4392,-0.2411,
dual_docked_pool,-0.5313,-0.0848,
dual_docked_pool,-0.6351,-0.911,
dual_docked_pool,-1.3232,-1.2799,
dual_docked_pool,0.0166,-1.1409,
dual_docked_pool,-0.8643,-0.7298,
dual_docked_pool,0.0633,-0.2497,
dual_docked_pool,-1.0188,0.0519,
dual_docked_pool,-0.603,-0.9101,
dual_docked_pool,-1.2198,-0.1362,
dual_docked_pool,0.1083,-0.2587,
dual_docked_pool,-0.4114,0.0899,
dual_docked_pool,0.0054,0.1893,
dual_docked_pool,-0.2409,-0.1004,
dual_docked_pool,-0.6127,-0.5031,
dual_docked_pool,-0.5044,-0.2378,
dual_docked_pool,-0.8572,-0.2281,
dual_docked_pool,-0.8403,-0.3513,
dual_docked_pool,-0.6616,-0.5338,
dual_docked_pool,-0.8808,-0.2256,
dual_docked_pool,0.1069,0.3196,
dual_docked_pool,-0.85,-0.2813,
dual_docked_pool,-0.5609,0.4989,
dual_docked_pool,0.0126,-0.06,
dual_docked_pool,-1.0883,0.2936,
dual_docked_pool,0.071,0.3016,
dual_docked_pool,-1.246,-0.0727,
dual_docked_pool,-0.1978,-0.4379,
dual_docked_pool,1.614,0.423,
dual_docked_pool,-0.3845,0.157,
dual_docked_pool,-0.5734,-0.2513,
dual_docked_pool,0.5756,-0.1936,
dual_docked_pool,-0.983,0.1535,
dual_docked_pool,-0.5372,0.4069,
dual_docked_pool,-0.7576,0.7995,
dual_docked_pool,-0.8075,-0.0667,
dual_docked_pool,-0.6966,-0.3598,
dual_docked_pool,-0.4133,-0.1623,
dual_docked_pool,1.3734,0.0983,
dual_docked_pool,-0.2633,-0.8731,
dual_docked_pool,-0.4392,-0.5375,
dual_docked_pool,-0.4102,0.1284,
dual_docked_pool,-0.1546,-0.165,
dual_docked_pool,-0.9318,-0.1057,
dual_docked_pool,-0.4301,-0.1541,
dual_docked_pool,-0.0013,-0.8523,
dual_docked_pool,-1.2842,-0.0457,
dual_docked_pool,-0.6018,-0.0807,
dual_docked_pool,-1.3599,-0.3136,
dual_docked_pool,-0.7634,-0.5313,
dual_docked_pool,-0.5579,-0.4615,
dual_docked_pool,0.1086,0.5519,
dual_docked_pool,-0.8287,-0.7651,
dual_docked_pool,-0.8165,-0.8203,
dual_docked_pool,0.3401,-0.1064,
dual_docked_pool,0.7763,0.1158,
dual_docked_pool,-0.9339,0.1224,
dual_docked_pool,0.8348,0.4618,
dual_docked_pool,0.767,-0.0999,
dual_docked_pool,-1.0618,0.0481,
dual_docked_pool,0.2757,0.8914,
dual_docked_pool,-0.2438,-0.5212,
dual_docked_pool,-0.4676,-0.3227,
dual_docked_pool,-1.2872,-0.0276,
dual_docked_pool,-0.1611,-1.0169,
dual_docked_pool,-0.3093,-0.1542,
dual_docked_pool,-0.5639,-0.3003,
dual_docked_pool,-0.2783,0.0856,
dual_docked_pool,0.2757,0.4467,
dual_docked_pool,-0.4717,-0.3673,
dual_docked_pool,-0.7614,0.0908,
dual_docked_pool,-0.9476,0.0824,
dual_docked_pool,-0.5382,-0.1761,
dual_docked_pool,0.3158,-0.5068,
dual_docked_pool,-0.7875,-0.3338,
dual_docked_pool,-0.6196,-0.2806,
dual_docked_pool,-1.2193,-0.0718,
dual_docked_pool,0.7004,0.4372,
dual_docked_pool,-1.1132,-0.1972,
dual_docked_pool,-0.7017,-0.0008,
dual_docked_pool,-0.8751,-0.5802,
dual_docked_pool,-0.7901,-0.4805,
dual_docked_pool,1.879,0.2141,
dual_docked_pool,-0.532,-0.5526,
dual_docked_pool,-1.1028,-0.8286,
dual_docked_pool,0.3353,0.1228,
dual_docked_pool,-0.9521,-1.0216,
dual_docked_pool,-0.0671,-0.8135,
dual_docked_pool,1.6341,-0.0271,
dual_docked_pool,0.4327,-0.2974,
dual_docked_pool,-1.0008,-0.6258,
dual_docked_pool,-0.8321,-0.6977,
dual_docked_pool,-0.5646,0.552,
dual_docked_pool,-0.3378,-1.3525,
dual_docked_pool,-0.7979,-0.2858,
dual_docked_pool,-0.279,-0.2141,
dual_docked_pool,-1.4061,0.1074,
dual_docked_pool,0.4154,-0.9307,
dual_docked_pool,-0.8691,-0.8486,
dual_docked_pool,0.1383,0.242,
dual_docked_pool,-0.5282,-0.4747,
dual_docked_pool,-0.8242,-0.3775,
dual_docked_pool,-0.6437,-0.5814,
dual_docked_pool,-0.9589,-0.526,
dual_docked_pool,-1.402,0.3238,
dual_docked_pool,-0.6744,-0.064,
dual_docked_pool,1.1965,0.1889,
dual_docked_pool,-0.4056,1.4712,
dual_docked_pool,0.1359,-0.8708,
dual_docked_pool,-0.4944,-0.2283,
dual_docked_pool,-0.703,-0.1083,
dual_docked_pool,-0.5726,-0.8478,
dual_docked_pool,-0.5164,-0.4252,
dual_docked_pool,0.0806,0.4841,
dual_docked_pool,-0.7255,-0.0328,
dual_docked_pool,-1.0131,-0.3279,
dual_docked_pool,-1.1411,-0.3813,
dual_docked_pool,0.1422,-0.8716,
dual_docked_pool,-0.8459,0.9195,
dual_docked_pool,0.168,-0.1273,
dual_docked_pool,-1.0988,-0.0322,
dual_docked_pool,-0.506,0.6309,
dual_docked_pool,-0.6404,0.2337,
dual_docked_pool,-0.3075,0.3424,
dual_docked_pool,-0.7236,-0.9212,
dual_docked_pool,-1.1634,0.1702,
dual_docked_pool,-0.945,-0.5814,
dual_docked_pool,-0.936,-0.0775,
dual_docked_pool,1.0429,-0.485,
dual_docked_pool,0.5487,-0.1779,
dual_docked_pool,0.0355,-0.0753,
dual_docked_pool,0.592,-0.7627,
dual_docked_pool,-0.1966,-0.2645,
dual_docked_pool,-1.5476,-0.5013,
dual_docked_pool,-0.8754,-0.6179,
dual_docked_pool,-0.5276,-0.7908,
dual_docked_pool,-0.0782,0.2311,
dual_docked_pool,1.3776,-0.2792,
dual_docked_pool,1.4974,-0.0371,
dual_docked_pool,-0.4411,0.8309,
dual_docked_pool,-0.6788,-0.5363,
dual_docked_pool,-0.3915,0.2892,
dual_docked_pool,-0.4947,-0.3039,
dual_docked_pool,-0.6314,-0.0273,
dual_docked_pool,-0.778,0.1174,
dual_docked_pool,-0.4237,-1.0,
dual_docked_pool,-0.7766,-1.0191,
dual_docked_pool,-0.0434,-0.6709,
dual_docked_pool,0.2585,0.2245,
dual_docked_pool,-0.2475,-1.072,
dual_docked_pool,-0.4093,-0.3239,
dual_docked_pool,0.2989,-0.9091,
dual_docked_pool,0.2939,-0.1007,
dual_docked_pool,-0.6676,-0.1822,
dual_docked_pool,-1.3649,-0.1746,
dual_docked_pool,-0.6278,0.3917,
dual_docked_pool,-0.4996,0.2664,
dual_docked_pool,0.7375,-0.2385,
dual_docked_pool,-0.1202,0.2017,
dual_docked_pool,-0.4191,0.3251,
dual_docked_pool,-0.5496,-0.0962,
dual_docked_pool,0.8019,0.0487,
