repurposing_id,chembl_id,name,canonical_smiles,max_phase,s_u_percentile,s_n_percentile,pareto_front,parse_ok,pains_any,pains_families,brenk,nih,aggregation_risk_heuristic,alert_descriptions
REP_02002,CHEMBL1628717,DRAFLAZINE,NC(=O)C1CN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl,2.0,98.8973121984838,91.38525155065471,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_07322,CHEMBL6068062,NACRESERTIB,COc1cc2nn([C@H]3CC[C@](C)(O)CC3)cc2cc1NC(=O)c1cccc(C)[n+]1[O-],2.0,98.82839421088904,51.20606478290834,False,True,False,,True,False,False,BRENK:N_oxide
REP_07997,CHEMBL4472508,CINTIRORGON,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,1.0,98.75947622329429,56.85733976567884,False,True,False,,False,False,False,
REP_07139,CHEMBL5315045,FOSIGOTIFATOR,O=C(COc1ccc(Cl)c(F)c1)NC12CCC(NC(=O)COc3ccc(Cl)c(F)c3)(CC1)[C@@H](OCOP(=O)(O)O)C2,2.0,98.69055823569953,99.79324603721572,True,True,False,,True,True,False,BRENK:het-C-het_not_in_ring | NIH:non_ring_CH2O_acetal
REP_05789,CHEMBL3639788,TELAGLENASTAT,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,2.0,98.62164024810475,88.28394210889043,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_05578,CHEMBL329123,ETALOCIB,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,2.0,98.55272226051,50.137835975189525,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_00210,CHEMBL2105755,NALDEMEDINE,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,4.0,98.48380427291524,50.137835975189525,False,True,False,,False,False,False,
REP_07008,CHEMBL5314429,TAMNORZATINIB,COc1cc2nccc(Oc3ccc(NC(=O)c4cc5c(n(-c6ccccc6)c4=O)CCCC5=O)nc3)c2cc1OC,2.0,98.41488628532046,75.63749138525155,False,True,False,,False,False,False,
REP_07065,CHEMBL5314505,BEMFIVASTATIN,CC(C)c1c(C(=O)Nc2ccc(CO)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,2.0,98.3459682977257,76.36113025499655,False,True,False,,False,False,False,
REP_06256,CHEMBL4277900,CROZBACICLIB,CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,2.0,98.27705031013096,75.63749138525155,False,True,False,,False,False,True,
REP_03254,CHEMBL2105012,IOPRONIC ACID,CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)O,2.0,98.20813232253616,50.24121295658166,False,True,False,,True,True,False,BRENK:Aliphatic_long_chain | NIH:gte_3_iodine
REP_08185,CHEMBL5314603,TREPROSTINIL PHOSPHATE,CCCCC[C@@H](CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1OP(=O)(O)O)OP(=O)(O)O,1.0,98.1392143349414,97.7946243969676,False,True,False,,True,True,False,BRENK:Aliphatic_long_chain | NIH:gte_2_free_phos
REP_00303,CHEMBL4594217,CANAGLIFLOZIN,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,4.0,98.07029634734666,94.00413507925568,False,True,False,,False,False,False,
REP_05827,CHEMBL3689071,NARMAFOTINIB,COc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,2.0,98.0013783597519,70.70985527222605,False,True,False,,False,False,False,
REP_03976,CHEMBL2106360,HEPRONICATE,CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1,2.0,97.93246037215714,85.9407305306685,False,True,False,,True,False,False,BRENK:>_2_ester_groups
REP_04855,CHEMBL2110980,MIOFLAZINE,NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1,2.0,97.86354238456238,47.27773949000689,False,True,False,,False,False,False,
REP_00961,CHEMBL428690,ALVOCIDIB,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,3.0,97.7946243969676,87.45692625775328,False,True,False,,False,False,False,
REP_03699,CHEMBL2105631,BUDIODARONE,CC[C@H](C)OC(=O)Cc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2.0,97.72570640937283,85.80289455547899,False,True,False,,True,False,True,BRENK:iodine
REP_04573,CHEMBL2107622,ASCORBYL GAMOLENATE,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,2.0,97.65678842177807,93.86629910406616,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_05024,CHEMBL2218915,BERVASTATIN,CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,2.0,97.58787043418332,91.38525155065471,False,True,False,,False,False,False,
REP_07258,CHEMBL600325,PROSCILLARIDIN,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,2.0,97.51895244658856,87.66368022053757,False,True,False,,True,False,False,BRENK:isolated_alkene
REP_07069,CHEMBL5314510,CANLITINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCCCC(=O)O,2.0,97.4500344589938,50.137835975189525,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_06877,CHEMBL5095102,INIXACICLIB,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,2.0,97.38111647139904,50.137835975189525,False,True,False,,False,False,True,
REP_05802,CHEMBL3657311,IFEBEMTINIB,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)N(C)C3)n1,2.0,97.31219848380428,50.137835975189525,False,True,False,,False,False,False,
REP_02391,CHEMBL1951575,VIDUPIPRANT,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,2.0,97.24328049620952,78.842177808408,False,True,False,,False,False,False,
REP_07034,CHEMBL5314469,MERIGOLIX,O=C(O)CCCN[C@@H](Cn1c(=O)c2c(n(Cc3c(F)cccc3C(F)(F)F)c1=O)COC21CCN(Cc2ccc(C(F)(F)F)o2)CC1)c1ccccc1,2.0,97.17436250861476,75.63749138525155,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_08135,CHEMBL5095192,PF-06952229,CC(C)c1cnc(-c2cc(Cl)ccc2F)cc1Nc1ccncc1C(=O)NC(CO)CO,1.0,97.10544452102,94.5554789800138,False,True,False,,False,False,False,
REP_00800,CHEMBL3039505,VERCIRNON SODIUM,CC(C)(C)c1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,3.0,97.03652653342525,91.17849758787044,False,True,False,,True,False,False,BRENK:N_oxide
REP_08055,CHEMBL4650286,M4344,Nc1nn2cc(F)cnc2c1C(=O)Nc1cncc(F)c1N1CCC(C(=O)N2CCN(C3COC3)CC2)CC1,1.0,96.96760854583046,91.38525155065471,False,True,False,,False,False,False,
REP_05610,CHEMBL333325,FOSRAVUCONAZOLE,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,2.0,96.8986905582357,99.93108201240524,True,True,False,,True,True,False,BRENK:het-C-het_not_in_ring | NIH:non_ring_CH2O_acetal
REP_06129,CHEMBL3989969,OPIGOLIX,C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F,2.0,96.82977257064094,89.80013783597519,False,True,False,,True,False,False,BRENK:beta-keto/anhydride
REP_08014,CHEMBL4580266,KIO-100,O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1ccsc1C(=O)O,1.0,96.76085458304615,64.16264645072364,False,True,False,,True,False,False,BRENK:halogenated_ring_1
REP_01493,CHEMBL1209734,BMS-986094,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,2.0,96.6919365954514,98.07029634734666,False,True,False,,True,True,False,BRENK:phosphor | NIH:aryl_phosphonate
REP_02482,CHEMBL204694,BEFETUPITANT,Cc1ccccc1-c1cc(N2CCOCC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.0,96.62301860785664,16.953824948311514,False,True,False,,False,False,True,
REP_05280,CHEMBL280481,VERLUKAST,CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,2.0,96.55410062026188,96.48518263266712,False,True,False,,True,True,True,BRENK:het-C-het_not_in_ring | NIH:non_ring_acetal
REP_00559,CHEMBL1829174,FASIGLIFAM,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,3.0,96.48518263266712,50.137835975189525,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_06426,CHEMBL4297648,SELETALISIB,[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2[C@@H](Nc2ncnc3cccnc23)C(F)(F)F)c1,2.0,96.41626464507236,80.63404548587181,False,True,False,,True,False,False,BRENK:N_oxide
REP_07920,CHEMBL4297282,GDC-0917,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1,1.0,96.3473466574776,91.38525155065471,False,True,False,,False,False,False,
REP_06866,CHEMBL5095088,ANIZATRECTINIB,COCCN1C[C@@H](NC(=O)Nc2c(C)c(-c3cnc(C)nc3)nn2-c2ccccc2)[C@H](c2cccc(F)c2)C1,2.0,96.27842866988284,50.137835975189525,False,True,False,,False,False,False,
REP_00725,CHEMBL220360,TARANABANT,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,3.0,96.20951068228808,91.38525155065471,False,True,False,,False,False,False,
REP_05594,CHEMBL3301674,IFETROBAN SODIUM,CCCCCNC(=O)c1coc([C@H]2[C@@H](Cc3ccccc3CCC(=O)[O-])[C@@H]3CC[C@H]2O3)n1,2.0,96.14059269469332,85.42384562370778,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_06643,CHEMBL4650322,RUNCACIGUAT,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,2.0,96.07167470709857,50.137835975189525,False,True,False,,False,False,False,
REP_00860,CHEMBL3545308,ROCILETINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,3.0,96.0027567195038,50.137835975189525,False,True,False,,True,True,False,BRENK:Michael_acceptor_1 | NIH:acrylate
REP_01000,CHEMBL4297508,DORZAGLIATIN,CC(C)C[C@@H](C(=O)Nc1ccn(C[C@@H](O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,3.0,95.93383873190902,91.38525155065471,False,True,False,,False,False,False,
REP_05459,CHEMBL3113165,VLX-1005,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,2.0,95.86492074431426,93.4527911784976,False,True,True,PAINS_A,False,False,False,PAINS_A:mannich_A(296)
REP_06618,CHEMBL460289,MITOPODOZIDE,CCNNC(=O)[C@@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2[C@H](O)[C@H]1CO)OCO3,2.0,95.7960027567195,87.25017229496899,False,True,False,,True,False,False,BRENK:Oxygen-nitrogen_single_bond
REP_03720,CHEMBL2105793,TOCOFENOXATE,Cc1c(C)c2c(c(C)c1OC(=O)COc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,2.0,95.72708476912474,14.266023432115782,False,True,False,,True,True,False,BRENK:phenol_ester | NIH:gte_10_carbon_sb_chain
REP_02379,CHEMBL1933350,MK-3577,CCC[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)[C@H](c1ccc(Cl)cc1)c1c[nH]c2c(F)cc(C)cc12,2.0,95.65816678153,50.137835975189525,False,True,False,,False,False,False,
REP_07584,CHEMBL1233182,GW-695634,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(Cl)cc(C#N)c2)c(C)c1,1.0,95.58924879393524,95.38249483115094,False,True,False,,False,False,False,
REP_02492,CHEMBL206031,BRECANAVIR,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,2.0,95.52033080634044,45.89937973811165,False,True,False,,False,False,False,
REP_07951,CHEMBL4297421,COH-29,O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1,1.0,95.4514128187457,96.55410062026188,False,True,True,PAINS_B,True,False,False,PAINS_B:catechol_A(92) | BRENK:catechol
REP_07792,CHEMBL3358954,BI 653048,CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,1.0,95.38249483115094,66.71261199172984,False,True,False,,False,False,False,
REP_00476,CHEMBL1289110,TIANEPTINE,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,3.0,95.31357684355616,40.66161268090972,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_05035,CHEMBL2220475,TUBULOZOLE,CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,2.0,95.2446588559614,80.289455547898,False,True,False,,False,False,True,
REP_06085,CHEMBL3989794,DAGLUTRIL,CCOC(=O)[C@H](CCCc1ccccc1)C1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,2.0,95.17574086836665,75.63749138525155,False,True,False,,False,False,False,
REP_01199,CHEMBL5314597,BIMATOPROST GRENOD,CCNC(=O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@H](CCc2ccccc2)OC(=O)CCCCCO[N+](=O)[O-])[C@H](O)C[C@@H]1O,3.0,95.10682288077189,75.63749138525155,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_08027,CHEMBL4594423,TP-1287,CN1CC[C@H](c2c(OP(=O)(O)O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1.0,95.03790489317711,50.137835975189525,False,True,False,,True,True,False,BRENK:phosphor | NIH:aryl_phosphonate
REP_06121,CHEMBL3989916,TIGILANOL TIGLATE,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@H]([C@@H]3C(C)(C)[C@]13OC(=O)[C@@H](C)CC)[C@@H]1O[C@]1(CO)[C@@H](O)[C@]1(O)C(=O)C(C)=C[C@H]12,2.0,94.96898690558236,19.77946243969676,False,True,False,,True,False,False,BRENK:Michael_acceptor_1
REP_07757,CHEMBL3040440,VS-4718,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,1.0,94.9000689179876,66.2301860785665,False,True,False,,False,False,False,
REP_03240,CHEMBL2104988,TIPELUKAST,CCCc1c(SCCCOc2ccc(C(C)=O)c(OCCCC(=O)O)c2CCC)ccc(C(C)=O)c1O,2.0,94.83115093039282,77.32598208132322,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_08218,CHEMBL5425361,H3B-6545 FREE BASE,CN(C)C(=O)/C=C/CNCCOc1ccc(/C(=C(/CC(F)(F)F)c2ccccc2)c2ccc3[nH]nc(F)c3c2)cn1,1.0,94.76223294279808,50.137835975189525,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_05104,CHEMBL2364628,RICOLINOSTAT,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,2.0,94.6933149552033,75.63749138525155,False,True,False,,True,True,False,BRENK:Aliphatic_long_chain | NIH:hydroxamate_warhead
REP_05679,CHEMBL35084,CANDOXATRIL,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,2.0,94.62439696760856,60.78566505858029,False,True,False,,True,False,False,BRENK:Aliphatic_long_chain
REP_07702,CHEMBL2181753,AM-211,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,1.0,94.5554789800138,50.137835975189525,False,True,False,,False,False,False,
REP_05733,CHEMBL3545365,ALTIRATINIB,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,2.0,94.48656099241902,99.4486560992419,False,True,False,,True,False,False,BRENK:beta-keto/anhydride
REP_08217,CHEMBL5421037,STX-478,Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12,1.0,94.41764300482426,91.38525155065471,False,True,False,,False,False,False,
REP_06870,CHEMBL5095094,CULMERCICLIB,CC(C)c1c2cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)ccc2nn1C,2.0,94.3487250172295,50.137835975189525,False,True,False,,False,False,False,
REP_07874,CHEMBL3961833,AZD-9898,COc1nc(N(CC(C)(C)F)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,1.0,94.27980702963474,51.48173673328738,False,True,False,,True,True,False,BRENK:halogenated_ring_1 | NIH:keto_def_heterocycle
REP_01948,CHEMBL1614646,SUSALIMOD,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,2.0,94.21088904203997,75.63749138525155,False,True,False,,True,False,False,BRENK:triple_bond
REP_08132,CHEMBL5095188,MAX-10181,Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,1.0,94.1419710544452,96.14059269469332,False,True,False,,True,False,False,BRENK:stilbene
REP_00864,CHEMBL3545413,FLUMATINIB,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,3.0,94.07305306685043,27.56719503790489,False,True,False,,False,False,False,
REP_02540,CHEMBL2103810,EZATIOSTAT HYDROCHLORIDE,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c1ccccc1,2.0,94.00413507925568,44.45210199862164,False,True,False,,False,False,False,
REP_07152,CHEMBL5414447,ATUMELNANT,CCOc1ccccc1-c1ccc(N2CCN(C(=O)C3(C(F)(F)F)CCC3)C[C@H]2CC)c(C(=O)N[C@@H]2CN3CCC2CC3)n1,2.0,93.93521709166092,50.137835975189525,False,True,False,,False,False,False,
REP_06750,CHEMBL4802293,TEBITOREXANT,O=C(c1cccc(F)c1-c1ncccn1)N1C[C@H]2C[C@@H](Oc3ccc(C(F)(F)F)cn3)[C@@H]1C2,2.0,93.86629910406616,75.32736044107511,False,True,False,,False,False,True,
REP_03992,CHEMBL2106405,DELOXOLONE,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)C3=CC[C@@H]4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,2.0,93.7973811164714,54.51412818745693,False,True,False,,True,False,False,BRENK:isolated_alkene
REP_06377,CHEMBL4297478,VAMOTINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1nnc2ccccn12,2.0,93.72846312887664,50.137835975189525,False,True,False,,True,False,True,BRENK:triple_bond
REP_04973,CHEMBL2159227,CEMDOMESPIB,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc(CCNC(C)=O)c(-c3cccc(F)c3)c2)OC1(C)C,2.0,93.65954514128188,68.986905582357,False,True,False,,False,False,False,
REP_05029,CHEMBL2219412,AFOXOLANER,O=C(CNC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,2.0,93.59062715368712,91.38525155065471,False,True,False,,False,False,False,
REP_08210,CHEMBL5316169,CR-3465 FREE ACID,O=C(N[C@@H](Cc1ccc(OCc2ccc3ccc(F)cc3n2)cc1)C(=O)O)c1ccc2ccccc2n1,1.0,93.52170916609236,50.137835975189525,False,True,False,,False,False,False,
REP_07656,CHEMBL2016893,XL-418,Cc1c(NCCN2CCCC2)cc(C(=O)CCC(F)(F)F)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,1.0,93.4527911784976,24.01791867677464,False,True,False,,False,False,False,
REP_03129,CHEMBL2104791,IOSUMETIC ACID,CCN(C(=O)CCC(=O)O)c1c(I)cc(I)c(NC)c1I,2.0,93.38387319090282,49.00068917987595,False,True,False,,True,True,False,BRENK:iodine | NIH:gte_3_iodine
REP_05075,CHEMBL2325014,PF-05089771,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,2.0,93.31495520330806,96.07167470709857,False,True,False,,False,False,False,
REP_05976,CHEMBL3989448,TOLAFENTRINE,COc1cc2c(cc1OC)[C@H]1CN(C)CC[C@H]1N=C2c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,2.0,93.2460372157133,14.472777394900069,False,True,False,,False,False,False,
REP_06911,CHEMBL5095236,DIVARASIB,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c(F)c(-c4nc(N)cc(C)c4C(F)(F)F)c(Cl)cc23)[C@@H](C)C1,2.0,93.17711922811854,91.38525155065471,False,True,False,,True,True,False,BRENK:Michael_acceptor_1 | NIH:acrylate
