pair,contrast,n_pos,n_neg,n_splits,n_scaffolds,scaffold_leakage,AUROC_ECFP4_OOF,AUROC_ECFP4_plus_docking_OOF,delta_AUROC_incremental,AUROC_TPSA,pre_ECFP4,pre_ECFP4_dock,pre_increment,interpretation_ligand_only,interpretation_increment,ligand_only_changed,increment_changed
AChE/BChE,D_vs_A,27,26,5,45,0,0.8974358974358975,0.8903133903133903,-0.007122507122507171,0.7421652421652422,0.8948148148148148,0.8933333333333333,-0.001481481481481528,substantial,limited,no,no
AChE/BChE,D_vs_B,27,28,5,50,0,0.8425925925925926,0.832010582010582,-0.010582010582010581,0.8009259259259259,0.8214285714285714,0.8082010582010581,-0.013227513227513255,substantial,limited,no,no
