id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason,react2,react2_reason
CHEMBL4294099_ACR1,CHEMBL4294099,chembl,C=CC(=O)N1CC[C@@H](Nc2nccc(-c3c(-c4ccccc4)noc3C)n2)C1,IKFPJYNGWYAFIC-MRXNPFEDSA-N,Cc1onc(-c2ccccc2)c1-c1ccnc(N[C@@H]2CCNC2)n1,375.43,3.31,5,3.027,ok,0,1,0.4624,0.3614,YL2056,YL2056,0.8771,YL5084,c1ccc(-c2nocc2-c2ccnc(N[C@@H]3CCNC3)n2)cc1,,0,0.3564,0.3218,0.8771,0.4624,0.3614,0.8771,0.25,0.2326,0.7281,0.1717,0.0938,0.5979,sim,sim_yl,,ok,
CHEMBL2035020_ACR0,CHEMBL2035020,chembl,C=CC(=O)NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,ZYMVDWOCRDONMS-UHFFFAOYSA-N,NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,393.49,5.35,5,2.576,ok,0,1,0.3163,0.3377,YL2056,YL2056,0.6261,YL5084,c1ccc(-c2c(-c3ccc(C4CCC4)cc3)nn3ccccc23)cc1,,1,0.3131,0.3291,0.6261,0.3163,0.3377,0.6261,0.1238,0.0909,0.591,0.1848,0.1047,0.4848,sim,sim_yl,,ok,
CHEMBL3478505_ACR1,CHEMBL3478505,chembl,C=CC(=O)NC1CCCN(C(=O)c2cnc(N)nc2-c2ccccc2)CC1,GMMWSFAFGGSANH-UHFFFAOYSA-N,Nc1ncc(C(=O)N2CCCC(N)CC2)c(-c2ccccc2)n1,365.44,2.02,4,2.79,ok,0,1,0.2816,0.3171,YL2056,YL2056,0.7169,YL5084,O=C(c1cncnc1-c1ccccc1)N1CCCCCC1,,0,0.2315,0.2644,0.7169,0.2816,0.3171,0.7169,0.1635,0.1744,0.6985,0.2043,0.1628,0.5439,sim,sim_yl,,ok,
CHEMBL2315677_ACR0,CHEMBL2315677,chembl,C=CC(=O)N(C1CCN(C(=O)OCC)CC1)[C@H]1CCCN(C(=O)c2ccccc2)C1,IVFVABHTNDEMFM-FQEVSTJZSA-N,CCOC(=O)N1CCC(N[C@H]2CCCN(C(=O)c3ccccc3)C2)CC1,413.52,2.93,5,2.9,ok,0,1,0.25,0.3171,YL2056,YL2056,0.3971,YL5084,O=C(c1ccccc1)N1CCC[C@H](NC2CCNCC2)C1,,0,0.213,0.236,0.3971,0.25,0.3171,0.3971,0.1442,0.1348,0.2353,0.1579,0.1364,0.1924,sim,sim_yl,,ok,
CHEMBL1950724_ACR0,CHEMBL1950724,chembl,C=CC(=O)N(C)[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)c2ccccc2)C1)C1CCCCC1,PAJIHCBGTBJMPM-HARLFGEKSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)c2ccccc2)C1)C1CCCCC1,468.6,2.12,8,3.545,ok,0,1,0.283,0.314,YL2056,YL2056,0.4875,YL5084,O=C(CC1CCCCC1)N[C@H]1CCN(C(=O)c2ccccc2)C1,,0,0.2124,0.2366,0.4875,0.283,0.314,0.4875,0.1468,0.1277,0.4323,0.1837,0.1538,0.447,sim,sim_yl,,ok,
CHEMBL212908_ACR0,CHEMBL212908,chembl,C=CC(=O)N[C@H]1CC[C@H](Nc2nccc(-c3c(C)[nH]c4ncccc34)n2)CC1,LSSZIQIRZYIFSG-SHTZXODSSA-N,Cc1[nH]c2ncccc2c1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,376.46,3.35,5,2.764,ok,0,1,0.3069,0.3133,YL2056,YL2056,0.7812,JNK-IN-8,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,,1,0.2667,0.2759,0.7645,0.3069,0.3133,0.7645,0.2474,0.2439,0.7812,0.1915,0.1099,0.6423,sim,sim_yl,,ok,
CHEMBL4176060_ACR0,CHEMBL4176060,chembl,C=CC(=O)N(Cc1ccccc1)C1CCN(C(=O)c2ccc(-n3cccn3)nc2)CC1,HVDKPHYMHHVALC-UHFFFAOYSA-N,O=C(c1ccc(-n2cccn2)nc1)N1CCC(NCc2ccccc2)CC1,415.5,3.09,6,2.496,ok,0,1,0.2477,0.3103,YL2056,YL2056,0.7075,YL5084,O=C(c1ccc(-n2cccn2)nc1)N1CCC(NCc2ccccc2)CC1,,1,0.2232,0.2473,0.7075,0.2477,0.3103,0.7075,0.1574,0.1505,0.5441,0.2083,0.1778,0.446,sim,sim_yl,,ok,
CHEMBL2425652_ACR0,CHEMBL2425652,chembl,C=CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,WNADHBFQUJIVED-HDJSIYSDSA-N,N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,363.43,2.24,5,2.621,ok,0,1,0.29,0.3049,YL2056,YL2056,0.8096,YL5084,c1ccc2c(c1)nnn2-c1ccnc(NC2CCCCC2)n1,,0,0.25,0.2529,0.8096,0.29,0.3049,0.8096,0.1683,0.1494,0.7486,0.1978,0.1124,0.5629,sim,sim_yl,,ok,
CHEMBL327506_ACR0,CHEMBL327506,chembl,C=CC(=O)N(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(C(=O)c2ccccc2)C1,NYYLITXDRHDEJP-QHCPKHFHSA-N,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3ccccc3)C2)cc1,439.52,3.23,7,3.067,ok,0,1,0.2348,0.3043,YL2056,YL2056,0.6662,YL5084,O=C(c1ccccc1)N1CC[C@H](NCc2cncn2Cc2ccccc2)C1,,0,0.2017,0.22,0.6662,0.2348,0.3043,0.6662,0.1491,0.13,0.5737,0.1845,0.1546,0.4976,sim,sim_yl,,ok,
CHEMBL3093663_ACR0,CHEMBL3093663,chembl,C=CC(=O)N1C[C@H]2C[C@@H](C1)CN(C(=O)c1ccc(-c3ccccc3)cc1)C2,OBCQARCKYRSNHQ-HDICACEKSA-N,O=C(c1ccc(-c2ccccc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,360.46,3.46,3,3.644,ok,0,1,0.2747,0.3026,YL5084,YL5084,0.3837,YL5084,O=C(c1ccc(-c2ccccc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,,0,0.2747,0.3026,0.3837,0.2637,0.2933,0.3837,0.1183,0.125,0.234,0.1728,0.1266,0.2084,sim,sim_yl,,ok,
CHEMBL47993_ACR0,CHEMBL47993,chembl,C=CC(=O)N(CCc1c[nH]cn1)C1CCN(C(=O)c2ccccc2)CC1,PBKQDHKXSCFLGY-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(NCCc2c[nH]cn2)CC1,352.44,2.27,6,2.637,ok,0,1,0.2381,0.3012,YL2056,YL2056,0.5159,YL5084,O=C(c1ccccc1)N1CCC(NCCc2c[nH]cn2)CC1,,0,0.2243,0.25,0.5159,0.2381,0.3012,0.5159,0.1442,0.1348,0.5079,0.1828,0.1494,0.4903,sim,sim_yl,,ok,
CHEMBL375238_ACR0,CHEMBL375238,chembl,C=CC(=O)N(Cc1ccccc1)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,ATOXABSYWVUJDM-UHFFFAOYSA-N,O=C(c1ccc2ccccc2c1)N1CCC(NCc2ccccc2)CC1,398.51,4.66,5,2.172,ok,0,1,0.2353,0.3,YL2056,YL2056,0.4794,YL5084,O=C(c1ccc2ccccc2c1)N1CCC(NCc2ccccc2)CC1,,0,0.2095,0.2326,0.4794,0.2353,0.3,0.4794,0.1386,0.1279,0.3631,0.2045,0.1707,0.3823,sim,sim_yl,,ok,
CHEMBL1863290_ACR0,CHEMBL1863290,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1ccc(Cl)cc1)c1cccnc1,CAHUOYQFOZQGOZ-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,459.98,5.14,6,2.952,ok,0,1,0.2182,0.2941,YL2056,YL2056,0.5304,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cccnc2)CC1,,1,0.1947,0.2308,0.5304,0.2182,0.2941,0.5304,0.1827,0.1977,0.4368,0.1753,0.1591,0.429,sim,sim_yl,,ok,
CHEMBL229076_ACR0,CHEMBL229076,chembl,C=CC(=O)N(CCc1ccccc1)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,NSFSJHONQGOGSF-UHFFFAOYSA-N,O=C(c1ccc2ccccc2c1)N1CCC(NCCc2ccccc2)CC1,412.53,4.7,6,2.232,ok,0,1,0.2308,0.2927,YL2056,YL2056,0.459,YL5084,O=C(c1ccc2ccccc2c1)N1CCC(NCCc2ccccc2)CC1,,0,0.2056,0.2273,0.459,0.2308,0.2927,0.459,0.1359,0.125,0.3409,0.2,0.1667,0.3407,sim,sim_yl,,ok,
CHEMBL1862906_ACR0,CHEMBL1862906,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1ccc(C(F)(F)F)cc1)c1cnccn1,ICMCCFHDXXHGSM-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,494.52,4.9,6,3.228,ok,0,1,0.2212,0.2921,YL2056,YL2056,0.5962,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cnccn2)CC1,,0,0.1983,0.2316,0.5962,0.2212,0.2921,0.5962,0.1651,0.1739,0.524,0.1683,0.1505,0.4558,sim,sim_yl,,ok,
CHEMBL3457069_ACR0,CHEMBL3457069,chembl,C=CC(=O)N(Cc1ccccc1-n1ccnc1)C1CCN(C(=O)c2ccoc2)CC1,MSQCANGYWXWJQL-UHFFFAOYSA-N,O=C(c1ccoc1)N1CCC(NCc2ccccc2-n2ccnc2)CC1,404.47,3.28,6,2.75,ok,0,1,0.2432,0.2889,YL2056,YL2056,0.673,YL2056,O=C(c1ccoc1)N1CCC(NCc2ccccc2-n2ccnc2)CC1,,0,0.2193,0.2292,0.673,0.2432,0.2889,0.673,0.1545,0.1474,0.5526,0.1569,0.125,0.4634,sim,sim_yl,,ok,
CHEMBL1863412_ACR0,CHEMBL1863412,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1cnccn1)c1ccc(F)cc1F,OIEURZRHFCAIHT-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,462.5,4.16,6,3.25,ok,0,1,0.2281,0.2889,YL2056,YL2056,0.5962,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cnccn2)CC1,,0,0.2051,0.2292,0.5962,0.2281,0.2889,0.5962,0.1835,0.1978,0.524,0.1765,0.1613,0.4558,sim,sim_yl,,ok,
CHEMBL3474681_ACR0,CHEMBL3474681,chembl,C=CC(=O)N(Cc1ncccc1C)[C@@H]1CN(C(=O)c2ccc(OC)cc2)C[C@H]1O,OPOIZGUGCULXPK-WOJBJXKFSA-N,COc1ccc(C(=O)N2C[C@@H](O)[C@H](NCc3ncccc3C)C2)cc1,395.46,1.8,6,3.323,ok,0,1,0.2232,0.2889,YL5084,YL5084,0.6635,YL5084,O=C(c1ccccc1)N1CC[C@H](NCc2ccccn2)C1,,1,0.2232,0.2889,0.6635,0.2143,0.2391,0.6635,0.1682,0.1889,0.5597,0.1373,0.1158,0.521,sim,sim_yl,,ok,
CHEMBL425518_ACR0,CHEMBL425518,chembl,C=CC(=O)N(C)C1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,BKZLYCUHHCMNRO-UHFFFAOYSA-N,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,426.52,4.22,6,2.742,ok,0,1,0.2857,0.2874,YL2056,YL2056,0.7495,YL5084,O=C(Nc1ccc(N2CCCC2)nc1)c1ccc(-c2ccccc2)cc1,,1,0.2593,0.2527,0.7495,0.2857,0.2874,0.7495,0.24,0.25,0.6308,0.2366,0.2093,0.7091,sim,sim_yl,,ok,
CHEMBL3676576_ACR0,CHEMBL3676576,chembl,C=CC(=O)N(C)C1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,WSZYYXBQQXBEJN-UHFFFAOYSA-N,CNC1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,430.43,3.32,3,3.46,ok,0,1,0.2294,0.2874,YL2056,YL2056,0.6117,YL5084,O=C(c1ccc2c(c1)Cc1ccccc1-2)N1CCCC1,,0,0.1947,0.2128,0.6117,0.2294,0.2874,0.6117,0.1284,0.117,0.5523,0.1515,0.1304,0.5364,sim,sim_yl,,ok,
CHEMBL229077_ACR0,CHEMBL229077,chembl,C=CC(=O)N(CCCc1ccccc1)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,JTWBLBUOOZMSIR-UHFFFAOYSA-N,O=C(c1ccc2ccccc2c1)N1CCC(NCCCc2ccccc2)CC1,426.56,5.09,7,2.27,ok,0,1,0.2264,0.2857,YL2056,YL2056,0.4757,YL5084,O=C(c1ccc2ccccc2c1)N1CCC(NCCCc2ccccc2)CC1,,0,0.2018,0.2222,0.4757,0.2264,0.2857,0.4757,0.1333,0.1222,0.3338,0.2088,0.1765,0.3552,sim,sim_yl,,ok,
CHEMBL1863010_ACR0,CHEMBL1863010,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1ccc(C#N)cc1)c1cccnc1,MCFMRHHBLQBPFP-UHFFFAOYSA-N,N#Cc1ccc(C(NC2CCN(C(=O)c3ccccc3)CC2)c2cccnc2)cc1,450.54,4.36,6,3.063,ok,0,1,0.2124,0.2841,YL2056,YL2056,0.602,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cccnc2)CC1,,1,0.1897,0.2234,0.602,0.2124,0.2841,0.602,0.1776,0.191,0.4976,0.17,0.1538,0.4906,sim,sim_yl,,ok,
CHEMBL1862880_ACR0,CHEMBL1862880,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1ccc(C(F)(F)F)cc1)c1cccnc1,TZGNHTGFYAJSOC-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,493.53,5.51,6,3.085,ok,0,1,0.2143,0.2841,YL2056,YL2056,0.5304,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cccnc2)CC1,,1,0.1913,0.2234,0.5304,0.2143,0.2841,0.5304,0.1792,0.191,0.4368,0.1717,0.1538,0.429,sim,sim_yl,,ok,
CHEMBL3474303_ACR0,CHEMBL3474303,chembl,C=CC(=O)N(CCc1ncccc1C)[C@@H]1CN(C(=O)c2ccc(OC)cc2)C[C@H]1O,ITNQQYTZTDDJEB-NHCUHLMSSA-N,COc1ccc(C(=O)N2C[C@@H](O)[C@H](NCCc3ncccc3C)C2)cc1,409.49,1.84,7,3.372,ok,0,1,0.2212,0.2826,YL5084,YL5084,0.6497,YL5084,O=C(c1ccccc1)N1CC[C@H](NCCc2ccccn2)C1,,1,0.2212,0.2826,0.6497,0.2124,0.2473,0.6497,0.1667,0.1848,0.5505,0.1359,0.1134,0.5234,sim,sim_yl,,ok,
CHEMBL229078_ACR0,CHEMBL229078,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccc3ccccc3c2)CC1)[C@](O)(CC)c1ccccc1,ZIVPVQFUVPTAKF-NDEPHWFRSA-N,CC[C@@](O)(NC1CCN(C(=O)c2ccc3ccccc3c2)CC1)c1ccccc1,442.56,4.71,6,3.147,ok,0,1,0.2358,0.2824,YL2056,YL2056,0.5306,YL5084,O=C(c1ccc2ccccc2c1)N1CCC(NCc2ccccc2)CC1,,0,0.211,0.2333,0.5306,0.2358,0.2824,0.5306,0.1429,0.1333,0.4854,0.1809,0.1609,0.5126,sim,sim_yl,,ok,
CHEMBL425826_ACR0,CHEMBL425826,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccc3ccccc3c2)CC1)[C@@](O)(CC)c1ccccc1,ZIVPVQFUVPTAKF-MUUNZHRXSA-N,CC[C@](O)(NC1CCN(C(=O)c2ccc3ccccc3c2)CC1)c1ccccc1,442.56,4.71,6,3.147,ok,0,1,0.2358,0.2824,YL2056,YL2056,0.5306,YL5084,O=C(c1ccc2ccccc2c1)N1CCC(NCc2ccccc2)CC1,,0,0.211,0.2333,0.5306,0.2358,0.2824,0.5306,0.1429,0.1333,0.4854,0.1809,0.1609,0.5126,sim,sim_yl,,ok,
CHEMBL3482749_ACR0,CHEMBL3482749,chembl,C=CC(=O)N[C@@H]1CCN(C(=O)c2ccc(-c3cc[nH]n3)cc2)C[C@@H]1OC,KVGWOURORKQDMJ-SJORKVTESA-N,CO[C@H]1CN(C(=O)c2ccc(-c3cc[nH]n3)cc2)CC[C@H]1N,354.41,1.61,5,3.502,ok,0,1,0.2571,0.2824,YL2056,YL2056,0.6889,YL5084,O=C(c1ccc(-c2cc[nH]n2)cc1)N1CCCCC1,,0,0.2315,0.2333,0.6889,0.2571,0.2824,0.6889,0.1415,0.1333,0.6263,0.1667,0.1099,0.649,sim,sim_yl,,ok,
CHEMBL146563_ACR0,CHEMBL146563,chembl,C=CC(=O)N(Cc1cccc(-n2cccn2)n1)CC1CCN(C(=O)c2ccccc2)CC1,YSKSYYXGFXYOEZ-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(CNCc2cccc(-n3cccn3)n2)CC1,429.52,3.33,7,2.597,ok,0,1,0.2569,0.2809,YL2056,YL2056,0.648,YL5084,O=C(c1ccccc1)N1CCC(CNCc2cccc(-n3cccn3)n2)CC1,,1,0.2212,0.234,0.648,0.2569,0.2809,0.648,0.156,0.1505,0.5653,0.2188,0.2045,0.4372,sim,sim_yl,,ok,
CHEMBL1950729_ACR0,CHEMBL1950729,chembl,C=CC(=O)N(C)[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,XCMRNJDAQOUQCX-APTRMMRNSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,482.63,2.51,8,3.554,ok,0,1,0.2569,0.2809,YL2056,YL2056,0.4875,YL5084,O=C(CC1CCCCC1)N[C@H]1CCCN(C(=O)c2ccccc2)C1,,0,0.2,0.2211,0.4875,0.2569,0.2809,0.4875,0.1351,0.1263,0.4323,0.1818,0.1522,0.447,sim,sim_yl,,ok,
CHEMBL1259163_ACR0,CHEMBL1259163,chembl,C=CC(=O)N(Cc1ccc(C)cn1)CC1(F)CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1,NIOHCCZDNASGDJ-UHFFFAOYSA-N,Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2)nc1,471.58,5.22,7,2.757,ok,0,1,0.2569,0.2778,YL2056,YL2056,0.52,YL5084,O=C(c1ccc(-c2ccccc2)cc1)N1CCC(CNCc2ccccn2)CC1,,1,0.2321,0.2717,0.52,0.2569,0.2778,0.52,0.1667,0.1868,0.4267,0.1584,0.1383,0.3541,sim,sim_yl,,ok,
CHEMBL1863003_ACR0,CHEMBL1863003,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1ccc(OC(C)C)cc1)c1cccnc1,LFOKPQYZPNPBTR-UHFFFAOYSA-N,CC(C)Oc1ccc(C(NC2CCN(C(=O)c3ccccc3)CC2)c2cccnc2)cc1,483.61,5.28,8,3.056,ok,0,1,0.2193,0.2778,YL2056,YL2056,0.5879,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cccnc2)CC1,,1,0.1966,0.2316,0.5879,0.2193,0.2778,0.5879,0.2075,0.2273,0.4216,0.1782,0.163,0.4049,sim,sim_yl,,ok,
CHEMBL3093664_ACR0,CHEMBL3093664,chembl,C=CC(=O)N1C[C@H]2C[C@@H](C1)CN(C(=O)c1ccc(-c3cccnc3)cc1)C2,XKXAGIUABYXKNI-CALCHBBNSA-N,O=C(c1ccc(-c2cccnc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,361.45,2.86,3,3.809,ok,0,1,0.2551,0.2771,YL5084,YL5084,0.538,YL5084,O=C(c1ccc(-c2cccnc2)cc1)N1C[C@@H]2CNC[C@@H](C2)C1,,1,0.2551,0.2771,0.538,0.2449,0.2683,0.538,0.2065,0.2278,0.378,0.1724,0.1294,0.2978,sim,sim_yl,,ok,
CHEMBL3188862_ACR0,CHEMBL3188862,chembl,C=CC(=O)N(CCCn1ncc2ccccc21)C1CCN(c2ccc(C(=O)N3CCOCC3)cc2)CC1,IARVQKYMLLNYEQ-UHFFFAOYSA-N,O=C(c1ccc(N2CCC(NCCCn3ncc4ccccc43)CC2)cc1)N1CCOCC1,501.63,3.58,8,2.68,ok,0,1,0.2241,0.2766,YL2056,YL2056,0.6199,YL5084,O=C(c1ccc(N2CCC(NCCCn3ncc4ccccc43)CC2)cc1)N1CCOCC1,,0,0.2017,0.2323,0.6199,0.2241,0.2766,0.6199,0.1197,0.1188,0.5063,0.22,0.1915,0.4529,sim,sim_yl,,ok,
CHEMBL426777_ACR0,CHEMBL426777,chembl,C=CC(=O)N(C)C1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)C1,VLOISLDGDPUEJY-UHFFFAOYSA-N,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)C1,425.53,4.83,6,2.613,ok,1,1,0.2871,0.2738,YL2056,YL2056,0.7104,56d,O=C(Nc1ccc(N2CCCC2)cc1)c1ccc(-c2ccccc2)cc1,,0,0.2596,0.2386,0.704,0.2871,0.2738,0.704,0.2143,0.2195,0.5924,0.236,0.2073,0.7104,sim,sim_yl,,ok,
CHEMBL1807515_ACR0,CHEMBL1807515,chembl,C=CC(=O)N[C@H]1CC[C@@H](Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,XKQQSKWNEZTHRK-OKILXGFUSA-N,N[C@H]1CC[C@@H](Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,362.44,3.05,5,2.67,ok,0,1,0.2647,0.2738,YL2056,YL2056,0.7812,JNK-IN-8,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,,1,0.2264,0.2247,0.7645,0.2647,0.2738,0.7645,0.2292,0.2195,0.7812,0.1978,0.1124,0.6423,sim,sim_yl,,ok,
CHEMBL212299_ACR0,CHEMBL212299,chembl,C=CC(=O)N[C@H]1CC[C@H](Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,XKQQSKWNEZTHRK-HDJSIYSDSA-N,N[C@H]1CC[C@H](Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,362.44,3.05,5,2.67,ok,0,1,0.2647,0.2738,YL2056,YL2056,0.7812,JNK-IN-8,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,,1,0.2264,0.2247,0.7645,0.2647,0.2738,0.7645,0.2292,0.2195,0.7812,0.1978,0.1124,0.6423,sim,sim_yl,,ok,
CHEMBL1966628_ACR0,CHEMBL1966628,chembl,C=CC(=O)NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,XKQQSKWNEZTHRK-UHFFFAOYSA-N,NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,362.44,3.05,5,2.67,ok,0,1,0.2647,0.2738,YL2056,YL2056,0.7812,JNK-IN-8,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,,1,0.2264,0.2247,0.7645,0.2647,0.2738,0.7645,0.2292,0.2195,0.7812,0.1978,0.1124,0.6423,sim,sim_yl,,ok,
CHEMBL3472617_ACR0,CHEMBL3472617,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(CC)c1cccs1,MOTRTCNRZXCFOY-UHFFFAOYSA-N,CCC(NC1CCN(C(=O)c2ccccc2)CC1)c1cccs1,382.53,4.52,6,2.948,ok,0,1,0.2264,0.2738,YL2056,YL2056,0.4372,YL5084,O=C(c1ccccc1)N1CCC(NCc2cccs2)CC1,,0,0.2018,0.2247,0.4372,0.2264,0.2738,0.4372,0.1333,0.1364,0.3491,0.1579,0.1379,0.386,sim,sim_yl,,ok,
CHEMBL101467_ACR0,CHEMBL101467,chembl,C=CC(=O)N(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(C(=O)c2ccc(Cl)cc2)C1,XXJKJWVPERNRHP-QHCPKHFHSA-N,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3ccc(Cl)cc3)C2)cc1,473.96,3.89,7,3.113,ok,0,1,0.2119,0.2737,YL2056,YL2056,0.6662,YL5084,O=C(c1ccccc1)N1CC[C@H](NCc2cncn2Cc2ccccc2)C1,,0,0.1803,0.1942,0.6662,0.2119,0.2737,0.6662,0.1282,0.1068,0.5737,0.1495,0.1188,0.4976,sim,sim_yl,,ok,
CHEMBL3483447_ACR0,CHEMBL3483447,chembl,C=CC(=O)N(Cc1cccnc1N(C)Cc1ccccc1)C1CCN(C(C)=O)CC1,KKBADNYPZAAITH-UHFFFAOYSA-N,CC(=O)N1CCC(NCc2cccnc2N(C)Cc2ccccc2)CC1,406.53,3.24,7,2.575,ok,0,1,0.243,0.2727,YL2056,YL2056,0.5995,YL5084,c1ccc(CNc2ncccc2CNC2CCNCC2)cc1,,1,0.2182,0.2258,0.5995,0.243,0.2727,0.5995,0.1619,0.1413,0.492,0.1649,0.1304,0.392,sim,sim_yl,,ok,
CHEMBL3475739_ACR0,CHEMBL3475739,chembl,C=CC(=O)N[C@@H]1CCN(C(=O)c2nc(-c3ccccc3)[nH]c2C)C[C@@H]1OC,FJHMSJLDZRAYMJ-CVEARBPZSA-N,CO[C@H]1CN(C(=O)c2nc(-c3ccccc3)[nH]c2C)CC[C@H]1N,368.44,1.92,5,3.369,ok,0,1,0.25,0.2727,YL2056,YL2056,0.6595,YL5084,O=C(c1c[nH]c(-c2ccccc2)n1)N1CCCCC1,,0,0.2252,0.2258,0.6595,0.25,0.2727,0.6595,0.1589,0.1538,0.6241,0.1856,0.1304,0.6382,sim,sim_yl,,ok,
CHEMBL1863097_ACR0,CHEMBL1863097,chembl,C=CC(=O)N(C1CCN(C(=O)c2ccccc2)CC1)C(c1cccnc1)c1ccc(Cl)cc1F,JGOOOKSCUCMOQT-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1,477.97,5.28,6,3.125,ok,0,1,0.2051,0.2717,YL2056,YL2056,0.5304,YL5084,O=C(c1ccccc1)N1CCC(NC(c2ccccc2)c2cccnc2)CC1,,1,0.1833,0.2143,0.5304,0.2051,0.2717,0.5304,0.1927,0.1957,0.4368,0.1748,0.1596,0.429,sim,sim_yl,,ok,
