ligand_id,target,seed,n_poses,selected_mode,CNNscore,CNNaffinity,C1_P2star,C1_VS,acid_arg477_min_A,has_carboxylate_oxy_in_pose,pass_arg_A1,centroid_to_crystal_lig_A,pass_pocket_centroid,sdf,keep_urat1_acid,keep_nlrp3_pose
REP_01593,urat1_9dkb,42,9,1,0.727396429,7.62769079,7.62769079,5.548355042162189,10.655427208704493,True,False,2.98835640039326,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01593_out.sdf,False,
REP_01593,nlrp3_7alv,42,9,1,0.573161423,6.95367861,6.95367861,3.9855803271922614,,,,3.773489121309455,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01593_out.sdf,,True
REP_05922,urat1_9dkb,42,9,1,0.71184516,7.49832726,7.49832726,5.337647968127062,13.973612346132974,True,False,0.7454239024997917,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05922_out.sdf,False,
REP_05922,nlrp3_7alv,42,9,1,0.403886855,6.23788691,6.23788691,2.519400525925568,,,,4.318369354159288,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05922_out.sdf,,False
REP_03238,urat1_9dkb,42,9,1,0.729645908,7.42590141,7.42590141,5.418278577017929,14.517137493321458,True,False,3.7023583040262658,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_03238_out.sdf,False,
REP_03238,nlrp3_7alv,42,9,1,0.395395428,6.57619095,6.57619095,2.6001958352849766,,,,2.784818400456836,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_03238_out.sdf,,False
REP_01122,urat1_9dkb,42,9,1,0.33467418,7.45837164,7.45837164,2.496124412752255,9.193075818244942,True,False,2.04866607753855,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01122_out.sdf,False,
REP_01122,nlrp3_7alv,42,9,1,0.0490424447,5.48778009,5.48778009,0.26913415158958603,,,,1.0633603750066447,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01122_out.sdf,,False
REP_04971,urat1_9dkb,42,9,1,0.854160905,6.94778395,6.94778395,5.934525426476474,12.566324601887368,True,False,3.3553063437011765,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04971_out.sdf,False,
REP_04971,nlrp3_7alv,42,9,1,0.407803148,6.57440519,6.57440519,2.6810631327095384,,,,1.3705697561960508,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04971_out.sdf,,False
REP_07580,urat1_9dkb,42,9,1,0.642952561,7.19753408,7.19753408,4.627672969620779,3.2377540054797214,True,True,1.3326498073491757,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07580_out.sdf,True,
REP_07580,nlrp3_7alv,42,9,1,0.623751402,6.97798109,6.97798109,4.352525488016989,,,,1.9368589390933522,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07580_out.sdf,,True
REP_06464,urat1_9dkb,42,9,1,0.812960863,7.31463766,7.31463766,5.946514144605901,5.264416871791205,True,True,0.6998502286617634,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06464_out.sdf,True,
REP_06464,nlrp3_7alv,42,9,1,0.172080249,5.77783346,5.77783346,0.9942510204773315,,,,3.0090835188974245,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06464_out.sdf,,False
REP_07120,urat1_9dkb,42,9,1,0.584187031,6.82271957,6.82271957,3.985744288943897,10.000065499785485,True,False,2.342967722064367,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07120_out.sdf,False,
REP_07120,nlrp3_7alv,42,9,1,0.356335938,6.72073126,6.72073126,2.394838077578022,,,,1.3243428682604383,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07120_out.sdf,,False
REP_01485,urat1_9dkb,42,9,1,0.700680494,6.25236082,6.25236082,4.380907268023845,5.747114145377657,True,True,6.547166637584285,False,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01485_out.sdf,False,
REP_01485,nlrp3_7alv,42,9,1,0.645309091,6.3255558,6.3255558,4.081938663367778,,,,0.1311630548343227,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01485_out.sdf,,True
REP_06855,urat1_9dkb,42,9,1,0.688925803,7.9658618,7.9658618,5.4878877371520245,2.9617057585114597,True,True,1.8133807480839956,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06855_out.sdf,True,
REP_06855,nlrp3_7alv,42,9,1,0.265720576,6.8942132,6.8942132,1.8319343025708033,,,,0.6345179099017784,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06855_out.sdf,,False
REP_07885,urat1_9dkb,42,9,1,0.785631478,7.96739721,7.96739721,6.259438045905376,14.83803494402139,True,False,1.3221996744150302,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07885_out.sdf,False,
REP_07885,nlrp3_7alv,42,9,1,0.287225187,6.41205072,6.41205072,1.8417024671054845,,,,2.4068707519735257,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07885_out.sdf,,False
REP_06119,urat1_9dkb,42,9,1,0.635743916,6.08600235,6.08600235,3.869138966774203,2.9966464589604134,True,True,1.9153929334098876,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06119_out.sdf,True,
REP_06119,nlrp3_7alv,42,9,1,0.672377706,5.8837142,5.8837142,3.9560782565556254,,,,1.9204004025300985,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06119_out.sdf,,True
REP_04441,urat1_9dkb,42,9,1,0.624826312,7.39768839,7.39768839,4.622270354048918,,False,False,0.7185809639696127,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04441_out.sdf,False,
REP_04441,nlrp3_7alv,42,9,1,0.499381483,6.57480383,6.57480383,3.28333528705948,,,,3.006807590825092,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04441_out.sdf,,False
REP_06875,urat1_9dkb,42,9,1,0.605334997,6.95511198,6.95511198,4.2101726895479645,6.878127942979834,True,True,4.409865083321491,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06875_out.sdf,True,
REP_06875,nlrp3_7alv,42,9,1,0.534676671,7.11669588,7.11669588,3.8051312616378157,,,,2.2896697345199657,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06875_out.sdf,,True
REP_07635,urat1_9dkb,42,9,1,0.720851183,7.13333654,7.13333654,5.1420740835961265,7.130271313211013,True,True,3.190141354126511,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07635_out.sdf,True,
REP_07635,nlrp3_7alv,42,9,1,0.524357557,6.39549971,6.39549971,3.353528603729808,,,,3.544306789452588,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07635_out.sdf,,True
REP_07073,urat1_9dkb,42,9,1,0.820360363,7.40952063,7.40952063,6.078477033682789,14.14687332946753,True,False,1.008420209428416,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07073_out.sdf,False,
REP_07073,nlrp3_7alv,42,9,1,0.449347854,6.59058237,6.59058237,2.961464044569734,,,,1.9938438367326297,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07073_out.sdf,,False
REP_07074,urat1_9dkb,42,9,1,0.410026044,6.56920242,6.56920242,2.6935440805078263,,False,False,3.1370228032191054,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07074_out.sdf,False,
REP_07074,nlrp3_7alv,42,9,1,0.541528106,6.7008357,6.7008357,3.628690865238184,,,,0.5643174095826708,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07074_out.sdf,,True
REP_00833,urat1_9dkb,42,9,1,0.729707003,6.97633123,6.97633123,5.090677753778604,12.742956014991172,True,False,3.102127867566425,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00833_out.sdf,False,
REP_00833,nlrp3_7alv,42,9,1,0.447399795,6.29353952,6.29353952,2.8157282910723986,,,,6.487192857197059,False,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00833_out.sdf,,False
REP_06925,urat1_9dkb,42,9,1,0.84476763,7.60782051,7.60782051,6.426840501698091,13.934041481207085,True,False,1.7680296494261571,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06925_out.sdf,False,
REP_06925,nlrp3_7alv,42,9,1,0.254401684,5.93839645,5.93839645,1.5107380571396218,,,,1.901947765705128,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06925_out.sdf,,False
REP_07000,urat1_9dkb,42,9,1,0.571074903,6.847229,6.847229,3.9102806369937864,13.071893665418173,True,False,4.520160177535854,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07000_out.sdf,False,
REP_07000,nlrp3_7alv,42,9,1,0.315677226,6.52843857,6.52843857,2.0608793778890067,,,,1.129813734993747,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07000_out.sdf,,False
REP_07825,urat1_9dkb,42,9,1,0.869004071,8.01220226,8.01220226,6.9626363816154,4.474998324022027,True,True,1.4718353713766394,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07825_out.sdf,True,
REP_07825,nlrp3_7alv,42,9,1,0.664161801,6.90873766,6.90873766,4.588519646902125,,,,2.6226362441676705,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07825_out.sdf,,True
REP_06303,urat1_9dkb,42,9,1,0.662988663,7.06145477,7.06145477,4.6816644567972725,13.851814393789715,True,False,2.87580915592667,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06303_out.sdf,False,
REP_06303,nlrp3_7alv,42,9,1,0.222345546,6.32695341,6.32695341,1.4067699104630118,,,,2.3649054577776245,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06303_out.sdf,,False
REP_00853,urat1_9dkb,42,9,1,0.629134655,6.26409483,6.26409483,3.9409591397593338,7.350201970014155,True,True,4.806078364885926,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00853_out.sdf,True,
REP_00853,nlrp3_7alv,42,9,1,0.422130853,5.97528505,5.97528505,2.5223521750746474,,,,2.817015265384184,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00853_out.sdf,,False
REP_07021,urat1_9dkb,42,9,1,0.554028034,7.25187922,7.25187922,4.017744387062054,4.901341653057859,True,True,2.2056894187947163,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07021_out.sdf,True,
REP_07021,nlrp3_7alv,42,9,1,0.337048382,6.64673185,6.64673185,2.2402702156303667,,,,2.3074927748009295,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07021_out.sdf,,False
REP_07837,urat1_9dkb,42,9,1,0.603483737,7.38266373,7.38266373,4.455317496794759,7.7811280030597105,True,False,4.205134298684028,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07837_out.sdf,False,
REP_07837,nlrp3_7alv,42,9,1,0.27084583,6.48081541,6.48081541,1.7553018287982403,,,,1.9468085237805755,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07837_out.sdf,,False
