ligand_id,target,seed,n_poses,selected_mode,CNNscore,CNNaffinity,C1_P2star,C1_VS,acid_arg477_min_A,has_carboxylate_oxy_in_pose,pass_arg_A1,centroid_to_crystal_lig_A,pass_pocket_centroid,sdf,keep_urat1_acid,keep_nlrp3_pose
REP_07838,urat1_9dkb,42,9,1,0.737148464,7.79813957,7.79813957,5.748386606083121,8.15654461153741,True,False,3.232643682041189,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07838_out.sdf,False,
REP_07838,nlrp3_7alv,42,9,1,0.500561535,7.17738199,7.17738199,3.5927213461957543,,,,2.1809265725285694,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07838_out.sdf,,True
REP_07775,urat1_9dkb,42,9,1,0.512908161,6.69420004,6.69420004,3.433509831882527,8.11808111563317,True,False,1.514931822150199,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07775_out.sdf,False,
REP_07775,nlrp3_7alv,42,9,1,0.349850476,5.84939814,5.84939814,2.0464147235925148,,,,7.76247011487507,False,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07775_out.sdf,,False
REP_07735,urat1_9dkb,42,9,1,0.374542296,6.6454792,6.6454792,2.489013037588243,14.672369031618578,True,False,3.6887919728374645,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07735_out.sdf,False,
REP_07735,nlrp3_7alv,42,9,1,0.0880857632,5.02915716,5.02915716,0.4429971466913445,,,,1.2421395656177077,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07735_out.sdf,,False
REP_00600,urat1_9dkb,42,9,1,0.804019451,7.3722415,7.3722415,5.927425563469417,15.12744396783541,True,False,1.3605789272507876,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00600_out.sdf,False,
REP_00600,nlrp3_7alv,42,9,1,0.210471913,5.85911512,5.85911512,1.2331791677936246,,,,2.00872617253347,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00600_out.sdf,,False
REP_01131,urat1_9dkb,42,9,1,0.781184077,7.045187,7.045187,5.503587903887399,2.854250339406122,True,True,1.1960249040159943,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01131_out.sdf,True,
REP_01131,nlrp3_7alv,42,9,1,0.568535566,5.75300837,5.75300837,3.270789869840687,,,,6.041245094658027,False,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01131_out.sdf,,False
REP_06524,urat1_9dkb,42,9,1,0.574109793,6.35063601,6.35063601,3.6459623251194455,2.9240242817049182,True,True,3.763735383304579,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06524_out.sdf,True,
REP_06524,nlrp3_7alv,42,9,1,0.678085148,6.61098862,6.61098862,4.4828131968190155,,,,1.0472390821025515,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06524_out.sdf,,True
REP_05288,urat1_9dkb,42,9,1,0.510509193,7.46176529,7.46176529,3.8092997765533108,4.069173626180128,True,True,1.6971889754745064,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05288_out.sdf,True,
REP_05288,nlrp3_7alv,42,9,1,0.503210306,6.83568525,6.83568525,3.439787266372187,,,,2.457345038987296,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05288_out.sdf,,True
REP_02721,urat1_9dkb,42,9,1,0.929545224,8.24714851,8.24714851,7.666097509089217,9.716459283092783,True,False,1.2728919741918487,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02721_out.sdf,False,
REP_02721,nlrp3_7alv,42,9,1,0.863415539,6.88486862,6.88486862,5.944502550481486,,,,1.7971798560819472,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02721_out.sdf,,True
REP_05460,urat1_9dkb,42,9,1,0.657848775,6.08835983,6.08835983,4.005220055924709,2.9817743040008873,True,True,1.3274743705382552,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05460_out.sdf,True,
REP_05460,nlrp3_7alv,42,9,1,0.705459356,5.6822753,5.6822753,4.008614273752706,,,,2.3958179004003513,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05460_out.sdf,,True
REP_07012,urat1_9dkb,42,9,1,0.65464431,7.3730073,7.3730073,4.826697276533463,3.100998871331611,True,True,1.0046084295911353,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07012_out.sdf,True,
REP_07012,nlrp3_7alv,42,9,1,0.426117659,6.37042284,6.37042284,2.7145496674209313,,,,2.7775627126915343,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07012_out.sdf,,False
REP_05252,urat1_9dkb,42,9,1,0.722007215,6.97521973,6.97521973,5.036158971270352,13.273872381486871,True,False,1.8974247380609202,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05252_out.sdf,False,
REP_05252,nlrp3_7alv,42,9,1,0.334816217,6.06392527,6.06392527,2.030300519072104,,,,1.869410384381854,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05252_out.sdf,,False
REP_07977,urat1_9dkb,42,9,1,0.752172649,6.984478,6.984478,5.253533319142222,7.9702840601825375,True,False,1.4777180684070674,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07977_out.sdf,False,
REP_07977,nlrp3_7alv,42,9,1,0.705627859,6.42184591,6.42184591,4.531433380301207,,,,1.0898756582550189,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07977_out.sdf,,True
REP_07969,urat1_9dkb,42,9,1,0.86576283,7.33547449,7.33547449,6.350781153855206,14.823258514914997,True,False,2.7549839383501293,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07969_out.sdf,False,
REP_07969,nlrp3_7alv,42,9,1,0.697434247,6.77268171,6.77268171,4.723500168584522,,,,2.73231627930351,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07969_out.sdf,,True
REP_05102,urat1_9dkb,42,9,1,0.667786121,6.56325531,6.56325531,4.3828508045975525,12.040265653215462,True,False,2.3609822299488603,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05102_out.sdf,False,
REP_05102,nlrp3_7alv,42,9,1,0.362890482,5.60535192,5.60535192,2.0341288600284257,,,,6.964519162595239,False,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05102_out.sdf,,False
REP_04623,urat1_9dkb,42,9,1,0.927073777,7.62552881,7.62552881,7.069427795509015,10.41380281165338,True,False,1.0473150702790621,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04623_out.sdf,False,
REP_04623,nlrp3_7alv,42,9,1,0.582873881,6.15694046,6.15694046,3.5887197810061258,,,,3.15195420277528,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04623_out.sdf,,True
REP_01345,urat1_9dkb,42,9,1,0.875237703,6.29987478,6.29987478,5.51388793163483,14.709313580177694,True,False,2.8689670811717543,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01345_out.sdf,False,
REP_01345,nlrp3_7alv,42,9,1,0.675283968,5.38107824,5.38107824,3.6337558660256564,,,,2.0479387759218484,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01345_out.sdf,,True
REP_06470,urat1_9dkb,42,9,1,0.900365353,6.00301743,6.00301743,5.404908907427102,14.707473780360779,True,False,3.3847559474333795,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06470_out.sdf,False,
REP_06470,nlrp3_7alv,42,9,1,0.776813388,5.35395288,5.35395288,4.159022275905157,,,,4.139917438646391,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06470_out.sdf,,True
REP_00142,urat1_9dkb,42,9,1,0.661750197,5.64501953,5.64501953,3.7355927860463476,3.2484791826330053,True,True,4.404073044024186,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00142_out.sdf,True,
REP_00142,nlrp3_7alv,42,9,1,0.431991875,5.65687895,5.65687895,2.4437257442585314,,,,2.468356188733577,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00142_out.sdf,,False
REP_01948,urat1_9dkb,42,9,1,0.704779625,6.80925894,6.80925894,4.799026962261098,14.79069778610866,True,False,2.478512241224372,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01948_out.sdf,False,
REP_01948,nlrp3_7alv,42,9,1,0.456805438,6.2050209,6.2050209,2.834487290023654,,,,2.2021975093965542,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01948_out.sdf,,False
REP_08132,urat1_9dkb,42,9,1,0.612292528,7.58706045,7.58706045,4.6455004230193175,7.310211830036116,True,True,0.9696335173764199,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08132_out.sdf,True,
REP_08132,nlrp3_7alv,42,9,1,0.298008382,6.62412882,6.62412882,1.9740459118077693,,,,1.9823156292758142,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08132_out.sdf,,False
REP_00697,urat1_9dkb,42,9,1,0.742968202,6.77078199,6.77078199,5.030475721244282,13.022234255303495,True,False,1.2554424642644948,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00697_out.sdf,False,
REP_00697,nlrp3_7alv,42,9,1,0.70193249,5.98905182,5.98905182,4.203910056751632,,,,3.24755291248154,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00697_out.sdf,,True
REP_00015,urat1_9dkb,42,9,1,0.715192497,5.3677392,5.3677392,3.838966801692782,6.826035232841969,True,True,6.036185198624609,False,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00015_out.sdf,False,
REP_00015,nlrp3_7alv,42,9,1,0.689725578,5.98758078,5.98758078,4.129787614307191,,,,1.0759200721993611,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00015_out.sdf,,True
REP_08266,urat1_9dkb,42,9,1,0.601342976,7.60387611,7.60387611,4.572537489122703,15.02666729517893,True,False,0.9228079469269019,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08266_out.sdf,False,
REP_08266,nlrp3_7alv,42,9,1,0.649643123,7.30954885,7.30954885,4.748598142635059,,,,1.8071322521091593,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08266_out.sdf,,True
REP_08222,urat1_9dkb,42,9,1,0.704134285,7.32041025,7.32041025,5.1545518372904215,12.99483797513458,True,False,0.7642045508895168,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08222_out.sdf,False,
REP_08222,nlrp3_7alv,42,9,1,0.321309894,6.43205118,6.43205118,2.0666816828483747,,,,2.5369625036779473,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08222_out.sdf,,False
REP_08210,urat1_9dkb,42,9,1,0.845389128,7.5578475,7.5578475,6.38932210758198,3.1765190067115903,True,True,1.9886283904048732,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08210_out.sdf,True,
REP_08210,nlrp3_7alv,42,9,1,0.815809846,7.53336573,7.53336573,6.145793936052977,,,,1.3613942849321066,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08210_out.sdf,,True
REP_04687,urat1_9dkb,42,9,1,0.690454125,6.63474989,6.63474989,4.580990429893797,6.450953030366906,True,True,1.0039774180820844,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04687_out.sdf,True,
REP_04687,nlrp3_7alv,42,9,1,0.97669673,7.17908335,7.17908335,7.011787232342446,,,,1.9859821128191444,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04687_out.sdf,,True
REP_04681,urat1_9dkb,42,9,1,0.663578808,6.68717575,6.68717575,4.437468113071506,5.9083224353449095,True,True,3.3141880110297994,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04681_out.sdf,True,
REP_04681,nlrp3_7alv,42,9,1,0.310914785,5.77180099,5.77180099,1.7945382638686374,,,,1.7169821767734623,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04681_out.sdf,,False
REP_08137,urat1_9dkb,42,9,1,0.792326689,7.12311983,7.12311983,5.643837950254143,12.747701988986089,True,False,2.7668303974760096,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08137_out.sdf,False,
REP_08137,nlrp3_7alv,42,9,1,0.461462706,6.37455225,6.37455225,2.9416181308233886,,,,2.900804334420089,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08137_out.sdf,,False
REP_00153,urat1_9dkb,42,9,1,0.877343357,7.38770294,7.38770294,6.481552097898369,3.121939941766978,True,True,1.2503242412292763,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00153_out.sdf,True,
REP_00153,nlrp3_7alv,42,9,1,0.475343734,5.77123022,5.77123022,2.7433181225484415,,,,2.7332599270102813,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00153_out.sdf,,False
REP_01147,urat1_9dkb,42,9,1,0.830628335,7.23662901,7.23662901,6.010949105588998,3.0838887787986105,True,True,0.8665445044235667,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01147_out.sdf,True,
REP_01147,nlrp3_7alv,42,9,1,0.769597828,6.02315283,6.02315283,4.635405335680053,,,,0.9452613284503497,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01147_out.sdf,,True
REP_06643,urat1_9dkb,42,9,1,0.85463959,7.48018408,7.48018408,6.392861455255727,3.0861022342106565,True,True,2.224548443884365,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06643_out.sdf,True,
REP_06643,nlrp3_7alv,42,9,1,0.650032461,7.00301981,7.00301981,4.552190201526052,,,,0.4036997303212426,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06643_out.sdf,,True
REP_05846,urat1_9dkb,42,9,1,0.755409539,6.71697998,6.71697998,5.0740707501640285,12.298366273615363,True,False,0.753343326471331,True,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05846_out.sdf,False,
REP_05846,nlrp3_7alv,42,9,1,0.953264773,7.03478479,7.03478479,6.706012525943202,,,,1.1109149612665012,True,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05846_out.sdf,,True
