patent_id,compound_number,smiles,activity_raw,activity_score,murcko_scaffold,mw,logp,tpsa,hbd,hba
WO2022204227,316,COc1cc(C(=O)N(C)Cc2cc(C#N)cc3cn[nH]c23)ccc1-c1cc(F)cc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,432.4,4.66,82.0,1,4
WO2022204227,323,CCOc1nn(-c2cccc(F)c2)nc1C(=O)N(C)Cc1cccc2cn[nH]c12,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cnn(-c2ccccc2)n1,394.4,2.95,88.9,1,5
WO2022204227,332,CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1cc(F)cc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,453.5,4.78,105.8,1,5
WO2022204227,335,COc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cc(F)cc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,415.4,3.92,94.9,1,5
WO2022204227,336,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C(=O)C1CC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(C(=O)C2CC2)cc1,377.4,3.83,75.3,1,4
WO2022204227,337,CCOc1nn(-c2ccccc2)cc1C(=O)N(C)Cc1cccc2cn[nH]c12,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cnn(-c2ccccc2)c1,375.4,3.42,76.0,1,4
WO2022204227,341,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(C2CNC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(C2CNC2)c1,414.5,4.33,61.0,2,3
WO2022204227,343,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(C2CCC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(C2CCC2)c1,395.5,5.77,49.0,1,2
WO2022204227,344,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC(F)(F)F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,425.4,5.4,58.2,1,3
WO2022204227,345,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC(F)(F)F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,443.4,5.54,58.2,1,3
WO2022204227,346,C=CC(=O)NCc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,442.5,4.44,78.1,2,3
WO2022204227,347,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C1CCOC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(C2CCOC2)cc1,379.5,3.74,67.5,1,4
WO2022204227,348,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)cn1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cn(-c2ccccc2)cn1,393.4,3.56,76.0,1,4
WO2022204227,349,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)nnc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)nn1,405.4,3.83,84.0,1,5
WO2022204227,350,CCOc1cc(C(=O)N(C)Cc2cc(C#N)cc3cn[nH]c23)cnc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)nc1,436.5,4.04,118.7,1,6
WO2022204227,353,CCOc1nc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,411.5,4.17,94.9,1,5
WO2022204227,358,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(C2CCC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(C2CCC2)c1,413.5,5.91,49.0,1,2
WO2022204227,359,CCOc1nn(C(=O)N(C)Cc2cccc3cn[nH]c23)cc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)n1cc(-c2ccccc2)cn1,375.4,3.93,76.0,1,4
WO2022204227,364,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(C2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(C2CC2)c1,381.5,5.38,49.0,1,2
WO2022204227,365,COc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cc(F)cc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,414.4,4.52,82.0,1,4
WO2022204227,367,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(Cl)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,393.8,5.29,49.0,1,2
WO2022204227,368,CCOc1cn(C(=O)N(C)Cc2cccc3cn[nH]c23)nc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)n1ccc(-c2ccccc2)n1,375.4,3.93,76.0,1,4
WO2022204227,369,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)nn1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ncn(-c2ccccc2)n1,394.4,2.95,88.9,1,5
WO2022204227,370,CCOc1cc(-c2ccccc2)ccc1C(=O)N(C)Cc1cccc2cn[nH]c12,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,385.5,4.9,58.2,1,3
WO2022204227,371,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1CC1CC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(CC2CC2)cc1,363.5,4.19,58.2,1,3
WO2022204227,372,CNC(=O)c1cc(-c2ccc(C(=O)N(C)Cc3cccc4cn[nH]c34)c(F)c2OC)ccc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,464.5,4.15,87.3,2,4
WO2022204227,373,CNC(=O)c1cc(-c2cc(F)c(C(=O)N(C)Cc3cccc4cn[nH]c34)cc2OC)ccc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,464.5,4.15,87.3,2,4
WO2022204227,374,C=CC(=O)Nc1cc(-c2ccc(C(=O)N(C)Cc3cccc4cn[nH]c34)cc2OCC)ccc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,472.5,5.16,87.3,2,4
WO2022204227,375,CCOc1cc(C(=O)N(C)[C@H](C)c2cccc3cn[nH]c23)ccc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,399.5,5.46,58.2,1,3
WO2022204227,376,CNC(=O)c1cc(-c2ccc(C(=O)N(C)Cc3cccc4cn[nH]c34)cc2OC)cc(C(F)(F)F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,496.5,4.89,87.3,2,4
WO2022204227,377,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc(C#N)c1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,410.5,4.77,82.0,1,4
WO2022204227,380,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)nn1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccn(-c2ccccc2)n1,393.4,3.56,76.0,1,4
WO2022204227,381,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)nn1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccn(-c2ccccc2)n1,375.4,3.42,76.0,1,4
WO2022204227,382,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)c(F)cc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,404.4,4.43,71.1,1,4
WO2022204227,383,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C1CCC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(C2CCC2)cc1,377.5,4.89,58.2,1,3
WO2022204227,384,CN(Cc1cc(O)c(F)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,449.5,5.03,78.5,2,4
WO2022204227,389,CC#Cc1ccc(-c2ccc(C(=O)N(C)Cc3cccc4cn[nH]c34)cc2OCC)cc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,423.5,5.27,58.2,1,3
WO2022204227,2,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(F)(F)F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,453.5,5.92,58.2,1,3
WO2022204227,3,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,460.5,4.4,87.3,2,4
WO2022204227,4,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,403.5,5.04,58.2,1,3
WO2022204227,5,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C#N)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,410.5,4.77,82.0,1,4
WO2022204227,7,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(=O)NC)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,442.5,4.26,87.3,2,4
WO2022204227,9,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(F)(F)F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,467.5,6.31,58.2,1,3
WO2022204227,10,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(=O)NC)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,456.5,4.65,87.3,2,4
WO2022204227,11,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,474.5,4.79,87.3,2,4
WO2022204227,12,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C#N)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,424.5,5.16,82.0,1,4
WO2022204227,13,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,417.5,5.43,58.2,1,3
WO2022204227,14,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(S(N)(=O)=O)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,478.6,3.94,118.4,2,5
WO2022204227,20,CNC(=O)c1cc(-c2ccc(C(=O)N(C)Cc3cccc4cn[nH]c34)cc2OC)ccc1F,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,446.5,4.01,87.3,2,4
WO2022204227,21,CCOc1cc(C(=O)N(C)Cc2cccc3[nH]ncc23)ccc1-c1ccc(F)c(C(=O)NC)c1,++,2.0,O=C(NCc1cccc2[nH]ncc12)c1ccc(-c2ccccc2)cc1,460.5,4.4,87.3,2,4
WO2022204227,22,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(N)=O)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,442.5,4.39,101.3,2,4
WO2022204227,30,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(CF)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,391.4,5.11,49.0,1,2
WO2022204227,31,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c2c1CCO2,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c2c1CCO2,383.5,4.44,58.2,1,3
WO2022204227,34,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1C#N,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,410.5,4.77,82.0,1,4
WO2022204227,35,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1F,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,403.5,5.04,58.2,1,3
WO2022204227,42,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cscn1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cscn2)cc1,392.5,4.36,71.1,1,5
WO2022204227,48,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-n1cc(F)cn1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-n2cccn2)cc1,393.4,3.56,76.0,1,4
WO2022204227,50,COc1cc(C(=O)N(C)Cc2cccc3nc[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2nc[nH]c12)c1ccc(-c2ccccc2)cc1,389.4,4.65,58.2,1,3
WO2022204227,52,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccn1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccn2)cc1,386.5,4.3,71.1,1,4
WO2022204227,53,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,386.5,4.3,71.1,1,4
WO2022204227,58,CCOc1cc(C(=O)NCc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,389.4,4.7,67.0,2,3
WO2022204227,59,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)cnc1-c1ccccc1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)nc1,386.5,4.3,71.1,1,4
WO2022204227,61,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cc(F)cc(C#N)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,428.5,4.91,82.0,1,4
WO2022204227,62,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc(F)cc1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,403.5,5.04,58.2,1,3
WO2022204227,71,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)c(F)cc1-c1ccccc1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,403.5,5.04,58.2,1,3
WO2022204227,83,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,404.4,4.43,71.1,1,4
WO2022204227,101,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccc(-c2ccccc2)cc1,403.5,5.04,58.2,1,3
WO2022204227,105,CCOc1cc(C(=O)N(C)Cc2ccc3cn[nH]c3c2)ccc1C(F)(F)F,++,2.0,O=C(NCc1ccc2cn[nH]c2c1)c1ccccc1,377.4,4.25,58.2,1,3
WO2022204227,114,CCOc1cc(CC(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(Cc1ccc(-c2ccccc2)cc1)NCc1cccc2cn[nH]c12,417.5,4.97,58.2,1,3
WO2022204227,116,CCOc1cc(C(=O)N(C)Cc2ccnc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1ccnc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,404.4,4.43,71.1,1,4
WO2022204227,118,CCOc1cc(C(=O)N(C)Cc2nccc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1nccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,404.4,4.43,71.1,1,4
WO2022204227,119,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC(F)F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,425.4,5.24,58.2,1,3
WO2022204227,120,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OCF)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,407.4,4.95,58.2,1,3
WO2022204227,124,CCOc1cc(C(=O)N(C)Cc2cccc3nc[nH]c23)ccc1-c1ccn[nH]1,++,2.0,O=C(NCc1cccc2nc[nH]c12)c1ccc(-c2ccn[nH]2)cc1,375.4,3.62,86.9,2,4
WO2022204227,126,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,434.4,4.72,71.1,1,4
WO2022204227,127,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(C#N)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,441.5,4.45,94.9,1,5
WO2022204227,130,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1cnc(-c2cc(F)cc(F)c2)c(OC2CC2)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2CC2)c1,452.4,4.86,71.1,1,4
WO2022204227,131,CN(Cc1c(F)cc(C#N)c2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC2CC2)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,440.5,5.05,82.0,1,4
WO2022204227,136,CCOc1nc(C(=O)N(C)Cc2ccc(Cl)c3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,438.9,5.09,71.1,1,4
WO2022204227,137,CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)cc(F)c1-c1ccccc1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,428.5,4.91,82.0,1,4
WO2022204227,145,CCOc1cc(C(=O)N(C)Cc2ccc(OC)c3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,433.5,5.05,67.4,1,4
WO2022204227,167,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1cnc(-c2cccc(C#N)c2)c(OC2CC2)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2CC2)c1,441.5,4.45,94.9,1,5
WO2022204227,169,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1ccc(-c2cc(F)cc(F)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,452.4,4.86,71.1,1,4
WO2022204227,171,N#Cc1cccc(-c2ccc(C(=O)NCc3ccc(F)c4cn[nH]c34)cc2OC2CC2)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,426.5,4.71,90.8,2,4
WO2022204227,176,CN(Cc1ccc(CF)c2cn[nH]c12)C(=O)c1cnc(-c2cc(F)cc(C#N)c2)c(OC2CC2)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2CC2)c1,473.5,4.92,94.9,1,5
WO2022204227,177,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2cc(C#N)cs2)c(OC2CC2)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2cccs2)c(OC2CC2)c1,429.5,4.37,94.9,1,6
WO2022204227,178,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cc(C#N)cs2)c(OC2CC2)n1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cccs2)c(OC2CC2)n1,429.5,4.37,94.9,1,6
WO2022204227,180,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1csc(C#N)c1,++,2.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccsc2)cn1,417.5,4.23,94.9,1,6
WO2022204227,187,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC(C)(F)F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,440.4,5.03,71.1,1,4
WO2022204227,188,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC(C)(F)F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,422.4,4.89,71.1,1,4
WO2022204227,189,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC2CC2)n1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,399.5,3.83,84.0,1,5
WO2022204227,190,CN(Cc1cnc(C#N)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,442.5,3.84,107.8,1,6
WO2022204227,191,CCOc1cc(C(=O)N(C)Cc2cnc(OC)c3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,434.5,4.44,80.3,1,5
WO2022204227,194,CCOc1cc(C(=O)N(C)Cc2cnc(C#N)c3cn[nH]c23)cc(F)c1-c1ccccc1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,429.5,4.31,94.9,1,5
WO2022204227,195,CN(Cc1cnc(C#N)c2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC2CC2)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,423.5,4.31,94.9,1,5
WO2022204227,196,CN(Cc1cnc(C#N)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CC2)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,441.5,4.45,94.9,1,5
WO2022204227,197,CCOc1cc(C(=O)N(C)Cc2cnc(C#N)c3cn[nH]c23)ccc1-c1cc(F)cc(F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,447.4,4.45,94.9,1,5
WO2022204227,202,CN(Cc1cncc2cn[nH]c12)C(=O)c1cnc(-c2cccc(F)c2)c(OC2COC2)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2COC2)c1,433.4,3.21,93.2,1,6
WO2022204227,205,CCOc1cc(C(=O)N(C)Cc2cncc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,404.4,4.43,71.1,1,4
WO2022204227,206,CN(Cc1cnc(CF)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,449.5,4.44,84.0,1,5
WO2022204227,212,CN(Cc1cnc(CF)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(C#N)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,456.5,4.17,107.8,1,6
WO2022204227,215,CCOc1cc(C(=O)NCc2cnc(C#N)c3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,415.4,3.96,103.7,2,5
WO2022204227,217,N#Cc1ncc(CNC(=O)c2ccc(-c3cccc(F)c3)c(OC3CC3)c2)c2[nH]ncc12,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,427.4,4.11,103.7,2,5
WO2022204227,219,CN(Cc1cnc(CF)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(C#N)c2)c(OC2CC2)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,455.5,4.78,94.9,1,5
WO2022204227,221,CCOc1nc(C(=O)N(C)Cc2c(OC)ncc3cn[nH]c23)ccc1-c1cccc(F)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,435.5,3.84,93.2,1,6
WO2022204227,224,CN(Cc1cnc(CF)c2cn[nH]c12)C(=O)c1ccc(-c2cc(F)cc(C#N)c2)c(OC2CC2)n1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,474.5,4.31,107.8,1,6
WO2022204227,228,CCOc1cc(C(=O)N(C)Cc2cncc3cn[nH]c23)ccc1-c1cc(C#N)cs1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2cccs2)cc1,417.5,4.23,94.9,1,6
WO2022204227,229,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2cccs2)c(OC2CC2)c1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2cccs2)c(OC2CC2)c1,404.5,4.5,71.1,1,5
WO2022204227,231,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2cc(C#N)cs2)c(OC2CC2)n1,++,2.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2cccs2)c(OC2CC2)n1,430.5,3.77,107.8,1,7
